"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","887416","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"S. A. Mori","9613","1978","03","17","South America","Brazil","Bahia","Rod. BA 001, a 5 km ao Sul de Alcobaça.Folha SE-24 (18-39a).","-39.2093897","-17.568634","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887416","NY00887416_01","Alcobaça","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01873544","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"W. W. Thomas","8993","1992","02","01","South America","Brazil","Bahia","Road from Olivença to Maruim, 5 km W of Olivença","-39.03","-14.59","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873544","NY01873544_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","887413","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"B. D. Sucre","6437","1969","11","27","South America","Brazil","Rio de Janeiro","Serra da Mendanha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887413","NY00887413_01",NA,"400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","533259","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"A. M. Amorim","1078","1993","03","08","South America","Brazil","Bahia","Reserva Biológica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana. Estrada paralela ao rumo da reserva.","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533259","NY00533259_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01241058","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","M. Sobral","A. M. V. de Carvalho","6022","1995","04","05","South America","Brazil","Bahia","Ca. 3 km na estrada Una/Canavieiras, ramal a direita","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01241058","NY01241058_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1039258","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","M. Sobral; X. Cornejo","S. C. de Sant'Ana","831","2000","05","18","South America","Brazil","Bahia","Ca 19 km de Ilhéus, na BA-001 trecho Ilhéus/Serra Grande. Grutas de Ponta da Tulha","-39.0569973","-14.5940494","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1443132' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039258","NY01039258_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","687697","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"M. Alves","2314","2001","03","05","South America","Brazil","Espírito Santo","Rodovia do Sol, Lagoa de Interlagos, ca. 22 km após a saída de GUarapari, Loteamento de Interlagos.","-40.3438889","-20.4675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687697","NY00687697_01","Vila Velha","20","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02636670","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","B. S. Amorim","P. Fiaschi","1316","2003","02","18","South America","Brazil","Bahia","Entrada à direita, ca. 14km de Canavieiras, na estrada para Una. Ca. 3,2km da entrada. Região do Cotovelo.","-38.9667","-15.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475170' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636670","NY02636670_01","Canavieiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00750158","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","B. S. Amorim","J. G. Jardim","2613","2000","02","01","South America","Brazil","Bahia","Rod. Ubaitaba/Maraú 45,5 km E.","-39.0342","-14.2019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750158","NY00750158_01","Maraú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2422949","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","D. F. Lima","R. Goldenberg","1765","2014","02","21","South America","Brazil","Bahia","Nova Esperança, E.E. Wenceslau Guimarães; trilha do Pico do Urubu, Pedra da Antena","-39.7192","-13.5875","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675535' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422949","NY02422949_01","Wenceslau Guimarães","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","594988","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"S. C. de Sant'Ana","269","1993","03","19","South America","Brazil","Bahia","Reserva Biologica fo Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594988","NY00594988_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","585389","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"J. G. Jardim","5","1993","01","07","South America","Brazil","Bahia","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585389","NY00585389_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","565301","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"A. M. Amorim","2651","1998","11","11","South America","Brazil","Bahia","Rod. Itacaré - Ilhéus, ca. 6 km a partir da sede do municipio. Assentamento da Marammbaia","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565301","NY00565301_01","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","887412","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"B. D. Sucre","5415","1969","06","04","South America","Brazil","Rio de Janeiro","Restinga de Jacarepaguá, mata de restinga ao lado sul da pedra de Itauna.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093857' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887412","NY00887412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","887421","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"S. A. Mori","11960","1979","06","12","South America","Brazil","Bahia","Rod. BR 030, trecho Ubaitaba/Maraú, 45=50 km a leste de Ubaitaba. Ca. 50 m de alt.","-39.02","-14.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887421","NY00887421_01","Maraú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","887422","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"L. R. Landrum","4165","1982","01","21","South America","Brazil","Rio de Janeiro","Restinga de Marica, between ocean and Lagoa de Marica, ca. 40 km E of Rio de Janeiro.","-42.865151","-22.958935","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887422","NY00887422_01","Maricá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","887418","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"B. D. Sucre","8387","1972","02","01","South America","Brazil","Espírito Santo","Reserva de Linhares, DOCEMADE","-39.961174","-19.138199","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887418","NY00887418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","887419","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"W. W. Thomas","6025","1988","02","18","South America","Brazil","Bahia","4 km N of Comandatuba, ca. 10 km S of Una.","-39.069442","-15.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887419","NY00887419_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","517226","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"A. M. V. de Carvalho","3275","1991","05","23","South America","Brazil","Bahia","Ca. 6 km na estrada para Ubaitaba","-39.0111","-14.1611","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517226","NY00517226_01","Maraú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","887414","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"B. D. Sucre","s.n.","1972","01","04","South America","Brazil","Rio de Janeiro","Alto da Boa Vista, Vale Encantado.","-43.295088","-22.969326","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887414","NY00887414_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","720527","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"C. Farney","4574","2007","03","12","South America","Brazil","Espírito Santo","Restingas próximas a Pontal do Sul e Barreiras, foz do Rio Cricaré.","-39.7497","-18.615","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720527","NY00720527_01","Conceiçao da Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887423","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"R. M. Harley","22178","1980","05","17","South America","Brazil","Bahia","About 5 km N from turning to Maraú, along the Campinho road. G9.","-38.97","-14.07","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887423","NY00887423_01",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00896153","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","B. S. Amorim","J. G. Jardim","201","1993","07","13","South America","Brazil","Bahia","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA 001 Ilhéus/Una","-39.0833","-15.15","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896153","NY00896153_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","887420","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"S. A. Mori","13267","1979","12","31","South America","Brazil","Bahia","Estrada Olivença/Una, a 26 km ao S de Olivença. Próximo ao nível do mar.","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887420","NY00887420_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01241057","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","M. Sobral","A. M. V. de Carvalho","6466","1998","01","28","South America","Brazil","Bahia","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Entorno da REBIO. Margem do Rio Maruim. Projeto de Eco-turismo do IESB.","-39.08","-15.15","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01241057","NY01241057_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01195839","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","M. Sobral","J. G. Jardim","15","1993","01","07","South America","Brazil","Bahia","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus-Una","-39.1326088","-15.1730243","sheet","Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195839","NY01195839_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","887417","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.",NA,"J. G. Kuhlmann","s.n.","1931","12","10","South America","Brazil","Rio de Janeiro","Guanabara, Barra da Tijuca.","-43.369099","-22.995332","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887417","NY00887417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:38-03","UFRJ","RFA","22701","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg","G. M. Barroso","G. B. Fontenelle",NA,"1988","11","30",NA,"Brasil","Rio de Janeiro","Restinga de Maricá","-42.8185997009277","-22.9193992614746",NA,"Arbusto +/- escandente com 3 - 4 m de altura, flores brancas, folha lanceolada","RFA46656",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:38-03","UFRJ","RFA","28364","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg","M. C. Souza","H. M. Dias; D.M.C. dos Santos","14","2003","03","30",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia. As margens da estrada que leva à linha 2, na área do Exército.","-43.373056","-23.029444",NA,"Arbutos de mais ou menos 4.0m de altura; folhas opostas; heliófilo; ind. raro; estéril. Coletada como dados estruturais para monografia de bacharelado do coletador principal.","RFA53506",NA,"Rio de Janeiro",NA,NA,NA,NA,"2003","43º22'23''W","23º1'46''S",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:38-03","UFRJ","RFA","23392","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg",NA,NA,NA,"1988","03","16",NA,"Brasil","Rio de Janeiro",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"RFA18665",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:38-03","UFRJ","RFA","23391","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg",NA,NA,NA,"1988","11","30",NA,"Brasil","Rio de Janeiro",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"RFA19052",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:31:38-03","UFRJ","RFA","23389","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg",NA,NA,NA,"1987","10","07",NA,"Brasil","Rio de Janeiro",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"RFA19048",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:31:38-03","UFRJ","RFA","22472","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","martiana","Gomidesia martiana","O.Berg",NA,"C. Pereira",NA,"1988","06","04",NA,"Brasil","Rio de Janeiro","Área 1ª Estrada","-42.8185997009277","-22.9193992614746",NA,NA,"RFA46609",NA,"Maricá",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
