"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","437849","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","D. S. D. de Araújo","7641","1986","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437849","Magnoliophyta","Sapindales","Jacq.","D. A. Santin","Rio de Janeiro","Cabo Frio","Morro de Peró.","-42.0183","-22.8794","NY00437849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","437853","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","D. A. Folli","958","1989","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437853","Magnoliophyta","Sapindales","Jacq.","D. A. Santin","Espírito Santo","Linhares","Reserva Florestal da CVRD. Area de consorciaçao de Aderne, próx. à est. Alameda 01.","-40.0719","-19.3911","NY00437853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","437852","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","D. S. D. de Araújo","6354","1984","08","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437852","Magnoliophyta","Sapindales","Jacq.","D. A. Santin","Rio de Janeiro","Maricá","Restinga da Barra.","-42.8183","-22.9194","NY00437852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1844370","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","M. C. Souza","632","2007","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2141839' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844370","Magnoliophyta","Sapindales","Jacq.",NA,"Rio de Janeiro","Rio de Janeiro","Restinga de Grumari. A cerca 100 m da estrada interna do Grumari.","-43.5328","-23.0447","NY01844370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","437854","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","G. G. Hatschbach","16988","1967","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00437854","Magnoliophyta","Sapindales","Jacq.","D. A. Santin","Paraná","Tapejara",NA,"-52.8732986450195","-23.7331008911133","NY00437854_01",NA,NA,"32078","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","CARP105","S","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","Marcos Colombini",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Tipo de Fruto: Núcula alongada",NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","Perto do Museu","-43.985833","-19.921111",NA,"866","866",NA,NA,"43º59'09''W","19º55'16''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-09-30 12:43:27-03","MCN-PUC-MINAS","HPUC-MG","CARP091","S","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","L.Grabiela",NA,"2009","10","01",NA,"Brasil",NA,NA,"Tipo de Fruto: Núcula",NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","Mata PUC - Minas","-43.991944","-19.920833",NA,"917","917",NA,NA,"43º59'31''W","19º55'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:28:45-03","UFRJ","RFA","39563","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Finotti, R.; Caruzo, J.","88",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore de 5 metros de altura e PAP de 15,5 cm.","RFA24543",NA,NA,"Engl.","R. Finotti","Rio de Janeiro","Guapimirim","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso.","-42.905278","-22.493333",NA,"50","50",NA,NA,"42º54'19''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:28:45-03","UFRJ","RFA","39548","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","Finotti, R.; Caruzo, J.","90",NA,NA,NA,NA,"Brasil",NA,NA,"Arvore de 5 metros de altura e PAP de 25,8 cm.","RFA24518",NA,NA,"Jacq.",NA,"Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.795278","-22.499722",NA,"50","50",NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:28:45-03","UFRJ","RFA","31304","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","C.M. Vieira, M.A. Louzada, II. Aximoff, J.C. Gomes","1507","2003","02","19",NA,"Brasil",NA,NA,"Coletas da amostragem fitossociológica. Parcela B, Ind. 41, Altura 9,5 m, CAP 35,5 cm.","RFA20502",NA,NA,"Jacq.","C.M. Oliviera","Rio de Janeiro","Silva Jardim","Proximidade da trilha Portuense.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:24-03","UTFPR","DVPR","2680","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","graveolens","Astronium graveolens","Sá, KLVR; et al.","5","2001","09","06",NA,"Brasil",NA,NA,"Árvore 10m, flores creme.; Borda da mata.","DVPR002680","Magnoliophyta",NA,"Jacq.",NA,"Paraná","Primeiro de Maio","Fazenda Santa Rosa","-51.0283012390137","-22.8505992889404",NA,NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:36:36-03","EAO","IAN","XILO7117X","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Soler, JG; Aguiar, PH; Melo, ATS de; Freitas, JC","s.n.","2002","11","07","Southern America","Brasil",NA,NA,"Árvore, 50m alt. x 62cm DAP; fuste de 35m; base com sapopemas de 1m; ritidoma marrom avermelhado, com desprendimento em placas, deixando depressões, presença de lenticelas; casca morta < 1mm, marrom clara; casca viva 0,5cm, creme; a","IANXILO7117X","Dicotiledônea",NA,"Engl.",NA,"Pará","Novo Repartimento","Novo Repartimento, Fazenda Arataú Km 206 Transamazonica. Jurua Florestal","-50.119306","-3.925056",NA,NA,NA,NA,NA,"-50.119306","-3.925056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:36:36-03","EAO","IAN","XILO4792","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","13048","1970","09",NA,"Southern America","Brasil",NA,NA,"Árvore 0-22-14, com 10m e 12cm de diâmetro.","IANXILO4792","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-5.516667","-50.216667",NA,NA,NA,NA,NA,"-5.516667","-50.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:36:36-03","EAO","IAN","XILO16","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM","12489","1970","07","13","Southern America","Brasil",NA,NA,"Árvore muito grande, com 45m e 60-80cm de diâmetro; casca grossa, resinosa, com mais de 2cm de diãmetro, com marcas em escamas; frutos.","IANXILO16","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:36:36-03","EAO","IAN","XILO17","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12734","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 5-26-11, com 20m e 15cm de diâmetro. Estéril.","IANXILO17","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:36:36-03","EAO","IAN","XILO18","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12776","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 4-10-6, com 11m e 12cm de diãmetro. Estéril.","IANXILO18","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:36:36-03","EAO","IAN","XILO20","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12892","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 0-5-10 E, com 60m e, 90cm de diâmetro. Estéril.","IANXILO20","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:36:36-03","EAO","IAN","XILO5208","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM","12489","1970","07","13","Southern America","Brasil",NA,NA,"Árvore muito grande, com 45m e 60-80cm de diâmetro; casca grossa, resinosa, com mais de 2cm de diãmetro, com marcas em escamas; frutos.","IANXILO5208","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:33:19-03","EAO","IAN","128841","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12734","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 5-26-11, com 20m e 15cm de diâmetro. Estéril.","IAN128841","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:33:19-03","EAO","IAN","128590","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM","12489","1970","07","13","Southern America","Brasil",NA,NA,"Árvore muito grande, com 45m e 60-80cm de diâmetro; casca grossa, resinosa, com mais de 2cm de diãmetro, com marcas em escamas; frutos.","IAN128590","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:33:20-03","EAO","IAN","58060","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile acuminata","sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"IAN058060","Dicotiledônea",NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:33:19-03","EAO","IAN","129138","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","13048","1970","09",NA,"Southern America","Brasil",NA,NA,"Árvore 0-22-14, com 10m e 12cm de diâmetro.","IAN129138","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-4), região com minério de manganês.","-5.516667","-50.216667",NA,NA,NA,NA,NA,"-5.516667","-50.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:33:19-03","EAO","IAN","128992","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12892","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 0-5-10 E, com 60m e, 90cm de diâmetro. Estéril.","IAN128992","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:33:19-03","EAO","IAN","129006","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12908","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 0-3-2 E, com 10m e 10cm de diâmetro. Estéril.","IAN129006","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:33:19-03","EAO","IAN","128941","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12838","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 2-4-14 n> Estéril.","IAN128941","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:33:19-03","EAO","IAN","143510","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM","13468","1973","09","17","Southern America","Brasil",NA,NA,NA,"IAN143510","Dicotiledônea",NA,"Engl.","Silva, NT da",NA,NA,"Estudo ecológico entre Estreito e Marabá.&nf;Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","02",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:33:19-03","EAO","IAN","128882","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Pires, JM; Belém, RP","12776","1970","08",NA,"Southern America","Brasil",NA,NA,"Árvore 4-10-6, com 11m e 12cm de diãmetro. Estéril.","IAN128882","Dicotiledônea",NA,"Engl.","Pires, JM","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5), região com minério de manganês.","-5.5","-50.25",NA,NA,NA,NA,NA,"-5.5","-50.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:19-03","EAO","IAN","153656","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Ribeiro, BGS","1433","1976","05","17","Southern America","Brasil",NA,NA,"Árvore de 20m. Estéril.","IAN153656","Dicotiledônea",NA,"Engl.",NA,"Pará",NA,"Estrada PA-70, Fazenda Santa Terezinha, km 15. Mata alta, terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:19-03","EAO","IAN","155396","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Cordeiro, MR; Pinheiro, GS","1505","1979","02","22","Southern America","Brasil",NA,NA,"Árvore de 28m. Estéril.","IAN155396","Dicotiledônea",NA,"Engl.",NA,"Pará",NA,"Estrada Santarém-Cuiabá, km 67. reserva Florestal do IBDF. Mata alta de terra firme. Solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:19-03","EAO","IAN","155403","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Cordeiro, MR; Pinheiro, GS","1512","1979","02","23","Southern America","Brasil",NA,NA,"Árvore de 29m. Estéril.","IAN155403","Dicotiledônea",NA,"Engl.",NA,"Pará",NA,"Estrada Santarém-Cuiabá, km 67. Reserva Florestal do IBDF. Mata alta de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:19-03","EAO","IAN","155415","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Cordeiro, MR; Pinheiro, GS","1524","1979","02","23","Southern America","Brasil",NA,NA,"Árvore de 28m. Estéril.","IAN155415","Dicotiledônea",NA,"Engl.",NA,"Pará",NA,"Estrada Santarém-Cuiabá, km 67. Reserva Florestal do IBDF. Mata alta de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:19-03","EAO","IAN","155429","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","gracile","Astronium gracile","Cordeiro, MR; Pinheiro, GS","1538","1979","02","24","Southern America","Brasil",NA,NA,"Árvore de 18m. Estéril.","IAN155429","Dicotiledônea",NA,"Engl.",NA,"Pará",NA,"Estrada Santarém-Cuiabá, km 67. Reserva Florestal do IBDF. Mata alta de terra firme. Solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
