"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","coordinatePrecision","geoFlag","recordNumber","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","sex"
"1096","2020-06-29 09:30:05-03","UFRRJ","RBR","2446","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","R. Barreto","1996","10","18","A.A. Gomes","1988","11","05","Brasil","Rio de Janeiro","Itaguaí","-43.7752990722656","-22.8521995544434",NA,NA,NA,NA,NA,"RBR00002446","Piranema.","17747","auto","7","RBR00002446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","2020-06-29 09:30:05-03","UFRRJ","RBR","5377","S","Plantae","Commelinaceae","Murdannia","nudiflora","Murdannia nudiflora","(L.) Brenan","R. Barreto","1996",NA,NA,"S.A. Rego; Z.S. Silva","1993","07","08","Brasil","Rio de Janeiro","Itaguaí","-43.7752990722656","-22.8521995544434",NA,NA,NA,NA,NA,"RBR00005377","Ilha da Madeira. Caixa de empréstimo. Área aluvial.","17747","auto","1216","RBR00005377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","2021-03-21 19:40:03-03","UFC","EAC","35279","PreservedSpecimen","Plantae","Commelinaceae","Commelina","agraria","Commelina agraria","Kunth","Lima-Verde, L.W.","2005","11","03","Lima-Verde, L.W.","2000","02","22","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,NA,"EAC0035279","Serra das Almas","43216","auto","1151","EAC0035279",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1099","2021-03-21 19:40:04-03","UFC","EAC","50197","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Magalhães, H.","2000",NA,NA,"Brasil","Ceará","São Gonçalo do Amarante","-38.816667","-3.566667","-38.816667","-3.566667",NA,NA,"Hemicriptófito.; Dunas litorâneas","EAC0050197","Estação Ecológica do Pecém, Substrato arenoso.",NA,NA,"48","EAC0050197",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1100","2021-03-21 19:40:04-03","UFC","EAC","29024","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Matias, L.Q.","1999","07","25","Brasil","Ceará","Beberibe","-38.1305999755859","-4.17971992492676",NA,NA,NA,NA,"Erva, flor roxa.; Ambiente litorâneo, depressão interdunar.","EAC0029024","Praia do Canto Verde, substrato arenoso.","49277","auto","180","EAC0029024",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1101","2021-03-21 19:40:04-03","UFC","EAC","34044","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Araújo, F.S.; Vasconcelos, S.F.","2002","02","27","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Hemicriptófito.","EAC0034044","Serra das Almas","43216","auto","1347","EAC0034044",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1102","2021-03-21 19:40:04-03","UFC","EAC","35276","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","28","Lima-Verde, L.W.; et al.","2000","02","22","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,NA,"EAC0035276","Serra das Almas","43216","auto","1047","EAC0035276",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1103","2021-03-21 19:40:04-03","UFC","EAC","33912","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Aona, L.Y.S.","2015","09","04","Matos, F.J.A.","2004","05","21","Brasil","Ceará","Fortaleza","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Graminóide, ramo florifero, flor azul, planta usada na medicina popular em problemas urinários.","EAC0033912","Campus do Pici, Horto de Pl. medicinais.","19924","auto","s.n.","EAC0033912",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1104","2021-03-21 19:40:04-03","UFC","EAC","40423","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Limaverde, S.O.","2003","05","20","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Caatinga arbórea","EAC0040423","Grajaú, Serra das Almas, banco de sementes, planossolo","43216","auto","12","EAC0040423",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1105","2021-03-21 19:40:04-03","UFC","EAC","35277","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","28","Lima-Verde, L.W.; et al.","2000","02","22","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,NA,"EAC0035277","Serra das Almas","43216","auto","1154","EAC0035277",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1106","2021-03-21 19:40:04-03","UFC","EAC","35278","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","28","Lima-Verde, L.W.; et al.","2000","02","22","Brasil","Ceará","Crateús","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,NA,"EAC0035278","Serra das Almas","43216","auto","1150","EAC0035278",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1107","2021-03-21 19:40:04-03","UFC","EAC","60141","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Ferreira, N.M.S.","2016","02","18","Brasil","Ceará","Itapipoca","-39.8316993713379","-3.36167001724243",NA,NA,NA,NA,"Aula de campo de Ecologia Regional (UECE/CECITEC-Inhamuns).; Herbácea; flor lilás.; Restinga; substrato arenoso.","EAC0060141","Sítio Bode, distrito de Baleia.","44579","auto","2","EAC0060141",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1108","2021-03-21 19:40:03-03","UFC","EAC","27622","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Matias, L.Q.; Nakakura, H.C.; Magalhães, F.H.","1998","04","27","Brasil","Ceará","Jijoca de Jericoacoara","-40.4491996765137","-2.89499998092651",NA,NA,NA,NA,"Herbáceo, flor roxa, bráctea fechada.; Ambiente litorâneo.","EAC0027622","APA de Jericoacara-Serrote, substrato arenoso.","16085","auto","140","EAC0027622",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1109","2021-03-21 19:40:04-03","UFC","EAC","41480","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Castro, A.S.F.","2010","09","13","Moro, M.F.; Menezes, M.O.T.; Souza, S.","2007","11","11","Brasil","Ceará","São Gonçalo do Amarante","-38.9682998657227","-3.6072199344635",NA,NA,NA,NA,NA,"EAC0041480","Pecém, Área úmida","39107","auto","313","EAC0041480",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1110","2021-03-21 19:40:03-03","UFC","EAC","28158","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Saraiva, S.P.","2017","11","21","Amado, R.","1999","04","19","Brasil","Ceará","Trairi","-39.2689018249512","-3.27778005599976",NA,NA,NA,NA,"Erva, flor lilás.; Ambiente litorâneo.","EAC0028158","Flexeiras, Terreno baldio próximo à praça.","35322","auto","118","EAC0028158",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1111","2021-03-21 19:40:04-03","UFC","EAC","52702","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Matias, L.Q.; Gonzalez, H.H.S.; Ibiapina-Santos, L.; Amarante, L.F.","2012","08","28","Matias, L.Q.; Leone, D.","2012","06","05","Brasil","Ceará","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,NA,"EAC0052702","Parque Nacional de Ubajara, Rio Gameleira - brejo","27385","auto","646","EAC0052702",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1112","2021-03-21 19:40:05-03","UFC","EAC","39388","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Barreto, R.","1999","12","10","Melo, L.M.R.; Gomes, O.M.","1997","05","14","Brasil","Ceará","Quixeré","-37.819444","-5.203611","-37.819444","-5.203611","110","110","Erva terrestre. Alt.; 1 m. Folhas simples mebranáceas axilar.. Flor Azul.; Caatinga arbustiva arbórea","EAC0039388","Chapada do Apodi. Manga Grande - Faz. Mato Alto.. Grupo Apodi; Calcário Jandaíra; Cambisol.",NA,NA,"95","EAC0039388",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1113","2021-03-21 19:40:05-03","UFC","EAC","47080","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Lima-Verde, L.W.","1997","04",NA,"Lima-Verde, L.W.; Barros, E.O.; Nunes, L.E.C.","1997","04","09","Brasil","Ceará","Aiuaba","-40.280556","-6.717694","-40.280556","-6.717694","450","450","Erva, 1m, frequente; corola azul; folha com bainha amplexicaule, assimétrica e lanceolada, membranácea, margem inteira pilosa.; Caatinga arbustivo-arbórea","EAC0047080","Estação Ecológica de Aiuaba, Gameleira de Cima, Proterozóico arqueano médio, planosol solódico.",NA,NA,"585","EAC0047080",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1114","2021-03-21 19:40:05-03","UFC","EAC","48468","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Loiola, M.I.B.","2006","04","26","Loiola, M.I.B.","2006","04","26","Brasil","Rio Grande do Norte","Serrinha dos Pintos","-37.939444","-6.118056","-37.939444","-6.118056",NA,NA,"Erva, 40cm, flor lilás.","EAC0048468",NA,NA,NA,"894","EAC0048468",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1115","2021-03-21 19:40:05-03","UFC","EAC","54351","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Paula-Souza, J.","2012","05",NA,"Paula-Souza, J.; Ferreira, M.A.P.; Franco, J.O.R.; Silva, R.E.R.","2012","04","26","Brasil","Ceará","Santa Quitéria","-39.691236","-4.560236","-39.691236","-4.560236",NA,NA,"Preservado em álcool 70%.; Caatinga arbórea aberta.","EAC0054351","serra dos Quirino ou dos Pajeú, cerca de 8,5km (em",NA,NA,"10999","EAC0054351",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1116","2021-03-21 19:40:05-03","UFC","EAC","55651","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Loiola, M.I.B.","2014","05","16","Sartori, A.L.B.; Araújo, F.S.; Tabatinga F°, G.; Silva, F.K.G.; Flores, L.","2014","02","20","Brasil","Ceará","Aiuaba","-40.147778","-6.610833","-40.147778","-6.610833","483","483","Erva, 0,3m; flor arroxeada, estames amarelos.; Caatinga.","EAC0055651",NA,NA,NA,"1152","EAC0055651",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1117","2021-03-21 19:40:05-03","UFC","EAC","58694","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Souza, E.B.; Nepomuceno, F.A.A.; Santos, F.D.S.","2015","04",NA,"Souza, E.B.; Mesquita, J.M.; Tereza, V.","2015","04","09","Brasil","Ceará","Sobral","-40.306111","-3.616944","-40.306111","-3.616944","60","60","Levantamento da flora da Fazenda Experimental da UVA (FAEX).; Erva decumbente, ca. 50 cm, folhas herbáceas, flores com cálice verde-claro e corola lilás, anteras amarelas, planta da mata ciliar do Rio Acaraú.; Área de floresta caducif","EAC0058694","Fazenda Experimental da UVA.",NA,NA,"3274","EAC0058694",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1118","2021-03-21 19:40:05-03","UFC","EAC","61360","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Souza, E.B.; Araújo, F.F.","2017","06",NA,"Souza, E.B.; Araújo, F.F.","2017","06","27","Brasil","Ceará","Sobral","-40.311111","-3.688056","-40.311111","-3.688056","57","57","Erva decumbente ca. 30 cm alt. Caule verde. Folhas membranáceas. Flores azuis.; Área de caatinga em contato com a vegetação ciliar do Rio Sabonete e do Rio Acaraú.","EAC0061360","estrada das Marrecas. Bairro das Nações. Loteamento Boa Vizinhança.",NA,NA,"4676","EAC0061360",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1119","2021-03-21 19:40:05-03","UFC","EAC","61937","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Souza, E.B.; Araújo, F.F.","2017","02",NA,"Souza, E.B.; Araújo, F.F.; Nascimento J.B.S.; Lopes, L.M.A.; Mendes F.A.; Mendes, V.","2017","02","24","Brasil","Ceará","Sobral","-39.995278","-4.059722","-39.995278","-4.059722","200","300","Erva decumbente. Ramos 10-20 cm de comprimento. Folhas membranáceas. Flor com cálice verde e corola azul. Anteras amarelas.; Área de caatinga sobre solos arenosos com afloramento granítico.","EAC0061937","Distrito de Taperuaba. Refúgio da vida silvestre Pedra da Andorinha (REVIS).",NA,NA,"4403","EAC0061937",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1120","2021-03-21 19:40:05-03","UFC","EAC","62354","PreservedSpecimen","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Souza, E.B.; Araújo, F.F.","2017","05",NA,"Araújo, F.F.; Pereira, M.C.; Sousa, S.B.; Azevedo, V.","2017","04","04","Brasil","Ceará","Ipu","-40.585611","-4.476","-40.585611","-4.476",NA,NA,"Inventário florístico do noroeste do estado do Ceará: Diversidade e potencialidades do bioma Caatinga.; Erva decumbente, ca. 30 cm alt. Caules verdes. Folhas herbáceas. Flores com cálice hialino, corola azul.; Caatinga antropizada, ma","EAC0062354","Localidade de Manuíno",NA,NA,"158","EAC0062354",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"1121","2020-03-11 14:57:08-03","UFSM","SMDB","19218","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm.f.","Ferrarese, MD","2017","08","07","Gonzatti, F","2017","02","04","Brasil","Rio Grande do Sul","Caxias do Sul","-50.829722","-28.899167","-50.829722","-28.899167","736","736","erva ereta, ca. 70 cm., pétalas azuis, aspecto das folhas. HUCS 46338; apoiante sobre vegetação de banhado. Pleno sol","SMDB019218","Criúva, Cânion dos Palanquinhos",NA,NA,"3355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","2019-11-25 12:11:45-03","UFSM","SMDB","18713","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Büneker, H M","2016","05","25","Figueira, M; Schindler, B.; Canto-Dorow, T,S","2016","01","28","Brasil","Rio Grande do Sul","Santa Maria","-53.716861","-29.711861","-53.716861","-29.711861",NA,NA,"Herbácea, ocasional, em local com luz difusa, aprox. 50 cm de altura, pétalas azuis; Ambiente com vegetação antropizada inserido na transição dos Domínios Atlântico e do Pampa, relevo plano a suave","SMDB018713","Campus da UFSM",NA,NA,"CFSM442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","2020-12-21 16:21:10-03","MBM","MBM","205381","PreservedSpecimen","Plantae","Commelinaceae","Aneilema","nudiflorum","Aneilema nudiflorum","(L.) Kunth",NA,NA,NA,NA,"Rimachi, M. .Y.","1994","09","21","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM205381",NA,NA,NA,"11126","MBM205381",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","2020-12-21 16:21:10-03","MBM","MBM","112219","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.","Kral, R.",NA,NA,NA,"Kral, R.","1970","09","22","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM112219",NA,NA,NA,"41189","MBM112219",NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2020-12-21 16:21:10-03","MBM","MBM","133977","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.",NA,NA,NA,NA,"Wu Zhenhai","1988","09","15","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM133977",NA,NA,NA,"88639","MBM133977",NA,"Asia-Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","2020-12-21 16:21:10-03","MBM","MBM","164141","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.",NA,NA,NA,NA,"Muelenbach, V.","1965","09","19","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM164141",NA,NA,NA,"2546","MBM164141",NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","2020-12-21 16:21:10-03","MBM","MBM","117572","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.",NA,NA,NA,NA,"Richard Newsome","1971","09","10","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM117572",NA,NA,NA,"8-1971","MBM117572",NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2020-12-21 16:21:10-03","MBM","MBM","344654","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.",NA,"2007","02","22","Guocheng-yong","2006","09","21","China",NA,NA,NA,NA,NA,NA,"250","250",NA,"MBM344654","Shilaizhen, Xintaí Co., Shandong Prov.",NA,NA,"200644767","MBM344654",NA,"Asia-Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","2020-12-21 16:21:10-03","MBM","MBM","345742","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis","L.",NA,NA,NA,NA,"Guocheng-yong","2006","09","26","China",NA,NA,NA,NA,NA,NA,"300","300",NA,"MBM345742",NA,NA,NA,"200644333","MBM345742",NA,"Asia-Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2020-12-21 16:21:10-03","MBM","MBM","100224","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis ludens","(Miq.) B.C. Klark",NA,NA,NA,NA,"Thompson, Sue A","1984","09","03","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM100224",NA,NA,NA,"1900","MBM100224",NA,"Northern America",NA,NA,NA,NA,NA,NA,"ludens",NA,NA,NA,NA
"1131","2020-12-21 16:21:10-03","MBM","MBM","88680","PreservedSpecimen","Plantae","Commelinaceae","Commelina","communis","Commelina communis ludens","(Miq.) B.C. Klark","F. Ramos M.",NA,NA,NA,"Arguelles, E.","1982","07","12","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM088680",NA,NA,NA,"1826","MBM088680",NA,"Northern America",NA,NA,NA,NA,NA,NA,"ludens",NA,NA,NA,NA
"1132","2020-12-21 16:21:10-03","MBM","MBM","181968","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Smith, L.B.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1964","10","31","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM181968","Capão da Imbuia","25180","auto","736",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","2020-12-21 16:21:10-03","MBM","MBM","181974","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Hunt, D.R.",NA,NA,NA,"Dombrowski, L.T.","1977","05","11","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM181974","Morretes","30514","auto","7407",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2020-12-21 16:21:10-03","MBM","MBM","181977","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1984","04","29","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM181977","Serra do Mar","30514","auto","12536",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","2020-12-21 16:21:10-03","MBM","MBM","181975","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Hunt, D.R.",NA,NA,NA,"Dombrowski, L.T.","1980","05","14","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM181975","Praia de Leste","24916","auto","7392",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","2020-12-21 16:21:10-03","MBM","MBM","181976","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Hunt, D.R.",NA,NA,NA,"Dombrowski, L.T.","1977","04",NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM181976","Fazenda Modelo","46557","auto","7392",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2020-12-21 16:21:10-03","MBM","MBM","126105","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.",NA,NA,NA,NA,"Sneidern, K. von","1938","09","15","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM126105",NA,NA,NA,"2069","MBM126105",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2020-12-21 16:21:10-03","MBM","MBM","79975","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Faden, Robert B",NA,NA,NA,"Hage, J.L.; et al.; et al.","1981","07","27","Brazil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"MBM079975","Área do CEPEC","61245","auto","756","MBM079975",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","2020-12-21 16:21:10-03","MBM","MBM","181970","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Smith, L.B.",NA,NA,NA,"Kuniyoshi, N.","1964","09",NA,"Brazil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"MBM181970","Salvador","26018","auto","8",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2020-12-21 16:21:10-03","MBM","MBM","69693","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Faden, R.B.",NA,NA,NA,"Hatschbach, G.","1976","05","13","Brazil","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,"MBM069693","Rio Miranda","92112","auto","38633",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","2020-12-21 16:21:10-03","MBM","MBM","181981","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"MBM181981","Matinhos","15275","auto","4147",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","2020-12-21 16:21:10-03","MBM","MBM","181969","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Smith, L.B.",NA,NA,NA,"Dombrowski, L.T.","1964","09","09","Brazil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"MBM181969","Matinhos","15275","auto","332",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2020-12-21 16:21:10-03","MBM","MBM","181972","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Smith, L.B.",NA,NA,NA,"Gómes, A.","1953","01","02","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM181972","Estrada da Graciosa, km 45","30514","auto","s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2020-12-21 16:21:10-03","MBM","MBM","92611","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Faden, R.B.",NA,NA,NA,"Stevens, W.D.; et al.; et al.","1979","10","16","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM092611",NA,NA,NA,"14995","MBM092611",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","2020-12-21 16:21:10-03","MBM","MBM","93282","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Faden, R.B.",NA,NA,NA,"Stevens, W.D.; Krukoff, B.A.; Krukoff, B.A.","1977","09","15","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM093282",NA,NA,NA,"3878","MBM093282",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","2020-12-21 16:21:10-03","MBM","MBM","126106","PreservedSpecimen","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.",NA,NA,NA,NA,"Sneidern, K. von","1938","06","20","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM126106",NA,NA,NA,"2068","MBM126106",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
