"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"47","2021-01-14 15:31:24-03","MN","R","232240","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"Alves, R.J.V. 8770; Abreu, N.L.",NA,"2011","09","24","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"R010035714,R010035715,R010035716","R010035714 R010035715 R010035716",NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-31 13:40:25-03","MN","R","232561","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Donza, A.","2014","07","20","Rodrigues, A.; Sillva, I.",NA,"2014","07","10","Brasil","Rio de Janeiro","Petrópolis","PARNA Serra dos Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:31:24-03","MN","R","223798","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Moreira A.D.R.","2014","07","15","Lourenço, A.R. 33; Silva I.C.; Vieira, T.A.F. & Santos L.A.",NA,"2014","07","11","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional Serra do Órgãos","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"Ereta",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 14:02:33-03","JBP","HPL","10643","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Souza, V.C. & Kinupp, V.F.","2005","01","21","Souza, V.C. & Kinupp, V.F.","30532","2005","01","21","Brasil","SC","Praia Grande","Coletado na descida da Serra do Faxinal, estrada Cambará do Sul (RS) - Praia Grande (SC), ca. 5km da divisa; borda de floresta de encosta, em área de barranco úmido.","-49.9503","-29.1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-12-19 08:15:20-03","FPS","FPS","3923","MachineObservation","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Schwirkowski, P.","2019","02","08","Schwirkowski, P.","3349","2019","02","08","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho","-49.283194","-26.256288","-49.283194","-26.256288",NA,NA,"<ll>dwc_commonname:</ll> Boca-de-leão","FPS03923,FURB63678","FPS03923_v01 FPS03923_v02 FPS03923_v03 FPS03923_v04 FPS03923_v05 FPS03923_v06 FPS03923_v07 FPS03923_v08 FURB63678",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 63678",NA,NA,NA,NA
"52","2019-02-15 11:44:23-02","IPA","IPA","16309","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Joly, A.","1967","11","12","Andrade-Lima","67-5114","1967","11","12","Brasil","São Paulo",NA,"alto da serra, estrada para Paranapiacaba.",NA,NA,NA,NA,NA,NA,"Flor roxa.; Solo úmido, ao pé da barreira.","IPA0016309",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:33:43-03","IAP","PACA-AGP","85950","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","G. Hatschbach","1998",NA,NA,"J.M. Silva","2668","1998","12","01","Brasil","PR","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"flor lilás pálido Habitat: em campo de altitude, solo turfoso e úmido","PACA085950",NA,"Magnoliophyta","Tubiflorae",NA,NA,"41937","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:33:43-03","IAP","PACA-AGP","45471","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Emrich-Rambo","1954","08","18","Rambo, B.",NA,"1950","01","18","Brasil","RS","Bom Jesus","Serra da Rocimha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Sem material Habitat: in paludosis turfosis Fenofase: flor","PACA045471",NA,"Magnoliophyta","Tubiflorae",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:33:43-03","IAP","PACA-AGP","50897","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","F.C. Hoehne","1954","08","18","Hatschbach, G.","2116","1949","01","14","Brasil","PR","Morretes","Serra Veu de Noiva, Pico 33","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Sobre rochas umidas, brejos e bromeliaceas. Corola lilas com duas maculas amarelas. Habitat: in paludosis turfosis Fenofase: flor","PACA050897",NA,"Magnoliophyta","Tubiflorae",NA,NA,"30514","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:33:43-03","IAP","PACA-AGP","60141","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","Emrich-Rambo","1957","05","01","Rambo, B.",NA,"1957","01","23","Brasil","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,"Habitat: in graminosis subpaludosis","PACA060141",NA,"Magnoliophyta","Tubiflorae",NA,NA,"35974","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:33:43-03","IAP","PACA-AGP","55179","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","W. Koch","1955","04","10","Reitz, R.","4772","1951","12","13","Brasil","SC","Palhoça","Piloes","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Habitat: in rupestris humidis Fenofase: flor","PACA055179",NA,"Magnoliophyta","Tubiflorae",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"58","2020-02-27 16:44:04-03","UFSC","CTBS","3134","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Maciel,T.A. & Martins, B.R.",NA,NA,NA,"Martins, B.R. et al.","24","2016","11","11","Brasil","Paraná","Piraquara","Morro do canal","-48.981111","-25.514444","48°58'52W","25°30'52S",NA,NA,"Erva 60cm de altura, flores roxas com centro amarelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023906","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","G. Hatschbach",NA,NA,NA,"J. M. Silva; C. B. Poliquesi, E. Barbosa","1324","1994","4","13","Brazil","Paraná",NA,"Morro Anhangava (mun. Quatro Barras) Paraná, brazil","-49.0833","-25.3667",NA,NA,"1200",NA,"flor lilás com mácula amarela",NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:38:12-03","UFJF","CESJ","24051","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"L. Krieger; et al.","CESJ24051","1989","04","30","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,"Sobre terreno turfoso, ao lado do rio. Flores roxo-azulado, folhas duras e reniformes.","CESJ024051","CESJ024051","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:38:12-03","UFJF","CESJ","14109","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"L. Krieger","CESJ14109","1976","04","18","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"Na beira do córrego, flores roxas, folhas reniformes.","CESJ014109",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:38:12-03","UFJF","CESJ","16388a","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"M.C. Brügger","s.n.","1977","07","14","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"À beira da água, flores roxas.","CESJ16388A",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:38:12-03","UFJF","CESJ","16537","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"L. Krieger","CESJ16537","1952","05","05","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"Desenvolve o sistema radicular dentro da água, entre folhas de bromélia. Flor roxo azuladas.","CESJ016537",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:38:12-03","UFJF","CESJ","23585","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","L. Krieger","1989","04","01","L. Krieger; et al.","CESJ23585","1989","04","01","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Campos Altos, Rio José Pedro.",NA,NA,NA,NA,"2000","2000","Na beira do rio, entre musgos. Flores roxas com traços quase brancos no labelo.","CESJ023585","CESJ023585","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:38:12-03","UFJF","CESJ","23693","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","L. Krieger","1989","04","02","L. Krieger; et al.","CESJ23693","1989","04","02","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Campos Altos.",NA,NA,NA,NA,NA,NA,"Na beira do rio, local ensolarado, radicada em vegetação sub-aquática densa, com musgos. Flores violetas.","CESJ023693","CESJ023693","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:38:12-03","UFJF","CESJ","70229","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","L.V.V. Cruz","2017",NA,NA,"L.V.V. Cruz; S.G. Furtado; A. Magro; L. Menini Neto","197","2017","10","20","Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Circuito 5 Lagos","-45.154444","-22.623889","-45.154444","-22.623889","2453","2453","Erva, ca. 10 cm, flores roxas em área úmida","CESJ070229",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:38:12-03","UFJF","CESJ","63951","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","V.F.O. Miranda","2014","02",NA,"V.A.O. Dittrich","1857","2013","08","31","Brasil","Minas Gerais","Minduri","Chapada das Perdizes, Coordenadas geográficas e altitude aproximadas.","-44.577111","-21.602556","-44.577111","-21.602556","1530","1530",NA,"CESJ063951",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:38:12-03","UFJF","CESJ","9151","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"L. Krieger; U.C. Câmara","CESJ9151","1970","05","15","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"No barranco entre pedras, lugar muito úmido. Flores roxas.","CESJ009151",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:38:12-03","UFJF","CESJ","9396","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"L. Krieger","CESJ9396","1970","09","30","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"Entre as folhas de uma Bromeliaceae, flores azul-arroxeado, utrículos e raízes brancas.","CESJ009396",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:38:12-03","UFJF","CESJ","9433","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","E.Fromm-Trinta","1990",NA,NA,"U.C. Câmara","s.n.","1970","10","01","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"No brejo, flores azul-anil.","CESJ009433",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-06-30 18:32:26-03","UFJF","CESJ","48235","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","M.A. Heluey",NA,NA,NA,"M.A. Heluey","11","2000","12","11","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Prainha.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Erva, folhas reniformes, flores roxas calcaradas, calcar amarelo, vistosas.","CESJ048235",NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:38:12-03","UFJF","CESJ","42742","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","36","2004","08","21","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita, em roseta de bromélia, em campo rupestre. Sépalas roxas, pétalas lilás, pétala mediana com máculas alvas. Frutos arroxeados.","CESJ042742",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-11-09 19:01:09-03","UFJF","CESJ","25380","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"S.M.S. Verardo","s.n.","1991","09","12","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Monjolinho","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Na beira do rio, acima da ponte, flores roxas, entre gramíneas, em local ensolarado.","CESJ025380",NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 14:38:12-03","UFJF","CESJ","46142","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","C.P.Bove","2007","08",NA,"C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","256","2005","11","09","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Epífita, com raízes em interior de tanque de bromélia terrestre ( Vriesea vagans). Flores liláses.","CESJ046142",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:38:12-03","UFJF","CESJ","54228","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","N.L. Abreu","2009","07","31","N.L. Abreu; C.N. Matozinhos; J.H.C. Ribeiro; M. Malafaia Filho","320","2009","07","31","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil, trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva habitando roseta de Vriesea crassa, campo. Folha verde clara, lustrosa. Flores liláses.","CESJ054228",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:38:12-03","UFJF","CESJ","65854","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"J.H.C. Ribeiro; L.D. Santana; D.R. Gonzaga","459","2014","12","06","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Fazenda Santa Rita, próximo ao Centro de Apoio ao pesquisador.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Erva aquática emergente em riacho raso sobre rocha. Flores roxas com máculas alvas e amarelas, cálice roxo escuro. Brácteas roxas. Pecíolo vináceo. Campo de altitude.","CESJ065854",NA,"Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:38:12-03","UFJF","CESJ","60901","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.",NA,NA,NA,NA,"D.S. Santiago; R.J.V.Alves; K. Antunes","179","2012","11","23","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No interior da Mata de Araucária, em paredão rochoso na cachoeira do Tijuco Preto.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Erva. Flores lilases e anteras amarelas.","CESJ060901",NA,"Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:38:12-03","UFJF","CESJ","32119","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","G. Hatschbach","1996",NA,NA,"J. Cordeiro; O.S. Ribas","1366","1996","11","30","Brasil","Paraná","Campina Grande do Sul","Serra Ibiratiraquire, subida ao Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"1500","1500","Planta ereta, flor lilás. Campo de altitude, solo úmido.","CESJ032119",NA,"Angiosperma",NA,"América do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:38:12-03","UFJF","CESJ","31834","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","G. Hatschbach","1999",NA,NA,"E. Barbosa; J.M. Cruz; C.B. Poliquesi","192","1998","11","06","Brasil","Paraná","Tijucas do Sul","Serra de Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Flor lilás, à beira de rio encachoeirado, campo de altitude.","CESJ031834",NA,"Angiosperma",NA,"América do Sul",NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:38:12-03","UFJF","CESJ","32221","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A. St.-Hil.","G. Hatschbach","2000",NA,NA,"J. Cordeiro; J.M. Silva; E. Barbosa; O.S. Ribas","1714","1999","12","28","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri, próximo a torre de rádio","-49.2655982971191","-26.1924991607666",NA,NA,"1500","1500","Flor violeta. Campo de altitude, solo turfoso e úmido.","CESJ032221",NA,"Angiosperma",NA,"América do Sul",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:32:54-03","UNICAMP","UEC","100604","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Menezes, CG","1997","02","17","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","s.n.","1997","02","17","Brazil","São Paulo","Queluz","Vale do Ruah, Logo abaixo da Pedra da Mina.","-44.846389","-22.408333","-44.846389","-22.408333","2400","2400","Herbácea de 40 cm, flores roxas.; Campo de altitude, sobre turfeira.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-25 09:27:02-03","UNICAMP","UEC","65590","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Corrêa, MA","1995","07","31","Stehmann, JR; Vieira, AOS","s.n.","1994","01","18","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.812778","-28.220778","-49.812778","-28.220778","1770","1770","Erva de até 15 cm.&nf;Pétalas lilases, sépalas vinho.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-20 10:16:54-03","UNICAMP","UEC","117367","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Anderson, LO",NA,NA,NA,"Singer, RB; Simões, AO","s.n.","2001","01","04","Brazil","São Paulo","Picinguaba","Topo do morro do Cuscuzeiro",NA,NA,NA,NA,NA,NA,NA,"UEC062121","UEC062121","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:32:54-03","UNICAMP","UEC","122089","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Souza, JP","2001","04",NA,"Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR","esa75904","2001","04","14","Brazil","São Paulo",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com cerca de 40 anos de plantio.","-46.733333","-23.983333","-46.733333","-23.983333",NA,NA,"Erva, flores lilases com faixa longitudinal amarela e alva con centro do lábio inferior.; Borda de bosque de Pinus.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:32:54-03","UNICAMP","UEC","24225","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Corrêa, MA","1995","03","10","Shepherd, GJ; Vital, DM","11216","1977","01","11","Brazil",NA,NA,"Estrada de São Paulo - Ilha do Cardoso",NA,NA,NA,NA,"800","800","Erva de 50 cm, flores lilases em Sphagnum em brejo.; Brejo.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:32:54-03","UNICAMP","UEC","50216","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Corrêa, MA","1995","03","10","Torres, RB; Tombolato, AFC","23146","1989","12","22","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia, Estrada para Macieira.&nf;Estrada para Prateleiras.",NA,NA,NA,NA,NA,NA,"Erva, 0,30 m, flores com pétalas roxasm 2 tépalas modificadas, foramndo um opésculo com 2 faixas amarelas.; Solo pedregoso com àgua corrente.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:32:54-03","UNICAMP","UEC","9273","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Corrêa, MA","1995","07","31","Shepherd, GJ; Kirszenzaft, SL","9967","1979","04","13","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia, Perto do abrigo Rebonças.",NA,NA,NA,NA,"2700","2700","Flores lilases, listras amarelas.&nf;Herva de 30 cm.; Brejo.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:32:54-03","UNICAMP","UEC","121156","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Meireles, LD","2001","10",NA,"Meireles, LD; Pereira, MFPA","649","2001","10","16","Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra Redonda","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Erva rasteira, com flores arroxeadas sobre substrato encharcado.","UEC087498",NA,"Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:32:54-03","UNICAMP","UEC","125662","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Meireles, LD","2002","09",NA,"Meireles, LD; Belinello, R","778","2001","12","11","Brazil","Minas Gerais","Camanducaia","Monte Verde, Pedra Redonda","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Erva hemiparasita com flores lilases, com uma mancha central amarela, sobre substrato encharcado.","UEC087075","UEC087075","Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:32:54-03","UNICAMP","UEC","180600","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Scatigna, AV","2013","12",NA,"Scatigna, AV; Carmo, JAM; Simões, AO","427","2013","12","19","Brazil","Minas Gerais","Camanducaia","Monte Verde. Platô. Afloramento rochoso.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Erva, ca. 40cm. Corola roxa.","UEC086643","UEC086643","Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:32:54-03","UNICAMP","UEC","102862","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Gonella, PM","2009","07","31","Kinoshita, LS; Hayashi, AH; Elias, SI","98264","1998","10","06","Brazil","Minas Gerais","Carrancas","Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Herbácea ereta, solo úmido à beira do rio, flores lilases.; Solo úmido a beira de rio.",NA,NA,"Magnoliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:32:54-03","UNICAMP","UEC","205201","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Streher, NS","2018","01","12","Streher, NS","NS108","2018","01","12","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha do Couto - planalto","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"Campos de Altitude","UEC166878","UEC166878","Magnoliopsida",NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:32:54-03","UNICAMP","UEC","205472","S","Plantae","Lentibulariaceae","Utricularia","reniformis","Utricularia reniformis","A.St.-Hil.","Streher, NS","2017","03","12","Streher, NS; Bergamo, PJ","NS65","2017","03","12","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha do Couto - planalto","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"Campos de Altitude","UEC166879","UEC166879","Magnoliopsida",NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA
