"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","individualCount","dayIdentified"
"11","2021-03-01 16:25:10-03","UNICAMP","UEC","2768","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1274","1972","03","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 140 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Subarbusto até 50cm. Capítulos esbranquiçados, folhas lineares.","UEC130843","UEC130843","1999",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"12","2021-03-01 16:25:10-03","UNICAMP","UEC","2769","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1274","1972","03","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 140 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Subarbusto até 50cm. Capítulos esbranquiçados, folhas lineares.","UEC130838","UEC130838","1999",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"13","2021-03-01 16:25:10-03","UNICAMP","UEC","2770","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1302","1972","03","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 140 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Capítulo branco. Erva acaule. Escapo até 30 cm.","UEC130844","UEC130844","1999",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"14","2021-03-01 16:25:10-03","UNICAMP","UEC","2771","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Joly, AB; Semir, J","3175","1972","08","22",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Acaule 50 cm de escapo (ramificado).","UEC130840","UEC130840","1999",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"15","2019-08-20 10:06:34-03","UNICAMP","UEC","114116","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Franco, IM","Vitta, FA; Belinello, R; Semir, J","469","1997","08","19",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada MG-010, na altura da bifurcação para Morro do Pilar.","-43.7144012451172","-19.1688995361328",NA,NA,"UEC030684","UEC030684","2013","04",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"16","2020-12-21 16:13:58-03","MBM","MBM","409939","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Actinoseris","stenophylla","Actinoseris stenophylla","Cabr.","Cabrera, A.","Hatschbach, G.","30061","1972","08","08","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,"Capítulos alvacentos.; Campo pedregoso.","MBM409939","MBM409939","1974",NA,NA,NA,NA,NA,"31264","auto","ISOTYPE",NA,NA,NA
"17","2020-12-21 16:17:05-03","MBM","MBM","243742","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N.","Sano, P.T.; et al.; et al.","802","1998","02","10","Southern America","Brazil","Minas Gerais","Santana do Riacho","Rod. MG-010, Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"MBM243742","MBM243742",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"18","2020-12-21 16:17:05-03","MBM","MBM","23206","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque",NA,"Hatschbach, G.","30061","1972","08","08","Southern America","Brazil","Minas Gerais","Jaboticatuba","Serra do Cipó, Fazenda Palacio",NA,NA,NA,"Capítulos alvescentes, campo pedregoso; Capítulos alvecentes.; Campo pedregoso.","MBM023206","MBM023206",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA
"19","2020-12-21 16:17:05-03","MBM","MBM","32188","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","35388","1974","10","23","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"MBM032188",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"20","2021-01-29 17:16:16-03","UFMG","BHCB","49254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) N.Roque",NA,"Lombardi, JA","3217","1999","10","01","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó., Próximo à estrada junto ao Juquita.","-43.551111","-19.258056",NA,"Plantas do Brasil. Campo rupestre. Herbáceo. Brácteas cinzentas. Lacínios brancos. Flores amarelas.",NA,NA,NA,NA,"-43.551111","-19.258056",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-04 11:04:32-03","UFRB","HURB","19507","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","N.Roque","Roque, N.; Alves, M.; Campos,L. & Barres, L.","4708","2015","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Alto do Palacio; Trilha para Vellozia gigantea, ca. 2km à direita após a casa do ICMBIO","-43.519444","-19.247778",NA,"ALCB 120882.","HURB000019507",NA,"2015","09","43º31'10W","19º14'52S","1301","1301",NA,NA,NA,NA,NA,NA
"22","2019-06-10 10:10:21-03","FZB-BH","BHZB","10324","S","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla",NA,NA,"Ferreira Junior, C.A. et al.","1267","2013","10","17",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço,margens do córrego Ventania","-43.7144012451172","-19.1688995361328",NA,"com duplicata,outro coletor : Fernandes, F.M.",NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"23","2019-06-10 10:10:21-03","FZB-BH","BHZB","10033","S","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla",NA,NA,"Ferreira Junior, C.A. et al.","820","2012","11","28",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.694722","-19.035278",NA,"Ponto 106 637362 7894769 1233m",NA,NA,NA,NA,"43W 41' 41","19S 02' 07","1233","1233",NA,NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","3371703","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera)",NA,"N. Roque & P. Hervencio","482","1998","9","29","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo, Estrada Delo Horizonte-Conceicao do Mato Dentro, (23.8 km da Ponte do Rio Cipo)",NA,NA,NA,NA,"US01209243","US01209243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"25","2020-09-12 05:00:02-03","US","US","2839452","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera)",NA,"G. Hatschbach, C. Koczicki & E. M. Zardini","35388","1974","10","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipo (Mun. S. Ana do Riacho)",NA,NA,NA,NA,"US01209244","US01209244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"26","2020-09-12 05:00:02-03","US","US","3371704","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera)",NA,"N. Roque & P. Hervencio","501","1998","9","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho, Serra do Cipo., Acesso que sai da Estrada Belo Horizonte - Conceicao do Mato Dentre (MG010) para a Serra da Salitreira ca. 1.2 km da casa do IBAMA",NA,NA,NA,NA,"US01209242","US01209242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"27","2019-11-13 11:16:35-03","USP","SPF","134587","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Melo, GFA","2","1998","04","14",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"SPF00134587",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-13 11:16:35-03","USP","SPF","187393","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","1626","2007","09","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.528611","-19.251111",NA,NA,"SPF00187393",NA,NA,NA,"-43.528611","-19.251111","1323","1323",NA,NA,NA,NA,NA,NA
"29","2019-11-13 11:16:35-03","USP","SPF","187394","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","1635","2007","09","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.552222","-19.164167",NA,NA,"SPF00187394",NA,NA,NA,"-43.552222","-19.164167","1386","1386",NA,NA,NA,NA,NA,NA
"30","2021-03-15 18:25:35-03","USP","SPF","209760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Hind, DJN","Zappi, DC","2328","2009","11","11",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Capela de S. José. Subida da Senhorinha, segundo platô.","-43.757687","-18.947509",NA,"Ervas perenes com caule curto e pequeno sistema subterrâneo, capítulos creme.; Campo limpo com Minesia.","SPF00209760",NA,"2010","12","-43.757687","-18.947509",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:16:35-03","USP","SPF","121964","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","315","1997","06","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00121964",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"32","2019-11-13 11:16:35-03","USP","SPF","121965","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","320","1997","06","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00121965",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"33","2019-11-13 11:16:35-03","USP","SPF","124118","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","346","1997","09","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00124118",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"34","2019-11-13 11:16:35-03","USP","SPF","124119","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","347","1997","09","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00124119",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"35","2019-11-13 11:16:35-03","USP","SPF","124120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","354","1997","09","24",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00124120",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"36","2019-11-13 11:16:35-03","USP","SPF","128054","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Sano, PT","643","1997","10","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00128054",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"37","2019-11-13 11:16:35-03","USP","SPF","130554","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Sano, PT","802","1998","02","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00130554",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"38","2019-11-13 11:16:35-03","USP","SPF","133230","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","500","1998","09","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133230",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"39","2019-11-13 11:16:35-03","USP","SPF","133239","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","473","1998","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133239",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"40","2019-11-13 11:16:35-03","USP","SPF","133240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","482","1998","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133240",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"41","2019-11-13 11:16:35-03","USP","SPF","133241","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","501","1998","09","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00133241",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"42","2019-11-13 11:16:35-03","USP","SPF","136715","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Hervencio, P","126","1998","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00136715",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"43","2019-11-13 11:16:35-03","USP","SPF","63295","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Abbud, V","CFSC10788","1987","10","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00063295",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"44","2019-11-13 11:16:35-03","USP","SPF","65984","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Abbud, V","CFSC10780","1987","10","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00065984",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"45","2019-11-13 11:16:35-03","USP","SPF","76293","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","CFSC12962","1992","07","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00076293",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"46","2019-11-13 11:16:35-03","USP","SPF","80645","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","CFSC13198","1993","07","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00080645",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"47","2019-11-13 11:16:35-03","USP","SPF","96328","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Roque, N","Roque, N","CFSC13016","1992","11","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00096328",NA,"1999",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"48","2020-04-29 16:29:37-03","UFVJM","HDJF","6899","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Faria, JEQ","Faria, JEQ; Chaves, DA","7965","2017","06","29","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, na estátua do Juquinha","-43.553056","-19.256111",NA,NA,"HDJF006899",NA,"2017","06","-43.553056","-19.256111","1348","1348",NA,NA,NA,NA,NA,NA
"49","2019-05-06 11:54:02-03","UFU","HUFU","49839","S","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Nakajima, J.N.","Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.","4644","2007","10","20",NA,"Brasil","Minas Gerais",NA,"Estrada Conselheiro Mata - Diamantina, Km 35.",NA,NA,NA,"Subarbusto, ca. 0,3 m. Brácteas involucrais verdes, corola alva, papilho creme.; Campo rupestre.","HUFU00049913","HUFU00049913","2009","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-05-06 11:54:02-03","UFU","HUFU","52658","S","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque","Nakajima, J.N.","Mello, F.N.A.; Junqueira, T.V.; Morais, T.M. & Yamagishi-Costa, J.","424","2008","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Gouveia - Curvelo, Cerca de 20 km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,"Subarbusto, ca. 0,3 m. Brácteas involucrais verdes, papilho alvo.; Campo rupestre.","HUFU00049914","HUFU00049914","2009","09",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"51","2019-05-06 11:54:02-03","UFU","HUFU","28832","S","Plantae",NA,NA,"Asteraceae","Richterago","stenophylla","Richterago stenophylla","(Cabrera) Roque",NA,"Romero, R.; Pacheco, R.A.; Nakajima, J.N. & Volpi, R.L.","6459","2002","10","11",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda José Antunes, Trilha da Escada de Pedras.","-46.8539009094238","-20.343900680542",NA,"Subarbusto, ca. 0,15 m. Brácteas involucrais verde-marrons, corola alva, anteras amarelas.; Campo rupestre.","HUFU00058638","HUFU00058638",NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA
