"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","infraspecificEpithet","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"243","2020-02-27 16:43:49-03","UFSC","CTBS","3043","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","Baker",NA,"Franzoi, P.A.P. et al.","2016","11","04","Brasil","Paraná","Piraquara","Morro do canal","-48.983889","-25.515","48°59'02W","25°30'54S",NA,NA,"Árvore 2m. Florestaombrófila densa, alto montana",NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-24 17:08:41-03","UFES","SAMES","6188","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Matallana, G.","2015","10","21","Brasil","Espírito Santo","Jaguaré","Comunidade Barra Seca, fragmento próximo ao rio.","-40.076099395752","-18.9055995941162","-399986111.0","-189922222.0",NA,NA,"Inflorescência branca, cheiro adocicado ficando ruim no final. Habito: Erva","SAMES06188",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"43085","auto",NA,NA,NA,NA
"245","2021-03-24 17:08:41-03","UFES","SAMES","7404","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","de Gasper,A.L.","Korte,A.; Kniess,A.","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras; interior do fragmento","-49.3335990905762","-27.7003002166748","-493211111.0","-276313889.0","942","942","Flores brancas Habitat: Floresta Ombrófila Mista Habito: Arbóreo","SAMES07404",NA,"2010","03","23","1215",NA,NA,NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA
"246","2019-11-21 14:32:04-03","UFJF","CESJ","51800","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","R.M. Castro","A.L.Santiago; I.A. Costa; B. Paixão-Souza","2008","07","19","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck, Seguindo a trilha do Cano, até a 3ª elevação","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore no interior da mata, na trilha. Ca.9m, folhas discolores, flores brancas com corola atropurpúrea e cheiro forte caracteristico (Uva+dama-da-noite).","CESJ051800",NA,"2008","08",NA,"45",NA,"Angiosperma",NA,"América do Sul",NA,NA,"36144","auto",NA,NA,NA,NA
"247","2019-11-21 14:32:04-03","UFJF","CESJ","34287","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","L.C.S. Assis","L.C.S. Assis; M.K. Ladeira","2001","08","26","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"Árvore co ap. 6 m encontrada na borda da mata ao lado de um córrego. Inflorescência amarelas claras, folhas discolores, cálice bege.","CESJ034287",NA,"2004","02","13","186",NA,"Angiosperma",NA,"América do Sul",NA,NA,"7934","auto",NA,NA,NA,NA
"248","2019-11-21 14:32:04-03","UFJF","CESJ","161","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"s.col.","1942","10",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ000161",NA,NA,NA,NA,"s.n.",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-21 14:32:04-03","UFJF","CESJ","163","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","A.Gehrt","L. Roth","1942","08","28","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore silvestre, folhas simples estames cor escura.","CESJ000163",NA,NA,NA,NA,"CESJ163",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-11-21 14:32:04-03","UFJF","CESJ","15226","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","A.R.P.Nésio","L. Roth","1963","07","23","Brasil","São Paulo","Itapecerica",NA,NA,NA,NA,NA,NA,NA,"Arbusto do cerrado.","CESJ015226",NA,"1977","10","27","CESJ15226",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-21 14:32:04-03","UFJF","CESJ","34033","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","J.N. Nakajima","F.S. Araújo; L.C.S. Assis","2001","06","26","Brasil","Minas Gerais","Lima Duarte","arredores do Parque Estadual de Ibitipoca, estrada para o distrito de Moreiras. Setor oeste.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Árvore com ap. 10 m, tronco fortemente sulcado, folhas discolores, flores bege com anteras vináceas e estigma branco. Presença de muitas abelhas, planta muito cheirosa. Pouco comum no local. Coleta em área de cerrado com interfêrencia antrópica.","CESJ034033",NA,"2003","05",NA,"103",NA,"Angiosperma",NA,"América do Sul",NA,NA,"30417","auto",NA,NA,NA,NA
"252","2019-11-21 14:32:04-03","UFJF","CESJ","50566","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"R.M. Castro; P.O Garcia; J.F.S. Pessôa","2007","10",NA,"Brasil","Minas Gerais","Santo Antônio do Grama",NA,"-42.6086006164551","-20.3143997192383",NA,NA,NA,NA,"Cipó,Floresta Estacional Semidecidual Montana, borda da mata, futos alvos.","CESJ050566",NA,NA,NA,NA,"1425",NA,"Angiosperma",NA,"América do Sul",NA,NA,"8777","auto",NA,NA,NA,NA
"253","2019-11-21 14:32:04-03","UFJF","CESJ","61106","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","J.N. Nakajima","D.S. Santiago; L. Menini Neto; S.G. Furtado","2012","12","08","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, localizada a 1.800 - 2.000 metros de altitude.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 5 m, pappus brancos, folha discolor.","CESJ061106",NA,"2013","06",NA,"359",NA,"Angiosperma",NA,"América do Sul",NA,NA,"29865","auto",NA,NA,NA,NA
"254","2019-11-21 14:32:04-03","UFJF","CESJ","60127","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","J.N. Nakajima","D.S. Santiago; F.R.G. Salimena; P. H. Nobre; L. C. Pereira","2012","07","07","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária (Serra do Cambuí).","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 10 m, espécie muito frequente.","CESJ060127",NA,"2013","06",NA,"61",NA,"Angiosperma",NA,"América do Sul",NA,NA,"29865","auto",NA,NA,NA,NA
"255","2019-11-21 14:32:04-03","UFJF","CESJ","64326","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","J.A.A. Meira-Neto","J.A.A. Meira-Neto; H.F. Leitão Filho; D. Aparecida Santin","1990","08","31","Brasil","São Paulo","Santo André","Parque do Guaraciaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Árvore com 5 metros, capítulos maduros cor de creme.","CESJ064326",NA,"1990","08","31","s.n.",NA,"Angiosperma",NA,"América do Sul",NA,NA,"27258","auto",NA,NA,NA,NA
"256","2021-04-07 11:41:33-03","UFMS","CGMS","43437","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","J. Cordeiro; P. Bohrer","M.G. Caxambu","2013","10","14","Brasil","Paraná","Tijucas do Sul","Associação dos Professores da UFPR.","-49.0516667","-25.8375","-49,0516667","-25,8375","863","863","Flor creme. Fruto ausente.Inflorescências axilares creme. Habitat: Floresta Ombrófila Mista Montana. Relevo ondulado. Habito: Árvore. 10m de altura.","CGMS1073421",NA,"2013",NA,NA,"3596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-07 11:41:32-03","UFMS","CGMS","22444","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","M.G. Caxambu","M.R.R. Chaves","2006","08","28","Brasil","Paraná","Peabiru",NA,"-52.3431015014648","-23.9127998352051",NA,NA,NA,NA,"Flor amarelada. Habito: Arbóreo. 5,00m de altura.","CGMS1051853",NA,"2006","10","27",NA,NA,NA,NA,NA,NA,NA,"21732","auto",NA,NA,NA,NA
"258","2021-04-07 11:41:33-03","UFMS","CGMS","45071","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","H.F. Leitão Filho; J. Semir","V.C. Souza; C.M. Sakuragui; P.H. Miyagi, B. Levensteinas; P. Bérgano, W.P. Cardoso","1993","10","06","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Flor creme. Invólucro castanho. Habito: Árvore. 6m de altura.","CGMS1075035",NA,"1994","12","21","4061",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"259","2021-04-07 11:41:32-03","UFMS","CGMS","39087","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","B. Loeuille","F.F d'Eça Neves","1999","06","02","Brasil","São Paulo","Jundiaí","Base De Estudo de Ecologia e Educação Ambiental 'Miguél Castarde', Serra do Japi.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Doação HRCB. Habitat: Trilha do Mirante, Borda da trilha Habito: Arvore até 4m. De altura","CGMS1067952",NA,"2014","11","19","1098",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"260","2019-11-27 13:46:18-03","UFS","ASE","39488","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Lees.) Baker.","Seubert, RC","Seubert, RC; Sampaio, DK; Hofschneider, E; Rezini, JA; Gebien, W","2014","10","06","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1243","-27.0716","-49.1243","-27.0716",NA,NA,"Arbórea.; Floresta Ombróila Densa MOntana; Encosta.","ASE0041009",NA,"2014","10","06","29",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:24:56-03","UNICAMP","UEC","31214","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","1983","09","06","Brazil","Minas Gerais",NA,"Córrego do Meio.",NA,NA,NA,NA,NA,NA,"Árvore de 8m, frutos.","UEC129059","UEC129059","2019","09",NA,"2062",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-25 09:27:02-03","UNICAMP","UEC","109016","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Dias, MC","Cavalheiro, AL; et al.","1998","09","11","Brazil","Paraná","Ortigueira","Primeiro ponto; matriz do viveiro.","-51.083556","-23.966389","-51.083556","-23.966389",NA,NA,"Árvore 15m; CAP = 1m; frutos maduros de cor marrom-amarelado.","UEC130349","UEC130349","1999",NA,NA,"24693",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:24:56-03","UNICAMP","UEC","121933","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Franco, GADC","Souza, LC","1997","11","16","Brazil","São Paulo","Itapetininga","Estação Experimental.","-48","-23.566667","-48","-23.566667",NA,NA,"Árvore 4m altura.; Campo.","UEC129071","UEC129071","1998",NA,NA,"57",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-01 16:24:56-03","UNICAMP","UEC","134607","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","et al.; Souza, VC","Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; et al.","2002","04","21","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, km 69), beira do rio Bonito.","-47.994167","-24.141667","-47.994167","-24.141667",NA,NA,"Árvore de 8m de altura. Flores brancas.; Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.","UEC130290","UEC130290",NA,NA,NA,"412",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:24:56-03","UNICAMP","UEC","160049","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Cielo-Filho, R","Cielo-Filho, R; Iamamoto, M","2005","08","26","Brazil","São Paulo","Mairiporã","Condompinio Altos da Cantareira, lote 32, quadra D.","-34.316667","-74.343861","-34.316667","-74.343861","741","741","Árvore, casca lisa, flores brancas.; Borda de mata secundária.","UEC017857","UEC017857","2005","08","26","443",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-08-20 10:06:21-03","UNICAMP","UEC","149033","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Aguirre, GH; et al.","2005","07","15","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC129062","UEC129062",NA,NA,NA,"19",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-01 16:24:56-03","UNICAMP","UEC","160571","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Franco, GADC","Guillaumon, JR","1980","07","30","Brazil","São Paulo","Paranapiacaba","Alto da Serra.",NA,NA,NA,NA,NA,NA,"Porte arbóreo.","UEC017236","UEC017236","1993","11","18","19",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-01 16:24:56-03","UNICAMP","UEC","24848","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Smith, GL","Hatschbach, G; Smith, GL","1980","10","23","Brazil","Paraná","São José Dos Pinhaes","Contenda.",NA,NA,NA,NA,NA,NA,"Árvore 5m.; Mata secundária.","UEC129069","UEC129069","1980",NA,NA,"43224",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-03-01 16:24:56-03","UNICAMP","UEC","160825","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Romão, GO; Dantas, APT","2006","09","07","Brazil","Paraná","Bocaiúva do Sul","Serra da Bocaina, Acesso pela rodovia Governador José Richa (BR-476), km 70 - 71 na entrada indicada pela placa para a Fazenda Turbay a 9 km da BR en estrada de terra com acesso à Chacara Serra da Bocaina.","-49.025889","-25.058639","-49.025889","-25.058639","1400","1400","Arbusto 1,6 m alt.; capítulos creme-castanhos.; Campo de altitude com afloramento rochoso, com predomínio de arbustos; solo areno-pedregoso seco.","UEC009805","UEC009805","2016","02",NA,"1666",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-01 16:24:56-03","UNICAMP","UEC","161800","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Queiroz, MH","1990","08","23","Brazil","Santa Catarina","Florianópolis","Morro da Lagoa - Reserva CASAN","-48.526667","-27.766861","-48.526667","-27.766861","100","100","Arvoreta +/- 5 m.; Capoeirão. Encosta.","UEC009578","UEC009578","2016","02",NA,"s.n.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-01 16:24:56-03","UNICAMP","UEC","174001","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Santos, LB","Lombardi, JA; Hieda, SM","2007","10","22","Brazil","São Paulo","Jundiaí","Rserva biológica municipal da Serra do Japi, trilha Base/trilha a esquerda da porteira da Base/Cidinho/trilha a esquerda do antigo Viveiro de mudas até último ponto.","-46.935556","-23.230278","-46.935556","-23.230278","850","976","Árvore, ramos caídos, folhas cartáceas, creme na face abaxial, frutos em dispersão.; Mata altântica, floresta estacional semidecídua.","UEC089412","UEC089412","2008","10",NA,"6948",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:24:56-03","UNICAMP","UEC","179427","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","et al.; Cordeiro, I","Caxambu, MG; et al.","2011","10","14","Brazil","Paraná","Tijucas do Sul","Associação dos Professores da UFPR.","-49.051556","-25.837444","-49.051556","-25.837444","863","863","Nome vulgar: vassourão;&nf;Árvore heliófita ca. 10m. Inflorescências axiliares decor creme.; Relevo : ondulado; Vegetação: Floresta Ombrófila Mista Montana.","UEC130307","UEC130307","2013",NA,NA,"3596",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-03-01 16:24:56-03","UNICAMP","UEC","179435","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Semir, J; Volet, DP","Caxambu, MG; et al.","2011","10","13","Brazil","Paraná","Balsa Nova","Pontes dos Arcos.","-49.807333","-25.549944","-49.807333","-25.549944","834","834","Nome vulgar: vassourão;&nf;Árvore ca.6m. Capítulos alvos.; Relevo: suave -ondulado; vegetação; Floresta Ombrófila Mista Montana.","UEC130313","UEC130313","2015","04",NA,"3504",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:24:56-03","UNICAMP","UEC","203289","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Monge, M","Silva, BG; Duarte, LSC; Lima, GM","2018","09","13","Brazil","São Paulo","Jundiaí","Serra do Japi - Trilha do Atalho","-47.572128","-23.401992","-47.572128","-23.401992",NA,NA,"Hábito: Arbóreo. Altura: 3m. Látex: Ausente. Cor: Sementes com papilhos brancos penuginosos. Odor: Ausente. Outros: Folhas grossas.; Local: Borda da trilha, sombreado com copa no dossel. Solo: Arenoso, em meio à serrapilheira.","UEC178064","UEC178064_v01 UEC178064_v02 UEC178064_v03 UEC178064_v04 UEC178064_v05 UEC178064_v06","2018","11","30","468",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:24:56-03","UNICAMP","UEC","23264","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Semir, J; Monge, M","Custódio-Filho, A","1980","07","30","Brazil","São Paulo","Santo André","Paranapiacaba, Estação Biológica.","-23.766667","-46.35","-23.766667","-46.35","800","800","Arbusto, flores axilares, face inferior velutina.","UEC130344","UEC130344","2014",NA,NA,"313",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:24:56-03","UNICAMP","UEC","197521","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Garcia, RJF; et al.","1994","05","24","Brazil","São Paulo","São Paulo","Parque ecológico da APA do Carmo. Trilha 3","-46.466667","-23.583333","-46.466667","-23.583333","850","850","Arvoreta ca. de 3,00m de altura; botões florais verdes.; Borda da mata","UEC113097","UEC113097","2016","02",NA,"469",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:24:56-03","UNICAMP","UEC","20345","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Leitão Filho, HF","Tamashiro, JY; et al.","1980","08","26","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore de 4,0m. Capítulos creme.; Nativo em campo de altitude.","UEC129054","UEC129054","1980","09","02","114a",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:24:56-03","UNICAMP","UEC","24267","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Yamamoto, K; et al.","1981","07","17","Brazil","Minas Gerais",NA,"Morro do Ferro.",NA,NA,NA,NA,NA,NA,"Árvore até 10 m, flores vinosas.","UEC130312","UEC130312","1981","08","06","1114",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-08-20 10:06:21-03","UNICAMP","UEC","3257","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Semir, J; Monge, M","s/ coletor","1973","09",NA,"Brazil","São Paulo",NA,"Parque Siqueira Campos.",NA,NA,NA,NA,NA,NA,NA,"UEC129065","UEC129065","2014",NA,NA,"s.n.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-01 16:24:56-03","UNICAMP","UEC","35684","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Dias, C",NA,NA,NA,"Brazil","São Paulo",NA,"Arboreto de Vila Amália.",NA,NA,NA,NA,NA,NA,"Árvore com mais ou menos 7m de altura.","UEC129070","UEC129070",NA,NA,NA,"15888",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-01 16:24:56-03","UNICAMP","UEC","53632","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Semir, J; Monge, M","Martins, FR","1985","09","10","Brazil","São Paulo","São José dos Campos","Estarada Turvo.","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore com 12m altura, invólucro castanho, papus branco.","UEC130345","UEC130345","2014",NA,NA,"1245",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-03-01 16:24:56-03","UNICAMP","UEC","61309","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1985","10","15","Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"6m.","UEC130293","UEC130293",NA,NA,NA,"s.n.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-03-01 16:24:56-03","UNICAMP","UEC","61311","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Semir, J; Monge, M","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","1983","10","11","Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo.","-46.481389","-23.425","-46.481389","-23.425",NA,NA,"MNata Mesófila Semidecídua.","UEC129063","UEC129063","2014",NA,NA,"s.n.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-01 16:24:56-03","UNICAMP","UEC","71854","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker",NA,"Tamashiro, JY; Rodrigues, RR; Ivanauskas, NM; Belinello, R; Galvão, JC","1995","06","13","Brazil","São Paulo","Manduri","Horto Florestal de Manduri.","-49.356944","-23.009472","-49.356944","-23.009472",NA,NA,"Árvore de 14m, capítulos jovens.","UEC130297","UEC130297",NA,NA,NA,"1169",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-01 16:24:56-03","UNICAMP","UEC","77517","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Esteves, R","Casa, GD","1994","06","04","Brazil","São Paulo","Teodoro Samapaio","Brasil, SP, Teodoro Sampaio.Trilha do Morro;Parque Estadual Morro do Diabo.",NA,NA,NA,NA,NA,NA,"Arbóreo, 3m alt;flores creme, inflor. marrom, folhas simples pecioladas.","UEC162053","UEC162053","2012","06",NA,"00000",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-01 16:24:56-03","UNICAMP","UEC","80548","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Rodrigues; Cardoso-Leite, E","Cardoso-Leite, E; Oliveira, A","1994","09","21","Brazil","São Paulo","São Roque","Mata da Câmera.","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"6m de alt., flores cor creme.; Mata mesófila semidecídua.","UEC130306","UEC130306",NA,NA,NA,"391",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:24:56-03","UNICAMP","UEC","92761","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Franco, GADC","Franco, GADC; et al.","1997","07","29","Brazil","São Paulo","Salesópolis","Nascente do rio Tiete.","-23.583333","-45.583333","-23.583333","-45.583333","1105","1105","Árvore 5-7maltura, frutos.; Vegetação secundária.","UEC130295","UEC130295","1997","08",NA,"1442",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:24:56-03","UNICAMP","UEC","89765","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Barreto, KD; Fernandes, GCD; Vitti, FX","1993","09","23","Brazil","São Paulo","Campos do Jordão","Horto Florestal (plantio de Pinus).","-45.457778","-22.655667","-45.457778","-22.655667",NA,NA,"Árvore 7,00m alt., floração sadia, tronco liso, sem látex, flor creme, fruto ausente.; Mata de altitude","UEC113192","UEC113192","2016","02",NA,"1264",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-01 16:24:56-03","UNICAMP","UEC","90182","S","Plantae","Asteraceae","Piptocarpha","axillaris","Piptocarpha axillaris","(Less.) Baker","Volet, DP","Barreto, KD; Fernandes, GCD; Vitti, FX","1993","09","23","Brazil","São Paulo","Campos do Jordão","Horto Florestal (plantio de Pinus).","-45.457778","-22.655667","-45.457778","-22.655667",NA,NA,"Árvore 7,00m alt., floração sadia, tronco liso, sem látex, flor creme, fruto ausente.; Mata de altitude","UEC113166","UEC113166","2016","02",NA,"1264",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
