"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","fieldNumber","infraspecificEpithet","class","individualCount","relatedCatalogItem","sex"
"11","2020-11-24 17:10:51-03","UTFPR","DVPR","6240","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Peixoto, AL","2011","01","24","Stival-Santos, A; Legal, E; Mayer, D; Silveira, S","2577","2010","04","24","Brasil","Santa Catarina","Angelina","Barra clara.","-48.9852981567383","-27.5685997009277",NA,NA,"Arbusto, fruto roxo.; Floresta Ombrófila Densa em estágio médio de regeneração.","DVPR006240",NA,NA,NA,NA,"Magnoliophyta",NA,"630","630","25961","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-15 11:14:50-03","FUNED","FUNED-POL","4082","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna",NA,NA,NA,NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,"Mata do Paraiso-Viçosa","-42.881667","-20.754167","42W 52' 54","20S 45' 15",NA,"POL004082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:07-03","ESALQ","ESA","26936","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna",NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","231.0","1993","10","02","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,"ESA026936",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:07-03","ESALQ","ESA","35311","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Joaquim Jr., G.O.","1996","12","04","Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12139.0","1996","09","01","Brasil","Minas Gerais","Alto Caparaó.","Parque Nacional do Caparaó. Estrada entre o alojamento e Vale Verde. Beira de Córrego do Caparaó. Mata de altitude.","-41.8683013916016","-20.4333000183105",NA,NA,"Arbusto, ca. 2 m alt.; botões verdes.","ESA035311",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:56:11-03","ESALQ","ESA","137354","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perv.","C.M. Vieira",NA,NA,NA,"C.M. Vieira","399.0","1993","09","11","Brasil","Rio de Janeiro","Nova Friburgo","Mariane","-42.5311012268066","-22.2819004058838",NA,NA,NA,"ESA137354",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:56:11-03","ESALQ","ESA","135896","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Lírio, E.J.","2016",NA,NA,"V.S. Moreno",NA,"2013","06","18","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,"ESA135896",NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:07-03","ESALQ","ESA","39456","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perk.","Hatschbach, G.","1996","01","01","Silva, J.M. et al.",NA,"1996","09","07","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"ESA039456","ESA039456",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044982","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","O. S. Ribas",NA,NA,NA,"J. M. Silva; O. S. Ribas & L. R. Lima","4067","2004","5","16","Brazil","Parana",NA,"Serra Ibitiraquire, trilha para o Pico Caratuva (Mun. Campina Grande do Sul)","-49.0833","-25.3",NA,NA,"Árvore, 5m, fruto imaturo.",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:39:54-03","UFJF","CESJ","26481","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins",NA,NA,NA,NA,"M. Eiterer; D. Sette de Almeida","196","1992","02","11","Brasil","Minas Gerais","Juiz de Fora","Campus da UFJF, mata da Fac. de Educação Física","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore ca. 12m alt. e ca. 12cm diâmetro. Folhas verde escuras na face adaxial; pilosidade nas nervuras e folhas; pecíolo e ramo de coloração ferrugínea. Fruto verde amarelado, piloso. Fruto maduro amarelo. Pouco frequente.","CESJ026481",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:39:54-03","UFJF","CESJ","58426","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","R.M. Castro","2011","08","31","C.N. Silva; R.M. Castro; J.F.S. Pessôa","64","2011","08","31","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Em interior de mata.","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore, ca. de 2,5m de alt., flores de cor creme. Em interior de mata.","CESJ058426",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:39:54-03","UFJF","CESJ","37310","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","E.J. Lírio","2015",NA,NA,"F.R.G. Salimena; F.M. Ferreira; P.H. Nobre","1019","2002","03","23","Brasil","Minas Gerais","Lima Duarte","Hotel Serra do Ibitiboca","-43.793098449707","-21.8425006866455",NA,NA,"Árvore ca. 4m, local sombreado. P#?#roximo ao moinho. Frutos maduros vermelhos e imaturos verdes.","CESJ037310",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:39:54-03","UFJF","CESJ","47358","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","A.L.Peixoto","2008","01","23","P.L. Viana; N.F.O. Mota; F.S. Souza; O.J. Bastos Neto; A.L.Santiago","2057","2006","05","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,"Arbusto, aproximadamente 1,5m alt., em campo de altitude, flores creme.","CESJ047358",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:39:54-03","UFJF","CESJ","44012","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","A.L.Peixoto","2008","01","23","C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","221","2005","04","25","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"Arvoreta em campo rupestre. Frutos enegrecidos, receptáculo recoberto por tricomas ferrugíneos, igualmente a face abaxial das folhas.","CESJ044012",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:39:54-03","UFJF","CESJ","334","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","E.J. Lírio","2015",NA,NA,"L. Krieger","CESJ334","1942","10","04","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore mediana da mata. Floração dióica.","CESJ000334",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:39:54-03","UFJF","CESJ","32504","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","E.J. Lírio","2015",NA,NA,"R.G. Silveira; M.L.G. Lisboa","s.n.","1993",NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,"CESJ032504",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:39:54-03","UFJF","CESJ","62434","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","E.J. Lírio","2015",NA,NA,"K. Antunes; R.J.V. Alves","417","2013","03","26","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para Cachoeira da Água Amarela","-43.8278007507324","-22.0891990661621",NA,NA,"Arbusto 1,5m alt. Escrube em solo quartizítico. Receptáculo verde, frutos negros.","CESJ062434",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:46:17-03","UFMS","CGMS","49767","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","O.S. Ribas","2004",NA,NA,"J.M. Silva; O.S. Ribas; L.R. Lima","4067","2004","05","16","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,"Fruto imaturo. Habitat: Floresta atlântica. Habito: Árvore. 5,00m de altura.","CGMS1079698",NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:35:44-03","UNICAMP","UEC","166836","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Peixoto","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","758","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia, Parcela K.","-45.068056","-23.325278","-45.068056","-23.325278","K0854 Árvore, ca. 12 m, com frutos; espécie abudnante na área.; Floresta Ombrófila Densa Montana.","UEC039834","UEC039834",NA,NA,NA,"Magnoliopsida",NA,"1085","1093",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:35:44-03","UNICAMP","UEC","200204","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","M1335","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","Parcela M - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=25","UEC177694","UEC177694",NA,NA,NA,"Magnoliopsida",NA,"990","1045",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:35:44-03","UNICAMP","UEC","20469","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,NA,NA,NA,"Tamashiro, JY; et al.","186","1980","09","01","Brazil","Minas Gerais","Poços de Caldas","Flora de Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889","Arvore de 15 a 20 m de altura; flores amarelas (n. vulgar cortiça). Nativa em mada de encosta.","UEC128050","UEC128050",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:35:44-03","UNICAMP","UEC","200696","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,"2008",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","N262","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=35; Mata Atlântica","UEC158088","UEC158088",NA,NA,NA,"Magnoliopsida",NA,"990","1045",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:35:44-03","UNICAMP","UEC","24198","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,NA,NA,NA,"Yamamoto, K; et al.","1045","1981","06","15","Brazil","Minas Gerais","Poços de Caldas","Flora de Poços de Caldas.","-46.564722","-21.838889","-46.564722","-21.838889","Árvore até 10m, flores jovens (levantamento n°361)","UEC128072","UEC128072",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:35:44-03","UNICAMP","UEC","24199","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,NA,NA,NA,"Yamamoto, K; et al.","1047","1981","06","15","Brazil","Minas Gerais","Poços de Caldas","Flora de Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889","Arvore até 12m, flores em botão","UEC128047","UEC128047",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:35:44-03","UNICAMP","UEC","25738","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Peixoto","1982",NA,NA,"Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1439","1981","12","01","Brazil","Minas Gerais","Poços de Caldas","Flora de Poços de Caldas.","-46.564722","-21.838889","-46.564722","-21.838889","Arvore cerca de 5m de alt. Frutos verdes. Em mata. N. vulgar: corticeira","UEC128044","UEC128044",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:35:44-03","UNICAMP","UEC","158740","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Yamamoto, LF",NA,NA,NA,"Yamamoto, LF","1605","2004","08","12","Brazil","Minas Gerais","Extrema","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,"Árvore. Flor verde, tronco com casca grossa.","UEC013776","UEC013776",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:35:44-03","UNICAMP","UEC","180679","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Lirio, EJ","2016",NA,NA,"Scatigna, AV; Silva, JS; Costa, MFB; Silva, ED; Galvão, JC; Tozzi, AMGA","35","2011","11","16","Brazil","Minas Gerais","Fortaleza de Minas","Fazenda São José.","-46.7181015014648","-20.8491992950439",NA,NA,"Árvore ca. 5m, frutos verdes com pontos claros.; Floresta estacional semidecidual.","UEC021100","UEC021100",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"16122","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:35:44-03","UNICAMP","UEC","24072","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.",NA,NA,NA,NA,"Semir, J; et al.","990","1981","05","21","Brazil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.5614013671875","-21.7877998352051",NA,NA,"Arvore até 10m, flores verdes, N.V: Corticeiro.","UEC128045","UEC128045",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:35:44-03","UNICAMP","UEC","67308","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Peixoto","2010","06","06","Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","499","1994","08","16","Brazil","São Paulo","Joanópolis","Cachoeira dos Pretos","-46.2700004577637","-22.9300003051758",NA,NA,"Arvoreta de 6m., botões verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"22329","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:35:44-03","UNICAMP","UEC","11396","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Peixoto","1983","03",NA,"Leitão Filho, HF; Vanucci, AL; Gianotti, E; Stubblebine, WH; Capitani, JHAD De","10397","1979","09","10","Brazil","São Paulo","Joanópolis","Cachoeira dos Pretos, nativa em área de mata a 15 km da cidade junto à Cachoeira dos Pretos. feminina","-46.2700004577637","-22.9300003051758",NA,NA,"Árvore ate 5m. frutos marrons já deiscentes.","UEC128075","UEC128075",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"22329","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:35:44-03","UNICAMP","UEC","162778","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Franco, GADC","2006","10",NA,"Ivanauskas, NM; Toniato, MTZ; Polisel, RT; Souza, D; Silva, CO; Fogaça, PD","6142","2006","08","29","Brazil","São Paulo","São Miguel Arcanjo","PECB Trilha do Turvilho O. (SAD69, Zona 23J).","-47.9900016784668","-23.8700008392334",NA,NA,"Árvore, 4 m alt., botões florais verdes.","UEC038002","UEC038002",NA,NA,NA,"Magnoliopsida",NA,"824","824","27904","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:20:35-03","UNICAMP","UEC","150284","S","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","(Spreng.) Tul.","Lirio, EJ","2016",NA,NA,"Bertoncello, R; Pansonato, M","21","2006","12","21","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"UEC128155",NA,NA,NA,NA,"Magnoliopsida",NA,"1270","1270","34265","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:36-03","UFOP","OUPR","22733","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Peixoto, A.L.","2010","03","15","Filho, W.H.; Ferreira, M.T.M. & Teixeira, R.N.C.","186","2008","11","06","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú","-43.4872016906738","-19.94580078125",NA,NA,"Árvore, 6m. Floresta Estacional Semidecidual em estágio médio de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-06 09:56:36-03","UFOP","OUPR","15501","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Peixoto, A.L.",NA,NA,NA,"Badini, J.","s.n.","1979","07","30","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Arbusto. Flores amareladas. Capão de mata. Ex Herbário de Farmácia e Bioquímica de Ouro Preto No. 25169.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:36-03","UFOP","OUPR","15500","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","argyrogyna","Mollinedia argyrogyna","Perkins","Peixoto, A.L.","2010","03","15","Badini, J.","s.n.","1984","09","12","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Arbusto. Flores amarelo-esverdeadas. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 26547.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
