"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1579621","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","T. D. Pennington","M. A. de Freitas","482","1990","11","23","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501, km 41 do Smithsonian/INPA, Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.74583","-2.41625","50","125","sheet","Q: 30,10 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792258' target='other'> <mi>dwc_moreinfo</mi></a>","NY01579621","NY01579621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1579622","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","T. D. Pennington","M. A. de Freitas","496","1990","11","27","South America","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501, km 41 do Smithsonian/INPA, Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.74583","-2.41625","50","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792259' target='other'> <mi>dwc_moreinfo</mi></a>","NY01579622","NY01579622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01251496","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","T. D. Pennington","J. F. Pruski","3238","1987","09","14","South America","Brazil","Amazonas","Porção SW da Reserva.","-59.966667","-2.883333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1329990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251496","NY01251496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01251504","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","T. D. Pennington","R. de Lemos Fróes","77","1941","05","29","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251504","NY01251504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01251501","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","T. D. Pennington","B. A. Krukoff","8192","1936","09","11","South America","Brazil","Amazonas","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468795' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251501","NY01251501_01","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:49:38-03","EAO","IAN","171217","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","Pennington, TD","Assunção, PACL","669","1997","09","21","Southern America","Brasil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Vertente. Solo argiloso. Planta fichada: 675-05.","-59.966667","-2.883333",NA,NA,NA,"Árvore. DAP=23cm. Dossel. Tronco cilíndrico, com sapopemas. Ritidoma marrom-avermelhado, fissurado em alguns pontos, em outros (maioria) escamando completamente em placas irregulares e fofas. Casca viva avermelhada. Alburno avermelhado","IAN171217",NA,"Manaus",NA,NA,"1997","08","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593644","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.",NA,"Krukoff BA",NA,"1931","11","01","Southern America","Brazil",NA,"in terra firma, state of Amazonas: near Calama, Madeira River region.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593644","NL-U1593644",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:04:46-03","NBC","NL-BOTANY","L.4222015","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.",NA,"Freitas MA de",NA,"1990","01","01","Southern America","Brazil",NA,"Amazonas. Distrito Agropeuario. Reserva 1501 (km 41) da WWF/ INPA.","-59.725","-2.41225",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222015","NL-L4222015",NA,NA,NA,NA,NA,"-59.725","-2.41225","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U 0006707","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","Pennington TD","Krukoff BA",NA,"1936","09","11","Southern America","Brazil","Amazonas","Basin of Rio SolimoesState of Amazonas: Municipality Sao Paulo de Olivença, near Palmares.",NA,NA,NA,NA,NA,"Terra firma; high land.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006707","NL-U0006707",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","38277 A",NA,NA,NA,NA
"20","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593642","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.",NA,"Prance GT; Pena BS; Ramos JF",NA,"1966","11","24","Southern America","Brazil",NA,"Brazilian Amazonia, state of Amazonas, Municiality of Humaita, Rio Madeira, Road Humaita to Labrea, km 80. Between Rios Ipixuma and Itapaana. Low forest on terra firme.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593642","NL-U1593642",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593643","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.","Pennington TD","Sothers CA; Pereira EC",NA,"1995","03","29","Southern America","Brazil","Amazonas",NA,"-59.966667","-2.883333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593643","NL-U1593643",NA,NA,NA,"1997","08","-59.966667","-2.883333","Magnoliopsidae",NA,"U 0061294","01",NA,NA,NA
"22","2015-09-25 22:00:29-03","MNHN","RECOLNAT_MNHN_P","P00648083","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D.Penn.",NA,"Krukoff, B.A.",NA,"1936","9","11",NA,"Brésil",NA,"Basin of Rio Solimoes, State of Amazonas : Municipality Sao Paulo de Olivença, near Palmares",NA,NA,NA,NA,"hb","Reçu le 6 décembre 1937 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648083' target='other'> <mi>dwc_moreinfo</mi></a>","P00648083","P00648083_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,"8192",NA,NA
"23","2014-01-11 21:18:00-02","MO","MOBOT","3387957","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","Pennington","Cynthia A. Sothers|E. da C. Pereira","Sothers 380","1995",NA,NA,"South America","Brazil","Amazonas","Flroesta de Vertente. Arvore. 30 m. x 30 cm DAP. Fuste um pouco retorcido. casca externa avermelhada, fissurado desprendimento por placas retangulares. interna vermelha; alburno amrelo claro; latex branco, nao pegajoso, viscoso. Tronco um pouco acanalado com sapopemas na base. Solo argiloso.","-59.96666","2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2011-04-22 18:16:00-03","MO","MOBOT","1523869","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","Macía 3380","1998","4","22","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 114,1. Plot # 15.","-76.19","-1.0222223","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2011-04-22 13:11:00-03","MO","MOBOT","1523818","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|A.P. Yanez|Comunidad Huaorani de Tiputini","Macía 1076","1997","8","6","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 41. Plot # 2.","-76.4294445","-0.6658333","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2011-04-22 12:49:00-03","MO","MOBOT","1523802","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|A.P. Yanez|Comunidad Huaorani de Tiputini","Macía 1026","1997","8","7","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 41. Plot # 2.","-76.4294445","-0.6658333","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2011-06-09 18:02:00-03","MO","MOBOT","405470","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington (K)","Edgar Gudiño","Gudiño Jara 278","1990","5","1","South America","Ecuador","Pastaza","Pozo petrolero Masaramu de UNOCAL. 40 km al nor-nororiente de Montalvo. Bosque húmedo Tropical, primario. Arboles cortados por las obras petroleras. Suelo sojo, colinas.","-76.86666","-0.73333","400.00000000",NA,NA,NA,NA,NA,"Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-3","6",NA
"28","2010-02-26 16:21:00-03","MO","MOBOT","100256519","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.",NA,"Ghillean T. Prance","Prance 3252","1966","11","24","South America","Brazil","Amazonas","Road Humaitá to Labrea, km 80. Between Rios Ipixuna and Itaparana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2013-04-04 09:09:00-03","MO","MOBOT","100581550","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. Nee","E. Palheta","Palheta 2303.3454.2","1989","6","28","South America","Brazil","Amazonas","Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 72, depois 6 km oeste da BR, Fazenda Dimona.","-60.0833333","-2.3166667",NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"30","2011-04-22 17:10:00-03","MO","MOBOT","1523835","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|H. Romero|Comunidad Huaorani de Tiputini","Macía 2934","1998","3","18","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Plano inundable Km. 32,4. Plot # 10.","-76.4577778","-0.6047222","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2013-04-10 12:48:00-03","MO","MOBOT","100583056","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington","Maria Aparecida de Freitas|et al.","Freitas 496","1990",NA,NA,"South America","Brazil","Amazonas","Distrito Agropecuário - Reserva 1501-km 41 da Smithsonian/INPA - Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.7277778","-2.4072222","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2011-03-22 13:25:00-03","MO","MOBOT","2957786","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington (K)","Camilo Díaz S.","Díaz Santibáñez 449","1978","8","17","South America","Peru","Loreto","Laguna de Yarana, Río Nanay, 15 minutos arriba de Mishana (Johnson 40 hp) hacia la izquierda.",NA,NA,"130.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",NA,NA
"33","2009-03-24 11:25:00-03","MO","MOBOT","3032957","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington (K)","Germán Toasa","Toasa 9416","2003","12","11","South America","Ecuador","Morona-Santiago","Región de la Cordillera de Cutucú. Centro Shuar Tumpaim. Cordillera de Saunto y Satap. Bosque húmedo tropical.","-77.9205556","-2.6847222","540.00000000",NA,NA,NA,NA,NA,"Logroño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5",NA
"34","2011-06-08 11:54:00-03","MO","MOBOT","3242814","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.",NA,"José Schunke V.","Schunke Vigo 13",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3387800","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington","Boris A. Krukoff","Krukoff 8192","1936","9","11","South America","Brazil","Amazonas","Municipality Sao Paulo de Olivenca, Near Plamares.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3388090","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington","Ricardo de Lemos Fróes","Fróes 77","1941","5","29","South America","Brazil","Amazonas","Basin of Rio Solimoes. Colonia. terra firme, hgihland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-12-27 05:34:00-02","MO","MOBOT","3388150","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T. Penningotn","T. D. Pennington","Pennington P22773","1974","10","4","South America","Brazil","Amazonas","Ceplac, km. 29, Manaus-itacoatiara Road. Terra firme; clay soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-07 11:07:00-03","MO","MOBOT","3388246","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T. Pennington (not cited in 1990 as paratype)","John Pruski|et al.","Pruski 3238","1987",NA,NA,"South America","Brazil","Amazonas","Manaus, SW corner of Ducke Forest Reserve, 14 km N of INPA by road via Bairro de Sao Jose. Primary campinaran forest on steep, sandy slopes.","-59.95","-2.9833333","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2018-04-26 10:09:00-03","MO","MOBOT","407904","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 13300","1989","12","15","South America","Peru","Loreto","Sargento Lores, Esperanza (Río Tahuayo). Bosque primario (restinga alta).","-73.25","-4.16666","120.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","8",NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","408188","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","R. Garcia (MO)","John James Pipoly, III|et al.","Pipoly 14606","1991","3","5","South America","Peru","Loreto","Región de Amazonas, Dtto. Las Amazonas. Explornapo Camp. Subparcelas # 18-22. Inventario MacArthur; cerca de Sucusari, a lo largo del río Napo. Bosque en terra firme. PARCELA Y","-72.91666","-3.33333","100.00000000","140.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","4",NA
"41","2013-11-13 05:54:00-02","MO","MOBOT","920169","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","T.D. Pennington (K)","Milton Aulestia|T. Ahue","Aulestia 2796","1994","9","14","South America","Ecuador","Napo","Parque Nacional Yasun. Carretera y oleoducto de Maxus, Km 40. Faja # 1 de muestreo al azar, de 0.1 hectrea. Bosque húmedo Tropical. Bosque primario. Colinas de suelo rojo.","-76.43333","-0.65","250.00000000",NA,NA,NA,NA,NA,"Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-04-05 06:07:00-03","MO","MOBOT","3326971","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","Pennington, T.D.","P. A. Costa Lima Assunção","Assunção 669","1997","9","21","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Vertente. Árvore. Solo argiloso. DAP= 23 cm. Dossel. Tronco cilíndrico, com sapopemas. Ritidoma marrom-avermelhado, fissurado em alguns pontos, em outros (maioria) escamando commpletamente em placas irregulares e fofas. Casca viva avermelhada. Alburno amarelado. Látex branco.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-04-22 18:16:00-03","MO","MOBOT","1523848","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|H. Romero|comunidad Huaorani de Dicaro","Macía 3379","1998","4","22","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 114,1. Plot # 15.","-76.19","-1.0222223","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2011-04-22 12:45:00-03","MO","MOBOT","1523904","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","vernicosa","Pouteria vernicosa","T.D. Penn.","M. J. Macía","Manuel J. Macía|A.P. Yanez|Comunidad Huaorani de Tiputini","Macía 964","1997","8","5","South America","Ecuador","Orellana","Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 41. Plot # 2.","-76.4294445","-0.6658333","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
