"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount"
"50","2020-06-29 09:31:29-03","UFRRJ","RBR","30796","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"J.P.P. Carauta","3702","1981","04","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pão de Açúcar, No cume, cerca de 390m/m.s.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00030796","RBR00030796 RBR00030796_1","2016","08",NA,NA,NA,NA,"57442","auto","11",NA,NA,NA
"51","2020-06-29 09:31:29-03","UFRRJ","RBR","45154","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","H.C. Lima","H.C. Lima; M.C. Marques, R. Couto, D.M. Neves, C. Junius","8787","2013","05","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro São João, Trilha Transcarioca, trecho entre Copacabana (Ladeira dos Tabajaras) e Leme. Morro São João, Trilha Transcarioca, trecho entre Copacabana (Ladeira dos Tabajaras) e Leme.","-43.184444","-22.961667","200","200",NA,NA,"RBR00045154","RBR00045154","2013","05","43º11'4''W","22º57'42''S",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:31:29-03","UFRRJ","RBR","36686","S","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","G.M. Barroso","J.P.P. Carauta","3702","1981","04","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pão de Açúcar, No cume, cerca de 390 m/sm","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00036686",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"53","2013-04-01 09:17:18-03","IPT","BCTW","19805","S","Plantae","Magnoliophyta",NA,NA,"Eugenia","monosperma","Eugenia monosperma","Vell.","Instituto Plantarum","Lorenzi, H.","173",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:36:34-03","MBM","MBM","307716","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Aguiar, O.T.","Cielo, R.; et al.; et al.","381","2005","03",NA,"Southern America","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"MBM307716","MBM307716",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA
"55","2020-12-21 16:36:34-03","MBM","MBM","251511","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Kawasaki, M.L.","Franco, G.; et al.; et al.","2994","2000","04","23","Southern America","Brazil","São Paulo","São Sebastião","Praia da Baleia","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"MBM251511","MBM251511",NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"56","2019-11-01 15:28:29-03","PUC-RIO","FCAB","5470","PreservedSpecimen","Plantae",NA,"Angiospermae","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M.C. Souza","R.R. Oliveira; D. Flores; C.A.C. Oliveira","s.n.","1995","08","08",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Trilha para o o Pico do Papagaio","-44.3180999755859","-23.0067005157471",NA,NA,NA,"Heterotípico de Eugenia monosperma Vell. &nf;; Árvore com 22 metros de altura, frutos maduros alaranjados.","005470",NA,"2016","05",NA,NA,NA,NA,"32988","auto","25",NA,NA,NA
"57","2015-09-04 22:15:15-03","MNHN","RECOLNAT_MNHN_P","P05238889","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238889' target='other'> <mi>dwc_moreinfo</mi></a>","P05238889","P05238889_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-04 22:15:16-03","MNHN","RECOLNAT_MNHN_P","P05238894","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Riedel",NA,"1832","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238894' target='other'> <mi>dwc_moreinfo</mi></a>","P05238894","P05238894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199",NA
"59","2015-09-04 22:15:17-03","MNHN","RECOLNAT_MNHN_P","P05238896","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238896' target='other'> <mi>dwc_moreinfo</mi></a>","P05238896","P05238896_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 22:15:17-03","MNHN","RECOLNAT_MNHN_P","P05238897","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Riedel",NA,"1859","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238897' target='other'> <mi>dwc_moreinfo</mi></a>","P05238897","P05238897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199",NA
"61","2015-09-04 22:15:17-03","MNHN","RECOLNAT_MNHN_P","P05238899","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Glaziou|Jobert",NA,"1878","1","1",NA,"Brasil","Rio de Janeiro",NA,"Bergna.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238899' target='other'> <mi>dwc_moreinfo</mi></a>","P05238899","P05238899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-04 22:15:17-03","MNHN","RECOLNAT_MNHN_P","P05238898","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Glaziou",NA,"1879","3","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babilonia entre Rio e Copacabana.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238898' target='other'> <mi>dwc_moreinfo</mi></a>","P05238898","P05238898_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"10785",NA
"63","2015-09-04 22:15:16-03","MNHN","RECOLNAT_MNHN_P","P05238890","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","compactiflora","Eugenia compactiflora","Spreng.",NA,"Glaziou",NA,"1879","3","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babilonia entre Rio et Copacabana.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05238890' target='other'> <mi>dwc_moreinfo</mi></a>","P05238890","P05238890_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"10785",NA
"64","2015-09-05 12:39:38-03","MNHN","RECOLNAT_MNHN_P","P06233791","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Pelissari, G.|Almeida-Scabbia, R.J.|Zanuto, A.R.A.|Silva, A.H.",NA,"2008","6","19",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Parabapiacaba e Parque Andreense, Rua 13.","-46.34583","-23.75639",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06233791' target='other'> <mi>dwc_moreinfo</mi></a>","P06233791","P06233791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA
"65","2015-09-05 12:39:38-03","MNHN","RECOLNAT_MNHN_P","P06233790","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Pelissari, G.|Almeida-Scabbia, R.J.|Zanuto, A.R.A.|Silva, A.H.",NA,"2008","6","19",NA,"Brasil","São Paulo","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Rua 13, beira da mata.","-46.34583","-23.75639",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06233790' target='other'> <mi>dwc_moreinfo</mi></a>","P06233790","P06233790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA
"66","2015-09-04 20:38:35-03","MNHN","RECOLNAT_MNHN_P","P05157035","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Mosén, G.",NA,"1875","3","1",NA,"Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05157035' target='other'> <mi>dwc_moreinfo</mi></a>","P05157035","P05157035_01",NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,"3624",NA
"67","2020-12-11 11:39:10-03","UFMG","BHCB","91194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O.Berg",NA,"Nicolau, SA; Braz, JD; Borges, MRF; Vanderlei","2823",NA,NA,NA,"Southern America","Brasil","São Paulo","Salesópolis","Bacia do Paraitinga, Próximo ao eixo da barragem, mata de encosta.","-45.8400001525879","-23.5300006866455",NA,NA,NA,"Arvoreta ca. 5m alt.","BHCB010325","BHCB010325","2005",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"68","2020-12-11 11:39:10-03","UFMG","BHCB","91195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O.Berg",NA,"Nicolau, SA; Braz, JD; Miranda, LC","2973","2001","05","10","Southern America","Brasil","São Paulo","Mogi das Cruzes","Rio Tietê, Km 56, mata ao longo do rio, matinha da Klabin Kimberly S. A.","-46.1883010864258","-23.5228004455566",NA,NA,NA,"Árvore ca. 6m alt. Frutos vináceos.","BHCB010326","BHCB010326","2001",NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"69","2020-12-11 11:39:12-03","UFMG","BHCB","102739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Franco, G; Fonseca, MG; Matteo, BC; Passold, AJ; Nogueira, L; Giarola, N; Rodrigues, RR; T","2994","2000","04","23","Southern America","Brasil","São Paulo","São Sebastião","Praia da Baleia, Rua Olavo Pazzanesi, 100m da antiga Rio-Santos, remanescente margeando loteamentos. 10 m. s. m. Caxetal com perturbação. Borda de estrada.","-45.665","-23.774167",NA,NA,NA,"Árvore com aproximadamente 3m de altura, frutos imaturos verdes.","BHCB010346","BHCB010346","2000","06","-45.665","-23.774167",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:39:12-03","UFMG","BHCB","161476","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Bünger, MO; Souza, MC","632","2012","11","30","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta Nacional da Tijuca, Estrada do Sumaré.","-43.293611","-22.942778",NA,NA,NA,"Arvoreta ca. 2m, estéril.","BHCB015103","BHCB015103","2012","11","-43.293611","-22.942778",NA,NA,NA,NA,"30",NA,NA,NA
"71","2020-12-11 11:39:12-03","UFMG","BHCB","171638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Fraga, CN de; Saddi, EM","2860","2010","11","08","Southern America","Brasil","Rio de Janeiro","Niterói","Alto Mourão.","-43.020278","-22.972778","414","414",NA,"Arvoreta, ca. 4m. Folhas verdes brrilhosas, discolores. Botões caulifloros brancos.","BHCB017902",NA,"2019","04","-43.020278","-22.972778",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:39:12-03","UFMG","BHCB","96341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"equipe acaraú","385","2004","07","04","Southern America","Brasil","Santa Catarina","Faz. Acaraú","Morro do Tatu",NA,NA,NA,NA,NA,"Árvore, 5m de alt., fruto maduro roxo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:39:12-03","UFMG","BHCB","60571","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"74","2020-12-11 11:39:12-03","UFMG","BHCB","20573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Folli, DA","s.n.","1982","04","28","Southern America","Brasil","Espírito Santo","Linhares","C.V.R.D.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"75","2020-12-11 11:39:12-03","UFMG","BHCB","71725","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Couto, FR","PJ104","2002","05","29","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Plot 1, árvore 919. Arbóreo, flores brancas no tronco",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"76","2020-12-11 11:39:12-03","UFMG","BHCB","92168","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.",NA,"Kirizawa, M; et al.","3188","1995","08","22","Southern America","Brasil","São Paulo","Bertioga","Rod. BR-101, Km 216. Loteamento Chácaras de Itapan","-46.138599395752","-23.8544006347656",NA,NA,NA,"Árvore, ca. 4 m. Frutos vermelhos a negros . Solo com serapilheira.",NA,NA,NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"77","2020-09-04 16:38:11-03","FVD","FVD","55","MachineObservation","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M. Sobral",NA,NA,"2008","03","16",NA,"Brasil","São Paulo","Bertioga",NA,"-46.006111","-23.769167","15","15",NA,"Árvore de mais ou menos 4,5 m de altura. Coordenadas geográficas aproximadas.; Domínio fitogeográfico: Floresta atlântica; Vegetação: Restinga","FVD00055","FVD00055_v1","2008","03","46°00'22W","23°46'09S",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","28901",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M. Sobral/Março-2007","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","783","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056","150","150",NA,"Arbusto escandente de 5m de alt. Botões florais brancos e vináceos. Mata ciliar, solo raso.","MBML028901","MBML028901",NA,NA,"40W33'31","19S20'53",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","32837",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M. Sobral/2008","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1381","2006","09","26",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lovucini","-40.551111","-19.348333","150","150",NA,"Arvoreta 4,5m de alt. Frutos verdes. Mata.","MBML032837","MBML032837",NA,NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","48289",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","M. Sobral/Março-2016","C. N. de Fraga; A.G. Oliveira & D.F. Lima","3433","2012","06","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Serra da Tiririca. Subida para o Alto Mourão pela trilha da estrada entre Itaipu/Itaquatiara e Itaipuassu. Floresta Atlântica de encosta com inselberg","-43.022222","-22.970833","314","314",NA,"Arbusto, ca 3m. Caule acinzentado, estriado. Folhas verde discolores. Frutos verdes com lacinios acastanhados","MBML048289","MBML048289",NA,NA,"43W1'20","22S58'15",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-04 11:05:52-03","UFRB","HURB","23782","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","A. Stadnik","Stadnik, A.; Vasconcelos, T. & Faria, J.","379","2016","07","13",NA,"Brasil","Rio de Janeiro","Paraty","Margem da BR 101; Entre Paraty e Ubatuba. Serra do Mar","-44.903611","-23.33","24","24",NA,"arvoreta, ca. 3m, tronco rugoso, folhas discolores sésseis, frutos vermelhos imaturos, atropurpureos maduros","HURB000023782","HURB000023782","2016","07","44º54'13W","23º19'48S",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. Graziela M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"83","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10643","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"84","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10853","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"85","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10862","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. Graziela M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"86","2020-06-17 15:25:19-03","UNESP-RC","HRCB","13842","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Romero, R.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"87","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10055","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. Graziela M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"88","2020-06-17 15:25:19-03","UNESP-RC","HRCB","10089","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"89","2020-06-17 15:25:19-03","UNESP-RC","HRCB","16818","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Marco A. de Assis","Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"90","2020-06-17 15:25:19-03","UNESP-RC","HRCB","17681","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg",NA,"Assis, M. A. de",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"91","2020-06-17 15:25:19-03","UNESP-RC","HRCB","8402","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"92","2020-06-17 15:25:19-03","UNESP-RC","HRCB","8483","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. Graziela M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"93","2020-06-17 15:25:19-03","UNESP-RC","HRCB","8638","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","G. M. Barroso","Costa, R.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"94","2020-06-17 15:25:19-03","UNESP-RC","HRCB","8733","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"95","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"96","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9171","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Ribeiro, J. E. L. S.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"97","2020-06-17 15:25:19-03","UNESP-RC","HRCB","9973","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","linguiformis","Eugenia linguiformis","O. Berg","Dra. G. M. Barroso","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"98","2021-03-03 13:56:22-03","UFF","NIT","NIT10423","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","T. Fernandes","T. Fernandes","282","2018","07","09",NA,"Brasil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca. Trilha para Pedra do Elefante/Alto Mourão.","-43.1035995483398","-22.88330078125",NA,NA,NA,"Arbusto, 1 m. Folhas glabras. Flores com cálice verde. Frutos verdes.","NIT00001657",NA,NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA
"99","2021-02-25 10:13:04-03","CVRD","CVRD","15094","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Geovane S. Siqueira","Siqueira, G.S.","1006","2014","10","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","82","82",NA,"RFL -089/86 MME <ll>dwc_commonname:</ll> Cardoso","CVRD015094","CVRD015094","2014","10",NA,NA,"Magnoliopsida",NA,"48094","auto","03",NA,NA,NA
"100","2021-02-25 10:13:04-03","CVRD","CVRD","903","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","monosperma","Eugenia monosperma","Vell.","Marcos Sobral","Folli, D.A.","371","1982","04","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Cardoso","CVRD000903","CVRD000903","1985","08",NA,NA,"Magnoliopsida",NA,"48094","auto","05",NA,NA,NA
