"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","typeStatus","relatedCatalogItem"
"46","2019-08-20 09:59:00-03","UNICAMP","UEC","174132","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2013","02",NA,"Dutilh, JHA; Peixoto, M","s.n.","2008","08","11","Brazil","São Paulo","Saltão",NA,NA,NA,NA,NA,NA,"UEC089063","UEC089063","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:18:54-03","UNICAMP","UEC","161722","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2013","02",NA,"Salimena, FRG; Nobre, PH","2508","2007","10","06","Brazil","Minas Gerais","Rio Preto","Rio Preto, RPPN Mato Limpo, Mata da Cachoeira.","-43.8278007507324","-22.0891990661621",NA,NA,"Erva flores vermelho-alanjadas, tépalas com estria esverdeada mediana, estames e estilete vermelhos, estigma alvo.","UEC009675","UEC009675","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA
"48","2019-08-20 09:59:00-03","UNICAMP","UEC","174106","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2013","02",NA,"Dutilh, JHA","s.n.","2006","08","18","Brazil","Rio de Janeiro","Cardoso Moreira",NA,"-41.6156005859375","-21.4883003234863",NA,NA,NA,"UEC089051","UEC089051","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"24769","auto",NA,NA,NA,NA
"49","2019-08-20 09:59:00-03","UNICAMP","UEC","174137","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2013","02",NA,"Dutilh, JHA; Peixoto, M","s.n.","2008","08","15","Brazil","Rio de Janeiro","Cardoso Moreira",NA,"-41.6156005859375","-21.4883003234863",NA,NA,NA,"UEC089077","UEC089077","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"24769","auto",NA,NA,NA,NA
"50","2019-08-20 09:59:00-03","UNICAMP","UEC","172965","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,NA,NA,NA,"Dutilh, JHA","s.n.","2001","08","16","Brazil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,"UEC084177","UEC084177","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA
"51","2019-08-20 09:59:00-03","UNICAMP","UEC","174133","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2013","02",NA,"Dutilh, JHA","s.n.","2002","08","31","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC089075","UEC089075","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"52","2021-03-01 16:18:54-03","UNICAMP","UEC","167092","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, RS","2008","09",NA,"Oliveira, RS; Dutilh, JHA","116","2008","09","20","Brazil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,"Cultivada.","UEC040121","UEC040121","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"53","2021-03-01 16:18:54-03","UNICAMP","UEC","185375","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,NA,NA,NA,"Lorenzi, H","6925","2010","10","07","Brazil","São Paulo","Nova Odessa","jardim botanico plantarum","-47.2900009155273","-22.7700004577637",NA,NA,"herbacea bulbosa com hastes florais contendo 2-4 flores com bractea na base da inflorescencia cerca de 40 cm de altura, estigma trifido; alto da serra","UEC105825","UEC105825","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA
"54","2021-03-01 16:18:54-03","UNICAMP","UEC","137496","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, JHA","2005","03",NA,"Arzolla, FARDP; Condez, TH; Paula, GCR","629","2004","09","22","Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, Região da chapada.","-46.6300010681152","-23.5400009155273",NA,NA,"Herbácea, 30cm de altura com flores de coloração laranja.; Borda de mata.","UEC090260","UEC090260","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"55","2020-10-14 09:58:02-03","FURB","FURB","55164","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Funez, L.A.","2017","10","06","Funez, L.A.; Maraschalchi, M.N.","6500","2017","09","01","Brasil","Santa Catarina","Indaial","Margem do Rio Encano, rua Lorenz.","-49.1872222","-26.9236111","-49.1872222","-26.9236111","Flores alaranjadas, bulbo hipógeo Habitat: Borda da floresta Habito: Erva bulbosa","FURB55164","FURB55164",NA,NA,NA,NA,NA,NA,"94","94",NA,NA,NA,NA,NA,NA
"56","2020-10-14 09:58:02-03","FURB","FURB","60480","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Kassner-Filho, A.","2018","09","04","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3381","2018","09","04","Brasil","Santa Catarina","Araquari",NA,"-48.6888889","-26.5525","-48.6888889","-26.5525000","flor vermelha, Listras amarelo-esverdeadas no centro, estigma bífido Habitat: borda do fragmento florestal Habito: erva terrícola","FURB60480","FURB60480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-09-27 18:03:26-03","UFES","VIES","1756","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh","2015","11","23","Pereira, O.J.; Gomes, J.M.L.; Behar, L. & Paganotto, A.P.V.","1039","1987","09","10","Brasil","Espírito Santo","Anchieta","Praia de Iriri.","-40.6455993652344","-20.8057994842529",NA,NA,NA,"VIES001756","VIES001756",NA,NA,NA,NA,NA,NA,NA,NA,"28755","auto",NA,NA,NA,NA
"58","2019-09-27 18:03:26-03","UFES","VIES","35523","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Amaral, R.N.","2017","10","30","Manhães, V.C.; Tuler, A.C. & Demolinari, F.A.","408","2013","09","13","Brasil","Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128005981445","-20.8488998413086",NA,NA,NA,"VIES035523","VIES035523",NA,NA,NA,NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA
"59","2021-02-12 18:11:50-03","UFES","VIES","586","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, J.","2015","11","23","Vinha, P.C.","s.n.","1984","07","06","Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,NA,"VIES000586","VIES000586",NA,NA,NA,NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA
"60","2021-02-12 18:11:50-03","UFES","VIES","249","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh","2015","11","23","Vinha, P.C.","s.n.","1983","09","18","Brasil","Espírito Santo","Vila Velha","Morro do Moreno.","-40.2924995422363","-20.3297004699707",NA,NA,NA,"VIES000249","VIES000249",NA,NA,NA,NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA
"61","2021-02-12 18:11:50-03","UFES","VIES","39493","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, J.","2015","11","23","Borges, W.S.","s.n.","2015","09","26","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Cachoeira Alta.","-41.112778","-20.848889","41º6'46''W","20º50'56''S",NA,"VIES039493","VIES039493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-04-27 16:08:29-03","UFES","VIES","38563","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dal col, A.C.S.","2015","06","07","Dal col, A.C.S.; Cardoso, W.C.","377","2015","06","07","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,"VIES038563",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"63","2019-06-27 10:23:50-03","UFES","VIES","32426","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Borges, W.S.","2013",NA,NA,"Dal col, A.C.S.; Rodrigues Filho, J.","19","2013","05","04","Brasil","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"VIES032426","VIES032426",NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"64","2019-09-27 18:03:26-03","UFES","VIES","35306","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, J.H.A.","2015","11","23","Borges, W.S.; Bismack","5","2014","07","23","Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,"VIES035306","VIES035306",NA,NA,NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA
"65","2019-11-07 18:26:16-03","UTFPR","HCF","29607","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","M.G. Caxambu","2019","10","31","E.L. Siqueira","3319","2019","10","17","Brasil","PR","Santa Tereza do Oeste","Parque Nacional do Iguaçu, margem do rio","-53.659639","-25.130806","53°39'34,7 W","25°07'50,9 S","erva ciófila, bulbosa, ca. 0,40 m, rupícola. Flores alaranjadas com estrias longitudinais alvas no interior das pétalas.",NA,NA,NA,NA,NA,NA,NA,NA,"568","568",NA,NA,NA,NA,NA,NA
"66","2019-10-17 08:05:48-03","UTFPR","HCF","29553","S","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","M.G. Caxambu","2019","10","10","M.G. Caxambu","9031","2019","10","10","Brasil","PR","Lindoeste","Parque Nacional do Iguaçu - Cachoeira","-53.651472","-25.216778","53°39'05,3 W","25°13'00,4 S","erva ripária, epífita ou rupícola, ereta, ca. 0,50 m. Flores vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,"479","479",NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:29:03-03","UFRRJ","RBR","7155","S","Plantae","Amaryllidaceae","Amaryllis","rutila","Amaryllis rutila","Ker Gawl.",NA,NA,NA,NA,"M.C. Souza","247","2002","03","09","Brasil","Rio de Janeiro","Rio de Janeiro","'Barra de Guaratiba, Duna da linha 2.'","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RBR00007155","RBR00007155",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"68","2020-12-21 16:11:34-03","MBM","MBM","32132","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Ravenna, P.","1986",NA,NA,"Hatschbach, G.","34773","1974","08","13","Brazil","Paraná","Guaratuba","Balneário Coroado","-48.5746994018555","-25.8827991485596",NA,NA,"Flor vermelho zarcão, base esverdeada, terreno de cultivo abandonado","MBM032132","MBM032132",NA,NA,NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA
"69","2020-12-21 16:11:34-03","MBM","MBM","12080","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Ravenna, P.","1987",NA,NA,"Koczicki, C.","247","1969","09","17","Brazil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,"Flor vermelha","MBM012080","MBM012080",NA,NA,NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"70","2020-12-21 16:11:34-03","MBM","MBM","17374","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Ravenna, P.","1986",NA,NA,"Hatschbach, G.","8455","1961","10","03","Brazil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,"Flor zarcão, das mergens de estrada. Unicata","MBM017374","MBM017374",NA,NA,NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"71","2020-12-21 16:11:34-03","MBM","MBM","60783","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Ravenna, P.","1986",NA,NA,"Hatschbach, G.","40209","1977","10","04","Brazil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,"Flor vermelho zarcão, base interna esverdeada. Capoeira, solo úmido","MBM060783","MBM060783",NA,NA,NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"72","2020-12-21 16:11:34-03","MBM","MBM","7894","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Ravenna, P.","1989",NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","19879","1968","09","27","Brazil","Paraná","Imbituva","Rod. BR-277","-50.6044006347656","-25.2299995422363",NA,NA,"Campo pedregoso, algo úmido e sombreado. Flor zarcão, base creme-esverdeada","MBM007894","MBM007894",NA,NA,NA,NA,"Southern America",NA,NA,NA,"24222","auto",NA,NA,NA,NA
"73","2020-12-21 16:11:34-03","MBM","MBM","323083","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,"2010","03",NA,"Ribas, O.S.; Silva, J.M.; Labiak, P.; Silva, J.M.; Labiak, P.","7423","2006","10","03","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,"Tuberosa, flores vermelha. Floresta estacional semidecidual","MBM323083","MBM323083",NA,NA,NA,NA,"Southern America",NA,NA,NA,"39570","auto",NA,NA,NA,NA
"74","2020-12-21 16:11:34-03","MBM","MBM","320232","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Oliveira, R.S.","2008",NA,NA,"Silva, J.M.; Barboza, E.; Barboza, E.","4945","2006","06","16","Brazil","Mato Grosso do Sul","Bonito","Assentamento Guaicurus","-56.4818992614746","-21.1210994720459",NA,NA,"Tuberosa, flor vermelha.; Afloramento de calcário.","MBM320232","MBM320232",NA,NA,NA,NA,"Southern America",NA,NA,NA,"71352","auto",NA,NA,NA,NA
"75","2020-12-21 16:11:34-03","MBM","MBM","17373","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Ravenna, P.",NA,NA,NA,"Hatschbach, G.","7273","1960","09","06","Brazil","Paraná","Bocaiúva do Sul","Lapinha","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM017373","MBM017373",NA,NA,NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"76","2020-12-21 16:11:34-03","MBM","MBM","348544","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Poli, L.P.","2009","03",NA,"Rodolfo, A.M.; et al.; et al.","44","2007","10","07","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha do Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,"Erva, ca. 0,8m alt. Lâmina foliar discolor, cartácea-carnosa. Flor com tépalas laranja com listra central verde-alvo","MBM348544","MBM348544",NA,NA,NA,NA,"Southern America",NA,NA,NA,"39570","auto",NA,NA,NA,NA
"77","2020-12-21 16:11:34-03","MBM","MBM","57228","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, J.",NA,NA,NA,"Shepherd, G.J.; et al.; et al.","5909","1977","10","05","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,"MBM057228","MBM057228",NA,NA,NA,NA,"Southern America",NA,NA,NA,"17840","auto",NA,NA,NA,NA
"78","2020-12-21 16:11:34-03","MBM","MBM","19148","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Dutilh, J.",NA,NA,NA,"Hatschbach, G.","27082","1971","10","04","Brazil","Paraná","Bocaiúva do Sul","S'Ana","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM019148","MBM019148",NA,NA,NA,NA,"Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"79","2015-09-03 20:27:01-03","MNHN","RECOLNAT_MNHN_P","P02156891","PreservedSpecimen",NA,"Amaryllidaceae","Hippeastrum","rutilum","Hippeastrum rutilum","(Ker Gawl.) Herb.",NA,NA,NA,NA,"Mosén",NA,"1873","10","1","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"donné par Mme Simart, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02156891' target='other'> <mi>dwc_moreinfo</mi></a>","P02156891","P02156891_01",NA,NA,NA,NA,NA,"hb",NA,NA,"25710","auto",NA,"756",NA,NA
"80","2015-09-03 20:27:01-03","MNHN","RECOLNAT_MNHN_P","P02156892","PreservedSpecimen",NA,"Amaryllidaceae","Hippeastrum","rutilum","Hippeastrum rutilum","(Ker Gawl.) Herb.",NA,NA,NA,NA,"Glaziou, A.",NA,"1876","6","29","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Copacabana","-43.2075004577637","-22.9027996063232",NA,NA,"donné par Mme Simart, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02156892' target='other'> <mi>dwc_moreinfo</mi></a>","P02156892","P02156892_01",NA,NA,NA,NA,NA,"hb",NA,NA,"57442","auto",NA,"8991",NA,NA
"81","2015-09-03 20:09:56-03","MNHN","RECOLNAT_MNHN_P","P00227822","PreservedSpecimen",NA,"Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E.Moore","Arroyo-Leuenberger",NA,NA,NA,"Orbigny, A.D. d'",NA,NA,NA,NA,"Argentine",NA,NA,"Corrientes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00227822' target='other'> <mi>dwc_moreinfo</mi></a>","P00227822","P00227822_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"96",NA,NA
"82","2020-12-11 11:43:20-03","UFMG","BHCB","115938","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,"2007","11",NA,"Stehmann, JR; Viana, PL; Zamberlan, P","4799","2007","10","24","Brasil","São Paulo","Jundiaí","Serra do Japi, Estrada da Base para o Paraíso.","-46.948889","-23.250833","-46.948889","-23.250833","Erva, sistema subterrâneo produzindo numerosos bulbilhos, flores avermelhadas, com fauce esverdeada.; Sub-bosque da mata.","BHCB055159","BHCB055159","Monocotyledon",NA,NA,NA,"Southern America",NA,"1112","1112",NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:43:20-03","UFMG","BHCB","115993","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore",NA,"2010","12",NA,"Stehmann, JR; Viana, PL; Zamberlan, PM","4855","2007","10","24","Brasil","São Paulo","Cunha","Estrada para o Parque Estadual da Serra do Mar.","-44.9599990844727","-23.0699996948242",NA,NA,"Terrestre.; Sb-bosque da Floresta Ombrófila Mista.","BHCB055158","BHCB055158","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,"38855","auto",NA,NA,NA,NA
"84","2021-02-11 17:17:48-03","UFPR","UPCB","14085","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","gertianum","Hippeastrum gertianum","(Ravenna) Dutilh","Taxon 46(1):17.","1997","01","01","Souza, W.S.","288","1986","08","30","Brasil","Paraná","Paranaguá","Ilha do Mel - Caminho do Belo","-48.5092010498047","-25.5200004577637",NA,NA,"Erva de flores avermelhadas com o interior esverdeado..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"85","2021-02-11 17:17:48-03","UFPR","UPCB","90178","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) Moore","Rabello, F. J. et al.",NA,NA,NA,"Rabello, F. J. et al.","15","2013","10","18","Brasil","Paraná","Piraquara","Morro do Canal. Refúgios vegetacionais de altitude","-48.966667","-25.5","-48.966667","-25.500000","Erva, 30 cm, tépalas verdes na base e amarelas no ápice.","UPCB0029121","UPCB0029121",NA,NA,NA,NA,NA,NA,"980","1340",NA,NA,NA,NA,NA,NA
"86","2009-07-09 17:05:00-03","MO","MOBOT","2452053","PreservedSpecimen","Plantae","Amaryllidaceae","Amaryllis","gertiana","Amaryllis gertiana","Ravenna",NA,NA,NA,NA,"Gert G. Hatschbach","Hatschbach 27082","1971","10","4","Brazil","Paraná",NA,"Mun. Bocaiuva do Sul, San Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-06-22 05:25:00-03","MO","MOBOT","3030649","PreservedSpecimen","Plantae","Amaryllidaceae","Amaryllis","striata","Amaryllis striata","Lam.","L.B. Smith",NA,NA,NA,"Pe. Raulino Reitz","Reitz 4158","1951",NA,NA,"Brazil","Santa Catarina",NA,"Brusque. Terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"1.00000000",NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","3030724","PreservedSpecimen","Plantae","Amaryllidaceae","Amaryllis","striata","Amaryllis striata","Lam.",NA,NA,NA,NA,"Roberto M. Klein","Klein 505","1953",NA,NA,"Brazil","Santa Catarina",NA,"Anitápolis, Palhoça. Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA
"89","2011-03-21 06:08:00-03","MO","MOBOT","3030785","PreservedSpecimen","Plantae","Amaryllidaceae","Amaryllis","striata","Amaryllis striata","Lam.","Ravenna",NA,NA,NA,"A. Loefgren","Loefgren 3077","1895",NA,NA,"Brazil","São Paulo",NA,"São Sebastião, Ylha dos Alcatrazes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-06-22 05:25:00-03","MO","MOBOT","3029221","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","A. Campos-Rocha",NA,NA,NA,"Pe. Raulino Reitz","Reitz 5856","1954","8","24","Brazil","Santa Catarina",NA,"Centro do Moura, Tijucas. Terricola.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"15.00000000",NA,NA,NA,NA,NA,NA,NA
"91","2018-06-19 11:06:00-03","MO","MOBOT","3029276","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","A. Campos-Rocha",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 7273","1960","9","6","Brazil","Pará",NA,"Lapinha. Becaiuva do Sul (Mun.)/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3029768","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","Julie H.A. Dutilh",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 40209","1977",NA,NA,"Brazil","Pará",NA,"Tunas (mun. Bocaiuva do Sul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","3030692","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","Julie H.A. Dutilh",NA,NA,NA,"Martins, *","Martins s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in: Convallibus M. Corcovado, net non in collibus vicinis urbi-prope Socco a' Alferco. Province: A.D.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2014-10-29 17:23:00-02","MO","MOBOT","3031187","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","Julie H.A. Dutilh",NA,NA,NA,"Gustavo Niederlein","Niederlein 1894","1886","10","11","Argentina","Corrientes","Santo Tomé","Monte Pusto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2018-06-22 05:25:00-03","MO","MOBOT","3031230","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","A. Campos-Rocha",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 12046","1962","1","25","Brazil","Santa Catarina",NA,"São Jeronimo da Serra, Paraná. Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2018-06-22 05:25:00-03","MO","MOBOT","3031427","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","A. Campos-Rocha",NA,NA,NA,"Pe. Raulino Reitz","Reitz 4018","1956","10","1","Brazil","Santa Catarina",NA,"Centro do Moura, Tijucas Terricola.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2018-06-19 11:07:00-03","MO","MOBOT","3031498","PreservedSpecimen","Plantae","Amaryllidaceae","Hippeastrum","striatum","Hippeastrum striatum","(Lam.) H.E. Moore","A. Campos-Rocha",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 8455","1961","10","3","Brazil","Pará",NA,"Mun. Bocaiuva do Sul Tunas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
