"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.1071516","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071516","NL-L1071516",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","U 0054353 | Uw 13588",NA,NA
"12","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.1071517","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071517","NL-L1071517",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13588",NA,NA
"13","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.1071518","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071518","NL-L1071518",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13588",NA,NA
"14","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.1071519","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071519","NL-L1071519",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13588",NA,NA
"15","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.1071520","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1071520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1071520","NL-L1071520",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13588",NA,NA
"16","2020-02-08 10:22:19-03","NBC","NL-BOTANY","L.3956997","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Boeni BO","2013","11","20","Boeni BO","2013","11","20","Brazil","Rio Grande do Sul",NA,"-51.18","-29.91","-51.18","-29.91",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3956997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3956997","NL-L3956997",NA,"Rosales",NA,"Southern America","Canoas.",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"17","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U 0054354","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054354",NA,NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw 13588",NA,NA
"18","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U 0291044","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291044",NA,NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13491",NA,NA
"19","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U 0295282","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295282",NA,NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","Uw13588",NA,NA
"20","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430662","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg CC","1973","08","01","Pessoal do Horto Florestal","1928","03","07","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430662","NL-U1430662",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066246",NA,NA
"21","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430663","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg CC","1973","08","01","Pessoal do Horto Florestal","1928","03","07","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430663","NL-U1430663",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066247",NA,NA
"22","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430664","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg CC","1974","10","01","Pessoal do Horto Florestal","1927","09","22","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430664 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430664","NL-U1430664",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066244",NA,NA
"23","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430665","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg CC","1974","10","01","Pessoal do Horto Florestal","1927","09","22","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430665","NL-U1430665",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066245",NA,NA
"24","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430666","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Kuhlmann JG","1935","12","19","Brazil","Minas Gerais",NA,"-42.876638","-20.756822","-42.876638","-20.756822",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430666","NL-U1430666",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066243",NA,NA
"25","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430667","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg CC","1974","01","01","Leitão Jr HF; HF","1970","02","20","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430667","NL-U1430667",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0066242",NA,NA
"26","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430669","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430669","NL-U1430669",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","U 0066240",NA,NA
"27","2020-02-08 10:22:19-03","NBC","NL-BOTANY","U.1430670","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1430670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1430670","NL-U1430670",NA,"Rosales",NA,"Southern America","E of Cêrro Azul",NA,NA,NA,NA,"Magnoliopsidae","U 0066239",NA,NA
"28","2020-11-04 10:56:11-03","ESALQ","ESA","140791","PreservedSpecimen","Plantae","Moraceae","Brosimum","cf glaziovii","Brosimum cf glaziovii",NA,"Cardinelli, L.S.","2017","06","24","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.","2017","04","18","Brasil","Rio de Janeiro","Rio de Janeiro","-43.1609","-22.7801","-43.1609","-22.7801",NA,NA,"Árvore, 4 metros, flor esverdeada","ESA140791",NA,NA,NA,NA,NA,"Trilha da Base, Base dos Fuzileiros Navais, Ilha do Governador",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:08-03","ESALQ","ESA","29598","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","05","01","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029598","ESA029598","Magnoliophyta",NA,"1110.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:14:08-03","ESALQ","ESA","109770","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109770","ESA109770","Magnoliophyta",NA,"29341.0",NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,"34059","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:14:08-03","ESALQ","ESA","128102","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Virillo, C.B.","2013","04","03","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"ESA128102",NA,"Magnoliophyta",NA,"225.0",NA,"Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados",NA,"41034","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:14:08-03","ESALQ","ESA","128103","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Flores, T.B.","2013","03","28","Brasil","São Paulo","Tapirai","-47.55755","-24.16651","-47.55755","-24.16651",NA,NA,NA,"ESA128103",NA,"Magnoliophyta",NA,"1838.0",NA,"Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:08-03","ESALQ","ESA","37167","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Boeni, B.O.","2015","04","27","Jarenkow, J.A.","1992","10","30","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA037167","ESA037167","Magnoliophyta",NA,"2180.0",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:14:08-03","ESALQ","ESA","29599","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","10","01","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029599","ESA029599","Magnoliophyta",NA,"1111.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:14:08-03","ESALQ","ESA","25785","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.","1996","05","23","Ivanauskas, N.M.","1995","11","08","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA025785","ESA025785","Magnoliophyta",NA,"525.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:14:08-03","ESALQ","ESA","29600","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029600","ESA029600","Magnoliophyta",NA,"1112.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:14:08-03","ESALQ","ESA","29602","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029602","ESA029602","Magnoliophyta",NA,"1114.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:14:08-03","ESALQ","ESA","29601","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Romaniuc Neto, S.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","22","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029601","ESA029601","Magnoliophyta",NA,"1113.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:14:08-03","ESALQ","ESA","51994","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Lima, R.A.F.","2010","03","02","Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","no sub-bosque","ESA051994","ESA051994","Magnoliophyta",NA,"425.0",NA,"Parcela permanente - Parque Estadual de Carlos Botelho",NA,"34059","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:14:08-03","ESALQ","ESA","109529","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109529","ESA109529","Magnoliophyta",NA,"30119.0",NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,"34059","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:14:08-03","ESALQ","ESA","109554","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA109554","ESA109554","Magnoliophyta",NA,"30120.0",NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,"34059","auto",NA,NA,NA,NA,NA
"42","2021-01-14 15:31:46-03","MN","R","217434","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Santos, A.","2010","11","04","Souza, P.P.","2008","05","16","Brasil","Minas Gerais","Viçosa","-42.995528","-20.756611","42°59'43.9W","20°45'23.8S","650","650","Universidade Federal de Viçosa/ Departamento de Biologia Vegetal","R010021718",NA,NA,NA,"255",NA,"Sumidouro",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-17 13:47:08-03","MN","R","217439","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Santos, A.","2010","11","04","Souza, P.P.","2007","09","12","Brasil","Minas Gerais","Viçosa","-42.841111","-20.714028","42°50'28.0W","20°42'50.5S","651","651",NA,"R010021709,R010021710;R010021711",NA,NA,NA,"194",NA,"Buieié",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:46-03","MN","R","217440","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Santos, A.","2010","11","04","Souza, P.P.","2008","01","10","Brasil","Minas Gerais","Viçosa","-42.995389","-20.756583","42°59'43.4W","20°45'23.7S","628","628","Universidade Federal de Viçosa/ Departamento de Biologia Vegetal","R010021712,R010021713",NA,NA,NA,"225",NA,"Sumidouro",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:46-03","MN","R","217441","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Santos, A.","2010","11","04","Souza, P.P.","2008","05","16","Brasil","Minas Gerais","Viçosa","-42.995389","-20.756583","42°59'43.4W","20°45'23.7S","650","650","Universidade Federal de Viçosa/ Departamento de Biologia Vegetal","R010021714,R010021715",NA,NA,NA,"254",NA,"Sumidouro",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-17 13:47:08-03","MN","R","217442","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Carauta, J.P.P. & Machado, A.F.P.","2007","08","10","Soares, M.P.","2006","02",NA,"Brasil","Espiríto Santo","Pedro Canário","-39.866667","-18.416667","39°52'W","18°25'S",NA,NA,"Universidade Federal de Viçosa/ Departamento de Biologia Vegetal","R010021716,R010021717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:31:46-03","MN","R","58464","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg, C.C.","1973","08","15","Freire Allemão, F.; Cysneiros, M.","1859","05","19","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010052236","R010052236_001 R010052236_002",NA,NA,"1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:31:46-03","MN","R","39342","PreservedSpecimen","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Berg, C.C.","1970","02","07","Brade, A.C.","1930","11","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10558",NA,"Tijuca",NA,"57442","auto",NA,NA,NA,NA,NA
"49","2016-02-02 14:38:34-02","BGBM","B","B 10 0248687","S","Plantae","Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.",NA,NA,NA,NA,"A. F. M. Glaziou","1881","11","26","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100248687 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248687","B100248687",NA,NA,"13496","Middle and South America","Rio de Janeiro: entre Palmeiras et Macaco.",NA,NA,NA,"holotype",NA,NA,NA,NA
