"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"1","2020-02-08 08:54:42-03","NBC","NL-BOTANY","U 0102180","PreservedSpecimen","Plantae","Magnoliopsidae","Caryophyllales","Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana","Buining & Brederoo","Taylor NP","1991","10","01","holotype","Ritter F","1959","01","01","Southern America","Brazil","Minas Gerais","Brazil; Minas Gerais; Januaria.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200102180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0102180","NL-U0102180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-13 11:17:19-03","USP","SPF","80963","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana estevesii","(P.J.Braun) N.P.Taylor & Zappi","Anônimo",NA,NA,NA,NA,"Zappi, DC","1989","07","21",NA,"Brasil","Bahia",NA,NA,"SPF00080963",NA,"estevesii","156","Iuiú","-43.5544013977051","-14.4139003753662","44441","auto",NA,NA,NA,NA,NA
"3","2019-10-07 09:18:38-03","UEFS","HUEFS","118328","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana","Buining & Brederoo","M.Machado","2010","12",NA,NA,"Queiroz, L.P.de","2007","04","11",NA,"Brasil","Bahia","Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.","Floresta estacional.","HUEFS0118328","HUEFS0118328",NA,"12830","Coribe","-44.32","-13.586111",NA,NA,"Angiospermae","44W19'12''","13S35'10''","545","545"
"4","2019-10-07 09:18:38-03","UEFS","HUEFS","62463","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana","Buining & Brederoo","M.Machado","2004","03",NA,NA,"Jardim, J.G.","2001","04","14",NA,"Brasil","Bahia","Ca. 18 km da cidade, entarda pela agrovila 10.","Caatinga. Afloramento rochoso, calcário.","HUEFS0062463","HUEFS0062463",NA,"3486","Serra do Ramalho","-43.752222","-13.510556",NA,NA,"Angiospermae","43W45'8''","13S30'38''","510","510"
"5","2019-10-07 09:18:39-03","UEFS","HUEFS","41719","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana subsp. cephaliomelana","Buining & Brederoo",NA,NA,NA,NA,"Isótipo","Esteves, G.L.","1986",NA,NA,NA,"Brasil","Bahia","SW of Bahia. W Rio Sao Francisco.",NA,"HUEFS0041719",NA,"subsp. cephaliomelana","183",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA
"6","2019-10-07 09:18:39-03","UEFS","HUEFS","41720","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Facheiroa","cephaliomelana","Facheiroa cephaliomelana subsp. estevesii","(P.J.Braun) N.P.Taylor & Zappi",NA,NA,NA,NA,"Isótipo","Esteves, G.L.","1986",NA,NA,NA,"Brasil","Bahia","SW of Bahia.",NA,"HUEFS0041720",NA,"subsp. estevesii","186",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA
