"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","class","order","continentOcean","typeStatus","fieldNumber","preparationType","individualCount"
"49","2020-10-14 10:02:21-03","FURB","FURB","167","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Sevegnani, L.",NA,"2001","07","07","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667","800","800","Projeto FNMA. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB27728","FURB27728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:02:21-03","FURB","FURB","1689","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2016","12",NA,"Sobral, M.",NA,"2001","05","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Projeto FNMA. Florística.","FURB27762","FURB27762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:02:21-03","FURB","FURB","23708","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","1804","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB27708","FURB27708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:02:21-03","FURB","FURB","23866","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2347","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","Florística IFFSC 349 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; flor botão floral esverdeado","FURB27709","FURB27709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:02:21-03","FURB","FURB","25813","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2748","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor branca","FURB27722","FURB27722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:02:21-03","FURB","FURB","25819","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","3481","2010","05","27","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Área Virgem.","-49.14","-27.09","-49.1400000","-27.0900000","803","803","Florística IFFSC 578 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor branca","FURB27710","FURB27710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:02:21-03","FURB","FURB","25825","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2814","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Florística IFFSC 286 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor branca","FURB27714","FURB27714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:02:21-03","FURB","FURB","25903","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Meyer, D. & Silveira, S.","2604","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","-49.1400000","-27.4497222","708","708","Florística IFFSC 385 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea;","FURB27723","FURB27723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:02:21-03","FURB","FURB","25932","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2531","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara.","-49.0777778","-27.5047222","-49.0777778","-27.5047222","382","382","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; beira de estrada Habito: arbórea;","FURB27719","FURB27719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:02:21-03","FURB","FURB","25943","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Stival-Santos, A.; Meyer, D. & Silveira, S.","2513","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","-49.1400000","-27.4497222","708","708","Florística IFFSC 385 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto; flor botão floral","FURB27716","FURB27716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:02:21-03","FURB","FURB","26040","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","3411","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Florística IFFSC 577 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor branca","FURB27717","FURB27717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:02:21-03","FURB","FURB","26047","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2016","12",NA,"Korte, A.; Kniess, A.","3363","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Florística IFFSC 577 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27809","FURB27809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:02:21-03","FURB","FURB","27509","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","22","Stival-Santos, A.; Legal, E. & Silveira, S.","3061","2010","06","19","Brasil","Santa Catarina","Palhoça","Maciambú.","-48.69","-27.81","-48.6900000","-27.8100000","220","220","Florística IFFSC 256 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea; flor botão floral","FURB27720","FURB27720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-27 09:30:03-03","FURB","FURB","27701","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.","2210","2010","05","25","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","Fito IFFSC 425 /O/53","FURB27715","FURB27715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-27 09:30:03-03","FURB","FURB","28587","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.",NA,"2010","05","25","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","Fito IFFSC 425 /O/53","FURB27713","FURB27713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:02:21-03","FURB","FURB","28741","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","21","Korte, A.; Kniess, A.","4044","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","307","307","Fito IFFSC 426 /O/76 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27712","FURB27712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:02:21-03","FURB","FURB","28742","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","21","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5000","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Fito IFFSC 173 /O/48 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor creme","FURB02041","FURB02041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:02:21-03","FURB","FURB","28750","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","21","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5026","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Fito IFFSC 173 /O/11 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27711","FURB27711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:02:21-03","FURB","FURB","28783","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","22","Stival-Santos, A.; Legal, E. & Silveira, S.","2281","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Fito IFFSC 467 /S/11 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral","FURB27730","FURB27730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:02:21-03","FURB","FURB","28789","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","22","Korte, A.; Kniess, A.","2491","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral","FURB27735","FURB27735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:02:21-03","FURB","FURB","3157","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2010","09","28","Ghoddosi, S.M.",NA,"2001","07","20","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667","350","350","FNMA. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB27724","FURB27724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:02:21-03","FURB","FURB","32932","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2011","01","11","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.",NA,"2010","05","25","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","Florística IFFSC 425a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;","FURB27733","FURB27733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:02:21-03","FURB","FURB","32937","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2011","01","11","Korte, A.; Kniess, A.","4240","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Fito IFFSC 577 /S/43 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB27734","FURB27734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:02:21-03","FURB","FURB","33114","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","10",NA,"Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2255","2010","06","25","Brasil","Santa Catarina","Garuva","Estrada Bonita, Rio Bonito.","-48.9597222","-26.0994444","-48.9597222","-26.0994444","800","800","Fito IFFSC 1066a /N/94 Habitat: Floresta Ombrófila Densa Montana; Estágio Primário Habito: arbórea;","FURB27732","FURB27732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:02:21-03","FURB","FURB","33565","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2011","01","17","Korte, A.; Kniess, A.","4903","2010","11","09","Brasil","Santa Catarina","Camboriú","Cobra Fria.","-48.7805556","-27.09","-48.7805556","-27.0900000","341","341","Florística IFFSC 582b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27731","FURB27731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:02:21-03","FURB","FURB","45684","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, AA de","2015","02","08","Oliveira, A.A. de","1092","2015","02","08","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","Regeneração IFFSC 468 /O/27","FURB27729","FURB27729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:02:21-03","FURB","FURB","45704","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Pastório, FF","2015","03","31","Funez, L.A.","3145","2014","12","18","Brasil","Santa Catarina","Apiúna","Morro Dom Bosco.","-49.3669445","-27.0511111","-49.3669445","-27.0511111","451","451",NA,"FURB27704","FURB27704 FURB27704_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:02:21-03","FURB","FURB","46487","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Seubert, RC","2014","08","20","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","48","2014","08","20","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2208334","-27.1188889","-49.2208334","-27.1188889","724","724","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","FURB27702","FURB27702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:02:21-03","FURB","FURB","46637","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Seubert, RC","2014","03","25","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","86","2014","03","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2033333","-27.1183334","-49.2033333","-27.1183334","693","693","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB27703","FURB27703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:02:21-03","FURB","FURB","55999","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Kassner-Filho, A.","2017","11","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1395","2017","11","08","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.78","-27.72","-48.7800000","-27.7200000","612","612","fruto imaturo Habitat: interior do fragmento Habito: árvore","FURB55999","FURB55999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:02:21-03","FURB","FURB","60692","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Brotto, M.L.","2018","08","18","Brotto, M.L.; Silva, J.M.","1961","2015","07","29","Brasil","Paraná","Guaratuba",NA,"-48.5855555","-25.9105556","-48.5855555","-25.9105556","13","13","Flores de cor bege (deformadas) Habitat: Floresta ombrófila densa das terras baixas Habito: Árvore de 7m","FURB60692","FURB60692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:02:21-03","FURB","FURB","627","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Sevegnani, L.",NA,"2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro do Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,NA,NA,NA,"FURB27726","FURB27726","16046","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:02:21-03","FURB","FURB","370","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A","2010","09","15","Sobral, M.",NA,"2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro do Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"1000","1000","FNMA. Florística. Nº antigo 04. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB27727","FURB27727","16046","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-16 17:53:08-03","UCS","HUCS","39569","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A.","2010","09","15","Codorin, T.","1804","2010","03","30","Brasil","Santa Catarina","Biguaçú","Amâncio","-48.78","-27.36","-48.78","-27.36","440","440","interior de Floresta Ombrófila Densa",NA,NA,NA,NA,"Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"83","2021-03-16 17:53:08-03","UCS","HUCS","9463","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Moraes, P.L.R. de","2014","08","30","Hatschbach, G.","57910","1992","08","31","Brasil","Paraná","Paranaguá","Estrada das Praias - próximo ao Rio da vila","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"mata pluvial da planície litorânea",NA,NA,"24916","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"84","2021-03-16 17:53:08-03","UCS","HUCS","39518","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A.","2010","09","15","Stival-Santos, A.","2604",NA,NA,NA,"Brasil","Santa Catarina","Major Gercino","Floresta Ombrófila Densa - interior do fragmento","-48.9514007568359","-27.4181003570557",NA,NA,NA,NA,"Herbário FURB 25903",NA,NA,"26953","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"85","2021-03-16 17:53:08-03","UCS","HUCS","39477","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, A.A.","2010","09","21","Verdi, M.","5000","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers - Vargem do Cedro - Parque Estadual da Serra do Tabuleiro","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,"Herbário FURB 28742; Floresta Ombrófila Densa - interior do fragmento","N/A000039477",NA,"20505","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"86","2021-03-16 17:53:08-03","UCS","HUCS","39538","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, A.A.","2010","09","21","Verdi, M.","s.n.","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers - Vargem do Cedro - Parque Estadual da Serra do Tabuleiro","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,"Herbário FURB 28749; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"20505","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"87","2021-03-16 17:53:08-03","UCS","HUCS","39504","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Oliveira, A.A.","2010","09","22","Korte, A.","2491","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande","-49.3755989074707","-26.9552993774414",NA,NA,NA,NA,"Herbário FURB 28789; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"11742","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"88","2021-03-16 17:53:08-03","UCS","HUCS","39568","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A.","2010","09","15","Stival-Santos, A.","2347",NA,NA,NA,"Brasil","Santa Catarina","Angelina","Linha do Chaves","-48.9852981567383","-27.5685997009277",NA,NA,NA,NA,"Herbário FURB 23866; Floresta Ombrófila Mista - interior do fragmento",NA,NA,"25961","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"89","2021-03-16 17:53:08-03","UCS","HUCS","39559","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A.","2010","09","15","Stival-Santos, A.","2814","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro","-48.7785987854004","-27.6881008148193",NA,NA,NA,NA,"Herbário FURB 25825; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"22435","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"90","2021-03-16 17:53:08-03","UCS","HUCS","14686","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Moraes, P.L.R. de","2014","08","30","Hatschbach, G.","52777","1989","05","07","Brasil","Santa Catarina","Garuva","Rodovia Guaratuba - Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Herbário MBM. árvore, 8m, flores creme.; mata pluvial de planície litorânea",NA,NA,"22441","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"91","2021-03-16 17:53:08-03","UCS","HUCS","39512","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","Quinet, A.","2010","09","15","Stival-Santos, A.","2748","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande","-48.823600769043","-27.6938991546631",NA,NA,NA,NA,"Herbário FURB 25813; Floresta Ombrófila Densa - interior do fragmento",NA,NA,"26556","auto","Angiospermae",NA,"Lauraceae",NA,NA,NA,NA,NA
"92","2019-08-16 08:39:44-03","UTFPR","HCF","27583","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2017","10","05","R.R. Völtz","1369","2017","09","27","Brasil","PR","Antonina","Fazenda Guaricica, SPVS","-48.674444","-25.242222","48°40'28 W","25°14'32 S","305","305","arvoreta 6 m alt. Frutos verdes. Folhas com face abaxial glauca. Floresta secundária em topo de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-08-16 08:39:44-03","UTFPR","HCF","14391","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2017","08","19","M.L. Brotto","1577","2014","03","18","Brasil","PR","Guaratuba",NA,"-48.602222","-25.888611","48°36'08 W","25°53'19 S","16","16","árvore de 5 m; botões e flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-08-16 08:39:44-03","UTFPR","HCF","22874","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2017","08","19","J.M. Silva","8352","2013","10","06","Brasil","PR","Guaratuba","Balneário Nereidas","-48.573333","-25.903333","48°34'24 W","25°54'12 S","10","10","árvore 6 m. Flor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-08-16 08:39:44-03","UTFPR","HCF","22324","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","M.L. Brotto","2016","11","22","J.M. Silva","9361","2016","07","15","Brasil","PR","Guaratuba","Balneário Eliane","-48.583333","-25.911389","48°35'00 W","25°54'41 S","10","10","árvore com 5 m de altura; flor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-06-29 09:30:38-03","UFRRJ","RBR","42961","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","T.P.P. Alverga",NA,NA,NA,"T.P.P. Alverga",NA,"2014","06","06","Brasil","Rio de Janeiro","Petrópolis","Inventário Carbono - Rio de Janeiro. Inventário complementar nº 2374 (DDS).","-43.228889","-22.499722","43º13'44''W","22º29'59''S",NA,NA,NA,"RBR00042961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-06-29 09:30:38-03","UFRRJ","RBR","42964","S","Plantae","Lauraceae","Ocotea","pulchra","Ocotea pulchra","Vattimo-Gil","T.P.P. Alverga",NA,NA,NA,"T.P.P. Alverga",NA,"2014","06","06","Brasil","Rio de Janeiro","Petrópolis","Inventário Carbono - Rio de Janeiro. Inventário complementar nº 2383 (DDS).","-43.228889","-22.499722","43º13'44''W","22º29'59''S",NA,NA,NA,"RBR00042964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
