"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"253","2021-03-15 16:37:00-03","NY","NYBG","01139199","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","U. N. Maciel","1978","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477949' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139199","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","63","Região do Tapajós, próximo de Porto Novo, picada na estrada para Belterra.","NY01139199_01","Pará","-54.959942","-2.632878",NA,NA,"Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-15 16:37:00-03","NY","NYBG","01139203","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","U. N. Maciel","1978","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139203","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","333","Enseada de Alter do Chão","NY01139203_01","Pará","-54.9567032","-2.5192198",NA,NA,"Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-15 16:37:00-03","NY","NYBG","448273","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","J. R. Pirani","1988","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448273","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","2474","Ca. 3 km S do Morro do Aghá. Rodovia ES-60 (Vila Velha a Marataízes).","NY00448273_01","Espírito Santo","-40.77","-20.87",NA,NA,"Piúma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-15 16:37:00-03","NY","NYBG","00995305","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","H. S. Irwin","1970","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995305","Magnoliophyta","Sapindales","Aubl.","J. A. Kallunki","25875","Serra da Anta, summit of chapada, ca. 10 km N.W. of Paracatú","NY00995305_01","Minas Gerais","-46.93505","-17.16625","900","900","Paracatú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-15 16:37:00-03","NY","NYBG","00995316","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","E. Nogueira","1981","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995316","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","133","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho.","NY00995316_01","Goiás","-52","-30","1380","1380","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-15 16:37:00-03","NY","NYBG","01139191","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","W. R. Anderson","1978","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139191","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","12252","Along Rio dos Pacaás Novos, just above and below the first cachoeira.","NY01139191_01","Rondônia","-63.7693262","-10.9794376","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-15 16:37:00-03","NY","NYBG","01139183","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","M. G. Vieira","1979","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477833' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139183","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","671","A 4 km próximo de Vilhena","NY01139183_01","Rondônia","-60.17","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-15 16:37:00-03","NY","NYBG","00995272","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. M. Harley","1968","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995272","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","10961","Olho de Cutia. 47 km S from Xavantina on Aragarças road.","NY00995272_01","Mato Grosso","-52.23","-14.63",NA,NA,"Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-15 16:37:00-03","NY","NYBG","01139225","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","B. V. Rabelo","1985","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139225","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","3212","Road from Cupixi to rio Vila Nova, 8 km SSW of Cupixi","NY01139225_01","Amapá","-51.87","0.53",NA,NA,"Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-15 16:37:00-03","NY","NYBG","01139222","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","T. C. Plowman","1980","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482781' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139222","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","8485","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","NY01139222_01","Pará","-50.17","-8.05","350","620","Conceição do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-15 16:37:00-03","NY","NYBG","00995292","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","H. S. Irwin","1965","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995292","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","11024","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","NY00995292_01","Goiás","-48.8086","-16.03204","1000","1000","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-15 16:37:00-03","NY","NYBG","01139184","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","J. M. Pires","1961","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139184","Magnoliophyta","Sapindales","Aubl.","T. D. Pennington","51718","Vicinity of Belém.","NY01139184_01","Pará","-48.4555221","-1.2849922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-15 16:37:00-03","NY","NYBG","01139194","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","D. C. Daly","1980","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477944' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139194","Magnoliophyta","Sapindales","Aubl.","P. Acevedo-Rodríguez","790","White-sand campina approx. 10 Km inland from Boa Vista, Rio Guamá, due S of Belém.","NY01139194_01","Pará","-48.383333","-1.566667",NA,NA,"Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-15 16:37:00-03","NY","NYBG","01139156","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","E. P. Killip","1929","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477680' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139156","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","30665","Ilha do Mosqueiro, near Para","NY01139156_01","Pará","-48.3828","-1.1458",NA,NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-15 16:37:00-03","NY","NYBG","01139148","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","D. F. Austin","1979","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477672' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139148","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","7226","Campo Verde-S da estrada da Zona Perimetral","NY01139148_01","Amapá","-51.9517","0.7772",NA,NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-15 16:37:00-03","NY","NYBG","01139161","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","J. Revilla","1983","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139161","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","P. Acevedo-Rodríguez","8525","Campinas de Santa Rosa.","NY01139161_01","Pará","-49.6725","-3.76611",NA,NA,"Tucuruí","discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-03-15 16:37:00-03","NY","NYBG","01139154","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","J. Elias","1966","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139154","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","224",NA,"NY01139154_01","Pará",NA,NA,NA,NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-15 16:37:00-03","NY","NYBG","01139157","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis discolor","G. Davidse","1980","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1477681' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139157","Magnoliophyta","Sapindales","(Radlk.) T.D.Penn.","T. D. Pennington","17540","36 Km southeast of Vigia, along highway PA-140 to Belém.","NY01139157_01","Pará","-48.1166669","-1.05","50","50","Vigía","discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-15 16:37:00-03","NY","NYBG","387402","PreservedSpecimen","Plantae","Sapindaceae","Talisia","prancei","Talisia prancei","G. T. Prance","1964","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=312664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387402","Magnoliophyta","Sapindales","Guarim","G. Guarim Neto","59651","Serra do Caiapó: 40 km S of Caiaponia","NY00387402_01","Goiás","-51.8103","-16.9569",NA,NA,"Caiapônia",NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG179","S","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Gomes, J.A.S; Colombini, M.A.G.; Afonso, C.G.;Resende, LGM; Starling, M.F.V.; Pereira, CE; Terra, B.","2008","06","27",NA,"Brasil",NA,NA,"NºF13",NA,NA,NA,NA,"Martins, JC; Santos, RM.",NA,"Mata PUC Minas",NA,"Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-02-08 11:10:12-03","UNESP-IBB","BOTU","15800","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Janssen, A.","1979","12","06",NA,"Brasil",NA,NA,"Arbusto até 1 m. de altura, flores brancas, pequenas. Também ocorre no campo IV; de altura 3-3,5 m .","BOTU015800",NA,NA,"Aubl.","Gemtchújnicov, I.D.","22",NA,NA,"Amazonas","-63.166667","-7.516667",NA,NA,"Humaitá",NA,NA,NA,NA,"63°10'w","7°31's",NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","27037","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Ribas, O.S.","1998","02","05",NA,"Brasil",NA,NA,"Árvore, 5 m, fruto maduro vermelho. Campo cerrado.","BOTU027037",NA,NA,"Aubl.","Ferruci, M.S.","2523","Serra de Maracaju, Estação Repetidora da TELEMS",NA,"Mato Grosso do Sul",NA,NA,NA,NA,"Aquidauana",NA,NA,NA,NA,"9999","9999","1998",NA,NA,NA,NA,NA,NA,NA
"275","2020-06-29 11:32:33-03","UFRJ","RFA","14713","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","A.P. Duarte","1966","12","05",NA,"Brasil",NA,NA,NA,"RFA12984",NA,NA,"Aubl.","T.D. Pennington","10031",NA,NA,"Goiás","-48.5163993835449","-16.7418994903564",NA,NA,"Vianópolis",NA,"43219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-06-29 11:32:33-03","UFRJ","RFA","6530","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","R. Klein","1955","01","07",NA,"Brasil",NA,NA,"Árvore 15 m altura, fruto imaturo verde","RFA48288",NA,NA,"Aubl.","R. Reitz","1023","Morro da Fazenda Itajaí",NA,"Santa Catarina","-48.6618995666504","-26.9078006744385","350","350","Itajaí",NA,"27253","auto",NA,NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA
"277","2020-06-29 11:32:33-03","UFRJ","RFA","39421","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Disciplina Princípios e Métodos em Taxonomia Vegetal","2001","11","21",NA,"Brasil",NA,NA,"Árvore de 8 m, heliófito, presença de frutos imaturos","RFA48286",NA,NA,"Aubl.","D. Sampaio","31","Núcleo Santa Virgínia (IF); trilha do rio Ipiranga",NA,"São Paulo","-45.125","-23.351667","925","925","São Luís do Paraitinga",NA,NA,NA,NA,"45º7'30''W","23º21'6''S","2001","11","28",NA,NA,NA,NA,NA
"278","2020-06-29 11:32:33-03","UFRJ","RFA","39526","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Finotti R.; Caruzo J.",NA,NA,NA,NA,"Brasil",NA,NA,"Arvore de 6 metros de altura e PAP de 21,2 cm.","RFA24484",NA,NA,"Aubl.",NA,"49",NA,NA,"Rio de Janeiro","-42.6530990600586","-22.4624996185303","50","50","Cachoeiras de Macacu",NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-12-15 11:14:55-03","FUNED","FUNED-POL","4283","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Sandra Matoso",NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL004283",NA,NA,NA,NA,NA,"Brasilandia de Minas",NA,"MG","-46.009444","-17.009722",NA,NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-15 11:14:55-03","FUNED","FUNED-POL","4285","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Sandra Matoso",NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL004285",NA,NA,NA,NA,NA,"Brasilandia de Minas",NA,"MG","-46.009444","-17.009722",NA,NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA
"281","2016-10-18 16:28:11-02","UNEMAT","TANG","838","S","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Anônimo","2005","11","30",NA,"Brasil",NA,NA,"folhas compostas, alternas, arbustivo-arbóreo","TANG000000838",NA,NA,"Aubl.",NA,"s.n.","Fazenda Mina Azul",NA,"Mato Grosso","-57.4858016967773","-14.6194000244141",NA,NA,"Tangará da Serra",NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-19 15:45:03-03","UNEB","HUNEB","87","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Ramos, A.E.","1988","01","13",NA,"Brasil",NA,NA,NA,"HUNEB0000087","Angiospermae","Florideophycidae","Aubl.",NA,NA,"Coleçãp Barra do Peixe - Eletronorte. Região do Córrego Cambauva.",NA,"Mato Grosso","-52.8333015441895","-16.7642002105713",NA,NA,"Ponte Branca",NA,"42196","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"283","2021-03-30 12:48:53-03","EAO","IAN","137443","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Philcox, D","1968","01","24","Southern America","Brasil",NA,NA,"Tree, 3-4m. Flowers white.","IAN137443","Dicotiledônea",NA,"Aubl.",NA,"4186","Km 241, Xavantina-Cachimbo road. Cerrado.",NA,"Mato Grosso","-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-30 12:48:53-03","EAO","IAN","137401","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Philcox, D","1967","11","18","Southern America","Brasil",NA,NA,"Shrub 1m; calyx green; corolla white.","IAN137401","Dicotiledônea",NA,"Aubl.",NA,"3132","Km 257 Xavantina-Cachimbo road. Dry forest.",NA,"Mato Grosso","-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-30 12:48:53-03","EAO","IAN","105660","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Magalhães, MG","1957","01","14","Southern America","Brasil",NA,NA,"Frutos, arbustos até pequenas árvore de 6m; mais isoladas entre sí.","IAN105660","Dicotiledônea",NA,"Aubl.","Figueira, M","9858","Capoeirinha entre o Cerradão. Rodovia Araguari (MG) - Caldas Novas (GO).",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12","18",NA,NA,NA,NA,NA
"286","2021-03-30 12:48:53-03","EAO","IAN","106419","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Oliveira, E","1960","05","29","Southern America","Brasil",NA,NA,"Árvore de 12m; flores brancas; frutos.","IAN106419","Dicotiledônea",NA,"Aubl.","Rodrigues, JS","830","Km 130 da Rodovia Belém-Brasília; beira da estrada. Terra firme.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-30 12:48:53-03","EAO","IAN","131829","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Philcox, D; Ferreira, A","1968","01","04","Southern America","Brasil",NA,NA,"Shrub 1m tall. Flowers creamish-white.","IAN131829","Dicotiledônea",NA,"Aubl.",NA,"3888","Km 225, Xavantina-Cachimbo road. Cerrado.",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-30 12:48:53-03","EAO","IAN","136895","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Oliveira, E","1971","10","16","Southern America","Brasil",NA,NA,NA,"IAN136895","Dicotiledônea",NA,"Aubl.","Figueira, M","5902","Praia de São Francisco, beira da praia, terreno arenoso.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12","18",NA,NA,NA,NA,NA
"289","2021-03-30 12:48:53-03","EAO","IAN","137410","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Philcox, D; Ramos, JF","1967","11","24","Southern America","Brasil",NA,NA,"Tree 4-5m; flowers cream.","IAN137410","Dicotiledônea",NA,"Aubl.",NA,"3236","Km 267, Xavantina-Cachimbo road. Dry forest.",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-30 12:48:53-03","EAO","IAN","139410","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Fonsêca, SG da; Onishi, E","1968","10","01","Southern America","Brasil",NA,NA,"Arbusto bem ramificado, com 2m; flores alvas. Inflorescência erecta. frequente.","IAN139410","Dicotiledônea",NA,"Aubl.","Figueira, M","990","Estrada de Brasília a Jataí, Vila Cesarina. Cerca de 140km de Brasília. Beira da estrada.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12","18",NA,NA,NA,NA,NA
"291","2021-03-30 12:48:53-03","EAO","IAN","139429","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Fonsêca, SG da; Onishi, E","1968","10","04","Southern America","Brasil",NA,NA,"Arbusto com 1.5m de altura; flores alvas.","IAN139429","Dicotiledônea",NA,"Aubl.","Figueira, M","1111","Barra do Garças para Xavantina, lugar úmido; capoeira alta, beira da estrada.",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12","18",NA,NA,NA,NA,NA
"292","2021-03-30 12:48:53-03","EAO","IAN","139513","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Fonsêca, SG da; Onishi, E","1968","10","15","Southern America","Brasil",NA,NA,"Sub-arbusto de 2m; botões.","IAN139513","Dicotiledônea",NA,"Aubl.","Figueira, M","1578","Margem do Rio Verde. Cerrado.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12","18",NA,NA,NA,NA,NA
"293","2021-03-30 12:48:53-03","EAO","IAN","149324","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Ratter, JA; Fonsêca, SG da","1972","08","30","Southern America","Brasil",NA,NA,"Shrub, 1m tall.","IAN149324","Dicotiledônea",NA,"Aubl.",NA,"2313","Vale dos Sonhos, 80km N of Barra do garças on the road to Xavantina.&nf;Growing in grassy sedondary cerrado in an area where forest has been destroyed.",NA,"Mato Grosso","-52.333333","-15.666667",NA,NA,NA,NA,NA,NA,NA,"-52.333333","-15.666667",NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-30 12:48:53-03","EAO","IAN","149425","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Ratter, JA; Fonsêca, SG da","1972","10","25","Southern America","Brasil",NA,NA,"Shrub, 1.5m tall. Flowers cream.","IAN149425","Dicotiledônea",NA,"Aubl.",NA,"2691","Pandeiros, approx. 35km W of Januária.&nf;In cerradão. (tall savanna woodland) on a sandy river bank.",NA,"Minas Gerais","-44.833333","-15.5",NA,NA,NA,NA,NA,NA,NA,"-44.833333","-15.5",NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-03-30 12:48:53-03","EAO","IAN","150420","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Cordeiro, MR","1975","09","12","Southern America","Brasil",NA,NA,"Árvore de 5m; flor branca.","IAN150420","Dicotiledônea",NA,"Aubl.","Figueira, M","756","Sub-base do Projeto RADAM, estrada Belmonte; mata de terra firme, terreno argiloso.",NA,"Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","12",NA,NA,NA,NA,NA,NA
"296","2021-03-30 12:48:54-03","EAO","IAN","162165","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Plowman, T; Davidse, G","1980","02","21","Southern America","Brasil",NA,NA,"Treelet 3m tall in cerrado. fruits dark wine red.","IAN162165","Dicotiledônea",NA,"Aubl.","Marinho, LR","9009","Redenção. Area of cerrado vegetation about 4km west of town center along highway PA-150.",NA,"Pará","-50.066667","-8.033333","200","200","Conceição do Araguaia",NA,NA,NA,NA,"-50.066667","-8.033333","1987","11",NA,NA,NA,NA,NA,NA
"297","2021-03-30 12:48:53-03","EAO","IAN","157242","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Silva, M; Pinheiro, A","1979","02","07","Southern America","Brasil",NA,NA,"Árvore de 8m x 40cm de diâmetro; fruto verde.","IAN157242","Dicotiledônea",NA,"Aubl.","Silva, MG da","4492","Entroncamento das rodovias: Cuiabá-Santarém e Porto Velho, arredores do aeroporto. Capoeira de galeria; solo arenoso.",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-03-30 12:48:54-03","EAO","IAN","160235","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Davidse, G; Rosa, NA","1980","04","05","Southern America","Brasil",NA,NA,"Tree 6m x 5cm; fruit red.","IAN160235","Dicotiledônea",NA,"Aubl.","Cordeiro, MR","17894","Campo de Matapiguara, ca. 1km east of Matipaquara, 73km NNE of castanhal by road.&nf;Curatella-Axonopus-Leptocoryphium savanna and adjoining forest.&nf;Margin of forest with savanna.",NA,"Pará","-47.65","-0.933333","50","50","Marapanim",NA,NA,NA,NA,"-47.65","-0.933333","1985","11",NA,NA,NA,NA,NA,NA
"299","2021-03-30 12:48:54-03","EAO","IAN","160962","PreservedSpecimen","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Santos, JUM dos; Rosa, NA","1982","11","27","Southern America","Brasil",NA,NA,"Arbusto com cerca de 70cm de altura; flores cremes.","IAN160962","Dicotiledônea",NA,"Aubl.","Silva, MG da","566","Rodovia Cuiabá-Porto Velho, à 356km de Cuiabá.&nf;Solo alagadiço.",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
