"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"117","2019-08-27 13:29:07-03","IAP","PACA-AGP","51423","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tweedieana","Manihot tweedieana","Müll. Arg.","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1951","12","26","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA051423",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA,NA
"118","2021-03-10 14:35:05-03","UFSC","CTBS","994","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Scipioni, M.C.","2013","12","10","Santos, Vanderlei dos (Guga)","108","2013","12","10","Brasil&nf;Brasil","Santa Catarina","Curitibanos","Trilha UFSC, Campus Curitibanos.","-50.533219","-27.286703","50°31'59.59W","27°17'12.13S","Nome comum Mandioca-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-10 14:35:05-03","UFSC","CTBS","1018","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Scipioni, M.C.",NA,NA,NA,"Santos, Vanderlei dos (Guga)","109","2014","02","03","Brasil","Santa Catarina","Curitibanos","Trilha UFSC, Campus Curitibanos","-50.533219","-27.286703","50°31'59.59W","27°17'12.13S","Mandioca-do-mato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-24 17:09:02-03","UFES","SAMES","2089","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Verdi,M.","2009","01","30","Verdi,M.; Grosch,B.;Klemz,G.","1540","2009","01","30","Brasil","Santa Catarina","Celso Ramos","Florística IFFSC 1249 (Arbusto).","-51.3363990783691","-27.6343994140625",NA,NA,"Hábito: arbustiva Fruto: imaturo Tipo Veget: Ecótono Floresta Estacional Decidual/ Floresta Ombrófila Mista.","SAMES02089",NA,"742","742",NA,NA,NA,NA,"13642","auto",NA,NA,NA,NA,NA,NA
"121","2018-04-24 09:03:18-03","ASU","ASU-PLANTS","ASU0041509","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Ferrucci",NA,NA,NA,"S. G. Tressens; S. Ferrucci, G. Pellegrini","4422","1993","2","9","Argentina","Corrientes",NA,"Dep. Santo Tome. Ayo. Chimiray y Ruta 40.","-56.024998","-28.211714",NA,NA,"Arbusto apoyante. Frutos verdes.",NA,NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 14:35:42-03","UFJF","CESJ","31837","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","G. Hatschbach","1997",NA,NA,"J.M. Silva; L. Milko Abe","2195","1997","11","11","Brasil","Paraná","Tunas","Chácara Paraíso, Estrada para o Parque das Lauráceas",NA,NA,NA,NA,"Arbusto, 3m, flor vinosa. Beira da roça.","CESJ031837",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 14:35:42-03","UFJF","CESJ","64716","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","M.G. Caxambu","2012","12","20","E.L. Siqueira; et al.","625","2012","12","06","Brasil","Paraná","Fênix","Estação Ecológica Municipal de Fênix","-52.069139","-23.966417","-52.069139","-23.966417","Arvoreta ca. 3m., com látex alvo. Flores arroxeadas. Frutos imaturos verdes. Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana","CESJ064716",NA,"355","355","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:43:23-03","UFMS","CGMS","9879","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Moises Mendoza","2016","01","22","G.A. Damasceno-Junior; M.M. Garcia","1802","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","Entorno da Gruta do Lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444","Flor creme. Habitat: Mata semidecídua. Cerradão. Solo rico em calcário. Relevo suavemente ondulado. Habito: Arvoreta. 4,00m de altura.","CGMS1018873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:43:23-03","UFMS","CGMS","63844","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","M.Z. Assumpção","2010","03","15","E.M. Francisco; S.R. Slusarski; M.C. Lovato","262","2004","01","08","Brasil","Paraná","Londrina","Fazenda Figueira: fragmento 11.","-50.9755556","-23.5408333","-50,9755556","-23,5408333","Frutos verdes.","CGMS1096812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:43:23-03","UFMS","CGMS","11059","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Moises Mendoza","2016","01","22","G.A. Damasceno-Junior; M.M. Garcia","1802","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","Entorno da Gruta do Lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444","Flor creme. Habitat: Mata semidecídua. Cerradão. Solo rico em calcário. Relevo suavemente ondulado. Habito: Arvoreta. 4,00m de altura.","CGMS1040372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:43:23-03","UFMS","CGMS","17323","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Moises Mendoza","2016","01","22","V.R.B. Maria; F.S. Maria","114","2004","11","26","Brasil","Mato Grosso do Sul","Bonito","Fazenda América - rio Formoso.","-56.5597222","-21.2466666","-56,5597222","-21,2466666","Frutos verdes. Látex. Habitat: Mata ciliar do rio FormosoÁrea degradada. Habito: Árvore. 3,00m de altura.","CGMS1046620",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:43:23-03","UFMS","CGMS","39754","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Moises Mendoza","2016","01","22","M.F. Barros; A.P. Costa; I.P.P. Araújo; L.M.M. Arakaki","78","2012","10","18","Brasil","Mato Grosso do Sul","Bonito","Parque Estadual da Serra da Bodoquena. Fazenda Boqueirão.","-56.7166667","-21.1230556","-56,7166667","-21,1230556","Flor amarela. Fruto verde. Habitat: Floresta Estacional Semidecidual (Mata Atlantica de interior). Mata ciliar do rio Perdido. Solo argiloso calcimorforfico. Relevo ondulado. Habito: Arbusto. 3,50 m de altura.","CGMS1069133",NA,"525","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:43:23-03","UFMS","CGMS","35372","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Moises Mendoza","2016","01","22","J. Bueno; E.L. Siqueira","41","2009","02","17","Brasil","Paraná","Campo Mourão","RPPN Ana Tramujas - Propriedade do Senhor Artur César Vigilato.","-52.4","-24.2344444","-52,4","-24,2344444","Frutos imaturos verdes. Látex alvo. Habitat: Relevo: Suave-ondulado. Heliófita. Habito: Arvoreta.","CGMS1064771",NA,"645","645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-27 13:48:26-03","UFS","ASE","35512","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Dreveck, S; Carneiro, FE","609","2009","02","20","Brasil","Santa Catarina","Xavantina","Linha Guararapes","-52.2246","-27.0242","-52.2246","-27.0242","Arvoreta. 4 m de altura. Fruto maduro marrom.","ASE0036482","ASE0036482",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:48:26-03","UFS","ASE","30945","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caddah, M","2009","11",NA,"Kellermann, BD; Snak, C; Caddah, MK; Mancinelli, WS; Smidt, EC; Goldenberg, R","125","2009","11","05","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo.","-51.57","-23.55","-51.57","-23.55","Árvore ca. de 4m.; Floresta Estacional Semi-decídua.","ASE0002489","ASE0002489",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:11:33-03","UNICAMP","UEC","35093","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Webster, GL",NA,NA,NA,"Webster, GL; Sobral, M; Dehgan, B","25915","1986","12","04","Brazil","Rio Grande do Sul","Arroio do Meio","scrub along road c. 33 km NW of Lajeado,","-52.166667","-28.666667","-52.166667","-28.666667","common shrub 2 - 4 m high; stems nearly herbaceous; perianth greenish outside, purplish inside; disk orange","UEC152361","UEC152361",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:11:33-03","UNICAMP","UEC","103123","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Orlandini, P","2012","06","11","Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Moreira, JLA; Santos, K; Filliettaz, AM","98-146","1998","12","01","Brazil","São Paulo","Iperó","Fazenda Nacional Ipanema","-47.683333","-23.383333","-47.683333","-23.383333","flor, Arbusto 4 m, látex branco e botões verdes.","UEC045802","UEC045802",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:11:33-03","UNICAMP","UEC","103141","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Orlandini, P","2012","06","11","Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Moreira, JLA; Santos, K; Filliettaz, AM","98-182","1998","12","01","Brazil","São Paulo","Iperó","Fazenda Nacional Ipanema","-47.683333","-23.383333","-47.683333","-23.383333","flor, Árvore 3 m alt., corola creme internamente vinácea, anteras amarelas, disco laranja brilhante, látex branco","UEC045799","UEC045799",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:29:41-03","UNICAMP","UEC","202762","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Duarte, E","2014","11","06","Estevan, DA; Duarte, E","2053","2014","10","16","Brazil","Paraná","Dois Vizinhos","Dois Vizinhos-PR-Brasil.","-53.045278","-25.733056","-53.045278","-25.733056","Árvore, flores, látex.; Borda da mata.","UEC166349","UEC166349",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:29:41-03","UNICAMP","UEC","202767","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2019","01","20","Caxambu, MG; Siqueira, EL; Castrignaro, BM","8773","2018","12","06","Brazil","Parana",NA,"Estação Ecológica Municipal de Barbosa Ferraz-PR-Brasil.","-52.081556","-23.9395","-52.081556","-23.9395","Árvore ca.6m, heliófita.Flores e frutos imaturos verdes.; Relevo:Suave-Ondulado-Vegetação:Floresta Estacional Semidecidual Submontana.","UEC166341","UEC166341","351","351","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:29:41-03","UNICAMP","UEC","202838","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2016","12","12","Siqueira, EL; Teixeira, GGM; Schroeter, AC","2032","2016","12","02","Brazil","Paraná","Mato Rico","Estação Ecológica Municipal Juquiri-Mato Rico-PR-Brasil","-52.129472","-24.7615","-52.129472","-24.7615","Árvore ca. 7m, heliófita, com exsudado alvo.Flores de cálice verde e corola roxa, com estames amarelos.Visitada por abelhas nativas(Hymenoptera, Apidae, Meliponinae) e Apis melifera Linnaeus, 1758(Hymenoptera, Apidae); Relevo:Ondulad","UEC164157","UEC164157","800","800","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:29:41-03","UNICAMP","UEC","202847","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2017","12","07","Siqueira, EL","2375","2017","11","23","Brazil","Paraná",NA,"Estação Ecológica Municipal João Dasko-Nova Tebas-PR-Brasil","-51.843694","-24.447111","-51.843694","-24.447111","Arvoreta ca. 3,5m, semi-ciófila, com látex alvo.Botões florais verdes.Flores esverdeadas, com fauce castanho e estames alvos, alaranjados na base; Relevo:Ondulado-Vegetação:Floresta Estacional Semidecidual Submontana","UEC163877","UEC163877","624","624","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:29:41-03","UNICAMP","UEC","202988","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Caxambu, MG","2018","12","11","Caxambu, MG; Siqueira, EL; Leandro, LF; Manoel, BG","8692","2018","11","22","Brazil","Paraná","Pitanga","Parque Natural Municipal Recanto das Araucárias-Pitanga-PR-Brasil.","-51.748028","-24.778417","-51.748028","-24.778417","Arvoreta heliófita ca. 4,5m, com látex alvo.Flores com cálice arroxeado e corola amarela.; Relevo:Ondulado-Vegetação:Floresta Ombrófila Mista Montana.","UEC166305","UEC166305","868","868","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:11:33-03","UNICAMP","UEC","21483","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M","2015","10","01","Hatschbach, G","39258","1972","11","19","Brazil","Paraná","Quatingua","Rod. PR - 092",NA,NA,NA,NA,"Arbusto 1,80. Flor creme, maculas vinosas int. petalas, capoeira.","UEC099857","UEC099857",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:11:33-03","UNICAMP","UEC","66650","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M","2015","10","01","Viégas, AP","6684","1941","12","10","Brazil","Santa Catarina",NA,"Campo Experimental Instituto",NA,NA,NA,NA,"flor, Arbusto, Campo Experimental Instituto","UEC125358","UEC125358",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:11:33-03","UNICAMP","UEC","75934","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Hatschbach, G","1993",NA,NA,"Poliquesi, CB","163","1993","02","07","Brazil","Paraná","Pilarzinho",NA,NA,NA,NA,NA,"flor, Arbsuto 2 m, capoeira","UEC152363","UEC152363",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:11:33-03","UNICAMP","UEC","75936","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Hatschbach, G","1993",NA,NA,"Poliquesi, CB","163","1993","02","07","Brazil","Paraná","Pilarzinho",NA,NA,NA,NA,NA,"flor, Arbsuto 2 m, capoeira",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:11:33-03","UNICAMP","UEC","75921","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Hatschbach, G","1994",NA,NA,"Poliquesi, CB; Barbosa, E","171","1993","11","23","Brazil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"flor, Arbusto, 2 m, flor lilás. Beira de estrada","UEC152364","UEC152364",NA,NA,"Magnoliopsida",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:11:33-03","UNICAMP","UEC","20787","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M","2015","10","01","Hatschbach, G","42587","1979","11","23","Brazil","Paraná","Cerro Azul","Cab. Rib. do Tigre","-49.261100769043","-24.823600769043",NA,NA,"Árvore 6 m, lacticifera. Flor verde palido, int. vinosa. Mata pluvial secundaria.","UEC114118","UEC114118",NA,NA,"Magnoliopsida",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:11:33-03","UNICAMP","UEC","56849","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Cordeiro, J; Barbosa, E","744","1991","03","07","Brazil","Paraná","Curitiba","Recanto das Araucarias","-49.2731018066406","-25.4277992248535",NA,NA,"Arbusto 1.50 m, frutos imaturos.","UEC152365","UEC152365",NA,NA,"Magnoliopsida",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"147","2019-08-20 10:11:33-03","UNICAMP","UEC","103467","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Chagas e Silva, F","1594","1992","11","05","Brazil","Paraná","Londrina","margem dir. do rio, prox. entrada Transe","-51.1627998352051","-23.3103008270264",NA,NA,"ori, Arv. com 9 m alt.; botão floral verde flores roxas, com grd. nectario alaranjado, escasso na area","UEC152362","UEC152362",NA,NA,"Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"148","2019-08-20 10:11:33-03","UNICAMP","UEC","46578","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Gonçalves, RC","s.n.","1985","03","28","Brazil","Paraná","Londrina","Parque Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore ca 2,5 m, com frutos verdes e com latex","UEC152360","UEC152360",NA,NA,"Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"149","2019-08-20 10:11:33-03","UNICAMP","UEC","46571","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Webster, GL",NA,NA,NA,"Vieira, AOS","30","1985","11","13","Brazil","Paraná","Londrina","Pq. Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 5 m, flores avermelhadas.","UEC152359","UEC152359",NA,NA,"Magnoliopsida",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"150","2019-08-20 10:11:33-03","UNICAMP","UEC","4838","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Hatschbach, G","17574","1967","10","27","Brazil","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"ori, Arbusto 2 m, mata secundária. Flor verde com mácula vinosa no int. das pétalas","UEC152358","UEC152358",NA,NA,"Magnoliopsida",NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:11:33-03","UNICAMP","UEC","139436","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Mendoza, M","2015","10","01","Sá, KLVR","391","2002","10","24","Brazil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,"Árvore 5m; flores esverdeadas com centro vinho e estames amarelos, na mata da cachoeira na semi sombra.","UEC125378","UEC125378",NA,NA,"Magnoliopsida",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA
"152","2019-08-20 10:11:33-03","UNICAMP","UEC","22136","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Leitão Filho, HF","10984","1979","11",NA,"Brazil","São Paulo","Bragança Paulista","Rod. Para Joanópolis + ou - 15 km","-46.5400009155273","-22.9500007629395",NA,NA,"Árvore - mata altitude + ou - 1200 m. Planta sem pêlos","UEC045795","UEC045795",NA,NA,"Magnoliopsida",NA,NA,NA,"17597","auto",NA,NA,NA,NA,NA,NA
"153","2019-08-20 10:11:33-03","UNICAMP","UEC","76484","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Orlandini, P","2012","06","13","Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Farah, FT; Arzolla, FARDP","8998","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo d, Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área de rochas calcáreas. Mata Atlântica.","-48.0999984741211","-24.5200004577637",NA,NA,"flor, Erva, até 2 m alt., botões verdes. Latescentes. Subosque","UEC045763","UEC045763",NA,NA,"Magnoliopsida",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"154","2019-08-20 10:11:33-03","UNICAMP","UEC","4840","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.",NA,NA,NA,NA,"Gibbs, PE","3249","1976","10","26","Brazil","São Paulo","Itapetininga","Reserva Florestal de Carlos Botelho","-48.0499992370605","-23.5900001525879",NA,NA,"Beira de mata úmida","UEC045768","UEC045768",NA,NA,"Magnoliopsida",NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"155","2019-01-17 11:26:15-02","PUCRS","MPUC","7358","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Equipe do Projeto",NA,NA,NA,"P. Brack",NA,"1989","05","21","Brasil","RS","São Nicolau","Foz do rio Ijuí","-55.2672004699707","-28.1825008392334",NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,"25814","auto","Magnoliopsida",NA,"2",NA,NA,NA
"156","2019-01-17 11:26:15-02","PUCRS","MPUC","13506","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","B.E. Irgang","2011","01","01",NA,NA,"1991","01","12","Brasil","RS","Caçapava do Sul","Pedra do Leão","-53.4913888889","-30.5125","-53.4913888889","-30.5125000000","Rochas, solo raso (F.56)",NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"157","2019-01-17 11:26:15-02","PUCRS","MPUC","12641","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","C. Schlindwein","1992","01","01",NA,NA,"1992","12","16","Brasil","RS","Osório",".","-50.2694444","-29.8869444","-50.2694444000","-29.8869444000",NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA,NA
"158","2019-01-17 11:26:15-02","PUCRS","MPUC","12642","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","B.E. Irgang","1991","01","01",NA,NA,"1991","01","12","Brasil","RS","Caçapava do Sul",".","-53.4913888889","-30.5125","-53.4913888889","-30.5125000000",NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"159","2019-01-17 11:26:15-02","PUCRS","MPUC","11033","S","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Equipe do Projeto","1996","01","01","C.S.A. Martins",NA,"1996","11","14","Brasil","RS","Barracão","Espigão Alto, rio Uruguaí, junto a confluência dos rios Canoas e Pelotas","-51.4506667","-27.6711111","-51.4506667000","-27.6711111000",NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA,NA
"160","2020-10-14 10:01:26-03","FURB","FURB","3344","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Grippa, C.R.; Brogni, E.",NA,"2005","04","20","Brasil","Santa Catarina","São Lourenço Do Oeste",NA,NA,NA,NA,NA,"IFFSC / 33/M 7.","FURB46752","FURB46752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:01:26-03","FURB","FURB","46119","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Oliveira, AA de","2015","02","25","Oliveira, A.A. de","1201","2015","02","25","Brasil","Santa Catarina","Chapecó","Água Amarela.","-52.5622222","-27.1758334","-52.5622222","-27.1758334","Regeneração IFFSC 1959 /N/59","FURB24204","FURB24204","666","666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:01:26-03","FURB","FURB","10291","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Verdi, M.; Grosch, B. & Klemz, G.","1540","2009","01","30","Brasil","Santa Catarina","Celso Ramos",NA,"-51.4327778","-27.5869444","-51.4327778","-27.5869444","Florística IFFSC 1249 (Arbusto) Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Habito: arbustiva; Fruto verde;","FURB46756","FURB46756","742","742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:01:26-03","FURB","FURB","10325","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Verdi, M.; Hasckel, R.P. & Klemz, G.","1589","2009","02","12","Brasil","Santa Catarina","Itapiranga","Popi.","-53.6816667","-27.0877777","-53.6816667","-27.0877777","Florística IFFSC 2166(Arbusto) Habitat: Floresta Estacional Decidual; Habito: Fruto verde;","FURB46757","FURB46757","340","340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:01:26-03","FURB","FURB","10365","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Dreveck, S.; Carneiro, F.E.","609","2009","02","20","Brasil","Santa Catarina","Xavantina","Linha Guararapes.","-52.3794445","-27.045","-52.3794445","-27.0450000","Florística IFFSC 2310(Arbusto) Habitat: Floresta Estacional Decidual; borda da mata Habito: arvoreta; Fruto marrom;","FURB46758","FURB46758","898","898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:01:26-03","FURB","FURB","10558","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","grahamii","Manihot grahamii","Hook.","Martins, MLL","2011","09","27","Dreveck, S.; Carneiro, F.E.","582","2009","02","19","Brasil","Santa Catarina","Xavantina",NA,"-52.3755556","-27.0577778","-52.3755556","-27.0577778","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Estacional Decidual; beira da estrada Habito: arvoreta; Fruto verde com listras bordô;","FURB46759","FURB46759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
