"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","stateProvince","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber"
"1","2021-04-05 14:24:50-03","UNESC","CRI","3995","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.","J. A. Jarenkow","1989","09","21","J. A. Jarenkow; J. A. Jarenkow","1989","09","21","Brasil","Brasil","BR 11 ca 3 km de Tapes.","-51.301389","-30.291667","51º18'5''W","30º17'30''S","8","8","CRI000635","CRI000635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:36:19-03","E","E","161668","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus",NA,NA,NA,NA,NA,"Kirkbride, J.H. & Garcia de Kirkbride, M.C","1980","05","24","BR",NA,NA,NA,NA,NA,NA,NA,NA,"E00161668",NA,"3497","E. Tropical South America","herbarium specimen of unspecif","BGBASE:169763","<a href=http://data.rbge.org.uk/herb/E00161668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:36:19-03","E","E","247812","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus",NA,NA,NA,NA,NA,"Walter, B.M.T. & Rocha, D.M.S.","1994","07","08","BR",NA,"Fazenda Agua Limpa /UnB. Mata de Galeria do Corrego da Onca; coletada na regioao do meio da mata, proximo ao corrego; em local semi-encharcado mesmo na seca. Solo arenoargiloso com muita serrapilheira.","-47.916667","-15.95","-47.916667","-15.950000","1060","1060","E00247812",NA,"2169","E. Tropical South America","herbarium specimen of unspecif","BGBASE:275635","<a href=http://data.rbge.org.uk/herb/E00247812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Distrito Federál",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00955257","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","affinis","Dendropanax affinis","(Marchal) Gamerro & Zuloaga",NA,NA,NA,NA,"J. A. Ratter","1991","11","10","Brazil","Brasília","Area de Proteçao Ambiental (APA) de Cafuringa, NW Federal District.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00955257","NY00955257_01","R6673","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024600' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00617161","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,NA,"E. P. Heringer","1961","08","04","Brazil","Brasília","Horto do Guará","-47.9294","-15.7797",NA,NA,NA,NA,"NY00617161","NY00617161_01","8530","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59728' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-09-29 22:13:00-03","NY","NYBG","00955274","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus",NA,"P. Fiaschi",NA,NA,NA,"J. M. Pires","1964","06","30","Brazil","Brasília","Fercal. Margem do Rio Maranhão.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00955274","NY00955274_01","58088","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024719' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","617167","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,NA,"P. K. H. Dusén","1914","06","08","Brazil","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,NA,NA,"NY00617167","NY00617167_01","15145","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59724' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","02689875","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.","P. Fiaschi",NA,NA,NA,"J. M. Pires","1963","09","23","Brazil",NA,"200 km NW of Cuiaba",NA,NA,NA,NA,"430","430","NY02689875","NY02689875_01","56868","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2247913' target='other'> <mi>dwc_moreinfo</mi></a>","Mato Grosso","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00955275","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.","P. Fiaschi",NA,NA,NA,"S. G. da Fonsêca","1967","08","23","Brazil",NA,"Serra Dourada. Próximo a pedra goiana.",NA,NA,NA,NA,NA,NA,"NY00955275","NY00955275_01","299","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024724' target='other'> <mi>dwc_moreinfo</mi></a>","Goiás","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-09-29 22:13:00-03","NY","NYBG","00955264","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus",NA,NA,NA,NA,NA,"D. R. Hunt","1966","07","12","Brazil","Brasília","Côrrego Vicente Pires, Setor Industrial","-47.9294","-15.7797",NA,NA,"900","1150","NY00955264","NY00955264_01","6620","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024661' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","617165","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,NA,"A. L. Peixoto","1985","02","05","Brazil","Linhares","Reserva Florestal da CVRD. Transect 9","-40.0703","-19.3842",NA,NA,NA,NA,"NY00617165","NY00617165_01","3353","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59733' target='other'> <mi>dwc_moreinfo</mi></a>","Espírito Santo","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01023571","PreservedSpecimen","Plantae","Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,NA,NA,"G. T. Prance","1964","09","12","Brazil","Brasília","Road Brasília to Taguatinga","-47.9294","-15.7797",NA,NA,NA,NA,"NY01023571","NY01023571_01","59027","South America","sheet",NA,"L.S. 101 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195524' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
