"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"62","2015-09-04 08:03:14-03","MNHN","RECOLNAT_MNHN_P","P03611252","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Whitford, H.N.|Silveira, F.",NA,"1918","7","3",NA,"Brasil","Espírito Santo","Colatina","Rio Doce.","-40.6305999755859","-19.539400100708","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03611252' target='other'> <mi>dwc_moreinfo</mi></a>","P03611252","P03611252_01","30",NA,"(Record & Mell) Kuhlm.",NA,"57036","auto",NA,NA,NA,NA,NA,NA,"59",NA,NA
"63","2020-12-11 11:34:02-03","UFMG","BHCB","28648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Monte Azul",NA,"-42.874698638916","-15.1549997329712",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"41110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:34:02-03","UFMG","BHCB","28648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Monte Azul",NA,"-42.874698638916","-15.1549997329712",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"41110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:34:02-03","UFMG","BHCB","58321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Barreto, HLM","5114",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:34:02-03","UFMG","BHCB","58322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Oliveira, JE","351",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,NA,NA,"(Record) Kuhlm.",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:34:02-03","UFMG","BHCB","58321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Barreto, HLM","5114","1936","01","03","Southern America","Brasil","Minas Gerais","Tombos","Patrimonio","-42.0228004455566","-20.9046993255615",NA,"Árvore, 20m. Muito frequente.","BHCB002464","BHCB002464",NA,NA,"(Record) Kuhlm.",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2012-05-08 09:26:00-03","MO","MOBOT","1040790","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"João Geraldo Kuhlmann","Kuhlmann 317","1930","9","5","South America","Brazil","Minas Gerais",NA,"Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-02-08 10:15:00-02","MO","MOBOT","1041460","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"H.L. Mello Barreto","Barreto 511Y","1936","1","3","South America","Brazil","Minas Gerais",NA,"Tombos, Patrimonio",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-03-23 11:29:00-03","MO","MOBOT","1043331","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Anonymous","Anonymous s.n.",NA,"7",NA,"South America","Brazil","Espírito Santo",NA,"Rio Doce.",NA,NA,NA,NA,NA,NA,"30.00000000",NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2015-02-25 22:33:00-03","MO","MOBOT","1047423","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"J. Evangelista Oliveira","Oliveira 351","1941","5","9","South America","Brazil","Minas Gerais",NA,"Faz. das Antilhas, Mpio. Tombos.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-02-23 09:07:00-03","MO","MOBOT","1047424","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","A. Gentry, 1972 (MO)","H.N. Whitford|Fernando Silveira","Whitford 59","1918","7","3","South America","Brazil","Espírito Santo",NA,"Rio Doce. Collantina.",NA,NA,NA,NA,NA,NA,"30.00000000",NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype"
"73","2008-05-27 22:02:00-03","MO","MOBOT","1047425","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","A. Gentry (MO)","D.A. Folli","Folli 137","1979","10","10","South America","Brazil","Espírito Santo",NA,"Res. Fl. Linhares, Estrada Santa Terezinha, km 0.455",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1047426","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Ricardo de Lemos Fróes","Fróes 33370","1957","8","28","South America","Brazil","Minas Gerais",NA,"Mpio. de Corohel Fabriciano.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1047427","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Ricardo de Lemos Fróes","Fróes 33377","1957","8","28","South America","Brazil","Minas Gerais",NA,"Regiao do Río Piracucaba, Mpio. de Corohel Fabriciano.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2012-05-08 09:26:00-03","MO","MOBOT","1047428","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"João Geraldo Kuhlmann","Kuhlmann 21","1928","7",NA,"South America","Brazil","Minas Gerais",NA,"Vargem Alegre Fazenda do Rochedo.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2011-02-22 15:13:00-03","MO","MOBOT","1047429","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"João Geraldo Kuhlmann","Kuhlmann 252","1929","9","25","South America","Brazil","Minas Gerais",NA,"Figueira-Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type"
"78","2012-05-08 09:26:00-03","MO","MOBOT","1047430","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","A. Gentry, 1974 (MO)","João Geraldo Kuhlmann","Kuhlmann 337pp","1934","5",NA,"South America","Brazil","Espírito Santo",NA,"Colatina, Estrada da Colonia a 64 km de Colatina",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","1047748","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"D.A. Folli","Folli 404","1982","11","9","South America","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Est. Pelada, km 0,247",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","1048253","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"D.A. Folli","Folli 537","1984","11","8","South America","Brazil","Espírito Santo",NA,"Linhares, Est. Aceibo Antionio Spelta. Km 383. lado direito.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-08 09:05:00-03","MO","MOBOT","1049199","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"G. Dalcolmo","Dalcolmo s.n.(MBML1247)","1954","2",NA,"South America","Brazil","Espírito Santo",NA,"Santa Teresa, Sao Joao de Petropolis.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1049312","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","A. Gentry (MO)","A. Dalcolmo","Dalcolmo s.n.(MBML004318)","1987","12","1","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Sâo Joâo de Petrópolis, propriedade de Sr. A. Dalcomo.",NA,NA,NA,NA,NA,NA,NA,NA,"(Record & Mell) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","1237",NA,"Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"A. Ruschi",NA,"1946",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis","-40.678056","-19.814167",NA,"Nome vulgar: Peroba, peroba amarela, peroba do campo.","MBML001237",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"40W40'41","19S48'51",NA,NA,NA
"84","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","1247",NA,"Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Al Gentry/1987","G. Dalcolmo",NA,"1954","02",NA,NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis","-40.678056","-19.814167",NA,"Peroba, peroba amarela, peroba de campo.","MBML001247",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"40W40'41","19S48'51",NA,NA,NA
"85","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","4312",NA,"Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"H. Q. Boudet Fernandes",NA,"1986","10","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010","MBML004312",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA
"86","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","4318",NA,"Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Al Gentry/1989","A. Dalcolmo",NA,"1987","12","01",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis","-40.678056","-19.814167",NA,"Árvore de +/- 12m, flor branca, heliófila, nome vulgar: peroba do campo, peroba amarela.","MBML004318","MBML004318",NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"40W40'41","19S48'51",NA,NA,NA
"87","2020-07-10 09:44:09-03","MBML","MBML-HERBARIO","12489",NA,"Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","M. Lopes/IV-2006","V. Demuner; et al","925","2000","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada de Santo Antônio a Santa Bárbara","-40.6002998352051","-19.9356002807617",NA,"Árvore 25m, DAP 90cm, fuste 4m, frutos de cor verde escuro. Nome vulgar: Peroba. Beira de estrada, ambiente seco e ensolarado.","MBML012489","MBML012489",NA,NA,"(Record) Kuhlm.",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-19 11:17:46-03","UFG","UFG","42594","S","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Ferreira, H.D.","Hashimoto, M.Y.; et al.","2750","2009","09","03",NA,"Brasil","Goiás","Santa Rita do Araguaia",NA,"-53.2175","-17.301944",NA,NA,"UFG0042594",NA,NA,NA,"Kuhlm.","2009",NA,NA,NA,NA,"09","19","-53.2175","-17.301944",NA,NA,NA
"89","2021-03-03 13:56:09-03","UFF","NIT","NITw160","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003119",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-03 13:56:09-03","UFF","NIT","NITw1019","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Espírito Santo",NA,NA,NA,NA,"Yale, n. 32.632.","NITw00002181",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-03 13:56:09-03","UFF","NIT","NITw1020","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"H.L. Mello Barreto",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,"Árvore ca. de 20 metros.","NITw00002180",NA,NA,NA,"(Record) Kuhlm.",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-03 13:56:09-03","UFF","NIT","NITw79","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","LPF",NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Amostra 50 cedida pelo LPF para avaliação","NITw00003118",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-03 13:56:09-03","UFF","NIT","NITw186","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003116",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-03 13:56:09-03","UFF","NIT","NITw1017","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,"1983","01","01",NA,"Brasil","Espírito Santo","Patrimônio de Santo Antônio",NA,NA,NA,NA,"A. de Mattos Filho","NITw00002183",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-03 13:56:09-03","UFF","NIT","NITw1018","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"P.C. Porto",NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Espírito Santo","Margens da Lagoa Juparanã e Rio sâo José.",NA,NA,NA,NA,"NITw00002182",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-03 13:56:09-03","UFF","NIT","NITw1016","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00002184",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-03 13:56:09-03","UFF","NIT","NITw598","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003115",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-03 13:56:09-03","UFF","NIT","NITw185","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003117",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-03 13:56:09-03","UFF","NIT","NITw695","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"NITw00003113",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-03 13:56:09-03","UFF","NIT","NITw613","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"C. Lesser",NA,"2014","10","22",NA,"Brasil","Rio de Janeiro","Niterói","Comunidade Vital Brasil.","-43.1035995483398","-22.88330078125",NA,"Amostra retirada do telhado (2.1) na Comunidade Vital Brasil - Christopher Lesser","NITw00003114",NA,NA,NA,"(Record) Kuhlm.",NA,"14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-03 13:56:09-03","UFF","NIT","NITw1021","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Cunha Mello",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia.","-43.2075004577637","-22.9027996063232",NA,NA,"NITw00002179",NA,NA,NA,"(Record) Kuhlm.",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-02-09 10:12:20-03","UENF","HUENF","7750","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Gaglianone, M.C.; et al.",NA,"2009","09","23",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","-41.090278","-21.296944",NA,NA,"HUENF00007754",NA,"61","61","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA
"103","2021-02-09 10:12:20-03","UENF","HUENF","6341","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Dan, M.L.; Souza, T.P.","1756","2008","10","17",NA,"Brasil","Rio de Janeiro","São José de Ubá","Mata do Emboque","-41.918056","-21.375556",NA,NA,"HUENF00006344",NA,"205","205","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º55'5''W","21º22'32''S",NA,NA,NA
"104","2021-02-09 10:12:20-03","UENF","HUENF","12278","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","H.B.M. Viana","H.B.M. Viana","234","2018","09","20",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Campus UENF. Área antrópica.","-41.291667","-21.762778",NA,"Árvore, aprox. 15m de alt. X 43 cm DAP. Tronco de coloração bege-amarelado, casca suberosa de sulcos verticais bem pronunciados. Coletada com frutos maduros em processo de descência, frutos de coloração castanho-marrom, semetes ala","HUENF00013098",NA,"12","12","(Record) Kuhlm.","2020",NA,NA,NA,NA,"11","12","41º17'30''W","21º45'46''S",NA,NA,NA
"105","2021-03-25 12:03:50-03","UENF","HUENF","169","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.",NA,"2010","03","25",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão. Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"CARP00010657",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"106","2021-03-25 12:03:50-03","UENF","HUENF","161","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Souza, T.P.","22","2010","03","09",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão. Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"Trilha","CARP00010649",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"107","2021-02-09 10:12:20-03","UENF","HUENF","2454","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","179","2007","03","23",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santana","-41.138333","-21.335833",NA,NA,"HUENF00002456",NA,"53","53","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º8'18''W","21º20'9''S",NA,NA,NA
"108","2021-02-09 10:12:20-03","UENF","HUENF","5588","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Souza, T.P.","22","2010","03","09",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"Trilha","HUENF00005591",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"109","2021-02-09 10:12:20-03","UENF","HUENF","12241","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","H.B.M. Viana","H.B.M. Viana; P. Marques, M.T. Nascimento, H.C. Lima, D.N.S. Machado","99","2019","07","17",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Santa Luzia (Mata do Mico). Floresta Estacional Semidecidual.","-41.2325","-21.341389",NA,"Árvore, aprox. 18m de alt. x 40cm de DAP. Fuste cilindrico, alcançando aprox. 10 m de alt. Casca suberosa de sulcos bem pronunciados e coloração bege-amarelada, apresentando frutos imaturos no ato da coleta. Encontrada a borda da m","HUENF00013076",NA,"93","93","(Record) Kuhlm.","2019",NA,NA,NA,NA,"07","17","41º13'57''W","21º20'29''S",NA,NA,NA
"110","2021-02-09 10:12:20-03","UENF","HUENF","5586","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Lins, B.","4","2006","05","19",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00005589",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"111","2021-02-09 10:12:20-03","UENF","HUENF","8951","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.",NA,"1995","07","27",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"Área desmatada ; +- 8m","HUENF00008955",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"112","2021-02-09 10:12:20-03","UENF","HUENF","2955","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Nascimento, M.T.","Gaglianone, M.C.; et al.",NA,"2004","10","13",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.066667","-21.4",NA,"Sp 36 / Mata de tabuleiro / arbóreo /preservada","HUENF00002957",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º4'W","21º24'S",NA,NA,NA
"113","2021-02-09 10:12:20-03","UENF","HUENF","2924","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba","Nascimento, M.T.","Gaglianone, M.C.; et al.",NA,"2004","10","06",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.066667","-21.4",NA,"Sp 36 / Mata de tabuleiro / arbóreo / desmatada","HUENF00002926",NA,NA,NA,"(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º4'W","21º24'S",NA,NA,NA
"114","2021-02-09 10:12:20-03","UENF","HUENF","5585","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.; Lins, B.","3","2006","05","19",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,NA,"HUENF00005588",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
"115","2021-02-09 10:12:20-03","UENF","HUENF","6578","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Paratecoma","peroba","Paratecoma peroba",NA,"Nascimento, M.T.",NA,"1995","07","26",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"tilha da peroba, arbusto de 2m de altura","HUENF00006581",NA,"39","39","(Record) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA
