"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","coordinatePrecision","geoFlag","typeStatus","order","continentOcean","individualCount","class"
"11","2020-10-14 10:06:50-03","FURB","FURB","44665","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Cordeiro, J; Felitto, G","2013","07","19","Felitto, G.; Roher, D.; Daniel, V.A. & Pereira, D.L.P.","569","2013","07","04","Brasil","Paraná","Tijucas do Sul","APA de Guaratuba.","-49.0755556","-25.7913889","-49.0755556","-25.7913889",NA,NA,"próximo ao rio Habitat: Floresta Ombrófila Mista Habito: arvoreta; Fruto verde;","FURB44830","FURB44830",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:06:50-03","FURB","FURB","45670","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Funez, L.A.","2014","12","18","Funez, L.A.","3131","2014","12","18","Brasil","Santa Catarina","Apiúna","Morro Dom Bosco.","-49.3669445","-27.0511111","-49.3669445","-27.0511111","451","451",NA,"FURB44832","FURB44832",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-11-08 08:56:42-03","FURB","FURB","49313","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Oliveira, AA de","2016","01","18","Oliveira, A.A. de","2893","2016","01","18","Brasil","Santa Catarina","Angelina","Arroio Fagundes.","-48.96","-27.4497222","-48.9600000","-27.4497222","434","434",NA,"FURB49313","FURB49313",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:06:50-03","FURB","FURB","51642","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Farias, D.M.","2016","10",NA,"Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","687","2016","09","09","Brasil","Santa Catarina","Otacílio Costa","Carrapato.","-49.86","-27.54","-49.8600000","-27.5400000","855","855","flores verdes Habitat: APP de rio em solo úmido Habito: Arvoreta","FURB51642","FURB51642",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-14 10:06:50-03","FURB","FURB","60508","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Kassner-Filho, A.","2018","08","18","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3319","2018","08","18","Brasil","Santa Catarina","Águas Mornas",NA,"-48.9608333","-27.7202778","-48.9608333","-27.7202778",NA,NA,"flor creme Habitat: borda do fragmento florestal Habito: arvoreta","FURB60508","FURB60508",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-08 08:56:42-03","FURB","FURB","60619","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Kassner-Filho, A.","2018","09","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3549","2018","09","28","Brasil","Santa Catarina","Brusque",NA,"-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","flor creme Habitat: interior da unidade amostral Habito: arvoreta","FURB60619","FURB60619",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-14 10:06:50-03","FURB","FURB","60707","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2018","08","07","Brotto, M.L.; Barboza, E.; Völtz, R.R.","2686","2018","07","24","Brasil","Santa Catarina","Joinville",NA,"-49.1055556","-26.1944444","-49.1055556","-26.1944444","770","770","flores brancas Habitat: Floresta ombrófila densa montana Habito: Árvore","FURB60707","FURB60707",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:06:50-03","FURB","FURB","9606","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Gasper, AL de","2011","08","23","Verdi, M.","915","2008","10","31","Brasil","Santa Catarina","Brusque","Rua Carlos Gamba s/n, bairro: Águas Claras.","-48.9019444","-27.1505556","-48.9019444","-27.1505556",NA,NA,"Área de implementação de Loteamento urbano","FURB44833","FURB44833",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:06:50-03","FURB","FURB","1734","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Gasper, AL de","2011","08","23","Chagas; Silva, F.",NA,"1992","06","18","Brasil","Paraná","Londrina","Floresta Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Espécie rara na área.","FURB03655","FURB03655",NA,"63728","auto",NA,NA,NA,NA,NA
"20","2020-10-14 10:06:50-03","FURB","FURB","18465","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Gasper, AL de","2011","08","23","Korte, A.; Kniess, A.","864","2009","10","11","Brasil","Santa Catarina","Apiúna","Salão.","-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,"Florística IFFSC ak6 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial; beira da estrada Habito: arbustiva;","FURB44834","FURB44834",NA,"24893","auto",NA,NA,NA,NA,NA
"21","2020-10-14 10:06:50-03","FURB","FURB","54934","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Farias, D.M.","2017","10","17","Avi, L.F.; Funez, L.A.","7","2017","09","13","Brasil","Santa Catarina","Blumenau","Proximo ao Cemitério da Igreja Luterana.","-49.0661010742188","-26.9193992614746",NA,NA,"41","41","Flor esverdeada Habitat: Borda de fragmento Habito: Arbustiva","FURB54934","FURB54934",NA,"34291","auto",NA,NA,NA,NA,NA
"22","2020-10-14 10:06:50-03","FURB","FURB","10148","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Funez, L.A.","2016","09","29","Dreveck, S.; Verdi, M. & Godoy, M.B.","127","2007","11","08","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Coleta extra IFFSC.","FURB44814","FURB44814",NA,"23090","auto",NA,NA,NA,NA,NA
"23","2021-03-16 17:51:54-03","UCS","HUCS","41904","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Gasper, A.L.","2011","08","23","Dreveck, S.","1199","2009","10","31","Brasil","Santa Catarina","São Francisco do Sul","Itapema","-48.6","-26.28","-48.6","-26.28","3","3","Joinvillea 14133.; FOD de terras baixas, arvoreta, entorno do fragmento",NA,NA,"Angiospermae",NA,NA,NA,"Ericales",NA,NA,NA
"24","2019-08-16 08:41:18-03","UTFPR","HCF","27315","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","M.L. Brotto","2017","08","29","M.L. Brotto","2495","2017","08","29","Brasil","PR","Bocaiúva do Sul","próximo à Colônia João XXIII","-48.826944","-25.033889","48°49'37 W","25°02'02 S","816","816","arvoreta com 4 m de altura, frutos imaturos. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-16 08:41:18-03","UTFPR","HCF","18836","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","M.L. Brotto","2014","08","04","M.L. Brotto","1616","2014","04","21","Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.4475","49°00'56 W","25°26'51 S","990","990","árvore de 3 m; flores brancas. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-16 08:41:18-03","UTFPR","HCF","19429","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","J. Cordeiro","2017",NA,NA,"M.G. Caxambu","7308","2016","03","24","Brasil","PR","Matelândia","Parque Nacional do Iguaçu - Estrada de","-53.903472","-25.4205","53°54'12,5 W","25°25'13,8 S","293","293","arvoreta ca. 4 m, semi-ciófila. Flores alvo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-16 08:41:18-03","UTFPR","HCF","20199","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","J. Cordeiro & G. Felitto","2013","07","19","G. Felitto","569","2013","07","04","Brasil","PR","Tijucas do Sul","APA de Guaratuba","-49.075556","-25.791389","49°04'32 W","25°47'29 S",NA,NA,"arvoreta, 3 m; frutos imaturos verdes. Floresta Ombrófila Mista, próximo ao rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:41:18-03","UTFPR","HCF","18263","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","E. Barboza","2013","11","21","J.M. Silva","8466","2013","10","15","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.553889","-25.589167","48°33'14 W","25°35'21 S","17","17","arbusto de 2 m com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:41:18-03","UTFPR","HCF","13459","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","R.S. Vieira","2014","06","11","Y.S. Kuniyoshi","5943","1997","01","24","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"árvore 4 m, com frutos imaturos verdes.",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"30","2021-02-11 16:53:29-03","UFSM","SMDB","19372","S","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Barboza, E","2013","11","21","Silva, JM; Bonaldi, RA; Roher, DA","8466","2013","10","15","Brasil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.553889","-25.589167","-48.553889","-25.589167",NA,NA,"Arbusto de 2m com frutos verdes. Floresta Ombrófila Densa das Terras Baixas","SMDB019372",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:46:10-03","MBM","MBM","384915","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Cordeiro, J.; Felitto, G.","2013","07","19","Felitto, G.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.; Roher, D.; Daniel, V.A.; Pereira, D.L.P.","569","2013","07","04","Brazil","Paraná","Tijucas do Sul","APA de Guaratuba","-49.075433","-25.791261","-49.075433","-25.791261",NA,NA,"Arvoreta 3m; frutos imaturos verdes.; Floresta Ombrófila Mista, próximo ao rio.","MBM384915","MBM384915",NA,NA,NA,NA,NA,"Southern America",NA,NA
"32","2020-12-21 16:46:10-03","MBM","MBM","386224","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Barboza, E.","2013","11","21","Silva, J.M.; Bonaldi, R.A.; Roher, D.A.; Bonaldi, R.A.; Roher, D.A.","8466","2013","10","15","Brazil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.553911","-25.5891","-48.553911","-25.5891","17","17","Arbusto de 2m com frutos verdes.; Floresta Ombrófila Densa das Terras Baixas.","MBM386224","MBM386224",NA,NA,NA,NA,NA,"Southern America",NA,NA
"33","2020-12-21 16:46:10-03","MBM","MBM","390421","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2014","07","28","Silva, J.M.; Motta, J.T.; Barboza, E.; Motta, J.T.; Barboza, E.","8556","2014","05","20","Brazil","Paraná","São José dos Pinhais","Estrada entre Colônia Castelhanos e usina de Chaminé","-48.981667","-25.774722","-48.981667","-25.774722","755","755","Arbusto de 3m. flores cremes.; Floresta Ombrófila Densa.","MBM390421","MBM390421",NA,NA,NA,NA,NA,"Southern America",NA,NA
"34","2020-12-21 16:46:10-03","MBM","MBM","391655","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Gasper, A.L.","2011","08","23","Dreveck, S.; Carneiro, F.E.; Carneiro, F.E.","1199","2009","10","31","Brazil","Santa Catarina","São Francisco do Sul","Itapema","-48.6","-26.28","-48.6","-26.28","3","3","Arbusto; 3m de altura.; Floresta Ombrófila Densa de Terras Baixas; entorno do fragmento.","MBM391655","MBM391655",NA,NA,NA,NA,NA,"Southern America",NA,NA
"35","2020-12-21 16:46:10-03","MBM","MBM","392176","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2014","09","09","Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1781","2014","08","28","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, estrada","-48.695139","-24.852778","-48.695139","-24.852778","883","883","Árvore de 4m; frutos imaturos verdes.; Floresta Ombrófila Densa Montana, vegetação secundária.","MBM392176","MBM392176",NA,NA,NA,NA,NA,"Southern America",NA,NA
"36","2020-12-21 16:46:10-03","MBM","MBM","406311","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Ferreira, P.C.","2016","08","13","Ferreira, P.C.; Ariati, V.; Abreu, I.; Paula, J.G. de; Ariati, V.; Abreu, I.; Paula, J.G. de","186","2016","08","12","Brazil","Paraná","Cerro Azul","Estrada para Tunas","-49.257703","-24.889217","-49.257703","-24.889217","500","500","Árvore, 4m de altura; flores alvas esverdeadas com estames amarelos.; Ecótone de Floresta Estacional Semidecidual e Floresta Ombrófila Mista; na margem da estrada.","MBM406311","MBM406311",NA,NA,NA,NA,NA,"Southern America",NA,NA
"37","2020-12-21 16:46:10-03","MBM","MBM","409842","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2017","08","29","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2495","2017","08","29","Brazil","Paraná","Bocaiúva do Sul","próximo à Colônia João XXIII","-48.826944","-25.033889","-48.826944","-25.033889","816","816","Arvoreta com 4 metros de altura; frutos imaturos.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409842","MBM409842",NA,NA,NA,NA,NA,"Southern America",NA,NA
"38","2020-12-21 16:46:10-03","MBM","MBM","409867","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2017","09","18","Brotto, M.L.","2520","2017","09","18","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.4475","-49.015556","-25.4475","990","990","Arbusto com 1,8 metros de altura; frutos verde-claros.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409867","MBM409867",NA,NA,NA,NA,NA,"Southern America",NA,NA
"39","2020-12-21 16:46:10-03","MBM","MBM","413850","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha","Brotto, M.L.","2018","08","07","Brotto, M.L.; Barboza, E.; Völtz, R.R.; Barboza, E.; Völtz, R.R.","2686","2018","07","24","Brazil","Santa Catarina","Joinville","trilha para a cachoeira do Cubatão","-49.105556","-26.194444","-49.105556","-26.194444","770","770","Árvore com 4 m de altura; flores brancas.; Floresta Ombrófila Densa Montana.","MBM413850","MBM413850",NA,NA,NA,NA,NA,"Southern America",NA,NA
"40","2020-12-21 16:46:10-03","MBM","MBM","6423","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Hatschbach, G.","16722","1967","07","23","Brazil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.913778","-25.810778","-48.913778","-25.810778","10","10","Arvoreta 5m, flor creme esverdeada. Mata pluvial de planície litorânea.; Arvoreta 5m, flor creme-esverdeada.; Mata pluvial da planície litorânea.","MBM006423","MBM006423",NA,NA,NA,"PARATYPE",NA,"Southern America",NA,NA
"41","2020-12-21 16:46:10-03","MBM","MBM","6424","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Hatschbach, G.","16720","1967","07","23","Brazil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.913778","-25.810778","-48.913778","-25.810778","10","10","Arvoreta 4m, flor creme esverdeada. Mata pluvial, planície litorânea; Arvoreta 4m, flor creme-esverdeada.; Mata pluvial da planície litorânea.","MBM006424","MBM006424",NA,NA,NA,"PARATYPE",NA,"Southern America",NA,NA
"42","2020-12-21 16:46:10-03","MBM","MBM","110723","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Paciornik, E.F.","235","1986","03","21","Brazil","Paraná","Campo Largo","Rio do Cerne","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Arbusto 2,5m, frutos maduros pretos.; Interior da mata.","MBM110723","MBM110723",NA,"53742","auto","PARATYPE",NA,"Southern America",NA,NA
"43","2020-12-21 16:46:10-03","MBM","MBM","23452","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Hatschbach, G.","1462","1949","09","18","Brazil","Paraná","Campo Largo","Serra São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Arbusto 1m, flor verde, da mata; Arbusto 1,5m, flor verde.; Mata.","MBM023452","MBM023452",NA,"53742","auto","PARATYPE",NA,"Southern America",NA,NA
"44","2020-12-21 16:46:10-03","MBM","MBM","283469","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Barboza, E.","704","2002","08","10","Brazil","Paraná","Doutor Ulysses","Rio Turvo","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"Arbusto 2,50m, flor alvacenta.; Beira do rio.","MBM283469","MBM283469",NA,"32237","auto","PARATYPE",NA,"Southern America",NA,NA
"45","2020-12-21 16:46:10-03","MBM","MBM","23490","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Hatschbach, G.","29290","1972","03","09","Brazil","Paraná","Guaratuba","Rio Tupitinga","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto 3m, fruto maduro preto.; Mata pluvial da planície litorânea.","MBM023490","MBM023490",NA,"41937","auto","PARATYPE",NA,"Southern America",NA,NA
"46","2020-12-21 16:46:10-03","MBM","MBM","182900","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Ziller, S.R.; Maschio, W.; Maschio, W.","755","1995","04","27","Brazil","Paraná","Paranaguá","Área do Banestado. Estrada para Praia de Leste","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Formações Pioneiras de Influência Marinha. Restinga.","MBM182900","MBM182900",NA,"24916","auto","PARATYPE",NA,"Southern America",NA,NA
"47","2020-12-21 16:46:10-03","MBM","MBM","352221","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Cervi, A.C.; Silva, J.M.; Campos, A.R.; Silva, J.M.; Campos, A.R.","9053","2007","10","02","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arvoreta 4m, flor verde, quando maduro roxo.","MBM352221","MBM352221",NA,"24916","auto","PARATYPE",NA,"Southern America",NA,NA
"48","2020-12-21 16:46:10-03","MBM","MBM","251005","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Barddal, M.L.; Nogueira, A.; Kuniyoshi, Y.S.; Nogueira, A.; Kuniyoshi, Y.S.","14","1997","08","27","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore 4m, botões e frutos maduros.; Floresta Ombrófila Densa de Terras Baixas, em bordadura de floresta de planície.","MBM251005","MBM251005",NA,"24916","auto","PARATYPE",NA,"Southern America",NA,NA
"49","2020-12-21 16:46:10-03","MBM","MBM","320760","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Cordeiro, J.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.","2342","2006","08","31","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arvoreta 4m.; Interior da floresta litorânea.","MBM320760","MBM320760",NA,"24916","auto","PARATYPE",NA,"Southern America",NA,NA
"50","2020-12-21 16:46:10-03","MBM","MBM","332351","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pustulosa","Symplocos pustulosa","Aranha",NA,NA,NA,NA,"Vieira, F.C.S.","967","2005","04","15","Brazil","Santa Catarina","Garuva","Monte Crista","-48.8549995422363","-26.0266990661621",NA,NA,"15","15","Árvore com 3 m de alutra, fruto roxo.; Floresta Ombrófila Densa das Terras Baixas.","MBM332351","MBM332351",NA,"22441","auto","PARATYPE",NA,"Southern America",NA,NA
