"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"49","2020-12-21 16:43:55-03","MBM","MBM","58860","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","Muell. Arg.","Zappi, D.","Sakane, M.; et al.; et al.","6558","1977","10","22","Southern America","Brazil","São Paulo","São Paulo","Instituto de Botânica de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM058860","MBM058860",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"50","2015-09-04 18:20:52-03","MNHN","RECOLNAT_MNHN_P","P05458674","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Bruniera","Almeida-Scabbia, R.J.|Dias, R.|Indiunas, A.|Evangelista, E.",NA,"2007","12","13",NA,"Brasil","São Paulo","Santo André","Sub prefeitura de Paranapiacaba e Parque Andreense, Rua Pombo Correio.","-46.43972","-23.77917",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05458674' target='other'> <mi>dwc_moreinfo</mi></a>","P05458674","P05458674_01",NA,NA,NA,NA,NA,NA,NA,NA,"5217",NA,NA
"51","2020-12-11 11:41:06-03","UFMG","BHCB","88459","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Stehmann, JR; Faria, FS","3714","2004","05","25","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Serra do Caraça., Trilha para o Campo de Fora.","-43.514825","-20.113369","1420","1420",NA,"Plantas do Brasil. Floresta Estacional Semidecidual secundária.; Arbustivo, ca. 3m. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.514825","-20.113369",NA,NA,NA
"52","2020-12-11 11:41:06-03","UFMG","BHCB","52893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Ribas, OS; et al.","s.n.",NA,NA,NA,"Southern America","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:41:06-03","UFMG","BHCB","89502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Alves, TMA; Sobral, M","232","2003","10","28","Southern America","Brasil","Minas Gerais","Catas Altas","Reserva Particular Santuário do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Plantas do Brasil.","BHCB052902",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:41:06-03","UFMG","BHCB","92553","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Mota, RC da","2674","2004","11","15","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em mata ciliar; árvore; inflorescência verde.; Arbóreo. Inflorescência verde.; Mata ciliar.",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:41:06-03","UFMG","BHCB","92767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Mota, RC da; Faria, FS; Viana, PL","2888","2005","04","18","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Próximo à Fazenda Engenho.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Plantas do Brasil.; Arbóreo. Corola branca.; Mata ciliar entre pedras.",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:36-03","UFPR","UPCB","89854","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Cordeiro, J. & Völtz, R.R.","Völtz, R.R. et al.","1103","2016","11","11",NA,"Brasil","Paraná","Piraquara","Serra do Marumbi, trilha para o morro do Canal","-48.836111","-25.514444","1185","1185",NA,"Arvoreta 3 m alt.; casca externa suberosa, fissurada, fissuras descontínuas formando alvéolos; flores com pétalas alvas; vegetação secundária herbáceo-arbustica de encosta..","UPCB0028982","UPCB0028982","2016","12",NA,NA,NA,NA,"-48.836111","-25.514444",NA,NA,NA
"57","2021-02-11 17:21:36-03","UFPR","UPCB","56099","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Reginato, M.","Reginato, M.","637","2005","11","12",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, Represa do Carvalhinho","-48.983333","-25.483333","1100","1100",NA,"Árvore 8m, flor alva. FOM/FODM..",NA,NA,"2005","01",NA,NA,NA,"01","-48.983333","-25.483333",NA,NA,NA
"58","2021-02-11 17:21:36-03","UFPR","UPCB","89786","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","Lombardi, J.","Vermelho (Araújo, D. et al.)","16","2012","10","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos - Trilha Suspensa, S22","-43","-22.45","1146","1146",NA,"Prensado em álcool. Amostra em sílica. Árvore. Cálice e corola brancos..","UPCB0029115","UPCB0029115","2012",NA,NA,NA,NA,NA,"-43.000000","-22.450000",NA,NA,NA
"59","2020-07-26 09:07:00-03","MO","MOBOT","2478257","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"Gert G. Hatschbach","Hatschbach 15269","1966","9",NA,"South America","Brazil","Paraná","Campina Grande do Sul","Morro Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,"1",NA
"60","2015-05-21 11:15:00-03","MO","MOBOT","1792014","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","C.M. Taylor, 2002 (MO)","Gerrit Davidse","Davidse 10513","1976","2","21","South America","Brazil","São Paulo","São Paulo","Grounds of the Instituto Botânico.","-46.6166667","-23.6333333","860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1101","1",NA
"61","2015-01-24 13:11:00-02","MO","MOBOT","3235935","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","D.Zappi, XII-","Fábio de Barros","Barros 1937","1990",NA,NA,"South America","Brazil","São Paulo",NA,"São Paulo, reserva Biologica do Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-12-04 19:15:00-02","MO","MOBOT","3236222","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","G. Hatschbach","J. Cordeiro|C.B. Poliquesi","Cordeiro 917","1992",NA,NA,"South America","Brazil","Santa Catarina",NA,"serra do Iquerrim (mun. Campo Alegre)",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","3237169","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","D.Zappi","Jan C. Lindeman","Lindeman 16223","1967",NA,NA,"South America","Brazil","Paraná",NA,"Serra do Mar, above old road Curitiba-Morretes, near Upper Rio do Corvo in scrub",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","3237305","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","G. Hatschbach","J.M. Silva","Silva 612","1989","1","31","South America","Brazil","Paraná",NA,"Morro Sete (mun. Quatro Barras)",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-08-15 20:33:00-03","MO","MOBOT","3237383","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","D.Zappi","Grady L. Webster","Webster 25421","1984","10","15","South America","Brazil","São Paulo",NA,"Mun. Jundiai: Serra do Japi, montane thickets on upper ridges","-46.86666","-23.18333","1050.00000000","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2012-04-13 09:36:00-03","MO","MOBOT","3238624","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","G. Hatschback","R. Kummrow","Kummrow 3365","1994",NA,NA,"South America","Brazil","Paraná",NA,"Serra do Aracatuba (mun Guaratuba)",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2018-09-12 14:48:32-03","UNIOESTE","UNOP","882","S","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","Delprete, P.G.","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8377","2011","04","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa.","-42.995297","-22.425556","1190","1190",NA,"Mata Atlântica. Árvore ca. 6 m, inflorescências verdes, flores brancas.",NA,NA,"2012","04",NA,NA,NA,NA,"-42.995297","-22.425556",NA,NA,NA
"68","2019-09-27 09:50:54-03","UNIOESTE","UNOP","791","S","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.","Delprete, P.G.","Lombardi, J.A.; Taxonomia de Campo 2011.; Taxonomia de Campo 2011.","8145","2011","04","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, estrada da barragem caminho sede-trilha do Cartão Postal e Trilha do Cartão Postal.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Mata Altlântica. Arbusto ca. 2,5 m, flores brancas, frutos imaturos verdes.",NA,NA,"2012","04","38539","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-08-31 08:58:00-03","INPA","INPA","136146","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Ziogrid","Rosa, NA","3774","1980","11","16","Southern America","Brasil","São Paulo",NA,"Reserva do Instituto de Botânica de São Paulo. Capoeira de terra firme.",NA,NA,NA,NA,NA,NA,"INPA0136146","INPA0136146 INPA0136146_1 INPA0136146_1e INPA0136146_e","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-31 08:58:00-03","INPA","INPA","200737","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Kirkbride Junior, JH; Kirkbride Junior, JH","Ribas, OS","13","1988","11","23","Southern America","Brasil","Paraná","Quatro Barras","Morro Mãe Catira.","-49.0769004821777","-25.3656005859375","1000","1000",NA,NA,"INPA0200737","INPA0200737 INPA0200737_e","1990",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-25 10:12:24-03","CVRD","CVRD","16320","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Mull. Arg.","M.F.O. Silveira","Devecchi, M. F.","98","2011","04","20","América do Sul","BRASIL","ES","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,"Frutos amarelos. <ll>dwc_commonname:</ll> Ixora preta","CVRD016320",NA,"2011","04","33715","auto","Magnoliopsida","20","40,13143 W","18,98921 S",NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US","3075538","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"P. Occhioni","990","1947","3","24","South America","Brazil","Rio de Janeiro",NA,"Est. do Rio, Parque Nac. de Italiana",NA,NA,NA,NA,NA,NA,"US02742811","US02742811_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","3428893","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"O. S. Ribas & J. M. Silva","3241","2001","2","11","South America","Brazil","Santa Catarina",NA,"Serra Quiriri (Mun. Campo Alegre), margem do Rio Negro",NA,NA,NA,NA,NA,NA,"US02742804","US02742804_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","2580060","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"F. C. Hoehne","26663","1931","11","11","South America - Neotropics","Brazil","São Paulo",NA,"Sao Paulo, nativa no Parque do Estado",NA,NA,NA,NA,NA,NA,"US02742813","US02742813_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2445071","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"-- Reitz & Klein, --","10318","1960","11","4","South America","Brazil","Santa Catarina",NA,"Morro do Campo Alegre, Sao Francisco do Sul",NA,NA,"1300",NA,NA,NA,"US02742810","US02742810_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","3580678","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"G. Davidse","10513","1976","2","21","South America - Neotropics","Brazil","São Paulo",NA,"Grounds of the Instituto Botanico",NA,NA,"860",NA,NA,NA,"US02742806","US02742806_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","2563746","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"G. Hatschbach","15269","1966","3","23","South America","Brazil","Paraná",NA,"Mun. Campina Gde. do Sul, Caminho ao Morro Cerro Verde",NA,NA,"1200",NA,NA,NA,"US02742809","US02742809_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1593864","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"B. Lutz","758","1932","1",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Serra da Bocaina, S. Paulo, base of Boa Vista mountain",NA,NA,NA,NA,NA,NA,"US02742812","US02742812_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","3217100","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"O. S. Ribas & J. M. Silva","13","1988","11","23","South America","Brazil","Paraná",NA,"Morro Mae Catira (Mun. Quatro Barras)",NA,NA,"1000",NA,NA,NA,"US02742805","US02742805_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2783640","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","30586","1971","1","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, ca 55 km E of Belo Horizonte, road (BR-31) to Antonio dos Santos",NA,NA,"1550",NA,NA,NA,"US02742807","US02742807_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2564423","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll. Arg.",NA,"G. Hatschbach","16223","1967","3","30","South America","Brazil","Paraná",NA,"Mun. Quatro Barras, Encosta Morro Mae Catira",NA,NA,"1100",NA,NA,NA,"US02742808","US02742808_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"82","2020-09-02 16:39:08-03","Cenargen","CEN","19290","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","J. R. Mattos","A. Rodrigues",NA,"1968","12","12",NA,"Brasil","SP","SAO PAULO","Serra da Cantareira, região do Pinheirinho.","-46.6300010681152","-23.5400009155273",NA,NA,"Exsicatas","Doação do Ex. Herbário D. Pickel. Instituto Florestal - São Paulo.","CEN00019290","CEN00019290",NA,NA,"53584","auto",NA,NA,NA,NA,NA,"1",NA
"83","2020-10-15 09:54:03-03","UFPR","EFC","15295","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Cordeiro, J.; Völtz, R.R.","Völtz, R.R.; et al.","1103","2016","11","11",NA,"Brasil","Paraná","Piraquara","Serra do Marumbi, trilha para o morro do Canal","-48.9861","-25.5145","1185","1185",NA,"Arvoreta 3 m alt.; casca externa suberosa, fissurada, fissuras descontínuas formando alvéolos; flores com pétalas alvas; vegetação secundária herbáceo-arbustica de encosta. __COMMOM_NAME__: Cafezinho-do-mato","EFC015295",NA,"2016","12",NA,NA,NA,"20","-48.9861","-25.5145",NA,NA,NA
"84","2019-12-09 17:30:52-03","UFPR","EFC","1919","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Hatschbach, G.","Roderjan, C.V.; Botelho, J.E.A.","804","1989","11","27",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","1200","1200",NA,"Árvore remanescente de floresta atlântica, 1200m s.n.m. Casca macrofissurada. D.A.P. 50cm.","EFC001919",NA,"1990","03",NA,NA,NA,"27","-49.0036","-25.3887",NA,NA,NA
"85","2019-12-09 17:30:52-03","UFPR","EFC","1939","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Roderjan, C.V.","816","1989","12","05",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,"Árvore 5m, remanescente de vegetação altomontana da floresta atlântica. 1200m s.n.m.. Ritidoma macrofissurado.","EFC001939",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 18:29:38-03","USP","SPF","211826","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Zappi, DC","Ceccantini, GCT; Locosselli, GM; Balboni, BM; Martinelli, VF","3224","2007",NA,NA,NA,"Brasil","São Paulo","Mauá","Topo de Serra. 100 m do braço da represa Billings. Fundo de vale. Resgate do Rodoanel Lote 1.","-46.489917","-23.743611",NA,NA,NA,"Árvore suberosa, ca. 8 m alt. Suber grosso e macio, flores em botão, amarelo claro. Coleta a 1 m do solo.","SPF00211826","SPF00211826","2016",NA,NA,NA,NA,NA,"-46.489917","-23.743611",NA,NA,NA
"87","2019-11-13 11:30:32-03","USP","SPF","141253","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Kirkbride, JH","Ribas, OS","13","1988","11","23",NA,"Brasil","Paraná","Quatro Barras","Morro Mãe Catira.","-49.0769004821777","-25.3656005859375","1000","1000",NA,NA,"SPF00141253",NA,"1990",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:30:32-03","USP","SPF","112496","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Hatschbach, G","Ribas, OS","1004","1996","01","17",NA,"Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"SPF00112496",NA,"1996",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:30:32-03","USP","SPF","82035","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Hoehne, FC","Hoehne, FC","s.n.","1931","11","11",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00082035",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-25 13:53:33-03","UNIVILLE","JOI","18150","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.","Vieira, F.C.S.","Vieira, F.C.S.","2908","2018","12","03",NA,"Brasil","Santa Catarina","Joinville","Alto Cubatão, sítio Surucuá.","-49.127778","-26.117222","880","880",NA,"Flor Branca Habitat: Floresta Ombrófila Mista Habito: Arbusto","JOI018150",NA,"2019","01",NA,NA,NA,"15","49º7'40''W","26º7'2''S",NA,NA,NA
"91","2019-10-07 09:14:54-03","UEFS","HUEFS","44200","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides","(Cham.) Müll.Arg.",NA,"Ribas, O.S.","13","1998","11","23",NA,"Brasil","Paraná","Quatro Barras","Morro Mãe Catira.","-49.0769004821777","-25.3656005859375","1000","1000",NA,"Mata pluvial, encosta do morro.","HUEFS0044200","HUEFS0044200",NA,NA,"17116","auto","Asteranae",NA,NA,NA,NA,NA,NA
"92","2019-01-23 11:12:08-02","F","FMNH-SEEDPLANTS","V0068804F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Coffea","gardenioides","Coffea gardenioides",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0068804F","V0068804F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype"
"93","2019-01-23 11:29:56-02","F","FMNH-SEEDPLANTS","V0077883F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Coffea","gardenioides","Coffea gardenioides",NA,NA,"F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0077883F","V0077883F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Isotype"
"94","2015-04-09 13:27:40-03","F","FMNH-SEEDPLANTS","V0293597F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293597F","V0293597F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"95","2019-09-04 18:47:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"96","2018-05-14 17:25:53-03","F","FMNH-SEEDPLANTS","V0293591F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,"RRC ID Flag","G. G. Hatschbach","15269","1966","11","23","South America","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,NA,NA,"V0293591F","V0293591F_01 V0293591F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"15269",NA,NA
"97","2015-04-09 13:27:38-03","F","FMNH-SEEDPLANTS","V0293592F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293592F","V0293592F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"98","2015-04-09 13:27:38-03","F","FMNH-SEEDPLANTS","V0293593F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293593F","V0293593F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"99","2015-04-09 13:27:39-03","F","FMNH-SEEDPLANTS","V0293594F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293594F","V0293594F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"100","2015-04-09 13:27:39-03","F","FMNH-SEEDPLANTS","V0293595F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293595F","V0293595F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"101","2015-04-09 13:27:39-03","F","FMNH-SEEDPLANTS","V0293596F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","gardenioides","Rudgea gardenioides",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0293596F","V0293596F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
