"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"189","2019-02-15 11:37:34-02","IPA","IPA","3354","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Pickel, B.","1931","10","30","Southern America","Brasil",NA,NA,NA,"IPA0003354","2914","Plantae",NA,"(Retz.) Link","Alves, M.","Pernambuco","Tapera, córrego úmido no canavial.","-35.0182991027832","-8.00222015380859",NA,"São Lourenço da Mata",NA,NA,"21764","auto","1995","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-02-15 11:37:34-02","IPA","IPA","27336","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Harley, R.M.","1977","03","04","Southern America","Brasil",NA,NA,"Stems green, flattened, glumes brown.; Vegetation open scrub to closed low woodland in the drier areas.","IPA0027336","19391","Plantae",NA,"(Retz.) Link","Koyana, T.","Bahia","19,5 km SE of the town of Morro do Chapéu on the BA052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock with waterfall.","-41.033333","-11.633333",NA,"Morro do Chapéu","900","900",NA,NA,"1978",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-02-15 11:37:34-02","IPA","IPA","27417","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Harley, R.M.","1974","01","19","Southern America","Brasil",NA,NA,"Woodland, now dry, and dry cerrado/carrasco woodland on slopes of surrounding quartzitic hills.","IPA0027417","15284","Plantae",NA,"(Retz.) Link","Mayo, S.","Bahia","Serra do Rio de Contas, 10 km N of town of Rio de Contas on road to Mato Grosso.","-41.833333","-13.466667",NA,NA,"1000","1000",NA,NA,"1978","07",NA,"-41.833333","-13.466667",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-02-15 11:37:34-02","IPA","IPA","27451","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Harley, R.M.","1974","03","07","Southern America","Brasil",NA,NA,"Tufted herb to ca. 1m, often smaller. Spikelets dull brown. This plant growing in damp soil.; Disturbed woodland, secondary vegetation by cultivation, and marsh by small stream.","IPA0027451","16934","Plantae",NA,"(Retz.) Link","Mayo, S.","Bahia","Serra do Curral Feio, 18 km North West of Lagoinha (which is 5,5 km SW of Delfino) on side road to Minas do Mimoso.","-41.333333","-10.333333",NA,NA,"950","950",NA,NA,"1978",NA,NA,"-41.333333","-10.333333",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-02-15 11:37:34-02","IPA","IPA","27452","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Harley, R.M.","1974","02","01","Southern America","Brasil",NA,NA,"Lakeside marsh with standing water, and disturbed vegetation near cultivation.","IPA0027452","15811","Plantae",NA,"(Retz.) Link","Mayo, S.","Bahia","Serra do Sincorá, Lagoa Encantada, 19 km NE of Ibicoara near Brejão.","-41.216667","-13.333333",NA,NA,"1000","1000",NA,NA,"1978","07",NA,"-41.216667","-13.333333",NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-02-15 11:37:34-02","IPA","IPA","27964","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Harley, R.M.","1977","03","01","Southern America","Brasil",NA,NA,"This plant growing in wet sedge marsh. Leaves equitant, dull green, stem flattened, margins scabrous towards apex. Glumes brown with scarious margins.; Vegetation open scrub to closed woodland in the drier areas.","IPA0027964","19216","Plantae",NA,"(Retz.) Link","Mayo, S.","Bahia","19,5 km SE of Morro do Chapéu on the BA 052 road to Mundo Novo by the Rio Ferro Doido, with water-worn, horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall.","-41.033333","-11.633333",NA,"Morro do Chapéu","900","900",NA,NA,"1978",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-02-15 11:37:34-02","IPA","IPA","6209","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Pickel, B.","1931","10","27","Southern America","Brasil",NA,NA,NA,"IPA0006209","2836","Plantae",NA,"(Retz.) Link","Alves, M.","Pernambuco","Tapera, São Bento, várzea seca no cercado.","-35.0182991027832","-8.00222015380859",NA,"São Lourenço da Mata",NA,NA,"21764","auto","1995","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-08-27 13:25:34-03","IAP","PACA-AGP","55074","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1954","02","24",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: fruto","PACA055074",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H.N. Ronchi","RS","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"Caxias do Sul",NA,NA,"49662","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"197","2019-08-27 13:25:34-03","IAP","PACA-AGP","60598","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Camargo, O. R.","1957","05","07",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA060598","1390","Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS",NA,"-51.3478012084961","-29.2250003814697",NA,"Farroupilha",NA,NA,"19545","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"198","2019-08-27 13:25:34-03","IAP","PACA-AGP","39855","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1949","01","12",NA,"Brasil",NA,NA,"Habitat: In subpaludosis dumetosis. Fenofase: flor e fruto","PACA039855",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS","Ad montem Ferrabraz.","-51.1305999755859","-29.6783008575439",NA,"Novo Hamburgo",NA,NA,"20722","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"199","2019-08-27 13:25:34-03","IAP","PACA-AGP","46149","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1950","03","06",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor e fruto","PACA046149",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,"Osório",NA,NA,"27350","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"200","2019-08-27 13:25:34-03","IAP","PACA-AGP","39556","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1949","01","05",NA,"Brasil",NA,NA,"Habitat: In arenosis humidis. Fenofase: flor e fruto","PACA039556",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS","Cristal","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"29946","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"201","2019-08-27 13:25:34-03","IAP","PACA-AGP","38930","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1948","12","18",NA,"Brasil",NA,NA,"Habitat: In arenosis humidis. Fenofase: flor e fruto","PACA038930",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Itapoan - Chácara Weber","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"29946","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"202","2019-08-27 13:25:34-03","IAP","PACA-AGP","26075","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1945","01",NA,NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA026075",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,"Quaraí",NA,NA,"74636","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"203","2019-08-27 13:25:34-03","IAP","PACA-AGP","59301","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Camargo, O. R.","1956","03","10",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: fruto","PACA059301","9","Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Santa Maria",NA,NA,"37819","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"204","2019-08-27 13:25:34-03","IAP","PACA-AGP","39068","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1948","12","20",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA039068",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Ad montem Steinkopf.","-51.1472015380859","-29.7602996826172",NA,"São Leopoldo",NA,NA,"10287","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"205","2019-08-27 13:25:34-03","IAP","PACA-AGP","45921","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1950","02","21",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor e fruto","PACA045921",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,"Torres",NA,NA,"20837","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"206","2019-08-27 13:25:34-03","IAP","PACA-AGP","9856","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1942","01","29",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA009856",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS",NA,"-53.8358001708984","-29.0806007385254",NA,"Tupanciretã",NA,NA,"59498","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"207","2019-08-27 13:25:34-03","IAP","PACA-AGP","28839","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","J.A. Rohr SJ","1945","02","25",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor e fruto","PACA028839",NA,"Magnoliophyta","Cyperales","(Retz.) Link","Emrich-Rambo","SC","Trindade","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,"27000","auto","1954","07","25",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"208","2019-08-27 13:25:34-03","IAP","PACA-AGP","58069","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata",NA,"1954","03","18",NA,"Brasil",NA,NA,"HBR 8034. Habitat: In humidis. Fenofase: fruto","PACA058069",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","SC","Caixa da Agua","-48.6618995666504","-26.9078006744385",NA,"Itajaí",NA,NA,"27253","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"209","2019-08-27 13:25:34-03","IAP","PACA-AGP","66416","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","W. D. Clayton","1964","02","17",NA,"Brasil",NA,NA,"Habitat: Cut over patch in restinga near sea.","PACA066416","4734","Magnoliophyta","Cyperales","(Retz.) Link","A.P. Prata","SP","1 Km NE of city along east shore of island.","-47.9199981689453","-25.0100002288818",NA,"Cananéia",NA,NA,"37574","auto","2000","10",NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"210","2019-08-27 13:25:34-03","IAP","PACA-AGP","66406","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","W. D. Clayton","1965","01","28",NA,"Brasil",NA,NA,NA,"PACA066406","4392","Magnoliophyta","Cyperales","(Retz.) Link","A. P. Prata","RS",NA,"-51.4611015319824","-29.6886005401611",NA,"Montenegro",NA,NA,"21601","auto","2000","10",NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"211","2019-08-27 13:25:34-03","IAP","PACA-AGP","44560","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1949","11","24",NA,"Brasil",NA,NA,"Habitat: Ad lacum in arenosis. Fenofase: flor e fruto","PACA044560",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS",NA,"-50.2696990966797","-29.8866996765137",NA,"Osório",NA,NA,"27350","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"212","2019-08-27 13:25:34-03","IAP","PACA-AGP","44724","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1949","12","14",NA,"Brasil",NA,NA,"Habitat: In arenosis humidis. Fenofase: flor e fruto","PACA044724",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Lagoa dos Barros","-50.2696990966797","-29.8866996765137",NA,"Osório",NA,NA,"27350","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"213","2019-08-27 13:25:34-03","IAP","PACA-AGP","70105","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Bertels, A.","1954","03","07",NA,"Brasil",NA,NA,"Herb PEL 703; oxhydrophytia.","PACA070105",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisan et H. N. Ronchi","RS",NA,"-52.3424987792969","-31.771900177002",NA,"Pelotas",NA,NA,"51462","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"214","2019-08-27 13:25:34-03","IAP","PACA-AGP","39092","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1948","12","22",NA,"Brasil",NA,NA,"Habitat: In arenosis humidis. Fenofase: flor e fruto","PACA039092",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. trevisam et. H.N. Ronichi","RS","Itapoã","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"29946","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"215","2019-08-27 13:25:34-03","IAP","PACA-AGP","39207","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1948","02","27",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA039207",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"29946","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"216","2019-08-27 13:25:34-03","IAP","PACA-AGP","707","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1933","01","21",NA,"Brasil",NA,NA,"Habitat: In rupestribus humidis graminosis. Fenofase: flor e fruto","PACA000707",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"29946","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"217","2019-08-27 13:25:34-03","IAP","PACA-AGP","26080","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1945","01",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor e fruto","PACA026080",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,"Quaraí",NA,NA,"74636","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"218","2019-08-27 13:25:34-03","IAP","PACA-AGP","58888","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Camargo, O. R.","1956","03","01",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: fruto","PACA058888","84","Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS","Estacao de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Santa Maria",NA,NA,"37819","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"219","2019-08-27 13:25:34-03","IAP","PACA-AGP","61942","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Camargo, O. R.","1957","12","08",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor","PACA061942","2724","Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam et. H. N. Ronchi","RS",NA,"-51.8643989562988","-29.7996997833252",NA,"Taquarí",NA,NA,"21657","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"220","2019-08-27 13:25:34-03","IAP","PACA-AGP","45927","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1950","02","21",NA,"Brasil",NA,NA,"Habitat: In humidis graminosis. Fenofase: flor e fruto","PACA045927",NA,"Magnoliophyta","Cyperales","(Retz.) Link","A.P. Prata","RS","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,"Torres",NA,NA,"20837","auto","2000","10",NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"221","2019-08-27 13:25:34-03","IAP","PACA-AGP","9850","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Rambo, B.","1942","01","29",NA,"Brasil",NA,NA,"Habitat: Ad paludem in graminosis. Fenofase: flor e fruto","PACA009850",NA,"Magnoliophyta","Cyperales","(Retz.) Link","R. Trevisam","RS",NA,"-53.8358001708984","-29.0806007385254",NA,"Tupanciretã",NA,NA,"59498","auto","2014","12","04",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"222","2019-10-25 11:38:13-03","IECOS","HBRA","1367","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","L. O. Santos","2007","05","20","América do Sul","Brasil","exsicata",NA,"Erva","HBRA0001192","299",NA,NA,"(Retz.) Link","A. E. S. Rocha (MG)","Pará","Península de Ajuruteua, Salinas dos Roques/Jabuti, porção sudeste do bosque na 4ª ilha de terra firme, próximo à borda","-46.66833333","-0.92666667","HBRA0001192","Bragança",NA,NA,NA,NA,"2008","02","01","-46.66833333","-0.92666667",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-25 11:38:13-03","IECOS","HBRA","624","S","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","U. Mehlig","2005","04","09","América do Sul","Brasil","exsicata",NA,NA,"HBRA0001208","81",NA,NA,"(Retz.) Link",NA,"Pará","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo ao sul da 1ª ilha de terra firme","-46.67516667","-0.91486111","HBRA0001208","Bragança",NA,NA,NA,NA,NA,NA,NA,"-46.67516667","-0.91486111",NA,NA,NA,NA,NA,NA,NA,NA
"224","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0006473","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R. Vanni; S. Caceres, G. Lopez, A. Radovancich","1990","3","2",NA,"Argentina",NA,NA,NA,NA,"1611","Magnoliophyta","Poales","Link","M. G. Lopez, 1990","Corrientes","Dep. San Miguel. 12 Km NE de San Miguel. Ea. Toro-y.","-57.588829","-27.993261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 14:33:56-03","UFJF","CESJ","26844","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R.C. Oliveira","1993","07","05","América do Sul","Brasil",NA,NA,"Local muito úmido, pouco indivíduos.","CESJ026844","208","Angiosperma",NA,"(Retz.) Link","M.Alves","Minas Gerais","próximo à Cachoeira das Andorinhas","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,"30417","auto","2000","04","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 14:33:56-03","UFJF","CESJ","11020","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","L. Krieger","1971","12","08","América do Sul","Brasil",NA,NA,"Na restinga. Palha marrom.","CESJ011020","CESJ11020","Angiosperma",NA,"(Retz.) Link","M.Alves","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,"Guaratuba",NA,NA,"41937","auto","2000","04","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 14:33:56-03","UFJF","CESJ","51464","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","M. Dematteis; A.M.Schinini","2005","02","22","América do Sul","Uruguai",NA,NA,"En curso de agua. Erecta.","CESJ051464","1758","Angiosperma",NA,"(Retz.) Link","M.G.López","Tacuarembó","Arroyo lateral de cerro Botón",NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 14:33:56-03","UFJF","CESJ","16527","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","L. Roth","1956","07","08","América do Sul","Brasil",NA,NA,"À beira do córrego. 100-120 cm.","CESJ016527","s.n.","Angiosperma",NA,"(Retz.) Link","M.Alves","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Belo Horizonte",NA,NA,"17082","auto","2000","04","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-04-07 11:42:50-03","UFMS","CGMS","38745","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R.H. Silva; J.P. Souza; G. Guimarães; E.L. Siqueira","2013","03","27",NA,"Brasil",NA,NA,"Flor ausente. Fruto marrom-escuro. Habitat: Afloramento rochoso. Bancada laterítica. Relevo com elevações. Plano. Habito: Erva.","CGMS1068136","962",NA,NA,"(Retz.) Link","R.H.Silva","Mato Grosso do Sul","Afloramento rochoso.","-57.55","-19.1633333",NA,"Corumbá","183","183",NA,NA,"2013","03","27","-57,55","-19,1633333",NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-04-07 11:42:50-03","UFMS","CGMS","41856","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","A. Pott; V.J. Pott","2002","04","14",NA,"Brasil",NA,NA,NA,"CGMS1071845","9645",NA,NA,"(Retz.) Link","M. Alves","Mato Grosso do Sul","Córrego Piraputanga, Embrapa Gado de Corte.","-54.7238889","-20.3583333",NA,"Campo Grande",NA,NA,NA,NA,"2015","05","14","-54,7238889","-20,3583333",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-04-07 11:42:50-03","UFMS","CGMS","43558","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","R.E. Ardissone; A. Nuernberg; A.S. Mello; R. Trevisan","2011","11","09",NA,"Brasil",NA,NA,NA,"CGMS1073537","63",NA,NA,"(Retz.) Link","R. Trevisan","Santa Catarina","Lagoinha pequena, Campeche, Ilha de Santa Catarina,.","-48.4777778","-27.6547222",NA,"Florianópolis",NA,NA,NA,NA,"2012",NA,NA,"-48,4777778","-27,6547222",NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-04-07 11:42:50-03","UFMS","CGMS","35712","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","C. Faxina","2010","01","04",NA,"Brasil",NA,NA,NA,"CGMS1065117","258",NA,NA,"(Retz.) Link","V.J. Pott","Mato Grosso do Sul","Córrego Tarumã.","-54.2166667","-23.1044444",NA,"Naviraí",NA,NA,NA,NA,NA,NA,NA,"-54,2166667","-23,1044444",NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-04-07 11:42:50-03","UFMS","CGMS","49067","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","G. Hatschbach; A. Pott; V.J. Pott; J.M. Silva","1995","05","09",NA,"Brasil",NA,NA,"Habitat: Brejo.","CGMS1079012","62521",NA,NA,"(Retz.) Link","T.M. Pedersen","Mato Grosso","Vila Progresso.","-58.1267013549805","-15.1296997070312",NA,"Salto do Céu",NA,NA,"47529","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-04-07 11:42:50-03","UFMS","CGMS","2436","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","A. Rego","1986","07","26",NA,"Brasil",NA,NA,NA,"CGMS1017306","612",NA,NA,"(Retz.) Link","A.P. Prata","Mato Grosso do Sul","Lagoa do Jocadigo.","-57.6533012390137","-19.0091991424561",NA,"Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-27 13:47:41-03","UFS","ASE","9704","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Prata, AP; Vitta, FA; T.Konno","2000","11","30","Southern America","Brasil",NA,NA,NA,"ASE0008051","1059","Magnoliophyta",NA,"((Retz.) Koeler) Link.","Silva, AC","Minas Gerais","estrada para Conceição do Mato Dentro","-43.4251","-19.1008","ASE0008051","Santana do Riacho",NA,NA,NA,NA,"2009","01",NA,"-43.4251","-19.1008",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-27 13:47:40-03","UFS","ASE","12843","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","complanata","Fimbristylis complanata","Salles, AH","2006","04","13","Southern America","Brasil",NA,NA,"Erva. Inflorescência marrom.; Erva. Inflorescência marrom.; Brejo.","ASE0020525","4145","Magnoliophyta",NA,"((Retz.) Koeler) Link.","Prata, AP","Minas Gerais","BR-259.","-43.601944","-18.150833",NA,"Diamantina",NA,NA,NA,NA,"2008","11","20","-43.601944","-18.150833",NA,NA,NA,NA,NA,NA,NA,NA
