"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"51","2021-03-01 16:31:51-03","UNICAMP","UEC","184223","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Bittrich, V","Brade, AC","1913","01",NA,"Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"fl. gello.","UEC106258","UEC106258","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,"53584","auto","1997","06",NA,NA,NA,NA
"52","2019-08-20 10:15:52-03","UNICAMP","UEC","184222","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Bittrich, V","Kuhlmann, M","1933","12","01","Brazil","São Paulo","São Paulo","Cidade Jardim.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"UEC106260","UEC106260","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,"53584","auto","1997","06",NA,NA,NA,NA
"53","2021-03-01 16:31:51-03","UNICAMP","UEC","184221","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Vogel Ely","Roth, L","1944","01","27","Brazil","São Paulo","São Paulo","Santo Amaro.","-46.6300010681152","-23.5400009155273",NA,NA,"Erva do brejo com flores amarelas","UEC106261","UEC106261","Magnoliopsida",NA,"945",NA,NA,NA,NA,NA,NA,"53584","auto","2017","02","23",NA,NA,NA
"54","2020-12-04 13:19:19-03","UDESC","LUSC","9272","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Bortoluzzi, R. L. C.","Duarte, E.","2017",NA,NA,"Brasil","Santa Catarina","Urubici",NA,"-49.504167","-28.095","49º30'15''W","28º5'42''S","Plântula amostrada no banco de sementes do solo. Erva, flor amarela.","LUSC005672","LUSC005672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-04 13:19:19-03","UDESC","LUSC","3630","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Sobral, M.","1986","02","01","Brasil","Rio Grande do Sul","Canela","Sede da Floresta Nacional Canela.","-50.815601348877","-29.3656005859375",NA,NA,NA,"LUSC004542","LUSC004542",NA,NA,"4913",NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA
"56","2019-01-17 11:26:18-02","PUCRS","MPUC","19751","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","C. Vogel Ely","A. Knob",NA,NA,NA,"Brasil","RS","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"Espécie de ambientes brejosos",NA,NA,NA,"Malpighiales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida","49662","auto","2013","01","01","1442","1",NA
"57","2020-10-14 10:01:59-03","FURB","FURB","4080","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Gaio, J","Gaio, J.; Demeda, C.; Gonzatti, F.; Marchett, C. & Scur, L.","2016","01","17","Brasil","Rio Grande do Sul","Osório","Lagoa da Emboabinha.","-50.2305556","-29.9655556","-50.2305556","-29.9655556",NA,"FURB47425","FURB47425",NA,NA,"540",NA,"3","3",NA,NA,NA,NA,NA,"2016","01","27",NA,NA,NA
"58","2020-10-14 10:01:59-03","FURB","FURB","46064","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Trevisan, R","Funez, L.A.","2015","02","02","Brasil","Santa Catarina","Rodeio","Ipiranga, Eremitério.","-49.4016667","-26.8780556","-49.4016667","-26.8780556",NA,"FURB26309","FURB26309",NA,NA,"3310",NA,"829","829",NA,NA,NA,NA,NA,"2015","02",NA,NA,NA,NA
"59","2019-11-08 08:52:32-03","FURB","FURB","50129","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Funez, L.A.","Funez, L.A.","2016","02","01","Brasil","Santa Catarina","Rodeio","Centro.","-49.3702778","-26.9247223","-49.3702778","-26.9247223",NA,"FURB50129","FURB50129",NA,NA,"4850",NA,"81","81",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA
"60","2019-11-08 08:52:32-03","FURB","FURB","54056","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Funez, L.A.","Funez, L.A.","2017","05","15","Brasil","Santa Catarina","Blumenau","Morro do Cachorro.","-49.0377777","-26.7766667","-49.0377777","-26.7766667","Flores amareladas Habitat: Borda da floresta Habito: Erva","FURB54056","FURB54056",NA,NA,"6344",NA,"150","150",NA,NA,NA,NA,NA,"2017","05","31",NA,NA,NA
"61","2021-03-24 16:38:36-03","FURB","FURB","67075","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Funez, L.A.; Nardes, W.I.R., Comin, M.","2019","12","10","Brasil","Santa Catarina","Urubici","Santa Bárbara, Trilha da Goiabinha. Parque Nacional de São Joaquim","-49.6291667","-28.1438889","-49.6291667","-28.1438889","Flores alaranjadas Habitat: Banhado Habito: Erva","FURB67075","FURB67075",NA,NA,"9367",NA,"1364","1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-16 17:53:21-03","UCS","HUCS","41574","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Vogel-Ely, C.","Vogel-Ely, C.","2012","12","04","Brasil","Rio Grande do Sul","Jaquirana","Tainhas, próximo ao Passo do S.","-50.373056","-29.084167","-50.373056","-29.084167","Herbário ICN 177249.; margem de arroio.",NA,NA,"Angiospermae","Malpighiales","116",NA,"799","799",NA,NA,NA,NA,NA,"2013","09","18",NA,NA,NA
"63","2021-03-16 17:53:21-03","UCS","HUCS","43020","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Gonzatti, F.","Gonzatti, F.","2015","03","22","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-51.625875","-29.169483","-51.625875","-29.169483","herbáceo, ca. de 1,5 decímetros de altura.; em vegetação higrófita",NA,NA,"Angiospermae","Malpighiales","1670",NA,"470","470",NA,NA,NA,NA,NA,"2015","06","08",NA,NA,NA
"64","2021-03-16 17:53:21-03","UCS","HUCS","44389","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Gaio, J.","Gaio, J.","2016","01","17","Brasil","Rio Grande do Sul","Osório","Lagoa da Emboabinha","-50.230447","-29.965553","-50.230447","-29.965553","Erva ereta com flores amarelas diminutas; Na margem da lagoa",NA,NA,"Angiospermae","Malpighiales","540",NA,"3","3",NA,NA,NA,NA,NA,"2016","01","27",NA,NA,NA
"65","2021-03-16 17:53:21-03","UCS","HUCS","46891","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Ely, C.V.","Gonzatti, F.","2017","03","25","Brasil","Rio Grande do Sul","Bom Jesus","Boca da Serra","-50.4501","-28.756964","-50.4501","-28.756964","erva ereta, flores amarelas &nf;; solo úmido à enchacado, em pleno sol",NA,NA,"Angiospermae","Malpighiales","3406",NA,"925","925",NA,NA,NA,NA,NA,"2018","04","06",NA,NA,NA
"66","2021-03-16 17:53:21-03","UCS","HUCS","7157","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Thorne, K.","1989","08","13","Estados Unidos","Island of Hawaii",NA,NA,NA,NA,NA,NA,"Herbário da Universidade Brigham Young Provo - UTAH",NA,NA,"Angiospermae","Malpighiales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:53:21-03","UCS","HUCS","7908","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum boreale","(Britton) J. Gillett","Dugal, A.W.","Shchepanek, M.J.","1988","07","08","Canadá","Ontário",NA,NA,NA,NA,NA,NA,"Herbário Nacional do Canadá",NA,NA,"Angiospermae","Malpighiales","8383",NA,NA,NA,NA,"boreale",NA,NA,NA,"1988",NA,NA,NA,NA,NA
"68","2021-03-16 17:53:21-03","UCS","HUCS","46892","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Ely, C.V.","Gonzatti, F.","2018","02","24","Brasil","Rio Grande do Sul","São Francisco de Paula","Cânion Josafaz - Trilha da Tajuva para a Cachoeira","-50.032764","-29.350542","-50.032764","-29.350542","erva ereta; moita de vegetação de campo úmido",NA,NA,"Angiospermae","Malpighiales","4151",NA,"925","925",NA,NA,NA,NA,NA,"2018","04","06",NA,NA,NA
"69","2021-03-16 17:53:21-03","UCS","HUCS","49926","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Dani, J.G.","Abreu, F.P.","2019","04","12","Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","-51.401197","-29.313939","erva, próxima a lagoa",NA,NA,"Angiospermae","Malpighiales","122",NA,"740","740",NA,NA,NA,NA,NA,"2019","05","09",NA,NA,NA
"70","2021-02-11 14:47:52-03","UFSM","SMDB","19734","S","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Ely, CV","Gonzatti, F; Valduga, E & Chris","2017","03","25","Brasil","Rio Grande do Sul","Bom Jesus","Boca da Serra","-50.45","-28.756944","-50.45","-28.756944","Herbário HUCS 46891; solo úmido à encharcado, em pleno sol","SMDB019734",NA,NA,NA,"3406",NA,"92","92",NA,NA,NA,NA,NA,"2018","04","06",NA,NA,NA
"71","2020-12-21 16:29:39-03","MBM","MBM","80764","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"?",NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM080764","MBM080764",NA,NA,"s.n.","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:29:39-03","MBM","MBM","154186","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Hansen, B.; et al.; et al.",NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM154186","MBM154186",NA,NA,"11043","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:29:39-03","MBM","MBM","202187","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Arbo, M.M.","Arbo, M.M.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM202187","MBM202187",NA,NA,"6819","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:29:39-03","MBM","MBM","209317","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Soukoup",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"MBM209317","MBM209317",NA,NA,"1212","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:29:39-03","MBM","MBM","407884","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Gaio, J.","Gaio, J.","2016","01","17","Brazil","Rio Grande do Sul","Osório","Lagoa Emboabinha","-50.230556","-29.965556","-50.230556","-29.965556","Erva ereta com flores amarelas diminutas.; Na margem da lagoa.","MBM407884",NA,NA,NA,"540","Southern America","3","3",NA,NA,NA,NA,NA,"2016","01","27",NA,NA,NA
"76","2020-12-21 16:29:39-03","MBM","MBM","407983","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Gonzatti, F.","Gonzatti, F.","2015","03","22","Brazil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina","-51.625833","-29.169444","-51.625833","-29.169444","Herbáceo, ca. 1,5 decímetros de altura.; Em vegetação higrófita.","MBM407983","MBM407983",NA,NA,"1670","Southern America","470","470",NA,NA,NA,NA,NA,"2015","06","08",NA,NA,NA
"77","2020-12-21 16:29:39-03","MBM","MBM","430101","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Vogel Ely, C.","Gonzatti, F.; Valduga, E.; Christ, A.; Valduga, E.; Christ, A.","2017","03","25","Brazil","Rio Grande do Sul","Bom Jesus","Boca da Serra","-50.45","-28.756944","-50.45","-28.756944","Solo úmido à encharcado, em pleno sol.","MBM430101",NA,NA,NA,"3406","Southern America","925","925",NA,NA,NA,NA,NA,"2018","04","06",NA,NA,NA
"78","2020-12-21 16:29:39-03","MBM","MBM","63091","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Robson, N.K.B.","Pedersen, T.M.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM063091","MBM063091",NA,NA,"10848","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:29:39-03","MBM","MBM","94562","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Robinson, G.; et al.; et al.",NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,NA,"MBM094562","MBM094562",NA,NA,"587","Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:29:39-03","MBM","MBM","294354","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum mutilum","L.","Isaac, B.L.","York, E.","1990","08","20","USA",NA,NA,"West Virginia",NA,NA,NA,NA,NA,"MBM294354","MBM294354",NA,NA,"2419","Northern America",NA,NA,NA,"mutilum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:29:39-03","MBM","MBM","40163","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum mutilum","L.","Rambo, B.","Rambo, B.",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,"Brasília, Taimbezinho",NA,NA,NA,NA,NA,"MBM040163","MBM040163",NA,NA,"54012","Southern America",NA,NA,NA,"mutilum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:29:39-03","MBM","MBM","146841","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum mutilum","L.","Robson, N.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","1991","11","22","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM146841","MBM146841",NA,NA,"56101","Southern America",NA,NA,NA,"mutilum",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:29:39-03","MBM","MBM","213830","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum mutilum","L.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM213830","MBM213830",NA,NA,"64029","Southern America",NA,NA,NA,"mutilum",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:29:39-03","MBM","MBM","139971","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Falkenberg, D.B.","Falkenberg, D.B.",NA,NA,NA,"Brazil","Rio Grande do Sul","Guaíba","Fazenda São Maximiano, km 307 da Rod. BR-116","-51.3250007629395","-30.113899230957",NA,NA,NA,"MBM139971","MBM139971",NA,NA,"4910","Southern America",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:29:39-03","MBM","MBM","209316","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum mutilum","L.","Slusarski, S.R.","Rambo, B.","1953","01","20","Brazil","Rio Grande do Sul","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"MBM209316","MBM209316",NA,NA,"4150","Southern America",NA,NA,NA,"mutilum",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:29:39-03","MBM","MBM","209316","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"MBM209316","MBM209316",NA,NA,"4150","Southern America",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"87","2015-11-07 03:24:34-02","MNHN","RECOLNAT_MNHN_P","P01901509","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de","1816","9",NA,"Brésil",NA,NA,"Ad ripas fluminis Paranahiba in prov. de Minas Geraes.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901509' target='other'> <mi>dwc_moreinfo</mi></a>","P01901509","P01901509_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"C1 921",NA,NA
"88","2016-01-11 14:36:10-02","MNHN","RECOLNAT_MNHN_P","P01901510","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Saint-Hilaire, A. de","1816","9",NA,"Brésil",NA,NA,"Ad ripas fluminis Paranahiba in prov. de Minas Geraes.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901510' target='other'> <mi>dwc_moreinfo</mi></a>","P01901510","P01901510_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"C1 921",NA,NA
"89","2015-11-07 03:24:40-02","MNHN","RECOLNAT_MNHN_P","P01901511","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Est. Rio de Janeiro, pr. prad. vulgo Fazenda da Barra Seca",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901511' target='other'> <mi>dwc_moreinfo</mi></a>","P01901511","P01901511_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B2 231",NA,NA
"90","2015-11-07 03:24:44-02","MNHN","RECOLNAT_MNHN_P","P01901512","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Est. Rio de Janeiro, pr. prad. vulgo Fazenda da Barra Seca",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901512' target='other'> <mi>dwc_moreinfo</mi></a>","P01901512","P01901512_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B2 231",NA,NA
"91","2015-01-21 17:38:23-02","MNHN","RECOLNAT_MNHN_P","P01901513","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Est. Rio de Janeiro, pr. prad. vulgo Fazenda da Barra Seca",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901513' target='other'> <mi>dwc_moreinfo</mi></a>","P01901513","P01901513_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B2 231",NA,NA
"92","2020-02-19 10:49:45-03","MNHN","RECOLNAT_MNHN_P","P01901514","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de",NA,"10",NA,"Brésil",NA,NA,"Ad ripas fluminis Parahyba",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901514' target='other'> <mi>dwc_moreinfo</mi></a>","P01901514","P01901514_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-11-07 03:24:55-02","MNHN","RECOLNAT_MNHN_P","P01901515","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de",NA,"10",NA,"Brésil",NA,NA,"Ad ripas fluminis Parahyba",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901515' target='other'> <mi>dwc_moreinfo</mi></a>","P01901515","P01901515_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2016-01-20 03:07:54-02","MNHN","RECOLNAT_MNHN_P","P01901516","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Rodriguez-Jimenez","Saint-Hilaire, A. de",NA,"11",NA,"Brésil",NA,NA,"Ad rivulos prope Jondiahi in prov. S. Pauli",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901516' target='other'> <mi>dwc_moreinfo</mi></a>","P01901516","P01901516_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"C1 1076",NA,NA
"95","2015-09-05 05:08:38-03","MNHN","RECOLNAT_MNHN_P","P04684931","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Schwacke","1898","11","1","Brasil","Minas Gerais",NA,"Prope Sta. Barbara",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04684931' target='other'> <mi>dwc_moreinfo</mi></a>","P04684931","P04684931_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"13663",NA,NA
"96","2015-09-05 05:08:38-03","MNHN","RECOLNAT_MNHN_P","P04684932","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Rambo, B.","1950","2","7","Brasil","Rio Grande do Sul",NA,"Santa Rita prope Farroupilha",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04684932' target='other'> <mi>dwc_moreinfo</mi></a>","P04684932","P04684932_01",NA,NA,NA,NA,"700",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"45692",NA,NA
"97","2015-09-05 05:08:38-03","MNHN","RECOLNAT_MNHN_P","P04684930","PreservedSpecimen",NA,"Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Regnell","1869","11","1","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04684930' target='other'> <mi>dwc_moreinfo</mi></a>","P04684930","P04684930_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,"25710","auto",NA,NA,NA,"III 1732",NA,NA
"98","2020-12-11 11:36:44-03","UFMG","BHCB","76419","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Hatschbach, G","1991","11","22","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"Dicotyledon",NA,"56101","Southern America",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"99","2021-02-11 17:19:12-03","UFPR","UPCB","11072","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","Vogel Ely, C.","Ahles, H.E.","1977","08","03","United States","Massachusetts","Franklin","Marshy shore, Whatley Reservoir on Conway Road, West Whately",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84581",NA,NA,NA,NA,NA,NA,NA,NA,"2016","06","22",NA,NA,NA
"100","2021-02-11 17:19:12-03","UFPR","UPCB","11075","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum ssp. latisepalum","L.","Slusarski, S.R.","Ahles, H.E.","1977","09","06","United States",NA,NA,"Massachustts, Hampshire County",NA,NA,NA,NA,"Shore of pond, Hockanum Road near Connecticut River, Northampton..",NA,NA,NA,NA,"84826",NA,NA,NA,NA,"ssp. latisepalum",NA,NA,NA,"2003","03",NA,NA,NA,NA
"101","2015-01-22 07:37:00-02","MO","MOBOT","3096665","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","B. Rambo SJ","E. Henz","1946",NA,NA,"Brazil","Rio Grande do Sul",NA,"In humidis umbrosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henz 33298","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-07-01 16:15:00-03","MO","MOBOT","3096749","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Anonymous",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous 2673","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2008-05-27 22:02:00-03","MO","MOBOT","1243970","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","N.K.B. Robson","Harriet G. Barclay","1958","9","17","Colombia","Valle del Cauca","Sevilla","Top last ridge of central Cordillera overlooking valley and western Cordillera to west. Dry rocky roadside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barclay 5704","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2010-03-24 18:50:00-03","MO","MOBOT","205443","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.","N.K.B. Robson","Hipólito Ruiz L.|José A. Pavón","1778",NA,NA,"Peru",NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruiz López s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","205485","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","mutilum","Hypericum mutilum","L.",NA,"Guillermo Klug","1934","1",NA,"Peru","San Martín","Moyobamba","Zepelacio, near Moyobamba.","-76.922958","-6.107628",NA,NA,NA,NA,NA,NA,NA,"Klug 3493","South America","1200.00000000","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
