"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","county","scientificNameAuthorship","typeStatus","imagecode","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber"
"99","2019-08-27 13:32:54-03","IAP","PACA-AGP","54829","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 29.04.1954; fl.; SEM MATERIAL Habitat: prope litus in arenosis dumet.","PACA054829","1954","02","11","Magnoliophyta","Scrophulariales","B. Rambo SJ","RS",NA,NA,NA,"Torres","Nees",NA,NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"100","2019-08-27 13:32:54-03","IAP","PACA-AGP","96919","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Silva Jr., A.",NA,NA,"Brasil",NA,NA,"HASU 7473 Habitat: terrestre, interior de mata aberta Hábito: erva","PACA096919","1999","03","06","Magnoliophyta","Scrophulariales","F. Parode, V.Silva & M.S. Marchioretto","SC","Ilha do Coral",NA,NA,"Garopaba","Nees",NA,NA,"-48.6133003234863","-28.0233001708984","2014","08",NA,"11115","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:32:54-03","IAP","PACA-AGP","155","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,NA,NA,NA,"Bestimmung sicher, 29.04.1954; SEM MATERIAL","PACA000155",NA,NA,NA,"Magnoliophyta","Scrophulariales","Emrich-Rambo",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:32:54-03","IAP","PACA-AGP","33646","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Hatschbach, G.",NA,NA,"Brasil",NA,NA,"Fenofase: flor","PACA033646","1946","05",NA,"Magnoliophyta","Scrophulariales","V. SIlva, M. F. Parode & M. S. Marchioretto","PR",NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"2014","08",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:37:26-03","IAP","PACA-AGP","66582","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Krapovickas, A.","19526",NA,"Argentina",NA,NA,NA,"PACA066582","1971","06","08","Magnoliophyta","Scrophulariales","M.F. Parode",NA,"Prov. Formosa, Depto. Pirané, Ruta 81, Las Mercedes, 28 Km NW de Pirané.",NA,NA,NA,"Nees",NA,NA,NA,NA,"2014","08",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"104","2019-08-27 13:32:54-03","IAP","PACA-AGP","86375","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Mauhs, J.",NA,NA,"Brasil",NA,NA,"Habitat: campo Fenofase: flor","PACA086375","2000","03","30","Magnoliophyta","Scrophulariales","F. Parode, V.Silva & M.S. Marchioretto","RS","Lagoa da Porteira",NA,NA,NA,"Nees",NA,NA,NA,NA,"2014","08",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-27 13:32:54-03","IAP","PACA-AGP","91311","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Mauhs, J.",NA,NA,"Brasil",NA,NA,"HASU 2432 Habitat: na barranca Hábito: erva","PACA091311","1992","10","22","Magnoliophyta","Scrophulariales","M. F. Parode, V. Silva & M. S. Marchioretto","RS","beira do Rio dos Sinos",NA,NA,"Santa Cristina do Pinhal","Nees",NA,NA,NA,NA,"2014","08",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"106","2019-08-27 13:32:54-03","IAP","PACA-AGP","32966","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Henz, E.",NA,NA,"Brasil",NA,NA,"Bestimmung floribus fructibusque ornata&nf;Confirmado por M.F. parode, V. Silva & M.S. Marchioretto em VIII.2014. Habitat: in dumetosis subhumidis","PACA032966","1945","12","28","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Pareci",NA,NA,"Montenegro","Nees",NA,NA,"-51.4611015319824","-29.6886005401611","1954","04","29","21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"107","2019-08-27 13:32:54-03","IAP","PACA-AGP","39824","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimung sicher 28.04.1954 Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA039824","1949","01","14","Magnoliophyta","Scrophulariales","V. Silva, M. F. Parode & M. S. Marchioretto","RS","Pareci",NA,NA,"Montenegro","Nees",NA,NA,"-51.4611015319824","-29.6886005401611","2014","08",NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"108","2019-08-27 13:32:54-03","IAP","PACA-AGP","52251","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","P. Buck SJ",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954; fl.; SEM MATERIAL Habitat: in dumetosis arenosis humidis","PACA052251","1952","02","15","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Capao da Canoa",NA,NA,"Osório","Nees",NA,NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:32:54-03","IAP","PACA-AGP","63640","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Sicher, 17.09.1958; fl.; SEM MATERIAL","PACA063640","1958","01","23","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Fazenda do Arroio",NA,NA,"Osório","Nees",NA,NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"110","2019-08-27 13:32:54-03","IAP","PACA-AGP","51965","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 29.04.1954; fl.; SEM MATERIAL Habitat: in dumetosis arenosis humidis","PACA051965","1952","01","30","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Lagoa dos Patos",NA,NA,"Palmares do Sul","Nees",NA,NA,"-50.5097007751465","-30.2577991485596",NA,NA,NA,"31350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"111","2019-08-27 13:32:54-03","IAP","PACA-AGP","40971","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954; ster.; SEM MATERIAL Habitat: ad ripam in dumetosis","PACA040971","1949","04","10","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","ad flumen Gravataí",NA,NA,"Porto Alegre","Nees",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"112","2019-08-27 13:32:54-03","IAP","PACA-AGP","799","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","C. Orth SJ",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954.&nf;Confirmado por M.F. parode, V. Silva & M.S. Marchioretto em VIII.2014. Habitat: in arenosis dumetosis Fenofase: flor","PACA000799","1934","02","04","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Barra do Ribeiro",NA,NA,"Porto Alegre","Nees",NA,NA,"-51.2299995422363","-30.0331001281738","1954","04","28","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"113","2019-08-27 13:32:54-03","IAP","PACA-AGP","39383","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954; fl.; SEM MATERIAL Habitat: in dumetosis paludosis","PACA039383","1948","12","31","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Belém Novo",NA,NA,"Porto Alegre","Nees",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"114","2019-08-27 13:32:54-03","IAP","PACA-AGP","41925","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung, floribus fructibusque ornata&nf;Confirmado por M.F. Parode, V.Silva & M.S. Marchioretto em VIII.2014. Habitat: in paludosis dumetosis Fenofase: flor e fruto","PACA041925","1949","06","11","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Esteio",NA,NA,"Porto Alegre","Nees",NA,NA,"-51.2299995422363","-30.0331001281738","1954","04","28","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"115","2019-08-27 13:32:54-03","IAP","PACA-AGP","41124","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954; fl. Ornata; SEM MATERIAL Habitat: in paludosis dumetosis","PACA041124","1949","04","20","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Ilha da Pintada",NA,NA,"Porto Alegre","Nees",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"116","2019-08-27 13:32:54-03","IAP","PACA-AGP","70463","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","J. A. Jarenkow","360",NA,"Brasil",NA,NA,"Herb. PEL 9175. Fenofase: flor vermelho-alaranjado Hábito: erva","PACA070463","1986","05","04","Magnoliophyta","Scrophulariales","F. Parode, V.Silva & M.S. Marchioretto","RS","Estação Ecológica do Taim, no campo em frente Sede da Estação.",NA,NA,"Rio Grande","Nees",NA,NA,"-52.0985984802246","-32.0349998474121","2014","08",NA,"82892","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"117","2019-08-27 13:32:54-03","IAP","PACA-AGP","47381","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","A. Spies",NA,NA,"Brasil",NA,NA,"Bestmung sicher 28.04.1954 Habitat: in humidis dumetosis Fenofase: flor","PACA047381","1950","02",NA,"Magnoliophyta","Scrophulariales","F. Parode, V.Silva & M.S. Marchioretto","RS","Natal",NA,NA,"Santa Rosa","Nees",NA,NA,"-54.4813995361328","-27.8708000183105","2014","08",NA,"19818","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:32:54-03","IAP","PACA-AGP","25716","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954 Habitat: in paludosis dumetosis Fenofase: flor","PACA025716","1944","01",NA,"Magnoliophyta","Scrophulariales","M.F. Parode","RS","Faz. Santa Cecilia",NA,NA,"São Gabriel","Nees",NA,NA,"-54.3199996948242","-30.3363990783691","2014","08",NA,"56206","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:32:54-03","IAP","PACA-AGP","41276","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954; fl.; SEM MATERIAL Habitat: in dumetosis subhumidis","PACA041276","1949","04","27","Magnoliophyta","Scrophulariales","Emrich-Rambo","RS","Conceição",NA,NA,"São Sebastião do Caí","Nees",NA,NA,"-51.3755989074707","-29.5867004394531",NA,NA,NA,"12036","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:32:54-03","IAP","PACA-AGP","91312","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Mauhs, J.",NA,NA,"Brasil",NA,NA,"erva a arbusto&nf;HASU 2426 Habitat: beira do rio dos Sinos, no barranco","PACA091312","1992","12","22","Magnoliophyta","Scrophulariales","M. F. Parode, V. Silva & M. S. Marchioretto","RS","Santa Cristina do Pinhal",NA,NA,"Taquara","Nees",NA,NA,"-50.7806015014648","-29.6506004333496","2014","08",NA,"22252","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:32:54-03","IAP","PACA-AGP","45970","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Betismung sicher 28.04.1954 Habitat: in subhumidis dumetosis Fenofase: flor","PACA045970","1950","02","21","Magnoliophyta","Scrophulariales","F. Parode, V.Silva & M.S. Marchioretto","RS","Lagoa dos Quadros",NA,NA,"Torres","Nees",NA,NA,"-49.7268981933594","-29.3353004455566","2014","08",NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:32:54-03","IAP","PACA-AGP","10078","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954 Habitat: in humidis dumetosis Fenofase: flor","PACA010078","1942","01","30","Magnoliophyta","Scrophulariales","M.F. Parode, V. Silva & M.S. Marchioretto","RS","Ijuisinho",NA,NA,"Tupanciretã","Nees",NA,NA,"-53.8358001708984","-29.0806007385254","2014","08",NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:32:54-03","IAP","PACA-AGP","9994","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954. Habitat: in humidis dumetosis Fenofase: flor","PACA009994","1942","01","30","Magnoliophyta","Scrophulariales","M.F.parode, V.Silva & M.S.Marchioretto","RS","Ijuisinho, Usina",NA,NA,"Tupanciretã","Nees",NA,NA,"-53.8358001708984","-29.0806007385254","2014","08",NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:32:54-03","IAP","PACA-AGP","10019","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Rambo, B.",NA,NA,"Brasil",NA,NA,"Bestimmung sicher, 28.04.1954 Habitat: in paludosis dumetosis Fenofase: flor","PACA010019","1942","01","30","Magnoliophyta","Scrophulariales","M.F. Parode, V.Silva & M.S. Marchioretto","RS","Ijuisinho, Usina",NA,NA,"Tupanciretã","Nees",NA,NA,"-53.8358001708984","-29.0806007385254","2014","08",NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"125","2020-02-27 16:43:59-03","UFSC","CTBS","1108","PreservedSpecimen","Plantae","Lamiaceae","Dicliptera","sericea","Dicliptera sericea","Carvalho, Maia Luiza S.",NA,NA,"Brasil",NA,"HRCB 47573","Mata estacional.",NA,NA,NA,NA,NA,NA,"Carvalho, M.L.","São Paulo","Fazenda São josé.",NA,NA,"Rio Claro",NA,NA,NA,"-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001593","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","tweediana","Dicliptera tweediana","S. G. Tressens; W. Barrett, V. Marunak","5015",NA,"Argentina",NA,NA,"Flores rojas.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","A. Schinini","Corrientes","Dep. Ituzaingo. Centre Forestal Villa Olivari. FIPLASTO Empresa Forestal.",NA,NA,NA,"Nees",NA,NA,"-58.1","-27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001594","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","tweediana","Dicliptera tweediana","A. Schinini; R. Vanni, M. M.Arbo, C. Horni, A. Aranda","29213",NA,"Argentina",NA,NA,"Herbacea 50 cm alt. Flores rojas.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","C. Peixoto","Corrientes","Dep. Curuzu Cuatia. Ruta 24, 6 km NE de Perugorria. Ea. La Eugenia.","50",NA,NA,"Nees",NA,NA,"-58.6667","-29.2972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 14:29:50-03","UFJF","CESJ","68809","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","R.G. Udulutsch; V.T. Rampin","305","América do Sul","Brasil",NA,NA,"Borda da mata. Mata mesófila semidecídua. Herbácea; flores alaranjadas.","CESJ068809","2001","04","19","Angiosperma",NA,"I.H.F. Azevedo","São Paulo","Fazenda São José, 22º21'18,7-22º21'51,6 S, 47º29'58-47º28'06,9 W",NA,NA,"Rio Claro","Nees",NA,"CESJ068809","-47.499444","-22.355194","2015","08","19",NA,NA,NA,"-47.499444","-22.355194",NA,NA,NA,NA,NA
"129","2021-04-07 11:40:23-03","UFMS","CGMS","49680","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","G. Hatschbach; M. Hatschbach; O.S. Ribas","73416",NA,"Brasil",NA,NA,"Flor vermelho-pálida. Habitat: Mata de galeria. Habito: Erva. 1,00m de altura.","CGMS1079612","2002","05","25",NA,NA,"D. Wasshausen","Mato Grosso do Sul","Rodovia MS-177, divisa Bonito-Bodoquena.",NA,NA,"Bonito","Nees",NA,NA,"-56.4818992614746","-21.1210994720459","2002",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:40:23-03","UFMS","CGMS","70356","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Maria Rosângela Sigrist","34",NA,"Brasil",NA,NA,NA,"CGMS1069740","2016","08","09",NA,NA,"A. Pott","Mato Grosso do Sul","Savana estépica arbórea (chaco). Fazenda Retiro Conceição.",NA,NA,"Porto Murtinho","Nees",NA,NA,"-57.8824996948242","-21.6989002227783","2018","04","13","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:45:31-03","UFS","ASE","40226","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Gonzatti, F","1075","Southern America","Brasil",NA,NA,"Erva ereta, flores atrio-alaranjadas; Em bordo de estrada","ASE0041743","2014","03","16","Magnoliophyta",NA,"Gonzatti, F","Rio Grande do Sul","Estrada para Hermenegildo",NA,NA,"Santa Vitoria do Palmar","Ness",NA,NA,"-53.162439","-33.392309","2014","03",NA,NA,NA,NA,"-53.162439","-33.392309",NA,NA,NA,NA,NA
"132","2021-03-01 16:21:03-03","UNICAMP","UEC","56447","S","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Jarenkow, JA; Leite, SC; Viana, FMS","360",NA,"Brazil",NA,NA,"Erva, corola vermelho-alaranjada; no campo em frente a sede da Estação.","UEC004160","1986","05","04","Magnoliopsida",NA,"Filho, FAS","Rio Grande do Sul","Estação Ecológica do Taim",NA,NA,"Rio Grande","Nees",NA,"UEC004160","-52.0985984802246","-32.0349998474121","1987","02",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:21:03-03","UNICAMP","UEC","175535","S","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Spina, AP","293",NA,"Brazil",NA,NA,"Herbácea, 40cm de alt, flores tubulosas vermelhas.; Interior da mata.&nf;Mata Higrófila.","UEC021355","1994","08","12","Magnoliopsida",NA,"Spina, AP","São Paulo","Barão Geraldo, Fazenda Santa Genebra.",NA,NA,"Campinas","Nees",NA,"UEC021355","-47.060001373291","-22.8999996185303",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:21:03-03","UNICAMP","UEC","45271","S","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Trigo, JR","17771",NA,"Brazil",NA,NA,"Arbusto +/- 1m; flores vermelhas.","UEC004159","1985","06",NA,"Magnoliopsida",NA,NA,"São Paulo","Mata da Pedra, Campininha",NA,NA,"Mogi Guaçu","Nees",NA,"UEC004159","-46.9421997070312","-22.372200012207",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:21:03-03","UNICAMP","UEC","162614","S","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Spina, AP","287",NA,"Brazil",NA,NA,"Interior da mata. Herbácea, 60cm alt.; flores tubulosas vermelhas.; Mata Higrófila.","UEC038409","1994","07","04","Magnoliopsida",NA,"Kameyama, C","São Paulo","Barão de Geraldo, Fazenda Sta. Genebra.",NA,NA,"Campinas","Nees",NA,"UEC038409","-47.060001373291","-22.8999996185303","1999","06",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:21:03-03","UNICAMP","UEC","99516","S","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Spina, AP","287",NA,"Brazil",NA,NA,"Interior da mata. Herbácea, 60cm alt.; flores tubulosas vermelhas.; Mata Higrófila.","UEC004155","1994","07","04","Magnoliopsida",NA,"Kameyama, C","São Paulo","Barão de Geraldo, Fazenda Sta. Genebra.",NA,NA,"Campinas","Nees",NA,"UEC004155","-47.060001373291","-22.8999996185303","1999","06",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:21:03-03","UNICAMP","UEC","72339","S","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Proença, SL; Simão-Bianchini, R; Wanderley, MDGL; Kiyama, CY; Magenta, MAG","14",NA,"Brazil",NA,NA,"Subarbusto muito frequente. Corola vermelha.","UEC004157","1995","04","18","Magnoliopsida",NA,"Kameyama, C","São Paulo","Serra do Japi",NA,NA,"Jundiaí","Nees",NA,"UEC004157","-46.8800010681152","-23.1800003051758","1999",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:02:05-03","UNICAMP","UEC","61606","S","Plantae","Acanthaceae","Dicliptera","sericea","Dicliptera sericea","Hoehne, W","s.n.",NA,"Brazil",NA,NA,NA,"UEC004158","1948","07","12","Magnoliopsida",NA,"Wasshausen, DC","São Paulo","Fazenda Morro Azul, Mata da S.A.F.B.",NA,NA,"Limeira","Nees",NA,"UEC004158","-47.4000015258789","-22.5599994659424","1987","01","27","20999","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:02:05-03","UNICAMP","UEC","162520","S","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Kinoshita, LS; Yamamoto, LF; Monge, M","20",NA,"Brazil",NA,NA,"Arbustiva, 90 cm, flores alaranjadas.","UEC092900","2006","05","04","Magnoliopsida",NA,"Sartin, RD","Minas Gerais","Campo de altitude","1373","1373","Extrema","Nees",NA,"UEC092900","-46.483333","-23.433333","2013","09","24",NA,NA,NA,"-46.483333","-23.433333",NA,NA,NA,NA,NA
"140","2019-08-20 10:02:05-03","UNICAMP","UEC","143508","S","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Kinoshita, LS; Yamamoto, LF; Monge, M","20",NA,"Brazil",NA,NA,"Arbustiva, 90 cm, flores alaranjadas.","UEC044489","2006","05","04","Magnoliopsida",NA,"Sartin, RD","Minas Gerais","Campo de altitude","1373","1373","Extrema","Nees",NA,"UEC044489","-46.483333","-23.433333","2013","09","24",NA,NA,NA,"-46.483333","-23.433333",NA,NA,NA,NA,NA
"141","2021-03-01 16:21:03-03","UNICAMP","UEC","151842","S","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Araújo, FP","51866",NA,"Brazil",NA,NA,"Erva 70 cm de altura, flores vermelhas sem odor, visitadas pelo beija flor <em>Phaethornis pretrei</em>.; Ocorre em uma área muito restrita na borda da mata de galeria.","UEC004156","2007","04","02","Magnoliopsida",NA,NA,"Minas Gerais","Estação Ecológica do Panga",NA,NA,"Uberlândia","Nees",NA,"UEC004156","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:21:03-03","UNICAMP","UEC","196634","S","Plantae","Acanthaceae","Dicliptera","squarrosa","Dicliptera squarrosa","Udulutsch, RG; Rampim, VT","305",NA,"Brazil",NA,NA,"Herbácea, flores alaranjadas.; Mata mesófila semidecidua.","UEC138603","2001","04","19","Magnoliopsida",NA,"Azevedo, IHF","São Paulo","Fazenda São José (borda da mata).",NA,NA,"Rio Claro","Nees",NA,"UEC138603","-47.560001373291","-22.4099998474121","2015","08","19","21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:02:05-03","UNICAMP","UEC","81183","S","Plantae","Acanthaceae","Dicliptera","tweediana","Dicliptera tweediana","Souza, VC; Sakuragui, CM; Miyage, PH; Levensteinas, B; Bérgamo, P; Cardoso, WP","4249",NA,"Brazil",NA,NA,"flor, Mata de Araucária. Erva, ca. 50cm alt., botões alaranjados. Beira de mata.","UEC004153","1993","10","06","Magnoliopsida",NA,"Kameyama, C","São Paulo","Fazenda Ibiti (RIPASA), Ao lado da estrada Itararé-Bonsucesso.","1200","1200","Itararé","Nees",NA,"UEC004153","-49.271667","-24.240833","1995","11",NA,NA,NA,NA,"-49.271667","-24.240833",NA,NA,NA,NA,NA
"144","2020-04-22 16:16:57-03","UFPB","JPB","222-2","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Xavier, LP","JPB222","Southern America","Brasil",NA,NA,NA,NA,"1900","01","01","Angiosperma","Dicotyledon",NA,"Paraíba",NA,NA,NA,"Camaratuba","Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-04-22 16:16:57-03","UFPB","JPB","685-1","PreservedSpecimen","Plantae","Acanthaceae","Dicliptera","pohliana","Dicliptera pohliana","Espínola, MC","JPB685","Southern America","Brasil",NA,NA,NA,NA,"1900","01","01","Angiosperma","Dicotyledon",NA,"Paraíba",NA,NA,NA,"Barreiras","Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
