"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber","typeStatus"
"45","2021-03-01 16:27:12-03","UNICAMP","UEC","109634","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Feres, FR","Anderson, LO; et al.","140","1999","10","13",NA,"Brazil","São Paulo","Lago eutrofizado localizado próximo ao Bob's",NA,"Flores brancas.","UEC112343","São José dos Campos","-45.8800010681152","-23.1700000762939","UEC112343",NA,NA,"1999",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:27:12-03","UNICAMP","UEC","94278","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Feres, FR","Abreu, LC","258","1977","03","26",NA,"Brazil","São Paulo","Reserva Biológica Parque Estadual das Fontes do Ipiranga. Instituto Astronomico e Geofisico.",NA,"Planta totalmente submersa, sem odor. Flores brancas com centro amarelo bem claro. Coleta feita no lago limitrofe entre areas 11 e17","UEC112341","São Paulo","-46.6300010681152","-23.5400009155273","UEC112341",NA,NA,"2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:27:12-03","UNICAMP","UEC","94275","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Feres, FR","Abreu, LC","135","1974","04","30",NA,"Brazil","São Paulo","Reserva Biológica Parque Estadual das Fontes do Ipiranga. Instituto Astronomico e Geofisico.",NA,"Planta submersa sem odor. Flores brancas.","UEC112340","São Paulo","-46.6300010681152","-23.5400009155273","UEC112340",NA,NA,"2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:27:12-03","UNICAMP","UEC","94277","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Feres, FR","Abreu, LC","192","1974","07","02",NA,"Brazil","São Paulo","Reserva Biológica Parque Estadual das Fontes do Ipiranga. Instituto Astronomico e Geofisico.",NA,"Planta submersa sem odor","UEC112339","São Paulo","-46.6300010681152","-23.5400009155273","UEC112339",NA,NA,"2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:27:12-03","UNICAMP","UEC","94276","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Feres, FR","Abreu, LC; et al.","266","1975","05","13",NA,"Brazil","São Paulo","Reserva Biológica Parque Estadual das Fontes do Ipiranga. Instituto Astronomico e Geofisico.",NA,"Planta submersa sem odor","UEC112337","São Paulo","-46.6300010681152","-23.5400009155273","UEC112337",NA,NA,"2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-02-18 09:33:39-03","UNICAMP","UEC","94279","S","Plantae","Magnoliopsida",NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Feres, FR","Abreu, LC; et al.","367","1981","02","02",NA,"Brazil","São Paulo","Reserva Biológica Parque Estadual das Fontes do Ipiranga, Intituto de Botânica",NA,NA,"UEC112338","São Paulo","-46.6300010681152","-23.5400009155273","UEC112338",NA,NA,"2000",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-19 14:05:27-03","UFRPE","PEUFR","1066","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","C. T. Lima","B. Pickel","5295","1941","03","19",NA,"Brasil","São Paulo","Horto Florestal",NA,"Flores róse; 3 sépalas, 3 pétalas (com dentes amarelos nos 2 lados) tubo verde-amarel, 2 ovários); folhas fora d'água.","PEUFR001066","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"2012","03","06","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-01-17 11:26:48-02","PUCRS","MPUC","18766","S","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gastal Jr.",NA,NA,"1985","01","10","South America","Brasil","RS","Estância Itapocai",NA,NA,NA,"Uruguaiana","-57.0880556","-29.755",NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA
"53","2019-01-17 11:26:48-02","PUCRS","MPUC","18764","S","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gastal Jr.",NA,NA,"1985","03","20","South America","Brasil","RS","Estância Itapocai",NA,NA,NA,"Uruguaiana","-57.0880556","-29.755",NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA
"54","2019-01-17 11:26:48-02","PUCRS","MPUC","18763","S","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gastal Jr.",NA,NA,"1985","01","10","South America","Brasil","RS","Estância Itapocai",NA,NA,NA,"Uruguaiana","-57.0880556","-29.755",NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA
"55","2019-01-17 11:26:48-02","PUCRS","MPUC","18765","S","Plantae",NA,"Nymphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gastal Jr.",NA,NA,"1985","01","10","South America","Brasil","RS","Estância Itapocai",NA,NA,NA,"Uruguaiana","-57.0880556","-29.755",NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA
"56","2020-10-14 10:00:23-03","FURB","FURB","49243","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Demeda, C","Demeda, C.","76","2015","01","19",NA,"Brasil","Rio Grande do Sul","Lagoa do Rincão.",NA,NA,"FURB49243","Osório","-50.2136111","-29.9091667","FURB49243","-50.2136111","-29.9091667","2015","01","27",NA,NA,NA,NA,NA,"2","2",NA,NA,NA
"57","2020-10-14 10:00:23-03","FURB","FURB","64845","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray",NA,"Funez, L.A.","8938","2019","07","25",NA,"Brasil","Santa Catarina","Parque da Malwee.",NA,"Flores brancas Habitat: Lagoa Habito: Erva submersa","FURB64845","Jaraguá do Sul","-49.1386111","-26.4919444","FURB64845","-49.1386111","-26.4919444",NA,NA,NA,NA,NA,NA,NA,NA,"72","72",NA,NA,NA
"58","2020-10-14 10:00:23-03","FURB","FURB","4042","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Orgaard","Demeda, C","Demeda, C.; Gaio, J.; Gonzatti, F.; Marchett, C. & Scur, L.","215","2016","01","17",NA,"Brasil","Rio Grande do Sul","Lagoa do Lessa - lado oeste.",NA,NA,"FURB47419","Osório","-50.2063889","-29.8588889","FURB47419","-50.2063889","-29.8588889","2016","01","29",NA,NA,NA,NA,NA,"2","2",NA,NA,NA
"59","2021-03-16 17:54:05-03","UCS","HUCS","42237","PreservedSpecimen","Plantae","Angiospermae","Ninphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Demeda, C.","Demeda, C.","76","2015","01","19",NA,"Brasil","Rio Grande do Sul","Lagoa do Rincão",NA,"Erva; banhado próximo à lagoa",NA,"Osório","-50.213692","-29.909097",NA,"-50.213692","-29.909097","2015","01","27",NA,NA,NA,NA,NA,"2","2",NA,NA,NA
"60","2021-03-16 17:54:05-03","UCS","HUCS","44422","PreservedSpecimen","Plantae","Angiospermae","Ninphaeales","Cabombaceae","Cabomba","caroliniana","flavida","Cabomba caroliniana flavida","Ørgaard","Demeda, C.","Demeda, C.","215","2016","01","17",NA,"Brasil","Rio Grande do Sul","Lagoa do Lessa - lado oeste",NA,"Macrófita; no interior da lagoa",NA,"Osório","-50.206511","-29.858958",NA,"-50.206511","-29.858958","2016","01","29",NA,NA,NA,NA,NA,"2","2",NA,NA,NA
"61","2021-03-16 17:54:05-03","UCS","HUCS","39426","PreservedSpecimen","Plantae","Angiospermae","Ninphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Valduga, E.","Lanzer, R.","s.n.","2012","12","13",NA,"Brasil","Rio Grande do Sul","Lagoa da Porteira",NA,"na lagoa",NA,"Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,NA,"2012",NA,NA,"31350","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-16 17:54:05-03","UCS","HUCS","38546","PreservedSpecimen","Plantae","Angiospermae","Ninphaeales","Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gonzatti, F.","Valduga, E.","331","2012","03","10",NA,"Brasil","Rio Grande do Sul","Lagoa Tapera",NA,"Macrófita - na lagoa",NA,"Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,NA,"2012","04",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-04-23 11:53:41-03","UNEMAT","HERBAM","18630","S","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray",NA,"Valduga, E.","331","2012","03","10",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"HERBAM018630","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-25 12:11:42-03","UFSM","SMDB","3041","S","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Canto-Dorow, T,S","Canto-Dorow, T,S","s.n.","1989","05","21",NA,"Brasil","Rio Grande do Sul","Lagoa da Barra",NA,NA,"SMDB003041","Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,"1989","05","21","21077","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-25 12:11:42-03","UFSM","SMDB","2508","S","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Alvarez, A.F.","Alvarez, A.F.","s.n.","1986","05","21",NA,"Brasil","Rio Grande do Sul","Lagoa da Barra da Cadeia",NA,NA,"SMDB002508","Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,"1986","05","21","21077","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-26 10:32:22-03","UFSM","SMDB","14443","S","Plantae",NA,NA,"Cambobaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Gonzatti, F","Valduga, E","331","2012","03","10",NA,"Brasil","Rio Grande do Sul","Lagoa Tapera. Alt 10m. Coord: S 30°03'11'' e W",NA,"Macrófita na lagoa. HUCS 38546","SMDB014443","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,NA,"2012","04",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:19:44-03","MBM","MBM","58430","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Tressens, S.G.","807","1977","12","13","Southern America","Argentina",NA,NA,NA,NA,"MBM058430",NA,NA,NA,"MBM058430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:19:44-03","MBM","MBM","148243","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Krapovickas, A.; et al.; et al.","37513","1981","11","27","Southern America","Argentina",NA,NA,NA,NA,"MBM148243",NA,NA,NA,"MBM148243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:19:44-03","MBM","MBM","45637","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Krapovickas, A.; et al.; et al.","29510","1976","02","22","Southern America","Argentina",NA,NA,NA,NA,"MBM045637",NA,NA,NA,"MBM045637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:19:44-03","MBM","MBM","132507","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Affur, G.L. de","Tressens, S.G.; et al.; et al.","3697","1989","02","24","Southern America","Argentina",NA,NA,NA,NA,"MBM132507",NA,NA,NA,"MBM132507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:19:44-03","MBM","MBM","141033","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Pedersen, T.M.","Pedersen, T.M.","10276","1973","01","03","Southern America","Argentina",NA,NA,NA,NA,"MBM141033",NA,NA,NA,"MBM141033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:19:44-03","MBM","MBM","19868","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Pedersen, T.M.","Pedersen, T.M.","4462","1957","02","05","Southern America","Argentina",NA,NA,NA,NA,"MBM019868",NA,NA,NA,"MBM019868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:19:44-03","MBM","MBM","233548","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Schinini, A.; et al.; et al.","13099","1976","05","21","Southern America","Argentina",NA,NA,NA,NA,"MBM233548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:19:44-03","MBM","MBM","233549","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Arbo, M.M.; et al.; et al.","418","1973","11","05","Southern America","Argentina",NA,NA,NA,NA,"MBM233549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:19:44-03","MBM","MBM","233550","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Krapovickas, A.; et al.; et al.","12669","1966","11","06","Southern America","Argentina",NA,NA,NA,NA,"MBM233550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:19:44-03","MBM","MBM","249089","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Schinini, A.","Pedersen, T.M.","10174","1972","06",NA,"Southern America","Argentina",NA,"Corrientes",NA,NA,"MBM249089",NA,NA,NA,"MBM249089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-09-03 19:25:49-03","MNHN","RECOLNAT_MNHN_P","P01738490","PreservedSpecimen",NA,NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray",NA,"Hassler, E.",NA,"1907","11","21",NA,"Paraguai",NA,"Paraguaria centralis. Paraguai","hb","Plantae Paraguarienses - 1897. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738490' target='other'> <mi>dwc_moreinfo</mi></a>","P01738490",NA,NA,NA,"P01738490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2120",NA,NA
"78","2015-09-03 19:05:18-03","MNHN","RECOLNAT_MNHN_P","P02000833","PreservedSpecimen",NA,NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Lima","Glaziou",NA,"1882","2",NA,NA,"Brasil","Rio de Janeiro","Brésil (Rio Janeiro) Campos. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou. Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02000833' target='other'> <mi>dwc_moreinfo</mi></a>","P02000833",NA,NA,NA,"P02000833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13521",NA,NA
"79","2015-09-05 11:58:21-03","MNHN","RECOLNAT_MNHN_P","P06793003","PreservedSpecimen",NA,NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Cook","Lüönd, B.|Brücker, W.",NA,"1981","11","26",NA,"Argentine","Corrientes","Argentina. Province of Corrientes. San Roque: between San Roque and Mercedes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06793003' target='other'> <mi>dwc_moreinfo</mi></a>","P06793003",NA,"-58.59556","-29.02028","P06793003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 .1",NA,NA
"80","2017-09-17 18:28:49-03","MNHN","RECOLNAT_MNHN_P","P06793005","PreservedSpecimen",NA,NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Cook","Lüönd, B.|Brücker, W.",NA,"1981","11","26",NA,"Argentine","Corrientes","Province of Corrientes. San Roque: between San Roque and Mercedes. Pool +/- 2 m deep.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06793005' target='other'> <mi>dwc_moreinfo</mi></a>","P06793005",NA,"-58.63778","-28.94278","P06793005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 .1",NA,NA
"81","2015-09-05 11:58:21-03","MNHN","RECOLNAT_MNHN_P","P06793006","PreservedSpecimen",NA,NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A.Gray","Cook","Lüönd, B.|Brücker, W.",NA,"1981","11","25",NA,"Argentine","Corrientes","Argentina. Province of Corrientes. Side arm of the Rio Paraba, under the bridge between Corrientes and Resistancia.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06793006' target='other'> <mi>dwc_moreinfo</mi></a>","P06793006",NA,"-58.855","-27.4725","P06793006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34 .1",NA,NA
"82","2020-11-16 13:23:08-03","UFT","HTO","2724","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","A.C. Cervi","A.C. Cervi et al.","3219","1991","06","13",NA,"Brasil","PR","Reserva Florestal do IBAMA",NA,"Doação do Herbário UPCB",NA,"Teixeira Soares","-50.4606018066406","-25.3682994842529",NA,NA,NA,"1991","06","00","31767","auto",NA,NA,NA,NA,NA,NA,"UPCB",NA
"83","2021-02-11 17:18:26-03","UFPR","UPCB","50067","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Borgo, M.","Borgo, M.","631","2000","02","10",NA,"Brasil","São Paulo","Rio Peropava",NA,"Herbácea, aquática, submersa, flores róseas, próximo à margem do rio..",NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2000","03",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:18:26-03","UFPR","UPCB","40150","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Borgo, M.","Borgo, M.","261","1998","12","16",NA,"Brasil","Paraná","Lagoa do Parado",NA,"Herbácea submersa aquática, flores róseas, em lagoa dulcícola..",NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"1999","05",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:18:26-03","UFPR","UPCB","30341","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Resende, U.M.","Dunaiski Jr., A.","235","1992","05","11",NA,"Brasil","Paraná","Pinhais",NA,"Flor alva, margem inferior das pétalas amarela..",NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"1994","11",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:18:26-03","UFPR","UPCB","30308","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Cervi, A.C.","Cervi, A.C.","3219","1991","06","13",NA,"Brasil","Paraná","Reserva Florestal do IBAMA",NA,"Aquática submersa..",NA,"Teixeira Soares","-50.4606018066406","-25.3682994842529",NA,NA,NA,"1991","06",NA,"31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-02-24 05:31:00-03","MO","MOBOT","2195239","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Ranea, R., //","M. Silvia Ferrucci|Sergio Cáceres M.|Marita Dematteis|R. Ranea|M. M. Sosa","Ferrucci 1240","1997","9","4","South America","Argentina","Corrientes","Laguna Iberá, nacientes del Miriñay",NA,NA,NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2010-04-27 17:03:00-03","MO","MOBOT","2425256","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Arbo, M. M., //","Maria M. Arbo|Sergio Cáceres M.|Victor Maruñak","Arbo 7105","1996","12","5","South America","Argentina","Corrientes","Estancia Yatay Corá, 50 km al NE de Chavarría, camino a Concepción; arroyo Garzal cerca del casco",NA,NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-10-14 19:13:00-03","MO","MOBOT","2425275","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Schinini, A.","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 7886","1998","8","24","South America","Argentina","Corrientes","Estancia Rincón del Diablo. Macrosistema Iberá, Canal de acceso a Laguna Yacare",NA,NA,NA,"Mercedes","-58.01666","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2011-03-24 16:21:00-03","MO","MOBOT","2428290","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","Arbo, M. M., //","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","Arbo 6811","1996","10","24","South America","Argentina","Corrientes","Estancia Caaguazú, 11 Km NE de Chavarría, camino a Tacuaritas. Arroyo aprox. 2km al SW del casco",NA,NA,NA,"San Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-10-28 09:44:00-02","MO","MOBOT","3413382","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"E.L. Holmberg","Holmberg 10474","1915","2","15","South America","Argentina","Buenos Aires","Delta del Paraná, Barca Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"92","2011-10-17 18:13:00-02","MO","MOBOT","3413414","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.","G. L. de Affur","Sara G. Tressens|Sergio Cáceres M.|Ricardo O. Vanni|C. Zamudio","Tressens 3697","1989","2","24","South America","Argentina","Corrientes","Laguna Iberá. Paso Picada. Reserva Natural Provincial de Iberá.",NA,NA,NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-11-15 05:15:00-02","MO","MOBOT","3413452","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Antonio C. Krapovickas|Aurelio Schinini|Sergio Cáceres M.","Krapovickas 37513","1981","11","27","South America","Argentina","Corrientes","Laguna Iberá.",NA,NA,NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2016-11-15 05:15:00-02","MO","MOBOT","3413482","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","australis",NA,"Cabomba australis","Speg.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 29580","1976","4","17","South America","Argentina","Corrientes","Ea. Santa Teresa.",NA,NA,NA,"Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","745681","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","M. Orgaard","Elsa M. Zardini|C. Velázquez","Zardini 17926","1990","1","13","South America","Paraguay","Paraguarí","Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.",NA,NA,NA,NA,"-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"252",NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","1880651","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","S. Beck","R. Chávez de Michel|et al.","Michel 3409","2003","5","23","South America","Bolivia","Cochabamba","Prov. José Carrasco Torrico, approx. 6 km de Sinahota hacia Santa Cruz. Laguna al lado de la carretera principal.",NA,NA,NA,NA,"-65.16666","-16.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240.00000000",NA,NA,NA,NA
"97","2009-10-14 19:13:00-03","MO","MOBOT","2425292","PreservedSpecimen","Plantae",NA,NA,"Cabombaceae","Cabomba","caroliniana",NA,"Cabomba caroliniana","A. Gray","Schinini, A.","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 7887","1998","8","24","South America","Argentina","Corrientes","Estancia Rincón del Diablo. Macrosistema Iberá, Laguna Yacare",NA,NA,NA,"Mercedes","-58.01666","-28.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
