"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","285377","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","J. A. Steyermark","59688","1944","11","01","South America","Venezuela","Bolívar",NA,"Ptari-tepui","-61.811142","5.767006","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=372046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00285377","(Eichler) Kuijt",NA,"NY00285377_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01022205","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","H. S. Irwin","18734","1968","01","17","South America","Brazil","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1138953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022205","(Eichler) Kuijt",NA,"NY01022205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00645009","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","H. S. Irwin","14680","1966","04","12","South America","Brazil","Bahia",NA,"(Drainage of the Rio Corrente, western Bahia) Rio Piau, ca. 225 km SW of Barreiras on road to Posse",NA,NA,"850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645009","(Eichler) Kuijt",NA,"NY00645009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02282514","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","G. T. Prance","19001","1973","10","15","South America","Brazil","Mato Grosso","Chapada dos Guimarães","Vicinity of Colegio Buriti, Chapada dos Guimarães.","-55.80725","-15.4151111","720","720","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1757621' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282514","(Eichler) Kuijt","C. S. Caires","NY02282514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02220164","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","R. de S. Secco","308","1982","05","24","South America","Brazil","Pará","Marabá","Marabá, coleta no acampamento azul","-50.2980682","-6.1046262",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2371068' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220164","(Eichler) Kuijt",NA,"NY02220164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02220233","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","linguiforme","Phoradendron linguiforme","J. M. Pires","50445","1961","08","23","South America","Brazil","Amapá",NA,"Rio Araguari, 5 hours above rio Maruré","-51.95","1.4","130",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2371157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02220233","Rizzini",NA,"NY02220233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00645004","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","R. M. Harley","27527","1988","12","16","South America","Brazil","Bahia",NA,"Agua Quente. Pico das Almas. Vertente Oeste. Entre Paramirim das Crioulas e a face NNW do pico","-42","-13.52","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645004","Ule",NA,"NY00645004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00645005","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","R. M. Harley","25650","1988","10","26","South America","Brazil","Bahia","Rio de Contas","9 km ao norte da cidade na estrada para o povoado de Mato Grosso","-41.83","-13.5","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645005","Ule",NA,"NY00645005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00644851","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","R. M. Harley","25650","1988","10","26","South America","Brazil","Bahia","Rio de Contas","9 km ao norte da cidade na estrada para o povoado de Mato Grosso","-41.83","-13.5","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644851","Ule",NA,"NY00644851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-10-26 11:09:00-02","NY","NYBG","00645003","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","B. G. Stergios D.","11257","1987","05","13","South America","Venezuela","Bolívar",NA,"En el Medio Rio Asa, ala altura de El Merey (El Colorado). Expedicion Proyecto I. R. N. R. G. a la cuenca media del Rio Paragua (Hoja NB20-6)","-63.33","6.58",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00645006","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","R. M. Harley","27527","1988","12","16","South America","Brazil","Bahia",NA,"Agua Quente. Pico das Almas. Vertente oeste. Entre Paramirim das Crioulas e a face NNW do pico","-42","-13.52","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645006","Ule",NA,"NY00645006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01022421","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","orbiculare","Phoradendron orbiculare","B. L. Stannard","CFCR6061","1984","11","16","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, Almeida - 20 km. antes de Almeida.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142158' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022421","Rizzini","B. L. Stannard","NY01022421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","23267","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","orbiculare","Phoradendron orbiculare","B. Maguire","56949","1963","09","30","South America","Brazil","Mato Grosso",NA,"450 km past Cuiaba en route to Goiania",NA,NA,"830","830","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023267","Rizzini",NA,"NY00023267_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01022422","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","orbiculare","Phoradendron orbiculare","A. M. Giulietti","CFCR43829","1986","07","24","South America","Brazil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes, a oeste da cidade.","-42.8894","-16.5594","970","970","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022422","Rizzini","J. R. Pirani","NY01022422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","285373","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","sulfuratum","Phoradendron sulfuratum","J. A. Steyermark","104137","1970","12","20","South America","Venezuela","Bolívar",NA,"Gran Sabana, altiplanicie del suelo arenoso, formacion Roraima, en el drenaje de las cabecceras del Rio Aponguao; selva de galeria a lo largo del Arautá-parú, alrededores del Km. 148 al sur de El Dorado",NA,NA,"1350","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00285373","Rizzini",NA,"NY00285373_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:09:10-03","UNESP-IBB","BOTU","10838","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","orbiculare","Phoradendron orbiculare","Gottsberger, I.S.","30971","1971","09","30",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Semi-parasite of Qualea multiflora, in 4m height. In 10x10m square number 63.; Coleção: Cerrado Estação 13 de Maio","BOTU010838","Rizzini","Rizzini, C.T.",NA,NA,"1974","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:48:44-03","EAO","IAN","112882","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Oliveira, E","1940","1962","05","17","Southern America","Brasil","Pará",NA,"Beira do Rio Tiriós.",NA,NA,NA,NA,NA,"Planta sobre árvore; flores amareladas.","IAN112882","(Eichler) Kuijt","Caires, CS",NA,NA,"2009",NA,NA,"12","07",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:48:45-03","EAO","IAN","114341","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Pires, JM; Silva, NT da","8026","1962","06","12","Southern America","Brasil","Amazonas",NA,"Pari-Cachoeira, Alto Rio Negro.",NA,NA,NA,NA,NA,"Epífita; flores amareladas.","IAN114341","(Eichler) Kuijt","Caires, CS",NA,NA,"2009",NA,NA,"12","10",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:48:45-03","EAO","IAN","143365","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Cordeiro, MR","149","1974","06","18","Southern America","Brasil","Mato Grosso","Dardanelos","Rio Aripuanã. Várzea.",NA,NA,NA,NA,NA,"Epífita, sobre árvore de 6m de altura.","IAN143365","(Eichler) Kuijt","Caires, CS",NA,NA,"2009",NA,NA,"12","07",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:48:45-03","EAO","IAN","52690","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Schultes, RE; López, F","9293","1947","12","09","Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"Parasitic on Cunuria crassipes.","IAN052690","(Eichler) Kuijt","Caires, CS",NA,NA,"2009",NA,NA,"10","12",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:48:45-03","EAO","IAN","60288","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Schultes, RE","9901",NA,NA,NA,"Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"IAN060288","(Eichler) Kuijt","Caires, CS","IAN060288 IAN060288_e IAN060288_f",NA,"2009",NA,NA,"12","10",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:48:45-03","EAO","IAN","60376","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Schultes, RE","9713",NA,NA,NA,"Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"IAN060376","(Eichler) Kuijt","Caires, CS","IAN060376 IAN060376_e",NA,"2009",NA,NA,"12","10",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:48:45-03","EAO","IAN","30111","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Black, GA","471911","1947","10","30","Southern America","Brasil","Pará","Belterra","mata virgem","-54.937198638916","-2.63638997077942",NA,NA,NA,"Árvore de 10m,em terra firme,flanco do planalto,margem esquerda do rio.; Parasita, flor verde","IAN030111","(Eichler) Kuijt","Caires, CS","IAN030111 IAN030111_1 IAN030111_e",NA,"2009",NA,NA,"12","09","74752","auto",NA,NA,NA,NA,NA
"34","2021-03-30 12:48:45-03","EAO","IAN","166635","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Rocha, JBP; Silva, JP da","668","1990","01","12","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, próximo ao portão principal do Parque Botânico.","-49.9021987915039","-6.06750011444092",NA,NA,NA,"Parasita herbácea com caule medindo 70cm de altura, apresenta panículas com frutos imaturos.","IAN166635","(Eichler) Kuijt","Caires, CS",NA,NA,"2009",NA,NA,"12","10","147801","auto",NA,NA,NA,NA,NA
"35","2021-03-30 12:48:45-03","EAO","IAN","154822","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","linguiforme","Phoradendron linguiforme","Pires, JM; Rodrigues, Wm; Irvine, GC","50445","1961","08","23","Southern America","Brasil","Amapá",NA,"Common 5 hour above Rio Mururé.","-51.95","1.4","130","130",NA,"Parasitic, up to 1 m high, infloresce green-yellow, growing on Caraipa.","IAN154822","Rizzini","Rizzini, CT",NA,"isotipo","1976","-51.95","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:48:45-03","EAO","IAN","52449","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","mairaryense","Phoradendron mairaryense","Ule","8383","1909","10","10","Southern America","Brasil","Amazonas",NA,"Serra Mairary - Rio Branco.",NA,NA,NA,NA,NA,NA,"IAN052449","Ule","Rizzini, CT",NA,"isotipo","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:47-03","EAO","IAN","154786","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","sulfuratum","Phoradendron sulfuratum","Wurdack, JJ; Monachino, JV","39796","1955","12","11","Southern America","Venezuela","Bolivar",NA,"Frequent on trees in savanna 0,2-1,5km north of river mouth.",NA,NA,"100","100",NA,"Plants yellowish green to yellow.","IAN154786","Rizzini","Rizzini, CT",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:48:47-03","EAO","IAN","130027","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","triplinervium","Phoradendron triplinervium","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14680","1966","04","12","Southern America","Brasil","Bahia",NA,"Cerrado, Rio Piau, ca. 225km S.W. of Barreiras on road to Posse.",NA,NA,"850","850",NA,"Parasitic on vochysiaceous tree. Inflorescences yellow-orange; flowers cream; fruit yellow.","IAN130027","Rizzini","Rizzini, CT",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:48:47-03","EAO","IAN","130042","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","triplinervium","Phoradendron triplinervium","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14827","1966","04","14","Southern America","Brasil","Bahia",NA,"Cerrado, Rio Piau, ca. 150km S.W. of Barreiras.",NA,NA,"850","850",NA,"Parasitic on vochysiaceous tree (Iewin et al. 14663)included. Fruit trasnlucent white.","IAN130042","Rizzini","Rizzini, CT",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:48:47-03","EAO","IAN","167679","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","triplinervium","Phoradendron triplinervium","Nitta, A","17655","1997","03","26","Southern America","Brasil","Pará","Tomé-Açu","Jardim do Sr. Okabe.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,"IAN167679","Rizzini",NA,NA,NA,NA,NA,NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA
"41","2021-03-30 12:48:47-03","EAO","IAN","131831","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","warmingii","Phoradendron warmingii","Philcox, D; Ferreira, AR","3921","1968","01","08","Southern America","Brasil","Mato Grosso",NA,"Near Base Camp.","-51.766667","-12.816667",NA,NA,NA,"Parasite on dry forest tree at c.3m. Leaves greenish-yellow. Young fruits yellow.","IAN131831","Eichler","Caires, CS",NA,NA,"2009","-51.766667","-12.816667","12","09",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:48:47-03","EAO","IAN","138109","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","warmingii","Phoradendron warmingii","Irwin, HS; Maxwell, HS","18734","1968","01","17","Southern America","Brasil","Goiás",NA,"15km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Corumbá. Sandy cerrado slopes.",NA,NA,"1150","1150",NA,"Paresitizing upper branches of riverside tree (Vochysiaceae, nº18735). Leaves yellow-green. Fruit greenish white.","IAN138109","Eichler","Caires, CS",NA,NA,"2009",NA,NA,"12","07",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:24:25-03","UFBA","ALCB","73593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Dendrophthora","warmingii","Dendrophthora warmingii","Roque, N; Alunos de Botânica III","1415","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para as Andorinhas","-41.341389","-12.992222","980","980",NA,"Liana. Ramos jovens, flores amarelo-esverdeadas.",NA,"(Eichler) Kuijt","Caires, CS",NA,NA,"2009","-41.341389","-12.992222","03","03",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:28:38-03","NBC","NL-BOTANY","U.1765854","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Dendrophthora","tepuiana","Dendrophthora tepuiana","Schultes RE; Cabrera I",NA,"1951","06","18","Southern America","Colombia",NA,NA,"Amazonas-Vaupés. Rio Apaporis: entre el rio Pacoa y el rio Kananari.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1765854","(Steyerm.) Kuijt",NA,"NL-U1765854",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
