"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"11","2015-09-21 07:15:59-03","MNHN","RECOLNAT_MNHN_P","P00608176","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Glaziou, A.","1881","1","9",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro. Sommet du Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00608176' target='other'> <mi>dwc_moreinfo</mi></a>","P00608176","P00608176_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12081","lectotype",NA,NA,NA
"12","2015-09-04 05:56:58-03","MNHN","RECOLNAT_MNHN_P","P00608177","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Glaziou, A.","1881","1","9",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro. Sommet du Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00608177' target='other'> <mi>dwc_moreinfo</mi></a>","P00608177","P00608177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12081","isolectotype",NA,NA,NA
"13","2018-01-03 13:59:02-02","MNHN","RECOLNAT_MNHN_P","P03586124","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"s.d.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03586124' target='other'> <mi>dwc_moreinfo</mi></a>","P03586124","P03586124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2496",NA,NA,NA,NA
"14","2015-11-05 06:10:00-02","MO","MOBOT","100218302","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","A.R. Zuntini|W.A.A. Pires|G.S. Siqueira","2007","12","14","South America","Brazil","Espírito Santo",NA,"Sooretama: Reserva Natural da Companhia Vale do Rio Doce (Reserva de Linhares). Aceiro Aracruz. BR-101-3.","-40.0336111","-19.12",NA,NA,NA,NA,"Zuntini 149","33.00000000",NA,"A.R. Zuntini",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"15","2020-07-09 08:33:00-03","MO","MOBOT","1041206","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Apparicio P. Duarte","1964","9",NA,"South America","Brazil","Rio de Janeiro",NA,"Guanabara, Pico da Tijuca",NA,NA,NA,NA,NA,NA,"Duarte 8464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"16","2017-05-25 14:01:00-03","MO","MOBOT","1041229","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 12081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"17","2017-05-25 13:58:00-03","MO","MOBOT","1041236","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","João Geraldo Kuhlmann","1932","11",NA,"South America","Brazil","Rio de Janeiro",NA,"Guanabara, Vista Chinesa",NA,NA,NA,NA,NA,NA,"Kuhlmann s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"18","2017-05-25 13:59:00-03","MO","MOBOT","1041247","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","LAROCHE","1971","11","1","South America","Brazil","Rio de Janeiro",NA,"Vista Chinesa a 400 m. do Miante.",NA,NA,NA,NA,NA,NA,"LAROCHE 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"19","2017-05-25 14:01:00-03","MO","MOBOT","1043570","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Pedro Occhioni","1933","11","17","South America","Brazil","Rio de Janeiro",NA,"Jardim Botanico. Cultivated.",NA,NA,NA,NA,NA,NA,"Occhioni s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2017-05-25 14:00:00-03","MO","MOBOT","1049198","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","G. Dalcolmo","1953","2","2","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Alto Santo Antonio.",NA,NA,NA,NA,NA,NA,"Dalcolmo s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2017-05-25 14:02:00-03","MO","MOBOT","1269743","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","W.J. Burchell",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burchell 138A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2017-05-25 13:58:00-03","MO","MOBOT","3394334","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Taciana B. Cavalcanti|Daniela C. Zappi|José R. Pirani|Maria L. Kawasaki|Renato de Mello-Silva","1985","9","4","South America","Brazil","Mato Grosso",NA,"Grão Mogol. Vale do Rio Itacambiruçu.",NA,NA,NA,NA,NA,NA,"Cavalcanti 39694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"23","2017-05-25 13:57:00-03","MO","MOBOT","3394407","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Daniela C. Zappi|José R. Pirani|Renato de Mello-Silva|Taciana B. Cavalcanti","1985","9","4","South America","Brazil","Mato Grosso",NA,"Grão Mogol. Morro próximo ao rio Itacambiruçu a 5km da cidade.",NA,NA,NA,NA,NA,NA,"Zappi 39794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2017-05-25 14:03:00-03","MO","MOBOT","1045374","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","Augusto Gehrt","1921","10","14","South America","Brazil","São Paulo",NA,"Alto da Serra.","-44.23333","-22.88333",NA,NA,NA,NA,"Gehrt 5784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2012-05-08 09:26:00-03","MO","MOBOT","1016280","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","João Geraldo Kuhlmann","1932","11","25","South America","Brazil","Rio de Janeiro",NA,"Vista Chinesa.",NA,NA,NA,NA,NA,NA,"Kuhlmann s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2013-08-23 04:12:00-03","MO","MOBOT","1040554","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Taciana B. Cavalcanti|et al.","1985","9","4","South America","Brazil","Minas Gerais",NA,"Minas Groio Mogol, Vale de Rio Hacambirucu.",NA,NA,NA,NA,NA,NA,"Cavalcanti CFCR8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1040575","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Apparicio P. Duarte","1962","1","9","South America","Brazil","Rio de Janeiro",NA,"Torres da T. V. Tupi.",NA,NA,NA,NA,NA,NA,"Duarte 6210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1041217","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 2496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2011-03-02 16:08:00-03","MO","MOBOT","1041352","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Henrique P. Velloso",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Teresopolis, Boa Fe",NA,NA,NA,NA,NA,NA,"Velloso 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","1043982","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandwith","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Lago de Freitas.",NA,NA,NA,NA,NA,NA,"Glaziou 8806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:44:10-03","MBML","MBML-HERBARIO","1271",NA,"Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii","Sandw.","G. Dalcolmo","1953","02","02",NA,"Brasil","Espírito Santo","Santa Teresa","Alto Santo Antônio","-40.575556","-19.887222",NA,"Ipê amarelo dos altos.","MBML001271","MBML001271",NA,NA,NA,"A. H. Gentry/1987",NA,NA,NA,NA,NA,"40W34'32","19S53'14",NA,NA,NA,NA,NA
"32","2021-02-25 10:12:29-03","CVRD","CVRD","12739","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S. O. Grose","Zuntini, A.R. et al.","2007","12","14","América do Sul","BRASIL","ES","Linhares","Coord. 19º 07.11,6 S 40º 02.00,7 W Alt. 33","-40.033528","-19.119889",NA,"Cálice verde na base clareando até o ápice. Tubo da corola e lábios amarelos. Frutos imaturos verdes. Aroma desagradável na madeira. <ll>dwc_commonname:</ll> Ipê do brejo","CVRD012739",NA,"148","33","33","Alexandre R. Zuntini","2007","12","14",NA,NA,"40°02'00,7W","19°07'11,6S",NA,NA,NA,"Magnoliopsida",NA
"33","2021-02-25 10:12:29-03","CVRD","CVRD","12740","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S. O. Grose","Zuntini, A.R. et al.","2007","12","14","América do Sul","BRASIL","ES","Linhares","Coord. 19º 07.11,6 S 40º 02.00,7 W Alt. 33","-40.033528","-19.119889",NA,"Frutos imaturos verdes. Aroma desagradável na madeira. <ll>dwc_commonname:</ll> Ipê do brejo","CVRD012740",NA,"149","33","33","Alexandre R. Zuntini","2007","12","14",NA,NA,"40°02'00,7W","19°07'11,6S",NA,NA,NA,"Magnoliopsida",NA
"34","2021-02-25 10:12:29-03","CVRD","CVRD","10584","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S. O. Grose","Siqueira, G.S.","2007","11","19","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê do brejo","CVRD010584",NA,"360",NA,NA,"Geovane S. Siqueira","2007","11","19","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"35","2021-02-25 10:12:29-03","CVRD","CVRD","5086","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S. O. Grose","Folli, D.A.","1994","12","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê do brejo","CVRD005086","CVRD005086","2449",NA,NA,"Stephen F. Smith","1995","11","27","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"36","2021-02-25 10:12:29-03","CVRD","CVRD","10653","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S. O. Grose","Folli, D.A.","2008","01","08","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê do brejo","CVRD010653",NA,"5832",NA,NA,"Domingos A. Folli","2008","01","08","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"37","2020-09-12 05:00:02-03","US","US","3311340","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","D. Folli","1994","12","28","South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD Linhares-ES Brasil. Aceiro com Fazenda Batista Km 3100, lado esquerdo.",NA,NA,NA,NA,"US03207544","US03207544_01","2449","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"38","2020-09-12 05:00:02-03","US","US","2820546","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","R. Laroche & et al.","1971","11","10","South America","Brazil",NA,NA,"Estado da Guanabara, Vista Chinesa a uns 400 m do Mirante.",NA,NA,NA,NA,"US03207545","US03207545_01","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"39","2020-09-12 05:00:02-03","US","US","2820558","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O. Grose","J. G. Kuhlmann","1932","11","25","South America","Brazil",NA,NA,"Estado da Guanabara, Vista Chinesa.",NA,NA,NA,NA,"US03207546","US03207546_01","129435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"40","2021-03-15 18:26:00-03","USP","SPF","195367","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Zuntini, AR","2007","12","14",NA,"Brasil","Espírito Santo","Sooretama","Reserva Natural da CVRDAceiro AracruzBR-101 - 3.","-40.033524","-19.119836",NA,"Árvore, 25m. Frutos imaturos verde. Aroma desagradável na madeira","SPF00195367",NA,"149","33","33","Zuntini, AR","2007",NA,NA,NA,NA,"-40.033524","-19.119836",NA,NA,NA,NA,NA
"41","2021-03-15 18:26:00-03","USP","SPF","195366","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Zuntini, AR","2007","12","14",NA,"Brasil","Espírito Santo","Sooretama","Reserva Natural da CVRDAcerio AracruzBR-101 - 3.","-40.033524","-19.119836",NA,"Árvore, 30m. cálice verde na base clareando até ápice. tubo da corola e lábios amarelos. Frutos imaturos verde. aroma desagradável na madeira.","SPF00195366",NA,"148","33","33","Zuntini, AR","2007",NA,NA,NA,NA,"-40.033524","-19.119836",NA,NA,NA,NA,NA
"42","2020-01-21 16:15:09-03","USP","SPF","39694","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Cavalcanti, TB","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Campos RupestresVale do Rio Itacambiruçu","-42.889617","-16.559289",NA,NA,"SPF00039694",NA,"CFCR8392",NA,NA,"Lohmann, LG","1993","10",NA,NA,NA,"-42.889617","-16.559289",NA,NA,NA,NA,NA
"43","2020-01-21 16:15:09-03","USP","SPF","39794","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Zappi, DC","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Campos RupestresMorro Próximo ao rio Itacambiruçu a 5 km da cidade","-42.889617","-16.559289",NA,NA,"SPF00039794",NA,"CFCR8464",NA,NA,"Lohmann, LG","1993","10",NA,NA,NA,"-42.889617","-16.559289",NA,NA,NA,NA,NA
"44","2021-03-15 18:26:00-03","USP","SPF","204841","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Folli, DA","2008","01","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Aceiro com Fazenda Batista, km 3,1","-40.0722007751465","-19.3910999298096",NA,"Árvore, 19m de altura. Botões verdes e flores amarelas.; varzea periodicamente inundável; Duplic.","SPF00204841",NA,"5832",NA,NA,"Zuntini, AR","2009","03",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 18:26:00-03","USP","SPF","195368","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Siqueira, GS","2007","11","19",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Aceiro com Fazenda Batista, km 3,1","-40.0722007751465","-19.3910999298096",NA,"Árvore, 18m de altura. Botões verde claro e flores amarelas.","SPF00195368",NA,"360",NA,NA,"Zuntini, AR","2009","03",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 18:26:00-03","USP","SPF","195365","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","bureavii","Handroanthus bureavii","(Sandwith) S.O.Grose","Folli, DA","1994","12","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Aceiro com Fazenda Batista, km 3.1, lado direito","-40.0722007751465","-19.3910999298096",NA,"Árvore, 28m de altura. Madeira alaranjada. Casca creme. Botões amarelos e flores amarelas.","SPF00195365",NA,"2449",NA,NA,"Zuntini, AR","2009","03",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-09-04 20:06:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Tecoma","dentata","Tecoma dentata",NA,"A. Glaziou",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"12081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,NA,NA
"48","2019-09-04 20:06:07-03","F","FMNH-SEEDPLANTS","V0052358F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Tecoma","dentata","Tecoma dentata",NA,"A. Glaziou","1877",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0052358F","V0052358F_01","8806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA
"49","2020-08-11 15:54:03-03","CEPLAC","CEPEC","43502","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureavii","Tabebuia bureavii",NA,"G. Hatschbach","1996","03","29",NA,"Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","Venda Nova, torre Telest. Mata da crista de morro.","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,"49983",NA,NA,"A. Gentry",NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,"30/12/1986"
