"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"121","2020-11-04 11:10:57-03","ESALQ","ESA","108225","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"Scalon, V.R.","Teixeira, E.W.",NA,"2001","02","06",NA,"Brasil","Minas Gerais","Paulo Cândido",NA,NA,NA,NA,NA,NA,NA,"ESA108225","ESA108225",NA,NA,NA,NA,"2008","02","06",NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:10:57-03","ESALQ","ESA","88908","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"Scalon, V.R.","Faria, S.M. ; Bibiano, J.","2081.0","2002","08","03",NA,"Brasil","Minas Gerais","Mariana Samitri",NA,NA,NA,NA,NA,NA,NA,"ESA088908","ESA088908",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-04 11:10:57-03","ESALQ","ESA","88686","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Gibau, A.","Deotti, H.J.",NA,"1994","04","27",NA,"Brasil","Minas Gerais","Silverânia",NA,NA,NA,NA,NA,NA,NA,"ESA088686","ESA088686",NA,NA,NA,NA,"2018","03","19",NA,NA,NA,NA,NA,NA
"124","2020-11-04 11:10:57-03","ESALQ","ESA","88710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Scalon, V.R.","Pirani, J.R.","240.0","1982","11","24",NA,"Brasil","Minas Gerais","Realeza",NA,NA,NA,NA,NA,NA,NA,"ESA088710","ESA088710",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:10:57-03","ESALQ","ESA","108193","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"Souza, V.C.","Souza, V.","49.0","1991","03","21",NA,"Brasil","Espírito Santo","Ibatiba",NA,"-41.5106010437012","-20.2339000701904",NA,NA,NA,NA,"ESA108193","ESA108193","18895","auto",NA,NA,"2012","03","19",NA,NA,NA,NA,NA,NA
"126","2020-11-04 11:10:57-03","ESALQ","ESA","98571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"Scalon, V.R.","Forzza, R.C.","766.0","2004","12","20",NA,"Brasil","Minas Gerais","Botumirim",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"ESA098571","ESA098571","39434","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-04 11:10:57-03","ESALQ","ESA","19054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Tamashiro, J.Y.","Souza, V.C. et al.","8366.0","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"ESA019054","ESA019054","19014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:10:57-03","ESALQ","ESA","96713","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Scalon, V.R.","Mello-Silva, R.","2871.0","2005","02","20",NA,"Brasil","Minas Gerais","Santos Dumont",NA,"-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"ESA096713","ESA096713","25699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-04 11:10:57-03","ESALQ","ESA","57063","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Gibau, A.","Vieira, M.F.","579.0","1987","03","06",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"ESA057063","ESA057063","13937","auto",NA,NA,"2018","03","19",NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:10:57-03","ESALQ","ESA","57060","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Gibau, A.","Morais, H.C.","9938.0","1987","01","20",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"ESA057060","ESA057060","13937","auto",NA,NA,"2018","03","19",NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:10:57-03","ESALQ","ESA","89624","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Scalon, V.R.","Paula-Souza, J.; Ferrucci, M.S.; Scalon, V.R.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4096.0","2005","01","18",NA,"Brasil","Goiás","Pirenópolis","Estrada entre Pirenópolis e Corumbá de Goiás. Ca. 9km de Pirenópolis em direção a Corumbá. Cerrado utilizado como pasto","-48.9592018127441","-15.852499961853","1025","1025",NA,"Arvoreta, ca. 3,5m alt. Vegetativo. Beira de estrada","ESA089624","ESA089624","40887","auto","-48,863,056","-15,907,222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-31 12:20:13-03","MN","R","116064","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"Pereira, E.; Pabst, G.F.J.","951","1965","01","17",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Herbarium Bradeanum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-01-31 12:20:13-03","MN","R","69223","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,NA,NA,"1883","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Her. J. de Sladanha. Gabinete de Botanica da Escola Polytechnica nº 6798.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-01-14 15:30:24-03","MN","R","8378","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"Glaziou, A.F.M.","12635","1877","01","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008378","R000008378_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-01-31 12:20:13-03","MN","R","121026","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Occhioni, E.M.","Irwin, H.S.","2719","1959","02","23",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-12 01:35:50-03","UFPI","TEPB","28552","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,NA,NA,"1985","05","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"árvore Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-22 17:46:12-03","UFPI","TEPB","8400","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,NA,"Alunos de pós-graduação da UNICAMP",NA,"1983","01","19",NA,"Brasil","São Paulo","Itirapina","Estação Experimental de Itirapina","-47.8199996948242","-22.25",NA,NA,NA,"Ambiente: Cerrado",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015-07-02 14:02:09-03","JBP","HPL","9356","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"R. Tsuji","R. Tsuji","2065","2007","08","26",NA,"Brasil","MG","Belo Oriente","Coletado nas proximidades da estrada às margens da Lagoa do Jacaré (área da CENIBRA).","-42.4836","-19.22",NA,NA,NA,NA,NA,NA,"17433","auto",NA,NA,"2007","08","26",NA,NA,NA,NA,NA,NA
"139","2015-07-02 14:02:09-03","JBP","HPL","7018","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"R. Tsuji","R. Tsuji, H. Lorenzi et al.","1599","2007","01","30",NA,"Brasil","MG","Muriaé","Coletada em beira de estrada caminho para Muriaé-MG.","-42.3664","-21.1306",NA,NA,NA,NA,NA,NA,"32715","auto",NA,NA,"2007","05","25",NA,NA,NA,NA,NA,NA
"140","2015-07-02 14:02:09-03","JBP","HPL","9521","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"R. Tsuji","R. Tsuji","2362","2007","12","01",NA,"Brasil","MG","Ipatinga","Coletado nas proximidades do município de Ipatinga, na estrada para Lagoa do Jacaré, CENIBRA.","-42.5367","-19.4683",NA,NA,NA,NA,NA,NA,"19070","auto",NA,NA,"2007","12","01",NA,NA,NA,NA,NA,NA
"141","2015-07-02 14:02:09-03","JBP","HPL","4772","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","H. Lorenzi","H. Lorenzi","1154","1993","11","17",NA,"Brasil","SP","Ribeirão Bonito","Coletado na rodovia Dourado-Ribeirão Bonito, planta muito comum na região.","-48.17","-22.06",NA,NA,NA,NA,NA,NA,"20347","auto",NA,NA,"1993","11","17",NA,NA,NA,NA,NA,NA
"142","2015-07-02 14:02:09-03","JBP","HPL","6992","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum",NA,"R. Tsuji","R. Tsuji, H. Lorenzi et al.","1572","2007","01","28",NA,"Brasil","MG","Belo Oriente","Coletado na estrada não pavimentada, atrás da fábrica da CENIBRA.","-42.4836","-19.22",NA,NA,NA,NA,NA,NA,"17433","auto",NA,NA,"2007","02","12",NA,NA,NA,NA,NA,NA
"143","2015-07-02 14:02:09-03","JBP","HPL","4773","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","A.G. Ribeiro","A.G. Ribeiro","94","1997","09","26",NA,"Brasil","SP","Ribeirão Bonito","Na via de acesso para a Anhanguera.","-48.17","-22.06",NA,NA,NA,NA,NA,NA,"20347","auto",NA,NA,"1997","09","26",NA,NA,NA,NA,NA,NA
"144","2019-02-22 11:46:05-03","IPA","IPA","65614","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Lima, M.P.M. de","Lima, H.C. de; Martinelli, G.; Martinelli, G.","1716",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poços das Antas, Caminho da Fazenda Portuense.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árfvore com 10-15m de altura. Frutos castanhos puverulentos. Os frutos no chão são indescentes e possuem um mesocarpo cheio de água que provavelmente facilitam a germinação. Mata de encosta ou nas capoeiras.","IPA0065614",NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-08-27 13:29:53-03","IAP","PACA-AGP","67861","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","G. P. Lewis","L. A. Maia et al.","133","1979","06","28",NA,"Brasil","AM","Rio Negro","igapó pouco acima do lugar São Luís",NA,NA,NA,NA,NA,"Arvoreta com 6m de altura. Herbário INPA 86363. Habitat: igapó","PACA067861",NA,NA,NA,NA,NA,"1982",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"146","2019-08-27 13:29:53-03","IAP","PACA-AGP","100169","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","H.C. de Lima","C. Luchiari","76","1993","10","21",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, estr. Juturnaiba, esquerda km 7.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Jardim Botânico do Rio de Janeiro - RB 304665.&nf;Árvore com ca. de 8 m, heliófita, folhas discolores, botão (espiga) amarelo esverdeado, filete amarelo rosado, anteras negras.","PACA100169",NA,"29995","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"147","2019-08-27 13:29:53-03","IAP","PACA-AGP","100163","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"C. Luchiari","286","1994","02","08",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, estr. Juturnaiba, km 7.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Jardim Botânico do Rio de Janeiro - RB 434458. Árvore com ca. de 8 m, heliófita, folhas compostas discolores, frutos imaturos verdes com pêlos castanhos vinhosos. FEN 02.","PACA100163",NA,"29995","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"148","2020-12-20 21:17:50-03","UFV","VIC","36842","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Fernandes, J.M.","Fernandes, J.M.; Dutra, V.F.","579","2008","01","16",NA,"Brasil","Minas Gerais","Datas","Próximo a estrada, Coletada em área de floresta estacional semidecidual.","-43.6557998657227","-18.4456005096436",NA,NA,NA,"Arvoreta 3m alt., cálice e corola de cor roxa e filetes brancos.","VIC036842",NA,"23532","auto",NA,NA,"2008","08","15",NA,NA,NA,NA,NA,NA
"149","2020-12-20 21:17:50-03","UFV","VIC","27116","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","73","2001","06","30",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa Águas Claras (Mombaça).","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore, c.a. de 25 metros de altura. Com inflorescências espiciformes, flores de filetes vermelhos.","VIC027116","VIC027116","31394","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-20 21:17:50-03","UFV","VIC","27117","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","93","2001","08","30",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa dos Patos (Mombaça).","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore. Com frutos avermelhados.","VIC027117","VIC027117","31394","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"151","2020-12-20 21:17:49-03","UFV","VIC","20990","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Lima, L.C.P.","Lima, L.C.P.; Araújo, M.E.F. de","247","2004","12","07",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Estrada do Cibrão.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Árvore 5m de altura. Flor avermelhada. Coletado em área de Mata.","VIC020990","VIC020990","33524","auto",NA,NA,"2005","04","08",NA,NA,NA,NA,NA,NA
"152","2020-12-20 21:17:50-03","UFV","VIC","31213","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Dutra, V.F.","Messias, M.C.T.B.","1068","2006","02","03",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Margens do Maynart.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Árvore ca. de 8m.&nf;Mata ripária.&nf;Flores vináceas.","VIC031213","VIC031213","33524","auto",NA,NA,"2006","10","18",NA,NA,NA,NA,NA,NA
"153","2020-12-20 21:17:50-03","UFV","VIC","27114","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","46","2001","03","15",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada Portaria - Área de Camping.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore. Com inflorescências espiciformes, vermelhas.","VIC027114","VIC027114","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-20 21:17:50-03","UFV","VIC","27123","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","189","2002","04","17",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa Carioca.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura. Com frutos de cor vermelha.","VIC027123","VIC027123","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-20 21:17:50-03","UFV","VIC","27125","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; Santos, G.A. dos","128","2002","01","04",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa Carioca.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 6,0 metros de altura, com flores vermelhas abertas e botões florais.","VIC027125","VIC027125","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-20 21:17:50-03","UFV","VIC","27115","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","61","2001","05","19",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha do Turvo.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 10 metros de altura. Com frutos carnosos, avermelhados e inflorescências espiciformes, flores de filetes vermelhos.","VIC027115","VIC027115","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"157","2020-12-20 21:17:50-03","UFV","VIC","3905","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC003905","VIC003905","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-20 21:17:50-03","UFV","VIC","28065","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"Garcia, F.C.P.; Corrêa, I.M.","866","2001","09","12",NA,"Brasil","Minas Gerais","Viçosa","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvoreta ca. 5m alt., fruto maduro marrom deiscente, valvas mesocarpo carnoso. Coletada na trilha do aceiro.","VIC028065",NA,"13937","auto",NA,NA,"2001","09","12",NA,NA,NA,NA,NA,NA
"159","2020-12-20 21:17:49-03","UFV","VIC","15035","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Meira Neto, J.A.A.","Borges, C.M.O. de; et al.","s.n.","1994","06","01",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Horto Barra da Moeda","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Altura 3m, CAP. 4 cm.","VIC015035","VIC015035","150618","auto",NA,NA,"1995","08","18",NA,NA,NA,NA,NA,NA
"160","2020-12-20 21:17:50-03","UFV","VIC","27120","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","145","2002","02","27",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Lagoa Dom Helvécio.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 12 metros de altura; inflorescências espiciformes de filetes vermelhos. Coletada na margem da Lagoa.","VIC027120","VIC027120","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-20 21:17:49-03","UFV","VIC","27113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","27","2001","02","21",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa Águas Claras (Mombaça).","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore, c.a. de 21 metros de altura. Com inflorescências espiciformes, flores de filetes vermelhos.","VIC027113","VIC027113","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"162","2020-12-20 21:17:50-03","UFV","VIC","298","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000298","VIC000298","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-20 21:17:49-03","UFV","VIC","040219","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.",NA,"Simão. M.R.V.C.","438","2012","12","16",NA,"Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient, Floresta estacional semidecidual.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore de 5 m, botão floral e flor aberta com todas as peças florais vermelhas.","VIC040219","VIC040219","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-20 21:17:49-03","UFV","VIC","21328","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Fernandes, J.M.","Valente, G.E.; Costa, C.A. da","1702","2005","04","18",NA,"Brasil","Minas Gerais","Viçosa","Reserva Florestal Mata do Paraíso (RFMP), Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore ca. de 4m de altura. Coletada na borda do aceiro do lado do Palmital. Ápice dos ramos e frutos ferruginosos.","VIC021328","VIC021328","13937","auto",NA,NA,"2007","10","10",NA,NA,NA,NA,NA,NA
"165","2020-12-20 21:17:49-03","UFV","VIC","20989","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Lima, L.C.P.","Dutra, V.F.; Garcia, F.C.P.","216","2004","04","14",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Serrinha. Trilha oposta à de captação de água.","-43.443972","-20.417028",NA,NA,NA,"Arvoreta 4, de altura. Frutos marrom com indumento veludoso.","VIC020989","VIC020989",NA,NA,"-43.443972","-20.417028","2005","04","08",NA,NA,NA,NA,NA,NA
"166","2020-12-20 21:17:50-03","UFV","VIC","37759","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Batista, M.L.","Batista, M.L.; Vieira, D.M.","s.n.","2012","01","22",NA,"Brasil","Minas Gerais",NA,"Ipoema, Estrada de terra para Morro Redondo.","-43.481667","-19.563056",NA,NA,NA,"Árvore, c.a. de 7,0 metros de altura, com flores.","VIC037759",NA,NA,NA,"-43.481667","-19.563056","2012","02","20",NA,NA,NA,NA,NA,NA
"167","2020-12-20 21:17:50-03","UFV","VIC","27119","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","121","2001","11","28",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa dos Patos (Mombaça).","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore, c.a. de 25 metros de altura; com frutos de cor vermelha e botões florais.","VIC027119","VIC027119","31394","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-20 21:17:49-03","UFV","VIC","20991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Lima, L.C.P.","Lima, L.C.P.; et al.","327","2005","03","31",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Trilha da Mata de Belém.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Árvore 6m de altura. Fruto marrom ferugíneo. Coletado em área de Mata.","VIC020991","VIC020991","33524","auto",NA,NA,"2005","04","08",NA,NA,NA,NA,NA,NA
"169","2020-12-20 21:17:50-03","UFV","VIC","27124","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron","polyphyllum",NA,"Stryphnodendron polyphyllum","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","88","2001","07","02",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore. Com frutos avermelhados.","VIC027124","VIC027124","28215","auto",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
