"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","minimumElevationInMeters","maximumElevationInMeters","dayIdentified"
"11","2021-03-01 16:27:02-03","UNICAMP","UEC","82557","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Taroda, N",NA,"Stranghetti, V","489","1995","04","12",NA,"Brazil","São Paulo","Paulo de Faria","Estação ecológica de Paulo de Faria, perto da entrada (estação de coleta 1)","-49.516667","-19.916667",NA,"Árvore, ca. 8m, fruto.; Beira da mata.","UEC033469","UEC033469",NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:27:02-03","UNICAMP","UEC","188658","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Stapf, MNS","paratypus","Chagas; Silva, F; et al.","1477c","1991","12","18",NA,"Brazil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m de altura, botões florais esverdeados, flores brancas, bastante meliferas, pouco frequente.","UEC100983","UEC100983","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:27:02-03","UNICAMP","UEC","65466","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Stapf, MNS","paratypus","Chagas; Silva, F","1477b","1991","12","18",NA,"Brazil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m de altura, botões florais esverdeados, flores brancas, bastante e meliferas, pouco frequente.","UEC047566","UEC047566","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:27:02-03","UNICAMP","UEC","69264","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Stapf, MNS","paratypus","Chagas e Silva, F","1477a","1991","12","18",NA,"Brazil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m de altura, botões florais esverdeados, flores brancas, bastante e meliferas, pouco frequente.","UEC047565","UEC047565","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:27:02-03","UNICAMP","UEC","69264","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Stapf, MNS","paratypus","Chagas; Silva, F","1477a","1991","12","18",NA,"Brazil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m de altura, botões florais esverdeados, flores brancas, bastante e meliferas, pouco frequente.","UEC047565","UEC047565","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:27:02-03","UNICAMP","UEC","45624","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Taroda, N",NA,"Bertoni, JEA","18640","1981","02","17",NA,"Brazil","São Paulo","Porto Ferreira","Reserva estadual de Porto Ferreira.","-47.4700012207031","-21.8500003814697",NA,"Árvore ca. 20m em mata, existem poucos indivíduos na reserva, é de crescimento rápido.; Em mata.","UEC033472","UEC033472","13859","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:18:52-03","MBM","MBM","411098","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M. Stapf","Stapf, M.","PARATYPE","Silva, F.C.; et al.; et al.","1477","1991","12","18","Southern America","Brazil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m altura, botões florais esverdeados, flores brancas, bastante melíferas.","MBM411098","MBM411098","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:18:52-03","MBM","MBM","411098","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M. Stapf","Stapf, M.","PARATYPE","Chagas; Silva, F.","1477","1991","12","18","Southern America","Brazil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15m de altura, botões florais esverdeados, flores brancas, bastante melíferas, pouco frequente.","MBM411098","MBM411098","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:18:52-03","MBM","MBM","189115","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M. Stapf","Stapf, M.N.S.","PARATYPE","Tomé, M.V.F.","674","1996","01","15","Southern America","Brazil","Paraná","Santa Amélia",NA,"-50.4241981506348","-23.2658004760742",NA,"Árvore, 10m, botão floral.","MBM189115","MBM189115","11713","auto",NA,NA,"2007","02",NA,NA,NA,NA
"20","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","10259","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Valéria Stranghetti",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,"Árvore 8 m, fruto. beira da mata.;",NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,"Magnoliopsida",NA,NA,NA
"21","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","10788","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","N.M. Ivanauskas",NA,"N.M. Ivanauskas",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Pariquera-Açu","propriedade de antonio povinski","-47.876944","-24.675833",NA,"Árvore de 3 m. flores brancas.;",NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA,"Magnoliopsida",NA,NA,NA
"22","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","12921","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Souza, V.C.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Pindorama","est. Do IAC","-48.924444","-21.223611",NA,"Árvore, 12m alt., frutos imaturos verdes.;",NA,NA,NA,NA,"-48.924444","-21.223611",NA,NA,"Magnoliopsida",NA,NA,NA
"23","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","29379","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Tomasetto, F.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Mata dos Macacos","-49.4","-20.883333",NA,"Árvore, 18m, tronco de cor cinza, levemente fissurado, fruto de cor marrom.;",NA,NA,NA,NA,"-49.4","-20.883333",NA,NA,"Magnoliopsida",NA,NA,NA
"24","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","29615","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Rezende, A.A.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,"Árvore, 8m, vegetativa;",NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,"Magnoliopsida",NA,NA,NA
"25","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","26789","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Neusa Taroda Ranga",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667",NA,"Coletada próxima da guarita;",NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,"Magnoliopsida",NA,NA,NA
"26","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","17621","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"K.D. Barreto",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Piracicaba","mata da capuava","-47.625278","-22.6325",NA,"Árvore 7 m, flores amarelas;",NA,NA,NA,NA,"-47.625278","-22.6325",NA,NA,"Magnoliopsida",NA,NA,NA
"27","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","30624","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Stranghetti, V. & Ranga, N.T. & Rezende, A.A.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Matão","Faz. Cambuhy","-48.537222","-21.620556",NA,"Árvore, 5m, fruto imaturo verde;",NA,NA,NA,NA,"-48.537222","-21.620556",NA,NA,"Magnoliopsida",NA,NA,NA
"28","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","18644","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"O. Carvalho Jr.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,"Arbusto 2,5 m, flores brancas, frutos imaturos verdes, maduros amarelos.;",NA,NA,"38740","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"29","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","17358","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Pirani, J.R.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Penápolis",NA,"-50.0699996948242","-21.4200000762939",NA,"Árvore 6m altura, flores alvas odoríferas.;",NA,NA,"25555","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"30","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","17659","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Kampf, E.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"31","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","16930","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Rozza, A.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Matão","Faz. Cambuhy","-48.3600006103516","-21.6000003814697",NA,"Árvore, 8m de altura, frutos imaturos verdes.;",NA,NA,"26922","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"32","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","16932","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Rozza, A.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Matão","Faz. Cambuhy","-48.3600006103516","-21.6000003814697",NA,"Árvore, 8m, flores com corola branca, cálice verde. Botões verdes.;",NA,NA,"26922","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"33","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","18648","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","M.N.S. Stapf",NA,"M.C. Dias et al.",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Ibiporã","fazenda doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore 6-8 m, flores velhas creme e botões cinza-escredeados. beira da mata.;",NA,NA,"20625","auto",NA,NA,"2007","08","Magnoliopsida",NA,NA,NA
"34","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","22965","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Neusa T. Ranga",NA,"A.O.S. Vieira",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Ibiporã","fazenda doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore 10 m, frutos imaturos verdes;",NA,NA,"20625","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"35","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","22964","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Neusa T. Ranga",NA,"E.M. Francisco",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Ibiporã","fazenda doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore 6 m, frutos imaturos de cor verde. borea da mata.;",NA,NA,"20625","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"36","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","18634","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","F. das Chagas e Silva",NA,"F. Chagas e Silva",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Ibiporã","fazenda doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore com 15 m, botões florais esverdeados, flores brancas.;",NA,NA,"20625","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"37","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","26297","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","M.N.S. Stapf",NA,"Renato",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Poloni","Poloni","-49.8199996948242","-20.7800006866455",NA,NA,NA,NA,"12464","auto",NA,NA,"2007","02","Magnoliopsida",NA,NA,NA
"38","2020-09-09 13:31:05-03","UNESP-IBILCE","SJRP","19856","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Baitello, J.B.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São Carlos","reserva estadual","-47.8899993896484","-22.0100002288818",NA,"Árvore, 9m de altura.;",NA,NA,"45913","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"39","2019-10-07 09:12:24-03","UEFS","HUEFS","221271","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,"Parátipo","Chagas e Silva, F.","1477","1991","12","18",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,"HUEFS0221271",NA,"20625","auto",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"40","2019-10-07 09:12:24-03","UEFS","HUEFS","88414","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","M.N.S.Stapf",NA,"Pirani, J.R.","132","1981","12","27",NA,"Brasil","São Paulo","Penápolis","Próximo do Rio Lajeado.","-50.0699996948242","-21.4200000762939",NA,NA,"HUEFS0088414","HUEFS0088414","25555","auto",NA,NA,"2007","10","Asteranae",NA,NA,NA
"41","2019-10-07 09:12:24-03","UEFS","HUEFS","84683","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","M.N.S.Stapf",NA,"Melo, P.H.A.","544","2003","04","08",NA,"Brasil","Minas Gerais",NA,"Iguatama: Fazenda do Caetano, margem esquerda do Rio São Miguel",NA,NA,NA,NA,"HUEFS0084683","HUEFS0084683",NA,NA,NA,NA,"2007","10","Asteranae","700","800",NA
"42","2020-11-12 16:58:36-03","UEL","FUEL","11440","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Vieira, AOS",NA,"Francisco das Chagas e Silva","1586","1992","01","16",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"20625","auto",NA,NA,"2015","05",NA,NA,NA,"07"
"43","2020-11-12 16:58:36-03","UEL","FUEL","9516","PreservedSpecimen","Plantae","Tracheophyta","Boraginales","Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf","Vieira, AOS","paratype","Francisco das Chagas e Silva; et al.","1477","1991","12","18",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,"FUEL009516",NA,"20625","auto",NA,NA,"2015","05",NA,NA,NA,"07"
"44","2021-03-04 15:43:42-03","IF","SPSF","50385","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","tarodae","Cordia tarodae",NA,"A.O.S.Vieira",NA,"Francisco das Chagas e Silva","1586","1992","01","16","América do Sul","Brasil","PR","Londrina","fazenda Doralice","-51.1627998352051","-23.3103008270264",NA,"COLETA: Árvore 15m; botões floreais esverdeados. Flores brancas, melifera, pouco frequente.;",NA,NA,"63728","auto",NA,NA,"2015","05","Magnoliopsida",NA,NA,"07"
"45","2020-07-02 08:39:45-03","IBt","SP","278147","S","Plantae",NA,NA,"Boraginaceae","Cordia","tarodae","Cordia tarodae","M.Stapf",NA,NA,"Souza, VC","5749","1994","04","15",NA,"Brasil","São Paulo","Pindorama",NA,"-48.924444","-21.223611",NA,NA,NA,NA,NA,NA,"-48.924444","-21.223611",NA,NA,NA,NA,NA,NA
