"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","locality","verbatimLongitude","verbatimLatitude","barcode","phylum","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","occurrenceRemarks","continentOcean","imagecode"
"1","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","28449","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Barros, F.","2012","06","06","Adachi, S.A.","200","2011","11","19","Brasil","Espírito Santo","Parque Nacional do Caparaó - Trilha para Casa Queimada","9999","9999","BOTU028449",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 12:17:30-03","ESALQ","ESA","65083","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Forster, W.",NA,NA,NA,"Forster, W.","145.0","1999","11","09","Brasil","Minas Gerais",NA,NA,NA,"ESA065083","Magnoliophyta","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645","auto",NA,NA,NA
"3","2020-11-04 12:17:30-03","ESALQ","ESA","65080","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Forster, W.",NA,NA,NA,"Forster, W. et al.","143.0","1999","10","21","Brasil","Minas Gerais",NA,NA,NA,"ESA065080","Magnoliophyta","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645","auto",NA,NA,NA
"4","2020-11-04 12:17:30-03","ESALQ","ESA","86108","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Forster, W.",NA,NA,NA,"Forster, W. ; Romão, G.O.","805.0","2000","10","19","Brasil","Espírito Santo","BLOQUEADO",NA,NA,"ESA086108","Magnoliophyta","Alegre","-41.5331001281738","-20.763599395752","26101","auto","Erva epífita. Sépalas e pétalas verde-claras, labelo púrpura.",NA,NA
"5","2020-11-04 12:17:30-03","ESALQ","ESA","86118","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Forster, W.",NA,NA,NA,"Forster, W. ; Romão, G.O.","817.0","2000","10","20","Brasil","Minas Gerais","BLOQUEADO",NA,NA,"ESA086118","Magnoliophyta","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645","auto","Erva epífita crescendo a 3 m do solo. Sépalas e pétalas verde- claro, labelo branco com mácula vináceae.",NA,NA
"6","2019-11-21 14:40:45-03","UFJF","CESJ","23093A","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","W. Forster","1999","10","15","L. Krieger; et al.","FPNC404A","1988","11","19","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Verde",NA,NA,"CESJ23093A","Angiosperma",NA,NA,NA,NA,NA,"Epífita, local sombreado e úmido, flores alvas.","América do Sul","CESJ23093A"
"7","2020-04-27 16:10:58-03","UFES","VIES","36033","S","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","H.L. Silva","2019","09","04","Calazans, L.S.B.; Valadares, R.T.; Ulian, C.M.V.; Abreu, H.C.","661","2018","10","14","Brasil","Minas Gerais","Arredores do alojamento (Casa dos Beija-Flores) entre km 2 e 3 do caminho para Macieiras. Parque Nacional do Caparaó",NA,NA,"VIES036033",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"VIES036033"
"8","2019-11-21 10:13:14-03","IBt","SP","53778","S","Plantae","Orchidaceae","Epidendrum","zappii","Epidendrum zappii","Pabst","Forster, W","2002","06",NA,"Heringer, EP","1903","1944","10","12","Brasil","Minas Gerais","Serra do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
