"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","monthIdentified","coordinatePrecision","individualCount","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","typeStatus"
"51","2019-11-01 15:28:05-03","PUC-RIO","FCAB","5479","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","W.M.C. Leme","2001","R.R. Oliveira","1994","11","11","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Reserva Biológica da Praia do Sul, Mo","-44.3180999755859","-23.0067005157471",NA,NA,"Rupicola, de interior e de mata de galeria.","005479",NA,NA,"Angiospermae","04","32988",NA,"auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"52","2020-10-01 14:26:22-03","JBB","HEPH","29156","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Cadorin, TJ","2010","Cadorin, TJ; Grosch, B; Zimmermann, R; Lopes, CP","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação","-49.6","-26.7275","-49.6","-26.7275","Epífita IFFSC e801b;(Acima de 4m). Forófito 1.; Estádio Suces.: Avançado",NA,NA,"Monocotyledon","Poales","05",NA,NA,NA,NA,"2340","Southern America",NA,"785","785","25",NA,NA
"53","2018-06-22 05:25:00-03","MO","MOBOT","2453310","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E. Morren ex Mez",NA,NA,"Pe. Raulino Reitz","1958","11","15","Brazil","Santa Catarina",NA,"Presidente Nereu, Sabiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 6039","South America",NA,"800.00000000",NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3013465","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E. Morren ex Mez","Carl Mez",NA,"* AVRIL",NA,NA,NA,"Brazil",NA,NA,"C.Ed. Morr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVRIL 1884","South America",NA,NA,NA,NA,NA,NA
"55","2020-05-30 04:37:00-03","MO","MOBOT","3015668","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E. Morren ex Mez",NA,NA,"Ernst Üle","1895","10",NA,"Brazil",NA,NA,"Auf Felson im Wirdole der Fisuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Üle 4037","South America",NA,NA,NA,NA,NA,NA
"56","2020-11-18 11:39:53-03","UERJ","HRJ","11638","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme",NA,NA,"?",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,"HRJ00011588",NA,NA,NA,NA,"32988",NA,"auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","3710764","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","É. Morren ex Mez",NA,NA,"G. Martinelli, C. Baez, E. Fernandez & T. Lima",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Mangaratiba. Parque Estadual do Cunhambebe. Fazenda Ingaíba, matas acima de comunidade de Batatal.","-44.1472","-22.9461",NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,"1",NA,NA,"19839","South America - Neotropics",NA,"200",NA,NA,"Monocotyledonae",NA
"58","2019-09-04 19:43:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microcephalum","Nidularium microcephalum",NA,NA,NA,"E. H. G. Ule","1895","10",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"4037","South America",NA,NA,NA,NA,"Monocotyledoneae","Holotype"
"59","2019-07-09 12:56:21-03","F","FMNH-SEEDPLANTS","V0404158F","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps",NA,NA,NA,"L. B. Smith","1928","11","28","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0404158F","V0404158F_01","Spermatophyta",NA,NA,NA,NA,NA,NA,"1383","South America",NA,NA,NA,NA,"Monocotyledoneae",NA
"60","2019-10-03 10:03:28-03","UFSCar","SORO","7361","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E. Morren ex Mez) Leme","T.J. Cadorin","2010","Cadorin, T.J.; Grosch, B.; Zimmermann, R.; Lopes C.P.","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","49°35'06,00W","26°43'39,00S","Epífita IFFSC e801b (Acima de 4m); Forófito 1; Floresta Ombrófila Densa Alto Montana; Estádio Suces.: Avançado; Hábito:epífita; Habitat: interior de fragmento; Cor/Flor: brácteas vermelhas.",NA,NA,NA,NA,"05",NA,NA,NA,NA,"2340",NA,NA,"785","785","25",NA,NA
"61","2021-03-05 16:09:36-03","MN","R-TIPOS","26653","PreservedSpecimen","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","L.B. Sm.","Leme, E.M.C.","1985","Brade, A.C.","1932","11","20","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,"R000026653","R000026653_001",NA,NA,"04",NA,NA,NA,NA,"12084",NA,NA,NA,NA,"02",NA,"Isotypus"
"62","2020-08-20 14:58:50-03","UFSC","FLOR","41400","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Matos, J.Z. de","2012","Matos, J.Z. de","2012","11","08","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vale próximo ao Jardim do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,NA,"FLOR0041400",NA,NA,"Poales","11","22435",NA,"auto",NA,"168",NA,NA,NA,NA,NA,NA,NA
"63","2020-08-20 14:58:50-03","UFSC","FLOR","41397","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(E.Morren ex Mez) Leme","Matos, J.Z. de","2012","Matos, J.Z. de","2012","11","08","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vale próximo ao Jardim do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,NA,"FLOR0041397",NA,NA,"Poales","11","22435",NA,"auto",NA,"167",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-04 15:41:58-03","IF","SPSF","29297","PreservedSpecimen","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps",NA,NA,NA,"F.M.Souza","2001","02","13","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Bromeliales",NA,"53584",NA,"auto",NA,"109","América do Sul",NA,NA,NA,NA,"Liliopsida",NA
"65","2014-10-09 13:58:14-03","UHH","HBG","514416","S","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E. Morren ex Mez","HBG-formal name change","2014","Ule, E.","1895","10","12","Brazil",NA,NA,"(Rio de Janeiro) an Felsen im Walde der Tijuca",NA,NA,NA,NA,"Herbarium E. Ule Brasilien (stamp); Herbarium Hamburgense Evacuated and inaccessible 1943-1992","HBG514416",NA,NA,NA,"07",NA,NA,NA,NA,"4037","South America",NA,NA,NA,"09",NA,NA
"66","2014-10-09 13:58:14-03","UHH","HBG","514417","S","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E. Morren ex Mez","HBG-formal name change","2014","Ule, E.","1896","11","10","Brazil",NA,NA,"(Rio de Janeiro) an Felsen im Walde der Tijuca",NA,NA,NA,NA,"Herbarium E. Ule Brasilien (stamp); Herbarium Hamburgense Evacuated and inaccessible 1943-1992","HBG514417",NA,NA,NA,"07",NA,NA,NA,NA,"4037","South America",NA,NA,NA,"09",NA,NA
"67","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Nidularium","microps","Nidularium microps","E.Morren",NA,NA,"?",NA,NA,NA,"Brazil",NA,NA,"Patria ignota, verisimiliter Brasilia australis",NA,NA,NA,NA,"(V. s. in herb. Leod.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:02:34-03","IBt","SP","383858","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(É.Morren ex Mez) Leme","Moreira, BA","2018","Versieux, LM; Calvente, AM","2006","04","13","Brasil","Rio de Janeiro","Mangaratiba","RPPN Rio das Pedras. Trilha para a Lagoa Seca.","-44.111639","-22.997528","-44.111639","-22.997528",NA,"SP051388","SP051388",NA,NA,"08",NA,NA,NA,NA,"269",NA,NA,"600","600","23",NA,NA
"69","2019-11-21 10:02:34-03","IBt","SP","277162","S","Plantae","Bromeliaceae","Canistropsis","microps","Canistropsis microps","(É.Morren ex Mez) Leme","Wanderley, MGL; Moreira, BA","2018","Barros, F; et al.","1993","11","10","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SP051430","SP051430",NA,NA,"08","34265",NA,"auto",NA,"29825p.p.",NA,NA,NA,NA,"23",NA,NA
