"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","typeStatus","fieldNumber","dayIdentified","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02098778","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","M. Reginato","M. Reginato","1058","2010","01","01","South America","Brazil","Santa Catarina","Bom Jardim da Serra","Estrada","-49.624698638916","-28.3369007110596",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084672' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098778","NY02098778_01","32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02098774","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","M. Reginato","M. Reginato","1050","2009","12","30","South America","Brazil","Santa Catarina","Urupema","Beira da rodovia que liga Painel a Urupema","-49.8731002807617","-27.9528007507324","1300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084622' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098774","NY02098774_01","23096","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:44:23-03","EAO","IAN","41202","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.",NA,"Ule, EHG","1450",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN041202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L.2534441","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.",NA,"Reitz R; Klein RM",NA,"1962","10","24","Southern America","Brazil",NA,NA,"Santa Catarina, Ponte Alta do Sul, Curitibanos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534441","NL-L2534441",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:31:36-03","MN","R","10076","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.",NA,"Glaziou, A.F.M.","8693 a","1869","03","16",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"Plantas do Brasil Central","R000010076","R000010076_001","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-18 16:49:48-03","IAP","PACA-AGP","108047","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Mondin","R. Zaremba","67","1998","01","22",NA,"Brasil","RS","São Francisco de Paula","Flona A1","-50.5835990905762","-29.4480991363525","912","912",NA,"Aprox. 70cm de altura. Nas caixas do HASU Habitat: Borda de mata, local ensolarado Hábito: erva","PACA108047",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-27 13:50:29-03","UFS","ASE","12535","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R","Hatschbach, G; Cervi, AC; Barbosa, E","72659","2001","11","13","Southern America","Brasil","Rio Grande do Sul","Bom Jesus","Descida ao Rio Pelotas, Rodovia Bom Jesus - São Joaquim.","-50.25","-28.4005","850","950",NA,"Sublenhosa, 40 cm, flor alva. Floresta com Araucária.; Sublenhosa, 40 cm, flor alva. Floresta com Araucária.","ASE0023965","ASE0023965",NA,NA,NA,"2002","-50.25","-28.4005",NA,NA,NA,NA,NA
"18","2021-03-16 17:53:41-03","UCS","HUCS","12068","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Wurdack, J.J.","Wasum, R.A.","s.n.","1996","02","29",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","beira da mata","-50.5835990905762","-29.4480991363525","800","800",NA,"pequeno arbusto",NA,NA,"76715","auto",NA,"1997",NA,NA,"07",NA,NA,NA,NA
"19","2021-03-16 17:53:41-03","UCS","HUCS","24366","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Smith, S.F.","Wasum, R.A.","2187","2004","10","23",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Fazenda Capão do Ipê","-50.5835990905762","-29.4480991363525","830","830",NA,"interior da mata",NA,NA,"76715","auto",NA,"2004",NA,NA,"12",NA,NA,NA,NA
"20","2021-03-16 17:53:41-03","UCS","HUCS","10346","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Wasum, R.A.","s.n.","1994","12","16",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional I","-50.5835990905762","-29.4480991363525","800","800",NA,"junto ao caminho",NA,NA,"76715","auto",NA,"2010",NA,NA,"04",NA,NA,NA,NA
"21","2019-06-27 10:25:38-03","UFES","VIES","23663","S","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Goldenberg, R.; Camargo, E.","922","2007","10","01",NA,"Brasil","Paraná","Curitiba","UFPR - Centro Politécnico, Capão do Tigre, Borda de Mata em Floresta Ombrófila Mista.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"VIES023663","VIES023663","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-16 08:40:02-03","UTFPR","HCF","11319","S","Plantae",NA,NA,"Melastomataceae","Leandra","cf. catharinensis","Leandra cf. catharinensis","Cogn.","R. Goldenberg","M.G. Caxambu","4284","2012","11","02",NA,"Brasil","PR","Pontal do Paraná","Balneário de Canoas","-48.471194","-25.675417","20","20",NA,"arbusto semi-ciófilo, ca. 1 m. Folhas verdes na face adaxial e roxas na abaxial. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,"2014","48°28'16,3 W","25°40'31,5 S",NA,NA,NA,NA,NA
"23","2020-12-21 16:34:14-03","MBM","MBM","84951","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Wurdack, J.J.","Hatschbach, G.; et al.; et al.","46845",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão do Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM084951","MBM084951","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:14-03","MBM","MBM","216657","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71629",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Francisco do Sul","Floresta Nacional - I","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM216657","MBM216657","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:34:14-03","MBM","MBM","407404","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","4284","2012","11","02","Southern America","Brazil","Paraná","Pontal do Paraná","Balneário de Canoas","-48.471194","-25.675417","20","20",NA,"Arbusto semi-ciófilo, ca. 1m. Folhas verdes na face adaxial e roxas na abaxial. Flores com cálice verde e corola alva.; Relevo: plano; Vegetação: Floresta Ombrófila Densa das Terras Baixas.","MBM407404","MBM407404",NA,NA,NA,"2014","-48.471194","-25.675417",NA,NA,NA,NA,NA
"26","2020-12-21 16:34:14-03","MBM","MBM","418503","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Meyer, F.S.","Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2553","2019","01",NA,"Southern America","Brazil","Santa Catarina","Santa Cecília","FSC - Fazenda Santa Cecília","-50.370978","-26.880533",NA,NA,NA,"Arbusto 90 cm altura. Ramos avermelhados.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418503",NA,NA,NA,NA,"2019","-50.370978","-26.880533","01",NA,NA,NA,NA
"27","2020-12-21 16:34:14-03","MBM","MBM","339449","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Goldenberg, R.; et al.; et al.","922","2007","10","01","Southern America","Brazil","Paraná","Curitiba","UFPR - Centro Politécnico, Capão do Tigre.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto 1m, flores com pétalas e estames brancos. Borda da mata em Floresta Ombrófila Mista","MBM339449","MBM339449","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:34:14-03","MBM","MBM","2496","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Wurdack, J.J.","Hatschbach, G.","15394",NA,NA,NA,"Southern America","Brazil","Paraná","General Carneiro","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM002496","MBM002496","33284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:34:14-03","MBM","MBM","264352","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72659","2001","11","13","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Rodovia Bom Jesus - São Joaquim, descida ao Rio Pelotas","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"MBM264352","MBM264352","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:34:14-03","MBM","MBM","23976","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Wurdack, J.J.","Hatschbach, G.","30708",NA,NA,NA,"Southern America","Brazil","Paraná","General Carneiro","Passo da Galinha","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM023976","MBM023976","33284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:34:14-03","MBM","MBM","301989","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Smith, S.F.","Wasum, R.","2187","2004","10","23","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula","Fazenda Capão do Ipê","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM301989","MBM301989","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:34:14-03","MBM","MBM","299686","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78096","2004","10","16","Southern America","Brazil","Santa Catarina","Urubici","Salto do Rio Avencal, base","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM299686","MBM299686","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-12-06 13:21:23-02","MNHN","RECOLNAT_MNHN_P","P00116702","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.",NA,"Ule, E.",NA,"1890","1",NA,NA,"Brésil",NA,NA,"Estado de Santa Catharina: Arbusto pequeno no mato dos pinheiros azima da Serra Geral",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116702' target='other'> <mi>dwc_moreinfo</mi></a>","P00116702","P00116702_01",NA,NA,NA,NA,NA,NA,NA,"isotype","1450",NA,NA
"34","2015-09-04 20:52:48-03","MNHN","RECOLNAT_MNHN_P","P00116703","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Wurdack","Smith, L.B.|Klein, R.M.",NA,"1964","12","7",NA,"Brésil",NA,NA,"Rio de Janeiro: Estado de Santa Catharina, Mun. Campo Ere: campo, 8 km west of Campo Ere","-53.1","-26.36667","900","1000","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116703' target='other'> <mi>dwc_moreinfo</mi></a>","P00116703","P00116703_01",NA,NA,NA,NA,NA,NA,NA,NA,"13780",NA,NA
"35","2021-02-11 17:19:42-03","UFPR","UPCB","85981","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M | Meyer, F.S.","1509","2016","01","06",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Rodovia Bom Jardim-São José dos Ausentes","-49.72497","-28.45861",NA,NA,NA,"Arbusto 0.5m. Frutos verdes. Bordas da Mata de Araucária..","UPCB0013077","UPCB0013077",NA,NA,NA,"2016","-49.72497","-28.45861",NA,NA,NA,NA,NA
"36","2021-02-11 17:19:42-03","UFPR","UPCB","87961","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Caxambu, M.G. | Siqueira, E.L.","4284","2012","11","02",NA,"Brasil","Paraná","Pontal do Paraná","Balneário de Canoas","-48.471111","-25.675278","20","20",NA,"Arbusto semi-ciófilo, ca. 1m. Folhas verdes na face adaxial e roxas na abaxial. Flores com cálice verde e corola alva. Relevo: plano - Vegetação: Floresta Ombrófila Densa das Terras Baixas. .","UPCB0023521","UPCB0023521",NA,NA,NA,"2013","-48.471111","-25.675278",NA,NA,NA,NA,NA
"37","2021-02-11 17:19:42-03","UFPR","UPCB","67057","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1050","2009","12","30",NA,"Brasil","Santa Catarina","Urupema","Beira da rodovia que liga Painel a Urupema.","-49.8731002807617","-27.9528007507324","1300","1300",NA,"Arbusto 1m com frutos verdes, interior da Mata..","UPCB0013081","UPCB0013081","23096","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"38","2021-02-11 17:19:42-03","UFPR","UPCB","67077","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1062","2010","01","02",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Estrada para Cambará do Sul.","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Arbusto 1m com frutos verdes, pétalas alvas e anteras alvas..","UPCB0013083","UPCB0013083","42598","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"39","2021-02-11 17:19:42-03","UFPR","UPCB","67073","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1058","2010","01","01",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Estrada para São José dos Ausentes.","-49.624698638916","-28.3369007110596","1200","1200",NA,"Arbusto 50 cm com frutos vinosos..","UPCB0013079","UPCB0013079","32577","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"40","2021-02-11 17:19:42-03","UFPR","UPCB","45125","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Sobral, M.","6153","1990","02",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Região de mata ombrófila mista altomontana e campos de altitude..","UPCB0013080","UPCB0013080","30776","auto",NA,"2002",NA,NA,"01",NA,NA,"01",NA
"41","2021-02-11 17:19:42-03","UFPR","UPCB","88135","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Meyer, F.S.","Valduga, E.","486","2012","03","03",NA,"Brasil","Rio Grande do Sul","São Marcos","Linha Santana","-51.0680999755859","-28.9710998535156",NA,NA,NA,"Hábitat: bordo de mata..","UPCB0031919","UPCB0031919","15120","auto",NA,"2017",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:42-03","UFPR","UPCB","67092","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1077","2010","01","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque das 8 Cachoeiras.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Arbusto 50 cm com frutos verdes, beira da estrada..",NA,NA,"76715","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"43","2021-02-11 17:19:42-03","UFPR","UPCB","67085","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1070","2010","01","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque das 8 Cachoeiras.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Arbusto 1m com frutos vinosos, beira da estrada..","UPCB0013082","UPCB0013082","76715","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"44","2021-02-11 17:19:42-03","UFPR","UPCB","67090","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Reginato, M.","Reginato, M.","1075","2010","01","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque das 8 Cachoeiras.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Arbusto 1m com frutos verdes, beira da estrada..","UPCB0013084","UPCB0013084","76715","auto",NA,"2010",NA,NA,"01",NA,NA,"01",NA
"45","2021-02-11 17:19:42-03","UFPR","UPCB","67804","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Camargo, E.","Camargo, E.","150","2007","11","21",NA,"Brasil","Paraná","Curitiba","UFPR, Campus da Engenharia Florestal.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto 80 cm, pétalas alvas e estames amarelos. Inflorescência com indumento avermelhado..","UPCB0013086","UPCB0013086","25180","auto",NA,"2007",NA,NA,"11",NA,NA,NA,NA
"46","2021-02-11 17:19:42-03","UFPR","UPCB","67805","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Camargo, E.","Camargo, E.","151","2007","11","21",NA,"Brasil","Paraná","Curitiba","UFPR, Campus da Engenharia Florestal.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto 1 m, pétalas alvas e estames amarelos. Inflorescência com indumento avermelhado..","UPCB0013078","UPCB0013078","25180","auto",NA,"2007",NA,NA,"11",NA,NA,NA,NA
"47","2021-02-11 17:19:42-03","UFPR","UPCB","57703","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","Goldenberg, R.","Goldenberg, R.","922","2007","10","01",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico, Capão do Tigre","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Arbusto 1m, flores com pétalas e estames brancos. Borda de mata, em floresta ombrófila mista..","UPCB0013085","UPCB0013085","25180","auto",NA,"2007",NA,NA,"01",NA,NA,"01",NA
"48","2018-06-22 05:25:00-03","MO","MOBOT","2476361","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.",NA,"Pe. Raulino Reitz","Reitz 5476",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","3228029","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","catharinensis","Leandra catharinensis","Cogn.","John J. Wurdack","Ronaldo Wasum","Wasum 12068","1996",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula-Floresta Nacional-I.","-50.56666","-29.43333","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
