"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount","previousCatalogNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","634078","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.","A. M. S. da F. Vaz","J. G. Jardim","1886","1999","01","01","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7,5 km. Faz. Teimoso a 1,5 km E da entrada. Reserva do Patrimonio Natural (RPPN). Serra do Teimoso","-39.58","-15.17","400","400","separate fruit","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634078","NY00634078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","822708","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.","A. M. S. da F. Vaz","J. G. Jardim","1533","1998","02","17","South America","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.58","-15.17","300","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822708","NY00822708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","583613","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.","A. M. S. da F. Vaz","J. G. Jardim","1886","1999","01","01","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7,5 km. Faz. Teimoso a 1,5 km E da entrada. Reserva do Patrimonio Natural (RPPN). Serra do Teimoso","-39.58","-15.17","400","400","sheet","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583613","NY00583613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","583612","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.","A. M. S. da F. Vaz","A. M. Amorim","2592","1998","11","07","South America","Brazil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.4953002929688","-15.1913995742798",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=489501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583612","NY00583612_01","21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02059962","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.","A. M. S. da F. Vaz","A. M. V. de Carvalho","6838",NA,NA,NA,"South America","Brazil","Bahia","Jussari","Ca. 7.5 km na estrada Jussari/Palmira. RPPN Serra do Teimoso","-39.5833","-15.1667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358025' target='other'> <mi>dwc_moreinfo</mi></a>","NY02059962","NY02059962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","595104","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","odoratissima","Bauhinia odoratissima","Moric.","R. C. Barneby","W. W. Thomas","9394","1992","05","16","South America","Brazil","Bahia","Itacaré","Marambaia, 1 km N and 2.5 km W of junction Marambaia rd and rd from BR 101 to Itacaré (BA 654), 6 km W of Itacaré","-39.08","-14.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=662243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595104","NY00595104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","595103","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","odoratissima","Bauhinia odoratissima","Moric.","R. C. Barneby","A. M. V. de Carvalho","4407","1994","02","28","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=662240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595103","NY00595103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01059935","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","odoratissima","Bauhinia odoratissima","Moric.","A. M. Amorim","A. M. Amorim","443","1991","11","20","South America","Brazil","Bahia","Itacaré","Ramal à esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marabaia","-38.9967","-14.2778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=662244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059935","NY01059935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","590218","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","odoratissima","Bauhinia odoratissima","Moric.","A. M. S. da F. Vaz","S. A. Mori","10788","1978","10","13","South America","Brazil","Bahia","Santa Cruz Cabrália","Arredores da Est. Ecológica do Pau-brasil (ca. 17 km a W de Porto Seguro), estrada velha de Sta. C. de Cabrália, 4-6 km a E da sede da Estaçao. Folha SE-24 (16-39c)","-39.1441852","-16.3681257",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=662245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590218","NY00590218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-08 17:40:40-03","EAO","IAN","4985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","integerrima","Bauhinia integerrima","Mart. ex Benth.",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN004985","IAN004985_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
