"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem"
"47","2019-10-09 11:21:01-03","UFBA","ALCB","113276","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Costa, TF","21322","2014","04","05","Southern America","Brasil","Bahia","Estrada na entrada das malvinas.","-38.016667","-12.583333",NA,NA,"de ca 3m de altura. Folhas cartáceas discolores. Flores axilares, cálice persistente com sépalas passando para a cor vermelha.","ALCB057421",NA,"Mattos Silva","Guedes, ML","Barra do Itariri",NA,NA,NA,"2014","05","-38.016667","-12.583333",NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:21:01-03","UFBA","ALCB","126318","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25129","2016","10","31","Southern America","Brasil","Bahia","UNIDUNAS, Parcela 8.","-38.318333","-12.92",NA,NA,"Folhas coriáceas, discolores. Flores axilares, com cálice acrescente verde passando para vermelho .","ALCB027389","ALCB027389","Mattos Silva","Guedes, ML","Lauro de Freitas",NA,NA,NA,"2016","11","-38.318333","-12.92",NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:21:01-03","UFBA","ALCB","10774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Alunos de Ciências Biológicas","85","1985","06","11","Southern America","Brasil","Bahia",NA,"-38.3241996765137","-12.6975002288818",NA,NA,"1º cordão de Dunas. +- 2 KM da praia.","ALCB057437",NA,"Mattos Silva","Graziela, GM","Camaçari",NA,"37124","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"50","2019-10-09 11:21:01-03","UFBA","ALCB","58278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Jesus, NG de; Alunos da 4ª série; 8º semestre de Biologia","1414","2001","12","01","Southern America","Brasil","Bahia","Litoral Norte, Povoado de Cobal, Cavalo Russo","-37.6105995178223","-11.8135995864868",NA,NA,"Ca. 2,5 m de altuira. Folhas cartáceas, discolores, lisas. Raquís vináceos. Pétalas brancas, estames alvos. Fruto globoso verde.","ALCB059703",NA,"Mattos Silva","Melo, JDO","Conde",NA,"31737","auto","2018","04",NA,NA,NA,"16",NA,NA,NA,NA
"51","2021-02-08 21:32:50-03","UFBA","ALCB","117344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","s.col.","PHs/n","1971","12","06","Southern America","Brasil","Bahia","Região Metropolitana Salvador","-38.2969017028809","-12.6125001907349",NA,NA,NA,"ALCB012580","ALCB012580","Mattos Silva",NA,"Dias D'Ávila",NA,"17295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 21:32:50-03","UFBA","ALCB","117343","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","s.col.","PHs/n","1971","12","06","Southern America","Brasil","Bahia","Região Metropolitana Salvador","-38.2969017028809","-12.6125001907349",NA,NA,NA,"ALCB012579","ALCB012579","Mattos Silva",NA,"Dias D'Ávila",NA,"17295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:21:01-03","UFBA","ALCB","021422","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Campos, M","26","1986","02","25","Southern America","Brasil","Bahia",NA,"-38.084400177002","-11.9419002532959",NA,NA,"Arvoreta de até 5 m de altura, caule lenhoso. Folhas opostas, coriáceas. Inflorescência com flores só com cálice. Possui 2 brácteas, verdes; muitos estames.","ALCB057440",NA,"Mattos Silva","Lughadha, EN","Entre Rios",NA,"52418","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:21:01-03","UFBA","ALCB","82687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ribeiro, T; Jost, T; Bezerrra, N","523","2004","04","23","Southern America","Brasil","Bahia",NA,"-37.9449996948242","-11.7960996627808",NA,NA,"Folhas jovens com anteras e estames brancos, cálice verde-claro; frutos maduros róseos e imaturos verdes.","ALCB057515",NA,"Mattos Silva","Queiroz, EP","Esplanada",NA,"51913","auto","2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:21:01-03","UFBA","ALCB","026988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ribeiro, AJ","s/n","1987","04","13","Southern America","Brasil","Bahia",NA,"-38.2991981506348","-12.5303001403809",NA,NA,"Arbusto 3-4 m. Flores brancas com cálice persistente verde.","ALCB057507",NA,"Mattos Silva",NA,"Mata de São João",NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:21:01-03","UFBA","ALCB","022580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Bautista, HP; Pinto, GCP","1040","1986","02","25","Southern America","Brasil","Bahia",NA,"-38.2991981506348","-12.5303001403809",NA,NA,"Arvoret de ramos derreados, 1 m de altura. Flores brancacentas, de cálice foliáceo, florada abundante; solo arenoso franco.","ALCB057505",NA,"Mattos Silva","Graziela, GM","Mata de São João",NA,"47329","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"57","2019-10-09 11:21:01-03","UFBA","ALCB","22714","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Bautista, HP; Arouck Ferreira, JDC; Pinto, GCP","523","1981","11","19","Southern America","Brasil","Bahia","Litoral Norte, estrada do Coco, em direção a Sauípe.","-38.2991981506348","-12.5303001403809",NA,NA,"1 m alt. Folhas opostas. Flores brancas, com 1 par de estípulas foliáceas.","ALCB057409",NA,"Mattos Silva","Landrum, L","Mata de São João",NA,"47329","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:21:01-03","UFBA","ALCB","111084","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Miranda, AM; et al.","5388","2006","01","24","Southern America","Brasil","Bahia","Litoral Norte, Praia do Forte.","-38.2991981506348","-12.5303001403809",NA,NA,"ca. 1,60 m de alt.; caule amarronzado; folhas crassas; bracteas florais verdes; frutos imaturos verde a enegrecido com resto de cálice verde a rosado.","ALCB057430",NA,"Mattos Silva","Miranda, AM","Mata de São João",NA,"47329","auto","2008","01",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:21:01-03","UFBA","ALCB","03027","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL; Santana, WR","s/n","1974","07","13","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057418",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"60","2019-10-09 11:21:01-03","UFBA","ALCB","03028","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL","s/n","1952",NA,NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057413",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"61","2019-10-09 11:21:01-03","UFBA","ALCB","03029","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Noblick, LR","'1261","1979","05","05","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057412",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"62","2019-10-09 11:21:01-03","UFBA","ALCB","03030","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML","s/n","1979","05","13","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057415",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"63","2019-10-09 11:21:01-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL","836","1996",NA,NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,"Mattos Silva",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:21:02-03","UFBA","ALCB","99564a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Costa, MA","18210","2011","06","11","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto: de ca. 1,70 m de altura. Folhas coriáceas, discolores. Fruto jovem com sépalas vermelhas.","ALCB057509",NA,"Mattos Silva","Guedes, ML; Costa, MA","Salvador",NA,"26018","auto","2011","06",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-09 11:21:01-03","UFBA","ALCB","15956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Bromley, GLR","214","1994","12","02","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto de +- 1,50m de altura; folhas membranáceas, glabras, discolor. Cálice com sépalas avermelhadas.","ALCB057433",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-11 00:16:16-03","UFBA","ALCB","15831","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Souza, Padre JP de; et al.","s/n","1985","06","17","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto, com folhas discolor, flores vistosas isoladas, bastante pedicelada, sépalas grandes, flores alvas.","ALCB057435",NA,"Mattos Silva",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-09 11:21:01-03","UFBA","ALCB","15383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Edna","S/N","1975","12","17","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057436",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"68","2019-10-09 11:21:01-03","UFBA","ALCB","117711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Oliveira, A; Guedes, ML","s/n","2013","10",NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto: Folhas coriáceas discolores. Flores com brácteas e cálice persistente no fruto.","ALCB057420",NA,"Mattos Silva","Guedes, ML","Salvador",NA,"26018","auto","2014","03",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:21:01-03","UFBA","ALCB","09778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Queiroz, LP de","334","1982","05","22","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Abusto de +- 2,0 m de altura com folhas semicoriáceas discolor. Flores alvas de brácteas avermelhadas.","ALCB057501",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"70","2019-10-09 11:21:01-03","UFBA","ALCB","09687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML","324","1982","01","02","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto com + de 1,0 m de altura com folhas discolor. Flores alvas.","ALCB057519",NA,"Mattos Silva","Lughadha, EN","Salvador",NA,"26018","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-09 11:21:01-03","UFBA","ALCB","04606","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL","836","1996",NA,NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057500",NA,"Mattos Silva",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-09 11:21:01-03","UFBA","ALCB","04605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Costa, AL","s/n",NA,NA,NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057417",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"73","2019-10-09 11:21:01-03","UFBA","ALCB","03024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Valeriana, A","s/n","1978","04","15","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057408",NA,"Mattos Silva","Sobral, M","Salvador",NA,"26018","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-09 11:21:01-03","UFBA","ALCB","028030","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML","s/n","1995",NA,NA,"Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto de ca. 2,0 m de altura. Cálice persistente de cor vermelha.","ALCB057521",NA,"Mattos Silva","Guedes, ML","Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-09 11:21:01-03","UFBA","ALCB","027584","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML","s/n","1996","01","09","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto de va. 1,50 m de altura, folhas coriáceas. Flores com pétalas alvas.","ALCB057508",NA,"Mattos Silva","Guedes, ML","Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-09 11:21:01-03","UFBA","ALCB","025726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Guedes, ML; Silva, L da","s/n","1993","11","30","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Arbusto de ca. 1,50 m de altura, folhas coriáceas. Flores com pétalas alvas.","ALCB057506",NA,"Mattos Silva","Lughadha, EN","Salvador",NA,"26018","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-09 11:21:01-03","UFBA","ALCB","021959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Orientação professor","106","1976","11","07","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057504",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"78","2019-10-09 11:21:01-03","UFBA","ALCB","021875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Campos, M; Reis, MS; Cerqueira, A; Forstrenter, W;","s/n","1990","03","02","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Corola amarela esverdeada com numerosos estames.","ALCB057502",NA,"Mattos Silva",NA,"Salvador",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-09 11:21:01-03","UFBA","ALCB","03032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Valeriana, A","s/n","1972","11","25","Southern America","Brasil","Bahia",NA,"-38.510799407959","-12.9710998535156",NA,NA,NA,"ALCB057414",NA,"Mattos Silva","Graziela, GM","Salvador",NA,"26018","auto","1992","02",NA,NA,NA,"25",NA,NA,NA,NA
"80","2021-02-08 21:32:50-03","UFBA","ALCB","19735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Carvalhal, I; Santos, OM dos; Souza, Padre JP de","s/n","1985","10","23","Southern America","Brasil","Bahia","Dunas de Itapuã.","-38.510799407959","-12.9710998535156",NA,NA,"folhas coriáceas. Frutos com cálice e brácteas persistentes.","ALCB057419",NA,"Mattos Silva","Guedes, ML","Salvador",NA,"26018","auto","2014","11",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:14:21-03","ESALQ","ESA","132087","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Miranda, A.M. et al.","6592.0","2013","07","11",NA,"Brasil","Bahia",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,"ESA132087",NA,NA,"Miranda, A.M.","Mata de São João",NA,"47329","auto","2013","07",NA,NA,NA,"11",NA,NA,NA,NA
"82","2020-11-04 10:56:23-03","ESALQ","ESA","141629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Souza, V.C. & Souza, D.P.C.","41352.0","2018","11","30",NA,"Brasil","Alagoas","Dunas no caminho para Cavalo Russo.","-35.8950004577637","-9.710280418396",NA,NA,"Arbusto, ca. 1 m alt.; cálice das flores passadas alvo.","ESA141629",NA,"Mattos","Souza, V.C.","Marechal Deodoro",NA,"15565","auto","2018","11",NA,NA,NA,"30",NA,NA,NA,NA
"83","2021-03-12 01:35:56-03","UFPI","TEPB","27563","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Esteves, F",NA,"2009","05","07",NA,"Brasil","Bahia",NA,"-38.2991981506348","-12.5303001403809",NA,NA,"Arbusto Ambiente: Restinga <ll>dwc_commonname:</ll> Miroró",NA,NA,"Mattos.","Queiroz, L.P","Mata de São João",NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-07-02 14:03:06-03","JBP","HPL","11779","S","Plantae",NA,NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","H. Lorenzi","6603","2009","02","06",NA,"Brasil","BA","Na restinga de Sauípe","-38.2992","-12.5303",NA,NA,NA,NA,NA,NA,NA,"Mata de São João",NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-07-26 11:40:46-03","IPA","IPA","43690","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Perruci, A.","43690","1982","01","30","Southern America","Brasil","Alagoas",NA,NA,NA,NA,NA,NA,"IPA0043690",NA,"Mattos","Amorim, B.S.",NA,NA,NA,NA,"2010","08",NA,NA,NA,"11",NA,NA,NA,NA
"86","2019-02-15 11:46:11-02","IPA","IPA","64434","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ferreira, M.C.; Jost, T.; Jost, T.","861","1996","02","02","Southern America","Brasil","Bahia","Fazenda do Bu, mata do Fundão I.","-37.7125","-12.016667",NA,NA,"Arbusto ca. 2,8m; folhas opostas semi-coriáceas, glabras; flores com duas sépalas verdes e cinco pétalas em estrela rosadas.; Floresta Ombrófila Aberta","IPA0064434",NA,"Mattos","Ferreira, M.C.","Conde",NA,NA,NA,"1996","02","-37.7125","-12.016667",NA,"02",NA,NA,NA,NA
"87","2019-02-15 11:46:11-02","IPA","IPA","64534","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ferreira, M.C.; Jost, T.; Jost, T.","843","1996","01","29","Southern America","Brasil","Bahia","Fazenda do Bu, trilha da mata da Areia Branca.","-37.695","-12.016667",NA,NA,"Arbusto ca. 1 m; folhas opostas, glabras, coriáceas, discolores; flores jovens cremes, adultas rosadas.; Contato Restinga, floresta ombrófila.","IPA0064534",NA,"Mattos","Ferreira, M.C.","Conde",NA,NA,NA,"1997","01","-37.695","-12.016667",NA,"29",NA,NA,NA,NA
"88","2019-07-26 11:40:46-03","IPA","IPA","44906","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ataíde, M.","44906","1992","01",NA,"Southern America","Brasil","Alagoas","Praia","-35.9077987670898","-9.84000015258789",NA,NA,NA,"IPA0044906",NA,"Mattos","Sobral, M.","Barra de São Miguel",NA,"13333","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-02-15 11:46:11-02","IPA","IPA","31782","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Bautista, H.P.; Arouck Ferreira, J.D.C.; Pinto, G.C.P.; Arouck Ferreira, J.D.C.; Pinto, G.C.P.","523","1981","11","19","Southern America","Brasil","Bahia","estrada do coco, em direção a Sauípe.","-38.2991981506348","-12.5303001403809",NA,NA,"Arbusto ca. 1m de altura, folhas opostas, flores brancas com 1 par de estípulas foliáceas.; Vegetação de Restinga.","IPA0031782",NA,"Mattos","Lughadha, E.N.","Mata de São João",NA,"47329","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-07-26 11:40:46-03","IPA","IPA","26964","S","Plantae","Plantae",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Fonseca, M.","26964","1976","11",NA,"Southern America","Brasil","Sergipe","tabuleiros arenosos.","-36.8560981750488","-10.7377996444702",NA,NA,"Arbusto.","IPA0026964",NA,"Mattos","Lughadha, E.N.","Pirambu",NA,"22600","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008715","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","L. R. Landrum; S.S. Landrum","photo-8718","1995","9","27",NA,"Brazil","Bahia","Bahia: Salvador, Lagoa Abaete. Sand dunes near ocean. Restinga vegetation.","-38.3583","-12.9444","10",NA,NA,NA,NA,"Mattos",NA,"Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008712","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Amorim; S. de SantaAna, J.G. Jardim and E.B dos Santos.","1513","1993","11","28",NA,"Brazil","Sergipe","Flora do Estado de Sergipe. Municipio de Estancia. Cerca de 19.4km de BR 101 em direcao a Praia do Abais.","-37.5","-11.5",NA,NA,"mainly with o glands in anthers. 1 in ca 10 with 1 gland.; Arvoreta com a copa muito ramificada, ca. 1.8m de altura. Flhas verdes, a face superior escura. Flores con bracteas verdes, sepalas verdes, petalas e estames alvos. Flores muito perfumadas.",NA,NA,"Mattos",NA,"Estancia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057061","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","Ibrahim, M.","28","2007","12","5",NA,"Brazil","Bahia","Salvador, Lagoa do Abaete","-38.3594444","-12.9466667","38",NA,"Arvore de ca. 3 m, frutos maduros pretos",NA,NA,"Mattos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008711","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","G. Hatschbach","75563","2003","6","19",NA,"Brazil","Bahia","Faz. Do Conde, entre a sede e a Rodovia Linha Verde","-37.60967","-11.813322",NA,NA,"PHOTO of specimen at W; pequena arvore, fruto preto, comestivel",NA,NA,"Mattos",NA,"Conde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008714","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","L. R. Landrum; S.S. Landrum","8719","1995","9","27",NA,"Brazil","Bahia","Bahia: Salvador, Lagoa Abaete. Sand dunes near ocean. Restinga vegetation.","-38.3583","-12.9444","10",NA,"Coor and elev from www.fallingrain.com/world; Shrub ca. 2.5m. Dried flowers remaining on plant.",NA,NA,"Mattos",NA,"Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008713","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","L. R. Landrum; S.S. Landrum","8718","1995","9","27",NA,"Brazil","Bahia","Bahia: Salvador, Lagoa Abaete. Sand dunes near ocean. Restinga vegetation.","-38.3583","-12.9444","10",NA,"Coor and elev from www.fallingrain.com/world; Leaning shrub ca. 3m high. Flowers greenish-white. Only flowers seen in 1 hour search.",NA,NA,"Mattos",NA,"Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 14:40:00-03","UFJF","CESJ","43292","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calycolpus","legrandii","Calycolpus legrandii","G. Hatschbach; M. Hatschbach; O S Ribas; J. Carneiro","75563","2003","06","19","América do Sul","Brasil","Bahia","Fazenda do Conde, entre a sede e a Rodovia Linha Verde","-37.6105995178223","-11.8135995864868",NA,NA,"Pequena árvore, flor alva, fruto preto, comestivel. Restinga","CESJ043292",NA,"Mattos","M. Sobral","Conde",NA,"31737","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
