"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","stateProvince","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"98","2020-09-12 05:00:02-03","US","US","2083113","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","A. C. Brade","16444","South America - Neotropics","Brazil",NA,NA,"US01381718","US01381718_01",NA,"1940","7","Rio de Janeiro","Serra dos Orgaõs, Pedra do Frade",NA,NA,"19",NA,"1700",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"99","2021-03-25 13:52:30-03","UNIVILLE","JOI","15243","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Mancinelli, W.S.","1309",NA,"Brasil",NA,"; HABITAT: mata nebular; HABITO: Epífita","JOI015243","JOI015243","J.B.S. Pereira","2010","09","Santa Catarina","Serra Queimada.","-48.8456001281738","-26.3043994903564","30","Joinville","1300","1300","37150","auto","2011","09",NA,NA,NA,"16",NA,NA,NA
"100","2021-03-25 13:52:30-03","UNIVILLE","JOI","15350","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Mancinelli, W.S.",NA,NA,"Brasil",NA,"; HABITAT: mata ciliar; HABITO: Epífita","JOI015350","JOI015350","J.B.S. Pereira","2010","09","Santa Catarina","Serra Queimada.","-48.8456001281738","-26.3043994903564","30","Joinville","1300","1300","37150","auto","2011","09",NA,NA,NA,"16",NA,NA,NA
"101","2019-10-07 09:38:36-03","UEFS","HUEFS","68851","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Harley, R.M.","H51218",NA,"Brasil",NA,NA,"HUEFS0068851","HUEFS0068851",NA,"1992","01","Bahia","Tijuquinho.","-41.9","-13.266667","08","Abaíra","1700","1700",NA,NA,NA,NA,"41W54'","13S16'","Lycopodiopsida",NA,NA,NA,NA
"102","2020-07-23 12:10:16-03","CEPLAC","CEPEC","110681","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis",NA,"F. B. Matos","1052",NA,"Brasil",NA,NA,NA,NA,"L. S. Damascena","2006","02","Bahia","Pico das Almas. 25Km do centro da cidade em direção ao Campo do Queiroz.","-41.95","-13.55","26","RIO DE CONTAS",NA,NA,NA,NA,NA,NA,"41W57'","13S33'",NA,NA,"30/05/2008",NA,NA
"103","2020-07-23 12:10:16-03","CEPLAC","CEPEC","69878","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis",NA,"J. G. Jardim","773",NA,"Brasil",NA,NA,NA,NA,"A. Salino & T. E. Almeida","1996","03","Bahia","Pico das Almas. Ca. 25Km a W da cidade.","-41.95","-13.516667","23","RIO DE CONTAS",NA,NA,NA,NA,NA,NA,"41W57'","13S31'",NA,NA,"30/07/2006",NA,NA
"104","2020-07-23 12:10:16-03","CEPLAC","CEPEC","129183","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis",NA,"P. H. Labiak","4576",NA,"Brasil",NA,"<ll>dwc_commonname:</ll>",NA,NA,"P. H. Labiak",NA,NA,"Espírito Santo",NA,"-41.184700012207","-20.6035995483398",NA,"castelo",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-02-11 18:25:53-03","UFMG","BHCB-SL","62903","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, A; Teixeira, LCRS","7571","América","Brasil",NA,NA,NA,NA,"Salino, A","2001",NA,"São Paulo","Estação Ecológica de Bananal, Estação Ecológica de Bananal, trilha para o Pico do Caracol.","-44.360389","-22.779722",NA,"Bananal",NA,NA,NA,NA,"2014","03","-44.360389","-22.779722",NA,NA,NA,NA,NA
"106","2020-02-11 18:25:53-03","UFMG","BHCB-SL","123028","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Krieger, L","24222","América","Brasil",NA,"Epífita, subarbusto, junto com musgos e líquens. À beira do riacho",NA,NA,"Souza, FS; Salino, A","1989",NA,"Minas Gerais","Parque Nacional do Caparaó, Próximo ao terreirão",NA,NA,NA,NA,NA,NA,NA,NA,"2011","12",NA,NA,NA,NA,NA,NA,NA
"107","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148523","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Giacomin, LL; Viana, PL; Mota, NFO","917","América","Brasil",NA,"Epífita em árvore.",NA,NA,"Salino, A","2009","04","Rio de Janeiro","Macaé de Cima, RPPN Bacchus. Propriedade do Sr. David Muller; Trilha que leva para o topo da serra, passando pela antena.","-42.500222","-22.374444","19","Nova Friburgo","1501","1501",NA,NA,NA,NA,"-42.500222","-22.374444",NA,NA,NA,NA,NA
"108","2020-02-11 18:25:53-03","UFMG","BHCB-SL","182284","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Dittrich, VAO; Vale, AA; Ribeiro, JHC; Santana, LD","1881","América","Brasil",NA,"Holoepífito a aproximadamente 6 m de altura em angiosperma ignorada, em Floresta Ombrófila Densa.",NA,NA,NA,"2014","05","Minas Gerais","Parque Estadual do Pico do Papagaio, Picada para o Pico do Papagaio.","-44.6525","-22.043889","11","Aiuruoca","1929","1929",NA,NA,NA,NA,"-44.6525","-22.043889",NA,NA,NA,NA,NA
"109","2020-02-11 18:25:53-03","UFMG","BHCB-SL","122856","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Heringer, G; Dittrich, VAO","13698","América","Brasil",NA,"Epífita a 1,5m de altura, no interior de floresta",NA,NA,NA,"2008",NA,"Espírito Santo","Parque Estadual do Forno Grande, Floresta Ombrófila Densa Montana, na vertente conhecida como Balança","-41.102","-20.526333",NA,"Castelo","1600","1600",NA,NA,"2008","06","-41.102","-20.526333",NA,"28",NA,NA,NA
"110","2020-02-11 18:25:53-03","UFMG","BHCB-SL","82762","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Lombardi, JA; Stehmann, JR; Mota, RC; Temponi, LG","5465","América","Brasil",NA,"Mata hidrófila, encosta. Epífita. Prensado em álcool.",NA,NA,"Salino, A","2003","08","Minas Gerais","Fazenda Duas Barras","-40.047361","-16.411306","23","Santa Maria do Salto","774","940",NA,NA,NA,NA,"-40.047361","-16.411306",NA,NA,NA,NA,NA
"111","2020-02-11 18:25:53-03","UFMG","BHCB-SL","109341","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Almeida, TE; Souza, DT; Heringer, G","1253","América","Brasil",NA,"Epífita a 1,0m de altura, no interior de mata nebular",NA,NA,NA,"2007",NA,"Minas Gerais",NA,"-43.882861","-21.677222",NA,"Lima Duarte","159","159",NA,NA,NA,NA,"-43.882861","-21.677222",NA,NA,NA,NA,NA
"112","2020-02-11 18:25:53-03","UFMG","BHCB-SL","101944","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Almeida, TE; Assis, FC; Heringer, G; Viana, MM; Teles, AM; Corrêa, VF","548","América","Brasil",NA,"Rupícola em paredão. Grota no meio do Campo rupestre",NA,NA,NA,"2006",NA,"Minas Gerais",NA,"-43.344167","-18.397778",NA,"Santo Antônio do Itambé","193","193",NA,NA,NA,NA,"-43.344167","-18.397778",NA,NA,NA,NA,NA
"113","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148109","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Salino, A","2841","América","Brasil",NA,"Erva epífita a 4m de altura, em beira de trilha no interior de floresta",NA,NA,"Almeida, TE; Mota, NFO; Lau, BL; Ramalho, AJ","2011",NA,"Minas Gerais","Fazenda Boa Esperança; Trilha do Marlon, Floresta Ombrófila Densa em regeneração","-45.322194","-22.575583",NA,"Delfim Moreira","1313","1313",NA,NA,"2011","03","-45.322194","-22.575583",NA,"16",NA,NA,NA
"114","2021-01-12 15:24:19-03","UFMG","BHCB-SL","7390","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","s.n.","América","Brasil",NA,"Epífita em arbusto, junto com musgos e líquens, margens de riacho, em mata nebular",NA,NA,"Øllgaard, BO","1989",NA,"Minas Gerais","Parque Nacional do Caparaó, caminho para o Terreirão, no campo de altitude",NA,NA,NA,NA,"2400","2400",NA,NA,"2004","01",NA,NA,NA,NA,NA,NA,NA
"115","2021-01-12 15:24:19-03","UFMG","BHCB-SL","4009","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Leoni, LS; et al.","3057","América","Brasil",NA,"Floresta tropical semidecidual submontana;epífita pendente,9/10m do solo;permutaGFJP;",NA,NA,NA,"1995",NA,"Minas Gerais","Serra da Araponga","-42.483333","-20.716667",NA,NA,"1200","1200",NA,NA,NA,NA,"-42.483333","-20.716667",NA,NA,NA,NA,NA
"116","2020-02-11 18:25:53-03","UFMG","BHCB-SL","150595","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Machado, TM; Bünger, MO","1546","América","Brasil",NA,"Epífita no interior de mata.",NA,NA,"Souza, FS","2011",NA,"Espírito Santo","Parque Nacional do Caparaó, Trilha para o Poço dos Desejos e Cemitério dos Jesuítas. Floresta Ombrófila Densa. DATUM WGS 84.","-41.808361","-20.352528",NA,"Iúna","1535","1535",NA,NA,"2011","05","-41.808361","-20.352528",NA,"12",NA,NA,NA
"117","2020-02-11 18:25:53-03","UFMG","BHCB-SL","174860","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Dittrich, VAO; Vale, AA","1789","América","Brasil",NA,"Terrícola no pico em local sombreado entre matacões, em campo rupestre.",NA,NA,"Dittrich, VAO","2012","01","Bahia","Pico das Almas","-41.933333","-13.533333","18","Rio de Contas",NA,NA,NA,NA,"2014","09","-41.933333","-13.533333",NA,NA,NA,NA,NA
"118","2020-02-11 18:25:53-03","UFMG","BHCB-SL","101927","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Almeida, TE; Assis, FC; Heringer, G; Viana, MM; Teles, AM; Corrêa, VF","531","América","Brasil",NA,"Rupícola pendente em Mata de galeria",NA,NA,NA,"2006",NA,"Minas Gerais",NA,"-43.344167","-18.397778",NA,"Santo Antônio do Itambé","193","193",NA,NA,NA,NA,"-43.344167","-18.397778",NA,NA,NA,NA,NA
"119","2020-02-11 18:25:53-03","UFMG","BHCB-SL","173765","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Zorzanelli, JPF","1069","América","Brasil",NA,"Epífita com estrutura reprodutiva esverdeada. Soros amarelos.",NA,NA,"Salino, A","2014","08","Espírito Santo","Serra do Valentim, Floresta do Senhor Aristides, próximo ao mirante.","-41.470833","-20.3625","01","Iúna",NA,NA,NA,NA,NA,NA,"-41.470833","-20.3625",NA,NA,NA,NA,NA
"120","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145361","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Machado, TM; Gomides, SC","1292","América","Brasil",NA,"Epífita na cachoeira.","BHCB001843","BHCB001843","Souza, FS; Salino, A","2010","12","Minas Gerais","Parque Nacional do Caparaó, Cachoeira da Farofa.","-41.828389","-20.471917","15","Alto Caparaó","1937","1937",NA,NA,"2011","12","-41.828389","-20.471917",NA,"06",NA,NA,NA
"121","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145308","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1239","América","Brasil",NA,"Rupícola no interior de mata ciliar.",NA,NA,"Souza, FS; Salino, A","2010",NA,"Minas Gerais","Parque Nacional do Caparaó, Região da Cachoeira Bonita. DATUM WGS84.","-42.404694","-20.682611",NA,"Alto Jequitibá","1849","1849",NA,NA,"2011","12","-42.404694","-20.682611",NA,NA,NA,NA,NA
"122","2020-02-11 18:25:53-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Dittrich, VAO; Vale, AA","1789","América","Brasil",NA,"Terrícola no pico em local sombreado entre matacões, em campo rupestre.",NA,NA,"Dittrich, VAO","2012","01","Bahia","Pico das Almas","-41.933333","-13.533333","18","Rio de Contas",NA,NA,NA,NA,"2014","09","-41.933333","-13.533333",NA,NA,NA,NA,NA
"123","2020-02-11 18:25:53-03","UFMG","BHCB-SL","135886","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Heringer, G; Machado, TM; Reis, SB","224","América","Brasil",NA,NA,NA,NA,"Souza, FS; Salino, A","2010",NA,"Minas Gerais","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.","-41.347222","-20.7025",NA,"Alto Caparaó","2212","2212",NA,NA,"2011","12","-41.347222","-20.7025",NA,NA,NA,NA,NA
"124","2020-02-11 18:25:53-03","UFMG","BHCB-SL","89710","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Mota, NFO; Viana, PL","49","América","Brasil",NA,"Erva terrestre em local sombreado.",NA,NA,"Salino, A","2004","08","Minas Gerais","Parque Estadual do Rio Preto, Pico Dois Irmãos.","-43.308083","-18.205778","10","São Gonçalo do Rio Preto","1780","1780",NA,NA,NA,NA,"-43.308083","-18.205778",NA,NA,NA,NA,NA
"125","2020-02-11 18:25:53-03","UFMG","BHCB-SL","113933","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Dittrich, VAO; Pivari, MOD","12991","América","Brasil",NA,"Rupícola no interior de floresta, próximo a riacho. Prensado em álcool.",NA,NA,"Salino, A","2007","12","Minas Gerais","Área da Pousada Campos de Altitude, Parque Estadual da Serra do Papagaio. Área com Floresta Ombrófila Densa Montana e Campos de Altitude.","-44.744944","-22.215861","12","Alagoa","1700","1900",NA,NA,NA,NA,"-44.744944","-22.215861",NA,NA,NA,NA,NA
"126","2021-01-12 15:24:19-03","UFMG","BHCB-SL","82376","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Mota, RC","8871","América","Brasil",NA,"Epífita a 1,8 m de altura, no interior de Mata de Galeria.",NA,NA,"Salino, A","2003","08","Minas Gerais","Parque Natural Minicipal do Ribeirão do Campo, Área com Matas de Galeria, Campo Limpo e Campo Rupestre, na direção da Cachoeira do Poço Grande.","-43.59275","-19.08725","07","Conceição do Mato Dentro","1280","1280",NA,NA,NA,NA,"-43.59275","-19.08725",NA,NA,NA,NA,NA
"127","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148964","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Machado, TM","1498","América","Brasil",NA,"Epífita no candeial.",NA,NA,"Souza, FS; Salino, A","2011",NA,"Minas Gerais","Parque Nacional do Caparaó, Tronqueira, campo de altitude. DATUM WGS 84.","-41.836111","-20.410333",NA,"Alto Caparaó","1980","1980",NA,NA,"2011","12","-41.836111","-20.410333",NA,"06",NA,NA,NA
"128","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145306","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1237","América","Brasil",NA,"Rupícola no interior de mata ciliar.",NA,NA,"Souza, FS; Salino, A","2010",NA,"Minas Gerais","Parque Nacional do Caparaó, Região da Cachoeira Bonita. DATUM WGS84.","-42.404694","-20.682611",NA,"Alto Jequitibá","1849","1849",NA,NA,"2011","12","-42.404694","-20.682611",NA,"06",NA,NA,NA
"129","2020-02-11 18:25:53-03","UFMG","BHCB-SL","143900","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Souza, FS; Machado, TM; Santos, AMO; Jorge, TB; Burkowski, PM","1147","América","Brasil",NA,"Epífita na mata ciliar.",NA,NA,"Souza, FS","2010",NA,"Espírito Santo","Parque Nacional do Caparaó, Cachoeira Bonita. Datum WGS84.","-42.403028","-20.685472",NA,NA,"1834","1834",NA,NA,"2010","11","-42.403028","-20.685472",NA,"04",NA,NA,NA
"130","2020-02-11 18:25:53-03","UFMG","BHCB-SL","4190","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Krieger, L","s.n.","América","Brasil",NA,"Epífita;na mata de galeria;talo,pendente;folhas férteis muito diferente das estéreis;",NA,NA,NA,"1976",NA,"Minas Gerais","Serra da Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-01-12 15:24:19-03","UFMG","BHCB-SL","90193","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Mota, RC; Negreiros, D; Garcia, PA; Santos, LMM dos; Zimmer, L; Gleide, E; Sall","9733","América","Brasil",NA,"Epífita a 4,5 m de altura em Mata Nebular.",NA,NA,"Salino, A","2004","10","Minas Gerais","RPPN do Matutu, Parque Estadual Serra do Papagaio. Área com Floresta Ombrófila Densa Montana e Altomontana (Mata Nebular) e Campos de Altitude.","-22.135","-22.133628","10","Aiuruoca","2030","2030",NA,NA,NA,NA,"-22.135","-22.133628",NA,NA,NA,NA,NA
"132","2020-02-11 18:25:53-03","UFMG","BHCB-SL","103568","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11490","América","Brasil",NA,"Epífita a 4m. de altura na mata",NA,NA,"Almeida, TE",NA,NA,"Minas Gerais","Parque Nacional do Caparaó, região de Pedra Menina, Macieira e estrada descendo para a Portaria do Parque. Na divisa com o Espírito Santo. Floresta Ombrófila Densa Montana e Floresta Ombrófila Densa Altomontana (Mata Nebular).","-41.829472","-20.479861",NA,"Espera Feliz","1600","1600",NA,NA,"2006","12","-41.829472","-20.479861",NA,NA,NA,NA,NA
"133","2020-02-11 18:25:53-03","UFMG","BHCB-SL","29660","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","1408","América","Brasil",NA,"Herbácea. Epífita pendente, na borda de floresta.",NA,NA,NA,"1992","06","São Paulo","Parque Estadual de Campos do Jordão, A caminho de São José dos Alpes. Floresta de altitude.",NA,NA,"08",NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-02-11 18:25:53-03","UFMG","BHCB-SL","108666","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Kollmann, L; Kollmann, RL","7022","América","Brasil",NA,"Epífita, na sombra.",NA,NA,"Salino, A","2004","09","Espírito Santo","Parque Estadual do Forno Grande, Forninho.","-41.184700012207","-20.6035995483398","05","Castelo","1600","1600","23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-02-11 18:25:53-03","UFMG","BHCB-SL","99485","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Almeida, TE","10440","América","Brasil",NA,"Epífita a 6m de altura, em mata nebular.","BHCB001842","BHCB001842","Øllgaard, BO","2005","05","Minas Gerais","RPPN do Matutu, Vale do Matutu. Na região da Macieira. Área com matas nabulares e campos de altitude.","-44.603099822998","-21.9755992889404","17","Aiuruoca",NA,NA,"27460","auto","2014","02",NA,NA,NA,NA,NA,NA,NA
"136","2020-02-11 18:25:53-03","UFMG","BHCB-SL","103519","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11441","América","Brasil",NA,"Epífita no interior de mata",NA,NA,"Almeida, TE; Salino, A",NA,NA,"Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita. Floresta Ombrófila Densa Montana","-41.8683013916016","-20.4333000183105",NA,"Alto Caparaó","1050","1050","21645","auto","2006","12",NA,NA,NA,NA,NA,NA,NA
"137","2020-02-11 18:25:53-03","UFMG","BHCB-SL","51979","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A; et al.","5509","América","Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"-42.5208015441895","-20.6667003631592",NA,"Araponga",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-02-11 18:25:53-03","UFMG","BHCB-SL","64522","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Meireles, LD","508","América","Brasil",NA,NA,NA,NA,"Salino, A","2001",NA,"Minas Gerais",NA,"-46.1446990966797","-22.7553005218506",NA,"Camanducaia",NA,NA,"22140","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-02-11 18:25:53-03","UFMG","BHCB-SL","52143","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","5609","América","Brasil",NA,"Epífita a 1 m de altura. Interior de floresta.; Floresta Estacional Semidecidual Altomontana.",NA,NA,"Salino, A","2000","06","Minas Gerais","Mata da nascente do Rio Camanducaia.","-46.1446990966797","-22.7553005218506","20","Camanducaia",NA,NA,"22140","auto","2014","03",NA,NA,NA,NA,NA,NA,NA
"140","2021-01-12 15:24:19-03","UFMG","BHCB-SL","62163","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Melo, LCN; Salino, A; Dittrich, VAO","91","América","Brasil",NA,NA,NA,NA,"Øllgaard, BO","2001",NA,"Minas Gerais","Monte Verde; Pico do Bispo","-46.1446990966797","-22.7553005218506",NA,"Camanducaia",NA,NA,"22140","auto","2001","01",NA,NA,NA,NA,NA,NA,NA
"141","2021-01-12 15:24:19-03","UFMG","BHCB-SL","56889","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","5767","América","Brasil",NA,"Epífita a 1,7m de altura, interior de floresta.",NA,NA,"Salino, A","2001",NA,"Minas Gerais","Rio Camanducaia;","-46.1446990966797","-22.7553005218506",NA,"Camanducaia",NA,NA,"22140","auto","2000","10",NA,NA,NA,NA,NA,NA,NA
"142","2021-01-12 15:24:19-03","UFMG","BHCB-SL","51142","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","s.n.","América","Brasil",NA,NA,NA,NA,"Øllgaard, BO",NA,NA,"Minas Gerais","Rio Camanducaia;","-46.1446990966797","-22.7553005218506",NA,"Camanducaia",NA,NA,"22140","auto","2004","01",NA,NA,NA,NA,NA,NA,NA
"143","2021-01-12 15:24:19-03","UFMG","BHCB-SL","34353","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Salino, A","3011","América","Brasil",NA,"Rupícola, crescendo em local sombreado, próximo a entrada de gruta. Floresta.",NA,NA,"Salino, A","1997","03","Minas Gerais","Parque Estadual do Ibitipoca (Serra do Ibitipoca)","-43.793098449707","-21.8425006866455","12","Lima Duarte","1300","1300","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-02-11 18:25:53-03","UFMG","BHCB-SL","1053","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Magalhães, GM","s.n.","América","Brasil",NA,"Mata-epífita;herbáceo;",NA,NA,NA,"1941",NA,"Minas Gerais",NA,"-42.8819007873535","-20.7539005279541",NA,"Viçosa",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-02-11 18:25:53-03","UFMG","BHCB-SL","152221","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Carmo, M","s.n.","América","Brasil",NA,"Epífita, em mata.",NA,NA,NA,"1941","03","Minas Gerais","Serra da Grama","-42.8819007873535","-20.7539005279541","22","Viçosa",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
