"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","typeStatus","eventTime","fieldNumber","individualCount","sex"
"48","2019-11-06 09:55:59-03","UFOP","OUPR","29851","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Badini, J.","s.n.",NA,"Brasil",NA,"Arbusto. Flores azul-violáceas. Campo.",NA,NA,"Salimena-Pires, F.R.G.","1977","09","27","Minas Gerais","Ouro Preto","Capanema","-43.5080986022949","-20.2875003814697",NA,NA,"1989","07","07",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-06 09:55:59-03","UFOP","OUPR","29850","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Badini, J.","s.n.",NA,"Brasil",NA,"Arbusto. Flores azul-violáceas. Campo.",NA,NA,"Salimena-Pires, F.R.G.","1977","09","27","Minas Gerais","Ouro Preto","Capanema","-43.5080986022949","-20.2875003814697",NA,NA,"1989","07","07",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-06 09:55:59-03","UFOP","OUPR","1260","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Roschel, M.B.; Dias, S.","s.n.",NA,"Brasil",NA,"Arbusto 2m. Flores roxas a alvacentas. Mata.",NA,NA,"Messias, M.C.T.B.","1993","10","23","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,"2007","12","04",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-06 09:55:59-03","UFOP","OUPR","27102","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Campos, N.R.","12",NA,"Brasil",NA,"Árvore 8,61m. Frutos pretos, folhas pilosas na parte abaxial",NA,NA,"Campos, N.R.","2010","12","02","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso. Capoeira, floresta secundária","-43.5080986022949","-20.2875003814697","1300","1300","2011","02",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-06 09:56:00-03","UFOP","OUPR","6422","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Messias, M.C.T.B.","s.n.",NA,"Brasil",NA,"Arvoreta 3m. Flores lilases. Mata.",NA,NA,"Messias, M.C.T.B.","1996","11","01","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Baú","-43.5080986022949","-20.2875003814697",NA,NA,"1996","11","06",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-03-12 10:29:17-03","UFOP","OUPR","34627","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Pedrosa, L.G.","2096",NA,"Brasil",NA,"Arvoreta, ca. 3,5m. Em flores. Campo rupestre",NA,NA,"Pedrosa, L.G.","2019","10","19","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"2019","10",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-06 09:56:00-03","UFOP","OUPR","8180","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Badini, J.","s.n.",NA,"Brasil",NA,"Árvore. Flores roxas. Beira de estrada.",NA,NA,"Badini, J.",NA,NA,NA,"Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-06 09:56:00-03","UFOP","OUPR","7983","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Badini, J.; Zurlo, M.A.","s.n.",NA,"Brasil",NA,"Árvore. Flores roxas. Beira de estrada.",NA,NA,"Badini, J.",NA,NA,NA,"Minas Gerais","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-02-25 16:14:53-03","UNEMAT","HERBAM","14385","S","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Zanin, M.A.S.; Santos, J.R.; Ferreira, R.N.R. & Silva, I.N.","1104EquipeCopel",NA,"Brasil",NA,NA,"HERBAM014385",NA,"Ferneda Rocha, L","2014","08","19","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"2015",NA,NA,NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2014-10-14 15:56:40-03","BS","M","M-0111711","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0111711",NA,NA,"1818","03","31",NA,NA,"Habitat in campis ad Villa de Campanha. Provinciae Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE","21:00",NA,NA,NA
"58","2014-10-14 15:56:40-03","BS","M","M-0111712","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0111712",NA,NA,NA,NA,NA,NA,NA,"Habitat in montosis apricis silvestribus prope Tacasava. Provinciae Sebastianopolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"59","2014-10-14 15:56:40-03","BS","M","M-0111713","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0111713",NA,NA,NA,NA,NA,NA,NA,"[Habitat in montosis apricis silvestribus prope Tacasava.] Prov. Sebastianopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"60","2020-04-27 16:10:12-03","UFES","VIES","43076","S","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","I.R.C./R.C.C./A.T.R.",NA,NA,"Brasil",NA,NA,"VIES043076","VIES043076","M. Nadruz",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Jardim Botânico, seção XI, cant A, placa 4456, piq 6.","-43.2075004577637","-22.9027996063232",NA,NA,"1986","05","25",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:30:40-03","MBM","MBM","421240","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Campos-Rocha, A.; Comin, M.; Comin, M.","2206","Southern America","Brazil",NA,"Arvore 3 m altura, frutos esverdeados.; Campo rupestre","MBM421240",NA,"Campos-Rocha, A.","2019","12","20","Minas Gerais","Mariana","Bento Rodrigues","-43.412222","-20.225","860","860","2019","03","20","-43.412222","-20.225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:30:40-03","MBM","MBM","404306","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Zanin, M.A.S.; Santos, J.R.; Ferreira, R.N.R.; Silva, I.N.; Santos, J.R.; Ferreira, R.N.R.; Silva, I.N.","s.n.","Southern America","Brazil",NA,"Altura 16m. CAP: 80cm. Árvore de base reta, casca escamosa, casca morta cinza. Folhas concolores, membranáceas. Flores com sépalas verdes, pétalas e estames roxos. Aroma adocicado.; Floresta do Planalto dos Parecís, região de ecóto","MBM404306","MBM404306","Ferneda-Rocha, L.C.","2014","08","19","Mato Grosso","Colíder","Resgate da Flora da UHE Colíder, Lote B de supressão","-55.4508018493652","-10.8177995681763",NA,NA,"2015","09","08",NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:30:40-03","MBM","MBM","425822","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Sem coletor","s.n.","Southern America","Brazil",NA,"Flor branca e azul, árvore pequena.","MBM425822",NA,"Nadruz, M.",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Seção XI, Cant. A., Placa 4456, Piq. 6","-43.2075004577637","-22.9027996063232",NA,NA,"1986","05","25",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-01 15:28:19-03","PUC-RIO","FCAB","3826","PreservedSpecimen","Plantae",NA,"Angiospermae","Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","T.S.M. Grandi; J. A. Paula; J.C. Siqueira; P.I.S. Braga","1922",NA,"Brasil",NA,"Campo rupestre. Arbustivo. Flores azuis.","003826",NA,"T.S.M. Grandi","1985","09","28","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","1650","1650",NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-05-23 14:46:02-03","MNHN","RECOLNAT_MNHN_P","P00689656","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Sellow, F.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689656' target='other'> <mi>dwc_moreinfo</mi></a>","P00689656","P00689656_01","Moldenke",NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"66","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445806","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Allemão",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445806' target='other'> <mi>dwc_moreinfo</mi></a>","P04445806","P04445806_01",NA,NA,NA,NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1175",NA,NA
"67","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445807","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Saint-Hilaire, A. de",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445807' target='other'> <mi>dwc_moreinfo</mi></a>","P04445807","P04445807_01",NA,"1816","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B 783",NA,NA
"68","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445808","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Gaudichaud",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445808' target='other'> <mi>dwc_moreinfo</mi></a>","P04445808","P04445808_01",NA,"1833","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA
"69","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445809","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Saint-Hilaire, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445809' target='other'> <mi>dwc_moreinfo</mi></a>","P04445809","P04445809_01",NA,"1816","1","1","Minas Gerais",NA,"Brésil.- Province de Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 783",NA,NA
"70","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445810","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Claussen",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445810' target='other'> <mi>dwc_moreinfo</mi></a>","P04445810","P04445810_01",NA,"1841","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1459",NA,NA
"71","2017-04-04 11:24:37-03","MNHN","RECOLNAT_MNHN_P","P04445811","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Claussen",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04445811' target='other'> <mi>dwc_moreinfo</mi></a>","P04445811","P04445811_01",NA,"1841","1","1","Minas Gerais",NA,"Brésil (Minas Geraes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 20",NA,NA
"72","2015-09-05 00:25:49-03","MNHN","RECOLNAT_MNHN_P","P05135963","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Emperaire, L.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05135963' target='other'> <mi>dwc_moreinfo</mi></a>","P05135963","P05135963_01",NA,"1984","2","8","Piauí","São Raimundo Nonato",NA,"-42.6994018554688","-9.01527976989746",NA,NA,NA,NA,NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA,NA,"2450",NA,NA
"73","2020-12-11 11:36:58-03","UFMG","BHCB","163863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Giorni, VT","s.n.","Southern America","Brasil",NA,"Coordenadas aproximadas.; Arbóreo.; Floresta Estacional Semidecidual.",NA,NA,NA,"2012","11",NA,"Minas Gerais","Mariana","Samarco - Córrego das Almas, Coordenadas aproximadas.","-43.854939","-20.2554","1100","1100",NA,NA,NA,"-43.854939","-20.2554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:36:58-03","UFMG","BHCB","163881","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Giorni, VT","s.n.","Southern America","Brasil",NA,"Coordenadas aproximadas.; Arbustivo.; Campo Rupestre Sobre Canga.",NA,NA,NA,"2012","11",NA,"Minas Gerais","Mariana","Samarco - Córrego das Almas, Coordenadas aproximadas.","-43.854939","-20.2554","1100","1100",NA,NA,NA,"-43.854939","-20.2554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:36:58-03","UFMG","BHCB","148479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Santos, MF; Serafim, H","314","Southern America","Brasil",NA,"Arvoreta, 3 m. Ramos escuros. Folhas com face adaxial levemente brilhante. Cálice verde. Fruto negro.; Arvoreta, 3 m. Ramos escuros. Folhas com face adaxial levemente brilhante. Cálice verde. Fruto negro.","BHCB004927",NA,NA,"2008","03","15","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto (Cabeça de Boi), Serra do Cip, APA do Parque Nacional da Serra do Cipó. Estrada das posses, próximo à casa de José Fernandes.","-43.422472","-19.411222",NA,NA,"2008",NA,NA,"-43.422472","-19.411222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:36:58-03","UFMG","BHCB","156188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Pena, FSR","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"2011","10",NA,"Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.431667","-18.907222","950","950",NA,NA,NA,"-43.431667","-18.907222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:36:58-03","UFMG","BHCB","165511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2521","Southern America","Brasil",NA,"Arbusto em Campo Rupestre Ferruginoso Arbustivo, frutos negros. Projeto Lacunas do Conhecimento.",NA,NA,NA,"2013","02","07","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333","1134","1134",NA,NA,NA,"-43.5775","-20.018333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:36:58-03","UFMG","BHCB","167973","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Miranda, E; Tomich, S; Machado, TM; Souza, FS","342","Southern America","Brasil",NA,"Árvore em Campo Cerrado Ferruginoso. Projeto Lacunas do Conhecimento.",NA,NA,NA,"2013","04","02","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Cobertura detrito-laterítica: solo laterítico residual, material areno-arginoso, concreções ferruginosas e fragmentos de quartzo.","-43.891111","-20.105278","1222","1222","2014","04",NA,"-43.891111","-20.105278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:36:58-03","UFMG","BHCB","168227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Miranda, E; Tomich, S; Machado, TM; Souza, FS","432","Southern America","Brasil",NA,"Árvore em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.",NA,NA,NA,"2013","01","09","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Itabirito dolomítico e filito dolomítico e argiloso, indiferenciados.","-43.966667","-20.098889","1395","1395","2014","04",NA,"-43.966667","-20.098889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:36:58-03","UFMG","BHCB","168400","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Miranda, E; Tomich, S; Machado, TM; Souza, FS","679","Southern America","Brasil",NA,"Árvore cerca de 2m em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.",NA,NA,NA,"2013","02","28","Minas Gerais","Mariana","Mina Del Rey, Litotipo: Itabirito, filito e itabirito dolomítico.","-43.414444","-20.3525","853","853","2014","04",NA,"-43.414444","-20.3525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:36:58-03","UFMG","BHCB","177054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","363","Southern America","Brasil",NA,"Prensado em álcool; Árvore; ca. 4,0m alt; frutos imaturos verdes; Borda de Capão de Campo Rupestre Ferruginoso",NA,NA,NA,"2015","04","30","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,"2015","11",NA,"-43.436667","-20.153611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:36:58-03","UFMG","BHCB","26855","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:36:58-03","UFMG","BHCB","6563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Grandi, TSM; et al.","1922","Southern America","Brasil",NA,"campo;arbusto;flores azuis;",NA,NA,NA,"1985","09","28","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","1650","1650",NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:36:58-03","UFMG","BHCB","68948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Magalhães, GM","1123","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:36:58-03","UFMG","BHCB","8266","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Grandi, TSM; J.Paula, A","s.n.","Southern America","Brasil",NA,"Mata secundária;arbusto;4ºestação de coleta;",NA,NA,NA,"1986","10","25","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667","1350","1350",NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:36:58-03","UFMG","BHCB","91050","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Stehmann, JR; Lombardi, JA; Mota, RC da","3959","Southern America","Brasil",NA,"Arbusto; cerca de 3m de altura; frutos vinosos. Coordenadas originais: 16°15'37,2S; 40°02'35,7W",NA,NA,NA,"2005","02","21","Minas Gerais","Santa Maria do Salto","Pedra em Santa Maria do Salto","-40.04325","-16.260333","235","235",NA,NA,NA,"-40.04325","-16.260333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:36:58-03","UFMG","BHCB","18582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Maria Cristina","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"1986",NA,NA,"Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:36:58-03","UFMG","BHCB","15925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Atalla, NC","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"1986","09",NA,"Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:36:58-03","UFMG","BHCB","1849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.",NA,"s.n.","Southern America","Brasil",NA,"terrestre;árvore",NA,NA,NA,"1957",NA,NA,"Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:36:58-03","UFMG","BHCB","40504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Coimbra",NA,"-42.8027992248535","-20.8567008972168",NA,NA,NA,NA,NA,NA,NA,"10161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:36:58-03","UFMG","BHCB","17189","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Campos, WG","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"1986","02",NA,"Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:36:58-03","UFMG","BHCB","68955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Black, G; Oliveira, JE","1078","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:36:58-03","UFMG","BHCB","2992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Cardoso, DBOS","s.n.","Southern America","Brasil",NA,"Sub-arbusto;flor branca",NA,NA,NA,"1903","10","22","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:36:58-03","UFMG","BHCB","54225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Tameirão Neto, E","2996","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:36:58-03","UFMG","BHCB","2991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Ferrari, JM","s.n.","Southern America","Brasil",NA,"terrestre;arbusto;nº418",NA,NA,NA,"1977","11",NA,"Minas Gerais","Belo Horizonte","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:36:58-03","UFMG","BHCB","16917","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Campos, WG","s.n.","Southern America","Brasil",NA,NA,NA,NA,NA,"1986","02","06","Minas Gerais","Três Marias","Estação Ecológica de Pirapitinga.","-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,NA,"54667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
