"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"679","2011-06-17 17:02:00-03","MO","MOBOT","3424612","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","José Steinbach",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","Foster's 1958 catalog notes file","Steinbach G. 6382bis","Santa Cruz","Portachuelo","-63.96667","-17.354444",NA,"Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2011-03-28 16:04:00-03","MO","MOBOT","3432435","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","E. Portal|E. Cervantes|H. Huaylla|J. Alberto Peñaranda|J. Vedia","2006","12","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","M. Serrano (HSB)","Portal 100","Chuquisaca","Valle angosto rocoso. Bosque caducifolio, laderas húmedas con elementos de Bosque Tucumano-Boliviano. Cerros empinados en el fondo área plana con áreas cultivadas.","-64.09972","-19.8125",NA,"Hernando Siles","1718.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2013-06-18 05:46:00-03","MO","MOBOT","3444101","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","M. Jiménez","2007","10","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","M. Serrano (HSB)","Jiménez 457","Chuquisaca","Municipio Villa Vaca Guzmán. Canton Iguembe.","-63.7802778","-20.7016667",NA,"Luis Calvo","1090.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"682","2008-05-27 22:02:00-03","MO","MOBOT","728235","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Alwyn H. Gentry","1990","6","10","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","Al Gentry (MO)","Gentry 71070","La Paz","Chaquimayo, 17 km NW of Apolo near Río Machariapo, seasonally dry forest. Transect 2","-68.46666","-14.56666",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370","2",NA,NA
"683","2008-05-27 22:02:00-03","MO","MOBOT","729089","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Israel G. Vargas C.|E. Tapia","1991","7","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","I.G. Vargas","Vargas Caballero 1016","Santa Cruz","Aguarati (Bañados del (Izozog). Bosque achaparrado espinoso chaqueño.","-62.5","-19.21666",NA,"Cordillera","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","5",NA,NA
"684","2008-05-27 22:02:00-03","MO","MOBOT","729102","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Israel G. Vargas C.|E. Tapia","1991","7","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","I.G. Vargas","Vargas Caballero 1030","Santa Cruz","La Brecha, Bañados del Izozog, alrededores del hospital y 3 km E camino hacia río Parpetí.","-62.58333","-19.58333",NA,"Cordillera","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116","5",NA,NA
"685","2008-05-27 22:02:00-03","MO","MOBOT","729317","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Alwyn H. Gentry|Robin B. Foster|Marielos Peña","1991","10","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","P.M. Jorgensen (MO)","Gentry 75192","Santa Cruz","Curuyuqui, 50 km SE of Santa Cruz on Río Parapetí, upland chaco. Transects 1-2","-62.23305","-18.76555",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"765","5",NA,NA
"686","2008-05-27 22:02:00-03","MO","MOBOT","729340","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Alwyn H. Gentry|Marielos Peña","1991","10","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","A. Gentry (MO)","Gentry 75281","Santa Cruz","Curuyuqui, seasonally flooded riverside forest along Río Parapetí. Transects 9-10","-62.3","-18.76666",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"774","2",NA,NA
"687","2008-05-27 22:02:00-03","MO","MOBOT","929899","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Hermes Cuadros V.","1993","6","24","South America","Colombia",NA,NA,NA,NA,NA,NA,NA,"L.","G. Lozano (COL)","Cuadros Villalobos 5128","Magdalena","Santa Marta, Bahia Neguanje.",NA,NA,NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","1",NA,NA
"688","2013-01-28 05:13:00-02","MO","MOBOT","937881","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","René Guillén V.|R. Choré","1994","10","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","Ronald Liesner","Guillén Villarroel 2450","Santa Cruz","Campamento LA TOLEDO, a 1000 m al E de la casa. Pampa termitero. Suelo areno arcilloso. ** Campamento LA TOLEDO, a 1000 m al E de la casa. Pampa termitero. Suelo areno arcilloso.","-61.15","-14.7",NA,"Velasco","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2013-02-13 05:33:00-02","MO","MOBOT","941769","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Mario Saldias P.|Bonifacio Mostacedo C.|Luzmila Arroyo P.|René Guillén V.|E. Gutiérrez|G. Zapata","1993","7","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","R. Guillén (MO)","Saldias Paz 2989","Santa Cruz","Parque Nacional Noel Kempff Mercado. 105 km SW del aserradero Moira. Sobre el camino a Santa Rosa de la Roca. Bosque bajo al borde de lajas.","-61.49611","-15.04416",NA,"Velasco","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2008-05-27 22:02:00-03","MO","MOBOT","968539","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Antony Jardim|N. Rosas-Hurtado","1994","12","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"Jardim 1546","Santa Cruz","Cuevo, adentro la sierra cerca la planchada antigua de Chevron","-63.516389","-20.45",NA,"Cordillera","1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2013-01-28 05:13:00-02","MO","MOBOT","968566","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","René Guillén V.|R.A. Medina","1994","12","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","R. Guillén (MO)","Guillén Villarroel 2693b","Santa Cruz","Parque Nacional Noel Kempff Mercado, a 500 m al S de la comunidad Florida hacia el Campamento Toledo. Bosque húmedo de altura. Suelos arcillo-limosos. ** Parque Nacional Noel Kempff Mercado, a 500 m al S de la comunidad Florida hacia el Campamento Toledo. Bosque húmedo de altura. Suelos arcillo-limosos.","-60.81666","-14.55",NA,"Velasco","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"692","2008-05-27 22:02:00-03","MO","MOBOT","968660","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Antony Jardim|N. Rosas-Hurtado","1994","12","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","R. Guillén (MO)","Jardim 1562","Santa Cruz","Cuevo, adentro de la sierra, cerca la planchada de Chevron, bosque seco serrano de Anadenanthera/Schinopsis quebracho-colorado con campos abiertos.","-63.5","-20.43333",NA,"Cordillera","1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2013-01-28 05:13:00-02","MO","MOBOT","978567","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","René Guillén V.|V. Choré","1995","5","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","R. Guillén (MO)","Guillén Villarroel 3695","Santa Cruz","Reserva Ecológica El Refugio, a 200 m al W del campamento Toledo. Barbecho de 4 años. Suelos arcillo-limosos.","-61.16111","-14.70916",NA,"Velasco","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"694","2013-01-28 05:13:00-02","MO","MOBOT","979672","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Bonifacio Mostacedo C.|Rubén Mostacedo","1994","12","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","M. Nee","Mostacedo C. 2567","Santa Cruz","Palmar del Oratorio; bosque secundario, con depresiones inundadas temporalmente.","-63.15","-17.88333",NA,"Andrés Ibáñez","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"695","2008-05-27 22:02:00-03","MO","MOBOT","980006","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Y. Uslar|Y. Justiniano","1995","4","19","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","M. Saldías","Uslar 83","Santa Cruz","Jardin Botánico de Santa Cruz, a 12 km al Este del centro de la ciudad. Bosque subhúmedo semideciduo de llanura.","-63.06666","-17.78333",NA,"Andrés Ibáñez","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"696","2014-01-02 05:36:00-02","MO","MOBOT","3329916","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","D. Villarroel|Michael H. Nee|M. Condon","2006","2","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"L.","D. Villarroel (USZ)","Villarroel Segarra 393","Santa Cruz","Camino a la comunidad de Bella Vista entre los 10 y 15 km de Cuevas, bosque Boliviano-Tucumano, con un dosel entre los 15 a 17 m.","-67.6861111","-18.1991666",NA,"Florida","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"697","2009-06-03 09:13:00-03","MO","MOBOT","100192089","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","John James Pipoly, III","1986","9","13","South America","Guyana",NA,NA,NA,NA,NA,NA,"americana",NA,"M. Sewell","Pipoly 8459",NA,"Demerara-Mahaica Region. Vicinity of Yarowkabra Housing scheme, E of Forestry Station.","-58.2","6.4666667",NA,NA,"0E8","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"698","2012-04-12 05:10:00-03","MO","MOBOT","1009719","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Alfredo F. Fuentes","1995","11","30","South America","Bolivia",NA,NA,NA,NA,NA,NA,"americana",NA,"A. Fuentes","Fuentes Claros 1330","Santa Cruz","Estancia San Miguelito, 200 km al E de la ciudad de Santa Cruz; campamento La Pascana WCS. Bosque higrófilo semideciduo de piedemonte. 2 km al E del campamento.","-61.78333","-17.06666",NA,"Nuflo de Chavez","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"699","2014-03-28 05:48:00-03","MO","MOBOT","1116005","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Angela Gómez","1991","12","29","South America","Colombia",NA,NA,NA,NA,NA,NA,"americana",NA,"R. Liesner (MO)","Gómez 391","Chocó","Nuqui-Pangui, Río Pangui, bmh-T","-77.28333","5.31666",NA,"Nuquí","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2012-03-18 05:12:00-03","MO","MOBOT","1195579","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Fabiana Mamani M.","1995","2","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"americana",NA,"A. Fuentes","Mamani M. 551","Santa Cruz","Lomerio. 12 km al Norte de la comunidad Las Trancas. Parcelas permamente del proyecto Bolfor, Las Trancas 95. Bosque seco chiquitano. Especies muy frecuentes de Andenanthera colubrina, Poeppigia procera, Centrolobium microchaete, etc. Suelos lateríticos.","-61.84638","-16.52027",NA,"Nuflo de Chavez","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2018-10-03 04:36:00-03","MO","MOBOT","1234364","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Xavier Cornejo S.|Carmen Bonifaz B.","1995","6","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"americana",NA,"P. M. Jørgensen (MO)","Cornejo Sotomayor 4015","El Oro","Bosque Petrificado Puyango, Norte de Puyango. Bosque seco Premontano, intervenido.","-80.06666","-3.86666",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2013-10-05 06:32:00-03","MO","MOBOT","1307500","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Ronald L. Liesner|Ángel C. González","1981","5","19","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"Sleumer","Liesner 12065","Sucre","Peninsula de Araya, ca. 22 km northwest of Cariaco by air; 7 to 14 km west of corner where road from Cariaco to Chacopata meets ocean; 6 to 13 km east to turnoff of new road.","-63.73333","10.65",NA,NA,"0E8","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA,NA,NA
"703","2011-06-08 17:15:00-03","MO","MOBOT","1720462","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","José Steinbach","1928","10","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Steinbach G. 8162","Santa Cruz","Cerro Tres Cruces",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2010-11-28 09:57:00-02","MO","MOBOT","2290691","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Angel L. Cabrera|Silvia M. Botta|Ana M. Ragonese|M. L. Sancho|Nélida S. Troncoso","1979","12","14","South America","Argentina",NA,NA,NA,NA,NA,NA,"americana",NA,NA,"Cabrera 31224","San Juan","Huaco.",NA,NA,NA,"Jáchal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2010-05-19 22:26:00-03","MO","MOBOT","2478873","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Gert G. Hatschbach|P. Ravenna","1969","12","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"americana",NA,NA,"Hatschbach 23113","Paraná","Mun. Guarapuava; Canta Galo",NA,NA,NA,NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2011-02-18 15:55:00-02","MO","MOBOT","3041602","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","O. Haught",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"americana",NA,"Cited in Sleumer","Haught 4854","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2008-05-27 22:02:00-03","MO","MOBOT","3183548","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Boris A. Krukoff","1939","7","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Krukoff 10593","La Paz","Basin of Rio Bopi, Asunta (near Evenay)","-67.16666","-16.03333",NA,"Sud Yungas","690.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2009-11-17 17:10:00-02","MO","MOBOT","3184229","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Julian A. Steyermark|Bruno J. Manara|Gilberto N. Morillo","1973","9","16","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Steyermark 108435","Sucre","Forested quebrada of Montaña de Mochima, S of Mochima, 20 km SW of Cumaná.","-64.33333","10.33333",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2009-11-09 21:53:00-02","MO","MOBOT","3184306","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Julian A. Steyermark|Bruno J. Manara","1973","9","1","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Steyermark 107906","Sucre","Isla de Arapo del Este (Arepito), Norte de Arapito, Noroeste de Playa Colorado.","-64.46666","10.26666",NA,NA,"0E8","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2011-03-01 12:54:00-03","MO","MOBOT","3184455","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Luis E. Ruiz-Terán","1960","12","11","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Ruíz-Terán 323","Anzoátegui","Distrito Bruzual. Bosque tropófito de Santa Cruz, unos 13 km al O de la población de Clarines.",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2009-07-17 07:37:00-03","MO","MOBOT","3184898","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Julian A. Steyermark|Ronald L. Liesner","1980","3","24","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Steyermark 121813","Aragua","Gallery forest in deep quebrada surmounted by steep open slopes, bordering Río Tuy, NE of Maya, 7 km (by air) SE of Colonia Tovar.","-67.24166","10.35833",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2018-10-03 04:36:00-03","MO","MOBOT","3185395","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Xavier Cornejo S.|Carmen Bonifaz B.","2000","8","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"americana",NA,"P.M. Jorgensen","Cornejo Sotomayor 7086","Manabí","Km 15 via Bahía-Chone. Bosque seco tropical.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2008-05-27 22:02:00-03","MO","MOBOT","3185775","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Per Dusén","1911","1","1","South America","Brazil",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Dusén 11039","Paraná","Imbituva, ad marg. silvulae nec non solitaira in graminosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2012-04-24 13:08:00-03","MO","MOBOT","3185929","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Apparicio P. Duarte|Ivone","1948","8","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Duarte 64393","Ceará","Proximo de Crato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"715","2020-09-04 04:40:00-03","MO","MOBOT","3186030","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Herbert H. Smith","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Smith 775",NA,"Santa Marta",NA,NA,NA,NA,"76.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2012-08-18 05:19:00-03","MO","MOBOT","3186066","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva","1963","9","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Maguire 56787","Rondônia","Between Riozinho and R. Barao de Melgaco.",NA,NA,NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2008-05-27 22:02:00-03","MO","MOBOT","3186071","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Julian A. Steyermark","1961","1","14","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Steyermark 88431","Bolívar","Between camp and Agua Linda, 7 km E of Hato de Nuria, E. of Miamo Altiplanicie de Nuria",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2013-01-03 16:09:00-02","MO","MOBOT","3186072","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Philipp Salzmann","1827",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"americana",NA,"R.A. DeFilipps","Salzmann s.n.","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"719","2011-02-07 10:59:00-02","MO","MOBOT","3186076","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","R. Romero Castañeda","1943","5","30","South America","Colombia",NA,NA,NA,NA,NA,NA,"americana",NA,"R.A. DeFilipps","Romero Castañeda 95","Magdalena","Santa Marta","-74.2016667","11.2472222",NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2009-06-25 17:09:00-03","MO","MOBOT","3186077","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Henri Pittier","1930","3","30","South America","Venezuela",NA,NA,NA,NA,NA,NA,"americana",NA,"H. Sleumer","Pittier 13416","Distrito Federal","Puerto Escondido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2019-11-01 14:10:00-03","MO","MOBOT","3186079","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","Christoph Weigelt","1827",NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,"americana",NA,"R.A. DeFilipps","Weigelt s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"722","2010-02-05 20:54:00-02","MO","MOBOT","3394327","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana americana","John James Pipoly, III|Ganeshwar Gharbarran|George Bacchus","1986","12","19","South America","Guyana",NA,NA,NA,NA,NA,NA,"americana",NA,"J. Kallunki","Pipoly 9418",NA,"E. Berbice-Corentyne Region: Left (S) bank upper Canje River W of Digitima Creek. Forest margin along Cow savanna.","-57.58333","5.6",NA,NA,"25.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2008-05-27 22:02:00-03","MO","MOBOT","2519127","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Fátima Mereles|Rosa Degen","1993","12","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","Ronald Liesner (MO)","Mereles H. 5503","Boquerón","picada Siracuas. Sobre dunas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2013-03-09 05:41:00-03","MO","MOBOT","1322278","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Alfredo F. Fuentes|G. Navarro","1997","8","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","A. Fuentes","Fuentes Claros 2091","Santa Cruz","Lourdes, 50 km al S de Roboré. Complejo de cerrado y bosques semideciduos relictos sobre arenas (Abayoy), profundamente alterados por fuego y ganaderia. Con Caesalpinia marginata e Hymenaea stigonocarpa en matorral; Anadenanthera colubrina y Tabebuia aurea en bosques relictos.","-60.366667","-18.216667",NA,"Chiquitos","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2015-08-27 10:02:00-03","MO","MOBOT","1436126","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Stephan G. Beck|et al.","1985","9","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","fide T.J. Killeen","Beck 11644","Tarija","Villamontes, 29 km hacia Camiri, Piriti.",NA,NA,NA,"Gran Chaco","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"726","2009-05-15 11:31:00-03","MO","MOBOT","1793703","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Pedro Jörgensen","1915","6","12","South America","Argentina",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","H. Sleumer","Jörgensen 1140",NA,"Coman Andalgalá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"727","2011-10-05 10:14:00-03","MO","MOBOT","2407360","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Renée H. Fortunato|Roberto Kiesling|Alejandro J. Martínez","1998","3","12","South America","Argentina",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","Fortunato, R. H.","Fortunato 5999","San Juan","600 m de la Ruta Prov. 510, por el costado de la costa del río Tucuma.","-67.31666","-30.85",NA,"Valle Fértil","905.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2008-05-27 22:02:00-03","MO","MOBOT","3186069","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","Michael H. Nee","2000","11","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","M. Nee","Nee 51214","Santa Cruz","0.3 km E of Comunidad Salinas from turnoff of the Camiri-Cuevo highway. Dry chaco scrub on flat and slopes of low hills. Bougainvillea infesta, B. campanulata, Anadenanthera, terrestrial bromeliads","-63.46666","-20.21666",NA,"Cordillera","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2016-11-15 05:15:00-02","MO","MOBOT","3186070","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana argentinensis","David S. Seigler|Antonio C. Krapovickas|C. Krapovickas|J. Seigler","1976","11","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"argentinensis","DeFilipps","H. Sleumer","Seigler DS-10138","Corrientes","Paso de la Patria, Arroyo San Juan, Pcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
