"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"156","2020-04-22 16:23:20-03","UFPB","JPB","60724","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","Figueira, M","2017","07","28","Souza, RS; Silva, GS","263","2013","06","06","Brasil","Bahia","Nova Ibiá","Fazenda da Cabeceira","-39.661222","-13.84725","-39.661222","-13.84725","516","516","Árvore, ca. 3 m alt. Folhas simples, alternas, crassas, verde. Inflorescência caulinar; botões verdes.; HABITAT: Mata Atlântica.","JPB0060724",NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-06 09:57:17-03","UFOP","OUPR","21400","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","2009","11","11","Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2051","2008","04","09","Brasil","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão, em campos sujos (campos rupestres) sobre quartzito","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Arbusto de 1,9m, em botões florais verde-claros",NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-06 09:57:17-03","UFOP","OUPR","6636","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1998","09","17","Roschel, M.B.; Craig, J.","479","1997","01","29","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Alegria Sul Samarco, Córrego do Macaco, orla de mata","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Árvore, 7m, DAP de aprox. 20cm, frutos maduros de cor preta",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1998","09","17","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:05:40-03","FURB","FURB","33018","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, MF","2011","09","09","Korte, A.; Gasper, A.L. de","5259","2010","11","29","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí - Praia do Ervino.","-48.5633333","-26.3497222","-48.5633333","-26.3497222","5","5","Florística IFFSC 8010 (Arvoreta) Habitat: Restinga; Estágio Avançado Habito: arvoreta; Fruto preto;","FURB40215","FURB40215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:05:40-03","FURB","FURB","33034","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, MF","2011","09","09","Korte, A.","5028","2010","11","23","Brasil","Santa Catarina","Joinville","Lagoa Saguassu.","-48.7805556","-26.2802778","-48.7805556","-26.2802778","4","4","Florística IFFSC 9996 (Arbusto) Habitat: Restinga; interior do fragmento Habito: arbusto;","FURB40216","FURB40216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:05:40-03","FURB","FURB","34920","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Oliveira, AA de","2010",NA,NA,"Dreveck, S.; Carneiro, F.E.","2538","2009","11","05","Brasil","Santa Catarina","Balneário Barra do Sul","Próximo a Mineração Nilso e Veiga do Sul.","-48.69","-26.46","-48.6900000","-26.4600000","20","20","Voucher estéril IFFSC 959 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB40212","FURB40212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:05:40-03","FURB","FURB","54677","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Kassner-Filho, A.","2017","08","22","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","844","2017","08","22","Brasil","Santa Catarina","Florianópolis",NA,"-48.5072222","-27.4511111","-48.5072222","-27.4511111","6","6","fruto imaturo Habitat: restinga Habito: árvore","FURB54677","FURB54677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:05:40-03","FURB","FURB","57470","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Schwirkowski, P.","2017","11","02","Schwirkowski, P.","2556","2017","11","02","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Aterro Sanitário Municipal.","-49.3355555","-26.265","-49.3355555","-26.2650000","900","900","Flores imaturos, cor verde. córtex amarelado Habitat: Borda de mata Habito: Árvore","FURB57470","FURB57470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:05:40-03","FURB","FURB","60459","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Kassner-Filho, A.","2018","08","29","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3433","2018","08","29","Brasil","Santa Catarina","Itapoá","Sai Mirim.","-48.69","-26.1","-48.6900000","-26.1000000",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: árvore","FURB60459","FURB60459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-09 14:47:25-03","FURB","FURB","61779","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Cordeiro, J","2017","05","22","Oliveira, A.A. de","4363","2016","12","19","Brasil","Paraná","Guaratuba",NA,"-48.6","-25.92","-48.6000000","-25.9200000",NA,NA,"Arbusto 2,5m; frutos roxos, maduros","FURB61779","FURB61779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:05:40-03","FURB","FURB","1556","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, MF","2003",NA,NA,"Ribas, O.S.; Sevegnani, L. & Silva, G.R.",NA,"2001","03","08","Brasil","Santa Catarina","Balneário Barra do Sul","Barra do Sul, arredores.","-48.6119003295898","-26.4556007385254",NA,NA,NA,NA,NA,"FURB03244","FURB03244",NA,NA,NA,NA,NA,"11911","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:05:40-03","FURB","FURB","658","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Oliveira, AA de","2011","01","21","Gasper, A.L. de","388","2005","10","19","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"FURB40214","FURB40214",NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-16 17:51:51-03","UCS","HUCS","3172","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","Freitas, M.F.","2011","08","15","Luciano","584","1983","06","28","Brasil","Bahia","Lençois",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"árvore 3,5m. , folhas dsicolor um pouco suculentas. Flores esbranquiçadas e botões amarronzados",NA,NA,NA,NA,NA,"Angiospermae","Ericales","47385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:51:51-03","UCS","HUCS","31316","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","Cordeiro; Marinero","2006",NA,NA,"Caxambu, M.G.","885","2005","10","09","Brasil","Paraná","Pontal do Paraná","Balneário de Praia do Leste","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"arvoreta com frutos imaturos avermelhados e frutos maduros de cor arroxeada; dunas estabilizadas",NA,NA,NA,NA,NA,"Angiospermae","Ericales","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-16 17:51:51-03","UCS","HUCS","31102","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","Freitas, M.F.","1998",NA,NA,"Nicolack, V.","128","1990","08","03","Brasil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"arbusto 4m, fruto imaturo; mata rala da encosta de pequeno morro",NA,NA,NA,NA,NA,"Angiospermae","Ericales","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-12-06 19:30:11-03","UFES","VIES","36401","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"Assis, A.M.; Cribari, R.S.; Santos, R.","4768","2018","10","06","Brasil","Espírito Santo","Vargem Alta",NA,"-40.991667","-20.454722","40º59'30''W","20º27'17''S","1170","1170",NA,"VIES036401","VIES036401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-12 18:12:30-03","UFES","VIES","1653","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1999","08","11","Luciano","s.n.","1983","06","28","Brasil","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,"VIES001653","VIES001653",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-09-27 18:06:07-03","UFES","VIES","27368","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1999","11","16","Demuner, V.; Bausen, E. & Pizziolo, W.","66","1999","09","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"VIES027368","VIES027368",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-06-27 10:26:30-03","UFES","VIES","27438","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"Thomaz, L.D.","1595","1993","05","04","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"VIES027438","VIES027438",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-09-27 18:06:07-03","UFES","VIES","26973","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1999","11","16","Kollmann, L.J.C.; Bausen, E.; Pizziolo, W. & Lopes, W.D.P.","2523","1999","04","27","Brasil","Espírito Santo","Santa Teresa","Santo Antônio.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850",NA,"VIES026973","VIES026973",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-04-27 16:11:19-03","UFES","VIES","13118","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Freitas, M.F.","1999","08","11","Noblick, L.R.; Lemos, M.J.","3391","1984","09","21","Brasil","Bahia","Camaçari",NA,"-38.3241996765137","-12.6975002288818",NA,NA,NA,NA,NA,"VIES013118","VIES013118",NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-06-27 10:26:30-03","UFES","VIES","26971","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Fontana, A.P.","2007",NA,NA,"Fontana, A.P.; Kollmann, L.J.C. & Brahim, K.A.","3193","2007","04","25","Brasil","Espírito Santo","Atilio Vivacqua","Moitão do Sul.","-41.198299407959","-20.9141998291016",NA,NA,"650","650",NA,"VIES026971","VIES026971",NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-04-27 16:11:19-03","UFES","VIES","21455","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Carrijo, T.T.","2012","04",NA,"Zorzanelli, J.P.F.; Couto, D.R.","30","2011","07","21","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"VIES021455","VIES021455",NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-04-27 16:11:19-03","UFES","VIES","24900","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","T.T. Carrijo; A.C. Tuler; R.G. Costa","2012","06","19","Folli, D.A.","5617","2007","06","13","Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Gávea.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES024900","VIES024900",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-06-27 10:26:30-03","UFES","VIES","27369","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Fontana, A.P.",NA,NA,NA,"Couto, D.R.; Fontana, A.P.; Leme, E. & Kollmann, L.J.C.","916","2008","09","05","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,"1290","1290",NA,"VIES027369","VIES027369",NA,NA,NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-06-27 10:26:30-03","UFES","VIES","26972","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","Esgario, C.","2008",NA,NA,"Esgario, C.; Rocha, E.X.; Ruschi, P. & Lima, L.","172","2007","05","11","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"VIES026972","VIES026972",NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-08-16 08:40:46-03","UTFPR","HCF","13155","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","M.F. Freitas","2016","11","22","M.G. Caxambu","4921","2013","11","02","Brasil","SP","Ilha Comprida","arredores","-47.900306","-25.026944","47°54'01,1 W","25°01'37 S","14","14","arvoreta ca. 6 m, heliófita. Frutos imaturos verdes e maduros negros. com severo ataque de fungo branco nos galhos, de consistência papirácea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-16 08:40:46-03","UTFPR","HCF","5381","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","M.F. Freitas","1998",NA,NA,"V. Nicolack","128","1990","08","03","Brasil","PR","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"arbusto, 4 m, fruto imaturo. Mata rala da encosta de pequeno morro. Alt.: 5 m.",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-08-16 08:40:46-03","UTFPR","HCF","2910","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A. DC.","J. Cordeiro & F. Marinero","2006","12",NA,"M.G. Caxambu","885","2005","10","09","Brasil","PR","Pontal do Paraná","Balneário Praia de Leste","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arvoreta com frutos imaturos avermelhados e frutos maduros de cor roxeada. Em dunas estabilizadas.",NA,NA,NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-06-29 09:31:50-03","UFRRJ","RBR","16583","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"F.C. Nettesheim","29","2004","01","26","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Linha de fitossociologia, perpendicular a estrada da senzala L 4 - 23 A.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00016583",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-06-29 09:31:50-03","UFRRJ","RBR","43453","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.","T.P.P. Alverga",NA,NA,NA,"T.P.P. Alverga",NA,"2014","01","24","Brasil","Rio de Janeiro","Rio de Janeiro","Est. dos Teixeiras (Realengo). F103/52.","-43.416111","-22.909167","43º24'58''W","22º54'33''S",NA,NA,NA,"RBR00043453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-06-29 09:31:50-03","UFRRJ","RBR","10594","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"M.M.S. Conde","471","2000","04","15","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da Gruta da Santa em direção a praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00010594",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-06-29 09:31:50-03","UFRRJ","RBR","23106","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"F.C. Nettesheim","199","2006","06","21","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Ponta do Varejo'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00023106",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-06-29 09:31:50-03","UFRRJ","RBR","10595","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"L.F.T. Menezes","583a","1999","05","29","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação. Floresta de Restinga.'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00010595",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-06-29 09:31:50-03","UFRRJ","RBR","10596","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"L.F.T. Menezes","626","2000","03","18","Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, Praia da Armação. Formação florestal que se desenvolve sobre feixes de cordões arenosos.'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00010596",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-06-29 09:31:50-03","UFRRJ","RBR","27638","S","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","A.DC.",NA,NA,NA,NA,"A.S. Afonso","14","2005","10","14","Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, Floresta inundavel, Lagoa Vermelha.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00027638",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:42:05-03","MBM","MBM","255851","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Ribas, O.S.; Sevegnani, L.; Silva, G.R.; Sevegnani, L.; Silva, G.R.","3389","2001","03","08","Brazil","Santa Catarina","Barra do Sul","Barra do Sul, arredores",NA,NA,NA,NA,NA,NA,NA,"MBM255851","MBM255851","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:42:05-03","MBM","MBM","27063","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Cordeiro, J.","2017","05","22","Oliveira, A.A.","4363","2016","12","19","Brazil","Paraná","Guaratuba","Conglomerado: 511; subunidade: 1; subparcela: 10; indivíduo: 8RN","-48.6","-25.92","-48.6","-25.92",NA,NA,"Arbusto 2,5 m; frutos roxos, maduros.","MBM027063","MBM027063","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-21 16:42:05-03","MBM","MBM","321767","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.","2006",NA,NA,"Thomas, W.W.; Carvalho, A.M.; Sant'Ana, S.; Paixão, J.L.; Carvalho, A.M.; Sant'Ana, S.; Paixão, J.L.","s.n.","2002","08","04","Brazil","Bahia","Itacaré","10 km W of jct. road Ilhéus to Itacaré (BA-001) on road from Itacaré to BR 101, then 1.6 km S on fazenda road to Reserva Fazenda Capitão","-39.091944","-14.352778","-39.091944","-14.352778","125","125","Tree, 4m. Fruit pale green.; Southern Bahian Wet Forest.","MBM321767","MBM321767","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:42:07-03","MBM","MBM","349462","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Marinero, F.","2017","05","24","Oliveira, A.A.","4379","2016","12","19","Brazil","Paraná","Guaratuba","Conglomerado: 511; subunidade: 1; subparcela: 10; indivíduo: 51","-48.6","-25.92","-48.6","-25.92",NA,NA,"Arbusto 3,5 m; frutos roxos, maduros.","MBM349462",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:42:07-03","MBM","MBM","350317","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Marinero, F.","2017","10","11","Bach Junior, R.","57","2016","10","05","Brazil","Paraná","Bocaiúva do Sul","Conglomerado: 377; subunidade: 4; subparcela: 9; indivíduo: 16","-48.96","-25.2","-48.96","-25.2",NA,NA,"Árvore 7,5 m; frutos verdes, imaturos; muita resina amarela pegajosa, sem odor.","MBM350317",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-21 16:42:07-03","MBM","MBM","427660","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Schwirkowski, P.","2017","11","02","Schwirkowski, P.","2556","2017","11","02","Brazil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho, Aterro Sanitário Municipal","-49.335556","-26.265","-49.335556","-26.265","950","950","Árvore. Flores imaturos, cor verde. Córtex amarelado.; Borda de mata.","MBM427660",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-21 16:42:07-03","MBM","MBM","62856","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","42402",NA,NA,NA,"Brazil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,"MBM062856","MBM062856","Southern America",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-21 16:42:05-03","MBM","MBM","167622","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Ferreira, M.F.",NA,NA,NA,"Harley, R.M.; et al.; et al.","25882",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,"MBM167622","MBM167622","Southern America",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:42:07-03","MBM","MBM","82593","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Hatschbach, G.","46550",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Rio de Contas, arredores","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,"MBM082593","MBM082593","Southern America",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:42:05-03","MBM","MBM","138254","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Nicolack, V.; Hatschbach, G.; Hatschbach, G.","128",NA,NA,NA,"Brazil","Paraná","Antonina","Pinheirinho","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM138254","MBM138254","Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:42:05-03","MBM","MBM","222714","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Silva, S.M.",NA,NA,NA,"Athaide, S.F.; et al.; et al.","59",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Morro do Quitumbé","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM222714","MBM222714","Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:42:07-03","MBM","MBM","37767","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","6952",NA,NA,NA,"Brazil","Paraná","Guaratuba","Brejatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM037767",NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:42:05-03","MBM","MBM","175846","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Ziller, S.R.; et al.; et al.","761",NA,NA,NA,"Brazil","Paraná","Paranaguá","Área do Banestado","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM175846","MBM175846","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:42:05-03","MBM","MBM","188158","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Ziller, S.R.; et al.; et al.","619",NA,NA,NA,"Brazil","Paraná","Paranaguá","Área do Banestado","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM188158","MBM188158","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:42:05-03","MBM","MBM","188160","PreservedSpecimen","Plantae","Primulaceae","Myrsine","venosa","Myrsine venosa","DC.","Freitas, M.F.",NA,NA,NA,"Ziller, S.R.; et al.; et al.","528",NA,NA,NA,"Brazil","Paraná","Paranaguá","Areal Imbocuí","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM188160","MBM188160","Southern America",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
