"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","recordNumber","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","493344","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","E. W. Davis","South America","Peru","Chincheros. Steep trail traversing K'enti Cuesta to Pojpoj waterfall","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493344","Cusco","1734","1982","01","21","-72.05","-13.38",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","C. J. Niezgoda",NA,"Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 16:16:00-03","NY","NYBG","493343","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","D. Olea","South America","Argentina","Dep. Tafi. Ancajulio Quebrada larga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493343","Tucumán","61","1944","12","13",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"J. A. Mears",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00051958","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","R. P. Belém","South America","Brazil","Fercal. Regiao do calcário.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051958","Distrito Federal","11","1964","12","10","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","K. Becker","NY00051958_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","493357","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans orientalis","T. M. Pedersen","South America","Brazil","Pindal, BR-290 km 529, where the road to Livramento branches off","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493357","Rio Grande do Sul","11394","1976","11","08","-57.0881","-29.7547",NA,NA,"Magnoliophyta","Caryophyllales","Pedersen",NA,"NY00493357_01","Uruguaiana","orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01212772","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans orientalis","G. T. Prance","South America","Brazil","Rio Solimões, path along bank between Leticia and El Marco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212772","Amazonas","16816","1973","07","24",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","Pedersen",NA,"NY01212772_01",NA,"orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 15:17:00-03","NY","NYBG","493354","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans orientalis","T. M. Pedersen","South America","Uruguay","Near (Sarandí)= Baltasar Brum","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493354","Artìgas","13897","1984","03","22",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","Pedersen",NA,NA,NA,"orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00051957","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","G. T. Prance","South America","Brazil","Rio Bento Gomez, near Pocone Exposition Center","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051957","Mato Grosso","26235","1979","06","16","-56.6228","-16.2569",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","J. A. Kallunki",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493345","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","G. G. Hatschbach","South America","Brazil","Rio Ivai","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493345","Paraná","14335","1966","05","01","-52.483353","-23.390951",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","J. A. Mears","NY00493345_01","Sao Carlos do Ivai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01212773","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans orientalis","G. T. Prance","South America","Brazil","Rio Solimões, path along bank between Leticia and El Marco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212773","Amazonas","16816","1973","07","24",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","Pedersen","T. M. Pedersen","NY01212773_01",NA,"orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","493346","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","R. Reitz","South America","Brazil","Rio Coitinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493346","Paraná","17686","1965","12","15","-51.523417","-25.359069",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","S. F. Smith","NY00493346_01","Guarapuava",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","493348","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","J. C. Lindeman","South America","Brazil","Ca. 80 km S.W. of Guarapuava","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493348","Paraná","5015","1967","03","18","-51.4581","-25.3956",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","L. Y. T. Westra","NY00493348_01","Guarapuava",NA,"800","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","493349","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","R. A. Wasum","South America","Brazil","Rio Camaqua","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493349","Rio Grande do Sul","s.n.","1997","12","12","-53.4914","-30.5122",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","S. F. Smith","NY00493349_01","Caçapava do Sul",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00051956","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","H. S. Irwin","South America","Brazil","Vicinity of Planaltina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051956","Distrito Federal","8892","1965","10","03","-47.6667","-15.6167",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","K. M. Becker","NY00051956_01","Brasília",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","493347","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","L. B. Smith","South America","Brazil","Floodbanks of Rio Uruguai, Mondaí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493347","Santa Catarina","9740","1957","01","02","-53.4017","-27.1031",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","L. B. Smith; R. J. Downs","NY00493347_01","Mondaí",NA,"200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","493350","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","R. C. Molon","South America","Brazil","Jardim Botânico","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493350","Rio Grande do Sul","s.n.","1993","03","11","-51.1792","-29.1683",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","S. F. Smith","NY00493350_01","Caxias do Sul",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00838057","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","L. B. Smith","South America","Brazil","FERCAL","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838057","Distrito Federal","15031","1965","03","05","-47.9294","-15.7797",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","T. Borsch","NY00838057_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","493353","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","H. S. Irwin","South America","Brazil","Serra do Espinhaço. Ca. 8 km West of Grao Mogol","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493353","Minas Gerais","23321","1969","02","15","-42.8897018432617","-16.5594005584717",NA,NA,"Magnoliophyta","Caryophyllales","Mart.","K. M. Becker","NY00493353_01","Grão Mogol",NA,"950","950","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","493356","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans orientalis","T. M. Pedersen","South America","Brazil","Road from Uruguaiana to Quaraí, by the arroyo Garupá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493356","Rio Grande do Sul","12553","1979","11","27","-57.0881","-29.7547",NA,NA,"Magnoliophyta","Caryophyllales","Pedersen",NA,"NY00493356_01","Uruguaiana","orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","27392","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Barbosa, S.B.",NA,"Brasil","Base da UFMS",NA,NA,NA,"BOTU027392","Mato Grosso do Sul","55","2010","10","25","-57.018611","-19.576333","57º01'07w","19º34'34,8s",NA,NA,"Mart.","Barbosa, S.B.","BOTU027392","Miranda",NA,NA,NA,NA,NA,"2010","10","25",NA,NA,NA,NA,NA,NA
"30","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","3013","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Lima, L. S.",NA,"Brasil",NA,NA,NA,NA,"HDELTA003013","Piauí","11","2011","10","07",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,"EMBRAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:28:44-03","UFRJ","RFA","20983","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","M. Sobral",NA,"Brasil","Viamão",NA,NA,"Erva em beira de estrada; capítulos brancos","RFA17354","Rio Grande do Sul","1893","1983","05","08",NA,NA,NA,NA,NA,NA,"Mart.","J. Vasconcellos",NA,"Viamópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:18:43-03","UFRJ","RFA","11691","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","G.G. Hatschbach",NA,"Brasil","Sete Quedas",NA,NA,"Erva 1 m de altura. Flor alvescente, margem rio Paraná","RFA11261","Paraná","26694","1971","05","23","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"Mart.","T.M. Pedersen",NA,"Guaíra",NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:18:43-03","UFRJ","RFA","11034","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","G.G. Hatschbach",NA,"Brasil","Palmeiras. Margem do rio",NA,NA,"Erva decumbente, 70 cm de altura","RFA10902","Mato Grosso do Sul","23867","1970","02","20","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"Mart.","T.M. Pedersen",NA,"Aquidauana",NA,NA,NA,"212961","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:33:14-03","EAO","IAN","149323","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Ratter, JA; Fonsêca, SG da","Southern America","Brasil","VAle de Sonhos (80km N of Barra do Garças on the road to Xavantina).",NA,NA,"Herb reaching 1m tall. Growing on the floor of semideciduos seasonal forest on mesotrophic soil.","IAN149323","Mato Grosso","2311","1972","08","29","-52.333333","-15.666667","-52.333333","-15.666667","Dicotiledônea",NA,"Mart.",NA,NA,"Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:33:14-03","EAO","IAN","138515","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Irwin, HS; Santos, RR dos","Southern America","Brasil","Cerrado and rocky slopes, ca. 8km west of grão Mogol.",NA,NA,"Decubent herb, with several diverging stmes to ca 1,5m long. Flowers white.","IAN138515","Minas Gerais","23321","1969","02","15",NA,NA,NA,NA,"Dicotiledônea",NA,"Mart.",NA,NA,NA,NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:33:14-03","EAO","IAN","153396","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Rosa, NA","Southern America","Brasil","Sub-base São Luiz, projeto RADAM.",NA,NA,"Erva de 1m de altura; frutos maduros.","IAN153396","Rondônia","816","1976","06","23",NA,NA,NA,NA,"Dicotiledônea",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:33:14-03","EAO","IAN","17849","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Pires, JM; Black, GA","Southern America","Peru","Huayabamba, Granja Experimental, submata.",NA,NA,"Semi-escandente, nodoso, 2-4m.","IAN017849","Iquitos","862","1945","11","18",NA,NA,NA,NA,"Dicotiledônea",NA,"Mart.",NA,"IAN017849 IAN017849_1 IAN017849_e IAN017849_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:33:14-03","EAO","IAN","118486","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Belém, RP; Mendes, JM","Southern America","Brasil","Fercal, região do calcário.",NA,NA,"Erva de 1m de altura; flores brancas, caule avermelhado.","IAN118486","Distrito Federal","11","1964","12","10","-47.9296989440918","-15.7797002792358",NA,NA,"Dicotiledônea",NA,"Mart.",NA,NA,"Brasília",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:26:23-03","PUCPR","HUCP","15918","S","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Dellazuana, CJ",NA,"Brasil",NA,NA,NA,NA,"HUCP00005384","Paraná","011","2003","04","12","-49.3353004455566","-25.9925003051758",NA,NA,"Monocotiledonea",NA,"Mart.","Jaszczerski, JC","HUCP00005384","Agudos do Sul",NA,NA,NA,"16165","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-02 16:28:33-03","CPAN-UFMS","COR","6149","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Equipe de Cabeceira",NA,"Brasil","Baia Bonita.",NA,NA,"Com Flor: alvas Habito: Erva",NA,"Mato Grosso do Sul","1615","1998","09","04","-56.433611","-21.3","56º26'1''W","21º18'0''S",NA,NA,"Mart.","Pott, V. J.",NA,"Bonito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-26 18:06:52-03","CPAN-UFMS","COR","5775","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Pott, V.J.;Foster, R.",NA,"Brasil","Faz. Taboco, rio Taboco, próx. a ponte da sede, sub - região de Aquidauana, Pantanal. Barranco de rio e área de inundação; Argiloso; plano.",NA,NA,"Com Flor: branca Habito: Erva 70cm",NA,"Mato Grosso do Sul","3652","1998","08","29","-55.512778","-20.072778","55º30'46''W","20º4'22''S",NA,NA,"Mart.","V.J.Pott",NA,"Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-02 16:28:33-03","CPAN-UFMS","COR","12534","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Carniello, M. A.; Pedroga, J. A.",NA,"Brasil","Porto Limão; margem do rio Jauru",NA,NA,"Herbáceo Habito: Herbáceo",NA,"Mato Grosso","321","2004","07","14","-57.679167","-16.071111","57º40'45''W","16º4'16''S",NA,NA,"Mart.","Pott, V. J.",NA,"Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-02 16:28:33-03","CPAN-UFMS","COR","17486","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Völtz, R.R.; Treml, L.D.; Sachet, J.V.; Coutinho, V.M.",NA,"Brasil","Fazenda Atoledal - Paratudal",NA,NA,"inflorescências alvas Habito: Erva",NA,"Mato Grosso","1721","2018","08","22","-57.763333","-16.691111","57º45'48''W","16º41'28''S",NA,NA,"Mart.","Völtz, R.R.",NA,"Cáceres",NA,"105","105",NA,NA,"2018","08","22",NA,NA,NA,NA,NA,NA
"44","2020-11-26 18:06:52-03","CPAN-UFMS","COR","15496","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Oliveira, P. P.; Mackert, A.; Moraes, P.; Campos, M. E. C.",NA,"Brasil","reserva legal. beira de córrego; ;.",NA,NA,"Com Flor: branca",NA,"Mato Grosso do Sul",NA,"2012","02","06","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"Mart.",NA,NA,"Ladário",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060487","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Herter WG","Southern America","Uruguay","Plantae Uruguayenses. Toledo, Departamento de Canelones.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060487",NA,NA,"1927","05","01",NA,NA,NA,NA,NA,"Caryophyllales","Mart.",NA,"NL-U1060487",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 08:54:24-03","NBC","NL-BOTANY","AMD.23345","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","elegans","Gomphrena elegans","Herter WG","Southern America","Uruguay","Plantae Uruguayenses. Toledo, Departamento de Canelones.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.23345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD23345",NA,NA,"1927","05","01",NA,NA,NA,NA,NA,"Caryophyllales","Mart.",NA,"NL-AMD23345",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
