"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"49","2019-11-21 14:42:08-03","UFJF","CESJ","48555","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","F.M. Ferreira","C.N. Matozinhos; L. Menini Neto; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","320","2007","01","27","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Cambuí","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ048555",NA,"2007","02","12","Planta no interior de mata.","América do Sul",NA,NA,"Angiosperma",NA,NA,"20815","auto",NA,NA,NA,NA
"50","2019-11-21 14:42:08-03","UFJF","CESJ","47324","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doel) McClure","P.L. Viana","P.L. Viana; F.R.G. Salimena; T.U.P. Konno; M.G.L. Wanderley; T.Trindade; E.A. Feliciano","2158","2006","06","01","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil. Próximo à Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ047324",NA,"2006","08",NA,"Bambu lenhoso em beira de curso d'água. Ramos escandentes. Material estéril.","América do Sul",NA,NA,"Angiosperma",NA,NA,"20815","auto",NA,NA,NA,NA
"51","2019-08-20 10:01:10-03","UNICAMP","UEC","115676","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Viana, PL","Hanazaki, N; Peroni, N; Teixeira, B","178","1999","06","23","Brazil","São Paulo","Ilha Comprida","Pedrinhas, Floresta ombrófila densa das Terras Baixas.","-47.805556","-24.895","-47.805556","-24.895",NA,NA,"UEC071772","UEC071772","2010","05",NA,"Taquara. Uso em artesanato/construção. nativa",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:20:22-03","UNICAMP","UEC","149438","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Shirasuna, RT","Urbanetz, C; Matsumoto, RS","515","2008","11","22","Brazil","São Paulo","Cananéia","Km 31,5 da rodovia SP-236.","-47.9125","-24.905556","-47.9125","-24.905556","10","14","UEC063244","UEC063244","2011","03","25","Bambu de ca. 5m.; Floresta de restinga, solo arenoso.",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:20:22-03","UNICAMP","UEC","171828","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Santos, AG","Santos, AG; Elcio","SG462","2002","03","03","Brazil","Minas Gerais","Catas Altas","Parque Ecológico da Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"UEC016918","UEC016918","2002","03",NA,"Plântulas.; Pico do Sol.",NA,NA,NA,"Liliopsida",NA,NA,"11966","auto",NA,NA,NA,NA
"54","2021-03-01 16:20:22-03","UNICAMP","UEC","56709","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Viana, PL","Hatschbach, G; Silva, JM","51734","1987","11","24","Brazil","Paraná","Jaguariaíva","Serra das Furnas - Rio Lambari","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"UEC071769","UEC071769","2008","11",NA,"Caespitosa, 3m, zona de campo, interior de grotões",NA,NA,NA,"Liliopsida",NA,NA,"44368","auto",NA,NA,NA,NA
"55","2021-03-01 16:20:22-03","UNICAMP","UEC","17033","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell.) McClure","Viana, PL","Davis, PH; Sendulsky, T","D.60426","1976","09","01","Brazil","São Paulo","São Paulo","Instituto de Botânica reserve","-46.6300010681152","-23.5400009155273",NA,NA,"750","750","UEC071770","UEC071770","2008","11",NA,"Edge os semi-deciduous forest. 1-1,5m 'shrub'",NA,NA,NA,"Liliopsida",NA,NA,"53584","auto",NA,NA,NA,NA
"56","2020-10-14 10:04:54-03","FURB","FURB","1995","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Cordeiro, J","Sobral, M.",NA,"2000","11","24","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"FURB04621","FURB04621","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:40:03-03","MBM","MBM","194506","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Clark, L.G.; et al.; et al.","1028",NA,NA,NA,"Brazil","São Paulo",NA,"Rod. BR-116, km 528, próximo ao Posto Alto da Serra, Paraíso",NA,NA,NA,NA,NA,NA,"MBM194506","MBM194506",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:40:03-03","MBM","MBM","254348","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Burman, A.G.","Krieger, L.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM254348","MBM254348",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA
"59","2020-12-21 16:40:03-03","MBM","MBM","24430","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31530",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM024430","MBM024430",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA
"60","2020-12-21 16:40:03-03","MBM","MBM","194507","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Clark, L.G.; et al.; et al.","782",NA,NA,NA,"Brazil","Minas Gerais","Lima Duarte","Serra do Ibitipoca, Parque Estadual","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"MBM194507","MBM194507",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"61","2020-12-21 16:40:03-03","MBM","MBM","199170","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Sendulski, T.","Andrade, P.M.","1319",NA,NA,NA,"Brazil","Minas Gerais","Nova Lima","Reserva Biológica do Jambeiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"MBM199170","MBM199170",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA
"62","2020-12-21 16:40:03-03","MBM","MBM","118716","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Renvoize, S.A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51734",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","Serra das Furnas, Rio Lambari","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM118716","MBM118716 MBM118716_1",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"63","2020-12-21 16:40:03-03","MBM","MBM","72734","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Kummrow, R.","1704",NA,NA,NA,"Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM072734","MBM072734",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"64","2020-12-21 16:40:03-03","MBM","MBM","384589","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Cordeiro, J.","Dunaiski Jr.; A.","3133","2006","07","25","Brazil","Paraná","São José dos Pinhais","Cunhãy","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM384589","MBM384589","2012",NA,NA,"Planta de 2m.","Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"65","2020-12-21 16:40:03-03","MBM","MBM","19087","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Hatschbach, G.","27145",NA,NA,NA,"Brazil","Paraná","Sengés","Rio do Funil","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"MBM019087","MBM019087",NA,NA,NA,"= 19087","Southern America",NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"66","2020-12-21 16:40:03-03","MBM","MBM","25843","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Clark, L.G.","Hatschbach, G.","2843",NA,NA,NA,"Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM025843","MBM025843",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"67","2015-09-22 21:37:05-03","MNHN","RECOLNAT_MNHN_P","P00625414","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Sierra de carassa",NA,NA,NA,NA,NA,NA,"P00625414","P00625414_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00625414' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"syntype",NA,NA,NA,"318",NA,NA
"68","2013-08-26 15:55:06-03","MNHN","RECOLNAT_MNHN_P","P00507245","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"P00507245",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507245' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B1 540",NA,NA
"69","2015-09-05 12:31:35-03","MNHN","RECOLNAT_MNHN_P","P00524499","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Weddell, H.A.",NA,"1843","11",NA,"Brésil",NA,NA,"Minas Geraës.",NA,NA,NA,NA,NA,NA,"P00524499",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00524499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"1723",NA,NA
"70","2015-09-05 12:31:35-03","MNHN","RECOLNAT_MNHN_P","P00524500","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Weddell, H.A.",NA,"1843","11",NA,"Brésil",NA,NA,"Minas Geraës.",NA,NA,NA,NA,NA,NA,"P00524500",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00524500' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"1723",NA,NA
"71","2015-09-05 12:31:35-03","MNHN","RECOLNAT_MNHN_P","P00536400","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Sierra de carassa",NA,NA,NA,NA,NA,NA,"P00536400",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00536400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"318",NA,NA
"72","2018-09-18 16:33:33-03","MNHN","RECOLNAT_MNHN_P","P00536401","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"P00536401",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00536401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B1 540",NA,NA
"73","2018-09-18 16:33:34-03","MNHN","RECOLNAT_MNHN_P","P00536402","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Smith, L.B.",NA,"1928","12","311","Brazil",NA,NA,"Vicinity of Monte Serrat, Mt. Itatiaya, Rio de Janeiro state","-44.63333","-22.46667",NA,NA,"800",NA,"P00536402",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00536402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,"1586",NA,NA
"74","2015-09-22 21:37:17-03","MNHN","RECOLNAT_MNHN_P","P00625413","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark","Weddell, H.A.",NA,"1844",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,"P00625413","P00625413_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00625413' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"syntype",NA,NA,NA,"1723",NA,NA
"75","2015-09-04 01:05:55-03","MNHN","RECOLNAT_MNHN_P","P02611139","PreservedSpecimen",NA,"Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"McClure, F.A.",NA,"1943","11","12","Brasil","Rio de Janeiro","Itatiaia","Colected inthe Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"P02611139","P02611139_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02611139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,"19648","auto",NA,"21293",NA,NA
"76","2020-10-01 14:26:46-03","JBB","HEPH","23311","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Filgueiras, TS","Martins, RC","719","2007","09","01","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília - atrás da antiga cantina","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,"70570","auto",NA,NA,NA,NA
"77","2020-12-11 11:44:59-03","UFMG","BHCB","102252","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2521","2006","06","10","Brasil","Minas Gerais","Felício dos Santos","APA Felício, Cachoeira do Sumidouro","-43.25425","-18.234806","-43.25425","-18.234806","877","877","BHCB010188",NA,"2006","11",NA,"Indivíduo jovem. Fímbrias das folhas dos ramos vináceas.; Em mata de galeria.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:44:59-03","UFMG","BHCB","107313","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Almeida, TE; Heringer, G; Lara, DS; Costa, ACV da","1052","2007","05","01","Brasil","Minas Gerais","Diamantina",NA,"-43.756722","-17.907694","-43.756722","-17.907694","130","130",NA,NA,NA,NA,NA,"Erva terrestre no interior de Mata de Galeria","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:44:59-03","UFMG","BHCB","129741","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Echternacht, LA; Bastos, TV; Abreu, F; Costa, C","1993","2009","04","13","Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada., Vale da nascente do rio Preto, córrego paralelo ao rio","-43.759444","-18.874722","-43.759444","-18.874722","1168","1168",NA,NA,"2009",NA,NA,"Bambú prostrado, com aproximadamente 2m de altura","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:44:59-03","UFMG","BHCB","149646","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2200","2011","04","07","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Capão de mata.","-43.485","-19.288056","-43.485","-19.288056","1331","1331",NA,NA,NA,NA,NA,"Bambu escandente no interior de mata.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:44:59-03","UFMG","BHCB","159476","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Paula, LFA de; Mota, NFO; Viana, PL; Jorge, TB; Burkowski, PM","54","2011","01","07","Brasil","Minas Gerais","Catuji","BR-116. Teófilo Otoni em direção a Catuji, margem esquerda da estrada.","-41.515675","-17.405986","-41.515675","-17.405986","560","560","BHCB005058",NA,"2011","04","01",NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:44:59-03","UFMG","BHCB","196389","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Silva, APROS; Paucar, JOA; Siriani-Oliveira, S; Moura, IO","41","2019","03","25","Brasil","Minas Gerais","Itabira","Parque Estadual Mata do Limoeiro","-43.459722","-19.588333","-43.459722","-19.588333","640","640","BHCB196389",NA,"2019","03","25","Prensado em álcool. Disciplina Taxonomia de campo_2019; Herbácea; Campo rupestre, perto do curso d'água","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:44:59-03","UFMG","BHCB","115547","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Viana, PL; Stehmann, JR; Zamberlan, PM; Dutilh, JHA","3167","2007","10","24","Brasil","São Paulo","Biritiba Mirim","SP088, SP088","-46.014722","-23.563889","-46.014722","-23.563889","748","748","BHCB010189",NA,"2007","11","18","Floração gregária. Planta de crescimento agressivo, proliferante por rizomas anfipodiais. Espiguetas castanho maculadas.","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:44:59-03","UFMG","BHCB","36955","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:44:59-03","UFMG","BHCB","59935","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Krieger, L","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó. Vale Verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:44:59-03","UFMG","BHCB","99857","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Viana, PL; Leite, FSF","608","2002","07","03","Brasil","Minas Gerais","Nova Lima","Condomínio Miguelão.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominante em interior de Mata semidecidula. Floração em massa. Espiguetas maculadas.","Southern America",NA,NA,"Monocotyledon",NA,NA,"29211","auto",NA,NA,NA,NA
"87","2020-12-11 11:44:59-03","UFMG","BHCB","19753","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Andrade, PM de","1319","1990",NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"29211","auto",NA,NA,NA,NA
"88","2020-12-11 11:44:59-03","UFMG","BHCB","19753","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Andrade, PM de","1319","1990",NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,"29211","auto",NA,NA,NA,NA
"89","2021-02-11 17:21:16-03","UFPR","UPCB","29780","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Doell) McClure","Sendulsky, T.","Andrade, P.M.","1319","1991","06","19","Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"UPCB0037964","UPCB0037964",NA,NA,NA,"Decumbente, 3m. Mata, local úmido..",NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA
"90","2009-10-20 18:53:00-02","MO","MOBOT","247843","PreservedSpecimen","Plantae","Poaceae","Arundinaria","aristulata","Arundinaria aristulata","Döll",NA,"Hugh A. Weddell","Weddell MUS. PARIS 1723","1858",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2010-03-18 21:10:00-03","MO","MOBOT","229755","PreservedSpecimen","Plantae","Poaceae","Arundinaria","mucronata","Arundinaria mucronata","Munro ex E.G. Camus",NA,"A. Saint-Hilaire","Saint-Hilaire 318","1816",NA,NA,"Brazil","Minas Gerais",NA,"Sierra de Carassa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","1812759","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","E.J. Judziewicz","R. Kummrow","Kummrow 1704","1982","1","28","Brazil","Paraná",NA,"Mun. Morretes, Pilão de Pedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA
"93","2009-10-16 13:07:00-03","MO","MOBOT","227017","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","T.S. Filgueiras","Tarciso S. Filgueiras|R.D. Lopes","Filgueiras 2006","1992","1","6","Brazil","Distrito Federal",NA,"Saia Velha, Área Alfa (Marinha).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","227039","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Oliveira","Oliveira EPNC 0657 (UFJF 23325)","1988","12","17","Brazil","Minas Gerais",NA,"Pq. Nac. Caparao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-10-16 13:10:00-03","MO","MOBOT","227050","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Howard S. Irwin|Thomas R. Soderstrom","Irwin 5962","1964","9","4","Brazil","Distrito Federal",NA,"Ca. 23 Km SW of Brasília on road to Anápolis.",NA,NA,NA,NA,"700.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2009-10-16 13:13:00-03","MO","MOBOT","227061","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Floyd A. McClure","McClure 21293","1943","11","12","Brazil","Rio de Janeiro",NA,"Collected in the Parque Nacional do Itatiaia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2009-12-04 16:23:00-02","MO","MOBOT","227072","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 51734","1987","11","24","Brazil","Paraná",NA,"Mpio. Jaguariaiva, Serra das Furnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-10-16 13:28:00-03","MO","MOBOT","2824196","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","L.G. Clark","Lynn G. Clark|M. Morel","Clark 766","1991","1","27","Brazil","Minas Gerais",NA,"Mun. Santa Bárbara, Parque Natural e Santuario de Caraça, campo rupestre below trail to the Piscina, along a stream flowing into the Rio Caraça.","-43.3666667","-19.3",NA,NA,"1290.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2009-10-16 13:22:00-03","MO","MOBOT","2824255","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure",NA,"Lynn G. Clark|Ximena Londoño|W. Oliveira","Clark 1028","1992","2","17","Brazil","São Paulo",NA,"Km 528 of BR-116, across the highway from Posto Alto da Serra Paraiso, between Rio Barreiro and Rio Caapora.","-48.35","-24.9666667",NA,NA,"620.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2009-10-16 13:20:00-03","MO","MOBOT","2824280","PreservedSpecimen","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","T.S. Filgueiras","Tarciso S. Filgueiras","Filgueiras 3321","1996","2","10","Brazil","Distrito Federal",NA,"Área defloresta de galeria próximo ao CNPH da EMBRAPA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
