"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","yearIdentified","class","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem"
"11","2021-02-25 10:12:09-03","CVRD","CVRD","430","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","100","1979","10","23","América do Sul","BRASIL","ES",NA,"-39.915122","-19.093124",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000430",NA,"Linhares","-39,915122","-19,093124",NA,NA,NA,"1987","Magnoliopsida","10","30","25","25",NA,NA
"12","2021-02-25 10:12:09-03","CVRD","CVRD","3562","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Luciano Paganucci de Queiroz","Farias, G.L.","473","1991","11","20","América do Sul","BRASIL","ES","Próximo à estrada.","-40.064317","-19.141887",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD003562","CVRD003562 CVRD003562_1","Linhares","-40,064317","-19,141887",NA,NA,"PARATYPUS","2014","Magnoliopsida","03","27","71","71",NA,NA
"13","2021-02-25 10:12:09-03","CVRD","CVRD","2316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Folli, D.A.","951","1989","07","12","América do Sul","BRASIL","BA","Nome vulgar na RFL: Caingá.","-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD002316",NA,"Porto Seguro",NA,NA,"68835","auto",NA,"1989","Magnoliopsida","07","12",NA,NA,NA,NA
"14","2021-02-25 10:12:09-03","CVRD","CVRD","480","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","124","1979","11","30","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000480",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"15","2021-02-25 10:12:09-03","CVRD","CVRD","474","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","118","1979","11","16","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000474",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"16","2021-02-25 10:12:09-03","CVRD","CVRD","468","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Folli, D.A.","169","1979","11","16","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000468",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"17","2021-02-25 10:12:09-03","CVRD","CVRD","684","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","196","1980","10","22","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000684",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"18","2021-02-25 10:12:09-03","CVRD","CVRD","445","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Folli, D.A.","158","1979","10","06","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000445","CVRD000445","Linhares",NA,NA,"48094","auto","PARATYPUS","1987","Magnoliopsida","10","30",NA,NA,NA,NA
"19","2021-02-25 10:12:09-03","CVRD","CVRD","8954","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Domingos A. Folli","Luz, A.A. da","250","2004","10","22","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD008954",NA,"Linhares",NA,NA,"48094","auto",NA,"2004","Magnoliopsida","10","22",NA,NA,NA,NA
"20","2021-02-25 10:12:09-03","CVRD","CVRD","8958","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Geovane S. Siqueira","Siqueira, G.S.","125","2004","10","29","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD008958",NA,"Linhares",NA,NA,"48094","auto",NA,"2004","Magnoliopsida","10","29",NA,NA,NA,NA
"21","2021-02-25 10:12:09-03","CVRD","CVRD","491","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","132","1979","12","14","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000491",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"22","2021-02-25 10:12:09-03","CVRD","CVRD","644","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","181","1980","09","25","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000644",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"23","2021-02-25 10:12:09-03","CVRD","CVRD","5002","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Domingos A. Folli","Folli, D.A.","2365","1994","07","25","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD005002","CVRD005002","Linhares",NA,NA,"48094","auto",NA,"1994","Magnoliopsida","07","25",NA,NA,NA,NA
"24","2021-02-25 10:12:09-03","CVRD","CVRD","694","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","204","1980","11","07","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000694",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"25","2021-02-25 10:12:09-03","CVRD","CVRD","483","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","127","1979","12","01","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000483",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"26","2021-02-25 10:12:09-03","CVRD","CVRD","481","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","125","1979","11","30","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000481",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"27","2021-02-25 10:12:09-03","CVRD","CVRD","836","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Luciano Paganucci de Queiroz","Folli, D.A.","353","1981","12","16","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000836",NA,"Linhares",NA,NA,"48094","auto",NA,"1994","Magnoliopsida","02","28",NA,NA,NA,NA
"28","2021-02-25 10:12:09-03","CVRD","CVRD","492","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","133","1979","12","14","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000492",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"29","2021-02-25 10:12:09-03","CVRD","CVRD","482","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","126","1979","11","30","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000482",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"30","2021-02-25 10:12:09-03","CVRD","CVRD","359","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","87","1979","10","12","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000359",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"31","2021-02-25 10:12:09-03","CVRD","CVRD","260","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Lino, A.M","102","1972","09","27","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000260",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"32","2021-02-25 10:12:09-03","CVRD","CVRD","692","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","202","1980","11","04","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000692",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"33","2021-02-25 10:12:09-03","CVRD","CVRD","693","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","203","1980","11","04","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000693",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"34","2021-02-25 10:12:09-03","CVRD","CVRD","433","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","103","1979","10","24","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000433",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"35","2021-02-25 10:12:09-03","CVRD","CVRD","486","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Folli, D.A.","175","1979","11","29","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000486",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"36","2021-02-25 10:12:09-03","CVRD","CVRD","700","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","210","1980","11","10","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000700",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"37","2021-02-25 10:12:09-03","CVRD","CVRD","465","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Folli, D.A.","166","1979","11","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000465",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"38","2021-02-25 10:12:09-03","CVRD","CVRD","455","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","109","1979","11","06","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000455",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"39","2021-02-25 10:12:09-03","CVRD","CVRD","4953","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Domingos A. Folli","Farias, G.L.","659","1993","11","13","América do Sul","BRASIL","ES","Ao lado do Barracão de beneficiamento de sementes no viveiro.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD004953",NA,"Linhares",NA,NA,"48094","auto",NA,"1993","Magnoliopsida","11","13",NA,NA,NA,NA
"40","2021-02-25 10:12:09-03","CVRD","CVRD","9020","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin",NA,"Meireles, J.E.","17","2004","11","26","América do Sul","BRASIL","ES","Consórcio de caingá","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD009020","CVRD009020","Linhares",NA,NA,"48094","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"41","2021-02-25 10:12:09-03","CVRD","CVRD","1920","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Domingos A. Folli","Lima, H.C.","1643","1981","12","14","América do Sul","BRASIL","ES","Frequente na Mata alta.","-40.0722007751465","-19.3910999298096",NA,"Flores com cálice ferrugíneo corola amarela, pilosa na face dorsal. <ll>dwc_commonname:</ll> Caingá","CVRD001920",NA,"Linhares",NA,NA,"48094","auto",NA,"1994","Magnoliopsida","04","28",NA,NA,NA,NA
"42","2021-02-25 10:12:09-03","CVRD","CVRD","494","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Silva, I.A.","135","1979","12","18","América do Sul","BRASIL","ES","Ponto de Ref. final da est. 161","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000494",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"43","2021-02-25 10:12:09-03","CVRD","CVRD","237","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Spada, J.","66","1972","11","11","América do Sul","BRASIL","ES","Próxima a uma Murta, Araribá e Óleo pardo","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000237",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"44","2021-02-25 10:12:09-03","CVRD","CVRD","105","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz, G.P.Lewis & R.Allkin","Haroldo C. de Lima","Spada, J.","16","1977","11","11","América do Sul","BRASIL","ES","Talhão 507, lado esquerdo da Est. Contra mão.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caingá","CVRD000105",NA,"Linhares",NA,NA,"48094","auto",NA,"1987","Magnoliopsida","10","30",NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","3097395","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Moldenhawera","papillanthera","Moldenhawera papillanthera",NA,NA,"J. M. Silva","48713","1984","7","12","South America - Neotropics","Brazil","Espírito Santo","Rancho Alto","-40.0722007751465","-19.3910999298096",NA,NA,"US01962119",NA,"Linhares",NA,NA,"48094","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"46","2020-09-02 16:26:24-03","Cenargen","CEN","57402","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P. Queiroz, G.P. Lewis & Allkin","H. C. Lima","Domingos Antônio Folli","951","1989","07","12",NA,"Brasil","BA",NA,"-39.0647010803223","-16.4496994018555","Exsicatas","Aceiro do posseiro. Doação do Banco Genético do Pau Brasil. Registro nº 246. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057402","CEN00057402","PORTO SEGURO",NA,NA,"68835","auto",NA,"1989",NA,"07",NA,NA,NA,"1",NA
"47","2020-05-08 11:09:43-03","UEFS","HUEFS","209607","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Moldenhawera","papillanthera","Moldenhawera papillanthera","L.P.Queiroz et al.",NA,"Meireles, J.E.","17","2004","11","26",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Consórcio de caingá. Área plantada.","-40.0722007751465","-19.3910999298096",NA,NA,"HUEFS0209607","HUEFS0209607","Linhares",NA,NA,"48094","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
