"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"1","2021-04-05 14:26:07-03","UNESC","CRI","13128","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Pastório, FF","2015","09","28","Oliveira, A.A. de","2822","2015","09","13","Brasil","Santa Catarina","Ponte Alta","Ponte Altinha. Ponte Altinha.","-50.233611","-27.361111","50º14'1''W","27º21'40''S","1150","1150","CRI011741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:26:07-03","UNESC","CRI","13129","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Pastório, FF","2016","03","09","Oliveira, A.A. de","2853","2015","12","09","Brasil","Santa Catarina","Alfredo Wagner","Alto Limeira. Alto Limeira.","-49.5","-27.63","49º30'W","27º37'48''S","642","642","CRI011740","CRI011740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:26:07-03","UNESC","CRI","12160","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Stehmann, JR","2010","09","02","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3920","2010","03","12","Brasil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","-49.41","-28.17","49º24'36''W","28º10'12''S","431","431","CRI010338","CRI010338","Florística IFFSC 142 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:26:07-03","UNESC","CRI","13363","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Aline Votri Guislon & Renato Colares","2018","04","25","Renato Colares & Aline Votri Guislon; Peterson Padilha, Guilherme Elias & Altamir Antunes",NA,"2018","04","25","Brasil","Santa Catarina","Orleans",NA,"-49.395556","-28.179722","49º23'44''W","28º10'47''S","556","556","CRI011970",NA,"Habitat: Terrestre Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:26:07-03","UNESC","CRI","12159","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Oliveira, AA de","2011","01","26","Korte, A.; Kniess, A.","1731","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","Nova Esperança.","-49.950556","-26.730278","49º57'2''W","26º43'49''S","535","535","CRI010337",NA,"Florística IFFSC 797 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: reófita; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1184694","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"J. C. Lindeman","4084","1967","01","12","Brazil","Paraná",NA,"Corro river, S of Graciosa.",NA,NA,NA,NA,NA,NA,"NY01184694","NY01184694_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475111' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1184653","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza",NA,NA,NA,NA,"P. K. H. Dusén","14152","1912","08","03","Brazil","Paraná",NA,"Volta Grande.",NA,NA,NA,NA,NA,NA,"NY01184653","NY01184653_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474444' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1184762","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","G. E. Barboza; A. T. Hunziker",NA,NA,NA,"M. Sakane","571","1977","05","14","Brazil","São Paulo","Sete Barras","Sete Barras, Reserva Biológica Carlos Botelho","-47.989753","-24.144027",NA,NA,NA,NA,"NY01184762","NY01184762_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478211' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1184655","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza",NA,NA,NA,NA,"P. K. H. Dusén","8255","1909","03","18","Brazil","Paraná",NA,"Roça Nova.",NA,NA,NA,NA,NA,NA,"NY01184655","NY01184655_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474451' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1184643","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"A. C. Cervi","2127","1983","02","25","Brazil","Paraná","Morretes","Serra do Mar (Viaduto dos Padres)","-48.8342","-25.4769",NA,NA,NA,NA,"NY01184643","NY01184643_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474213' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1184707","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","J. R. Stehmann",NA,NA,NA,"J. Mattos","13703","1966","05","30","Brazil","São Paulo",NA,"7 km ao sul de Jacupiranga.",NA,NA,NA,NA,NA,NA,"NY01184707","NY01184707_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475546' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1184663","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","G. E. Barboza; A. T. Hunziker",NA,NA,NA,"W. Hoehne","6193","1967","04","18","Brazil","São Paulo","Sao Miguel Arcanjo","Floresta Estadual Carlos Botelho, Serra de Paranapiacaba, km 206-208 da estrada Sao Miguel Arcano-REgistro.","-47.99","-23.87",NA,NA,NA,NA,"NY01184663","NY01184663_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474535' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1184658","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"P. K. H. Dusén","6659","1908","08","29","Brazil","Paraná","Ipiranga","Serra do Mar, Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"NY01184658","NY01184658_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474461' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1184673","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza",NA,NA,NA,NA,"G. G. Hatschbach","24203","1970","04","28","Brazil","Paraná","Piraquara","Nova Tirol","-49.048057","-25.507775",NA,NA,NA,NA,"NY01184673","NY01184673_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474581' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1184684","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"A. Krapovickas","33579","1978","02","14","Brazil","Paraná","Tijucas do Sul","Represa de Vossoroca.","-49.1989","-25.9281",NA,NA,NA,NA,"NY01184684","NY01184684_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474628' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1184674","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza",NA,NA,NA,NA,"G. G. Hatschbach","30892","1972","12","01","Brazil","Paraná","Morretes","Rio dos Padres","-48.8342","-25.4769",NA,NA,NA,NA,"NY01184674","NY01184674_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474584' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1184723","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"V. Nicolack","122","1990","05","30","Brazil","Paraná","Sao José dos Pinhais","Col. Stos. Andrade.","-49.2064","-25.5347",NA,NA,NA,NA,"NY01184723","NY01184723_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475770' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1184652","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"P. K. H. Dusén","14437","1914","02","18","Brazil","Paraná",NA,"Volta Grande.",NA,NA,NA,NA,NA,NA,"NY01184652","NY01184652_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474441' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1184701","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"E. Lleras","1986","1985","04","24","Brazil","Santa Catarina","Praia Grande","Descendo a Serra de Itaimezinho a Praia Grande a 13 km do restaurante do IBDF (P. N. Aparados da Serra).","-50.07","-29.17",NA,NA,"630","630","NY01184701","NY01184701_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475536' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1184769","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","J. R. Stehmann",NA,NA,NA,"A. C. Cervi","2127","1983","02","25","Brazil","Paraná","Morretes","Serra do Mar (Viaduto dos Padres)","-48.8342","-25.4769",NA,NA,NA,NA,"NY01184769","NY01184769_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478224' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1184699","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"E. Lleras","2034","1985","04","28","Brazil","Paraná","Morretes","Rio Cascata estrada da Graciosa a 28 km de Morretes.","-48.93","-25.3",NA,NA,"750","750","NY01184699","NY01184699_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475173' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00962445","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","I. M. C. Rodrigues",NA,NA,NA,"A. Amaral","1633","1973","08","26","Brazil","São Paulo","Santo André","Paranapiacaba, Estação Biológica do Alto da Serra.","-46.3","-23.75",NA,NA,"800","830","NY00962445",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085293' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1522518","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","E. L. C. Soares",NA,NA,NA,"E. L. C. Soares","74","2005","03","01","Brazil","Rio Grande do Sul","Canela","Arredores do Parque do Caracol.","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"NY01522518","NY01522518_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753206' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet","16452","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1184698","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"E. Lleras","2013","1985","04","27","Brazil","Santa Catarina","Presidente Nereu","Estrada Madeireira a 7km de Presidente Nereu, indo a Apiuna.","-49.45","-27.2",NA,NA,"770","770","NY01184698","NY01184698_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475121' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1184696","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","M. H. Nee",NA,NA,NA,"E. Lleras","2035","1985","04","29","Brazil","Paraná","Antonina","BR-116 a 15 km da divisa com Sao Paulo.","-48.67","-25.1",NA,NA,"680","680","NY01184696","NY01184696_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475115' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","30376","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Stehmann","2011","06","28","Meyer, F.S.","671","2008","04","04","Brasil","Santa Catarina","São Bento do Sul",NA,NA,NA,"9999","9999",NA,NA,"BOTU030376",NA,"Arbusto coletado na mata ciliar, em região de Floresta Ombrófila Densa Montana. Flores de Pétalas brancas, com listas verdes. Frutos de coloração branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:58-03","UFRJ","RFA","9795","PreservedSpecimen","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","R.C. Almeida-Lafetá","1999","02","10","G.G. Hatschbach","24203","1970","04","28","Brasil","Paraná","Piraquara","Nova Tirol","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"RFA49034",NA,"Arbusto 1,5 m altura, flor alvecente",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"28","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69315","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Barboza, G.E.","1991","02",NA,"Dusén, P.","14152","1912","08","03","Brazil","Paraná",NA,"Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,"in fruticetis.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","1578884",NA,NA,NA,NA
"29","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69317","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Barboza, G.E.","1991","02",NA,"Dusén, P.","8255","1909","03","18","Brazil","Paraná",NA,"Roça Nova",NA,NA,NA,NA,NA,NA,NA,NA,"Ad marg. silvulae.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","1580290",NA,NA,NA,NA
"30","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69169","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Nee, M.","1996","01","01","Lindeman, J.C.; Haas, J.H. de","4084","1967","01","12","Brazil","Paraná","Graciosa","Corro River",NA,NA,NA,NA,NA,NA,"K000823764",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"31","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69315","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Barboza, G.E.","1991","02",NA,"Dusén, P.","14152","1912","08","03","Brazil","Paraná",NA,"Volta Grande",NA,NA,NA,NA,NA,NA,NA,NA,"in fruticetis.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","12-8517",NA,NA,NA,NA
"32","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69350","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Nee, M.","2001","01","01","Lleras P, E.; Silva, G.C.; Hunziker, A.T.; Dias Casali, V.W.","1991","1985","04","26","Brazil","Santa Catarina","Luiz Alves","Estrada vila do salto a maximo a 2.7 km da estrada Itajai - Luis Alves.","-48.85","-26.75","-48.85","-26.75","110","110",NA,NA,"Arvoreta 1.5 m. Branca com guias nectariferas vede-claras.; Beira de mata em encosta. Solo arenoso com material humico. Ondulado. Rara.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","5191244",NA,NA,NA,NA
"33","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69346","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Nee, M.","2001","01","01","Lleras P, E.; Silva, G.C.; Hunziker, A.T.; Dias Casali, V.W.","2035","1985","04","29","Brazil","Paraná","Antonina","BR-116 a 15 km da divisa com Sao Paulo.","-48.666667","-25.1","-48.666667","-25.1","680","680",NA,NA,"Arbusto 3 m de altura e 10 cm de diametro. Flor branca com manchas verdes.; Beira de mata em depressao. Argilo - arenoso humico. Ondulado. Raro","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","5191243",NA,NA,NA,NA
"34","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69351","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Nee, M.","2001","01","01","Lleras P, E.; Silva, G.C.; Hunziker, A.T.; Dias Casali, V.W.","1986","1985","04","24","Brazil","Santa Catarina","Praia Grande","Descendo a serra de Itaimbezinho a Praia Grande a 13 km do restaurante do IBDF (P.N. Aparados da Serra).","-50.066667","-29.166667","-50.066667","-29.166667","630","630",NA,NA,"Arbusto ate 1.5 m. Fruto verde. Branca guias nectariferas verdes.; Borda da mata primaria em encosta. Solo raso pedregoso humico. Montanhoso. Frequencia abundante.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","5191239",NA,NA,NA,NA
"35","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69352","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Nee, M.","2001","01","01","Lleras P, E.; Silva, G.C.; Hunziker, A.T.; Dias Casali, V.W.","2034","1985","04","28","Brazil","Paraná","Morretes","Rio Cascata estrada da Graciosa a 28 km de Morretes.","-48.933333","-25.3","-48.933333","-25.3","750","750",NA,NA,"Arbusto 3.5 m. Flor branca con manchas verdes.. Frequencia rara.; Beira de mata area ensolarada. Solo franco-argiloso com bastante materia humica. Relevo acidentado.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","5191242",NA,NA,NA,NA
"36","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69308","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Rodrigues, I.M.C.","2012","01","01","Oliveira, P.I.","522","1982","05","20","Brazil","Paraná","São José dos Pinhais",NA,"-49.2064","-25.5347",NA,NA,NA,NA,NA,NA,"Arbusto 2 m; flor esverdeada, da capoeira.","Magnoliophyta","Solanales","Southern America",NA,"45291","auto","Dicotyledoneae","5311810",NA,NA,NA,NA
"37","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69331","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Rodrigues, I.M.C.","2012","01","01","Hatschbach, G.","39322","1976","12","21","Brazil","Paraná","Antonina","Rio Cotia.","-48.7119","-25.4286",NA,NA,NA,NA,NA,NA,"Arbusto 2 m. Flor alvescente.; Mata pluvial.","Magnoliophyta","Solanales","Southern America",NA,"38300","auto","Dicotyledoneae","5311811",NA,NA,NA,NA
"38","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69304","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Hunziker, A.T.","1991","01","01","Kummrow, R.","326","1974","02","14","Brazil","Paraná","Tijucas do Sul",NA,"-49.1989","-25.9281",NA,NA,NA,NA,NA,NA,"Arbusto, 2 m, flor alvescente com traços verdes. Da mata.; Vossoroca","Magnoliophyta","Solanales","Southern America",NA,"25228","auto","Dicotyledoneae","4627874",NA,NA,NA,NA
"39","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69305","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Rodrigues, I.M.C.","2012","01","01","Kummrow, R.","1940","1982","06","03","Brazil","Paraná","Morretes","Rio dos Padres","-48.8344","-25.4769",NA,NA,NA,NA,NA,NA,"Arbusto 3 m, flor alvecente.; Junto ao rio da mata pluvial.","Magnoliophyta","Solanales","Southern America",NA,"30514","auto","Dicotyledoneae","5311808",NA,NA,NA,NA
"40","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69309","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Rodrigues, I.M.C.","2012","01","01","Oliveira, P.I.","551","1982","06","15","Brazil","Paraná","São José dos Pinhais","Col. Santo Andrade.","-49.2064","-25.5347",NA,NA,NA,NA,NA,NA,"Arbusto 2,50 m, flor esverdeada, da capoeira.","Magnoliophyta","Solanales","Southern America",NA,"45291","auto","Dicotyledoneae","5311809",NA,NA,NA,NA
"41","2015-02-10 11:45:46-02","BM","SOLANACEAE_SOURCE_BR","69314","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Rodrigues, I.M.C.","2012","01","01","Cordeiro, J.; Silva, J.M.","224","1986","02","05","Brazil","Paraná","Morretes","Véu de Noiva","-48.8344","-25.4769",NA,NA,NA,NA,NA,NA,"Arbusto 1,50 m, flores alvescentes.; margens do rio","Magnoliophyta","Solanales","Southern America",NA,"30514","auto","Dicotyledoneae","5311806",NA,NA,NA,NA
"42","2015-02-10 11:45:47-02","BM","SOLANACEAE_SOURCE_BR","69381","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Stehmann, J.R.","1997","07",NA,"Cervi, A.C.; et al","2127","1983","02","25","Brazil","Paraná","Morretes","Serra do Mar (Estrada de Graciosa).","-48.8344","-25.4769",NA,NA,NA,NA,"G00189961",NA,"Arvoreto de mais ou menos tres a quatro metros. Flores esverdeadas.","Magnoliophyta","Solanales","Southern America",NA,"30514","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"43","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","69386","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Barboza, G.E.","1991","11",NA,"Hoehne, W.","6193","1967","04","18","Brazil","São Paulo","São Miguel Arcanjo","Floresta Estadual Carlos Botelho, Serra de Paranapiacaba, k. 206-208 da estrada S. Miguel Arcanjo-Registro.","-47.99","-23.87",NA,NA,NA,NA,"G00189960",NA,"Arbusto de 2 a 3 m alt. com ramificacoes horizontais em lugares umidos. Frutos maduros conico amarelo-claro, de 15-18 mm compr. a 12 mm diam. Sementes brancas, nao pungente.","Magnoliophyta","Solanales","Southern America",NA,"27904","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"44","2015-02-10 11:45:48-02","BM","SOLANACEAE_SOURCE_BR","69489","O","Plantae","Solanaceae","Aureliana","wettsteiniana","Aureliana wettsteiniana","(Witasek) Hunz. & Barboza","Hunziker, A.T.; Barboza, G.E.","1991","02",NA,"Dusén, P.","14437","1914","02","18","Brazil","Paraná",NA,"Volta Grande.",NA,NA,NA,NA,NA,NA,NA,NA,"ad marg silvae prim.","Magnoliophyta","Solanales","Southern America",NA,NA,NA,"Dicotyledoneae","12-8478",NA,NA,NA,NA
