"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"20","2019-08-27 13:31:26-03","IAP","PACA-AGP","57984","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","D. Legrand","R. Klein","102","1951","06","15",NA,"Brasil","SC","São Francisco do Sul","Porto das Canoas","-48.6380996704102","-26.2432994842529",NA,NA,NA,"15m de altura. HBR 4847. Eq. ecologia nr. 40. Habitat: in silva Fenofase: fruto","PACA057984",NA,"1953",NA,NA,NA,NA,"23627","auto","Magnoliatae",NA,NA,NA,NA,NA
"21","2021-03-24 17:09:34-03","UFES","SAMES","8294","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg","Sobral,M.","Giaretta,A.O.; Monteiro,M.M.;Ribeiro,M.","781","2010","04","11",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore de 12m com frutos passados. Tronco liso.","SAMES08294",NA,"2010","06","26",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057391","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","M. L. Guedes","M. L. Guedes; F. Guar","14257","2007","12","8",NA,"Brazil","Bahia",NA,"Chapada Diamantina, Lençóis, Margem do Rio São José.","-41.38333","-12.55",NA,NA,NA,"Árvore de ca. 5 m de altura. Folhas cartáceas, discolores, com a face adaxial verde intenso e abaxial verdeclaro com muitas glândulas translúcidas. Inflorescência com botões esverdeados. Freqüente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056122","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","M. Sobral (specieslink at RB)","A. Peixoto; Al Gentry, E. Zardini, C. Proenca, O. Peixoto","3495","1985","2","5",NA,"Brazil","Espirito Santo",NA,"Santa Tereza. Reserva Biologica de Nova Lombardia.","-40.6","-19.9167",NA,NA,NA,"Arvore, ca. 6 m de altura, com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056127","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","M. Sobral (specieslink at RB)","A. Peixoto; Al Gentry, E. Zardini, C. Proenca, O. Peixoto","3495","1985","2","5",NA,"Brazil","Espirito Santo",NA,"Santa Tereza. Reserva Biologica de Nova Lombardia.","-40.6","-19.9167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore, ca. 6 m de altura, com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:36:44-03","UNICAMP","UEC","125795","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neoregeliana","Myrcia neoregeliana","E.Lucas & C.E. Wilson",NA,"Pizziolo, W; Bausen, E","353","1991","05","15",NA,"Brazil","Espírito Santo","Santa Teresa","Valsuguna velha, Estação Biolófica de Santa Lúcia.","-40.533333","-19.966667","600","900",NA,"Árvore aprox. 20m de alt. fruste 10m, DAP 15cm, frutos verdes. Á beira do rio, lado esquerdo.; Altitude de Encosta.","UEC008212","UEC008212",NA,NA,NA,"-40.533333","-19.966667",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:36:44-03","UNICAMP","UEC","127988","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neoregeliana","Myrcia neoregeliana","E.Lucas & C.E. Wilson",NA,"Folli, DA","403","1982","11","09",NA,"Brazil","Espírito Santo","Linhares","Reserva natural do CVRD.Estrada Orelha de Onça 1,87.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbóreo 9 m de alt, flor branca, e botão.","UEC008270","UEC008270",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:36:44-03","UNICAMP","UEC","127991","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neoregeliana","Myrcia neoregeliana","E.Lucas & C.E. Wilson",NA,"Folli, DA","2321","1994","06","07",NA,"Brazil","Espírito Santo","Linhares","Reserva natural do CVRD.Estrada Caingá, próximo a antiga área do Calimã.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbóreo 6 m de alt, fruto imaturo verde claro.; Mata de tabuleiro.","UEC008186","UEC008186",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:36:44-03","UNICAMP","UEC","175524","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","neoregeliana","Myrcia neoregeliana","E.Lucas & C.E. Wilson",NA,"Silva, IA","367","1982","11","30",NA,"Brazil","Espírito Santo","Linhares","Reserva natural do CVRD.Estrda Gávea Km 21,555.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbóreo 15 m de alt, flor branca, e botão verde claro.","UEC029492","UEC029492",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"29","2019-11-19 14:08:31-03","UFRPE","PEUFR","54065","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","M.L. Guedes","M.L. Guedes; F.Guaré; et al.","14274","2007","12","08",NA,"Brasil","Bahia","Chapada Diamantina","Lençóis","-41.383333","-12.55",NA,NA,NA,"Árvore com cerca de 6m de altura; folhas coriáceas, discolores; inflorescências axilares; flores passadas; frequente.","PEUFR054065",NA,"2008","01",NA,"41º23'W","12º33'S",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 14:08:31-03","UFRPE","PEUFR","54067","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","G. Barroso","M.L. Guedes; E.S. Santos; L.A.A. Paraguassu; M.P. Silva da; A.S. Argolo","1503","1994","12","30",NA,"Brasil","Bahia","Palmeiras/ Pai Inácio-Sul","Pai Inácio","-41.471111","-12.456389","1130","1130",NA,"Árvore com cerca de 4m de altura; folhas simples, discolores, glabras, coreáceas; inflorescêcncias com botoes esverdeados; frutos imaturos verdes; Projeto Chapada Diamantina.","PEUFR054067",NA,NA,NA,NA,"41º28'16W","12º27'23S",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-19 14:08:31-03","UFRPE","PEUFR","54066","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O. Berg","M.L. Guedes","M.L. Guedes; F.Guaré; M.D. Cerqueira de","8215","2001","02","12",NA,"Brasil","Bahia","Região metropolitana de Salvador","Salvador; Dunas de Itapoã","-38.5","-12.966667",NA,NA,NA,"Árvore com 4m de altura; folhas coriáceas, discolores; botões esverdeados.","PEUFR054066",NA,"2001","04",NA,"38º30'W","12º58'S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:03:32-03","FURB","FURB","1892","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoregeliana","Myrcia neoregeliana","E.Lucas & C.E.Wilson","M. Sobral","Hatschbach, G.; et al.","61548","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1347007751465","-20.3397006988525","1200","1200",NA,NA,"FURB46910",NA,"2017","05","02",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA
"33","2020-04-27 16:10:47-03","UFES","VIES","10925","S","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg","Giaretta, A.O.","Zambom, O.; Assis, A.M.","341","1999","05","29",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010925","VIES010925","2012","06",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:10:47-03","UFES","VIES","30170","S","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg","Sobral, M.","Zorzanelli, J.P.F.; Silva, A.E.","479","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1358","1358",NA,NA,"VIES030170","VIES030170","2012","05",NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:31:32-03","UFRRJ","RBR","16860","S","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"L. Tatto","58","1942","01","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Próximo a cotia, Estrada da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00016860","RBR00016860",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:53-03","MBM","MBM","274910","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","Berg","Guedes, M.L.","Guedes, M.L.; et al.; et al.","8215","2001","02","12","Southern America","Brazil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"MBM274910","MBM274910",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:53-03","MBM","MBM","171338","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","Berg","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61548","1995","01","16","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"MBM171338","MBM171338",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:36:53-03","MBM","MBM","179314","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","Berg","Sobral, M.","Almeida, J.; et al.; et al.","149","1968","10","15","Southern America","Brazil","Bahia","Itacaré","Itacaré","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"MBM179314","MBM179314",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-16 19:58:13-03","UESC","UESC","142","S","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Marlierea","regeliana","Marlierea regeliana","Berg","L.A.M. Silva","J.L. Hage","2222","1987","11","24",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","50","50",NA,"Região de Mata Higrófila Sul Baiana.; Árvore, 9 m X 20 cm.; Quadra D. Parque Zoobotânico.","UESC0000142",NA,"1996",NA,NA,NA,NA,"61245","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"40","2015-09-04 12:43:36-03","MNHN","RECOLNAT_MNHN_P","P00217967","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg","Berg","Riedel, L.",NA,"1821","1",NA,NA,"Brésil",NA,NA,"In sylv. mubr. Maud.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217967' target='other'> <mi>dwc_moreinfo</mi></a>","P00217967","P00217967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"41","2015-11-07 05:51:45-02","MNHN","RECOLNAT_MNHN_P","P01902221","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Riedel, L.",NA,"1821","1",NA,NA,"Brésil",NA,NA,"In sylv. mubr. Maud.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902221' target='other'> <mi>dwc_moreinfo</mi></a>","P01902221","P01902221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"42","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05209054","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209054' target='other'> <mi>dwc_moreinfo</mi></a>","P05209054","P05209054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1280",NA
"43","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05209055","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Glaziou, A.",NA,"1886","12","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Caminho do Macaco.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209055' target='other'> <mi>dwc_moreinfo</mi></a>","P05209055","P05209055_01",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"16059",NA
"44","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05209053","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Glaziou, A.",NA,"1886","12","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Caminho do Macaco a la Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209053' target='other'> <mi>dwc_moreinfo</mi></a>","P05209053","P05209053_01",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"16059",NA
"45","2015-09-04 21:43:21-03","MNHN","RECOLNAT_MNHN_P","P05209056","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Glaziou, A.",NA,"1878","12","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Entre Jacarepagua et la Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05209056' target='other'> <mi>dwc_moreinfo</mi></a>","P05209056","P05209056_01",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"10804",NA
"46","2020-12-11 11:39:17-03","UFMG","BHCB","113294","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","regeliana","Marlierea regeliana","O.Berg",NA,"Ibrahin, M; Oliveira, RP; Rua, G; Dorea, M","27","2007","05","12","Southern America","Brasil","Bahia","Camaçari","Via Parafuso, Na beira da estrada entre os Km 12 e 13. Mata Atlântica-restinga (substrato arenoso).","-38.3125","-12.74","4","4",NA,"Arbusto mais ou menos 1,50cm alt. Folhas membranáceas. Frutos maduros pretos.","BHCB010861","BHCB010861","2007",NA,NA,"-38.3125","-12.74",NA,NA,NA,NA,NA,NA,NA,NA
