"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2019-08-27 13:30:05-03","IAP","PACA-AGP","50316","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2011","10","12","Rambo, B.","1951","07","15","Brasil","SC","Florianópolis","Armação","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: ad litus in dumetosis scandens Fenofase: flor","PACA050316",NA,"27000","auto","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"12","2019-08-27 13:30:05-03","IAP","PACA-AGP","27425","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2011","10","12","Emrich, K.","1945","05","29","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: culta apud schonwald Fenofase: fruto","PACA027425",NA,"29946","auto","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"13","2019-08-27 13:30:05-03","IAP","PACA-AGP","25383","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2010","12","21","A. Rohr SJ","1943","03","07","Brasil","SC","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: ad silvam primaevam scandens Fenofase: flor","PACA025383",NA,"27000","auto","Magnoliophyta","Geraniales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"14","2019-08-27 13:30:05-03","IAP","PACA-AGP","86829","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2011","10","12","Sehnem, A.","1967","10","05","Brasil","SC","Florianópolis","Lagoa do Peri","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: sarmentum in planitie","PACA086829",NA,"27000","auto","Magnoliophyta","Geraniales",NA,"9539",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"15","2019-08-27 13:30:05-03","IAP","PACA-AGP","86823","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2011","10","12","Sehnem, A.","1959","12","28","Brasil","SC","Florianópolis","Lagoa Peri","-48.5491981506348","-27.596700668335",NA,NA,"Habitat: Scandens in arenosos dumetoso","PACA086823",NA,"27000","auto","Magnoliophyta","Geraniales",NA,"7630",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"16","2019-08-27 13:30:05-03","IAP","PACA-AGP","54331","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.A. Záchia","2011","10","12","Reitz, R.","1950","02","10","Brasil","SC","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,"Habitat: in dumetosis scandens Fenofase: flor","PACA054331",NA,"27253","auto","Magnoliophyta","Geraniales",NA,"5914",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"17","2019-01-17 11:26:19-02","PUCRS","MPUC","16345","S","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","R.F. Almeida","2013","01","01",NA,"1977","10","23","Brasil","SC","Bombinhas",".","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,NA,"11943","auto",NA,"Malpighiales",NA,NA,"South America",NA,NA,NA,"Magnoliopsida",NA,"2",NA
"18","2019-11-08 08:53:05-03","FURB","FURB","40005","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Almeida, RF","2015","12","04","Funez, L.A.; Zermiani, A.E.","2013","01","07","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.5869444","-26.7883333","-48.5869444","-26.7883333",NA,"FURB28415","FURB28415",NA,NA,NA,NA,NA,"1359",NA,"13","13",NA,NA,NA,NA,NA
"19","2020-10-14 10:02:35-03","FURB","FURB","44201","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Almeida, RF","2015","12","04","Funez, L.A.","2014","06","16","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri.","-48.5116667","-27.7297223","-48.5116667","-27.7297223",NA,"FURB28408","FURB28408",NA,NA,NA,NA,NA,"2538",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:02:35-03","FURB","FURB","46023","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Almeida, RF","2015","12","04","Funez, L.A.","2014","11","27","Brasil","Santa Catarina","Florianópolis","joaquina.","-48.4483333","-27.6252778","-48.4483333","-27.6252778",NA,"FURB28407","FURB28407",NA,NA,NA,NA,NA,"3401",NA,"33","33",NA,NA,NA,NA,NA
"21","2020-10-14 10:02:35-03","FURB","FURB","53604","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Rodrigues, A.V.","2017","04","17","Brasil","Santa Catarina","Balneário Camboriú","Praia de Taquarinhas.","-48.55","-26.9988889","-48.5500000","-26.9988889","Amarela","FURB53604","FURB53604",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-24 16:38:36-03","FURB","FURB","66997","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Funez, L.A.","2019","10","30","Funez, L.A.","2019","10","30","Brasil","Santa Catarina","Florianópolis","Areias do Campeche.","-48.3238889","-27.7","-48.3238889","-27.7000000","Flores amarelas Habitat: Restinga herbácea Habito: Liana","FURB66997","FURB66997",NA,NA,NA,NA,NA,"9196",NA,"4","4",NA,NA,NA,NA,NA
"23","2020-12-21 16:32:51-03","MBM","MBM","130625","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Penha","Armação","-48.6458015441895","-26.7693996429443",NA,NA,NA,"MBM130625","MBM130625","9872","auto",NA,NA,NA,"3218","Southern America",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:51-03","MBM","MBM","216232","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Hatschbach, G.",NA,NA,NA,"Carneiro, J.",NA,NA,NA,"Brazil","Santa Catarina","Penha","Praia Vermelha","-48.6458015441895","-26.7693996429443",NA,NA,NA,"MBM216232","MBM216232","9872","auto",NA,NA,NA,"314","Southern America",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:32:51-03","MBM","MBM","79521","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Anderson, C.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Santa Catarina","Camboriú","Balneário Camboriú, arredores","-48.6543998718262","-27.0252990722656",NA,NA,NA,"MBM079521","MBM079521","19854","auto",NA,NA,NA,"43074","Southern America",NA,NA,NA,NA,NA,NA,NA
"26","2015-09-05 08:29:32-03","MNHN","RECOLNAT_MNHN_P","P05530479","PreservedSpecimen",NA,"Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Reitz|Klein","1956","2","24","Brasil","Santa Catarina",NA,"Localidade Pilões, Palhoça.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530479' target='other'> <mi>dwc_moreinfo</mi></a>","P05530479","P05530479_01",NA,NA,NA,NA,NA,NA,NA,"350",NA,"hb",NA,NA,NA,"2752"
"27","2015-09-05 08:29:32-03","MNHN","RECOLNAT_MNHN_P","P05530480","PreservedSpecimen",NA,"Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Klein|Bresolin, Souza Sob.","1964","10","5","Brasil","Santa Catarina",NA,"Morro das Pedras.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530480' target='other'> <mi>dwc_moreinfo</mi></a>","P05530480","P05530480_01",NA,NA,NA,NA,NA,NA,NA,"5",NA,"hb",NA,NA,NA,"5834"
"28","2015-09-05 08:29:32-03","MNHN","RECOLNAT_MNHN_P","P05530481","PreservedSpecimen",NA,"Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Klein|Bresolin","1965","4","29","Brasil","Santa Catarina",NA,"Pântano do Sul, Ilha de S. Catarina.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530481' target='other'> <mi>dwc_moreinfo</mi></a>","P05530481","P05530481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"5988"
"29","2015-09-05 08:29:32-03","MNHN","RECOLNAT_MNHN_P","P05530482","PreservedSpecimen",NA,"Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Smith, L.B.|Reitz","1957","3","28","Brasil","Santa Catarina",NA,"Mun. Florianópolis: rocky shore, Canavieiras, Ilha de Santa Catarina.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530482' target='other'> <mi>dwc_moreinfo</mi></a>","P05530482","P05530482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"12276"
"30","2015-09-05 08:29:32-03","MNHN","RECOLNAT_MNHN_P","P05530478","PreservedSpecimen",NA,"Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Reitz|Klein","1958","7","13","Brasil","Santa Catarina","Braço do Norte","Rio dos Pinheiros.","-49.165599822998","-28.2749996185303",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530478' target='other'> <mi>dwc_moreinfo</mi></a>","P05530478","P05530478_01","16066","auto",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"6779"
"31","2020-10-01 14:22:49-03","JBB","HEPH","17523","S","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Hatschbach, G","1997",NA,NA,"Cordeiro, J","1994","04","20","Brasil","Santa Catarina","Penha","Praia Vermelha","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,NA,"9872","auto","Dicotyledon","Malpighiales",NA,"314","Southern America",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:19:29-03","UFPR","UPCB","42466","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.Anderson","Sebastiani, R.","2003","11","20","Cervi, A.C.","1993","04","26","Brasil","Santa Catarina","Camboriú","Estaleirinho","-48.6543998718262","-27.0252990722656",NA,NA,"Flores amarelas, vegetação psamófila..",NA,NA,"19854","auto",NA,NA,NA,"4097",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:19:29-03","UFPR","UPCB","9255","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.Anderson","Hatschbach, G.","1992","06",NA,"Moreira Filho, H.","1972","02",NA,"Brasil","Santa Catarina","Laguna","Morro da Santa.","-48.7807998657227","-28.4825000762939",NA,NA,"Trepadeira lenhosa..",NA,NA,"21199","auto",NA,NA,NA,"495",NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-11-16 20:02:00-02","MO","MOBOT","2859801","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","C. Anderson",NA,NA,NA,"George W. Barclay","1836","3",NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barclay s.n.","South America",NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","2859883","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","C. Anderson",NA,NA,NA,"Gert G. Hatschbach","1983","1","16","Brazil","Santa Catarina",NA,"Baln. Camboriú, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 43074","South America",NA,NA,NA,NA,NA,NA,NA
"36","2020-08-31 09:03:57-03","INPA","INPA","132303","S","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Anderson, CE","1984",NA,NA,"Hatschbach, GG","1983","01","16","Brasil","Santa Catarina","Camboriú","Baln., arredores. Orla mata.","-48.6543998718262","-27.0252990722656",NA,NA,NA,"INPA0132303","INPA0132303 INPA0132303_e","19854","auto","Dicotyledon Com-Clade","Malpighiales",NA,"43074","Southern America",NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2251868","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"L. B. Smith & R. Reitz","1957","3","28","Brazil","Santa Catarina","Florianópolis","Canavieiras, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,"US00108594","US00108594_01","27000","auto",NA,"Polygalales","Holotype","12276","South America","1","5",NA,"Dicotyledonae",NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2708067","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"M. Hermes & I. Moreira","1972","2",NA,"Brazil","Laguna",NA,"Morro de Santa",NA,NA,NA,NA,NA,"US01870931","US01870931_01 US01870931_02",NA,NA,NA,"Polygalales",NA,"495","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2123333","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"R. Reitz","1952","12","22","Brazil","Florianópolis",NA,"Campeche, Ilha S. Catarina",NA,NA,NA,NA,NA,"US01870933","US01870933_01 US01870933_02",NA,NA,NA,"Polygalales",NA,"5083","South America - Neotropics","5",NA,NA,"Dicotyledonae",NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2141888","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","3","6","Brazil","Itajaí",NA,"Praia Braba","-48.6","-26.97",NA,NA,NA,"US01870934","US01870934_01 US01870934_02",NA,NA,NA,"Polygalales",NA,"6085","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2027824","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"R. Reitz","1950","2","10","Brazil","Itajaí",NA,"Praia Brava",NA,NA,NA,NA,NA,"US01870935","US01870935_01 US01870935_02",NA,NA,NA,"Polygalales",NA,"3240","South America - Neotropics","1",NA,NA,"Dicotyledonae",NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2123190","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson",NA,NA,NA,NA,"R. Reitz & D. Klein","1953","5","28","Brazil","Itajaí",NA,"Praia Braba",NA,NA,NA,NA,NA,"US01870932","US01870932_01 US01870932_02",NA,NA,NA,"Polygalales",NA,"749","South America - Neotropics","3",NA,NA,"Dicotyledonae",NA,"1",NA
"43","2019-12-09 17:30:27-03","UFPR","EFC","17889","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","DALL AGNOL, R. T.","2019","01","09","DALL AGNOL, R. T.","2019","01","02","Brasil","Santa Catarina","Bombinhas","Morro do Macaco.","-48.4973861111111","-27.2013944444444","-48,4973861111111","-27,2013944444444","Arbusto escandente, 1,7 m; corola fimbriada lútea, elaióforos evidentes.","EFC017889",NA,NA,NA,NA,NA,NA,"847",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:32:08-03","UEFS","HUEFS","227391","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Almeida, R.F.","2015","11","25","Brasil","Santa Catarina","Florianópolis","Campus da UFSC","-48.5491981506348","-27.596700668335",NA,NA,NA,"HUEFS0227391",NA,"27000","auto","Angiospermae","Malpighiales",NA,"797",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"45","2019-10-07 09:32:08-03","UEFS","HUEFS","227393","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson",NA,NA,NA,NA,"Almeida, R.F.","2015","11","25","Brasil","Santa Catarina","Itapema","Praia da Ilhota","-48.611400604248","-27.0902996063232",NA,NA,NA,"HUEFS0227393",NA,"9090","auto","Angiospermae","Malpighiales",NA,"799",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"46","2021-03-10 11:38:43-03","UNILA","EVB","2129","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Lima, L.C.P.","2018","05","28","Lima, L.C.P.; Oliveira, A.; Paredes, A.; Bogado, D.M.; González, Y.; Jesus, G.; Huergo, E.M.; Neves, B.C.","2018","04","13","Brasil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista. Refúgio Biológico Bela Vista","-54.578611","-25.443333","54º34'43''W","25º26'36''S","Flor amarela. Habitat: área úmida Habito: Trepadeira","EVB002129","EVB002129",NA,NA,NA,NA,NA,"1026",NA,"179","179",NA,NA,NA,NA,NA
"47","2021-02-23 13:22:40-03","MN","R-TIPOS","102839","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Anderson, C.","1982",NA,NA,"Smith, L.B.; Reitz, R.","1952","03","06","Brasil","Santa Catarina","Itajaí","Praia Braba","-48.6","-26.966667","48°36'W","26°58'S",NA,"R000102839","R000102839_001",NA,NA,NA,NA,"Isoparatypus","6085",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-23 13:22:40-03","MN","R-TIPOS","72158","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Anderson, C.","1982",NA,NA,"Smith, L.B.; Reitz, R.","1957","03","28","Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,"R000072158","R000072158_001","27000","auto",NA,NA,"Isotypus","12276",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-23 13:22:40-03","MN","R-TIPOS","129613a","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Anderson, C.","1982",NA,NA,"Lutz, B.M.J.","1950","01","03","Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,"R000129613a","R000129613a_001","27253","auto",NA,NA,"Isoparatypus","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-23 13:22:40-03","MN","R-TIPOS","129613","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E. Anderson","Anderson, C.","1982",NA,NA,"Lutz, B.M.J.","1950","01","03","Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,"R000129613","R000129613_001 R000129613_002","27253","auto",NA,NA,"Paratypus","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-08-20 20:39:44-03","UFSC","FLOR","48459","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Ferreira, J.P.R.","2013",NA,NA,"Hassemer, G.N.; Ferreira, J.P.R. & Weber, P.A.P.","2013","02","19","Brasil","Santa Catarina","Florianópolis","estrada para o Rio Vermelho, Ilha de Santa Catarina.","-48.436111","-27.560278","48º26'10''W","27º33'37''S","trepadeira, flor amarela","FLOR0048459",NA,NA,NA,NA,"Malpighiales",NA,"16",NA,"7","7",NA,NA,NA,NA,NA
"52","2020-08-20 14:57:24-03","UFSC","FLOR","41250","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","catarinensis","Peixotoa catarinensis","C.E.Anderson","Almeida, R.F.","2015","12","07","Silva Filho, F.A. da; Reis, A.","1982","01","24","Brasil","Santa Catarina","Florianópolis","Ilha do Campeche.","-48.5491981506348","-27.596700668335",NA,NA,"liana, flor amarela","FLOR0041250",NA,"27000","auto",NA,"Malpighiales",NA,"8a",NA,"2","2",NA,NA,NA,NA,NA
