"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"327","2020-03-11 09:00:59-03","URCA","HCDAL","181","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Filho, S. .J.","HCDAL181","1984","05","23",NA,"Brasil",NA,NA,"Arvoreta ca. 3,0m, diâmetro á altura do peito 0,20m, diâmetro da copa 2,5m; fanerófita; flor branca; caule escuro. Uso: estacas, mourões, carvão, lenha, forrageira. Frequência média.; Savana Estépica",NA,NA,NA,NA,"(Mart.) Benth.","Ceará","Estrada que liga Quitaius/ Juazeiro a 15 km da 1ª",NA,"Lima de, M P M","-39.15","-6.95",NA,NA,"Quitaius",NA,NA,NA,NA,"1986","04","-39.15","-6.95","15",NA,NA,NA,NA
"328","2021-02-11 17:19:02-03","UFPR","UPCB","58721","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Cardoso, D.","157","2004","07","12",NA,"Brasil",NA,NA,"Arbusto bem ramificado desde a base, ca. 2,7m, folíolos papiráceos e ligeiramente discolores, tendo a face abaxial mais clara, flores com a corola castanho-claro, filetes brancos e anteras amarelas, ráquis verde claro, botões florais jovens verde-claros.",NA,NA,NA,NA,"Benth.","Bahia","Povoado Bizamum, ca. 23km de Tucano",NA,"Queiroz, L.P. de","-38.981944","-10.909444","250","250","Tucano",NA,NA,NA,NA,"2004","07","-38.981944","-10.909444",NA,NA,NA,NA,NA
"329","2021-02-11 17:19:02-03","UFPR","UPCB","55209","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Hatschbach, G.","77300","2004","03","19",NA,"Brasil",NA,NA,"Arbusto 3m, flor alva. Cerrado degradado..",NA,NA,NA,NA,"Benth.","Mato Grosso do Sul","Rodovia Bonito -- Anastácio, Taquaruçu.",NA,"Ribas, O.S.","-56.4818992614746","-21.1210994720459",NA,NA,"Bonito","71352","auto",NA,NA,"2005","01",NA,NA,"01",NA,NA,NA,NA
"330","2021-02-11 17:19:02-03","UFPR","UPCB","46397","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Hatschbach, G.","72860","2002","05","12",NA,"Brasil",NA,NA,"Arbusto 3m, flor alva. Solo arenoso, entre o cerrado e o rio..",NA,NA,NA,"var. acutistipula","(Mart.) Benth.","Mato Grosso do Sul","Rod. BR 419, 5-10km N de Taboca",NA,"Ribas, O.S.","-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana","212961","auto",NA,NA,"2002","01",NA,NA,"01",NA,NA,NA,NA
"331","2013-10-02 09:11:00-03","MO","MOBOT","2919328","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","Ricardo S. Secco|Calvin R. Sperling|M. Condon|A.L. Mesquita|B. Gilberto R.|Lucival R. Marinho","Secco 128","1982","5","12","South America","Brazil",NA,NA,NA,NA,NA,NA,"ferrea","Barneby","Pará","Marabá, Alto da Serra, arredores do N5, solo de canga (ferro).",NA,"J. Santos S.","-49.1178016662598","-5.36860990524292",NA,NA,"Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"332","2008-05-27 22:02:00-03","MO","MOBOT","2918186","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Martins, *","Martins s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Mart.) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2015-03-01 14:53:00-03","MO","MOBOT","2918904","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","André M. de Carvalho|Talmon S. dos Santos|André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim","Carvalho 3957","1992","6","10","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Mart.) Benth.","Bahia","Mun de Bom Jesus da Lapa. Ca 16 Km NA estrada de Bom Jesus da Lapa para Ibotitrama. Caatinga.",NA,"R.Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2012-10-03 11:45:00-03","MO","MOBOT","100529785","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","J.R.I. Wood","Wood 22870",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Santa Cruz",NA,NA,NA,NA,NA,"125.00000000","710.00000000","Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"335","2020-05-28 09:00:00-03","MO","MOBOT","101188617","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","C.F.P. Martius","Martius s.n.","1819","4",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Piauí","Habitat in Naredas. Provincia Piauhiensis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"336","2010-10-28 09:32:00-02","MO","MOBOT","2913692","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","George Eiten|Liene T. Eiten","Eiten 10508","1970","2","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Maranhão","Município de Loreto: Ilha de Balsas region, between the Rios Balsas & Parnaíba. Ca. 35 km SSE of city of Loreto. A few km W of main house of Fazenda Morros along Morros-Picada trail. Chapada woodland (cerrad|6o).",NA,"J.S. Silva (UEC)","-45.0833333","-7.3833333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"337","2013-10-02 09:12:00-03","MO","MOBOT","2918243","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","Heringer 6871","1981","4","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Distrito Federal","Estação Biológica da UnB.",NA,"J. Santos S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"338","2015-04-29 21:19:00-03","MO","MOBOT","2918272","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","L.A. Dambrós","Dambrós 10163","1990","3","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Goiás","Municipio de Posse. Estrada Iaciara Alvorada, proximidades do Río da Prata. Folha: SD23YA. Ponto 07.",NA,"Juliana Santos Silva (UEC)","-46.65166","-14.29194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2013-10-02 09:10:00-03","MO","MOBOT","2919050","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Ezechias P. Heringer","Heringer 15607","1976","5","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Distrito Federal","Estacão Experimental de Biologia, (Campus UnB). Cerrado margem da rodovia perto de Luziânia.",NA,"J. Santos S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"340","2010-10-28 10:07:00-02","MO","MOBOT","2919242","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Ezechias P. Heringer","Heringer 12066","1972","3","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Distrito Federal","Estaçao Experimental de Biologia Material de planta oriundas de uma planta existente nas proximidades de Luziânia.",NA,"J.S. Silva (UEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"341","2013-12-23 16:51:00-02","MO","MOBOT","2920687","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Edna L.P.G. de Oliveira","Oliveira 662","1985","3","29","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,NA,"Mairi Ba.",NA,"J.S. Silva (UEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"342","2013-10-02 09:12:00-03","MO","MOBOT","2919159","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","F.G. Alcoforado Filho|J.H. de Carvalho","Alcoforado Filho 330","1994","3","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"acutistipula",NA,"Piauí","Km 32. Caatinga. A área encontra-se em relevo ondulado, numa situação de topo. Solo pedregoso, apresentando mediana drenagem.",NA,"J. Santos S.","-42.2","-7.2166667","280.00000000",NA,"Cristalândia do Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"343","2020-05-02 04:38:00-03","MO","MOBOT","101188618","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","João Murça Pires|Bastos, Cid José Passos","Pires 13207","1973","8","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"ferrea","Barneby","Mato Grosso","Serra Norte. Between rios Juruena and Arijuanã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"344","2014-01-23 05:32:00-02","MO","MOBOT","2919424","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","Calvin R. Sperling|Ricardo S. Secco|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","Sperling 5594","1982","5","12","South America","Brazil",NA,NA,NA,NA,NA,NA,"ferrea","Barneby","Pará","AMZA camp N-5. Scrubby vegetation around the camp on ferric rock outrcops.",NA,"J. Santos S.","-50.1333333","-6.0666667","700.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"345","2015-05-20 10:35:19-03","UFERSA","MOSS","189","S","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, O.F. de","236","1972","11","13","América do Sul","Brasil",NA,NA,"árvore até 5 m.; coletado na caatinga; solo bem drenado; abundante; int. econ. medicinal, forrageira, madeira cerne; n.v. jurema-preta.",NA,NA,NA,NA,"Mart.(Benth.)","Rio Grande do Norte","Serra Mossoró.",NA,"Fernandes, A.G.","-37.458333","-5.083333","150","150","Mossoró",NA,NA,NA,NA,"1979","07","37W27'30","5S05'00","20",NA,NA,NA,NA
"346","2015-05-20 10:35:19-03","UFERSA","MOSS","753","S","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, O.F. de","364","1973","08","30","América do Sul","Brasil",NA,NA,"árvore até 5 m.; coletado na caatinga; solo bem drenado; abundante; int. econ. medicinal, forrageira, madeira cerne e carvão; n.v. jurema-preta.",NA,NA,NA,NA,"Mart.(Benth.)","Rio Grande do Norte","BR 405, Mossoró/Jucuri.",NA,"Vodicka, M.R.","-37.466667","-5.208333","50","50","Mossoró",NA,NA,NA,NA,"1979","10","37W28'00","5S12'30","30",NA,NA,NA,NA
"347","2015-05-20 10:35:19-03","UFERSA","MOSS","579","S","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, O.F. de","364","1973","08","30","América do Sul","Brasil",NA,NA,"árvore até 5 m.; coletado na caatinga; solo bem drenado; abundante; int. econ. medicinal, forrageira, madeira cerne e carvão; n.v. jurema-preta.",NA,NA,NA,NA,"Mart.(Benth.)","Rio Grande do Norte","BR 405, Mossoró/Jucuri.",NA,"Vodicka, M.R.","-37.466667","-5.208333","50","50","Mossoró",NA,NA,NA,NA,"1979","10","37W28'00","5S12'30","30",NA,NA,NA,NA
"348","2015-05-20 10:35:19-03","UFERSA","MOSS","752","S","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, O.F. de","364","1973","08","30","América do Sul","Brasil",NA,NA,"árvore até 5 m.; coletado na caatinga; solo bem drenado; abundante; int. econ. medicinal, forrageira, madeira cerne e carvão; n.v. jurema-preta.",NA,NA,NA,NA,"Mart.(Benth.)","Rio Grande do Norte","BR 405, Mossoró/Jucuri.",NA,"Vodicka, M.R.","-37.466667","-5.208333","50","50","Mossoró",NA,NA,NA,NA,"1979","10","37W28'00","5S12'30","30",NA,NA,NA,NA
"349","2020-08-31 09:14:57-03","INPA","INPA","232324","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula","Ramos, JF","2985","2010","01","10","Southern America","Brasil",NA,NA,NA,"INPA0232324","Dicotyledon Rosids","Fabales",NA,"(Mart.) Benth.","Pará","FLONA de Carajás, Serra Norte, Mineração Vale do Rio Doce, Serra Norte, mata primária, solo argiloso.","INPA0232324 INPA0232324_e INPA0232324_nd INPA0232324_num","Ramos, JF","-50","-6",NA,NA,"Paraopeba",NA,NA,NA,NA,"2012","06","-50","-6",NA,NA,NA,NA,NA
"350","2021-01-10 20:49:56-03","INPA","INPA","223624","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula","Queiróz, LP de","3923","1994","06","15","Southern America","Brasil",NA,NA,NA,"INPA0223624","Dicotyledon Rosids","Fabales",NA,"(Mart.) Benth.","Bahia","Ca. 2-8 km W de Xique-Xique, na estrada para Ibotirama. Caatinga arbustiva degradada. Solo arenoso.",NA,"Santos, RM dos; Queiróz, LP de","-43.1417007446289","-11.0894002914429",NA,NA,"Barra","116121","auto",NA,NA,"2007","09",NA,NA,NA,NA,NA,NA,NA
"351","2020-08-31 09:14:57-03","INPA","INPA","200531","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula","Hatschbach, GG","67747","1998","03","14","Southern America","Brasil",NA,NA,NA,"INPA0200531","Dicotyledon Rosids","Fabales",NA,"(Mart.) Benth.","Bahia","Velha Marreca, arredores.","INPA0200531 INPA0200531_e","Barneby, RC","-42.7310981750488","-10.8217000961304",NA,NA,"Xique-Xique","100560","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-08-31 09:14:57-03","INPA","INPA","161517","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula","Dambrós, LA","7.16390","1990","03","16","Southern America","Brasil",NA,NA,NA,"INPA0161517","Dicotyledon Rosids","Fabales",NA,"(Mart.) Benth.","Goiás","Estrada de Iaciara. Nova Roma, km 10.","INPA0161517 INPA0161517_e","Simon, MF","-46.716667","-14.116667",NA,NA,"Iaciara",NA,NA,NA,NA,"2015","07","-46.716667","-14.116667",NA,NA,NA,NA,NA
"353","2020-08-31 09:14:57-03","INPA","INPA","233231","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula","Ribeiro, RD","1128","2009","06","23","Southern America","Brasil",NA,NA,NA,"INPA0233231","Dicotyledon Rosids","Fabales",NA,"(Mart.) Benth.","Pará","Flona de Carajás, Canga N5 Sul (morro 2). Vegetação de Canga.","INPA0233231 INPA0233231_e",NA,"-50.136389","-6.124444","650","650","Parauapebas",NA,NA,NA,NA,NA,NA,"-50.136389","-6.124444",NA,NA,NA,NA,NA
"354","2020-08-31 09:14:57-03","INPA","INPA","233187","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula ferrea","Faria, SM de","2568","2009","03","24","Southern America","Brasil",NA,NA,NA,"INPA0233187","Dicotyledon Rosids","Fabales","ferrea","Barneby","Pará","FLONA de Carajás, Floresta Nacional de Carajás. Estrada de acesso à N8.","INPA0233187 INPA0233187_e","Lima, HC de; Ribeiro, RD","-50.185278","-6.067778",NA,NA,"Parauapepas",NA,NA,NA,NA,"2009","06","-50.185278","-6.067778",NA,NA,NA,NA,NA
"355","2020-08-31 09:14:57-03","INPA","INPA","139285","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula ferrea","Silva, ASL da","1822","1984","03","15","Southern America","Brasil",NA,NA,NA,"INPA0139285","Dicotyledon Rosids","Fabales","ferrea","Barneby","Pará","Serra dos Carajás, Serra dos Carajás. N-4, mina piloto para exploração de ferro. Local onde foi realizado o inventário em 05/83.","INPA0139285 INPA0139285_e","Mattos, CMJ","-50.173616","-6.055124","700","700","Marabá",NA,NA,NA,NA,"2015","09","-50.173616","-6.055124","02",NA,NA,NA,NA
"356","2020-08-31 09:14:57-03","INPA","INPA","273913","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula ferrea","Cavalcante, PB","2085","1969","05","21","Southern America","Brasil",NA,NA,NA,"INPA0273913","Dicotyledon Rosids","Fabales","ferrea","Barneby","Pará","Serra dos Carajás, Rocha de minério de ferro",NA,"Lima, HC de","-50.366853","-6.004178",NA,NA,"Marabá",NA,NA,NA,NA,"2009","01","-50.366853","-6.004178","19",NA,NA,NA,NA
"357","2020-08-31 09:14:57-03","INPA","INPA","117235","S","Plantae","Leguminosae-Mim","Mimosa","acutistipula","Mimosa acutistipula ferrea","Daly, DC","1754","1981","12","05","Southern America","Brasil",NA,NA,NA,"INPA0117235","Dicotyledon Rosids","Fabales","ferrea","Barneby","Pará","Serra dos Carajás, 25-30km of Serra Norte mining camp.","INPA0117235 INPA0117235_e INPA0117235_e1 INPA0117235_nd","Mattos, CMJ","-50.433333","-5.916667",NA,NA,"Serra dos Carajás",NA,NA,NA,NA,"2015","09","-50.433333","-5.916667","02",NA,NA,NA,NA
"358","2021-01-04 11:29:46-03","UEMA","SLUI","3851","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","A. M. Miranda et al.","5913","2009","05","12",NA,"Brasil",NA,NA,"Doação","SLUI003851","Angiospermae",NA,NA,"(Mart.) Benth.","Piauí","Próximo ao Rio Parnaíba",NA,NA,NA,NA,NA,NA,"Urucui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-01-04 11:29:46-03","UEMA","SLUI","3909","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","M. F. A. A. Santos",NA,"2009","05","19",NA,"Brasil",NA,NA,"Doação","SLUI003909","Angiospermae",NA,NA,"(Mart.) Benth.","Pernambuco","Bota fora Santana",NA,NA,"-40.1488990783691","-7.651939868927",NA,NA,"Ipubi","42741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-03-04 11:05:24-03","UFRB","HURB","3333","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, L.P.; Costa, J.A.; Nunes, T.S.; Nascimento, J.G.","10038","2005","03","09",NA,"Brasil",NA,NA,"fotos, DNA.","HURB000003333",NA,NA,NA,"Benth.","Bahia","Estrada para Remanso, ca. 20 Km W de Casa Nova;",NA,NA,"-40.111111","-9.235",NA,NA,"Casa Nova",NA,NA,NA,NA,NA,NA,"40°6'40 W","9°14'6 S",NA,NA,NA,NA,NA
"361","2021-03-04 11:05:24-03","UFRB","HURB","3280","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Giulietti, A.M.; Harley, R.M.","1862","2000","02","27",NA,"Brasil",NA,NA,NA,"HURB000003280",NA,NA,NA,"(Mart.) Benth","Bahia","Subida para a igreja ao lado da escada.;",NA,"L.P. Queiroz","-39.335833","-10.438611",NA,NA,"Monte Santo",NA,NA,NA,NA,"2000","07","39°20'9'' W","10°26'19'' S",NA,NA,NA,NA,NA
"362","2020-07-15 14:43:34-03","UNESP-RC","HRCB","24135","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula var. ferrea","Secco, R.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"var. ferrea","Barneby ","Pará","Serra norte, Km - 134",NA,NA,"-49.1178016662598","-5.36860990524292",NA,NA,"Marabá","262883","auto","Parátipo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-01-26 13:54:54-03","IMA","MAC","16226","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","R.P.Lyra-Lemos; et al.","6846","2002","06","22",NA,"Brasil",NA,NA,"Árvore ca. de 5m de altura. Flores brancas.; Caatinga.","MAC0016226",NA,NA,NA,"(Mart.) Benth.","Alagoas",NA,NA,"L.P.Queiroz","-37.510833","-9.718056",NA,NA,"Pão de Açúcar",NA,NA,NA,NA,"2002",NA,"-37.510833","-9.718056",NA,NA,NA,NA,NA
"364","2021-01-26 13:54:54-03","IMA","MAC","53896","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","J.Rodrigues","s.n.","2009","03","03",NA,"Brasil",NA,NA,"PArvore ca. 5 m. Caule marrom; folhas membranáceas; inflorescência vermelha-verde.; Cerrado.","MAC0053896",NA,NA,NA,"(Mart.) Benth.","Piaui",NA,NA,"L.P. de Queiroz","-43.040278","-7.285833",NA,NA,"Floriano.",NA,NA,NA,NA,"2009","05","-43.040278","-7.285833",NA,NA,NA,NA,NA
"365","2021-01-26 13:54:54-03","IMA","MAC","20522","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Moura, DC","593","2002","09","24",NA,"Brasil",NA,NA,"Árvore com ca. de 3,5m de altura. Infl. axilar-terminal de cor verde-claro, estames brancos. Frutos vage imaturos de cor verde.; Caatinga","MAC0020522",NA,NA,NA,"(Mart.) Benth.","Sergipe","Região do Programa Xingá, Sítio Justino.",NA,"H.Bautista; A.C.Pinto","-37.843056","-9.6075",NA,NA,"Canindé do São Francisco",NA,NA,NA,NA,NA,NA,"-37.843056","-9.6075",NA,NA,NA,NA,NA
"366","2021-01-26 13:54:54-03","IMA","MAC","47243","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Coelho, D; Cabral, B","1082","2009","10","07",NA,"Brasil",NA,NA,"Arvore com 4,50cm de altura., com inflorescência axilar de cor branca, estames e estigma esverdeado.; Caatinga","MAC0047243",NA,NA,NA,"(Mart.) Benth.","Alagoas",NA,NA,"D.Coelho","-37.4366989135742","-9.74833011627197",NA,NA,"Pão de Açúcar","34758","auto",NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA
"367","2021-01-26 14:12:36-03","CPACT","ECT","1311","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea","S.M.Faria; J.Souza","2568","2009","03","24",NA,"Brasil",NA,NA,NA,"ECT0001311","Embryophyta",NA,"ferrea","Barneby","Pará","Floresta Nacional de Carajás. Estrada de acesso à N8. Nome comum: mimosa-da-canga. Altitude obtida a partir dos dados de coordenadas geográficas.","ECT0001311","R.D.Ribeiro|H.C.Lima","-50.185278","-6.067778","754","754","Parauapebas",NA,NA,NA,NA,"2009","06","50º11'7''W","6º4'4''S","05",NA,NA,NA,NA
"368","2021-02-04 10:28:38-03","UFRPE","HST","18309","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","G.Fotius","3374","1983","03","25",NA,"Brasil",NA,NA,"Arb., Fl 1 e 2., Alt.: 3 a 4 m., Folha verde azulada na face superior e mais clara na face inferior. Flor branca, sendo rosada quando jovem.","HST018309",NA,NA,NA,"(Mart.) Benth.","Pernambuco","2 Km ao Norte de Petrolina",NA,"L.P. de Queiroz","-40.833333","-9.652833",NA,NA,"Petrolina",NA,NA,NA,NA,"2010","06","40°50'W","9°39.17'S","21",NA,NA,NA,NA
"369","2021-02-04 10:28:38-03","UFRPE","HST","16403","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","A.M.Miranda; R. Costa et V.F. Silva","6033","2009","05","15",NA,"Brasil",NA,NA,"Arbusto ca. 4 m alt.; caule marrom; inflorescências brancas; frutos imaturos avermelhados.","HST016403",NA,NA,NA,"(Mart.) Benth.","Piauí",NA,NA,"L.P.de Queiroz",NA,NA,NA,NA,"Jurumenha",NA,NA,NA,NA,"2009","06",NA,NA,NA,NA,NA,NA,NA
"370","2021-02-04 10:28:38-03","UFRPE","HST","18346","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","G.Fotius","3429","1983","04","13",NA,"Brasil",NA,NA,"Arb., Fl 2., Alt.: 3 a 4 m. Flor rósea. Casca cinza com pequenas lenticelas em linhas verticais. Alguns espinhos nos galhos velhos, nenhum espinho nos galhos jovens.","HST018346",NA,NA,NA,"(Mart.) Benth.","Pernambuco","4 Km ao Norte de Perolina",NA,"L.P. de Queiroz","-40.8055","-9.592667",NA,NA,"Petrolina",NA,NA,NA,NA,"2010","06","40°48.33'W","9°35.56'S","21",NA,NA,NA,NA
"371","2021-02-04 10:28:38-03","UFRPE","HST","18340","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","G.Fotius","3477 bis","1983","05","26",NA,"Brasil",NA,NA,"Arb., Fr 2., Alt.: 2 a 3 m. Planta muito espinhosa mesmo nos galhos floríferos, de espinhos dobrados para baixo. Arb., Fl 1 e 2., Alt.: 3 a 4 m., Folha verde azulada na face superior e mais clara na face inferior. Flor branca, sendo ro","HST018340",NA,NA,NA,"(Mart.) Benth.","Pernambuco","5 Km ao norte de Petrolina",NA,"L.P. de Queiroz","-40.8055","-9.592667",NA,NA,"Petrolina",NA,NA,NA,NA,"2010","06","40°48.33'W","9°35.56'S","21",NA,NA,NA,NA
"372","2021-02-04 10:28:38-03","UFRPE","HST","4087","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","F.B.Ramalho","171","1973","03","27",NA,"Brasil",NA,NA,"Árvore, mais ou menos 6m alt., espinhos na madeira. Flores alvas, perfume ativo.","HST004087",NA,NA,NA,"(Mart.) Benth.","Bahia","Fazenda Caldeirão",NA,"C.T.Rizzini","-40.9707984924316","-9.16193962097168",NA,NA,"Casa Nova","116505","auto",NA,NA,"1975","10",NA,NA,"07",NA,NA,NA,NA
"373","2021-02-04 10:28:38-03","UFRPE","HST","16946","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","acutistipula","Mimosa acutistipula","M.F.A.A.Santos; et al.","s.n.","2009","05","19",NA,"Brasil",NA,NA,"Arbusto ca. 4,88 m alt.; circunferência ao nível do solo com 20,5 cm; casca marrom-escuro; inflorescência creme-amarelada.","HST016946",NA,NA,NA,"(Mart.) Benth.","Pernambuco","Bota Fora Santana ( subida para as parcelas 1 e 2 A)",NA,"A.M.Miranda","-40.1488990783691","-7.651939868927",NA,NA,"Ipubi","42741","auto",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
