"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"43","2019-11-21 14:52:34-03","UFJF","CESJ","22200","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","L. Krieger","CESJ22200","1988","05","16","América do Sul","Brasil","Minas Gerais","São João Del Rei","São Sebastião da Vitória","-44.2616996765137","-21.1355991363525",NA,NA,NA,"Na mata (brejo) em touceiras densas. Apareceu umas poucas pinas férteis já secas.","CESJ022200",NA,"39093","auto","2008","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:52:34-03","UFJF","CESJ","21242","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","L. Krieger; P.Ivo","CESJ21242","1986","07","10","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga","Sobre barranco, frente para o sul. Frequente na área.",NA,NA,NA,NA,NA,"Frondes férteis mais estreitas.","CESJ021242",NA,NA,NA,"1991","04",NA,NA,NA,NA,"17",NA,NA,NA,NA
"45","2020-06-30 18:33:17-03","UFJF","CESJ","26032","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","J.E.Z. Oliveira; D. Graçano","231","1992","10","21","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Paraiso das Cladônias",NA,NA,NA,NA,NA,"sobre briófitas. Estéril. Numa clareira, a 200m subindo a mata de galeria, partindo do trilho da Ponte de Pedra.","CESJ026032",NA,NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:52:34-03","UFJF","CESJ","26624","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore",NA,"L.B. Damazio","s.n.",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","C. de Antônio Pereira",NA,NA,NA,NA,NA,NA,NA,"CESJ026624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:52:34-03","UFJF","CESJ","26644","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","A.C. Brade","A.P. Duarte","3226","1950","09","18","América do Sul","Brasil","Minas Gerais",NA,"Serra do Cipó, Descida para o Morro do Pilar. 1000m. Planta de formação rupestre em arenito triássico em estado de desagragação constante adiantado.",NA,NA,NA,NA,NA,NA,"CESJ026644",NA,NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:52:34-03","UFJF","CESJ","26654","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","Schwacke","C.A.W. Schwacke","14807","1902","06",NA,"América do Sul","Brasil","Minas Gerais",NA,"Serra de Ouro Preto",NA,NA,NA,NA,NA,"EX. Herbário Damazio","CESJ026654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-30 18:33:17-03","UFJF","CESJ","27482","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","J.E.Z. Oliveira","383","1993","10","16","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Entre o Centro de Estudos e o Camping",NA,NA,"1385","1385",NA,"Mesófila. Ciófita. Infrequente. Sobre humus. terrestre, na mata, em tufus, rizoma rastejante, capitado.","CESJ027482",NA,NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-30 18:33:17-03","UFJF","CESJ","27544","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino","1297","1994","07","29","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Prainha, população junto com <em>E. lingua</em>.",NA,NA,NA,NA,NA,"Estéril. Frondes maiores que o outro, pecíolo longo, escamas face abaxial castanhas, adaxial claras, rizoma mais robusto, escamas escuras.","CESJ027544",NA,NA,NA,"1994","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:52:34-03","UFJF","CESJ","27998","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino","785","1990","10","14","América do Sul","Brasil","Minas Gerais",NA,"Serra do Cipó, km 5 - Estrada para Carmésia. Sobre arenito, junto a curso d'água.",NA,NA,NA,NA,NA,"Estéril.","CESJ027998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-30 18:33:17-03","UFJF","CESJ","29458","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita","995","1993","05","01","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, no caminho do Centro de Estudos para o Camping, à esquerda, depois da ponte, a 2m do caminho, local protegito da luz por candeias.",NA,NA,NA,NA,NA,"saxícola. Poucos exemplares. Escamas castanho doiradas recobrindo o pecíolo e fronde. Fronde longamente lanceolada. Folha fértil mais longa que a estéril.","CESJ029458",NA,NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:52:34-03","UFJF","CESJ","72563","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","V.A.O. Dittrich","V.A.O. Dittrich","2308","2019","04","19","América do Sul","Brasil","Minas Gerais","Olaria","Serra do Cruz, Trilha de moto que sai das proximidades da pista de pouso em direção WNW","-44.084306","-21.886722","1550","1550",NA,"Terrícola em borda de moita em afloramento rochoso (área transicional de floresta para campo)","CESJ072563",NA,NA,NA,"2019","04","-44.084306","-21.886722",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:52:34-03","UFJF","CESJ","28522","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","W.A.Texeira","s.n.","1994","04","27","América do Sul","Brasil","Minas Gerais","Itabirito","Pico do itabirito, Coletada em transição de afloramentos de quartizíto para mata de galeria, local sombreado, MBR.","-43.801399230957","-20.2532997131348",NA,NA,NA,"Folhas bastante pilosas, ambas as faces, mais intensamente quando jovens.","CESJ028522",NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-30 18:33:17-03","UFJF","CESJ","9451","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","L. Krieger","CESJ9451","1970","10","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"No chão da mata, perto do rio, parece não estar esporulado.","CESJ009451",NA,"30417","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-30 18:33:17-03","UFJF","CESJ","27444","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","V.A.O. Dittrich","L. Krieger","CESJ27444","1970","05","13","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Nas rochas areníticas, lugares úmidos e sombreados.","CESJ027444",NA,"30417","auto","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-30 18:33:17-03","UFJF","CESJ","27188","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; J.E.Z. Oliveira; P.B. Pita; D. Graçano","1045","1993","05","15","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Descendo o Rio do Salto, à direita da Ponte de Pedra antes da C. dos Macacos (1150m).","-43.793098449707","-21.8425006866455",NA,NA,NA,"Mesófila e Ciófita. Infrequente no Parque. Rupícola. Formando um tapete. Herbáceo.","CESJ027188",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-30 18:33:17-03","UFJF","CESJ","27969","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","P.B. Pita","s.n.","1994","05","14","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entre Ponte de Pedra e Cachoeira dos Macacos.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Higrófila, heliófita, terrestre sobre húmus. População.","CESJ027969",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-06-30 18:33:17-03","UFJF","CESJ","26180","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; M.C. Brügger; J.E.Z. Oliveira","861","1992","08","20","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Na mata, formando densa população.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Rizoma rasteiro, saxícola, frondes com escamas abundantes, coloração avênea. ( 1200 msm)","CESJ026180",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-06-30 18:33:17-03","UFJF","CESJ","52323","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","V.A.O. Dittrich","R.F. Novelino","1164","1993","08","07","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Prainha, subindo a Ponte de Pedra.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Em tufos, saxícola, frondes emoladas revolutas, junto E. lingua. Estéril.","CESJ052323",NA,"30417","auto","2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:52:34-03","UFJF","CESJ","25910","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; A. Chautems; M.C. Brügger; M.Peixoto","815","1992","02","08","América do Sul","Brasil","Minas Gerais","Olaria","Serra das Flores, Faz. Cachoeirinha - km 183,5 BR-267. Epífita, 1500msm.","-43.937198638916","-21.8607997894287",NA,NA,NA,"Fronde fértil muito escura na face abaxial, mais longa que a estéril. Rizoma rastejante. Fronde com escamas claras.","CESJ025910",NA,"15222","auto","1992","02",NA,NA,NA,NA,"08",NA,NA,NA,NA
"62","2019-11-21 14:52:34-03","UFJF","CESJ","26636","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","A.C. Brade","J. Badini","273","1936",NA,NA,"América do Sul","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"CESJ026636",NA,"44599","auto","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:52:34-03","UFJF","CESJ","25548","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; F.R.G. Salimena","799","1990","10","15","América do Sul","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas, Entre fendas dos blocos de arenito, intensamente coberto de musgos.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Rízes adventícias numerosas. Fértil.","CESJ025548",NA,"44599","auto","1990","10",NA,NA,NA,NA,"15",NA,NA,NA,NA
"64","2019-11-21 14:52:34-03","UFJF","CESJ","24100","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","Jorge","L. Krieger; R.F. Novelino; Jorge","CESJ24100","1989","09","18","América do Sul","Brasil","Minas Gerais","Ouro Preto","Camarinhas, Na mata, sobre pedras.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"CESJ024100",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:52:34-03","UFJF","CESJ","25133","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","R.F. Novelino","R.F. Novelino; L. Krieger; R.F. Novelino; H.R.N.Camargo","CESJ739","1990","05","01","América do Sul","Brasil","Minas Gerais","Ouro Preto","Morro de São João, No muro de arenito, ao abrigo de arbustos.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"CESJ025133",NA,"44599","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:52:34-03","UFJF","CESJ","46516","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","F.S. Souza; C.N. Matozinhos; K. Antunes","54","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Terricola em campo rupestre.","CESJ046516",NA,"20815","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:52:34-03","UFJF","CESJ","50277","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","F.S. Souza","F.S. Souza; S.A. Roman; T.M. Machado","454","2008","05","01","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Terrestre em campo rupestre.","CESJ050277",NA,"20815","auto","2009","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:52:34-03","UFJF","CESJ","27999","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) & T.Moore","L.C.N. Melo","M.C. Brügger","4","1993","12","03","América do Sul","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,"no arenito. Na mata, sobre humus. Fértil mais longa q estéril. Rizoma rastejante. Escamas ruivas. Fronde com escamas esbranquiçadas.","CESJ027999",NA,"10355","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:28:42-03","UNICAMP","UEC","63325","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Willd.) T.Moore","Schwacke","Schwacke","14807","1904",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"UEC076268","UEC076268","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-06 09:55:00-03","UFOP","OUPR","10778","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Badini, J.","s.n.","1960",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra de Ouro Preto",NA,NA,NA,NA,NA,"Erva, sobre a canga.",NA,NA,NA,NA,"2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"71","2019-11-06 09:55:00-03","UFOP","OUPR","26811","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Silva, J.L.","Cândido, E.S.; Scalon, V.R.; Silva, J.L.; Vítor, B. & Custódio","406","2010","04","23",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Sertão.","-43.463028","-20.43725",NA,NA,NA,"Campo rupestre quartzítico.",NA,NA,NA,NA,"2013","01","-43.463028","-20.43725",NA,NA,"21",NA,NA,NA,NA
"72","2019-11-06 10:13:52-03","UFOP","OUPR","30446","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Badia, C.C.V.","Badia, C.C.V.; Echternacht, L.","76","2017","12","14",NA,"Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro São Sebastião. A trilha se inicia na antiga pedreira e termina na nascente do Rio das Velhas, próxima à Rua das Camarinhas.","-43.506422","-20.389194",NA,NA,NA,"Coletada na parte florestal, em área sombreada e úmida.",NA,NA,NA,NA,"2018","01","-43.506422","-20.389194",NA,NA,"10",NA,NA,NA,NA
"73","2019-11-06 09:55:00-03","UFOP","OUPR","10779","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Camargo, R.F.N.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Terreno pedregoso.",NA,NA,"44599","auto","1989","07",NA,NA,NA,NA,"05",NA,NA,NA,NA
"74","2019-11-06 09:55:00-03","UFOP","OUPR","10780","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Novelino, R.F.","Badini, J.","s.n.","1936",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Terreno pedregoso.",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:55:00-03","UFOP","OUPR","10783","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Terreno pedregoso.",NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"76","2019-11-06 09:55:00-03","UFOP","OUPR","10784","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Godoy, J.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Sobre paredões.",NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"77","2019-11-06 09:55:00-03","UFOP","OUPR","10782","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"78","2019-11-06 09:55:00-03","UFOP","OUPR","15223","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Messias, M.C.T.B.; Silva, J.L.","799","2002","11","23",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Campo rupestre, em fendas de quartzito.",NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"16",NA,NA,NA,NA
"79","2019-11-06 09:55:00-03","UFOP","OUPR","22261","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Salino, A.","Messias, M.C.T.B.","782","2002","11","21",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Campo rupestre.",NA,NA,"44599","auto","2015","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-06 09:55:00-03","UFOP","OUPR","4055","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Krieger, L.; Novelino, R.F. & Silva, J.L.","s.n.","1989","09","18",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Na mata, sobre pedras.",NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"81","2019-12-18 15:50:40-03","UFOP","OUPR","9588","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Matos, F.B.","Messias, M.C.T.B.","367","2000","09","22",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Campo rupestre.",NA,NA,"44599","auto","2019","12",NA,NA,NA,NA,"02",NA,NA,NA,NA
"82","2019-11-06 09:55:00-03","UFOP","OUPR","10781","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Melo, L.C.N.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Velozo","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","2008","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"83","2020-04-27 16:09:31-03","UFES","VIES","2926","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Novelino, R.F.","Krieger, L.","9451","1970","10","01",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"VIES002926","VIES002926 VIES002926_1",NA,NA,"1998","01",NA,NA,NA,NA,"01",NA,NA,NA,NA
"84","2020-06-29 09:30:11-03","UFRRJ","RBR","30138","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","R.F. Novelino","M.A.L. Rocha","57","2006","09","16",NA,"Brasil","Goiás","Chapada dos Veadeiros","Portal da Chapada, Sobre barranco, lugar sombreado. 14º09#?#88'S, 47º35#?#97'W. Alt. 1164m.",NA,NA,"1164","1164",NA,NA,"RBR00030138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:23:06-03","MBM","MBM","229076","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) Moore","Novelino, R.F.","Hatschbach, G.; Silva, J.M.; Cruz, J.M.; Silva, J.M.; Cruz, J.M.","68285","1998","09","02","Southern America","Brazil","Paraná","Tomazina","Anhanguera","-49.9496994018555","-23.778299331665",NA,NA,NA,"Dos paredões rochosos","MBM229076","MBM229076","29630","auto","2001","04",NA,NA,NA,NA,"30",NA,NA,NA,NA
"86","2020-12-21 16:23:06-03","MBM","MBM","222170","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) Moore","Krapovickas, A.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2385","1998","01","31","Southern America","Brazil","Mato Grosso do Sul","Bonito","Bonito, arredores da cidade","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"MBM222170","MBM222170","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:23:06-03","MBM","MBM","135411","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) Moore","Novelino, R.F.","Asplund, E.","7603","1939","07",NA,"Southern America","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM135411","MBM135411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:23:06-03","MBM","MBM","46495","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) Moore",NA,"Crosby, M.R.","2723","1976","02","20","Southern America","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM046495","MBM046495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
