"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"47","2019-10-09 11:21:41-03","UFBA","ALCB","131404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira",NA,"Menezes, LFT; Melo, AL; Alves, GTR; Lima, HRP","294","1999","05","29","Southern America","Brasil","Rio de Janeiro",NA,"ca 3,0 m de altura. com flores.; Floresta de restinga.","ALCB048165","ALCB048165","Ilha de Marambaia. praia de Armação.","-44.040599822998","-22.9596996307373","Mangaratiba.",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:21:41-03","UFBA","ALCB","131466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Souza, MC","Silva, RCC; Costa, IR","135","1984","02","09","Southern America","Brasil","Rio de Janeiro",NA,"com flores brancas.","ALCB048176","ALCB048176","Jardim Botânico do Rio de Janeiro, seção 18 canteiro B piq. 2.","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","2003",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:21:41-03","UFBA","ALCB","131405","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira",NA,"Fiontella, J; Paixão, R","3157","1993","10","26","Southern America","Brasil","Rio de Janeiro",NA,"ca 1,5m de altura, heliófilo, frutos imaturos de cor vinosa, frequente no local.","ALCB048166","ALCB048166","reserva Ecológica de Jacarepiá. Nos arredores da reserva, a 50 m da Adeja, junto a estrada de barro. Local visivelmente pertubado pela ação antrópica, solo arenoso.","-42.5102996826172","-22.9200000762939","Saquarema",NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:21:41-03","UFBA","ALCB","108728","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Guedes, ML; Rodarte, ATA","Guedes, ML","19597","2012","04","07","Southern America","Brasil","Rio de Janeiro",NA,"ca. 2 m alt. Folhas cartáceas. Frutos passando do laranja para o vinho, maduros são pretos.","ALCB060549",NA,"APA Restinga entre Itaipuaçu e Marica","-42.902222","-22.974722","Rio de Janeiro",NA,NA,NA,NA,NA,"2012","-42.902222","-22.974722",NA,"04",NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:21:41-03","UFBA","ALCB","21505","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Barros, GM","Curso de Taxonomia vegetal","s/n","1985","06","26","Southern America","Brasil","Espírito Santo",NA,NA,"ALCB060548",NA,"Rodovia do Sol ES060, km 32","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:21:41-03","UFBA","ALCB","131475","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Souza, MC","Thomaz, LD","1385","1995","03","07","Southern America","Brasil","Espírito Santo",NA,"ca 17 m de altura. caule interno branco, flores brancas, frutos verdes.","ALCB048185","ALCB048185",NA,"-40.6002998352051","-19.9356002807617","Santa Teresa","800","800",NA,"23813","auto","2009",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:21:41-03","UFBA","ALCB","131465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Braga, JMA","Bovini, MG; Braga, JMA; Giordano, LC","357","1994","04","23","Southern America","Brasil","Rio de Janeiro",NA,"ca 1,0 m de altura, heliófilo, folhas crassas, botões verdes.","ALCB048175","ALCB048175","Restinga de Carapebus, Fazenda São Lázaro.","-41.6610984802246","-22.1872005462646","Carapebus",NA,NA,NA,"13257","auto","1998",NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:21:41-03","UFBA","ALCB","131402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Souza, MC","Souza, MC","293","2003","10","31","Southern America","Brasil","Rio de Janeiro",NA,"ca 1 m de altura, com frutas verdes e maduros de cor negro-vináceo.; Floresta de Duna","ALCB048163","ALCB048163","Restinga de Marambaia. Área do exército.","-44.040599822998","-22.9596996307373","Mangaratiba",NA,NA,NA,"17272","auto","2003",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:21:41-03","UFBA","ALCB","131473","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira",NA,"Souza, MC","371","2004","07","27","Southern America","Brasil","Rio de Janeiro",NA,"ca 2 m de altura com galhas e flores.; Restinga de Marambaia","ALCB048183","ALCB048183","campo de provas do exército, próximo a linha 2.","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:21:41-03","UFBA","ALCB","126628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira",NA,"s. col.","s/n","1982","07","15","Southern America","Brasil","São Paulo",NA,"Árvore até 5 m de altura","ALCB060547",NA,NA,"-48.1199989318848","-22.7800006866455","Anhembi",NA,NA,NA,"25656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 10:05:51-03","NBC","NL-BOTANY","U.1441211","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","tuberculata","Calyptranthes tuberculata","O.Berg",NA,"Riedel JGF",NA,"1832","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441211","NL-U1441211","Brasilia: Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"58","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527457","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Mitranthes","obscura","Mitranthes obscura","(DC.) D.Legrand",NA,"Duarte AP; Pereira E",NA,"1959","06","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527457","NL-L2527457","Estado da Guanabara, Restinga de Jacarepagua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"59","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U 0005173","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) D.Legrand",NA,"Riedel L",NA,"1832","10","01","Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005173","NL-U0005173","Rio Janeiro",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","67699 B",NA,NA,NA,NA
"60","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1452629","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) D.Legrand","Kawasaki ML","Hoehne W",NA,"1965","05","20","Southern America","Brazil","Rio de Janeiro",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452629 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452629","NL-U1452629","Brasil, Rio de Janeiro, Barra da Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,"09","Magnoliopsidae","U 0123636","01",NA,NA,NA
"61","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1452630","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) D.Legrand","Proença CEB","Lindeman JC",NA,"1971","07","16","Southern America","Brazil","Rio de Janeiro",NA,"Bosque na 2e serie de dunas.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452630","NL-U1452630","Brasil, restinga logo S de Cabo Frio, RJ.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0239534",NA,NA,NA,NA
"62","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1452631","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) D.Legrand",NA,"Duarte AP; Pereira E",NA,"1959","06","09","Southern America","Brazil","Rio de Janeiro",NA,"Restinga arenosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452631","NL-U1452631","Brasil, Distrito Federal, Restinga de Jacarepaguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0239533",NA,NA,NA,NA
"63","2020-11-04 10:56:25-03","ESALQ","ESA","135439","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","M. Souza","H.F. Uller","311.0","2020","10","13",NA,"Brasil","Rio de Janeiro",NA,NA,"ESA135439",NA,NA,"-42.0186004638672","-22.8794002532959","Cabo Frio",NA,NA,NA,"40069","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:15:04-03","ESALQ","ESA","95656","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura",NA,"Proença, C.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5978.0","2006","07","15",NA,"Brasil","Rio de Janeiro",NA,"Arbusto, ca. 1m alt. Frutos verdes","ESA095656","ESA095656","Praia Seca. Restinga de Massambaba",NA,"-22.925","Cabo Frio","3","3",NA,NA,NA,NA,"-42,327,778","-22,925",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:15:04-03","ESALQ","ESA","48656","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Caldas, D.K.D.","Souza, J.P. ; Souza, V.C.","2440.0","1998","07","06",NA,"Brasil","Rio de Janeiro",NA,NA,"ESA048656","ESA048656",NA,"-42.0186004638672","-22.8794002532959","Cabo Frio",NA,NA,NA,"40069","auto","2019",NA,NA,NA,"08",NA,NA,"02",NA,NA,NA
"66","2021-01-14 15:32:11-03","MN","R","8930","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","obscura","Mitranthes obscura","(DC.) D. Legrand","Graziela","Glaziou, A.F.M.","1279","1867","05","23",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000008930","R000008930_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-01-14 15:32:11-03","MN","R","8931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","Proenca, C.","Glaziou, A.F.M.","10783","1879","03","20",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000008931","R000008931_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:31:17-03","IAP","PACA-AGP","57976","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","obscura","Calyptranthes obscura","DC.","Legrand","R. M. Klein","32","1950","08","31",NA,"Brasil","SC",NA,"15m de altura. Eq. Ecologia nr. 4b. HBR 4837. Habitat: in silva Fenofase: flor Hábito: árvore","PACA057976",NA,"Mata da Azambuja","-48.9174995422363","-27.0981006622314","Brusque","50","50",NA,"19684","auto","1953",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"69","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066539","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","C. Proenca","L. R. Landrum","4168","1982","1","21",NA,"Brazil","Rio de Janeiro",NA,"Shrub ca. 3 m high.",NA,NA,"Marica, Restinga de Marica, between ocean and Lagoa de Marica, ca. 40 km E of Rio de Janeiro.","-42.841469","-22.89952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057065","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","C. Proenca","M. Landim; S. C. Santos, E. Santos","419","1995","6","23",NA,"Brazil","Sergipe",NA,"Arvore com ca. 4 m de altura. Presenca de flores e frutos imaturos.",NA,NA,"Mun. Barra dos Coqueiros. Area proxima ao Terminal Portuario de Sergipe.","-37.029579","-10.91142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0066540","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N. Silveira","C. Proenca","D. Sucre","3735","1972","3","23",NA,"Brazil","Rio de Janeiro",NA,"Semiumbrofila, rupicola, 4.5 m lamina da folha verde discolor, lucida ambas ae faces com nervura media e o peciolo verde palido e calice tamben.",NA,NA,"Guanabara. Rio de Janeiro, Jacarepagua, lado oeste de Pedra de Itauna.","-43.358056","-22.942778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:56-03","UNICAMP","UEC","141722","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(A.DC.) N.Silveira","Sobral, M","Matsumoto, K; et al.","735","2001","12","08",NA,"Brazil","Rio de Janeiro",NA,"Embrião eugenióide. Arbusto ca. 1,5 m, fruto avermelhados a nigrescentes.; Restinga.","UEC008227","UEC008227","Restingas de Maricá.","-42.888444","-22.967417","Maricá","25","25",NA,NA,NA,"2006","-42.888444","-22.967417",NA,"02",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:56-03","UNICAMP","UEC","204747","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(A.DC.) N.Silveira","Souza, MC","Costa, IG","708","2015","07","25",NA,"Brazil","Espírito Santo",NA,"Arbusto, ca. 5m; Lâmina papirácea esverdeada; Fruto imaturo esverdeado.; Restinga.","UEC169328","UEC169328","Praia das Neves., Margem da estrada. Loteamento da Ferrous.","-40.966556","-21.255639","Presidente Kennedy","6","6",NA,NA,NA,"2015","-40.966556","-21.255639",NA,"07",NA,NA,"26",NA,NA,NA
"74","2021-03-01 16:36:56-03","UNICAMP","UEC","11744","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(A.DC.) N.Silveira","Sobral, M","Hatschbach, G","31799","1973","04","01",NA,"Brazil","Paraná",NA,"Árvore 10 m, flor alva, mata pluvial.","UEC020094","UEC020094","Rio Quiririm.","-48.5746994018555","-25.8827991485596","Guaratuba","50","50",NA,"41937","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:56-03","UNICAMP","UEC","33274","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(A.DC.) N.Silveira","Sobral, M","Hoehne, W","5977","1965","05","20",NA,"Brazil","Rio de Janeiro",NA,"Arbusto de 1,5 a 2,5 m alt. Flores alvas na restinga.","UEC020095","UEC020095","Barra da Tijuca","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,"57442","auto","1985",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"76","2021-03-26 10:43:32-03","UDESC","LUSC","7990","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","SOBRAL, M.","Souza, J.P.; Souza, V.C.","2440","1998","07","06",NA,"Brasil","Rio de Janeiro",NA,NA,"LUSC008609","LUSC008609","Estrada entre a praia de Massabamba e Praia Seca. Dunas.","-42.0186004638672","-22.8794002532959","Cabo Frio",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-26 10:43:32-03","UDESC","LUSC","5461","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","SOBRAL, M.","J.Paula-Souza; Zuloaga, F.O.; Morrone, O.; Tsuji, R. & Silveira, M. F.","5878","2006","07","15",NA,"Brasil","Rio de Janeiro",NA,"Restinga;;Imaturo;frutos verdes. Habito: arbusto","LUSC008633","LUSC008633","Praia Seca, Restinga de Massambaba.","-42.0186004638672","-22.8794002532959","Cabo Frio","3","3",NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-10-14 15:57:01-03","BS","M","M-0137160","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) D.Legrand",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0137160",NA,"Brasilia Provinc. Minas Novas. secus fl. Rio de St. Francisco",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"79","2019-06-27 10:25:57-03","UFES","VIES","21560","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Souza, M.C.","Fontana, A.P.; Kollmann, L.J.C.; Cunha, G.; Couto, D.R.; Manhães, V.C. & Leite, V.","5329","2008","06","24",NA,"Brasil","Espírito Santo",NA,NA,"VIES021560","VIES021560","São João do Norte.","-41.5331001281738","-20.763599395752","Alegre",NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-04-27 16:10:50-03","UFES","VIES","16003","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Giaretta, A.O.","Pereira, O.J.; Turma Florística 97/01","5993","1997","06","05",NA,"Brasil","Espírito Santo",NA,NA,"VIES016003","VIES016003","Área da C.A.F.","-40.6455993652344","-20.8057994842529","Anchieta",NA,NA,NA,"28755","auto","2012",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"81","2020-04-27 16:10:50-03","UFES","VIES","13554","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giaretta","Pereira, O.J.; Polycarpo, P.V.; Breganci, J.M. & Souza, P.F.","7457","2006","07","19",NA,"Brasil","Espírito Santo",NA,NA,"VIES013554","VIES013554","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"82","2021-02-12 18:12:20-03","UFES","VIES","385","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Sobral, M.","Curso de Especialização em Taxonomia Vegetal","s.n.","1984","06","26",NA,"Brasil","Espírito Santo",NA,NA,"VIES000385","VIES000385","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1986",NA,NA,NA,"04",NA,NA,NA,NA,NA,NA
"83","2019-06-27 10:25:57-03","UFES","VIES","1745","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Barroso, G.M.","Pereira, O.J.; Gomes, J.M.L.","955","1987","08","19",NA,"Brasil","Espírito Santo",NA,NA,"VIES001745","VIES001745","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-27 10:25:57-03","UFES","VIES","1744","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L.","954","1987","08","19",NA,"Brasil","Espírito Santo",NA,NA,"VIES001744","VIES001744","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-27 10:25:57-03","UFES","VIES","1430","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Pereira, O.J.","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","911","1987","05","27",NA,"Brasil","Espírito Santo",NA,NA,"VIES001430","VIES001430","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-04-27 16:10:50-03","UFES","VIES","39927","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giaretta","Gomes, J.M.L.","4081","2012","08","31",NA,"Brasil","Espírito Santo",NA,NA,"VIES039927","VIES039927","Cacimbas.","-40.0722007751465","-19.3910999298096","Linhares",NA,NA,NA,"48094","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"87","2020-04-27 16:10:50-03","UFES","VIES","18653","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giaretta","Gomes, J.M.L.; Valadares, R.T.","3429","2009","08","30",NA,"Brasil","Espírito Santo",NA,NA,"VIES018653","VIES018653",NA,"-41.0466995239258","-21.0988998413086","Presidente Kennedy",NA,NA,NA,"24088","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:10:50-03","UFES","VIES","27523","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giantta","Silva, L.A.; Ribeiro, K.S. & Barros, P.H.D.","194","2012",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,"VIES027523","VIES027523","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707","Vila Velha",NA,NA,NA,"27156","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"89","2019-06-27 10:25:57-03","UFES","VIES","21558","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Souza, M.C.","Couto, D.R.; Fontana, A.P.; Manhães, V.C. & Sobreira, R.","802","2008","08","07",NA,"Brasil","Espírito Santo",NA,NA,"VIES021558","VIES021558","São João do Norte.","-41.5331001281738","-20.763599395752","Alegre",NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-06-27 10:25:57-03","UFES","VIES","358","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Barroso, G.M.","Behar, L.","4","1984","06","26",NA,"Brasil","Espírito Santo",NA,NA,"VIES000358","VIES000358","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-06-27 10:25:57-03","UFES","VIES","1746","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Pereira, O.J.","Pereira, O.J.; Gomes, J.M.L.","956","1987","08","19",NA,"Brasil","Espírito Santo",NA,NA,"VIES001746","VIES001746","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-06-27 10:25:57-03","UFES","VIES","1719","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira",NA,"Pereira, O.J.; Gomes, J.M.L.","986","1987","08","21",NA,"Brasil","Espírito Santo",NA,NA,"VIES001719","VIES001719","Setiba.","-40.5110015869141","-20.6580009460449","Guarapari",NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-04-27 16:10:50-03","UFES","VIES","13520","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giaretta","Gomes, J.M.L.; Valadares, R.T.","3420","2009","08","28",NA,"Brasil","Espírito Santo",NA,NA,"VIES013520","VIES013520",NA,"-41.0466995239258","-21.0988998413086","Presidente Kennedy",NA,NA,NA,"24088","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"94","2020-04-27 16:10:50-03","UFES","VIES","39988","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","A. Giaretta","Gomes, J.M.L.","3987","2012","10","14",NA,"Brasil","Espírito Santo",NA,NA,"VIES039988","VIES039988","Mata de Restinga.","-41.0466995239258","-21.0988998413086","Presidente Kennedy",NA,NA,NA,"24088","auto","2017",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"95","2019-06-27 10:25:57-03","UFES","VIES","5218","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obscura","Neomitranthes obscura","(DC.) N.Silveira","Sobral, M.","Gomes, J.M.L.","1378","1990","11","03",NA,"Brasil","Espírito Santo",NA,NA,"VIES005218","VIES005218","Praia das Neves.","-41.0466995239258","-21.0988998413086","Presidente Kennedy",NA,NA,NA,"24088","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
