"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","fieldNumber","sex"
"48","2020-10-14 09:58:01-03","FURB","FURB","53861","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","429","2017","05","10",NA,"Brasil","Santa Catarina","Chapecó","Trevo.","-52.6511111","-26.9963889","724","724",NA,"flor creme Habitat: interior do fragmento Habito: erva","FURB53861","FURB53861",NA,NA,NA,"2017","05",NA,"-52.6511111","-26.9963889",NA,NA,NA,NA
"49","2020-10-14 09:58:01-03","FURB","FURB","53862","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","542","2017","05","19",NA,"Brasil","Santa Catarina","Treze Tílias",NA,"-51.48","-27","800","800",NA,NA,"FURB53862","FURB53862",NA,NA,NA,"2017","05",NA,"-51.4800000","-27.0000000",NA,NA,NA,NA
"50","2020-10-14 09:58:01-03","FURB","FURB","63234","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Funez, L.A.","8810","2019","03","05",NA,"Brasil","Santa Catarina","Xanxerê","Cascata S. Manella.","-52.4661111","-26.7602778","600","600",NA,"Flores róseas Habitat: Borda da floresta Habito: Erva","FURB63234","FURB63234",NA,NA,NA,"2019","03","05","-52.4661111","-26.7602778",NA,NA,NA,NA
"51","2020-10-14 09:58:01-03","FURB","FURB","8490","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Funez, L.A.","Dreveck, S.; Verdi, M.","263","2008","02","23",NA,"Brasil","Santa Catarina","Curitibanos","Agropecuária Nossa Senhora Aparecida.","-50.5797223","-27.0908333","985","985",NA,"Florística IFFSC 562(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea;","FURB13977","FURB13977",NA,NA,NA,"2016","11","22","-50.5797223","-27.0908333",NA,NA,NA,NA
"52","2021-03-16 17:51:27-03","UCS","HUCS","11163","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Butzke, A.","Butzke, A.","105","1993","08","04",NA,"Brasil","Rio Grande do Sul","Erechim","Lado Sul","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HUCS006778",NA,NA,"46790","auto","1996","06",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-16 17:51:27-03","UCS","HUCS","11949","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Butzke, A.","Butzke, A.","s.n.","1993","04","12",NA,"Brasil","Rio Grande do Sul","Erechim","Mato Ibdf","-52.2738990783691","-27.6341991424561",NA,NA,NA,"Herbara 7020; interior do mato","HUCS006765",NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-16 17:51:27-03","UCS","HUCS","44974","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Inácio, C.D.","47","2005","01","17",NA,"Brasil","Rio Grande do Sul","Derrubadas","Parque estadual do Turvo","-53.8608016967773","-27.2646999359131","440","440",NA,NA,"HUCS006791",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-16 08:38:10-03","UTFPR","HCF","24844","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","L.A. Funez","L.A. Funez","5228","2016","02","10",NA,"Brasil","SC","Urubici","Cachoeira do Avencal","-49.621944","-28.029167","1162","1162",NA,"erva, flores rosadas. Floresta aberta em solo rochoso.",NA,NA,NA,NA,NA,"2016","11","22","49°37'19 W","28°01'45 S",NA,NA,NA,NA
"56","2019-08-16 08:38:10-03","UTFPR","HCF","25186","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","G.A. Dettke","E.L. Siqueira","2504","2018","03","22",NA,"Brasil","PR","Serranópolis do Iguaçu","Parque Nacional do Iguaçu, Estrada do","-54.024056","-25.472444","223","223",NA,"erva semi-ciófila, ripária, prostrada. Flores alvas, diminutas. Rio 4.",NA,NA,NA,NA,NA,"2018","06","29","54°01'26,6 W","25°28'20,8 S",NA,NA,NA,NA
"57","2019-08-16 08:38:10-03","UTFPR","HCF","14246","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","D. Girardo-Cañas & F. Biganzoli","O. Morrone","2053","1997","04","24",NA,"Argentina",NA,"MIsiones (Parque Prov. Urugua-í)","Dpto. General Manuel Belgrano, ruta nac.",NA,NA,NA,NA,NA,"borde de selva. Decumbente ca. 20 cm altura. Frecuente.",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-25 12:11:19-03","UFSM","SMDB","1940","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Alvarez, A.F.","Alvarez, A.F.","s.n.","1981","03","23",NA,"Brasil","Rio Grande do Sul","Nova Palma","Caemborá","-53.4688987731934","-29.471700668335",NA,NA,NA,NA,"SMDB001940","SMDB001940",NA,"23222","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-25 12:11:21-03","UFSM","SMDB","775","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Rambo, B","Beltrão, R","s.n.","1953","04","19",NA,"Brasil","Rio Grande do Sul","Santa Maria","Passo do Vacacaí mirim; estrada do Pinhal Santa Ma","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000775","SMDB000775",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-25 12:11:19-03","UFSM","SMDB","1801","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.",NA,"Alvarez, A.F.","s.n.","1980","07","05",NA,"Brasil","Rio Grande do Sul","Tenente Portela","Parque Estadual do Turvo; estrada para Porto Ga","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"SMDB001801","SMDB001801",NA,"14404","auto","1980","07","05",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:11:22-03","MBM","MBM","309636","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fries","Giraldo-Cañas, D.; Biganzoli","Morrone, O.; Deginani, N.B.; Múlgura Romero, M.E.; Deginani, N.B.; Múlgura Romero, M.E.","2053","1997","04","24","Southern America","Argentina","Misiones","General Manuel Belgrano","Parque Prov. Uruguai",NA,NA,NA,NA,NA,"Decumbente 20cm.; Borde de selva.","MBM309636","MBM309636",NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:11:22-03","MBM","MBM","309639","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fries","Belgrano, M.J.","Biganzoli, F.; Peralta, P.; Irrazabal, P.; Massaccesi, G.; Zucchino, B.; Peralta, P.; Irrazabal, P.; Massaccesi, G.; Zucchino, B.","938","2000","03","17","Southern America","Argentina","Misiones","Cainguás","Arroyo Liso",NA,NA,NA,NA,NA,NA,"MBM309639","MBM309639",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:11:22-03","MBM","MBM","338176","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fries","Vidal, C.Y.","Coelho, R.L.G.; Delfini-Feliciano, C.; Pinho-Ferreira, M.A.; Salino, A.; Tamashi; Delfini-Feliciano, C.; Pinho-Ferreira, M.A.; Salino, A.; Tamashiro, J.Y.","199","2007","04","08","Southern America","Brazil","Santa Catarina","Urupema","Fazenda Farofa","-49.866667","-27.916667","1426","1426",NA,"Erva 0,4m; flores rosas.; Vegetação secun daria, Floresta Ombrofila Mista.","MBM338176","MBM338176",NA,NA,NA,"2007","04","11","-49.866667","-27.916667",NA,NA,NA,NA
"64","2020-12-21 16:11:22-03","MBM","MBM","428620","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fries","Marchioretto, M.S.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2926","2015","02","07","Southern America","Brazil","Paraná","Foz do Jordão","Águas de São Francisco","-52.190444","-25.722611",NA,NA,NA,"Herbácea, 30 cm, flores creme, interior da mata.; Floresta Estacional Semidecidual.","MBM428620",NA,NA,NA,NA,"2018",NA,NA,"-52.190444","-25.722611",NA,NA,NA,NA
"65","2021-02-11 17:17:47-03","UFPR","UPCB","7186","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fries","Smith, L.B. & Smith, S.F.","Hatschbach, G.","15524","1966","12","16",NA,"Brasil","Paraná","Coronel Vivida",NA,"-52.567798614502","-25.979700088501",NA,NA,NA,"Interior da mata..",NA,NA,NA,"24833","auto","1968","08",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:17:47-03","UFPR","UPCB","13777","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fries","Hatschbach, G.","Sbalchiero, D.","146","1985","04","01",NA,"Brasil","Paraná","Curitiba","Colégio Estadual","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Ruderal..",NA,NA,NA,"25180","auto","1985","01","01",NA,NA,NA,NA,NA,NA
"67","2012-09-13 06:53:00-03","MO","MOBOT","3421224","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. Arzivenco|J. Vasconcellos Neto","Arzivenco 54","1978","5","15","South America","Brazil",NA,NA,"Esmeralda, E. E.Aracuri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-09-23 03:32:00-03","MO","MOBOT","3494962","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","K. Suessenguth","Erik L. Ekman","Ekman 110","1908","1","13","South America","Argentina","Misiones",NA,"Posadas, Loreto, in cultis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","2193278","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen, T. M.","José E. Montes","Montes 15100","1951","3","10","South America","Argentina","Misiones","Candelaria","Santa Ana.","-55.58333","-27.38333","216.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2011-06-15 17:26:00-03","MO","MOBOT","2193310","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen, T. M.","Rosa Guaglianone|Nuncia M. Tur|E.P. Carrillo F.","Guaglianone 1177","1983","1","31","South America","Argentina","Misiones","General Manuel Belgrano","Juan Manuel de Rosas, Salto Andresito, sotobosque sobre barranco Arroyo Gramado, Ruta Nacional 101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","2193340","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1263","1999","5","12","South America","Argentina","Misiones","Guaraní","A 350 m del puente del arroyo Fortaleza.","-54.11666","-26.9","540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2193393","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1079","1999","5","7","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá, sendero detrás de la casa del guardaparques.","-53.9","-27.15","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-08-21 04:37:00-03","MO","MOBOT","2193419","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1326","1999","5","13","South America","Argentina","Misiones","San Pedro","Reserva Esmeralda","-53.9","-26.88333","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-04-30 04:37:00-03","MO","MOBOT","2407039","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen, T. M.","RODRÍGUEZ","RODRÍGUEZ 558","1993","4","23","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá. Picada de Gendarmería Nacional","-53.88333","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2010-02-15 15:39:00-02","MO","MOBOT","2444865","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","Biganzoli 938","2000","3","17","South America","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada. Arroyo Liso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2013-01-28 05:13:00-02","MO","MOBOT","2444886","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Andres E. Johnson","Johnson 998","2002","4","7","South America","Argentina","Misiones","General Manuel Belgrano","RVS Urugua-í, Sendero Los Pozones",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-09-20 03:32:00-03","MO","MOBOT","2444904","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen, T. M., //","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","Morrone 924","1996","2","17","South America","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, Paruqe Prov. Urugua-í, 10 km de Deseado camino a Bernardo de Irigoyen.","-53.98333","-25.83333","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-09-20 03:32:00-03","MO","MOBOT","2458281","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Per Dusén","Dusén 17728","1916","2","23","South America","Brazil","Santa Catarina",NA,"Rio Uruguay (statis viae ferreae) in silva primaeva",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"79","2016-11-15 05:15:00-02","MO","MOBOT","2458298","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen, T. M., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44030","1992","1","29","South America","Brazil","Rio Grande do Sul",NA,"Iraí, ladera con selva frente al Balneario Oswaldo Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","3391202","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Pedersen","Fernando O. Zuloaga","Zuloaga 2020","1984","5","2","South America","Argentina","Misiones","Libertador General San Martín","Salto Encantado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2018-05-17 05:29:00-03","MO","MOBOT","3392995","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","M.J. Belgrano","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 2990","2002","3","5","South America","Argentina","Misiones","Apóstoles","Parque Provincial de la Sierra Ing. Agr. Raúl Martínez Crovetto, alrededores del salto Colmena milenaria.","-55.56666","-27.73333","330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-01-25 20:07:00-02","MO","MOBOT","3417432","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Troels M. Pedersen","Pedersen 15755","1991","3","23","South America","Brazil","Rio Grande do Sul",NA,"Near Santa Rosa. Mun. Santa Rosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-09-20 03:32:00-03","MO","MOBOT","3417465","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Troels M. Pedersen","Pedersen 15727","1991","3","17","South America","Brazil","Rio Grande do Sul",NA,"On road from Santa Maria to Cruz Alta, Alto da Serra. Mun. Santa Maria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2010-01-25 20:07:00-02","MO","MOBOT","3421155","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Troels M. Pedersen","Pedersen 13673","1984","2","24","South America","Argentina","Misiones","Cainguás","Trailing & rooting, flowering shoots upright.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-25 14:23:00-03","MO","MOBOT","3421188","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"Gert G. Hatschbach","Hatschbach 15524","1968","7",NA,"South America","Brazil","Paraná",NA,"Coronel Vivida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"86","2012-10-10 10:17:00-03","MO","MOBOT","2193366","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1516","2000","2","27","South America","Argentina","Misiones","Guaraní","Camino a Puerto Paraíso, 10 km pasando el desvío, borde de selva","-54.0333333","-27.25","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","2404829","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.","Belgrano, M. J.","Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6678","1998","3","26","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá, picada detrás de la casa del guardaparque.","-53.88333","-27.15","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-31 09:17:46-03","INPA","INPA","109070","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Rodrigues, WA","Junk, WJ","INPA109070","1983","01","20","Southern America","Brasil","Amazonas","Iranduba","IIha da Marchantaria, Iranduba, Ilha da Marchantaria.","-59.938889","-3.239167","7","7",NA,NA,"INPA0109070","INPA0109070 INPA0109070_e",NA,NA,NA,"1984",NA,NA,"-59.938889","-3.239167",NA,NA,NA,NA
"89","2020-08-31 09:17:46-03","INPA","INPA","589","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Siqueira, JC de","Almeida, JC de","INPA589","1955","01","17","Southern America","Brasil","Amazonas","Manaus","BR 174, km 9, Km 9 da BR 17","-60.03","-2.87",NA,NA,NA,NA,"INPA0000589","INPA0000589 INPA0000589_e",NA,NA,NA,"1982","06",NA,"-60.03","-2.87",NA,NA,NA,NA
"90","2020-06-15 15:28:11-03","UNESP-RC","HRCB","44332","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","Rambo","Pivetta","528","1953","11","29",NA,"Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","140","140",NA,"erva anua, flor branca",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-07 11:43:51-03","FUVATES","HVAT","2780","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E.Fr.","M. S. Marchioretto","L. C. Scherer","s.n.","2012","12","10",NA,"Brasil","Rio Grande do Sul","Roca Sales","Linha Picão. Mata Ciliar do Rio Taquari.","-51.953889","-29.606667",NA,NA,NA,"Subarbusto.; Àrea degradada sem floresta.","HVAT00002780",NA,NA,NA,NA,"2018","02","01","-51º57'14''W","-29º36'24''S",NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2251786","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. B. Smith & R. M. Klein","11510","1957","2","19","South America","Brazil","Santa Catarina","Xanxerê","Pinheiral; km south of Abelardo Luz","-52.4042015075684","-26.8768997192383","500","600",NA,NA,"US01333448","US01333448_01","Dicotyledonae","16278","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","2427420","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"R. Reitz & R. M. Klein","12870","1962","4","23","South America","Brazil","Santa Catarina","Lebon Régis","Rio dos Patos","-50.6953010559082","-26.9288997650146","90",NA,NA,NA,"US01333450","US01333450_01","Dicotyledonae","33793","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2536567","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"G. Hatschbach","15524","1966","12","16","South America","Brazil","Paraná","Coronel Vivida",NA,"-52.567798614502","-25.979700088501",NA,NA,NA,NA,"US01333442","US01333442_01","Dicotyledonae","24833","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","2251583","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. B. Smith, R. Reitz & D. Pereira","9672","1956","12","31","South America","Brazil","Santa Catarina","Dionísio Cerqueira","Mato branco (woods without Araucaria) and ruderal, by Rio Peperí-guaçu, 15 Km south of Dionísio Cerqueira","-53.6397018432617","-26.2549991607666","800",NA,NA,NA,"US01333451","US01333451_01","Dicotyledonae","28536","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","2251811","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. Smith, R. M. Klein & J. Schnorrenberger","11771","1957","2","24","South America","Brazil","Santa Catarina","Itapiranga","5km west of Popí, on the road to Sant´António","-53.7122001647949","-27.1693992614746","200","350",NA,NA,"US01333446","US01333446_01","Dicotyledonae","18767","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2251797","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. Smith & R. M. Klein","11681","1957","2","22","South America","Brazil","Santa Catarina","Dionísio Cerqueira","Pinheiral, near Dionísio Cerqueira.","-53.6397018432617","-26.2549991607666","800","850",NA,NA,"US01333452","US01333452_01","Dicotyledonae","28536","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","2591499A","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"R. Reitz","14769","1963","4","13","South America","Brazil","Santa Catarina","Anita Garibaldi","Pinhal","-51.1300010681152","-27.6891994476318","700",NA,NA,NA,"US01333453","US01333453_01","Dicotyledonae","23768","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","2251781","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. Smith & R. M. Klein","11424","1957","2","18","South America","Brazil","Santa Catarina","Água Doce","Joaçaba. Campos of Palmas, 75km west of Caçador","-51.5560989379883","-26.9978008270264","1000","1200",NA,NA,"US01333449","US01333449_01","Dicotyledonae","52743","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","2573001","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Alternanthera","micrantha","Alternanthera micrantha","R.E. Fr.",NA,"L. Smith & R. M. Klein","14122","1964","12","18","South America","Brazil","Santa Catarina","Itapiranga","Rio Peperí-guaçu, Linha Coqueiro","-53.78","-27.12","200","300",NA,NA,"US01333443","US01333443_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
