"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"774","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12898","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Leitão Filho, H.F.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada para casa da farinha","-44.852778","-23.3525","-44.852778","-23.3525",NA,NA,NA,"Altura 2,80m, flores brancas.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"775","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","26324","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Guimarães, E.F.",NA,NA,NA,"Duarte, A.P.",NA,NA,NA,"Brasil","São Paulo","Rio de Janeiro","(Antiga Guanabara) Sacopan",NA,NA,NA,NA,NA,NA,NA,"Planta de formação de encosta na base do Morro dos Cabritos;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"776","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31369","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"S Verardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Boraginales","3565.0",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"777","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12897","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Leitão Filho, H.F.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada para casa da farinha","-44.852778","-23.3525","-44.852778","-23.3525",NA,NA,NA,"Até 3m alt., flores brancas, folhas glabras.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"778","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","26326","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Kuhlmann, J.G.",NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"779","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","17644","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Barreto, K.D. & Fernandes, G.D. & Vitti, F.X.",NA,NA,NA,"Brasil","São Paulo","Iporanga",NA,"-48.666389","-24.564444","-48.666389","-24.564444",NA,NA,NA,"Frutos imaturos verdes. Borda.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"780","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12948","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","estrada da faz. Capricórnio","-45.083333","-23.4","-45.083333","-23.4",NA,NA,NA,"Arbusto, 5m alt. Frutos maduros brancos.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"781","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12938","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Leitão Filho, H.F.",NA,NA,NA,"Brasil","São Paulo","Eldorado","parque estadual de Jacupiranga","-48.391944","-24.646389","-48.391944","-24.646389",NA,NA,NA,"Liana, flores brancas;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"782","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","26323","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Duarte, A.P.",NA,NA,NA,"Brasil","Minas Gerais","Viamão","Zona da mata, abaixo do Morro Pilar",NA,NA,NA,NA,NA,NA,NA,"Planta de pasto de formação ripária a subarbusto de ramos flexuosos mais ou menos ascendentes com flores alvas.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"783","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","20601","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Oliveira, A.",NA,NA,NA,"Brasil","São Paulo","Lavras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"784","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21769","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"N.M. Ivanauskas",NA,NA,NA,"Brasil","Mato Grosso","Gaucha do Norte","área urbana","-55.25","-13.166667","-55.25","-13.166667",NA,NA,NA,"Árvore 8 m, frutos amarelos.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"785","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","17640","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Barreto, K.D. & Fernandes, G.D. & Vitti, F.X.",NA,NA,NA,"Brasil","São Paulo","Iporanga",NA,"-48.585","-24.434444","-48.585","-24.434444",NA,NA,NA,NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"786","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12901","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Leitão Filho, H.F.",NA,NA,NA,"Brasil","São Paulo","Barra do Turvo","estrada de acesso","-48.471389","-24.793611","-48.471389","-24.793611",NA,NA,NA,"Com 3,00m de alt. Cálice verde, pétalas brancas.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"787","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","23978","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.",NA,NA,NA,"Melo, E. de",NA,NA,NA,"Brasil","Bahia","Jaguaquara","Estrada para Itiruçu ca. 6 km da BR 116","-40.113889","-13.526667","-40.113889","-13.526667",NA,NA,NA,"Arbusto escandente. folha membranácea discolor. flores verdes. fruto imaturo verde. frequente.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"788","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31247","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Lima, A.",NA,NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cipó, flores alvas.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"789","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31396","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Fernandes, A.",NA,NA,NA,"Brasil","Pernambuco","Serrolândia","Chapada do Araripe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"790","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","26322","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Martinelli, G. & Carauta, J.P.P. & Costa, C.G. & Souza, B.C. & Rodrigues, I.A. & Oliveira, A.",NA,NA,NA,"Brasil","Rio de Janeiro","Silvia Jardim","Poço d'Anta",NA,NA,NA,NA,NA,NA,NA,"Arvoreta heliófila. Flores de corola branca, perfumadas; botões florais verdes.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"791","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31874","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"França, F. & Melo, E. & Miranda-Silva, E.",NA,NA,NA,"Brasil","Bahia","Jaguaquara",NA,"-42.562222","-12.660833","-42.562222","-12.660833",NA,NA,NA,"Subarbusto ca. 1,5m. Folhas membranácea algo crassa, discolor. Frutos imaturos verdes.;",NA,"Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"792","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31370","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krieger, L.",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"48094","Arbusto, flores alvas;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"793","2020-06-22 14:18:46-03","UNESP-IBILCE","SJRP","31373","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krieger, L.",NA,NA,NA,"Brasil","Minas Gerais","Santa Rita de Jacutinga",NA,"-44.0950012207031","-22.1494007110596",NA,NA,NA,NA,"20148","Arbusto 2 a 3 m, flores alvas.;","auto","Tracheophyta","Myrtales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"794","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31295","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Vieira, M.F.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","Arbusto, flores brancas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"795","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31311","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Heringer, E.P.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","Arbusto.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"796","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31307","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Vidal, W. N.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","Flor branca, inflorescência terminal, fruto verde quando novo, globoso.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"797","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31281","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Kuhlmann, J.G.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"798","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31246","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Lima, A.",NA,NA,NA,"Brasil","Pernambuco","Bonito",NA,"-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,"20932","Arbusto, flores alvas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"799","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31250","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Gallindo, F.",NA,NA,NA,"Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"18865","Cipó de 8m, flores alvas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"800","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","17651","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Catharino, E.L.M.",NA,NA,NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"55628",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"801","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31653","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Souza, J.P.",NA,NA,NA,"Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,"32505","Arbusto ca. 1,0-2,0m alt. Flores creme, frutos imaturos verdes.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"802","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31312","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Leitão Filho, H.F.",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Liana, flores brancas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"803","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","17633","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Barreto, K.D. & Fernandes, G.D. & Fernandes, R.D.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Anhembi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","Trepadeira; frutos imaturos verdes.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"804","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31303","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Vieira, M.F.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","centro de pesquisa de florestas naturais","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","Arbusto, ramos decumbentes, flores brancas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"805","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31305","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Kuhlmann, J.G.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","escola de agricultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"806","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31251","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Lima, R.",NA,NA,NA,"Brasil","Pernambuco","Ipojuca","faz. Merepe","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"22847","Cipó de folhas lustrosas na face ventral; flores alvas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"807","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","04014","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","D.A. de Grande",NA,NA,NA,"D.A. de Grande",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"37574","Arbusto 2,5 m, flores brancas;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"808","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","04017","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.",NA,NA,NA,"S.L. Jung",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, estrada da captação","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"37574","Inflorescência verde;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"809","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","26523","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Weinberg, B.",NA,NA,NA,"Brasil","Espírito Santo","Vila Velha","Interlagos II","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"27156",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"810","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31248","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bocage, A.",NA,NA,NA,"Brasil","Pernambuco","Recife","jardim botânico do curado","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"18865","Flores alvas, frutos verdes globosos.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"811","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31249","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Pereira, R.",NA,NA,NA,"Brasil","Pernambuco","Recife","jardim botânico do curado","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"18865","Inflorescência azulada.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"812","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","22963","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"E.M.N. Ferraz",NA,NA,NA,"Brasil","Pernambuco","São Vicente Ferrer","Mata do Estado, Mata úmida.","-35.4914016723633","-7.59111022949219",NA,NA,NA,NA,"11339","Arbusto 2 m, frutos imaturos verdes e maduros esbranquiçados.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"813","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31411","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Neto, S.R.",NA,NA,NA,"Brasil","São Paulo","Cananéia","parque da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"37574","Árvore, 6m alt.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"814","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31302","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bovini, M. G.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"28215","Escandente semi-heliófila. Folhas concolores, catáceas. Cálice verde e corola quase aberta alva.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"815","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31306","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Vidal, W. N.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Pau de Paina","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937","Arbusto de flores brancas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"816","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21729","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"F.C.P. Garcia",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Arbusto escandente, flores brancas;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"817","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21730","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. Furlan",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Árvore sub-escandente, flores brancas, frutos imaturos verdes e maduros brancos.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"818","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21727","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. Furlan",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Trepadeira, estrada da casa da farinha;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"819","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21728","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"F.C.P. Garcia",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Arboreta escandente, flores brancas perfumadas.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"820","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","21726","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","A. Furlan",NA,NA,NA,"F.C.P. Garcia",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba. Estrada da Casa da Farinha","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","Árvore 15 m, flores brancas perfumadas;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"821","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12949","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Rossi, L.",NA,NA,NA,"Brasil","São Paulo","Pindamonhangaba","ribeirão grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"24176","Arbusto escandente, frutos jovens.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"822","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","12953","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Mello-Silva, R. & Vitta, F.A. & Roque, N.",NA,NA,NA,"Brasil","São Paulo","Tapiraí","Rodovia SP 79, Km 174","-47.5","-23.9599990844727",NA,NA,NA,NA,"41034","Liana dextrorsa, em clareira de mata. Folhas discolores. Frutos imaturos verdes, maduros alvos.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"823","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31397","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Fernandes, A.",NA,NA,NA,"Brasil","Ceará","Ibiapina","Sa. Grande","-40.8894004821777","-3.92333006858826",NA,NA,NA,NA,"29848","Árvore.;","auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
