"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem"
"47","2020-04-27 16:11:44-03","UFES","VIES","4226","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, M.F.","Thomaz, L.D.; Fabris, L.C.","494","1988","07","19",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES004226","VIES004226","28401","auto","2016","09","29",NA,NA,NA,NA,NA,NA
"48","2020-04-27 16:11:44-03","UFES","VIES","6417","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Rosa, L.D.","Rosa, L.V.","270","1991","08","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006417","VIES006417","28401","auto","1991","08","12",NA,NA,NA,NA,NA,NA
"49","2020-04-27 16:11:44-03","UFES","VIES","15032","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, M.F.","Pereira, O.J.; Peireira, A.P.V.; Gomes, J.M.L.; Silva, L.B. da & Salvador, S.","5816","1997","04","28",NA,"Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves.","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,"VIES015032","VIES015032","24088","auto","2016","09","29",NA,NA,NA,NA,NA,NA
"50","2020-04-27 16:11:44-03","UFES","VIES","26662","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Devecchi, M.F.","Flores, T.B.; Romão, G.O.","1137","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026662","VIES026662","33715","auto","2016","08","29",NA,NA,NA,NA,NA,NA
"51","2019-06-27 10:26:54-03","UFES","VIES","10762","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Zambom, O.","Zambom, O.; Fernandes, M.","294","1996","06","20",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES010762","VIES010762","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-04-27 16:11:44-03","UFES","VIES","4475","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Pirani, J.R.","Vinha, P.C.","1038","1990","06","04",NA,"Brasil","Espírito Santo","Vitória","Reserva Ecológica de Camburi.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"VIES004475","VIES004475","15291","auto","1991","08",NA,NA,NA,NA,NA,NA,NA
"53","2013-04-01 09:19:49-03","IPT","BCTW","19836","S","Plantae","Magnoliophyta",NA,NA,"Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","Instituto Plantarum","Lorenzi, H.","448",NA,NA,NA,NA,"Brasil","Bahia","Salvador",NA,"-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"54","2015-10-11 12:19:49-03","MNHN","RECOLNAT_MNHN_P","P01817238","PreservedSpecimen",NA,NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","Thomas","Riedel, L.|n°1032, ?.",NA,NA,NA,NA,NA,"brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817238' target='other'> <mi>dwc_moreinfo</mi></a>","P01817238","P01817238_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"55","2021-02-11 17:21:47-03","UFPR","UPCB","76380","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.- Hil.Tul.","Pirani, J. R.","Amorim, A.M.A.","7550","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata do Fuxico. Floresta Estacional Semidecidual. Elev.: 168m","-40.4006004333496","-18.710599899292",NA,NA,NA,"Árvore ca. 18m alt. Folíolos verdes, a face superior escura e brilhante. Raque verde, sépalas verde-claro, corola creme na face ventral, estames cremes..",NA,NA,"42400","auto","2010",NA,NA,"-40443","-18776",NA,NA,NA,NA
"56","2018-10-18 14:43:00-03","MO","MOBOT","101076488","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.",NA,"Ludwig Riedel","Riedel 1032","1834",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"57","2017-10-24 15:29:00-02","MO","MOBOT","101006324","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A. St.-Hil. & Tul.","M.F. Devecchi","Apparicio P. Duarte","Duarte 5953","1961","8","23","South America","Brazil","Bahia",NA,"Entre Ajuda e Porto Seguro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2015-05-20 10:37:17-03","UFERSA","MOSS","9816","S","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St. -Hil. & Tul.",NA,"Lyra-Lemos, R.P. de","2907","1995","06","16","América do Sul","Brasil","Alagoas","Barra de São Miguel","Dunas do Cavalo Russo.","-35.9078","-9.84",NA,NA,NA,"árvore de 2 m. de altura; coletada em vegetação de restinga sobre dunas; flor creme.",NA,NA,"13333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","36753",NA,"Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","J.R. Pirani/2010","A. M. Amorim; et al","7550","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,NA,NA,NA,"MBML036753",NA,NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA
"60","2021-01-26 13:58:42-03","IMA","MAC","42181","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani",NA,"I.A.Bayma","12","2009","10","16",NA,"Brasil","Alagoas","Barra de São Miguel","Margem esquerda da AL 101.","-35.947886","-9.813219",NA,NA,NA,"Árvore ca. 4 m. Flores verdes perfumadas.; Restinga.","MAC0042181",NA,NA,NA,NA,NA,NA,"-35.947886","-9.813219",NA,NA,NA,NA
"61","2021-01-26 13:58:42-03","IMA","MAC","45456","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","E.C.O.Chagas","Chagas-Mota","6960","2010","01","22",NA,"Brasil","Alagoas","Arapiraca","Mangabeiras.","-36.6610984802246","-9.7524995803833",NA,NA,NA,"Árvore ca. 6 m de altura. Estéril.; Agreste.","MAC0045456",NA,"19227","auto","2010","01","22",NA,NA,NA,NA,NA,NA
"62","2021-01-26 13:58:42-03","IMA","MAC","44377","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil. & Tul.","E.C.O.Chagas","Chagas-Mota; V.G.Ramalho","5881","2009","10","03",NA,"Brasil","Alagoas","Teotônio Vilela","Usina Seresta, Madeiras.","-36.3527984619141","-9.90528011322021",NA,NA,NA,"Árvore ca. 5 m de altura. Estéril.; Mata Atlântica.","MAC0044377",NA,"19436","auto","2009","10","03",NA,NA,NA,NA,NA,NA
"63","2021-03-15 18:30:07-03","USP","SPF","145892","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Oliveira, PP","9836","2000","10","10",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Mata Atlântica.","-41.933333","-22.052778",NA,NA,NA,"Frutos maduros.","SPF00145892",NA,NA,NA,"2017","06",NA,"-41.933333","-22.052778",NA,NA,NA,NA
"64","2021-03-15 18:30:07-03","USP","SPF","194157","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Demuner, V","4705","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Prop. Sônia (Reinando Bautz).","-40.535556","-19.335556",NA,NA,NA,"Árvore 13 m, fuste 7 m, DAP 30 cm, frutos verdes. Interior de mata alterada","SPF00194157",NA,NA,NA,"2017","06",NA,"-40.535556","-19.335556",NA,NA,NA,NA
"65","2021-03-15 18:30:07-03","USP","SPF","194158","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Demuner, V","2791","2006","08","24",NA,"Brasil","Espírito Santo","Governador Lindenberg","Profp. Fernando Nicolli.","-40.4575","-19.148333",NA,NA,NA,"Árvore 23 m, fuste 10 m, DAP 45 cm, botões florais e flores verdes.","SPF00194158",NA,NA,NA,"2017","06",NA,"-40.4575","-19.148333",NA,NA,NA,NA
"66","2021-03-15 18:30:07-03","USP","SPF","194523","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Pirani, JR","6061","2010","02","04",NA,"Brasil","Espírito Santo","Guarapari","Rodovia do Sol (ES-060). Trilha principal através da restinga, ca. 100 m da praia. Mata de restinga (mata seca), solo arenoso.","-40.433333","-20.616667",NA,NA,NA,"Árvore 4 m alt., ramosa, heliófila. Folhas discolores, lustrosas e verde-escuras na face superior. Estéril.","SPF00194523",NA,NA,NA,"2017","06",NA,"-40.433333","-20.616667",NA,NA,NA,NA
"67","2021-03-15 18:30:07-03","USP","SPF","215950","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","189","2013","07","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Peroba Osso.","-40.486389","-19.227028","17","17",NA,"Árvore, ca. 15 m alt. Folhas discolores, Inflorescência com pedúnculo e raque verdes, botões florais e flores verde-pálido.","SPF00215950",NA,NA,NA,"2017","06",NA,"-40.486389","-19.227028",NA,NA,NA,NA
"68","2021-03-15 18:30:07-03","USP","SPF","215949","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","191","2013","07","12",NA,"Brasil","Espírito Santo","Pinheiros","Patrimônio de Nova Lima, em direção a Pinheiros. Na margem direita da ES 313, propriedade do Sr. João Madruga.","-40.00525","-18.507111","33","33",NA,"Árvore 12 m alt. Folhas discolores. Inflorescência com pedúnculo e raque verdes. Flores e botões verde pálido a amarelo pálido. Planta atraindo grande número e diversidade de polinizadores.","SPF00215949",NA,NA,NA,"2017","06",NA,"-40.00525","-18.507111",NA,NA,NA,NA
"69","2021-03-15 18:30:07-03","USP","SPF","204531","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","890","1990","05","09",NA,"Brasil","Espírito Santo",NA,"Itaoca-Itapirim.",NA,NA,NA,NA,NA,"Com 10 m de altura. Flor amarela.; Mata de restinga.","SPF00204531",NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 18:30:07-03","USP","SPF","204898","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Duarte, AP","5953","1961","08","23",NA,"Brasil","Bahia",NA,"Entre Ajuda e Porto Seguro.",NA,NA,NA,NA,NA,"Árvore 10-12 metros de altura.","SPF00204898",NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:31:54-03","USP","SPF","206419","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Amorim, AMA","7550","2008","07","18",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante, Trilha principal na Mata do Fuxico.","-40.443889","-18.776944","168","168",NA,NA,"SPF00206419",NA,NA,NA,"2017","06",NA,"-40.443889","-18.776944",NA,NA,NA,NA
"72","2021-03-15 18:30:07-03","USP","SPF","215948","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","184","2013","07","10",NA,"Brasil","Espírito Santo","Governador Lindenberg","Morelo. Propriedade do Sr. Fernando Nicolli. Na borda do remanescente de mata ao lado da cultura de café.","-40.457417","-19.148083","113","113",NA,"Árvore, 20 m alt. Folhas discolores. Inflorescências com pedúnculo e raque verdes, flores com sépalas e pétalas variando de verde claro a amarelo pálido.","SPF00215948",NA,NA,NA,"2017","06",NA,"-40.457417","-19.148083",NA,NA,NA,NA
"73","2021-03-15 18:30:07-03","USP","SPF","215951","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","252","2013","11","22",NA,"Brasil","Bahia","Porto Seguro","Arraial d'Ajuda, Estrada para a balsa, rua Parra Areial, residencia número 1836.","-39.064528","-16.474861",NA,NA,NA,"Árvore ca. 10 m alt. Folhas fortemente discolores. Estéril.","SPF00215951",NA,NA,NA,"2017","06",NA,"-39.064528","-16.474861",NA,NA,NA,NA
"74","2021-03-15 18:30:07-03","USP","SPF","215952","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","247","2013","11","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Início da estrada Flamengo, depois do prédio do herbário, na mata atrás do estacionamento para ônibus, lado esquerdo.","-40.084167","-19.160278",NA,NA,NA,"Árvore ca. 6 m alt. Folíolos discolores. Estéril.","SPF00215952",NA,NA,NA,"2017","06",NA,"-40.084167","-19.160278",NA,NA,NA,NA
"75","2021-03-15 18:30:07-03","USP","SPF","215954","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","193","2013","07","12",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica do Córrego do Veado, Aceiro saindo da sede da reserva, ca. 1,5 km. Com pastagem na propriedade vizinha. Na margem do leito do córrego temporário.","-40.137194","-18.345639","114","114",NA,"Árvore ca. 9 m alt. Folhas discolores. Estéril.","SPF00215954",NA,NA,NA,"2017","06",NA,"-40.137194","-18.345639",NA,NA,NA,NA
"76","2021-03-15 18:30:07-03","USP","SPF","215955","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","175","2013","06","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Flamengo, a 150 m de distância do prédio do herbário, ao lado do estacionamento, na margem direita da estrada.","-40.084167","-19.160278","55","55",NA,"Árvore ca. 13 m alt. Copa a ca. 3 m alt. Folhas discolores. Inflorescência jovem com botões florais, cálice verde e pétalas verde-alvas.","SPF00215955",NA,NA,NA,"2017","06",NA,"-40.084167","-19.160278",NA,NA,NA,NA
"77","2021-03-15 18:30:07-03","USP","SPF","215956","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","246","2013","11","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Estrada Flamengo, a 150 m de distância do prédio do herbário, ao lado do estacionamento, na margem direita da estrada.","-40.084167","-19.160278",NA,NA,NA,"Árvore ca. 13 m alt. Copa a ca. 3 m alt. Folhas discolores. Restos de inflorescências e folhas jovens.","SPF00215956",NA,NA,NA,"2017","06",NA,"-40.084167","-19.160278",NA,NA,NA,NA
"78","2021-03-15 18:30:07-03","USP","SPF","215957","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","197","2013","07","13",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Inicio da estrada Flamengo, logo após o prédio do herbário a cerca de 300 m do estacionamento para ônibus.","-40.084167","-19.160278","55","55",NA,"Árvore ca. 10 m alt. Folhas discolores. Flores com sépalas e pétalas amarelo-alvas.","SPF00215957",NA,NA,NA,"2017","06",NA,"-40.084167","-19.160278",NA,NA,NA,NA
"79","2019-11-13 11:31:54-03","USP","SPF","221516","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Matos, EN","357","2011","08","22",NA,"Brasil","Bahia","Caravelas","Barra de Caravelas. Faz. Walace.","-39.1975","-17.721944",NA,NA,NA,NA,"SPF00221516",NA,NA,NA,"2017","06",NA,"-39.1975","-17.721944",NA,NA,NA,NA
"80","2021-03-15 18:30:07-03","USP","SPF","60601","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Pirani, JR","2476","1988","11","25",NA,"Brasil","Espírito Santo","Piúma","Cerca de 3 km S do Morro do Aghá. Rodovia ES-60 (Vila Velha a Marataízes). Floresta pluvial atlântica (dossel de 15-20 m), transicional para floresta de restinga. Muitas licania no dossel, Rutaceae na submata.","-40.766667","-20.866667",NA,NA,NA,"Arvoreta 3 m alt., jovem, tronco cilíndrico com casca fendilhada longitudinalmente e castanho-clara. Folhas subcoriáceas verde-escuras lustrosas na face superior, verde-amareladas e mais opcas na face inferior. Estéril.","SPF00060601",NA,NA,NA,"2017","06",NA,"-40.766667","-20.866667",NA,NA,NA,NA
"81","2021-03-15 18:30:07-03","USP","SPF","63857","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Thomas, WW","6083","1988","02","22",NA,"Brasil","Espírito Santo","Linhares","8 km W of Linhares on road to Colatina (on north side of Rio Doce). Disturbed evergreen moist forest.","-40.116667","-19.366667",NA,NA,NA,"Treelet, 3 m, leaves lustrous green above, yellow-green beneath, sterile.","SPF00063857",NA,NA,NA,"2017","06",NA,"-40.116667","-19.366667",NA,NA,NA,NA
"82","2021-03-15 18:30:07-03","USP","SPF","63859","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Thomas, WW","6144","1988","02","24",NA,"Brasil","Espírito Santo","Guarapari","0.3 km E of ES 060 on rd to Praia Setiba, 6 km N of turn off to Praia do Morro in Guarapari. Spny restinga forest.","-40.466667","-20.616667",NA,NA,NA,"Tree, 6 cm, 2-5 cm db h, bark bitter, leaves dark shiny green above, bright pale yellow-green beneath, leaves subcoriaceous. Sterile. Young plant with more flowerets.","SPF00063859",NA,NA,NA,"2017","06",NA,"-40.466667","-20.616667",NA,NA,NA,NA
"83","2021-03-15 18:30:07-03","USP","SPF","70178","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","890","1990","05","09",NA,"Brasil","Espírito Santo",NA,"Itaoca-Itapirim.",NA,NA,NA,NA,NA,"Com 10 m de altura. Flor amarela.; Mata de restinga.","SPF00070178",NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 18:30:07-03","USP","SPF","77168","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Kallunki, JA","341","1993","01","18",NA,"Brasil","Espírito Santo","Guarapari","Rodovial do Sol, road linking Br-101 to the Praia Setibana, ES-060 at 6 km E of BR-101. Disturbed remnant of tropical rain forest.","-40.45","-20.55",NA,NA,NA,"Tree 5 m, sterile.","SPF00077168",NA,NA,NA,"2017","06",NA,"-40.45","-20.55",NA,NA,NA,NA
"85","2021-03-15 18:30:07-03","USP","SPF","32636","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Pinheiro, RS","2207","1973","07","27",NA,"Brasil","Bahia","Maiquinique","A 20 km noroeste. Mata.","-40.2661018371582","-15.6211004257202",NA,NA,NA,"Árvore 12 m de altura, 40 cm de diam. Flor com cálice verde, corola amarela, perfumada.","SPF00032636",NA,"26103","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 18:30:07-03","USP","SPF","38208","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Pirani, JR","1060","1985","01","11",NA,"Brasil","Espírito Santo","Anchieta","Entre Anchieta e Guarapari, ca. 5 km de Anchieta na ES 060. Mata de Restinga.","-40.6455993652344","-20.8057994842529",NA,NA,NA,"Arvoreta 5 m alt., do interior da mata. Folhagem discolor luzidia. Estéril.","SPF00038208",NA,"28755","auto","2017","06","15",NA,NA,NA,NA,NA,NA
"87","2021-03-15 18:30:07-03","USP","SPF","204513","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Farney, C","4747","2007","07","05",NA,"Brasil","Espírito Santo","Conceição da Barra","Comunidade de Lajinha.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore 8m. Folhas discolores verdes, subcoriáceas; inflorescência com escapo verde; flores creme/amareladas; flores perfumadas.","SPF00204513",NA,"41644","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 18:30:07-03","USP","SPF","70185","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","926","1990","05","11",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Mata de restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Com 15 m de altura.","SPF00070185",NA,"28401","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 18:30:07-03","USP","SPF","204525","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","926","1990","05","11",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Mata de restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Com 15 m de altura.","SPF00204525",NA,"28401","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 18:30:07-03","USP","SPF","98007","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","926","1990","05","11",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Mata de restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Com 15 m de altura.","SPF00098007",NA,"28401","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 18:30:07-03","USP","SPF","127509","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Vinha, PC","926","1990","05","11",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Mata de restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Com 15 m de altura.","SPF00127509",NA,"28401","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 18:30:07-03","USP","SPF","204519","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","6629","2010","05","16",NA,"Brasil","Espírito Santo","Itapemirim","Restinga","-40.8339004516602","-21.011100769043",NA,NA,NA,"Árvore 12m. Botões marrons, flores amarelo claro.","SPF00204519",NA,"28626","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 18:30:07-03","USP","SPF","204518","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Souza, V","345","1992","06","16",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore, 10m. Botões verde claro. Flores creme.","SPF00204518",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 18:30:07-03","USP","SPF","204122","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","cuneata","Homalolepis cuneata","(A.St.-Hil. & Tul.) Devecchi & Pirani","Devecchi, MF","Folli, DA","5379","2006","08","28",NA,"Brasil","Espírito Santo","Linhares","Fazenda Três Marias.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Árvore 18m. Botões e flores amarelo claro.","SPF00204122",NA,"48094","auto","2017","06",NA,NA,NA,NA,NA,NA,NA
