"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"224","2021-03-30 12:50:13-03","EAO","IAN","81817","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Fróes, RL","30590","1953","10","25","Brasil","Pará","Vigia","Campina do Palha.","-48.1417007446289","-0.858332991600037",NA,NA,NA,NA,"Árvore de 2m; flor amarelada.","IAN081817",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"33395","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-30 12:50:13-03","EAO","IAN","81817","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Fróes, RL","30590","1953","10","25","Brasil","Pará","Vigia","Campina do Palha.","-48.1417007446289","-0.858332991600037",NA,NA,NA,NA,"Árvore de 2m; flor amarelada.","IAN081817",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"33395","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-30 12:50:13-03","EAO","IAN","35675","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Zagatto, O","2469","1942","04","28","Brasil","São Paulo","Campinas","Jardim Guanabara.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto","IAN035675","IAN035675 IAN035675_e","Southern America",NA,NA,"Dicotiledônea",NA,NA,"23900","auto","2006","02",NA,NA,NA,NA,NA,NA,NA
"227","2021-03-30 12:50:13-03","EAO","IAN","35675","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Zagatto, O","2469","1942","04","28","Brasil","São Paulo","Campinas","Jardim Guanabara.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto","IAN035675","IAN035675 IAN035675_e","Southern America",NA,NA,"Dicotiledônea",NA,NA,"23900","auto","2006","02",NA,NA,NA,NA,NA,NA,NA
"228","2020-01-20 14:40:31-03","UPM","MACK","2375","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","R. J. F. Garcia","E. H. P. Barretto","11","2009","11","19","Brasil","SP","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto","2011","12","01",NA,NA,NA,NA,NA,NA
"229","2020-01-20 14:40:31-03","UPM","MACK","2589","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","R.J.F. Garcia","M.C. Antonucci","4","2015","04","25","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-23.34197","-46.686391","-23,34197","-46,686391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-01-20 14:40:31-03","UPM","MACK","3212","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"B. Abud","127","2016","08","02","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-23.341771","-46.673572","-23,341771","-46,673572",NA,NA,NA,"HMACK00003212-B.Abud127-2/8/2016,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil-46,673572-23,341771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-12-12 15:31:44-03","UFABC","HUFABC","002136","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticilata","Aegiphila verticilata","Vell.","G. Antar","Keller V.C.","174","2018","02","10","Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Próximo à torre de observação do setor B","-46.701828","-23.345083","-46.701828","-23.345083",NA,NA,"Árvore","HUFABC002136",NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,"2018","09","20",NA,NA,NA,NA,NA,NA
"232","2019-12-12 15:31:44-03","UFABC","HUFABC","000510","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.",NA,"Pereira-Silva, E F L; Hardt, E","EP0018EEJ-80","2002","03","15","Brasil","São Paulo","Luiz Antonio","Estação Ecológica de Jataí - Oitocentos Alqueires, Expedito das parcelas permanentes (10x25m) de 2002. Remanescente Leste da EEJ, porção Norte - 1º Levantamento",NA,NA,NA,NA,NA,NA,NA,"HUFABC000510","HUFABC000510",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-12-04 15:25:17-03","PUCPR","HUCP","10493","S","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","Hatschbach, GG","Cervi, AC","2087","1982","10","06","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"HUCP00019056","HUCP00019056",NA,NA,NA,"Eudicotiledonea",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-11-26 18:09:59-03","CPAN-UFMS","COR","4361","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","lhotzkiana","Aegiphila lhotzkiana","Cham.",NA,"Felfili, J. M.; Rezende, A. V.; Proença, C. E. B. & Rodrigues, N.","236","1994","02","08","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa; Mata do Gama; Linha 9, à direita da linha","-47.916667","-15.933333","47º55'0''W","15º56'0''S",NA,NA,"Árvore com 8 m de altura, 13 cm de diâmetro Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-11-26 18:08:31-03","CPAN-UFMS","COR","16464","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","Guimarães, E.F.; Mendes, T.S.","Martinelli, G.; Moraes, M.A.; Bevacqua, A.; Fernandez, E.","16628","2010","11","28","Brasil","Mato Grosso do Sul","Corumbá","Serra do Amolar, Rio Paraguai. Floresta estacional semidecídua em regeneração; Predomínio de lianas, arbustos espinescentes e grande população de Acrocomia aculeata; Solo pedregoso, com cascalhos e cristais soltos.","-57.433611","-18.250278","57º26'1''W","18º15'1''S",NA,NA,"5 m de altura; folhas verde-discolores; Com Flor: Flores com cálice verde, corola verde, botões florais verdes Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-11-26 18:08:31-03","CPAN-UFMS","COR","16884","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","E. F. Guimarães","Borges, R.","1071",NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Brasil, Mato Grosso do Sul, Corumbá. Povoado do Amolar. Capoeirinha.","-57.504167","-18.022778","57º30'15''W","18º1'22''S",NA,NA,"Arbusto, nervuras central alva, cálice creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-10-09 11:17:47-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","paraguariensis","Aegiphila paraguariensis","Briq.","Hatschbach, G","Barbosa, E; Costa, EF; Linsingen, L von","1061","2005","07","12","Brasil","Paraná","Jaguariaíva","Rota Grande, Pesqueiro","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"flor creme.; beira do barranco",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"44368","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-10-09 11:17:47-03","UFBA","ALCB","035295","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","França, F; Nic Lughadha, E; Gasson, P; Harley, RM; Soffiatti, P","PCD5896","1997","02","27","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12","-41","-12",NA,NA,"2,0 m. Folhas membranáceas, discolores. Fruto imaturo verde. Ocasional.Xiloteca.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"239","2019-10-09 11:17:47-03","UFBA","ALCB","024565","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML; et al.","2559","1992","02","18","Brasil","Bahia","Salvador","Área de Pituaçu (UCSal).","-38.42","-12.951667","-38.42","-12.951667",NA,NA,"Com aproximadamente 3m; flores cremes. Pouco frequente.; Vegetação Secundária da Floresta Atlântica.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-10-09 11:17:47-03","UFBA","ALCB","035215","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML; Santos, SS; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1428","1994","12","28","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, Cercado","-41.473611","-12.459722","-41.473611","-12.459722","840","840","2,0 m. Folhas simples, membranáceas, discolores, tomentosas. Inflorescência com flores amarelo-claro; estames alvos com anteras marrons. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"241","2019-10-09 11:17:47-03","UFBA","ALCB","035230","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Melo, E; França, F; Oliveira, S; Nunes, TS; Souza, E; Ganev, W","PCD1381","1994","11","24","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","-41.45","-12.433333","750","750","3,0 m. Folhas simples. Frutos imaturos verdes. Ocasional.; Vegetação de campos gerais. Afloramento rochoso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"242","2019-10-09 11:17:47-03","UFBA","ALCB","035231","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD1955","1995","06","28","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.474167","-12.452778","-41.474167","-12.452778","900","900","2,0 m, tomentoso. Folhas membranáceas, discolores, face abaxial tomentosa. Inflorescencia axilar. Frutos imaturos verdes. Ocasional.; Mata ciliar, rupícula sobre húmus. Afloramentos rochosos de arenito.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"243","2019-10-09 11:17:47-03","UFBA","ALCB","035232","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Melo, E; Sena, MP; França, F","PCD1668","1995","02","21","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.441111","-12.463889","-41.441111","-12.463889","910","910","2,0 m. Folhas simples, discolores, superfície abaxial esbranquiçada. Frutos imaturos verdes. Frequente.; Campo rupestre. Afloramentos rochosos de arenito.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-10-09 11:17:47-03","UFBA","ALCB","035233","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML; Bautista, HP; Pereira, A; Orlandi, RP","PCD366","1994","07","30","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.447222","-12.453611","-41.447222","-12.453611","1130","1130","ca 90 cm alt. Folhas discolores. Frutos secos, marrom. Ocasional.; Vegetação rupícola no topo da serra. Afloramento rochoso de arenito.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-10-09 11:17:47-03","UFBA","ALCB","035308","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Stannard, B; Harley, RM; Atkins, S; Saar, E; Passos Júnior, LA; Guedes, ML","PCD5068","1997","02","04","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Fazenda Fiuza","-41.873333","-13.459167","-41.873333","-13.459167","1130","1130","1,50 m. Folhas discolores, face abaxial tomentosa. Frutos com cálice persistente, imaturo verde, maduro marrom.; Solo argiloso com seixos.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"246","2020-08-11 00:16:04-03","UFBA","ALCB","035312","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","Atkins, S","Atkins, S; Woodgyer, EM; Giulietti, AM; Stannard, B; Conceição, AA","PCD2457","1996","03","16","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Fazenda Sta. Maria","-41.141944","-11.761667","-41.141944","-11.761667","991","991","ca. 1,0 m. alt. Frutos com cálice verde, persistente, epicarpo vermelho. Ocasional.; Carrasco mostrando uma mistura de caatinga e cerrado degradado. Solo areno-pedregoso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"1997","07",NA,NA,NA,NA,NA,NA,NA
"247","2019-10-09 11:17:47-03","UFBA","ALCB","035319","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Carvalho, AM de; Sant'Ana, SC de; Amorim, AMA; Pitanga, GF; C.F. Moura Delphim; Dourado, LA","PCD2181","1996","01","05","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.421111","-12.461389","-41.421111","-12.461389","900","900","ca. 1,5 m alt. Flores de cálice esverdeado, corola alva. Frequente.; e campos gerais. Substrato arenoso com rochas areníticas.","ALCB042913",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"248","2019-10-09 11:17:47-03","UFBA","ALCB","035344","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Gasson, P; Natalino, L","PCD6189","1997","03","12","Brasil","Bahia","Palmeiras","Pai Inácio- N, próximo a BR 142","-41.45","-12.466667","-41.45","-12.466667","1000","1000","ca. 1 m. Folhas simples. Flores com corola amarela. Ocasional.; arenoso com alforamentos rochosos.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-10-09 11:17:47-03","UFBA","ALCB","035346","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Gasson, P; Lício Natalino","PCD6181","1997","03","12","Brasil","Bahia","Palmeiras","Chapada Diamantina, Pai Inácio","-41.466667","-12.459722","-41.466667","-12.459722",NA,NA,"1,5 m. Folhas simples. Flor laranja. Frequente. Xiloteca.; arenoso, com afloramentos rochosos.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-02-08 21:32:23-03","UFBA","ALCB","03559","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1956","04",NA,"Brasil","Bahia","Salvador","Morro Ipiranga (Barra).","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"251","2019-10-09 11:17:47-03","UFBA","ALCB","03560","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","920","1961","11","02","Brasil","Bahia","Cruz das Almas",NA,"-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"252","2021-02-08 21:32:23-03","UFBA","ALCB","03561","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1956","04",NA,"Brasil","Bahia","Salvador","Morro Ipiranga.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"253","2021-02-08 21:32:23-03","UFBA","ALCB","03562","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1964","01","20","Brasil","Bahia",NA,"Entre Itapicuru e Sambaiba.",NA,NA,NA,NA,NA,NA,"Taboleiro.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"254","2021-02-08 21:32:23-03","UFBA","ALCB","03563","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1973","02","03","Brasil","Bahia",NA,"Entre Pombal e Tucano.",NA,NA,NA,NA,NA,NA,"Tabuleiro.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"255","2021-02-08 21:32:23-03","UFBA","ALCB","03564","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1956","04",NA,"Brasil","Bahia","Salvador","Morro Ipiranga (Barra).","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"256","2021-02-08 21:32:23-03","UFBA","ALCB","03565","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","s/n","1975","01","02","Brasil","Bahia","Salvador","Arredores do Instituto de Biologia. Ondina.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"257","2019-10-09 11:17:47-03","UFBA","ALCB","037071","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Jesus, NG de; Santos, LS; Barros, DCS","PC 0042","1998","01","14","Brasil","Bahia","Alagoinhas","UNEB/'Campus' II.","-38.416667","-12.133333","-38.416667","-12.133333",NA,NA,"3,00m. Caule tortuoso, casca espessa suberizada. Folhas membranáceas, discolores, face adaxial verde escura e abaxial verde clara, tomentosa. Inflorescência axilar, flores andróginas, brancas, congestas, cálice verde, lacínios - 5; estames livres exe",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"258","2019-10-09 11:17:47-03","UFBA","ALCB","040875","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML; et al.","3903","1996","12","17","Brasil","Bahia","Salvador","Parque Metropolitano de Pituaçu.","-38.666667","-12.833333","-38.666667","-12.833333",NA,NA,"Ca. 3m. Folhas membranáceas tomentosas. Inflorescência em cachos, pétalas róseas.; Campo rupestre.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"259","2019-10-09 11:17:47-03","UFBA","ALCB","042609","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Stradmann, MTS; Moraes, EPF","0521","1997","11","08","Brasil","Bahia","Salvador","Região Metropolitana. Parque Metropolitano de Pituaçu, na margem da lagoa de Pituaçu, próximo a ciclovia.","-38.416667","-12.95","-38.416667","-12.95",NA,NA,"Ca. 4,0m. Terrestre ereta. Folhas coriáceas, discolores; face adaxial pilosa. Frutos capsulicida, de cor laranja a avermelho quando maduros. Frequente.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"260","2019-10-09 11:17:47-03","UFBA","ALCB","042654","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Stradmann, MTS; Poveda, A","0583","1998","01","07","Brasil","Bahia","Mucugê","Chapada Diamantina, Chapada Diamantina. Parque Municipal de Mucugê/Projeto Sempre Viva.","-41.366667","-13","-41.366667","-13",NA,NA,"Ca. 2,5m. Terrestre. Folhas membranáceas, discolores; face abaxial tomentosa. Frutos em cápsula seca, amarelos quando imaturos e vermelhos a marrom quando maduros. Ocasional.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"261","2019-10-09 11:17:47-03","UFBA","ALCB","04656","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Costa, AL","829","1961",NA,NA,"Brasil","Bahia","Salvador","Dunas de Itapoan.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"262","2019-10-09 11:17:47-03","UFBA","ALCB","048518","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Jesus, NG de; Saar, E; Nascimento, AFS; Ribeiro, T; Fagundes, M; Lima, D","928","2000","05","09","Brasil","Bahia","Esplanada","Fazenda Chapada, caminho para Sítio do Conde.","-37.854444","-11.7625","-37.854444","-11.7625","526","526","3,0m. Folhas com a face abaxial com tomentos esbranquiçados. Frutos cápsulas, passadas, marrons.; Restinga arbórea.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-02-08 21:32:23-03","UFBA","ALCB","06979","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Lordêlo, RP","s/n","1956","02",NA,"Brasil","Bahia","Cruz das Almas",NA,"-39.1","-12.666667","-39.1","-12.666667",NA,NA,"Até arbusto de caule suberificado.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"264","2021-02-08 21:32:23-03","UFBA","ALCB","06980","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Pinto, GCP","s/n","1950","11",NA,"Brasil","Bahia","Cruz das Almas",NA,"-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"265","2021-02-08 21:32:23-03","UFBA","ALCB","09250","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Pinto, GCP","s/n","1950","12",NA,"Brasil","Bahia","Cruz das Almas",NA,"-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"266","2021-02-08 21:32:23-03","UFBA","ALCB","09712","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML","s/n","1981","12","04","Brasil","Bahia","Salvador","Instituto de Biologia - UFBA - Ondina.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"De mais ou menos 2m de altura, folhas discolor; pilosa.; Crescendo em terreno argiloso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"267","2021-02-08 21:32:23-03","UFBA","ALCB","09752","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML","s/n","1981","12","04","Brasil","Bahia","Salvador","Escola Politécnica da UFBA.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"De mais ou menos 2,0m de altura, flores alvas, folhas discolor; pilosa.; Crescendo em terreno argiloso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"268","2021-02-08 21:32:23-03","UFBA","ALCB","09768","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Guedes, ML","s/n","1981","12","04","Brasil","Bahia","Salvador","Ondina.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"De mais ou menos 2,0m de altura, folhas membranáceas discolor, pilosas, flores alvas.; Crescendo em terreno argiloso.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"269","2019-10-09 11:17:48-03","UFBA","ALCB","101157","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","Guedes, ML","Guedes, ML; Queiroz, EP; Costa, AS; Oliveira, GR de;","18477","2011","04","18","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Paralela, fragmento do Condomínio Greenville, fora da Parcela","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"de ca 5 m de altura. Folhas discolores, face abaxial vilosa. Frutos imaturos.; estádio médio de regeneração",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"270","2019-10-09 11:17:48-03","UFBA","ALCB","10416","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","verticillata","Aegiphila verticillata","Vell.","França, F","Noblick, LR","1670","1980","02","10","Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.35","-12.933333","-38.35","-12.933333",NA,NA,"De 3-4m de altura com flores alvas e frutos vermelhos.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
