"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1104887","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","virgata","Ditassa virgata","J. B. E. Pohl","2749",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298120' target='other'> <mi>dwc_moreinfo</mi></a>","NY01104887","Magnoliophyta","Gentianales","E.Fourn.",NA,NA,NA,"Inter Diaco et Gray Nunez",NA,NA,NA,NA,"NY01104887_01","Authentic (Not A Type)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","821855","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","R. M. Harley","20151","1977","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821855","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Bahia",NA,"Serra do Rio de Contas. between 2.5 and 5 km S of Vila do Rio de Contas on side road to W of the road to Licramento, leading to the Rio Brumado.","-41.83","-13.6","980","980","NY00821855_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","971824","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","A. F. M. Glaziou","21747","1895","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971824","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás",NA,"(Goyaz.) Cabeceiras da Corrego do Brejo.",NA,NA,NA,NA,"NY00971824_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","971822","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","J. A. Ratter","R.3200","1976","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971822","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,"NY00971822_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","04196949","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata","D. C. Daly","2169","1983","07","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4522349' target='other'> <mi>dwc_moreinfo</mi></a>","NY04196949","Magnoliophyta","Gentianales","(Turcz.) T.U.P.Konno & Rapini",NA,"Santa Cruz","Chiquitos","South slope of the Serrania de Santiago. 5 -10 km east of town of Santiago de Chiquitos","-59.5","-18.38","800","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","971820","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","R. R. Brooks","BRASPEX#153","1988","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971820","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Niquelândia","Macedo, ca. 15 km N of Niquelândia. Ca. 500-800 m east of nickel workings.","-48.38","-14.3","1000","1000","NY00971820_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","971831","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","8141","1965","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971831","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Córrego Vicente Pires, near Taguatinga","-47.983","-15.842","1100","1100","NY00971831_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","971823","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","Rizzo","5233","1970","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971823","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás",NA,"Est. 4 Serra de Caldas Novas.",NA,NA,NA,NA,"NY00971823_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","821853","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","A. F. M. Glaziou","16259","1886","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821853","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve",NA,NA,"Sommet de la Serra de Sao Joao d'El Rei","-44.295049","-21.130985",NA,NA,"NY00821853_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","971825","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","L. B. Smith","15052","1965","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971825","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Gama.","-48.13","-16",NA,NA,"NY00971825_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","971836","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","8548","1965","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971836","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Asa Sul.","-47.908","-15.817","975","975","NY00971836_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00982214","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","5177","1964","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982214","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","700","1000","NY00982214_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00982502","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","J. R. Pirani","1308","1985","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982502","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Mato Grosso","Cuiabá","Chapada dos Guimaraes, perto do alto da cachoeira Véu de Noiva, do Rio Coxipozinho","-55.75","-15.5",NA,NA,"NY00982502_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","971827","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","E. Y. Dawson","14291","1956","04","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971827","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","São João d'Aliança","Chapada dos Veadeiros. 20 km N of Sao Joao da Aliança.","-47.5","-14.5",NA,NA,"NY00971827_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","971835","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","17843","1966","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971835","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.35","1000","1000","NY00971835_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","971830","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","W. R. Anderson","6372","1973","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971830","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376","1600","1600","NY00971830_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00982247","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","32179","1971","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982247","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","NY00982247_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","971838","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","32755","1971","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971838","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","NY00971838_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","971833","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","13486","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971833","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina","-47.57186","-16.75","1250","1250","NY00971833_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","821854","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821854","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve",NA,NA,"Meridionalis",NA,NA,NA,NA,"NY00821854_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","971829","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","M. F. F. da Silva","1064","1983","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971829","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Maranhão","Carolina","Br 010; Transamazônica, margem esquerda da rodovia, lugar Pedra Caida.","-47.4692","-7.3331",NA,NA,"NY00971829_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","971837","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","11684","1966","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971837","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Ca. 20 km S. of Brasília, on road to Anapolis","-48.04869","-15.9111",NA,NA,"NY00971837_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","821857","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","S. A. Mori","13518","1980","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821857","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini",NA,"Bahia","Rio de Contas","Serra das Almas. A 5 km ao NW de Rio de Contas.","-41.8114","-13.5792","1000","1200","NY00821857_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","821852","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821852","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve",NA,NA,NA,NA,NA,NA,NA,"NY00821852_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","971828","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","G. G. Hatschbach","36365","1975","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971828","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","GO-12, Chapada dos Veadeiros.","-47.5097","-14.1325","850","1000","NY00971828_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","971832","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","12391","1966","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971832","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","1000","1000","NY00971832_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","821856","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","R. M. Harley","15264a","1974","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=905347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821856","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Bahia",NA,"Serra do Rio de Contas. 10 km N of town of Rio de Contas on road to Mato Grosso.","-41.83","-13.47","1000","1000","NY00821856_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","971834","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","H. S. Irwin","14132","1966","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971834","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","Setor Industrial, ca. 5 km W of Brasília","-47.95","-15.8","1000","1000","NY00971834_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","971821","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","E. P. Heringer","17062","1978","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971821","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Distrito Federal","Brasília","(Trevo Unaí-RECOR).","-47.9294","-15.7797",NA,NA,"NY00971821_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","971826","PreservedSpecimen","Plantae","Apocynaceae","Minaria","cordata","Minaria cordata virgata","E. Y. Dawson","14771","1956","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971826","Magnoliophyta","Gentianales","(E.Fourn.) T.U.P.Konno & Rapini","S. Liede; U. Meve","Goiás","Alto Paraíso de Goiás","Region of the Chapada dos Veadeiros. 10 km from Veadeiros on Cavalcante road.","-47.5","-14.5","1707","1707","NY00971826_01",NA,"virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:18:50-03","UFRJ","RFA","21136","PreservedSpecimen","Plantae","Apocynaceae","Ditassa","cordata","Ditassa cordata","E.P. Heringer","17062","1978","04","24",NA,"Brasil",NA,NA,"Planta com 30 cm, hastes partindo de xilopodios; flores cremes","RFA17460",NA,NA,"(Turcz.) Fontella","Tatiana Konno","Distrito Federal","Brasília","Trevo Unaí - RECOR","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"1996","08","27","70570","auto",NA,NA,NA,NA,NA,NA,NA
