"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","imagecode","order","fieldNumber","individualCount","previousCatalogNumber"
"51","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132818","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Vital, D.M.","7591","1977","07","31","Southern America","BRASIL","Minas Gerais","Conceição do Mato Dentro",NA,"-43.425","-19.037222","1200","1200",NA,"on floor of a small cave along the river Santo Antonio","SP069454","2006","08",NA,"-43.425","-19.037222",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","132891","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","7786","1977","12","20","Southern America","BRASIL","Rio de Janeiro","Parati","Along road Parati - Cunha","-44.713056","-23.217778","1300","1300",NA,"associado a Paracromastigum pachyrhizum (Nees.) Fulford. On banks, near the top of serra do mar","SP069527",NA,NA,NA,"-44.713056","-23.217778",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","133178","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Scremim, H.","Yano, O.","1299","1978","11","09","Southern America","BRASIL","São Paulo","São José do Barreiro",NA,"-44.577778","-22.645","500","500",NA,"Nas pedras perto do riacho que vem das montanhas","SP069810","2011","03",NA,"-44.577778","-22.645",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","173769","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Yano, O.","3596","1981","07","05","Southern America","BRASIL","Espírito Santo","Santa Teresa","Rio Timberí","-40.600278","-19.935556","650","650",NA,"No barranco úido do rio + Enthostodon bonplandii (Hook.) Mitt","SP081384","2007","08",NA,"-40.600278","-19.935556",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","173993","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","10539","1982","06","07","Southern America","BRASIL","São Paulo","Lorena",NA,"-45.124722","-22.730833","530","530",NA,"A sombra sobre bordas de um riacho","SP081700",NA,NA,NA,"-45.124722","-22.730833",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","180789","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.; Pirani, J.R.; Favalli, E.","10773","1982","12","16","Southern America","BRASIL","Minas Gerais","Ouro Preto","Ca de 5km S de Eng. Correia","-43.508056","-20.2875","1180","1180",NA,"A sombra parcial, sobre barranco de solo ferrifero","SP082174",NA,NA,NA,"-43.508056","-20.2875",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","207047","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Carmo, D.M.","Vital, D.M.; Buck, W.R.","11909","1984","09","18","Southern America","BRASIL","Minas Gerais","São Roque de Minas","Ca 2km W of São Roque de Minas","-46.383333","-20.233333","820","820",NA,"Along small stream, associada a Lophocolea martiana Nees","SP088853","2013","04",NA,"-46.383333","-20.233333",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","208359","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Vital, D.M.","12415","1985","11","26","Southern America","BRASIL","Distrito Federal","Brasília","Sobradinho","-47.929722","-15.779722","1100","1100",NA,"Nas bordas do corrego bananal","SP089621","2014","04",NA,"-47.929722","-15.779722",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","208373","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Vital, D.M.","13430","1985","11","28","Southern America","BRASIL","Goiás","Formosa",NA,"-47.334444","-15.537222","900","900",NA,"Nas bordas do rio Itiquira associado a Neesioscyphus argilaceus (Nees) Grolle, Taxilejeunea terricola Steph.","SP089633",NA,NA,NA,"-47.334444","-15.537222",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","208491","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce",NA,"Estuqui, V.R.","s.n.","1985","12","08","Southern America","BRASIL","Goiás","Cocalzinho de Goiás","Fazenda Paraiso, km 48 da BR 070","-48.775833","-15.794444","1100","1100",NA,"Nas bordas de um riacho (corrego do barreiro)","SP089905",NA,NA,NA,"-48.775833","-15.794444",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","220589","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Yano, O.; Wanderley, M.G.L.","10896","1987","09","09","Southern America","BRASIL","Minas Gerais","Santana do Riacho","Serra da Bandeirinha, posto do IBDF","-43.714444","-19.168889","700","700",NA,"mata do topo do morrosolo úmido","SP091279","2006","08",NA,"-43.714444","-19.168889",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-05-02 10:55:01-03","IBt","SP-BRYOPHYTA","222931","S","Plantae",NA,"Pelliaceae","Noteroclada","confluens","Noteroclada confluens","(Hook. f. & Taylor) Spruce","Peralta, D.F.","Kuniyoshi, Y.S.","s.n.","1988","06","11","Southern America","BRASIL","Paraná","Tijucas do Sul","Guaricana","-49.1156","-25.5541","880","880",NA,"No solo úmido","SP092245","2011","03",NA,"-49.1156","-25.5541",NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-03-16 22:36:00-03","MO","MOBOT","100892726","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","John C. Brinda","John C. Brinda|William R. Buck|Juan B. Larraín|Matthew J. von Konrat|Laura R. E. Briscoe|Barbara K. Andreas","Brinda 5513","2014","1","24","South America","Chile","Magallanes","Antártica Chilena","Ministerio de Agricultura de Chile, Corporación Nacional Forestal, Reserva de Biosfera Cabo de Hornos, Parque Nacional Cabo de Hornos, Comuna de Cabo de Hornos, north shore of Isla Grevy, small bay just south of Punta Dillon.","-67.661744","-55.500396","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-03-16 22:35:00-03","MO","MOBOT","100892725","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","John C. Brinda","John C. Brinda|Matthew J. von Konrat|Laura R. E. Briscoe|Barbara K. Andreas","Brinda 5234","2014","1","17","South America","Chile","Magallanes","Antártica Chilena","Universidad de Magallanes, Reserva de Biosfera Cabo de Hornos, Parque Etnobotánico Omora, Comuna de Cabo de Hornos, upper slopes of Cerro Bandera.","-67.633998","-54.968832","645.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","90222683","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"S. P. Churchill","Churchill 24713","2006","9","19","South America","Bolivia","Potosí","Chayanta","Cuenca Río Ravelo, cerca Sacsanta. Vegetación de puna semihúmeda, poco bosque al lado de quebrada. <24711-24718>","-65.46611","-18.87972","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-18",NA,NA
"66","2015-04-21 05:44:00-03","MO","MOBOT","90250299","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill, Abr","Ivan Linneo","Linneo Foronda 803B","2006","10","9","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Municipio de Comarapa. Serranía de Siberia. La Siberia 2 km antes de la laguna. Bosque nublado montano (Yungas). Presencia de helechos arbóreos. <800-812>","-64.70583","-17.84388","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2019-11-24 04:36:00-03","MO","MOBOT","101078210","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","O. Orrego","Jaime Uribe-M.","Uribe-Meléndez 2019","1991","11","2","South America","Colombia","Quindío","Salento","Vereda Navarco alto, Estacion Piscicola.","-75.55","4.4666667","2950.00000000","2960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2010-01-26 15:11:00-02","MO","MOBOT","100195062","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Y. Inturias|S. Carreño","Inturias 172","2009","2","3","South America","Bolivia","Santa Cruz","Vallegrande","Camino entre Vallegrande y Postrervalle. A orillas del rió. <169-177>","-63.9188889","-18.5283334","2645.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-8","1",NA
"69","2011-05-22 10:48:00-03","MO","MOBOT","100380002","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Marko Lewis","Lewis 88-1512B","1988","11","11","South America","Bolivia","La Paz","Franz Tamayo","Along the trail between Pelechuco and Moxos ca. 2 km downstream from Pelechuco.","-69.0333333","-14.7833333","3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2011-06-12 23:09:00-03","MO","MOBOT","100384083","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Marko Lewis","Lewis 87-1272M","1987","12","6","South America","Bolivia","La Paz","Loayza","Along the Rio Jiskha Choque between Viloco-Caxata Road and 1 km up stream. Ca. 3 km S of Viloco.","-67.5","-16.9","4300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2011-06-13 20:54:00-03","MO","MOBOT","100384217","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Marko Lewis","Lewis 88-141","1988","3",NA,"South America","Bolivia","La Paz","Inquisivi","Along the Rio Khatu at base of Cerro Cruz Pata and between Quime and Huanhawira.","-67.2166667","-16.9666667","3380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2011-07-26 17:41:00-03","MO","MOBOT","100393692","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Y. Inturias","Y. Inturias|D. Rocabado","Inturias 287","2010","7","11","South America","Bolivia","Santa Cruz","Vallegrande","San Blas. <285-294>","-64.0491666","-18.4766667","2147.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2011-07-28 15:44:00-03","MO","MOBOT","100394137","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"S. Carreño|et al.","Carreño 109A","2009","1","30","South America","Bolivia","Santa Cruz","Vallegrande","Camino entre Loma Larga y San Lorenzo. <107-117>","-63.9005556","-18.7613889","2200.00000000","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2015-04-21 05:44:00-03","MO","MOBOT","100404651","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Ivan Linneo","Linneo Foronda 1364","2008","2","19","South America","Bolivia","La Paz","Murillo","Pongo, entrada a la mina Elva. <1361-1395>","-67.9419444","-16.3227778","3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-6","1",NA
"75","2015-04-21 05:44:00-03","MO","MOBOT","100409958","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Ivan Linneo","Linneo Foronda 2263","2010","4","23","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Independencia. Comunidad de Chuchuani, lado noroeste. <2229-2273>","-66.8333333","-16.9344444","3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-22","1",NA
"76","2011-11-23 15:45:00-02","MO","MOBOT","100428594","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","S. Carreño|M. Huanca","Carreño 987","2011","8","20","South America","Bolivia","Santa Cruz","Vallegrande","San Lorenzo situado a 22 km al norte de Vallegrande. Camino entre Vallegrande a Loma Larga.","-63.9236111","-18.6658333","2316.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-10","1",NA
"77","2017-10-19 11:13:00-02","MO","MOBOT","100666135","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","John J. Atwood","Rainer W. Bussmann|Narel Paniagua Zambrana|Carlos Vega Ocaña|Carolina Téllez","Bussmann 18454","2013","11","14","South America","Peru","La Libertad","Bolivar","Ucuncha, northeastern side of Cerro Fila de Andonsa.","-77.8221111","-7.1089167","3665.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","1",NA
"78","2014-06-18 09:24:00-03","MO","MOBOT","100700419","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","S. Churchill","Y. Inturias|G.A. Parada|M.T. Martinez","Inturias 1378","2013","2","5","South America","Bolivia","Santa Cruz","Vallegrande",NA,"-63.8558333","-18.7836111","1366.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-6","1",NA
"79","2018-02-09 05:22:00-02","MO","MOBOT","100962480","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Benítez, Ángel Raimundo","Benítez 272","2010","7","8","South America","Ecuador","Loja",NA,"Parque Nacional Colambo-Yacuri, Jimbura.","-79.4294445","-4.7119444","3400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2017-10-21 13:32:00-02","MO","MOBOT","101005452","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Antoine M. Cleef","Cleef 2023","1972","2","28","South America","Colombia","Boyacá",NA,"Páramos al NO de Belén, cabeceras Quebrada Minas.","-72.95","6.0333333","3780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2017-10-21 13:34:00-02","MO","MOBOT","101005453","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"S.R. Gradstein","Gradstein 3812","1982","8","22","South America","Colombia","Boyacá","Susacon","Páramo de Guantiva.","-72.75","6.2333333","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2018-04-03 05:20:00-03","MO","MOBOT","101005454","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Antoine M. Cleef|Álvaro Fernández-Pérez","Cleef 599","1972","1","6","South America","Colombia","Cauca",NA,"Purace, PNN Purace, Volcán Purace, Laguna San Rafael, orilla SE.","-76.3833333","2.35","3300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2017-10-21 14:04:00-02","MO","MOBOT","101005457","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"E. Santana|Jaime Aguirre","Santana 406","1982","10","19","South America","Colombia","Cundinamarca","Fómeque","Fomeque, PNN Chingaza.","-73.75","4.5166667","3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2017-10-21 14:09:00-02","MO","MOBOT","101005460","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Jaime Aguirre","Aguirre Ceballos 4808","1984","11","6","South America","Colombia","Cundinamarca","Guasca","Guasca, Páramo de Guasca, Clla de Pena Negra, Valle del Chuscal.","-73.95","4.95","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2017-10-21 14:23:00-02","MO","MOBOT","101005467","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Antoine M. Cleef","Cleef 337","1971","12","16","South America","Colombia","Cundinamarca","La Calera","Santa Fe De Bogota, La Calera, Paramo de Palacio, km 18 de la via.","-73.9166667","4.75","3490.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2017-10-21 14:31:00-02","MO","MOBOT","101005471","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Antoine M. Cleef","Cleef 856a","1972","1","22","South America","Colombia","Meta",NA,"Parque Nacional de Sumapaz, Hoya El Nevado Laguna Guitarra.","-74.4166667","3.75","3425.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2017-10-21 14:34:00-02","MO","MOBOT","101005474","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Antoine M. Cleef","Cleef 1075","1972","1","26","South America","Colombia","Meta",NA,"PNN de Sumapaz, Hoya Quebrada Sitiales, filo Sitiales, SW Laguna Primavera.","-74.4166667","3.75","3550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2017-10-21 14:38:00-02","MO","MOBOT","101005475","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"G.B. van Reenen","Reenen 639","1980","1",NA,"South America","Colombia","Risaralda","Santa Rosa de Cabal","Santa Rosa De Cabal, PNN Los Nevados, Santa Isabel.","-75.4666667","4.75","3550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2017-10-21 14:41:00-02","MO","MOBOT","101005476","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"Jaime Aguirre|S.R. Gradstein","Aguirre Ceballos 1484","1980","7","28","South America","Colombia","Tolima","Santa Isabel","Santa Isabel, Hacienda El Ochoral, Quebrada Las Domas.","-75.0833333","4.7","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2017-10-21 14:44:00-02","MO","MOBOT","101005478","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson",NA,"G.B. van Reenen","Reenen 1212","1980","2","9","South America","Colombia","Tolima","Santa Isabel","Santa Isabel, Valle Río Totarito, entre el Paso Espanol y Hacda La Ermita.","-75.0833333","4.7","3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2018-10-27 02:48:00-03","MO","MOBOT","101078208","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","J. Benavides","Jaime Aguirre","Aguirre Ceballos 1511","1980","7","28","South America","Colombia","Tolima","Santa Isabel","Santa Isabel, Hacienda El Ochoral, Quebrada Las Domas.","-75.0833333","4.7","2980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2018-10-27 02:52:00-03","MO","MOBOT","101078209","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","R. Grolle","Antoine M. Cleef","Cleef 4500","1972","4","14","South America","Colombia","Boyacá","Socotá","Socota, Paramo de Pisba, Via Socha-La Punta, km 61, Alto de Granados","-72.6166667","5.9333333","3620.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-06-17 18:16:00-03","MO","MOBOT","90056250","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","A. Whittemore","S. P. Churchill|Alba L. Arbeláez|Orlando Marulanda","Churchill 15397","1987","7","5","South America","Colombia","Antioquia","La Unión","La Unión hacia San Miguel. Bosque montano secundario. <15377-15447>","-75.2833333","5.9333333","2340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-9","1",NA
"94","2009-12-04 09:35:00-02","MO","MOBOT","90074190","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","A. T. Whittemore","Bernardo R. Ramírez Padilla","Ramírez Padilla 10137","1996","9","7","South America","Colombia","Nariño","Pasto","Correg. de El Encano. Sur de La Cocha. Vereda La Joya. Quebrada Saraconcho.","-77.11666","0.96666","2740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-06-15 04:36:00-03","MO","MOBOT","90078912","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Grolle","Pirkko Hegewald|Eberhard Hegewald","Hegewald 5967","1973","5","16","South America","Peru","La Libertad","Otuzco","Cerro las Gordas zw. Agallpampa u. Quiruvilca. <5961-5978>","-78.43333","-8","3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73-43",NA,NA
"96","2019-06-15 04:36:00-03","MO","MOBOT","90078916","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","Grolle","Pirkko Hegewald|Eberhard Hegewald","Hegewald 6532","1973","8","29","South America","Peru","Cajamarca","Cajamarca","Quebrada Cavilan (Cerro Huallaconga) zw. San Juan u. Cajamarca. <6523-6565>","-78.33333","-7.23333","3150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73-72",NA,NA
"97","2009-11-05 21:20:00-02","MO","MOBOT","90081439","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","A.Whittemore Jan 00","Michelle J. Price|A.B. Biasuso|S. P. Churchill|Zacharia L.K. Magombo|María Schiavone","Price 1729","1999","12","2","South America","Argentina","Tucumán",NA,"Camino a Tafi del Valle, vicinity of Rio Los Sosa, site Apeadero militar Gral. Muñoz at Km 41. Quebrada Rio Los Sosa. Superior montane forest with Alnus acuminata. <1706-1733>","-65.65","-26.65","1555.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99-39",NA,NA
"98","2011-02-27 13:03:00-03","MO","MOBOT","90100070","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","A. T. Whittemore","Bernardo R. Ramírez Padilla","Ramírez Padilla 4909","1992","4","16","South America","Colombia","Nariño","Pasto","Correg. de Santa Bárbara. Parte ulta del Río Bobo.","-77.31666","1.06666","3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","90100071","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","T. Pócs","León","Leon 9707/A","1997","2","8","South America","Venezuela","Mérida",NA,"Páramo de La Culata, Parque Nacional Sierra de La Culata, Valle del Río Mucujun.","-71.03333","8.73333","3090.00000000","3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2009-08-24 11:42:00-03","MO","MOBOT","90124579","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","J.D. Parra","Juan David Parra","Parra 469","1998","2","24","South America","Colombia","Antioquia","Medellín","El Placer, Carretera Medellín-Santa Helena","-75.48333","6.33333","2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-08-24 11:42:00-03","MO","MOBOT","90124591","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","J.D. Parra","Juan David Parra","Parra 462","1998","2","17","South America","Colombia","Antioquia",NA,"Guarne, Piedra Gorda","-75.48333","6.33333","2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-08-24 11:42:00-03","MO","MOBOT","90124597","PreservedSpecimen","Plantae",NA,"Noterocladaceae","Noteroclada","confluens","Noteroclada confluens","Taylor ex Hook. & Wilson","J.D. Parra","Juan David Parra","Parra 451","1998","2","17","South America","Colombia","Antioquia",NA,"Medellín, El Placer, Carretera Medellín-Santa Helena","-75.48333","6.33333","2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
