"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","coordinatePrecision","imagecode","geoFlag","class","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"11","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106177","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","4846","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: Ad arborem in silva.","PACA106177","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"12","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106174","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","4836","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"+Riccardia chamedryfolia (With.) Grolle. Habitat: Ad arborem.","PACA106174","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"13","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106173","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","4834","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: Ad arborem in silva.","PACA106173","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"14","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106175","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","4840","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: Ad arborem in silva.","PACA106175","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"15","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106228","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","11021","1970","05","03",NA,"Brasil","RS","Faz. Fogaça",NA,NA,"Habitat: Ad ramos arbor.","PACA106228","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"16","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106204","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","6546","1953","12","28",NA,"Brasil","RS","Prope Faz. Englert",NA,NA,"Habitat: Ad arborem.","PACA106204","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"17","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106169","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","4600","1949","12","19",NA,"Brasil","RS","Prope urbem.",NA,NA,"Habitat: Ad arborem in silva.","PACA106169","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"18","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106197","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5618","1951","11","23",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: As arborem in silva nebulari.","PACA106197","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"19","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106191","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5330","1950","12","19",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106191","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"20","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106188","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5275","1950","12","19",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: In humo.","PACA106188","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"21","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106194","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5365","1950","12","19",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106194","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"22","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106222","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","8035","1953","02","16",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem in silva.","PACA106222","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"23","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106195","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5369","1950","12","19",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106195","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"24","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106211","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","6387","1953","11","16",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Epiphytum in silva haud densa.","PACA106211","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2006","10",NA,NA,NA
"25","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106216","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","7313","1959","02","28",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106216","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"26","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106206","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","6812","1956","02","14",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106206","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"27","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106189","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","5291","1950","12","19",NA,"Brasil","RS","Taimbé",NA,NA,"Habitat: Ad arborem.","PACA106189","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"28","2020-12-09 17:04:45-03","IAP","PACA-BRYOPHYTES","106207","PreservedSpecimen","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm & Lindemb.","O. Yano","Sehnem, A.","6980","1957","01","17",NA,"Brasil","SC","Campo dos Padres",NA,NA,"Habitat: Epiphytum","PACA106207","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,NA,"35974",NA,"auto",NA,NA,NA,"2010","06",NA,NA,NA
"29","2019-11-21 14:50:04-03","UFJF","CESJ","71092","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb",NA,"S.R. Visnadi","5768",NA,NA,NA,"América do Sul","Brasil","São Paulo","Serra do Morrão, Ca. 2 km do centro da Vila de Paranapiacaba, em Mata Atlântica",NA,NA,"Duplicata SP461880","CESJ071092","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,"26836",NA,"auto",NA,NA,NA,"1988","08","19",NA,NA
"30","2020-06-30 18:33:01-03","UFJF","CESJ","16217","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb",NA,"L. Krieger","CESJ16217","1976","04","14","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","1050",NA,NA,"CESJ016217","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"1784","30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-30 18:33:01-03","UFJF","CESJ","15626-B","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb",NA,"L. Krieger","CESJ15626-B","1970","05","15","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","1050",NA,NA,"CESJ15626B","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"1784","30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-30 18:33:01-03","UFJF","CESJ","13971","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb",NA,"L. Krieger","CESJ13971","1975","07","05","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","1050",NA,NA,"CESJ013971","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"1784","30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-30 18:33:01-03","UFJF","CESJ","13647","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb","A.P. Luizi-Ponzo; G.Q.Ribeiro","L. Krieger","CESJ13647","1975","07","01","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","1050",NA,NA,"CESJ013647","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"1784","30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-30 18:33:01-03","UFJF","CESJ","13970","PreservedSpecimen","Plantae","Hepática","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb",NA,"L. Krieger","CESJ13970","1975","07","01","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca","1050",NA,NA,"CESJ013970","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"1784","30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-01-17 11:22:25-02","PUCRS","MPUC","4894","S","Plantae",NA,"Jubulaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb.",NA,NA,NA,"2009","02","25","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,"São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,"Jungermanniopsida","Jungermanniales",NA,"2010","01","01","2",NA
"36","2021-03-16 17:56:03-03","UCS","HUCS","27779","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Yano, O.","Wasum, R.A.","3345","2006","01","16",NA,"Brasil","Paraná","Várzea da Olaria","764",NA,"sobre troncos - interior da matinha",NA,"São Mateus do Sul","-50.435833","-25.888889","-50.435833","-25.888889","764",NA,NA,NA,NA,"Porellales",NA,"2007","03",NA,NA,NA
"37","2021-03-16 17:56:03-03","UCS","HUCS","41322","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Yano, O.","Oliveira, J.R.P.M.","311","2010","04","16",NA,"Brasil","Rio Grande do Sul","Cânion Itaimbezinho",NA,NA,"Herbário UFP- 74056; mata próximo à area de descanso",NA,"Cambará do Sul","-50.083333","-29.159444","-50.083333","-29.159444",NA,NA,NA,NA,NA,"Porellales",NA,"2013","03",NA,NA,NA
"38","2021-03-16 17:56:03-03","UCS","HUCS","41352","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Yano, O.","Oliveira, J.R.P.M.","293","2010","04","16",NA,"Brasil","Rio Grande do Sul","Cânion Itaimbezinho - trilha do cotovelo",NA,NA,"Herbário UFP - 74084; mata próximo à area de descanso, sobre tronco vivo",NA,"Cambará do Sul","-50.083333","-29.159444","-50.083333","-29.159444",NA,NA,NA,NA,NA,"Porellales",NA,"2013","03",NA,NA,NA
"39","2021-03-16 17:56:03-03","UCS","HUCS","49714","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Peralta, D.F.","Gonzatti, F.","4739","2018","12","09",NA,"Brasil","Bahia","Parque Nacional da Serra das Lontras, Serra do Peito de Moça","760",NA,"Erva epífita em mata nebular",NA,"Arataca","-39.346389","-15.180556","-39.346389","-15.180556","760",NA,NA,NA,NA,"Porellales",NA,"2019","07",NA,NA,NA
"40","2021-03-16 17:56:03-03","UCS","HUCS","24353","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Yano, O.","Wasum, R.A.","s.n.","1996","02","29",NA,"Brasil","Rio Grande do Sul","Floresta Nacional","830",NA,"sobre troncos de araucária",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"830","76715",NA,"auto",NA,"Porellales",NA,"2005","02","02",NA,NA
"41","2021-03-16 17:56:03-03","UCS","HUCS","9951","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Griffin III, D.","Wasum, R.A.","s.n.","1994","04","10",NA,"Brasil","Rio Grande do Sul","Floresta Nacional","800",NA,"sobre rochedos",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"800","76715",NA,"auto",NA,"Porellales",NA,"1995","10",NA,NA,NA
"42","2021-03-16 17:56:03-03","UCS","HUCS","35917","PreservedSpecimen","Plantae","Bryophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(L. & L.) Lehm. & Lindenb.","Yano, O.","Wasum, R.A.","4639","2010","04","16",NA,"Brasil","Rio Grande do Sul","Parque Nacional dos Aparados da Serra - Itaimbezinho","1000",NA,"Sobre tronco, interior da mata",NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"1000","30776",NA,"auto",NA,"Porellales",NA,"2013","07","03",NA,NA
"43","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","033112","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.",NA,"Loefgren, A.","775","1896","12",NA,"Southern America","BRASIL","São Paulo",NA,"400",NA,"Sobre Mato seco","SP060509","São Francisco","-50.696667","-20.359167","-50.696667","-20.359167","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","086027","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.",NA,"Hoehne, F.C.","63","1920","08","29","Southern America","BRASIL","São Paulo","Bosque da Saúde","760",NA,NA,"SP060613","São Paulo","-46.636111","-23.5475","-46.636111","-23.5475","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","132080","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.",NA,"Vital, D.M.","6558","1976","08","20","Southern America","BRASIL","Bahia",NA,"1010",NA,"on thin tree trunks, on top of a hill, ca. 3 Km Sw of the center of the town","SP068708","Morro do Chapéu","-41.156111","-11.55","-41.156111","-11.55","1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","132082","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.",NA,"Vital, D.M.","6564","1976","08","20","Southern America","BRASIL","Bahia",NA,"1010",NA,"on branches of a shurub, on a hill side, ca. 5 Km SW of the center of the town","SP068710","Morro do Chapéu","-41.156111","-11.55","-41.156111","-11.55","1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","173894","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.","Peralta, D.F.","Yano, O.","3846","1981","12","10","Southern America","BRASIL","São Paulo","Ilha do Cardoso","20",NA,"Sobre tronco de Rhyzophora sp.","SP081602","Cananéia","-47.939722","-25.016389","-47.939722","-25.016389","20",NA,NA,NA,NA,NA,NA,"2009","12",NA,NA,NA
"48","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","180826","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.","Peralta, D.F.","Vital, D.M.","10899","1982","01","09","Southern America","BRASIL","São Paulo","Ilha do Cardoso","20",NA,"Sobre folha de Bromelia, na mata clara (quase restinga), ca. 2km S dos alojamentos.","SP082220","Cananéia","-47.939722","-25.016389","-47.939722","-25.016389","20",NA,NA,NA,NA,NA,NA,"2008","05",NA,NA,NA
"49","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","223089","S","Plantae",NA,"Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindb.) Lehm. & Lindb.",NA,"Yano, O.; Mello, Z.R.","11817","1988","10","09","Southern America","BRASIL","São Paulo","Estação Biológica de Juréia","10",NA,"Sobre tronco vivo de Laguncularia racemosa","SP092499","Peruibe","-46.5954","-24.1912","-46.5954","-24.1912","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-09-29 14:53:04-03","UFPR","UPCB","26983","PreservedSpecimen","Plantae","Marchantiophyta","Frullaniaceae","Frullania","beyrichiana","Frullania beyrichiana","(Lehm. & Lindenb.) Lehm. & Lindenb.","Hirai, R.Y. & Yano, O.","Hirai, R.Y.","31","1995","07","11",NA,"Brasil","Paraná","Capão da Educação Física, Centro Politécnico",NA,NA,"Sobre tronco de árvores..",NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
