"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","639079","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","H. S. Irwin","32655","South America","Brazil","Serra do Tombador, ca. 22 km W. of Morro do Chapéu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639079","Bahia","1971","02","20","Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto","-41.1558","-11.5503","1000","1000","NY00639079_01","Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","639086","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","P. von Luetzelburg","12658","South America","Brazil","Parahyba do North. Serra do Ohho d'Agua","sheet",NA,"Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639086","Paraíba","1921","05","01","Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto",NA,NA,NA,NA,"NY00639086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","639083","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","R. M. Harley","16303","South America","Brazil","64 km North of Senhor do bonfim on the BA 130 highway to Juazeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639083","Bahia","1974","02","25","Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto","-40.25","-9.92","400","400","NY00639083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1019298","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","R. F. Souza-Silva","201","South America","Brazil","Base da Crista, próximo ao rio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019298","Bahia","2006","04","13","Magnoliophyta","Caryophyllales","(Schult.) Seub.","L. Senna","-40.2297","-10.1033","560","560","NY01019298_01","Jaguarari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","639084","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","G. Gardner","1404","South America","Brazil","In provinica Dos Alagoas","sheet",NA,"Com. am. Shuttleworth 1839 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639084","Alagoas","1839","04",NA,"Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto",NA,NA,NA,NA,"NY00639084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02461009","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","G. G. Hatschbach","42818","South America","Brazil","arredores.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2689806' target='other'> <mi>dwc_moreinfo</mi></a>","NY02461009","Minas Gerais","1980","03","20","Magnoliophyta","Caryophyllales","(Schult.) Seub.",NA,"-44.9622001647949","-17.3511009216309","500",NA,"NY02461009_01","Buritizeiro","88041","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","639080","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","P. von Luetzelburg","452","South America","Brazil","Piauhy. Guarihas. Nur sur Regenreitt","sheet",NA,"Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639080","Piauí","1914",NA,NA,"Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto",NA,NA,NA,NA,"NY00639080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","639085","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","G. Eiten","4956","South America","Brazil","Ca. 16 km N of Cabrobró. Near the place called Pau Ferro on road from Terra Nova to Cabrobró","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00639085","Pernambuco","1962","07","16","Magnoliophyta","Caryophyllales","(Schult.) Seub.","M. S. Marchioretto","-39.325","-8.375",NA,NA,"NY00639085_01","Cabrobró",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493516","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","M. H. Nee","43411","South America","Bolivia","0.5 km W of center of Samaipata","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493516","Santa Cruz","1992","12","30","Magnoliophyta","Caryophyllales","(L.f.) Mart.","M. H. Nee","-63.88","-18.18","1700","1820",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1033215","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","G. G. Hatschbach","37131","South America","Brazil","Frutal, arredores.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033215","Minas Gerais","1975","09","25","Magnoliophyta","Caryophyllales","(L.f.) Mart.","M. H. Nee",NA,NA,NA,NA,"NY01033215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","493514","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","G. Gardner","VII2948","South America","Brazil",NA,"sheet",NA,"Comm. Am. Shuttl. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493514","Piauí","1841",NA,NA,"Magnoliophyta","Caryophyllales","(L.f.) Mart.","J. C. de Siqueira",NA,NA,NA,NA,"NY00493514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","493511","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","G. Eiten","2243","South America","Brazil","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10 km. NNE of PADUA SALES. (About 27 km. NW of city of MOJI-MIRIM.)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493511","São Paulo","1960","09","02","Magnoliophyta","Caryophyllales","(L.f.) Mart.","L. B. Smith",NA,NA,"650","650","NY00493511_01","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1033217","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","A. P. Duarte","2260","South America","Brazil","Serra do Cipó, km. 130 margem de rio, no campo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216447' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033217","Minas Gerais","1949","12","10","Magnoliophyta","Caryophyllales","(L.f.) Mart.","M. H. Nee","-43.505872","-19.227045",NA,NA,"NY01033217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","493509","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","A. C. Cervi","6198","South America","Brazil","Próximo ao Rio das Mortes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493509","Paraná","1996","10","23","Magnoliophyta","Caryophyllales","(L.f.) Mart.","A. Uhlmann","-49.37","-24.23",NA,NA,"NY00493509_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","493512","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","R. Goodland","19","South America","Brazil","Emas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493512","São Paulo","1965","09","18","Magnoliophyta","Caryophyllales","(L.f.) Mart.","J. C. de Siqueira","-47.370228","-21.932532",NA,NA,"NY00493512_01","Pirassununga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","493510","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","J. C. Lindeman","3251","South America","Brazil","Campo 10 km S.W. of Villa Velha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493510","Paraná","1966","11","14","Magnoliophyta","Caryophyllales","(L.f.) Mart.","L. Y. T. Westra","-50.1617","-25.095",NA,NA,"NY00493510_01","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","493513","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","P. von Luetzelburg","19211","South America","Brazil","No Bahia, Serra do Chuquê","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493513","Bahia","1913",NA,NA,"Magnoliophyta","Caryophyllales","(L.f.) Mart.","J. C. de Siqueira",NA,NA,NA,NA,"NY00493513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","493507","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","T. M. Pedersen","11397","South America","Brazil","BR 290, cutting near the Arroio Maleva, between km 461 & 462","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493507","Rio Grande do Sul","1976","11","08","Magnoliophyta","Caryophyllales","(L.f.) Mart.","T. M. Pedersen","-55.7919","-29.7831",NA,NA,"NY00493507_01","Alegrete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1033511","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","W. J. Burchell","8179","South America","Brazil","S. Bento to Rio Cangálho (Ribeirao Cangalha)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222197' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033511","Tocantins","1828","03","24","Magnoliophyta","Caryophyllales","(L.f.) Mart.","J. C. de Siqueira","-47.45","-11.88",NA,NA,"NY01033511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","493515","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","E. G. Nicora de Panza","5755","South America","Argentina","Monte Caseros, Estancia La Potota, próxima a estación Libertad","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493515","Corrientes","1949","12","02","Magnoliophyta","Caryophyllales","(L.f.) Mart.","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1033512","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","W. J. Burchell","8135","South America","Brazil","Rio Pálma to Conceiçao (Conceiçao do Norte)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222206' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033512","Tocantins","1828","03","24","Magnoliophyta","Caryophyllales","(L.f.) Mart.","J. C. de Siqueira","-47.27","-12.23",NA,NA,"NY01033512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","493508","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","G. Jönsson","1024a","South America","Brazil","Tamandua","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493508","Paraná","1914","10","04","Magnoliophyta","Caryophyllales","(L.f.) Mart.",NA,"-49.769797","-25.530491",NA,NA,"NY00493508_01","Balsa Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","493506","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","P. K. H. Dusén","s.n.","South America","Brazil","Serrinha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493506","Paraná","1908","10","22","Magnoliophyta","Caryophyllales","(L.f.) Mart.",NA,"-49.5344","-25.6758",NA,NA,"NY00493506_01","Contenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1033216","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","M. L. Fonseca","1321","South America","Brazil","Parque Nacional da Chapada dos Veadeiros. Ca. 23 km de Alto Paraíso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216444' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033216","Goiás","1996","11","12","Magnoliophyta","Caryophyllales","(L.f.) Mart.","M. H. Nee","-47.4939","-13.9442","1410","1410","NY01033216_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","345570","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","lanata","Pfaffia lanata peteriana","Dr. Peter","s.n.","South America","Argentina","Pampas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345570",NA,"1883",NA,NA,"Magnoliophyta","Caryophyllales","Kuntze",NA,NA,NA,NA,NA,"NY00345570_01",NA,NA,NA,"peteriana","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG039","S","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","R.C. Martins et al.","727",NA,"Brasil","EEJB",NA,NA,"Erva com 21cm de altura. Botões florais creme",NA,"Distrito Federal","2007","10","04",NA,NA,NA,"Mariana Oliveira","-47.847222","-15.858056","1135","1135",NA,"Brasília",NA,NA,NA,NA,"47º50'50''W","15º51'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG3969","S","Plantae","Amaranthaceae","Pfaffia","gnaphaloides","Pfaffia gnaphaloides","M.Valentina W.","91",NA,"Brasil","Condomínio Ville des Lacs",NA,NA,"Flor amarela. UTM: 7753011 x; 594142 y.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"M.Valentina W.","-43.966944","-20.208611","1.4","1.4",NA,"Nova Lima",NA,NA,NA,NA,"43º58'01''W","20°12'31''S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","79","PreservedSpecimen","Plantae","Amaranthaceae","Pfaffia","helichrysoides","Pfaffia helichrysoides","Seabra, C.A.N.","26",NA,"Brasil","Rubião Júnior, a uns 1000 m a direita da passagem de nivel, acompanhando a linha do trem",NA,NA,"Planta rasteira, inflorescência amarelada","BOTU000079","São Paulo","1972","11","09",NA,NA,"(Mart.) Kuntze","Amaral Jr., A.",NA,NA,NA,NA,"BOTU000079","Botucatu",NA,NA,NA,NA,"9999","9999","2000","08",NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","3298","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Pereira, R.","03",NA,"Brasil","Floriópolis",NA,NA,"<ll>dwc_commonname:</ll> Ervanço","HDELTA003298","Piauí","2015","03","31",NA,NA,"Seub.","Silva, M. S.","-41.717","-2.885917",NA,NA,NA,"Parnaíba",NA,NA,NA,NA,"41°43'01,20W","02°53'09,30S","2017","01","09",NA,NA,NA,NA,NA
"40","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","1693","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Laurindo, A. C. N.","05",NA,"Brasil","Floriópolis",NA,NA,NA,"HDELTA001693","Piauí","2015","06","22",NA,NA,"Seub.","Silva, M. S.","-41.717528","-2.970056",NA,NA,NA,"Parnaíba",NA,NA,NA,NA,"41°43'03,10W","02°58'12,20S","2017","01","09",NA,NA,NA,NA,NA
"41","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","1642","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Silva, A. G.","66",NA,"Brasil","Parelha",NA,NA,NA,"HDELTA001642","Piauí","2010","05","26",NA,NA,"Seub.","Silva, A. G.","-41.7766990661621","-2.90472006797791",NA,NA,NA,"Parnaíba","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","5107","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Nascimento, F.E.L.; Lemos, J.R.","16",NA,"Brasil","Sítio da Gurita",NA,NA,NA,"HDELTA005107","Piauí",NA,NA,NA,NA,NA,"Seub.","Nascimento, F.E.L.","-41.6441993713379","-3.19082999229431",NA,NA,NA,"Bom Princípio do Piauí","22201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","6171","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Araújo, L.S.; Lemos, J.R.","216",NA,"Brasil","Rua sete cidades",NA,NA,NA,"HDELTA006171","Piauí","2018","03","03",NA,NA,"Seub.","Araújo, L.S.","-41.7811012268066","-4.13166999816895",NA,NA,NA,"Brasileira","51782","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","992","PreservedSpecimen","Plantae","Amaranthaceae","Froelichia","humboldtiana","Froelichia humboldtiana","Lima, A.A.","104",NA,"Brasil","Lagoa da Prata",NA,NA,"Erva anfíbia","HDELTA000992","Piauí","2013","03","08",NA,NA,"Seub.",NA,"-41.7766990661621","-2.90472006797791",NA,NA,NA,"Parnaíba","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
