"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2021-02-08 21:32:30-03","UFBA","ALCB","03836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Noblick, LR","Azevedo, CT de","s/n","1975","11","Southern America","Brasil","Bahia","Instituto de Biologia.","-38.5","-12.966667",NA,"Com cerca de 20cm. Flores amarelas.; Lago. Terrestre.",NA,NA,"03",NA,NA,"Salvador",NA,NA,NA,NA,"-38.5","-12.966667","1980","09",NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:18:21-03","UFBA","ALCB","10429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Scatigna, AV","Noblick, LR","1661","1980","02","Southern America","Brasil","Bahia","Dunas de Itapuã.","-38.35","-12.933333",NA,"Estoloniferas com flores azuis.; Lugares úmidos.",NA,NA,"10",NA,NA,"Salvador",NA,NA,NA,NA,"-38.35","-12.933333","2016","10","05",NA,NA,NA,NA,NA
"47","2019-10-09 11:18:21-03","UFBA","ALCB","16955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Souza, VC","Guedes, ML","965","1986","11","Southern America","Brasil","Bahia","Próximo ao Charco. EMATERBA.","-38.5","-12.966667",NA,"Com folhas discolores, membranáceas. Flores singelas lilás.",NA,NA,NA,NA,NA,"Salvador",NA,NA,NA,NA,"-38.5","-12.966667","1998","07",NA,NA,NA,NA,NA,NA
"48","2021-02-08 21:32:30-03","UFBA","ALCB","17926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Souza, VC","Santana, W","s/n","1979","10","Southern America","Brasil","Bahia",NA,"-41.383333","-12.55",NA,NA,NA,NA,"14",NA,NA,"Lençóis",NA,NA,NA,NA,"-41.383333","-12.55","1998","07",NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:18:21-03","UFBA","ALCB","60212","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Scatigna, AV","Guedes, ML; Alunos de Botânica III; et al.","s/n","2003","01","Southern America","Brasil","Bahia","Guarajuba","-38.316667","-12.683333",NA,"de ca. 20 cm., prostradas. Folhas membranáceas, discolores. Flores axilares de corola lilás.",NA,NA,"20",NA,NA,"Camaçari",NA,NA,NA,NA,"-38.316667","-12.683333","2016","10","05",NA,NA,NA,NA,NA
"50","2019-10-09 11:18:21-03","UFBA","ALCB","85159","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Prates, ARS","Prates, ARS; Guedes, ML","61","2008","08","Southern America","Brasil","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.374444",NA,"procumbente. Folhas membranáceas. Flores axilares isoladas, cálice verde, corola lilás.",NA,NA,"19","68","68","Itanagra",NA,NA,NA,NA,"-37.979444","-12.374444","2008","12",NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:18:21-03","UFBA","ALCB","85503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Prates, ARS","Prates, ARS","96","2008","09","Southern America","Brasil","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.374444",NA,"ca de 20cm de altura, procumbente. Folhas membranáceas. Flores axilares, corola lilás.",NA,NA,"20","13","13","Itanagra",NA,NA,NA,NA,"-37.979444","-12.374444","2009","01",NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:18:21-03","UFBA","ALCB","85582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) O. Kuntze","Prates, ARS","Prates, ARS; Pereira, GJC; Silva, MS","173","2008","10","Southern America","Brasil","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.373889",NA,"ca de 15cm de altura. Folhas opostas, concolores, membranáceas. Flores com pétalas branca e margem azulada.",NA,NA,"19","68","68","Itanagra",NA,NA,NA,NA,"-37.979444","-12.373889","2009","04",NA,NA,NA,NA,NA,NA
"53","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728346","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Prance GT; et al.",NA,"1968","08","Southern America","Brazil",NA,"Brazilian Amazonia, Territory of Rondonia, Basin of Rio Madeira, Rio Baneiras at crossing road Guajara-Mirim to Abuna. Roadside.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728346","NL-U1728346","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"54","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728343","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Lindeman JC","Lindeman JC; Haas JH de",NA,"1966","10","Southern America","Brazil","São Paulo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728343","NL-U1728343","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137048",NA,NA,NA
"55","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728344","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Prance GT; Rodrigues WA; Ramos JF; Farias LG",NA,"1968","11","Southern America","Brazil",NA,"Brazilian Amazonia, Territory of Rondonia, Basin of Rio Madeira, E. bank of Rio Madeira between Penha Colorado and Cachoeira Araras.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728344","NL-U1728344","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"56","2020-11-04 10:56:02-03","ESALQ","ESA","141538","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Souza, V.C.","41261.0","2018","11",NA,"Brasil","São Paulo","Loteamento Marambaia II. Floresta de Restinga","-46.9900016784668","-24.3199996948242",NA,"Erva; corola alvo-arroxeada. Local alagável.","ESA141538",NA,"03",NA,NA,"Peruíbe",NA,NA,"21922","auto",NA,NA,"2018","11","03",NA,NA,NA,NA,NA
"57","2020-11-04 11:12:12-03","ESALQ","ESA","87390","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Amorim, A.; Sant'Ana; Jardim, J.G.; Santos, E.B.","1453.0","1993","11",NA,"Brasil","Bahia",NA,"-39.0752983093262","-15.2932996749878",NA,NA,"ESA087390",NA,"10",NA,NA,"Una",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:12:12-03","ESALQ","ESA","101190","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"Souza, V.C.","Rodrigues, C.D.N.","109.0","2006","12",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA101190","ESA101190","13",NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,"2007","08","02",NA,NA,NA,NA,NA
"59","2020-11-04 11:12:12-03","ESALQ","ESA","115088","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,NA,"Devecchi, M.F.","143.0","2011","04",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115088","ESA115088","21",NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:12:12-03","ESALQ","ESA","62491","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Folli, D.A.","2426.0","1994","11",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA062491",NA,"17",NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:12:12-03","ESALQ","ESA","89105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze",NA,"Pott, V.J. ; Pott, A.","5778.0","2002","09",NA,"Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"ESA089105",NA,"13",NA,NA,"Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:12:12-03","ESALQ","ESA","36345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Ribas, O.S. et al.","1033.0","1996","01",NA,"Brasil","Paraná",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"ESA036345",NA,"20",NA,NA,"Paranaguá",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:12:12-03","ESALQ","ESA","30696","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Souza, V.C. et al.","10356.0","1996","01",NA,"Brasil","São Paulo",NA,"-48.25","-23.1000003814697",NA,NA,"ESA030696",NA,"23",NA,NA,"Bofete",NA,NA,"29333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:12:12-03","ESALQ","ESA","128773","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii",NA,"Souza, V.C.","Polisel, R.T.","1152.0","2013","03",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). Trilha de Dezembro, entre a UHE Alecrim e Porto Raso. Floresta Ombrófila Densa às margens do Rio de Dezembro.","-47.45","-24.07",NA,"Erva de 30 cm. Cálice verde.","ESA128773","ESA128773","27","389","389","Tapiraí",NA,NA,NA,NA,"-47.45","-24.07","2013","03","27",NA,NA,NA,NA,NA
"65","2020-11-04 11:12:12-03","ESALQ","ESA","63061","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Hind, D.J.N. et al.",NA,"1992","12",NA,"Brasil","Bahia",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA063061",NA,"27",NA,NA,"Abaíra",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 12:18:28-03","ESALQ","ESA","52547","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Plantaginaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Hoehne, W.",NA,"1955","05",NA,"Brasil","São Paulo",NA,"-46.3899993896484","-23.9599990844727",NA,NA,"ESA052547",NA,"08",NA,NA,"São Vicente",NA,NA,"25482","auto",NA,NA,"2001","02","06",NA,NA,NA,NA,NA
"67","2020-11-04 11:12:12-03","ESALQ","ESA","25332","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Souza, V.C.; Souza, J.P. et al.","9195.0","1995","10",NA,"Brasil","São Paulo","Estrada entre o Bairro de Suarão e a Fazenda São Luís. Mata de Restinga.","-46.7799987792969","-24.1800003051758",NA,"Rastejante; corola roxo-clara com lábio inferior mais escuro. Beira de mata.","ESA025332",NA,"07",NA,NA,"Itanhaém",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:12:12-03","ESALQ","ESA","41644","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Hatschbach, G. et al.","63134.0","1995","08",NA,"Brasil","Bahia",NA,"-37.6105995178223","-11.8135995864868",NA,NA,"ESA041644",NA,"18",NA,NA,"Conde",NA,NA,"31737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 12:18:28-03","ESALQ","ESA","26454","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Plantaginaceae","Torenia","thouarsii","Torenia thouarsii",NA,NA,"Souza, V.C. et al.",NA,"1994","02",NA,"Brasil","Bahia",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"ESA026454",NA,"21",NA,NA,"Mucugê",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:12:12-03","ESALQ","ESA","62063","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Folli, D.A.","2783.0","1996","09",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA062063",NA,"30",NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:12:12-03","ESALQ","ESA","62490","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Folli, D.A.","3180.0","1998","06",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA062490",NA,"22",NA,NA,"Linhares",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:12:12-03","ESALQ","ESA","34479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Pott, V.J. et al.","2947.0","1996","02",NA,"Brasil","Mato Grosso do Sul",NA,"-54.7599983215332","-18.5067005157471",NA,NA,"ESA034479",NA,"25",NA,NA,"Coxim",NA,NA,"102528","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:12:12-03","ESALQ","ESA","44963","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Rapini, A. et al.","5.0","1995","08",NA,"Brasil","São Paulo",NA,"-46.138599395752","-23.8544006347656",NA,NA,"ESA044963",NA,"21",NA,NA,"Bertioga",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:12:12-03","ESALQ","ESA","21088","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Ribeiro, J.E.L.S. et al.","319.0","1988","06",NA,"Brasil","São Paulo",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA021088",NA,"04",NA,NA,"Ubatuba",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 12:18:28-03","ESALQ","ESA","94364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Plantaginaceae","Torenia","thouarsii","Torenia thouarsii",NA,NA,"Souza, V.C. ; Lorenzi, H.","30678.0","2005","06",NA,"Brasil","Bahia","Km 6 da Estrada Itabuna - Ilhéus. Beira de estrada.","-39.0494003295898","-14.7889003753662",NA,"Erva prostrada; corola roxo-clara.","ESA094364",NA,"28",NA,NA,"Ilhéus",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:12:12-03","ESALQ","ESA","11700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","Souza, V.C.","4007.0","1993","07",NA,"Brasil","São Paulo","Condomínio Iporanga. Mata de restinga.","-46.138599395752","-23.8544006347656",NA,"Erva prostrada; flores roxo-claras.","ESA011700",NA,"06",NA,NA,"Bertioga",NA,NA,"37616","auto",NA,NA,"1993","01","01",NA,NA,NA,NA,NA
"77","2020-11-04 12:18:28-03","ESALQ","ESA","95858","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Plantaginaceae","Torenia","thouarsii","Torenia thouarsii",NA,"Fernandes, T.M.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6180.0","2006","07",NA,"Brasil","Bahia","Estrada para Itabuna, km 22. Plantação de cacau na área do CEPEC","-39.0494003295898","-14.7889003753662",NA,"Erva rastejante, flores azuis","ESA095858",NA,"19",NA,NA,"Ilhéus",NA,NA,"61245","auto",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"78","2021-01-14 15:31:25-03","MN","R","12397","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Ichaso, C.L.F.","Glaziou, A.F.M.","4174","1869","11",NA,"Brasil","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,"Plantas do Brasil Central","R000012397","R000012397_001","23",NA,NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,"1965","06","22",NA,NA,NA,NA,NA
"79","2021-04-02 11:40:30-03","UFPI","TEPB","30223","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Souza, V.C.","ALENCAR, M. E. (C. lattes: http://lattes.cnpq.br/8373273505110225) Nº:","2428","2013","12",NA,"Brasil","Pernambuco","Brejo de São José (Pingadeira)","-37.212583","-8.549667",NA,"Subarbusto ca. 20 cm com flores lilás tubulosas e frutos imaturos. Substrato areno-argiloso. Ambiente: Brejo (Encosta)",NA,NA,"18",NA,NA,"Buíque",NA,NA,NA,NA,"37°12'45,3W","08°32'58,8S","2015","03","01",NA,NA,NA,NA,NA
"80","2020-11-19 10:25:30-03","CPAP","CPAP","14882","PreserverdSpecimen","Plantae",NA,NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","V. C. Souza","Pott, V. J.","2947","1996","02",NA,"Brasil","MS","39Km W de Coxim, estrada pantaneira","-54.953611","-18.351944",NA,"Erva decumbente, estolonífera. FLOR: lilás. FRUTO: . INTERESSE: Apícola, aromática. FREQUÊNCIA: Frequente. AMBIENTE: Campo de murundum de cerrado, alagado. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,"25","250","250","Coxim",NA,NA,NA,NA,"54°57'13'' W","18°21'07'' S","1996","12","27",NA,NA,NA,NA,NA
"81","2015-07-02 14:03:45-03","JBP","HPL","8195","S","Plantae",NA,NA,"Plantaginaceae","Torenia","thouarsii","Torenia thouarsii",NA,"V.C. Souza","V.C. Souza & H. Lorenzi","30678","2005","06",NA,"Brasil","BA","Coletado na beira da estrada Itabuna-Ilhéus, km 6.","-39.0494","-14.7889",NA,NA,NA,NA,"28",NA,NA,"Ilhéus",NA,NA,"61245","auto",NA,NA,"2005","06","28",NA,NA,NA,NA,NA
"82","2019-02-15 11:50:39-02","IPA","IPA","27729","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Ataíde, M.","Noblick, L.R.","1661","1980","02","Southern America","Brasil","Bahia","Dunas de Itapoã, lugares úmidos.","-38.35","-12.933333",NA,"Erva estolonífera; flores azuis.","IPA0027729",NA,"10",NA,NA,"Salvador",NA,NA,NA,NA,"-38.35","-12.933333","1984","05","16",NA,NA,NA,NA,NA
"83","2019-02-15 11:50:39-02","IPA","IPA","80770","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Leite, M.S.","Leite, M.S.","521","2007","10","Southern America","Brasil","Pernambuco","Engenho Curtume, Rio perangi, bananal próximo a nascente.","-35.839444","-8.805556",NA,"Macrófita aquatica anfíbia em solo encharcado no córrego da nascente. Flores tubulosas de coloração branca e detalhe azul, sem odor.; Floresta ombrófila densa","IPA0080770",NA,"25","246","246","Maraial",NA,NA,NA,NA,"-35.839444","-8.805556","2007","10","25",NA,NA,NA,NA,NA
"84","2019-02-15 11:50:39-02","IPA","IPA","90771","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Alcântara, J D'arc","Alcântara, J D'arc; Dias, A.P.; Dias, A.P.","s.n.","2015","05","Southern America","Brasil","Pernambuco","Parque Dois Irmãos, Açude de dentro.","-34.8810997009277","-8.05389022827148",NA,"Amostras botânicas para fins de Dissertação de Mestrado (UFRPE) da aluna Joana D'arc Alcântara, sob a orientação do Prof. Enio W.Dantas e da Profa. Karine M. Magalhães.; Anfíbia; flor lilás.; Mata Atlântica.","IPA0090771",NA,"05",NA,NA,"Recife",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-02-15 11:50:39-02","IPA","IPA","85918","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Wanderley, A.M.","Leite, M.S.","280","2007","01","Southern America","Brasil","Pernambuco","Parque Estadual de Dois Irmãos, Complexo do Prata, açude do meio.","-34.948611","-8.007778",NA,"Erva emergente ou anfíbia em meio a Sauvagesia erecta (Ochnaceae) em solo encharcado próximo ao açude. Flores tubulosas de coloração branca e detalhe azul, sem odor.; Floresta Ombrófila Densa.","IPA0085918",NA,"25","18","18","Recife",NA,NA,NA,NA,"-34.948611","-8.007778","2007","01","25",NA,NA,NA,NA,NA
"86","2019-02-15 11:50:39-02","IPA","IPA","16346","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Giulietti, A.M.","Andrade-Lima","67-5150","1967","12","Southern America","Brasil","Pernambuco","Granja São Luis, estrada velha da Usina São José), campo úmido próximo riacho.","-34.9063987731934","-7.83416986465454",NA,"Flores rosadas.","IPA0016346",NA,"09",NA,NA,"Igarassu",NA,NA,"24709","auto",NA,NA,"1967","11","03",NA,NA,NA,NA,NA
"87","2019-02-15 11:50:39-02","IPA","IPA","14486","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Giulietti, A.M.","Ferreira, P.","40","1967","11","Southern America","Brasil","Pernambuco","Dois Irmãos, entrada do Açude do Prata, na margem do pântano.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0014486",NA,"02",NA,NA,"Recife",NA,NA,"18865","auto",NA,NA,"1967","11","03",NA,NA,NA,NA,NA
"88","2019-07-26 11:41:21-03","IPA","IPA","55206","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Cano, O.","Barreto, R.","55206","1989","03","Southern America","Brasil","Pernambuco","Dois Irmãos, Estação da COMPESA, açude do Prata.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0055206",NA,"05",NA,NA,"Recife",NA,NA,"18865","auto",NA,NA,"2004","10","21",NA,NA,NA,NA,NA
"89","2019-02-15 11:50:39-02","IPA","IPA","90110","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Cano, O.","J. D'arc., L.C.","s.n.","2015","01","Southern America","Brasil","Pernambuco","Dois Irmãos, Parque Estadual de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Material botânico em estudo para elaboração de dissertação de Mestrado em Botânica na UFRPE, sob a orientação do Prof. Enio W.Dantas.","IPA0090110",NA,"27",NA,NA,"Recife",NA,NA,"18865","auto",NA,NA,"2015","05","17",NA,NA,NA,NA,NA
"90","2019-02-15 11:50:39-02","IPA","IPA","70205","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Cano, O.","Wanderley, A.M.","s.n.","2006","07","Southern America","Brasil","Pernambuco","Dois Irmãos, Parque Estadual de Dois Irmãos, em terreno encharcado.","-34.8810997009277","-8.05389022827148",NA,"Erva delicada; flores amarelas claras.","IPA0070205",NA,"03",NA,NA,"Recife",NA,NA,"18865","auto",NA,NA,"2006","07","19",NA,NA,NA,NA,NA
"91","2019-02-15 11:50:39-02","IPA","IPA","81158","S","Plantae","Plantae",NA,"Scrophulariaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Cano, O.","Ribeiro, A.; Silva, J.; Silva, J.","204;","2006","02","Southern America","Brasil","Rio Grande do Norte","Riacho Águas Vermelhas, após estrada N. Parnamirim-Pium.","-35.2627983093262","-5.91555976867676",NA,"Erva palúdica ca.20cm de altura. Flores brancas com detalhe em azul.","IPA0081158",NA,"25",NA,NA,"Parnamirim",NA,NA,"17237","auto",NA,NA,"2006","04","04",NA,NA,NA,NA,NA
"92","2021-04-07 11:45:23-03","UFMS","CGMS","47085","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","V.J. Pott","A.C.Gomes; A.G.S. Arruda; D.J. Machate; T.C. Piva; V.J. Pott","46","2014","12",NA,"Brasil","Mato Grosso do Sul","Fazenda Seriema, nascente. Córrego Baile.","-53.3611111","-22.0616667",NA,"Flor branca. Fruto ausente. Habitat: Campo úmido. Vereda. Solo hidromórfico orgânico. Habito: Emergente.","CGMS1077059",NA,"03","376","376","Nova Andradina",NA,NA,NA,NA,"-53,3611111","-22,0616667","2015","04","22",NA,NA,NA,NA,NA
