"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"47","2021-03-24 17:09:16-03","UFES","SAMES","2871","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Menezes,L.F.T.; Pereira,O.J.;Martins,R.F.A.;Giaretta,A.O.","1667",NA,"Brasil","Espírito Santo","-39.8588981628418","-18.716100692749",NA,"Árvore de 12m com odor nas folhas quando maceradas; flores brancas.","SAMES02871",NA,NA,"2007","03","29","São Mateus","Cedro. Vegetação de restinga. estrada que liga a BR 101 à Urussuguara. Fragmento florestal sobre cordão arenoso. Próximo à estrada.","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-24 17:09:16-03","UFES","SAMES","9952","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Ribeiro, M.","1600",NA,"Brasil","Espírito Santo","-39.7322006225586","-18.5932998657227",NA,"Planta com 6 m alt. x CAP 8,3 cm. Estéril. Transecto 5 planta 16. Habitat: Floresta de Tabuleiro Habito: Árvore","SAMES09952",NA,"Ribeiro, M.; Siqueira, G.","2011","03","19","Conceição da Barra","Floresta Alta, km 4 na estrada que circunda a reserva, trecho conservado, sub-bosque sombreado.","41644","auto",NA,"-398194445.0","-182555556.0","2018",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-24 17:09:16-03","UFES","SAMES","7797","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Wandekoken,D.T.; Lourenço-Junior,J;Pereira,O.J.","85",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,"Habito: Arbusto","SAMES07797",NA,"Siqueira,G.S.","2015","04","08","Guarapari",NA,"28401","auto",NA,"-407088889.0","-210050000.0","2018","08","18",NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:49:42-03","UFS","ASE","25462","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Santos, SO; Gomes-Costa, GA; Chagas, M; Viana, JL; Calvacante, D","196","Southern America","Brasil","Pernambuco","-34.994444","-7.840833",NA,"Árvore com cerca de 4,5 metros de altura. tronco marrom -escuro, lenticelas esbranquecidas. botões florais branco. faixa adaxial da folha lustrosa.; Árvore com cerca de 4,5 metros de altura. tronco marrom -escuro, lenticelas esbranque","ASE0008328","ASE0008328",NA,"2010","08","21","Igarassu","Usina São José, Mata de piedade.",NA,NA,NA,"-34.994444","-7.840833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:32:40-03","UNICAMP","UEC","167389","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Carvalho, AM; Santos, TS; Brito, HS","2457",NA,"Brazil","Bahia","-39.2658004760742","-17.7318992614746",NA,"Arvorezinha com ca. 3,0 m de altura. Frutos imaturos esverdeados.; Mata de restinga.","UEC091398","UEC091398","Moraes, PLR","1989","09","05","Caravelas","Ca. 2 km a W da cidade, na estrada para Alcobaca.","106553","auto",NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:32:40-03","UNICAMP","UEC","132625","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Kollmann, L; Bausen, E; Pizziolo, W","3870",NA,"Brazil","Espírito Santo","-40.6002998352051","-19.9356002807617",NA,"Arvoreto 6 m. Frutos verdes.","UEC003916","UEC003916","Barbosa, TDM","2001","06","12","Santa Teresa","Cabeceira do Rio Bonito. Terreno da Aeronáutica, Radar.","23813","auto",NA,NA,NA,"2008","10","23","1030","1030",NA,NA,NA,NA
"53","2021-03-01 16:32:40-03","UNICAMP","UEC","132690","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Vervloet, RR; Bausen, E","1737",NA,"Brazil","Espírito Santo","-40.6002998352051","-19.9356002807617",NA,"Arbusto de 5 m, flores de cor rosa claro.","UEC003918","UEC003918","Barbosa, TDM","2003","01","23","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, divisa com propriedade Vanildo Bragacha.","23813","auto",NA,NA,NA,"2008","10","24",NA,NA,NA,NA,NA,NA
"54","2019-11-19 14:07:28-03","UFRPE","PEUFR","42098","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"M.T. Monteiro","23669",NA,"Brasil","Bahia","-38.8828010559082","-15.8631000518799",NA,"Flores esbranquiçadas. Madeira mais ou menos mole de cor branca.","PEUFR042098",NA,"P.L.R. Moraes","1972","04","28","Belmonte",NA,"71281","auto",NA,NA,NA,"2014","02","11",NA,NA,NA,NA,NA,NA
"55","2019-11-19 14:07:28-03","UFRPE","PEUFR","9233","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"M.T. Monteiro","23669",NA,"Brasil","Bahia","-38.8828010559082","-15.8631000518799",NA,"Flores esbranquiçadas. Madeira mais ou menos mole de cor branca.","PEUFR009233",NA,"P.L.R. Moraes","1972","04","28","Belmonte","Fazenda Pancadinha","71281","auto",NA,NA,NA,"2014","02","11",NA,NA,NA,NA,NA,NA
"56","2019-11-19 14:07:28-03","UFRPE","PEUFR","49326","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"C.G. Lopes","660",NA,"Brasil","Pernambuco","-35.469722","-7.619722",NA,"Árvore. Material com botões florais. Indivíduo 340","PEUFR049326",NA,"C.G. Lopes",NA,NA,NA,"São Vicente Férrer","Mata do Triunfo",NA,NA,NA,"35°28'11''W","7°37'11''S",NA,NA,NA,"100","100",NA,NA,NA,NA
"57","2019-11-19 14:07:28-03","UFRPE","PEUFR","11021","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"M.L. Guedes","2470",NA,"Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"Arvoreta de aproximadamente 3m de altura. Frutos imaturos.","PEUFR011021",NA,"M.L. Guedes","1990","10","11","Recife","Mata de Dois Irmãos","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-19 14:07:28-03","UFRPE","PEUFR","10954","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"M.L. Guedes","2433",NA,"Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"Árvore de aproximadamente 12m de altura. Folhas com pecíolo enegrecido, elípticas, cartáceas faca abaxial castanho-avermelhada. Flores creme.","PEUFR010954",NA,"M.L. Guedes","1990","06",NA,"Recife","Mata de Dois Irmãos","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-19 14:07:28-03","UFRPE","PEUFR","10782","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","sylvatica",NA,"Ocotea sylvatica","(Meisn.) Mez",NA,"M.L.Guedes","2240",NA,"Brasil","Pernambuco","-34.8810997009277","-8.05389022827148",NA,"Frutos imaturos.","PEUFR010782",NA,"M.L. Guedes","1990","02","12","Recife","Mata de Dois Irmãos","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-04-22 16:19:53-03","UFPB","JPB","55653","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Santos, SO; Gomes-Costa, GA; Chagas, MA; Viana, JL; Cavalcanti, D","196","Southern America","Brasil","Pernambuco","-34.994444","-7.840833",NA,"; HABITAT: Mata de Piedade.Interior da mata.","JPB0055653",NA,NA,"2010","08","21","Igarassu","Usina São Jose",NA,NA,NA,"-34.994444","-7.840833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-04-22 16:19:53-03","UFPB","JPB","57456","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Amorim, BS; Araújo, D; Chagas, MA","1135","Southern America","Brasil","Alagoas","-36.430556","-9.254444",NA,"; HABITAT: Floresta Atlântica; DESC: Arbusto 2 m alt., botões florais amarelos. Material tratado com alcool 90%.","JPB0057456",NA,"Santos, SO","2011","10","25","Quebrangulo","Reserva Biológica da Pedra Talhada, Mata próxima ao alojamento, interior e mata",NA,NA,NA,"-36.430556","-9.254444","2011","11",NA,NA,NA,NA,NA,NA,NA
"62","2020-04-22 16:19:53-03","UFPB","JPB","60594","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees) Mez",NA,"Costa, RMT; Coutinho, AG","243","Southern America","Brasil","Pernambuco","-35.854478","-8.702378",NA,"; HABITAT: Mata Atlântica submontana.; DESC: Árvore 18m de altura. Diametro 11cm. [PLOT#14#12","JPB0060594",NA,"Costa, RMT; Nusbaumer, L","2014","07","31","Lagoa dos Gatos","RPPN Pedra D'Anta, Serra do Urubu",NA,NA,NA,"-35.854478","-8.702378","2014","12","12","583","583",NA,NA,NA,NA
"63","2019-11-06 09:56:02-03","UFOP","OUPR","5467","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais","-43.4160995483398","-20.377799987793",NA,"Beira de estrada. Trepadeira, flores avermelhadas e amareladas",NA,NA,"Moraes, P.L.R.","1971","02","24","Mariana","Santa Rita Durão","33524","auto",NA,NA,NA,"2011","12","12",NA,NA,NA,NA,NA,NA
"64","2019-11-06 09:56:02-03","UFOP","OUPR","6498","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Roschel, M.B.; Craig, J.","s.n.",NA,"Brasil","Minas Gerais","-43.5080986022949","-20.2875003814697",NA,"Campo ferruginoso. Arbusto ca. 1m, flores esverdeadas",NA,NA,"Moraes, P.L.R.","1997","01","22","Ouro Preto","Antônio Pereira, Alegria Sul, SAMARCO Mineração","44599","auto",NA,NA,NA,"2011","12","12",NA,NA,NA,NA,NA,NA
"65","2014-10-14 15:56:43-03","BS","M","M-0147118","S","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","glauca","var. virescens","Ocotea glauca var. virescens","(Meisn.) Mez","NOTATYPE","Blanchet, J.S.",NA,NA,"Brasil",NA,NA,NA,NA,NA,"M0147118",NA,NA,NA,NA,NA,NA,"Brasilia pro. Bahia",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:10:14-03","UFES","VIES","5422","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Rosa, L.V.; Gomes, J.M.L. & Pereira, O.J.","91",NA,"Brasil","Espírito Santo","-40.466667","-20.600278",NA,NA,"VIES005422","VIES005422","Moraes, P.L.R.","1990","12","11","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,NA,"40º28'W","20º36'1''S","2010","05","27",NA,NA,NA,NA,NA,NA
"67","2019-06-27 10:25:24-03","UFES","VIES","31326","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Curto, R.A.; Martins, L.T.; Klippel, V.H. & Silva, A.E.","124",NA,"Brasil","Espírito Santo","-41.6794013977051","-20.7756004333496",NA,NA,"VIES031326","VIES031326",NA,"2010","08","27","Guaçuí","Floresta do Rosal.","17884","auto",NA,NA,NA,NA,NA,NA,"650","650",NA,NA,NA,NA
"68","2020-04-27 16:10:14-03","UFES","VIES","5443","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Gomes, J.M.L.","1468",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005443","VIES005443","Quinet, A.","1991","03","18","Guarapari","Parque Estadual de Setiba.","28401","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"69","2020-04-27 16:10:14-03","UFES","VIES","10806","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Assis, A.M.; Zambom, O.","378",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES010806","VIES010806","Baitello, J.B.","1998","02","03","Guarapari","Parque Estadual Paulo César Vinha.","28401","auto",NA,NA,NA,"2001","04",NA,NA,NA,NA,NA,NA,NA
"70","2020-04-27 16:10:14-03","UFES","VIES","5315","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Rosa, L.V. & Gomes, J.M.L.","2297",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005315","VIES005315","Quinet, A.","1990","11","28","Guarapari","Setiba.","28401","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"71","2020-04-27 16:10:14-03","UFES","VIES","5309","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Rosa, L.V. & Gomes, J.M.L.","2312",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005309","VIES005309","Quinet, A.","1990","11","28","Guarapari","Setiba.","28401","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:10:14-03","UFES","VIES","11048","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Gomes, J.M.L.","2207",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES011048","VIES011048","Quinet, A.","1996","09","02","Guarapari","Setiba.","28401","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"73","2019-06-27 10:25:24-03","UFES","VIES","7894","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L.","3606",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES007894","VIES007894","Quinet, A.","1992","07","27","Linhares","Comboios.","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-04-27 16:10:14-03","UFES","VIES","7896","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2664",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES007896","VIES007896","Quinet, A.","1992","02","13","Linhares","Comboios.","48094","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"75","2020-04-27 16:10:14-03","UFES","VIES","7923","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2779",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES007923","VIES007923","Quinet, A.","1992","02","20","Linhares","Comboios.","48094","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"76","2019-09-27 18:05:07-03","UFES","VIES","7927","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L.","4947",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES007927","VIES007927","Moraes, P.L.R.","1993","09","27","Linhares","Comboios.","48094","auto",NA,NA,NA,"2009","10","20",NA,NA,NA,NA,NA,NA
"77","2019-09-27 18:05:07-03","UFES","VIES","7933","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L.","5001",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES007933","VIES007933","Moraes, P.L.R.","1993","09","28","Linhares","Comboios.","48094","auto",NA,NA,NA,"2009","10","20",NA,NA,NA,NA,NA,NA
"78","2019-06-27 10:25:24-03","UFES","VIES","23829","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Menezes, L.F.T.; Martins, R.F.A. & Oliveira, A.G.","7484",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES023829","VIES023829",NA,"2007","03","29","Linhares","Degredo.","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:10:14-03","UFES","VIES","8525","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Simonelli, M.","83",NA,"Brasil","Espírito Santo","-40.0722007751465","-19.3910999298096",NA,NA,"VIES008525","VIES008525","Quinet, A.","1994","09","10","Linhares","Reserva Indígena de Comboios.","48094","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"80","2020-04-27 16:10:14-03","UFES","VIES","10980","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Zambom, O.; Sá, F.S.","18",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010980","VIES010980","Quinet, A.","1995","08","08","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"81","2020-04-27 16:10:14-03","UFES","VIES","10981","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Sá, F.S.; Fernandes, M. & Zambom, O.","5461",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010981","VIES010981","Quinet, A.","1995","06","01","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"82","2020-04-27 16:10:14-03","UFES","VIES","10982","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Zambom, O.; Almeida, R. de; Assis, A.M. de & Dutra, R.L.S.","315",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010982","VIES010982","Quinet, A.","1997","03","04","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"83","2020-04-27 16:10:14-03","UFES","VIES","4686","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Thomaz, L.D.; Milaneze, M.A. & Gomes, J.M.L.","536",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES004686","VIES004686","Quinet, A.","1990","01","03","Vila Velha","Reserva Ecológica de Jacarenema.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"84","2019-06-27 10:25:24-03","UFES","VIES","7895","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3311",NA,"Brasil","Espírito Santo","-40.2733001708984","-19.8202991485596",NA,NA,"VIES007895","VIES007895","Quinet, A.","1992","04","28","Aracruz","Retiro.","37987","auto",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-01-18 18:17:57-03","UFES","VIES","42851","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Nepomuceno, A.; Nichio-Amara, R.; Sossai, B.G.; Mello, B.N.; Mendes, B.; Gurtler, J.","798",NA,"Brasil","Espírito Santo","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042851","VIES042851","P.L.R. Moraes","2019","04","30","Conceição da Barra","Fragmento da Sede abandonada. Flona do Rio Preto","41644","auto",NA,NA,NA,"2020","10","12",NA,NA,NA,NA,NA,NA
"86","2020-04-27 16:10:14-03","UFES","VIES","10805","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Assis, A.M.","484",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES010805","VIES010805","Baitello, J.B.","1998","05","12","Guarapari","Parque Estadual Paulo César Vinha.","28401","auto",NA,NA,NA,"2001","04",NA,NA,NA,NA,NA,NA,NA
"87","2020-04-27 16:10:14-03","UFES","VIES","12411","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Gomes, J.M.L.","2215",NA,"Brasil","Espírito Santo","-40.5110015869141","-20.6580009460449",NA,NA,"VIES012411","VIES012411","Quinet, A.","1996","09","10","Guarapari","PEPCV.","28401","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:10:14-03","UFES","VIES","10972","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Zambom, O.; Almeida, R. de","327",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010972","VIES010972 VIES010972_1","Quinet, A.","1997","03","18","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"89","2020-04-27 16:10:14-03","UFES","VIES","10973","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Zambom, O.; Fernandes, M.; Assis, A.M. & Vieira, F.","224",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010973","VIES010973","Quinet, A.","1996","02","06","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"2006","08","01",NA,NA,NA,NA,NA,NA
"90","2019-09-27 18:05:07-03","UFES","VIES","10974","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"Zambom, O.; Fernandes, M.","169",NA,"Brasil","Espírito Santo","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010974","VIES010974","Zambom, O.","1995","11","10","Vila Velha","Interlagos.","27156","auto",NA,NA,NA,"1995","11","10",NA,NA,NA,NA,NA,NA
"91","2019-08-16 08:39:43-03","UTFPR","HCF","21095","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"M.L. Brotto","1918",NA,"Brasil","RJ","-41.876667","-21.849444",NA,"árvore de 4 m de altura; botões e flores alvas. Floresta Ombrófila densa, no sub-bosque.",NA,NA,"M.L. Brotto","2015","03","30","São Fidélis","Pico Itacolomi, início da trilha na mata",NA,NA,NA,"41°52'36 W","21°50'58 S","2015","04","28","1264","1264",NA,NA,NA,NA
"92","2020-06-29 09:30:38-03","UFRRJ","RBR","45988","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"J.O. Mendonça-Junior","s/n",NA,"Brasil","Rio de Janeiro","-42.029722","-22.409722",NA,NA,"RBR00045988",NA,"M. Gomes","2015","09","01","Rio das Ostras","Reserva Biológica da União.",NA,NA,NA,"42º1'47''W","22º24'35''S","2018","02","27","41","41",NA,NA,NA,NA
"93","2020-06-29 09:30:38-03","UFRRJ","RBR","45989","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"J.O. Mendonça-Junior","s/n",NA,"Brasil","Rio de Janeiro","-42.029722","-22.409722",NA,NA,"RBR00045989",NA,"M. Gomes","2015","09","02","Rio das Ostras","Reserva Biológica da União. REBIO União",NA,NA,NA,"42º1'47''W","22º24'35''S","2018","02","27","41","41",NA,NA,NA,NA
"94","2020-06-29 09:30:38-03","UFRRJ","RBR","8067","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"L.F.T. Menezes","575",NA,"Brasil","Rio de Janeiro","-44.040599822998","-22.9596996307373",NA,NA,"RBR00008067",NA,NA,"2000","07","17","Mangaratiba","Ilha da Marambaia, Praia da Gaeta, trilha utilizada pelos fuzileiros navais. Área de écotone entre a floresta de restinga e a floresta atlântica.","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-06-29 09:30:38-03","UFRRJ","RBR","7255","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"L.F.T. Menezes","1140",NA,"Brasil","Rio de Janeiro","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007255",NA,NA,"2004","06","11","Mangaratiba","Ilha da Marambaia, Área de moitas, bravo 6.","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-06-29 09:30:38-03","UFRRJ","RBR","7821","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"L.F.T. Menezes","1233",NA,"Brasil","Rio de Janeiro","-44.040599822998","-22.9596996307373",NA,NA,"RBR00007821",NA,NA,"2004","07","15","Mangaratiba","Ilha da Marambaia, Praia da Armação, caminho para a praia da Gaeta.","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-06-29 09:30:38-03","UFRRJ","RBR","8076","S","Plantae",NA,NA,"Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","(Nees & Mart.) Mez",NA,"L.F.T. Menezes","589 A",NA,"Brasil","Rio de Janeiro","-44.040599822998","-22.9596996307373",NA,NA,"RBR00008076",NA,NA,"2000","06","10","Mangaratiba","Ilha da Marambaia, Praia da Gaeta, floresta de restinga.","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
