"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem"
"14","2019-10-09 11:24:10-03","UFBA","ALCB","19629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Costa, AL","s/n","1968","02",NA,"Southern America","Brasil","Bahia","Mundo Novo","Paraguaçu, Fazenda Aliança","-40.466667","-11.85",NA,NA,NA,NA,NA,NA,"1998","-40.466667","-11.85",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:24:10-03","UFBA","ALCB","69919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Guedes, ML; Costa, MA","Costa, MA; Guedes, ML; Campos, G; Carvalho, G","96","2006","01","29","Southern America","Brasil","Bahia","Amargosa","Recôncavo Sul","-39.6","-13.016667",NA,"Arbústo de ca 2.0m. Folhas coriáceas, discolores. Frutos lenhosos, passados.","ALCB063418",NA,NA,NA,"2006","-39.6","-13.016667","03",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:24:10-03","UFBA","ALCB","69919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Guedes, ML; et al.","Costa, MA; Guedes, ML; et al.","96","2006","01","29","Southern America","Brasil","Bahia","Amargosa","Recôncavo Sul","-39.6","-13.016667",NA,"Ca. 2m.; folhas coriáceas, discolores. Frutos lenhosos, passados.",NA,NA,NA,NA,"2006","-39.6","-13.016667","03",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:24:10-03","UFBA","ALCB","53673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Groppo Jr., M","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8300","2001","04","13","Southern America","Brasil","Bahia","Itaête","Paraguaçu, Assentamento Baixão. Área de lote","-40.9724998474121","-12.9863996505737",NA,NA,"ALCB063417",NA,NA,NA,"2009",NA,NA,"07","03","36442","auto",NA,NA,NA
"18","2021-03-01 16:40:29-03","UNICAMP","UEC","14190","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Yamamoto, K","Spada, JS","131","1972","12","14",NA,"Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares - CVRD. Próximo estrada 161 B6, talhão 604.",NA,NA,NA,"Árvore com mais ou menos 18 metros de altura com fuste de mais ou menos 9 metros de altura, crescendo em mata de tabuleiro, com flor amarela, e botão floral cinza.","UEC031400","UEC031400",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:40:29-03","UNICAMP","UEC","14191","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Yamamoto, K","Spada, JS","139","1973","01","10",NA,"Brazil","Espírito Santo",NA,"Reserva Florestal Linhares, CVRD. Próximo quadra 1 lado direito Talhão 605.",NA,NA,NA,"Árvore com mais ou menos 20 m de altura com fuste de mais ou menos 9 metros de altura, crescendo em mata de tabuleiro com flor cor amarelo claro e botão floral amarelo claro.","UEC031402","UEC031402",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:40:29-03","UNICAMP","UEC","14194","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Yamamoto, K","Sucre, D","8356","1972","11","01",NA,"Brazil","Espírito Santo",NA,"Docemade, Reserva de Linhares.",NA,NA,NA,"Árvore com mais ou menos 29 metros de altura, crescendo em mata de tabuleiro, fuste com 12 metros de altura. Flor alho-esverdeada.","UEC031399","UEC031399",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:25:28-03","UNICAMP","UEC","14197","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Yamamoto, K","Kuhlmann, JG","377","1930","10","20",NA,"Brazil","Espírito Santo","Colatina","Estrada Velha do Pancas, Km 8, Rio Doce","-40.6305999755859","-19.539400100708",NA,"Fruto, Árvore de 8 - 10 metros","UEC031401","UEC031401",NA,NA,"1991",NA,NA,NA,NA,"57036","auto",NA,NA,NA
"22","2020-02-10 17:57:14-03","UNICAMP","UEC","14191","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Yamamoto, K","Spada, JS","139","1973","01","10",NA,"Brazil","Espírito Santo","Linhares","Reserva florestal Linhares, próximo quad","-40.0722007751465","-19.3910999298096",NA,"Flor, Árvore com mais ou menos 20 m de altura com fuste de mais ou menos 9 metros de altura, crescendo em mata de tabuleiro com flor cor amarelo e botão floral amarelo claro",NA,NA,NA,NA,"1991",NA,NA,NA,NA,"48094","auto",NA,NA,NA
"23","2020-04-22 16:24:45-03","UFPB","JPB","58794","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Moreira, RS","Ramos, DL; Silva, GS","8","2014","04","15","Southern America","Brasil","Bahia","Jequié","Oriente Novo.","-40.139444","-14.242444",NA,"; HABITAT: Mata Atlântica.; DESC: Árvore, ca. 12m alt. Folhas simples, crassas. Inflorescência em botão, amarelo.","JPB0058794",NA,"760","760","2014","-40.139444","-14.242444","05","13",NA,NA,NA,NA,NA
"24","2020-12-21 16:44:11-03","MBM","MBM","123060","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Silva, L.A.M.; et al.; et al.","2261",NA,NA,NA,"Southern America","Brazil","Bahia","Maracás","Fazenda Contendas","-40.4308013916016","-13.4411001205444",NA,NA,"MBM123060","MBM123060",NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","2808367","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J. Kallunki","Pedro Fiaschi","Fiaschi 1408","2003","3","8","South America","Brazil","Bahia",NA,"Boa Nova: Fazenda Cotermaia (proprietário Alipe Maia), entrada á esq., ca. 1.2 km E de Boa Nova, na estrada para Dario Meira. Mata seca.","-40.1875","-14.37361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","3146124","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J. Kallunki","W. Wayt Thomas","Thomas 13585","2003","7","26","South America","Brazil","Bahia",NA,"Mun. Jequié: Serra do Brejo, Fazenda of Francisco Brito, 10.5 km S of Mandacara on road to Serra do Brejo (road that goes past stadium). Southern Bahian mesophyllous forest, in good condition.","-40.11111","-13.94694",NA,NA,NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","3355484","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J. Kallunki","W. Wayt Thomas","Thomas 12291","2000","10","15","South America","Brazil","Bahia",NA,"Boa Nova: 3.3 km east of Boa Nova on road to Dario Meira; Mata de Cipó. On hillside.","-40.18333","-14.36666",NA,NA,NA,NA,"850.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-08-31 09:09:53-03","INPA","INPA","105325","S","Plantae","Dicotyledon Com-Clade","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Albuquerque, BWP de","Folli, DA","56","1978","11","23","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Bicuiba, ant. 162, km 1,650, lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0105325",NA,NA,NA,"1982",NA,NA,"09",NA,"48094","auto",NA,NA,NA
"29","2021-01-10 20:47:49-03","INPA","INPA","105314","S","Plantae","Dicotyledon Com-Clade","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Albuquerque, BWP de","Spada, JS","13/78","1977","12","29","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Estrada Flamengo, ant. X-1, km 5,850, lado direito. T. 605.","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0105314",NA,NA,NA,"1982",NA,NA,"09",NA,"48094","auto",NA,NA,NA
"30","2021-03-04 11:06:45-03","UFRB","HURB","595","PreservedSpecimen","Plantae","Anthophyta",NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","L.P. de Queiroz","Melo, P.A. de","186","2007","02","28",NA,"Brasil","Bahia","Mundo Novo","Jequitibá; beira da mata","-40.483333","-12.033333",NA,"<ll>dwc_commonname:</ll> jaqueira do mato","HURB000000595",NA,"604","604","2007","40°29'00 W","12°02'00 S","08",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:30:57-03","USP","SPF","154213","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Groppo, M","Thomas, WW","12291","2000","10","15",NA,"Brasil","Bahia","Boa Nova",NA,"-40.186283","-14.38305",NA,NA,"SPF00154213",NA,"850","900","2002","-40.186283","-14.38305","10",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:30:57-03","USP","SPF","157306","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Fiaschi, P","1408","2003","03","08",NA,"Brasil","Bahia","Boa Nova",NA,"-40.1875","-14.373611",NA,NA,"SPF00157306",NA,NA,NA,"2003","-40.1875","-14.373611","05",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:30:57-03","USP","SPF","158458","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","França, F","2681","1999","04","26",NA,"Brasil","Bahia","Jaguaquara",NA,"-40.114444","-13.526667",NA,NA,"SPF00158458",NA,"750","750","2003","-40.114444","-13.526667",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:30:57-03","USP","SPF","168867","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Cruz, RS","Thomas, WW","13812","2004","02","05",NA,"Brasil","Bahia","Jequié",NA,"-40.111111","-13.943611",NA,NA,"SPF00168867",NA,"575","650","2011","-40.111111","-13.943611",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 18:29:49-03","USP","SPF","171007","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Macedo, GEL","329","2003","08","13",NA,"Brasil","Bahia","Jequié",NA,"-40.109417","-13.944833",NA,"Árvore de 7 m. Com folhas opostas. Exudado incolor, casca amarelada.","SPF00171007",NA,"648","648","2005","-40.109417","-13.944833",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 18:29:49-03","USP","SPF","171008","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Macedo, GEL","613","2004","03","08",NA,"Brasil","Bahia","Jequié",NA,"-40.109417","-13.944722",NA,"Árvore 12 m, flores com pétalas amareladas, anteras vináceas. Fruto em separado.","SPF00171008",NA,"617","750","2005","-40.109417","-13.944722",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 18:29:49-03","USP","SPF","171009","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Macedo, GEL","1839","2005","01","11",NA,"Brasil","Bahia","Jequié",NA,"-40.109417","-13.944722",NA,"Cipó muito grande, com folhas simples, opostas, discolores. Flores imaturas amarelo esverdeado.","SPF00171009",NA,"749","749","2005","-40.109417","-13.944722",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 18:29:49-03","USP","SPF","171010","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Macedo, GEL","1883","2005","03","28",NA,"Brasil","Bahia","Jequié",NA,"-40.109417","-13.944722",NA,"Árvore de folhas simples, subcrassas, discolor, glabras, brilhantes adaxialmente. Cálice verde. Corola branca cremosa.","SPF00171010",NA,"617","750","2005","-40.109417","-13.944722",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 18:29:49-03","USP","SPF","177503","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Thomas, WW","12486","2001","05","18",NA,"Brasil","Bahia","Boa Nova","Fazenda Cotermaia (owner Alipe Maia) entrance 1.2 km E of Boa Nova on road to Daria Meira. Mata de Cipó (deciduous forest).","-40.191806","-14.378306",NA,"Tree, 4 m; fruit old.","SPF00177503",NA,"810","810","2007","-40.191806","-14.378306",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 18:29:49-03","USP","SPF","177504","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Thomas, WW","13812","2004","02","05",NA,"Brasil","Bahia","Jequié","10.5 km S of Mandacaru (junction of stadium road and road to Jequié) on road to Serra dos Brejos. Southern Bahian moist forest.","-40.111111","-13.943611",NA,"Tree, 5 m. Leaves bright green, paler beneath. Fruit old.","SPF00177504",NA,"575","650","2006","-40.111111","-13.943611",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 18:29:49-03","USP","SPF","196922","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Senra, LC","Senra, LC","53","2004","04","03",NA,"Brasil","Bahia","Jequié","Anel Rodoviário - BR 116/BA 330, vicinal para fazendas com entrada ca. 10 km do Anel Rod. Fazenda Riachão (prop. Luciano Sampaio), ca. 4 km da entrada. Mata de cipó.","-40.021667","-13.770556",NA,"Árvore ca. 10 m alt. e 34,9 cm CAP. Botão floral.","SPF00196922",NA,"588","588",NA,"-40.021667","-13.770556",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:30:57-03","USP","SPF","224515","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Groppo, M","Groppo, M","1612","2008","04","07",NA,"Brasil","Bahia","Ilhéus","Olivença, ca. 7.3 km na estrada que liga Olivença a Maruim, ao lado direito da estrada.","-39.045294","-14.981686",NA,NA,"SPF00224515",NA,"101","101","2008","-39.045294","-14.981686","04",NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:30:57-03","USP","SPF","31425","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Kaastra, RC","Santos, TS","1158","1970","10","21",NA,"Brasil","Bahia","Gandu",NA,"-39.4866981506348","-13.7439002990723",NA,NA,"SPF00031425",NA,NA,NA,"1981",NA,NA,NA,NA,"16935","auto",NA,NA,NA
"44","2019-11-13 11:30:57-03","USP","SPF","203290","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","Pirani, JR","Santana, AML","1","2011","01","10",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,"SPF00203290",NA,"905","905","2011",NA,NA,NA,NA,"50558","auto",NA,NA,NA
"45","2019-10-07 09:36:58-03","UEFS","HUEFS","118378","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","M.Groppo","Queiroz, L.P.de","12881","2007","04","12",NA,"Brasil","Bahia","Vitória da Conquista","Ca. 5 Km N de Vitória da Conquista em um ramal para José Gonçalves a partir da BR 116.","-40.735833","-14.768889",NA,"Floresta estacional semi-decidual.","HUEFS0118378",NA,"970","970","2009","40W44'9''","14S46'8''","06",NA,NA,NA,"Rosanae",NA,NA
"46","2019-10-07 09:36:58-03","UEFS","HUEFS","126185","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Melo, P.A.de","186","2007","02","28",NA,"Brasil","Bahia","Mundo Novo","Fazenda Jequitibá.","-40.483333","-12.033333",NA,"Beira de mata","HUEFS0126185","HUEFS0126185","604","604",NA,"40W29'0''","12S2'0''",NA,NA,NA,NA,"Rosanae",NA,NA
"47","2019-10-07 09:36:58-03","UEFS","HUEFS","212597","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Melo, P.A.de","186","2007","02","28",NA,"Brasil","Bahia","Mundo Novo","Jequitibá. Beira da mata.","-40.483333","-12.033333",NA,"Floresta Estacional Semidecidual.","HUEFS0212597","HUEFS0212597","604","604",NA,"40W29'0''","12S2'0''",NA,NA,NA,NA,"Rosanae",NA,NA
"48","2019-11-22 16:09:17-03","UEFS","HUEFS","253054","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra",NA,"Popovkin, A.V.","2087","2018","12","16",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667",NA,"Mata ombrófila densa","HUEFS0253054",NA,"140","140",NA,"37W58'","12S10'",NA,NA,NA,NA,"Rosanae",NA,NA
"49","2019-10-07 09:36:58-03","UEFS","HUEFS","37339","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J.R.Pirani","França, F.","2681","1999","04","26",NA,"Brasil","Bahia","Jaguaquara","Estrada entre Jaguaquara e Lagedo do Tabocal. Terreno do EBDA. 6km N da BR 116","-40.114444","-13.526667",NA,"Vegetação arbórea antropizada.","HUEFS0037339","HUEFS0037339","750","750","2003","40W6'52''","13S31'36''","08",NA,NA,NA,"Rosanae",NA,NA
"50","2019-10-07 09:36:58-03","UEFS","HUEFS","59689","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Metrodorea","maracasana","Metrodorea maracasana","Kaastra","J.Jardim","Oliveira, R.P.","763","2002","04","24",NA,"Brasil","Bahia","Maracás","ca. 12km de Maracás,na BA 250, estrada em direção a Lagedo do Tabocal.","-40.329167","-13.460556",NA,"Mata de Cipó","HUEFS0059689","HUEFS0059689","803","803","2002","40W19'45''","13S27'38''","06",NA,NA,NA,"Rosanae",NA,NA
