"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","relatedCatalogItem"
"44","2019-10-07 09:20:23-03","UEFS","HUEFS","152448","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.","Isótipo","Sucre, D.","7351","1970","07","29",NA,"Brasil","Rio de Janeiro","Formação rupícola de encosta em Jacarepaguá.",NA,NA,"HUEFS0152448","HUEFS0152448","G.M.Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"45","2019-10-07 09:20:23-03","UEFS","HUEFS","152447","PreservedSpecimen","Plantae","Angiospermae","Dioscoreales","Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.","Parátipo","Sucre, D.","7505","1971","03","14",NA,"Brasil","Rio de Janeiro","Leme, Morro da Babilônia.",NA,NA,"HUEFS0152447","HUEFS0152447","G.M.Barroso","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1971","03",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"46","2019-01-23 11:30:20-02","F","FMNH-SEEDPLANTS","V0092292F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa",NA,"Isotype","D. Sucre","7351","1970","12","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro, Jacarepaguá",NA,NA,"V0092292F","V0092292F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"47","2019-01-23 11:30:20-02","F","FMNH-SEEDPLANTS","V0092291F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa",NA,"Isotype","D. Sucre","s.n.","1970","12","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro, Jacarepaguá",NA,NA,"V0092291F","V0092291F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"48","2020-07-23 12:05:01-03","CEPLAC","CEPEC","130284","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa",NA,"Isótipo","D. Sucre","7351","1970","12","29",NA,"Brasil","Rio de Janeiro","Formação rupícola de encosta em Jacarepaguá.",NA,NA,NA,NA,"G. M. Barroso et al.","rio de janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1970"
"49","2020-07-23 12:05:01-03","CEPLAC","CEPEC","130463","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa",NA,"Paratipo","D. Sucre","7505","1971","03","14",NA,"Brasil","Rio de Janeiro","Leme. Morro da Babilônia.",NA,NA,NA,NA,"G. M. Barroso et al.","rio de janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1971"
"50","2021-03-04 15:42:01-03","IF","SPSF","50236","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso et al.",NA,"R.M.Barroso & F.J.Kochanovski & C.Montebeller & F.M.Leme & L.F.Bacci & J.L.Marcelo-Peña & V.C.Souza & R.R.Rodrigues & J.Y.Tamashiro & N.M.Ivanauskas","177","2015","06","07","América do Sul","Brasil","SP","Mata do Pinheirinho",NA,"COLETA: Trepadeira. Flores com pétalas verdes.; GEOGRAFIA: Usina Rosana.;",NA,NA,"R.M.Barroso","Mombuca","-47.663333","-22.924722",NA,NA,"2015","07","22",NA,NA,"586","586",NA,NA,"Liliopsida",NA
"51","2020-12-30 07:48:24-03","IBt","SP","430432","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"Amorim, AM","7561","2008","07","18",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,"Nova Venécia","-40.4006004333496","-18.710599899292","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:03:36-03","IBt","SP","415676","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre","Isotype","Sucre, D","7351","1970","12","29",NA,"Brasil","Rio de Janeiro","Formação rupícola de encosta em Jacarepaguá",NA,NA,"SP002983","SP002983","Barroso, GM; Guimarães, EF; Sucre","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:03:36-03","IBt","SP","468481","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre","Paratype","Sucre, D; Ichaso, CLF; Guimarães, E; Larocha, R","6637","1970","04","16",NA,"Brasil","Rio de Janeiro","Jacarepaguá. Formação secundária de encosta com afloramento de granito.",NA,"Auto volúvel destrorsa, crescendo em solo de constituição primordialmente vegetal acumulado nas frestas das pedras; caules vários partindo da base, perenes, espinhosos e clorofilados e afilos, sendo que a partir do ponto em que aparecem","SP002927","SP002927","Barroso, GM","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1970","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 10:03:36-03","IBt","SP","415674","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre","Paratype","Sucre, D","7505","1971","03","14",NA,"Brasil","Rio de Janeiro","Leme, Morro da Babilônia",NA,NA,"SP002982","SP002982","Barroso, GM; Guimarães, EF; Sucre","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1971","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-16 10:05:36-03","IBt","SP","289467","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"Rodrigues, RR","25","1994","07","20",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Novo Horizonte","-49.2200012207031","-21.4599990844727","32394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-16 10:05:36-03","IBt","SP","289468","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"Rodrigues, RR","22","1994","07","20",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Novo Horizonte","-49.2200012207031","-21.4599990844727","32394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-08-27 12:19:40-03","IBt","SP","305065","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","pseudomacrocapsa","Dioscorea pseudomacrocapsa","G.M.Barroso, E.F.Guim. & Sucre",NA,"Souza, VC","11429","1996","06","08",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Osvaldo Cruz","-50.8699989318848","-21.7900009155273","28917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
