"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","locality","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 09:04:52-03","NBC","NL-BOTANY","U.1739495","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Regnell AF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739495",NA,"Ericales","Pohl",NA,"1864","12","02",NA,NA,NA,NA,NA,"NL-U1739495",NA,"Prov. Minas Geraës, Caldas.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:20:09-03","ESALQ","ESA","16264","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Tamashiro, J.Y. et al.","1264.0",NA,"Brasil",NA,NA,NA,"ESA016264","Magnoliophyta",NA,"Pohl","Capistrano, T.R.","1981","10","27","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","23696","ESA016264","auto",NA,"2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:20:09-03","ESALQ","ESA","31414","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Souza, V.C. et al.","10552.0",NA,"Brasil",NA,NA,NA,"ESA031414","Magnoliophyta",NA,"Pohl","Capistrano, T.R.","1996","01","26","São Paulo","Buri","-48.5900001525879","-23.7900009155273","28249","ESA031414","auto",NA,"2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:20:09-03","ESALQ","ESA","78981","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Salino, A. ; Mota, R.C.","7058.0",NA,"Brasil",NA,NA,NA,"ESA078981","Magnoliophyta",NA,"Pohl","Capistrano, T.R.","2001","06","09","Minas Gerais","Santana do Garambeu","-44.1044006347656","-21.6014003753662","16256","ESA078981","auto",NA,"2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:20:09-03","ESALQ","ESA","104019","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Medeiros, D.A.","12792.0",NA,"Brasil",NA,NA,NA,"ESA104019","Magnoliophyta",NA,NA,"Capistrano, T.R.","2004","02","12","São Paulo","Assis","-50.4099998474121","-22.6599998474121","23972","ESA104019","auto",NA,"2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:09-03","ESALQ","ESA","16265","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Leitão Filho, H.F. et al.","95.0",NA,"Brasil",NA,NA,NA,"ESA016265","Magnoliophyta",NA,"Pohl","Capistrano, T.R.","1980","09","01","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","23696","ESA016265","auto",NA,"2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:39:13-02","BGBM","B","B 18 0009760","S","Plantae","Styracaceae","Styrax","longiflorum","Styrax longiflorum",NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B180009760 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180009760",NA,NA,"A.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:51:13-02","IPA","IPA","76434","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Tavares, S.","949","Southern America","Brasil",NA,NA,"Árvore.","IPA0076434","Plantae",NA,"Pohl","Rita Pereira","1962","06","21","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865",NA,"auto","Mata de Dois Irmãos., Margem da mata, próximo ao Açude do Prata.","2013",NA,NA,NA,NA,"08","22",NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:51:13-02","IPA","IPA","1259","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius longiflorus","Andrade-Lima","49-257A","Southern America","Brasil",NA,NA,"Árvore média. Pétalas alvo-eburneas. Estame amarelo-vivo. Face dorsal das folhas alvo tomentosa (pelos estrelados).","IPA0001259","Plantae",NA,"Perkins","Alves, L.","1949","06","16","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865",NA,"auto","Dois Irmãos, beira da mata na Prefeitura.","1970",NA,NA,NA,NA,"11","19","longiflorus",NA,NA,NA,NA,NA
"20","2019-02-15 11:51:13-02","IPA","IPA","1258","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius longiflorus","Andrade-Lima","49-257","Southern America","Brasil",NA,NA,"Árvore pequena; pétalas alvo-eburneas. estames amarelo vivo. Face dorsal das folhas alvo-tomentosa (pelos estrelados).","IPA0001258","Plantae",NA,"Perkins","Condorcet Aranha","1949","06","16","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865",NA,"auto","Dois Irmãos, beira da mata na Prefeitura.","1970",NA,NA,NA,NA,"04","22","longiflorus",NA,NA,NA,NA,NA
"21","2019-02-15 11:51:13-02","IPA","IPA","7567","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius longiflorus","Andrade-Lima","55-1987","Southern America","Brasil",NA,NA,"Árvore pequena. Frutos.","IPA0007567","Plantae",NA,"Perkins","Condorcet Aranha","1955","01","20","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865",NA,"auto","Dois Irmãos, próximo à Prefeitura.","1970",NA,NA,NA,NA,"09","15","longiflorus",NA,NA,NA,NA,NA
"22","2019-02-15 11:51:13-02","IPA","IPA","76435","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Tavares, S.","961","Southern America","Brasil",NA,NA,"Arvoreta ca. 3 m de altura e 8 cm de diâmetro; frutos maduros com pericarpo seco e epicarpo muricado.","IPA0076435","Plantae",NA,"Pohl","Rita Pereira","1962","08","25","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865",NA,"auto","Mata de Dois Irmãos., Margem da mata, próximo ao Açude do Prata.","2013",NA,NA,NA,NA,"08","22",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:28:51-03","IAP","PACA-AGP","64807","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","R. Klein","1525",NA,"Brasil",NA,NA,"HBR 10038; árvore; flor em botão; altit. 150 msm; altura 10 m. Habitat: mata Fenofase: flor em botão Hábito: árvore Ecossistema: MATA","PACA064807","Magnoliophyta","Ebenales","Pohl","L. B. Smith","1955","08","12","SC","Itajaí","-48.6618995666504","-26.9078006744385","27253",NA,"auto","Morro da Ressacada","1956",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:46:19-03","UFJF","CESJ","39347","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","D.S. Pifano; R.M. Castro; J.F.S. Pessôa","429","América do Sul","Brasil",NA,NA,"Arvoreta ca. 4.5m. na borda da mata , sentido de seu interior.Planta heliófila.Frutos imaturos verdes de hipanto também verde.","CESJ039347","Angiosperma",NA,"Pohl",NA,"2002","11","21","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,"auto","Morro do Imperador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:42:12-03","UNICAMP","UEC","115161","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Leite, EC","661",NA,"Brazil",NA,NA,"4,8 m.","UEC073379","Magnoliopsida",NA,"Pohl","Fritsch, PW","1998","05","06","São Paulo","Jundiaí","-46.25","-23.25",NA,"UEC073379",NA,"Reserva Biológica Municipal da Serra do Japi.","2009",NA,NA,NA,NA,"03",NA,NA,"-46.25","-23.25",NA,NA,NA
"26","2019-08-20 10:27:07-03","UNICAMP","UEC","147054","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Aguirre, GH; et al.","204",NA,"Brazil",NA,NA,NA,"UEC073385","Magnoliopsida",NA,"Pohl",NA,"2005","08","24","São Paulo","São Luiz do Paraitinga",NA,NA,NA,"UEC073385",NA,"Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:42:12-03","UNICAMP","UEC","161219","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10552",NA,"Brazil",NA,NA,"Árvore, ca. 6m alt.; cálice creme, frutos imaturos verde claros.; Mata Mesófila.","UEC069196","Magnoliopsida",NA,"Pohl","Capistrano, TR","1996","01","26","São Paulo","Buri","-48.586639","-23.893972",NA,"UEC069196",NA,"Rodovia Itapeva-Buri, a 12 km de Buri.","2011","700","700",NA,NA,"11","30",NA,"-48.586639","-23.893972",NA,NA,NA
"28","2021-03-01 16:42:12-03","UNICAMP","UEC","170971","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10552",NA,"Brazil",NA,NA,"Árvore, ca. 6m alt.; cálice creme, frutos imaturos verde claros.; Mata Mesófila.","UEC073383","Magnoliopsida",NA,"Pohl","Capistrano, TR","1996","01","26","São Paulo","Buri","-48.586639","-23.893972",NA,"UEC073383",NA,"Rodovia Itapeva-Buri, a 12 km de Buri.","2011","700","700",NA,NA,"11","30",NA,"-48.586639","-23.893972",NA,NA,NA
"29","2021-03-01 16:42:12-03","UNICAMP","UEC","171349","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Tamashiro, JY","1264",NA,"Brazil",NA,NA,"Árvore de 14 m, cálice ferrugíneo. Corola creme.","UEC073387","Magnoliopsida",NA,"Pohl","Fritsch, PW","1981","10","27","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,"UEC073387",NA,"Mata da Colina.","2004",NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"30","2021-03-01 16:42:12-03","UNICAMP","UEC","20423","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Leitão Filho, HF","95",NA,"Brazil",NA,NA,"Árvore com cerca de 18 metros com botões jovens.; Mata de encosta.","UEC073389","Magnoliopsida",NA,"Pohl","Fritsch, PW","1980","09","01","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,"UEC073389",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"31","2021-03-01 16:42:12-03","UNICAMP","UEC","20568","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Martins, FR","238",NA,"Brazil",NA,NA,"Árvore 15 m, ramos novos e cálice ferrugíneos, pétalas de cor creme-esverdeado.; Mata de Colina.","UEC073381","Magnoliopsida",NA,"Pohl","Fritsch, PW","1980","10","14","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,"UEC073381",NA,"Em floresta.","2009",NA,NA,NA,NA,"03",NA,NA,"-46.564722","-21.838889",NA,NA,NA
"32","2021-03-01 16:42:12-03","UNICAMP","UEC","33875","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Gianotti, E; Martins, FR; Joly, CA","14923",NA,"Brazil",NA,NA,"árvore 6m, flores de cor creme; cerrado","UEC045857","Magnoliopsida",NA,"Pohl","Capistrano, TR","1983","09","21","São Paulo","Angatuba","-48.557278","-23.157278",NA,NA,NA,"Estação Experimental de Angatuba","2012",NA,NA,NA,NA,"06",NA,NA,"-48.557278","-23.157278",NA,NA,NA
"33","2021-03-01 16:42:12-03","UNICAMP","UEC","72911","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Tamashiro, JY","1264",NA,"Brazil",NA,NA,"Árvore de 14 m, cálice ferrugíneo. Corola creme.","UEC085831","Magnoliopsida",NA,"Pohl","Fritsch, PW","1981","10","27","Minas Gerais","Poços de Caldas","-46.564722","-21.838889",NA,"UEC085831",NA,"Mata da Colina.","2004",NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"34","2021-03-01 16:42:12-03","UNICAMP","UEC","55673","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Bernacci, LC; Meira Neto, JAA; Grombone-Guaratini, MT; Tamashiro, JY; Leitão Filho, HF","21252",NA,"Brazil",NA,NA,"Árvore com flores.","UEC073393","Magnoliopsida",NA,"Pohl","Fritsch, PW","1987","08","15","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516","21675","UEC073393","auto","Faz. Grota Funda.","2009",NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:42:12-03","UNICAMP","UEC","33959","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Marcondes-Ferreira, W","15065",NA,"Brazil",NA,NA,"árvore com aprox. 5m altura, botões branco-amarelados.","UEC045863","Magnoliopsida",NA,"Pohl","Capistrano, TR","1983","10","26","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516","21675",NA,"auto","Pedra Grande, beira da estrada, quase chegando em cima da pedra","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:42:12-03","UNICAMP","UEC","64732","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Bernacci, LC","25865",NA,"Brazil",NA,NA,"Árvore ca. 10-14 metros de alt. Material vegetativo.; Mata mesófila semidecídua.","UEC073391","Magnoliopsida",NA,"Pohl","Fritsch, PW","1990","08","01","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","UEC073391","auto","Fazenda São Vicente. &nf;Interior da mata.","2009",NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:42:12-03","UNICAMP","UEC","34030","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Sugiyama, M; Chiea, SAC","15537",NA,"Brazil",NA,NA,"árvore de 6m de alt., pilosidade ferrugínea, corola branca.","UEC045866","Magnoliopsida",NA,"Pohl","Capistrano, TR","1983","09","22","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,"auto","Serra do Japi","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:42:12-03","UNICAMP","UEC","26845","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","13108",NA,"Brazil",NA,NA,"árvore de 4m; flores com cálice marrom, corola branca e anteras amarelas.; nativo em mata","UEC045833","Magnoliopsida",NA,"Pohl","Capistrano, TR","1981","11","07","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,"auto","Serra do Japi","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:42:12-03","UNICAMP","UEC","53774","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Egler, SG","22148",NA,"Brazil",NA,NA,"árvore 8-9m, flores brancas; mata primária, solo argiloso","UEC045865","Magnoliopsida",NA,"Pohl","Capistrano, TR","1989","11","24","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,"auto","Serra do Japi, beira da trilha","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:42:12-03","UNICAMP","UEC","38504","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Morellato-Fonzar, LPC; Rodrigues, RR","16640",NA,"Brazil",NA,NA,"árvore, 6m de altura. Flores creme, anteras amarelas.","UEC045859","Magnoliopsida",NA,"Pohl","Capistrano, TR","1984","10","22","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,"auto","Serra do Japi, Mirante.","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:42:12-03","UNICAMP","UEC","40357","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Morellato-Fonzar, LPC; Rodrigues, RR","17846",NA,"Brazil",NA,NA,"árvore, 5m de alt., flores creme.","UEC045860","Magnoliopsida",NA,"Pohl","Capistrano, TR","1984","08","28","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,"auto","Serra do Japi, Mirante.","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:42:12-03","UNICAMP","UEC","33910","S","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Pagano, SN","480",NA,"Brazil",NA,NA,"altura 6m, DAP=10cm; frutos verdes.","UEC045858","Magnoliopsida",NA,"Pohl","Capistrano, TR","1982","12","30","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121","21773",NA,"auto","Fazenda São José","2012",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:42:12-03","UNICAMP","UEC","177947","S","Plantae","Styracaceae","Styrax","longiflorus","Styrax longiflorus","Santos, K; Belinello, R","657",NA,"Brazil",NA,NA,"Árvore perenifólia, zoocórica, altura total: 10m, altura do fuste: 7,5m. PAP: 67cm. 01-25% da copa infestada por lianas.; Floresta estacional semidecidual","UEC002825","Magnoliopsida",NA,"A.DC.","Santos, K","1999","10","09","São Paulo","Campinas","-47","-22.783333",NA,"UEC002825",NA,"Mata Furnas (Fragmento P2); área total: 13,2ha.",NA,"658","658",NA,NA,NA,NA,NA,"-47","-22.783333",NA,NA,NA
"44","2021-03-01 16:42:12-03","UNICAMP","UEC","177946","S","Plantae","Styracaceae","Styrax","longiflorus","Styrax longiflorus","Santos, K; Belinello, R","2051",NA,"Brazil",NA,NA,"Árvore perenifólia, zoocórica, altura total: 8m, altura do fuste: 6m. PAP: 17cm.; Floresta estacional semidecidual","UEC002824","Magnoliopsida",NA,"A.DC.","Santos, K","2000","06","13","São Paulo","Campinas","-46.716667","-22.8",NA,"UEC002824",NA,"Mata da Fazenda Santana do Atalaia (Fragmento M4)., área total: 25,2ha.",NA,"733","733",NA,NA,NA,NA,NA,"-46.716667","-22.8",NA,NA,NA
"45","2019-08-20 10:27:07-03","UNICAMP","UEC","86349","S","Plantae","Styracaceae","Styrax","longiflorus","Styrax longiflorus","Santin, DA","32050",NA,"Brazil",NA,NA,NA,"UEC073347","Magnoliopsida",NA,"A.DC.",NA,"1993","07","28","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","UEC073347","auto","I.F. Laboratório de Carvão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:27:07-03","UNICAMP","UEC","175060","S","Plantae","Styracaceae","Styrax","longiflorus","Styrax longiflorus","Santin, DA","32050",NA,"Brazil",NA,NA,NA,"UEC029674","Magnoliopsida",NA,"A.DC.",NA,"1993","07","28","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","UEC029674","auto","I.F. Laboratório de Carvão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:57:46-03","UFOP","OUPR","24630","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","s.col.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pohl","Fritzul, P.W.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,"10","09",NA,NA,NA,NA,NA,NA
"48","2019-11-06 09:57:46-03","UFOP","OUPR","21023","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Lemes, F.O.A.","74",NA,"Brasil",NA,NA,"Floresta. Arbusto. Flores brancas",NA,NA,NA,"Pohl","Forzza, R.C.","2006","08","15","Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408","13809",NA,"auto","Mata da Gerdau","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-06 09:57:46-03","UFOP","OUPR","24635","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Lisboa, M.A.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pohl","Fritzul, P.W.","1974","09","01","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,"2001",NA,NA,NA,NA,"10","09",NA,NA,NA,NA,NA,NA
"50","2019-11-06 09:57:46-03","UFOP","OUPR","24631","PreservedSpecimen","Plantae","Styracaceae","Styrax","latifolius","Styrax latifolius","Badini, J.","s.n.",NA,"Brasil",NA,NA,"Mata. Arbusto. Flores brancas",NA,NA,NA,"Pohl","Fritzul, P.W.","1973","09","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Base do Itacolomi","2001",NA,NA,NA,NA,"10","09",NA,NA,NA,NA,NA,NA
