"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","preparationType","maximumElevationInMeters","typeStatus","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"1","2021-04-08 15:16:31-03","UNESC","CRI","14755","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","A. Biff","2002","06","14","A. Biff","2002","06","14","Brasil","Santa Catarina","Morro Grande","-49.721667","-28.800833","49º43'18''W","28º48'3''S","Habito: Arbóreo","CRI014080","CRI014080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1039651","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","M. L. Brotto",NA,NA,NA,"M. L. Brotto","2009","02","10","Brazil","Paraná","Adrianópolis","-48.7178","-24.8583",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488690' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039651","NY01039651_01","Magnoliophyta","Laurales","288","South America","Parque Estadual das Lauráceas.","900","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1181429","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","L. C. de S. Assis",NA,NA,NA,"L. C. de S. Assis","2004","07","01","Brazil","Minas Gerais","Lima Duarte","-43.7931","-21.8425",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370025' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181429","NY01181429_01","Magnoliophyta","Laurales","1056","South America","Parque Estadual do Ibitipoca. Na estrada, a 500 mde distancia da portaria de Parque Estadual do ibitipoca.",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","459801","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","F. G. Lorea-Hernández",NA,NA,NA,"A. F. M. Glaziou","1890","08","06","Brazil","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=336353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459801","NY00459801_01","Magnoliophyta","Laurales","18439","South America","Alto Macae",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","504920","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez","H. H. van der Werff",NA,NA,NA,"A. F. M. Glaziou","1891",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504920","NY00504920_01","Magnoliophyta","Laurales","18439","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","504915","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez","H. H. van der Werff",NA,NA,NA,"R. M. Klein","1956","03","07","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504915","NY00504915_01","Magnoliophyta","Laurales","1924","South America","Horto Florestal I.N.P., Ibirama","350","sheet","350",NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","504916","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez","H. H. van der Werff",NA,NA,NA,"R. M. Klein","1956","03","06","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504916","NY00504916_01","Magnoliophyta","Laurales","1882","South America","Horto Florestal I.N.P., Ibirama","250","sheet","250",NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","504918","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez",NA,NA,NA,NA,"R. M. Klein","1962","12","05","Brazil","Santa Catarina","Lages","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504918","NY00504918_01","Magnoliophyta","Laurales","3195","South America","Encruzilhada, Lajes","900","sheet","900",NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","504917","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez","H. H. van der Werff",NA,NA,NA,"R. Reitz","1956","02","04","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504917","NY00504917_01","Magnoliophyta","Laurales","2610","South America","Horto Florestal I.N.P., Ibirama","350","sheet","350",NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","504919","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez",NA,NA,NA,NA,"R. M. Klein","1956","03","07","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504919","NY00504919_01","Magnoliophyta","Laurales","1924","South America","Horto Florestal I.N.P., Ibirama","350","sheet","350",NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","355907","PreservedSpecimen","Plantae","Lauraceae","Phoebe","glaziovii","Phoebe glaziovii","Mez",NA,NA,NA,NA,"A. F. M. Glaziou","1875","10","28","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355907","NY00355907_01","Magnoliophyta","Laurales","8097","South America","Petropolis.",NA,"sheet",NA,"syntype",NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:45-03","UTFPR","DVPR","5630","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","Brotto, ML","2016","12","13","Brotto, ML; Lozano, ED","2016","11","10","Brasil","Paraná","Piraquara","-49.0048","-26.2656","-49.0048","-26.2656","Árvore com 17 m de altura; flores esverdeadas.","DVPR005630",NA,"Magnoliophyta",NA,"2354",NA,"Recreio da Serra.","1000",NA,"1000",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:35:18-03","NBC","NL-BOTANY","L.1795836","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","Vattimo Í de",NA,NA,NA,"Klein RM","1962","12","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1795836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1795836","NL-L1795836",NA,"Laurales",NA,"Southern America","Brazil, Santa Catarina, Serra do Espigão, Papanduva",NA,NA,NA,NA,"Magnoliopsidae","L 0309072 | 134081",NA,NA,NA,NA
"14","2020-02-08 09:35:18-03","NBC","NL-BOTANY","L.1795837","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","Vattimo Í de",NA,NA,NA,"Klein RM","1962","12","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"Pinhal<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1795837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1795837","NL-L1795837",NA,"Laurales",NA,"Southern America","Brazil, Santa Catarina, Pôço Preto, Pôrto União",NA,NA,NA,NA,"Magnoliopsidae","L 0309073 | 134080",NA,NA,NA,NA
"15","2020-02-08 09:35:18-03","NBC","NL-BOTANY","L.1795838","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","glaziovii","Cinnamomum glaziovii","(Mez) Kosterm.","Vattimo Í de",NA,NA,NA,"Klein RM","1956","03","07","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1795838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1795838","NL-L1795838",NA,"Laurales",NA,"Southern America","Brazil, Santa Catarina, Horto Florestal I.N.P., Ibirama",NA,NA,NA,NA,"Magnoliopsidae","L 0309074 | 134059",NA,NA,NA,NA
