"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","eventTime","fieldNumber"
"93","2019-08-27 13:30:24-03","IAP","PACA-AGP","52259.1","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke",NA,"A. Spies",NA,"1951",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA052259-1",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"10287","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"94","2019-08-27 13:30:24-03","IAP","PACA-AGP","48734","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Emrich-Rambo","Rambo, B.",NA,"1950","09","07","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Confirmado por P.C. Crespam em 2009. Habitat: in silva campestri Fenofase: flor","PACA048734",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"7291","auto","1954","Magnoliatae",NA,"09","26",NA,NA,NA
"95","2019-08-27 13:30:24-03","IAP","PACA-AGP","42763","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Emrich-Rambo","Rambo, B.",NA,"1949","08","05","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Confirmado por P.C. Crespam em 2009. Habitat: in silva campestri Fenofase: flor","PACA042763",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"7291","auto","1954","Magnoliatae",NA,"09","26",NA,NA,NA
"96","2019-08-27 13:30:24-03","IAP","PACA-AGP","38378","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Emrich-Rambo","Rambo, B.",NA,"1948","11","29","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Confirmado por P.C. Crespam em 2009. Habitat: in silva campestri","PACA038378",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"7291","auto","1954","Magnoliatae",NA,"09","26",NA,NA,NA
"97","2019-08-27 13:30:24-03","IAP","PACA-AGP","30453","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Emrich-Rambo","Reitz, R.","995","1943","11","18","Brasil","SC","Araranguá","Meleiro","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA030453",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"19353","auto","1954","Magnoliatae",NA,"09","26",NA,NA,NA
"98","2019-08-27 13:30:24-03","IAP","PACA-AGP","65974","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","H. N. Moldenke","Reitz, R.","3497","1956","07","18","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,"100","100","HBR 14213 Habitat: caapoeira Fenofase: flores azuis Hábito: erva","PACA065974",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"18533","auto","1957","Magnoliatae",NA,NA,NA,NA,NA,NA
"99","2019-08-27 13:30:24-03","IAP","PACA-AGP","32076","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Emrich-Rambo",NA,NA,"1946","02","13","Brasil","SC","Praia Grande",NA,"-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA032076",NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"21549","auto","1953","Magnoliatae",NA,"09","26",NA,NA,NA
"100","2020-12-20 21:19:40-03","UFV","VIC","1082","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Standley","Mexia, Y.","5668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC001082","VIC001082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-20 21:19:40-03","UFV","VIC","8795","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Salimena, F.R.","Vieira, M.F.","s.n.","1983","04","14","Brasil","Minas Gerais","Campus da UFV","Na estrada de terra que vai para Cajuri, Virando a",NA,NA,NA,NA,NA,NA,"Erva, flores lilases de tubo branco.","VIC008795","VIC008795",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-20 21:19:40-03","UFV","VIC","4153","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","H.N.Moldenke","Irwin, H.S.","2239","1958","12","07","Brasil","Minas Gerais","Ponte Nova","Fazenda Varginha","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"Erva 1/2m. Na sombra de floresta secundária, solo vermelho argiloso, flor vermelho violeta comum.","VIC004153","VIC004153",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-03-05 19:42:09-03","UFJF","CESJ","65308","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","O.J. Pereira; A.M. Assis","5772","1997","12","16","Brasil","Espírito Santo","Linhares","Lagoa Nova","-40.320556","-19.880556","-40.320556","-19.880556",NA,NA,"Restinga. Breho herbáceo.","CESJ065308",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 14:47:04-03","UFJF","CESJ","25387","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","Ormond; et al.","581","1991","02","22","Brasil","Rio de Janeiro","Itapuaçu",NA,NA,NA,NA,NA,NA,NA,"Material com flores e frutos.","CESJ025387","CESJ025387","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"1991",NA,NA,"09",NA,NA,NA,NA
"105","2019-11-21 14:47:04-03","UFJF","CESJ","33789","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo","8621","1972","11","23","Brasil","Goiás",NA,"à margem esquerda do Rio Paranaíba, 20Km de Itumbiara, seguindo rio acima.",NA,NA,NA,NA,NA,NA,"Mata. Herbáceo, 1,8m. Corola roxa.","CESJ033789",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"2011",NA,NA,"07",NA,NA,NA,NA
"106","2020-07-02 19:03:31-03","UFJF","CESJ","51812","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","S.Atkins","J.R.I.Wood; et al.","18986","2003","02","11","Bolivia","La Paz","Saavedra","a 30Km de Charazani, en el camino a Apolo. 15º13'70 S, 68º45'46 W. Alt. 1543m.",NA,NA,NA,NA,NA,NA,"En lugares abiertos intervenidos al lado del camino al borde de un bosque de Anacardiaceae (olor agradable), Cecropias y Cactaceaes de 4 costilas bastante alta, Jatropha de flores blancas. En un cañon con laderas muy pendientes y empinadas con matorral y","CESJ051812","CESJ051812","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-21 14:47:04-03","UFJF","CESJ","62398","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.",NA,"M. Sobral; R.Passos, CPinheiro; D.M.Silva","13580","2010","10","17","Brasil","Minas Gerais","Ritápolis","Pombal","-44.290556","-21.044444","-44.290556","-21.044444","921","921","Erva, 0,5 - 1m, em beira de mata; flores azul-claras.","CESJ062398","CESJ062398","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 14:47:04-03","UFJF","CESJ","63130","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","M. Sobral","M. Sobral","14640","2011","12","11","Brasil","Minas Gerais","Prados","Estrada dos Fundadores","-44.106111","-21.063889","-44.106111","-21.063889","944","944","Erva, 0,5-1m alt., em beira de mata junto à estrada; flores azul-claras.","CESJ063130","CESJ063130","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 14:47:04-03","UFJF","CESJ","69814","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","A.P. Fontana","A.P. Fontana; L. Kollmann; C. Esgario","5598","2008","10","24","Brasil","Espirito Santo","Linhares","Povoação, Reserva de Desenvolvimento Sustentável - RDS, estrada para Cacimbas.","-39.825278","-19.56085","-39.825278","-19.56085","10","10","Mata de Tabuleiro com plantação de cacau (Cabruca). Subarbusto. Flores lilases.","CESJ069814",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 14:47:04-03","UFJF","CESJ","70401","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","V.C. Dalvi; A.B.M. Rios","s.n.","2017","01","27","Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó","-43.538056","-19.366944","-43.538056","-19.366944",NA,NA,"Planta com 0,5m de porte. Estrada asfaltada, lado esquerdo, sentido Corumbé para Serra do Cipó, em área degradada.","CESJ070401","CESJ070401","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"2017",NA,NA,"12",NA,NA,NA,NA
"111","2019-11-21 14:47:04-03","UFJF","CESJ","33790","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo; A. Barbosa","4985","1970","11","21","Brasil","Goiás","Goiânia","A 2Km da margem esquerda do Rio Meia Ponte, na fazenda Louzandira.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Subarbusto 70cm. Corola roxa. Bordos das folhas denteados. Mata.","CESJ033790",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25250","auto","2011",NA,NA,"06",NA,NA,NA,NA
"112","2019-11-21 14:47:04-03","UFJF","CESJ","33786","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo; A. Barbosa","3340","1969","01","02","Brasil","Goiás","Goiânia","às margens do Ribeirão João Leite, que a 400m deságua no Rio Meia Ponte.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Herbáceo. Corola roxa. Mata e zonas alagadas.","CESJ033786",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25250","auto","2011",NA,NA,"06",NA,NA,NA,NA
"113","2019-11-21 14:47:04-03","UFJF","CESJ","33787","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo; A. Barbosa","2823","1968","12","01","Brasil","Goiás","Goiânia","às margens do Ribeirão João Leite, que a 400m deságua no Rio Meia Ponte.","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Arbusto. Corola roxa. Mata e zonas alagadas.","CESJ033787",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25250","auto","2011",NA,NA,"06",NA,NA,NA,NA
"114","2019-11-21 14:47:04-03","UFJF","CESJ","33788","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo; A. Barbosa","585","1968","04","18","Brasil","Goiás","Goiânia","às margens do Ribeirão João Leite, que, a 400m, deságua no Rio Meia Ponte","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Herbáceo. Corola azul. Comum. Mata e zonas alagadas.","CESJ033788",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25250","auto","2008",NA,NA,"09",NA,NA,NA,NA
"115","2019-11-21 14:47:04-03","UFJF","CESJ","33785","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","J.A. Rizzo; A. Barbosa","2942","1968","12","04","Brasil","Goiás","Goiânia","Pema GOM-2 pela Bela Vista, atravessando o Rio Meia Ponte, à esquerda da estrada","-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"Herbáceo. Corola roxa. Mata.","CESJ033785",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25250","auto","2011",NA,NA,"06",NA,NA,NA,NA
"116","2019-11-21 14:47:04-03","UFJF","CESJ","2316A","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","L. Roth","L. Krieger","CESJ2316A","1948","02","22","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"N.v.: Gervão falso. Arbusto das capoeiras, 2-3m, flores roxo-lilás.","CESJ02316A",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 14:47:04-03","UFJF","CESJ","2315","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","L. Krieger","CESJs.n.","1948","02","22","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Erva de capoeira, flor lilás, ca.1m. alt.","CESJ002315",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto","1990",NA,NA,"04","30",NA,NA,NA
"118","2019-11-21 14:47:04-03","UFJF","CESJ","64049","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","F.R.G. Salimena","3692","2013","10","24","Brasil","Minas Gerais","Moeda","Estrada para Belo Vale","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"Arbusto ca 1m; flores lilás claro; Em barranco à beira da estrada","CESJ064049","CESJ064049","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"14750","auto","2013",NA,NA,"10",NA,NA,NA,NA
"119","2019-11-21 14:47:04-03","UFJF","CESJ","24453","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","S.Aurino","L. Krieger","CESJs.n.","1984","12","03","Brasil","Minas Gerais","Rio Novo","Fazenda de Sant'Ana","-43.125301361084","-21.4575004577637",NA,NA,NA,NA,"Subarbusto,flores lilacíneas,medicinal.","CESJ024453",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"14119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:47:04-03","UFJF","CESJ","1316A","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","L. Krieger","CESJ1316A",NA,NA,NA,"Brasil","Minas Gerais","Sabará",NA,"-43.8067016601562","-19.8864002227783",NA,NA,NA,NA,NA,"CESJ01316A","CESJ01316A","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"18805","auto","2012",NA,NA,"06",NA,NA,NA,NA
"121","2019-11-21 14:47:04-03","UFJF","CESJ","44350","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","G. Hatschbach","J.M. Silva; L.R.Lima et M.A.Farinaccio","3948","2004","01","27","Brasil","Paraná","Palmeira","Rod.BR-277,Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Ereta,ca.50cm. alt.,flor purpúrea.Campo limpo,seco.","CESJ044350","CESJ044350","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"35166","auto","2004",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 14:47:04-03","UFJF","CESJ","54824","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.","F.R.G. Salimena","S.A.T.Lavagnolli; L.G.R.da Silva","s.n.","2002","10","28","Brasil","Paraná","Umuarama","Horto Medicinal","-53.3250007629395","-23.7663993835449",NA,NA,NA,NA,"Subarbusto com flores de coloração lilás-azulada.","CESJ054824","CESJ054824","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"46517","auto","2009",NA,NA,"11",NA,NA,NA,NA
"123","2019-11-21 14:47:04-03","UFJF","CESJ","30113","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Mold.",NA,"R.H.Delporte","s.n.","1998","02","26","Brasil","Paraná","Umuarama","Horto Medicinal de Umuarama","-53.3250007629395","-23.7663993835449",NA,NA,NA,NA,NA,"CESJ030113","CESJ030113","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"46517","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:49:07-03","UFMS","CGMS","73126","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke",NA,"A. Pott; V.J. Pott, G. Hatschbach & J. Silva","10807","2002","11","17","Brasil","Mato Grosso do Sul","Bodoquena","7Km N de Bodoquena, Serra da Bodoquena.","-56.7141667","-20.5197223","-56,7141667","-20,5197223","495","495","Flor lilás. Próximo a córrego Habitat: Vegetação secundária de Mata Calcária. Solo litólico (calcário). Ocasional. Habito: Erva semiescandente 2m de altura.","CGMS1105933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:49:07-03","UFMS","CGMS","21269","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","A. Pott","S.V. Boff","42","2006","10","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,NA,"Flor lilás. Habitat: Borda de capão. calcimórfico. MS. esparsa Habito: herbácea.","CGMS1050673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:49:07-03","UFMS","CGMS","71227","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke",NA,"A. Pott; J.S.V. Silva; M.M. Abdon; M.P. Silva & M.","12461","2004","12","13","Brasil","Mato Grosso do Sul","Corumbá","Assentamento Tamarineiro-2, próx. à Lagoa Jacadigo e à fronteira Brasil/Bolívia.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor azul. Habitat: Floresta semidecidual raleada, c/ Copernicia alba; Solo argilo-arenoso; Relevo quase plano. Habito: Erva subereta 50-80 cm alt. Esparsa.","CGMS1104003",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:49:07-03","UFMS","CGMS","49341","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","G. Hatschbach","G. Hatschbach; M. Hatschbach; E. Barbosa","76787","2004","02","18","Brasil","Paraná","Manoel Ribas","Rodovia Manoel Ribas - Cândido de Abreu, Rodovia BR-487, Rio Munhoz.","-51.6678009033203","-24.5163993835449",NA,NA,"450","450","Flor lilás. Habitat: Margem do rio. Habito: Apoiante. 1,50m de altura.","CGMS1079278",NA,NA,NA,NA,NA,NA,NA,NA,"21531","auto","2004",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-27 13:53:14-03","UFS","ASE","41412","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Caxambu, MG","Caxambu, MG; Siqueira, EL;","7641","2016","10","22","Brasil","Paraná","Nova Tebas","Estação Ecológica Municipal Reinaldo Petrechen","-51.5711","-24.2225","-51.5711","-24.2225","619","619","Subarbusto ca. 1 m, semi-ciófilo. Flores roxas.","ASE0042926",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"2016",NA,NA,"10","24",NA,NA,NA
"129","2019-08-20 10:27:36-03","UNICAMP","UEC","36736","S","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke",NA,"Sobral, M","3245","1984","10",NA,"Brazil","Rio Grande do Sul","Itati","Osório",NA,NA,NA,NA,NA,NA,"flor, Erva 0,5m-0,8m alt, em beira de estrada, flores azuis.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1984",NA,NA,"10",NA,NA,NA,NA
"130","2019-11-06 09:57:51-03","UFOP","OUPR","21833","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Mata. Erva. Flores azuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16300","auto","2012",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-06 09:57:51-03","UFOP","OUPR","21832","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.","1977","11","22","Brasil","Minas Gerais","Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Beira da estrada. Subarbusto. Flores lilacinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto","2012",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-06 09:57:51-03","UFOP","OUPR","21831","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.","1977","11","22","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Beira da estrada. Subarbusto. Flor lilacina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","2012",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-06 09:57:51-03","UFOP","OUPR","21836","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Campo Fundo","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","2012",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-06 09:57:51-03","UFOP","OUPR","21835","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.","1972","10","07","Brasil","Minas Gerais","Ponte Nova","Usina da Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"Campo. Subarbusto. Flores azuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto","2012",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-06 09:57:51-03","UFOP","OUPR","21838","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova","Usina da Brecha","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"Beira de estrada. Erva. Flores violaceas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16921","auto","2012",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-06 09:57:51-03","UFOP","OUPR","2344","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Silva, J.L.","s.n.","1986","12","18","Brasil","Minas Gerais","Rio Doce",NA,"-42.8958015441895","-20.2446994781494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14517","auto","2012",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-06 09:57:51-03","UFOP","OUPR","21837","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Mulgura, M.; Thode, V.; Salimena-Pires, F.R.G.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Capão de mata. Erva. Flores azuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto","2012",NA,NA,NA,NA,NA,NA,NA
"138","2019-01-17 11:26:02-02","PUCRS","MPUC","10723","S","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","P.C. Crespam",NA,NA,"1992","11","15","Brasil","RS","Terra de Areia",".","-50.0705556","-29.5852778","-50.0705556000","-29.5852778000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"139","2019-11-08 08:56:55-03","FURB","FURB","37450","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Verdi, M","Verdi, M.; Durigon, J.","6021","2011","10","08","Brasil","Rio Grande do Sul","Morrinhos do Sul","Perdida.","-49.9775","-29.3797223","-49.9775000","-29.3797223","101","101",NA,"FURB03701","FURB03701",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,"10","08",NA,NA,NA
"140","2021-03-16 17:52:59-03","UCS","HUCS","39238","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","fluminensis","Bouchea fluminensis","(Vell.) Moldenke","Verdi, M.","Verdi, M.","6021","2011","10","08","Brasil","Rio Grande do Sul",NA,"Perdida","-49.9775","-29.379722","-49.9775","-29.379722",NA,NA,"Herbário FURB 37450; Floresta Ombrófila Densa",NA,NA,NA,NA,NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"2011",NA,NA,"10","08",NA,NA,NA
