"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2020-02-08 09:47:30-03","NBC","NL-BOTANY","WAG.1877442","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.",NA,"Hatschbach GG; Kasper A",NA,"1978","10","22","Southern America","Brazil",NA,"10 km NO de Grao Mogol, Minas Gerais.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1877442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1877442","NL-WAG1877442",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:07:26-03","ESALQ","ESA","21593","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Cordeiro, I.","Sakuragui, C.M. et al.",NA,"1994","03","17",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"ESA021593",NA,"Retiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:07:26-03","ESALQ","ESA","97765","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Cordeiro, I.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32663.0","2007","02","18",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha do João Carrinho (756-1080 m.s.m.). Campo rupestre.","-437.387","-19.048",NA,NA,NA,"Arbusto, ca. 1,8 m alt.; botões creme.","ESA097765","ESA097765","Santana do Pirapama.",NA,NA,"-437,387","-19,048",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:28:59-03","IAP","PACA-AGP","69628","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","G. Hatschbach","Hatschbach, G.","41249","1978","04","21",NA,"Brasil","MG","Rio Itacambirucu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"flor creme; 1,50m Habitat: borda de cerrado Hábito: arbusto","PACA069628",NA,"Grão Mogol","67219","auto",NA,NA,"Magnoliatae","1988",NA,NA,NA,NA,NA,NA
"15","2019-11-27 13:48:12-03","UFS","ASE","4518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax","Stephen F. Smith","T.S.Santos; T.H. Brito; E.J.Judziewicz","4072","1986","02","28","Southern America","Brasil","Bahia",NA,"-39.075278","-15.293333",NA,NA,NA,"Arbusto. 1.5. m. flores esverdeadas com centros amarelos.; Arbusto. 1.5. m. flores esverdeadas com centros amarelos.; mata hidrofila","ASE0015729",NA,"Una",NA,NA,"-39.075278","-15.293333",NA,"1986",NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:11:12-03","UNICAMP","UEC","39940","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.",NA,"Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17344","1985","06","04",NA,"Brazil","Minas Gerais","Estrada Guinda - Conselheiro da Mata km",NA,NA,NA,NA,NA,"ori, Subarbusto até 0,5 m, flor creme","UEC139768","UEC139768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:11:12-03","UNICAMP","UEC","4587","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Cordeiro, I","Irwin, HS; Souza, R; Reis dos Santos, R; Ramos, J; Fonseca, SF","28657","1970","03","30",NA,"Brazil",NA,"Cerrado And Gallery Forest, Ca 7 Km N Of",NA,NA,NA,NA,NA,"ori, Shrub ca 1,25 m tall. in bud. Outcrops in cerrado.","UEC135837","UEC135837",NA,NA,NA,NA,NA,NA,"1982","05",NA,NA,NA,NA,NA
"18","2019-08-20 10:11:12-03","UNICAMP","UEC","97555","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Cordeiro, I","Romero, R; Semir, J; Dutilh, JHA; Goldenberg, R","5113","1998","02","13",NA,"Brazil","Minas Gerais","Estrada Furnas-Capitólio, próximo à Furn, beira de estrada",NA,NA,NA,NA,NA,"Afloramentos rochosos, lado esquerdo da estrada. Arbusto, ca 0,7 m. Flores creme-esverdeadas.","UEC083547","UEC083547",NA,NA,NA,NA,NA,NA,"2012","08",NA,NA,NA,NA,NA
"19","2019-08-20 10:11:12-03","UNICAMP","UEC","51389","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.",NA,"Leitão Filho, HF; Bernacci, LC; Carvalho-Okano, RM; Gomes, MJIR; Vasconcellos, MB; Araújo, GM","21873","1989","07","04",NA,"Brazil","Minas Gerais","a 15 km N da cidade, mata","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva ca. 0,5 m alt., flores amarelo-esverdeadas","UEC125338","UEC125338","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:11:12-03","UNICAMP","UEC","130304","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Sodré, RC","Kinoshita, LS; Simões, AO; Farias, R; Yamamoto, K; Silva, RR; Silva, LF; Scarpa, F","02120","2002","09","24",NA,"Brazil","Minas Gerais","Serra do Cipó, Distrito de Cardeal Mota,, cerrado em torno da sede","-43.7144012451172","-19.1688995361328",NA,NA,NA,"flor, arbusto 1,20m; inflorescência jovem esverdeada","UEC048568","UEC048568","Santana do Riacho","26557","auto",NA,NA,NA,"2017","03","15",NA,NA,NA,NA
"21","2019-12-18 15:50:40-03","UFOP","OUPR","33329","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Quaresma, A.S.","Quaresma, A.S.; Oliveira, C.T.","536","2017","05",NA,NA,"Brasil","Minas Gerais",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,"Campo rupestre quartzítico.",NA,NA,"Conceição do Mato Dentro","60318","auto",NA,NA,NA,"2017","07","05",NA,NA,NA,NA
"22","2019-12-18 15:50:40-03","UFOP","OUPR","33342","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Quaresma, A.S.","Quaresma, A.S.; Oliveira, C.T.","559","2017","05","24",NA,"Brasil","Minas Gerais",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,"Campo rupestre quartzítico.",NA,NA,"Conceição do Mato Dentro","60318","auto",NA,NA,NA,"2017","07","05",NA,NA,NA,NA
"23","2021-03-16 17:53:16-03","UCS","HUCS","4284","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K. Hoffm.","Hatschbach, G.","Hatschbach, G.","41249","1978","04","21",NA,"Brasil","Minas Gerais","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"arbusto - flor creme - 1,5 m; borda de cerrado",NA,NA,"Grão Mogol","67219","auto",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:24:05-03","MBM","MBM","165599","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60144","1994","02","08","Southern America","Brazil","Goiás","Estação Repetidora da Telebrasília de Roncador","-47.7841987609863","-14.9856004714966",NA,NA,NA,NA,"MBM165599","MBM165599","Água Fria de Goiás","38359","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:24:05-03","MBM","MBM","193346","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Hatschbach, G.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64915","1996","04","16","Southern America","Brazil","Minas Gerais","Serra do Cabral, Agroindustrial Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM193346","MBM193346","Joaquim Felício","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:24:05-03","MBM","MBM","193347","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Hatschbach, G.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64709","1996","04","14","Southern America","Brazil","Minas Gerais","Serra do Cabral, início da subida","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM193347","MBM193347","Joaquim Felício","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:24:05-03","MBM","MBM","169099","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","59322","1993","06","12","Southern America","Brazil","Goiás","Estação Repetidora da Telebrasília de Roncador",NA,NA,NA,NA,NA,NA,"MBM169099","MBM169099 MBM169099_1","Água Fria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:24:05-03","MBM","MBM","229115","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Goldberg, A.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68002","1998","07","18","Southern America","Brazil","Minas Gerais","Soberbo","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"MBM229115","MBM229115","Cristália","30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:24:05-03","MBM","MBM","114586","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Pirani, J.R.","Hatschbach, G.; et al.; et al.","51103","1987","03","18","Southern America","Brazil","Minas Gerais","Ligação da Rod. BR-259 a Costa Sena, Córrego Água Limpa","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"MBM114586","MBM114586","Datas","23532","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:24:05-03","MBM","MBM","67950","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Webster, G.L.","Irwin, H.S.; et al.; et al.","22916","1969","01","30","Southern America","Brazil","Minas Gerais","Diamantina, 25km NE, rodovia para Mendanha","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM067950","MBM067950","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:24:05-03","MBM","MBM","121251","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Cordeiro, I.","Giulietti, A.M.; et al.; et al.","s.n.","1981","10","31","Southern America","Brazil","Minas Gerais","Estrada Diamantina - Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM121251","MBM121251","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:24:05-03","MBM","MBM","63742","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Hatschbach, G.","Hatschbach, G.; Kasper, A.; Kasper, A.","41643","1978","10","22","Southern America","Brazil","Minas Gerais","10km NO de Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM063742","MBM063742","Grão Mogol","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:24:05-03","MBM","MBM","63745","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Hatschbach, G.","Hatschbach, G.","41249","1976","04","21","Southern America","Brazil","Minas Gerais","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM063745","MBM063745","Grão Mogol","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:24:05-03","MBM","MBM","235568","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,"Cordeiro, I.; et al.; et al.","s.n.","1980","09","04","Southern America","Brazil","Minas Gerais","Vale do Ribeirão das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM235568","MBM235568","Grão Mogol","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:24:05-03","MBM","MBM","62584","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Cordeiro, I.","Hatschbach, G.","29938","1972","08","05","Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM062584","MBM062584","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:24:05-03","MBM","MBM","235565","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.","Cordeiro, I.","Cordeiro, I.; et al.; et al.","s.n.","1980","11","10","Southern America","Brazil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM235565","MBM235565","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-05 09:29:06-03","MNHN","RECOLNAT_MNHN_P","P05616753","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.",NA,"Irwin, H.S.|Santos, R.R.|Souza, R.|Fonseca, S.F.",NA,"1969","1","22",NA,"Brasil","Minas Gerais","26km SW of Diamantina, on road to Gouveia.",NA,NA,"1300",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616753' target='other'> <mi>dwc_moreinfo</mi></a>","P05616753","P05616753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22415",NA,NA,NA
"38","2015-09-05 09:29:06-03","MNHN","RECOLNAT_MNHN_P","P05616754","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.",NA,"Irwin, H.S.|Santos, R.R.|Souza, R.|Fonseca, S.F.",NA,"1969","1","30",NA,"Brasil","Minas Gerais","ca. 25km NE of Diamantina on road to Mendanha.",NA,NA,"1200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616754' target='other'> <mi>dwc_moreinfo</mi></a>","P05616754","P05616754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22916",NA,NA,NA
"39","2020-12-11 11:35:14-03","UFMG","BHCB","49756","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:35:14-03","UFMG","BHCB","46969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:35:14-03","UFMG","BHCB","46984","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:35:14-03","UFMG","BHCB","46968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:35:14-03","UFMG","BHCB","116807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,"Souza, VC de; Zappi, DC; Hind, DJN; Paula-Souza, J; Jennings, L; Romão, GO; Rando, JG; Ferrei","32663","2007","02","18","Southern America","Brasil","Minas Gerais","Serra do Cipó., Serra da Lapa. Distrito de São José da Cachoeira. Trilha do João Carrinho","-44.240833","-19.088889","756","1080",NA,"Arbusto, ca. 1,8 m altura; botões creme; Campo rupestre","BHCB039006",NA,"Santana de Pirapama",NA,NA,"-44.240833","-19.088889",NA,"2016","09","27",NA,NA,NA,NA
"44","2020-12-11 11:35:14-03","UFMG","BHCB","190163","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & Hoffm.",NA,"Quaresma, AS; Oliveira, CT","559","2017","05","24","Southern America","Brasil","Minas Gerais",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,"Campo rupestre quartizítico.","BHCB190163",NA,"Conceição do Mato Dentro","60318","auto",NA,NA,NA,"2017","07","05",NA,NA,NA,NA
"45","2021-02-11 17:18:50-03","UFPR","UPCB","18534","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Cordeiro, I.","Hatschbach, G.","29938","1972","08","05",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Arbusto, 1,50m, flor creme. Orla matinha de galeria..",NA,NA,"Jaboticatuba",NA,NA,NA,NA,NA,"1987","01","01",NA,NA,NA,NA
"46","2021-02-11 17:18:50-03","UFPR","UPCB","16921","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K.Hoffm.","Hatschbach, G.","Hatschbach, G.","41249","1978","04","21",NA,"Brasil","Minas Gerais","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 1,50m, flor creme. Borda de cerrado, junto a rochas. Solo arenoso..",NA,NA,"Grão Mogol","67219","auto",NA,NA,NA,"1988","01","01",NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2922117","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K. Hoffm.","I. Cordeiro","Gert G. Hatschbach","Hatschbach 29938","1972","8","5","South America","Brazil","Minas Gerais","Serra do Cipó (mun. Jaboticatuba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","2922012","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K. Hoffm.","J.R. Pirani","Gert G. Hatschbach","Hatschbach 51103","1987","3","18","South America","Brazil","Minas Gerais","Ligacão Rod. BR-259 a Costa Sena, Corrego Água Limpa (mun. Datas).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2014-08-23 05:35:00-03","MO","MOBOT","2922088","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","similis","Bernardia similis","Pax & K. Hoffm.","G.L. Webster","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22415","1969","1","22","South America","Brazil","Minas Gerais","Serra do Espinhaco. Cerrado on rocky slopes, ca. 26km S.W. of Diamantina, on road to Gouveia.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
