"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","669231","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs",NA,NA,NA,NA,"G. Jönsson","1008a","1914","09","27","Brazil","Paraná","Itaperuçu",NA,"-49.3478","-25.22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669231","NY00669231_01","Magnoliophyta","Solanales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","686882","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs",NA,NA,NA,NA,"M. Kuhlmann","2206","1949","11","27","Brazil","São Paulo","Campos do Jordao","Subida para o Pico do Itapeva","-45.522399","-22.766664",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=845414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686882","NY00686882_01","Magnoliophyta","Solanales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:21:01-03","UFRJ","RFA","9799","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","hispida","Cyphomandra hispida","L.B.Sm. & Downs","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","23256","1969","12","16","Brasil","Paraná","São Mateus do Sul","Vargem Grande","-50.3828010559082","-25.8742008209229",NA,NA,"780","780","Arbusto 1,5 m altura, pétalas violetas","RFA49105",NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"14","2015-02-10 11:46:41-02","BM","SOLANACEAE_SOURCE_BR","73234","O","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Knapp, S.","2014","01","01","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2034","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.748194","-22.36775","-44.748194","-22.36775","1905","1905","Arbusto escandente, 2 m, em pleno sol. Flores com pétalas roxas. Anteras roxas; em borda de Floresta Ombrófila Densa",NA,NA,"Magnoliophyta","Solanales",NA,"Southern America",NA,NA,NA,"Dicotyledoneae","166987",NA,NA,NA,NA
"15","2015-02-10 11:46:41-02","BM","SOLANACEAE_SOURCE_BR","73234","O","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Knapp, S.","2014","01","01","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2034","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.748194","-22.36775","-44.748194","-22.36775","1905","1905","Arbusto escandente, 2 m, em pleno sol. Flores com pétalas roxas. Anteras roxas; em borda de Floresta Ombrófila Densa","BM001035098",NA,"Magnoliophyta","Solanales",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"16","2015-02-10 11:46:41-02","BM","SOLANACEAE_SOURCE_BR","73234","O","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Knapp, S.","2014","01","01","Giacomin, L.L.; Knapp, S.; Rodrigues, I.M.C.","2034","2013","11","20","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia; margens da rodovia não pavimentada que leva para o Pico das Agulhas Negras (BR-485); ca. 5 km após a entrada","-44.748194","-22.36775","-44.748194","-22.36775","1905","1905","Arbusto escandente, 2 m, em pleno sol. Flores com pétalas roxas. Anteras roxas; em borda de Floresta Ombrófila Densa",NA,NA,"Magnoliophyta","Solanales",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"17","2020-06-26 00:41:30-03","UFBA","ALCB","112013","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs.) Bohs.","Giacomin, LL","2008",NA,NA,"Hatschbach, G; Spichiger, R; Cervi, AC; Loizeau, PA","68737","1998","11","16","Brasil","Paraná","Palmas","Rod. BR-449, Rio Chopim.","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"2m, flor violeta, anteras amarelas.; Do erval.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"46666","auto",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2864352","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Jönsson G",NA,"1914","09","27","Brazil",NA,NA,"Parana: Itaperussu, im silvula.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2864352","NL-L2864352",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2864353","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","03","07","Brazil",NA,NA,"Santa Catarina. Sabia, Vidal Ramos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2864353","NL-L2864353",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2864354","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Reitz R",NA,"1948","12","15","Brazil",NA,NA,"S. Catarina - Brasil*. Riosinho, Bom Retiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2864354","NL-L2864354",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2864355","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1962","01","03","Brazil",NA,NA,"Santa Catarina - Brasil. Campo do Areao, Santa Cecilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2864355","NL-L2864355",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:35:19-03","NBC","NL-BOTANY","L.2864356","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","01","26","Brazil",NA,NA,"Santa Catarina - Brasil. Alto Matador, Rio do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2864356 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2864356","NL-L2864356",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 10:35:19-03","NBC","NL-BOTANY","U.1729087","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"Hatschbach GG",NA,"1967","11","15","Brazil",NA,NA,"Pico Caratuva (mun. Campina Grande do Sul), Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1729087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1729087","NL-U1729087",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 10:35:19-03","NBC","NL-BOTANY","U.1729088","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs","Bohs L",NA,NA,NA,"Kuhlmann M",NA,"1953","11","06","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1729088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1729088","NL-U1729088",NA,"Solanales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,"U 0115624",NA,NA,NA
"25","2020-11-04 12:16:10-03","ESALQ","ESA","137049","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B. Sm. & Downs) Bohs","E. Barboza","2014","05","14","J.M. Silva","8490.0","2013","11","01","Brasil","Paraná","Tijucas do Sul","Bruna","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"ESA137049",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:25:32-03","CPAP","CPAP","8721","PreserverdSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs","G. Hastchbach","1991","04",NA,"Pott, A.","5916","1991","03","26","Brasil","PR","Bocaiúva do Sul","Experimento de regeneração de Bracatinga, propriedade de Adir Bandeira, Antinha","-49.116667","-25.166667","49°07' W","25°10' S","920","920","Subarbusto 10m de altura, folha glauca. FLOR: arroxeada. FRUTO: . INTERESSE: Invasora. FREQUÊNCIA: Esparsa. AMBIENTE: Sucessão secundária, 10 ano, com milho-feijão, após bracatinga (bracatinga = Mimosa scabrella Benth). SUBSTRATO: . RELEVO: acidentado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-07-02 14:04:23-03","JBP","HPL","11022","S","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B. Sm. & Downs) Bohs","J.R. Stehmann","2007","10","20","M.J. Robim","352","1985","11","21","Brasil","SP","Campos do Jordão","Coletado no Parque Estadual, na trilha da Cachoeira; em área de mata de pinhais.","-45.59","-22.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:39:13-02","BGBM","B","B 10 0248783","S","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs",NA,NA,NA,NA,"R. Reitz & R. M. Klein","11.391","1962","01","03","Brazil",NA,NA,"Campo do Areão, Santa Cecilia; alt. 1100 m.",NA,NA,NA,NA,"1100","1100","Plantas de Santa Catarina - Brasil <a href=http://herbarium.bgbm.org/object/B100248783 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248783","B100248783",NA,NA,"paratype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-19 08:15:32-03","FPS","FPS","1213","MachineObservation","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Schwirkowski, P.","2018","11","20","Schwirkowski, P.","1372","2015","12","12","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Beira de Estrada, antes do CEPA Rugendas","-49.308686","-26.319429","-49.308686","-26.319429",NA,NA,"<ll>dwc_commonname:</ll> Baga-de-bugre, baga-de-veado","FPS01213,FURB49440","FPS01213_v01 FPS01213_v02 FPS01213_v03 FPS01213_v04 FPS01213_v05 FPS01213_v06 FPS01213_v07 FPS01213_v08 FPS01213_v09 FPS01213_v10 FPS01213_v11 FPS01213_v12 FPS01213_v13 FURB49440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 49440","voucher",NA,NA
"30","2019-12-19 08:15:32-03","FPS","FPS","3737","MachineObservation","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Schwirkowski, P.","2018","11","20","Schwirkowski, P.","3164","2018","11","20","Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Parque Florestal SAMAE","-49.360334","-26.233124","-49.360334","-26.233124",NA,NA,"<ll>dwc_commonname:</ll> Baga-de-bugre, baga-de-veado","FPS03737,FURB63607","FPS03737_v01 FPS03737_v02 FPS03737_v03 FPS03737_v04 FPS03737_v05 FPS03737_v06 FPS03737_v07 FPS03737_v08 FPS03737_v09 FPS03737_v10 FPS03737_v11 FPS03737_v12 FPS03737_v13 FURB63607",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63607","voucher",NA,NA
"31","2019-02-15 11:50:58-02","IPA","IPA","14579","S","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B. Sm. & Downs) Bohs","Stehmann, J.R.","2017","04","26","Pontual, I.","415","1967","02","02","Brasil","Rio de Janeiro",NA,"Planalto do Parque Nacional do Itatiaia. Agulhas Negras.",NA,NA,NA,NA,NA,NA,"Hàbito: arbusto de aprox. 2 m de alt. Flor: com aprox.1,5 cm de comprimento, rôxo-claro. Vivendo próximo ao abrigo Rebouças.","IPA0014579",NA,"Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:50:58-02","IPA","IPA","62492","S","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B. Sm. & Downs) Bohs","Stehmann, J.R.","2006","12","06","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1966","1997","10","19","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Hábito: arbusto ca. 2 m.. Matinha nebular. Alt.: 1 Flor: vinosa.","IPA0062492",NA,"Plantae",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:19:31-03","UFV","VIC","053071","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum",NA,NA,NA,NA,NA,"Valente, G.E.; Pereira, Z.V.","1094","2002","11","14","Brasil","Minas Gerais","Viçosa","Reserva Florestal do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta de cerca de 3 m de altura,crescendo em subbosque. Cálice verde e corola verde amarelada nas flores mais velhas e nas mais novas externamente e arroxeada internamente.","VIC053071","VIC053071",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:19:31-03","UFV","VIC","010626","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","Sm & Downs",NA,NA,NA,NA,"Kummrow, R.","3118","1988","12","06","Brasil","Paraná","Tijuca do Sul","Represa Vassoroca",NA,NA,NA,NA,NA,NA,"Erva de 50-60 cm, sépalas arroxeadas, pétalas roxas, estames amarelos, conectivos amarelo forte, mata de araucária, beira de estrada á área desmatada.","VIC010626","VIC010626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-20 14:18:17-03","UFOPA","HSTM","12053","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Melo, P. H. A.","2017","05","26","Melo, P. H. A.; Peixoto, T. R.","6319","2017","02","01","Brasil","Goiás","Formosa","Fazenda Sucupira, proximidade do povoamento Barreto.","-47.187778","-15.348611","47º11'16''W","15º20'55''S","820","820",NA,"HSTM012053","HSTM012053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-20 14:18:17-03","UFOPA","HSTM","10920","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs",NA,NA,NA,NA,"Melo, P. H. A.","4521","2015","10","18","Brasil","Goiás","Formosa","Fazenda Sucupira, próximidade do povoado Barreiro.","-47.187778","-15.351389","47º11'16''W","15º21'5''S",NA,NA,NA,"HSTM010920","HSTM010920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-20 14:18:17-03","UFOPA","HSTM","12392","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Melo, P.H.A.","2017","05","26","Melo, P.H.A.; Pezzini, F.F.","5062","2016","03","24","Brasil","Goiás","Formosa","Fazenda Sucupira. Proximidades do povoado Barreiro. Morros com afloramentos de calcário em camadas soerguidas, paredões, campos lapiás, sumidouros e resurgências. Formação aberta do carste, floresta estacional decidual e mata ciliar. Envolto por pastagens","-47.184722","-15.3525","47º11'5''W","15º21'9''S","796","796",NA,"HSTM012392","HSTM012392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0049132","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Smith & Downs","J. R. Stehmann",NA,NA,NA,"G. Hatschbach; D. Guimarães","55753","1991","10","15","Brazil","Parana",NA,"Rio Feio (Mun. Pitanga).","-51.778052","-24.757815",NA,NA,"850",NA,"Arbustiforme, 1m, flor lilás-escuro, anteras amarelas.",NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:41:30-03","UNICAMP","UEC","79800","S","Plantae","Solanaceae","Cyphomandra","pinetorum","Cyphomandra pinetorum","L.B.Sm. & Downs","Stehmann, JR",NA,NA,NA,"Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","2186","1995","12","05","Brazil","Santa Catarina","São Bento do Sul","Estrada para Corupá.","-49.441972","-26.255472","-49.441972","-26.255472","920","920","Arbusto; corola magenta claro.; Beira de mata.","UEC033554","UEC033554","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:06:45-03","FURB","FURB","1271","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Cordeiro, J","2008","09","22","Ceolin, L.M.",NA,"2008","02","08","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,"Estrada Principal. Árvore tombada. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB44350","FURB44350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:06:45-03","FURB","FURB","18168","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Stehmann, JR","2010","03","03","Dreveck, S.; Carneiro, F.E.","1418","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Florística IFFSC 991 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; área degradada Habito: arbustiva; Fruto verde; flor botão verde","FURB44352","FURB44352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:06:45-03","FURB","FURB","18169","PreservedSpecimen","Plantae","Solanaceae","Solanum","pinetorum","Solanum pinetorum","(L.B.Sm. & Downs) Bohs","Stehmann, JR","2010","03","03","Dreveck, S.; Carneiro, F.E.","1431","2009","11","26","Brasil","Santa Catarina","Joinville","Comfloresta.","-49.1408333","-26.1872222","-49.1408333","-26.1872222","822","822","Florística IFFSC 1047 (Arbusto) Entorno Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; Fruto verde; flor roxa","FURB44351","FURB44351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
