"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount"
"17","2019-03-22 17:32:56-03","UFLA","ESAL","29952","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Domingos, DQ; Reis, GH","2895","2012","11","20",NA,"Brasil","Minas Gerais","Minduri","Ponto 19, Afloramento na beira da estrada antes da plantação de eucalipto na Chapada das","-44.586139","-21.60375",NA,"Erva. Crescendo sobre areia branca. Flores com labelo amarelo e machas amarronzadas . Planta rara no local.",NA,NA,"Júlio, JL",NA,NA,"2019","03","08","-44.586139","-21.60375",NA,NA,NA,NA
"18","2018-08-29 16:33:22-03","UFLA","ESAL","30233","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Ventura, ASR","148","2016","11","11",NA,"Brasil","Minas Gerais","Lavras","Fazenda Bela Vista","-44.958417","-21.342333",NA,"Erva de 0,35m com flores amarelas / avermelhadas; Campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,"-44.958417","-21.342333","1108","1108",NA,NA
"19","2019-06-07 18:05:01-03","UFLA","ESAL","31022","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Martins, CPV; Arruda, IAC","195","2015","12","13",NA,"Brasil","Minas Gerais","Lavras","Serra do Campestre, início da Serra a partir da rodovia Lavras-Luminárias em direção a leste.","-45.9725","-21.344722",NA,"Erva; caule vináceo-enegrecido, corola amarela com ápice das pétalas tingidas de pigmentação vinho. Campo graminóide areno-pedregoso.; Campo Limpo (graminóide arenoso pedregoso) em área de Campo Rupestre",NA,NA,"A. Massensini Jr",NA,NA,NA,NA,NA,"-45.9725","-21.344722","1111","1111",NA,NA
"20","2014-11-06 16:18:20-02","UFPB","EAN","11932","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb. f. & Warm.",NA,"1258","2001","10","20",NA,"Brasil","Brasília","Plano Piloto",NA,NA,NA,NA,"Erva.Habitat: Terrestre em cerrado ralo, solo argiloso, profundo avermelhado(latossolo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2556040","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste",NA,"H. S. Irwin & T. R. Soderstrom","7507","1964","10","28","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"US00323328","US00323328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"22","2020-09-02 16:34:44-03","Cenargen","CEN","14940","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Luciano de Bem Bianchetti","1174","1991","10","20",NA,"Brasil","DF","BRASILIA","Setor de mansões do Lago Norte. Trecho 2","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas marrom vinoso, muito escuro; pétalas amarelas com nervura central e ápice marrom vinoso sem pintas; labelo com expansão laterais marrom vinolo; pequena mancha amarela labeando a calosidade; lóbulo central vermelho vinho com aspecto aveludado. Pseudobulbos 3/4 enterrados.","CEN00014940","CEN00014940","L. B. Bianchetti","70570","auto","1991","10",NA,NA,NA,NA,NA,NA,"1"
"23","2020-09-02 16:34:44-03","Cenargen","CEN","93741","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Carlos Romero Martins","1947","2015","11","15",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Borda da estrada de acesso a Cascalheira do Exército.","-47.9296989440918","-15.7797002792358","Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00093741","CEN00093741","L. B. Bianchetti","70570","auto","2015","11",NA,NA,NA,NA,NA,NA,"1"
"24","2020-09-02 16:34:44-03","Cenargen","CEN","39718","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","1258","2001","10","20",NA,"Brasil","DF","BRASILIA","RA-I, Plano Piloto. Asa Norte, 713-714 N, área da UnB (arboreto) entre o Parque Olhos D#?#água e a estação de tratamento de esgoto da CAESB.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente queimada, com a vegetação ainda em brotação e crescimento. Observado ca. de 3 conjuntos esparsos, cada um com varias plantas em floração. Pseudobulbos completamente enterrados, externamente brancos. Folhas muito pouco desenvolvidas, em início de crescimento. Em início de floração. Inflorescência marrom escura. Brácteas marrom-vinoso escuro. Ovário e pedicelo marrom escuro. Sépalos marrom vinoso escuro. Demais informações na exsicata.","CEN00039718","CEN00039718","J. A. N. Batista & L. B. Bianchetti","70570","auto","2001","10",NA,NA,NA,NA,NA,NA,"4"
"25","2020-09-02 16:34:44-03","Cenargen","CEN","45584","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","1309","2002","10","05",NA,"Brasil","DF","BRASILIA","RA-VIII, Núcleo Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do Zoo. Área próx. as chácaras ao lado da pista (DF-003) para o Núcleo Bandeirante, do lado oposto a sede do santuário.","-47.9296989440918","-15.7797002792358","Exsicatas","Possivelmente primeira coleta da espécie para o local, Demais informações na exsicata, Flora do Brasil - Distrito Federal - Núcleo Bandeirante.","CEN00045584","CEN00045584","J. A. N. Batista","70570","auto","2002","10",NA,NA,NA,NA,NA,NA,"1"
"26","2020-09-02 16:34:44-03","Cenargen","CEN","14941","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","135","1990","11","03",NA,"Brasil","DF","BRASILIA","Setor de mansões do Lago Norte.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas marrom escuro brilhantes. Pétalas amarelas com o ápice marrom. Labelo com o centro amarelo e marrom-avermelhado.","CEN00014941","CEN00014941","J. A. N. Batista","70570","auto","2010","11",NA,NA,NA,NA,NA,NA,"1"
"27","2020-09-02 16:34:44-03","Cenargen","CEN","14938","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","134","1990","11","03",NA,"Brasil","DF","BRASILIA","Setor de mansões do Lago Norte.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas marrom escuro brilhantes. Pétalas amarelas com o ápice marrom. Labelo com o centro amarelo e marrom-avermelhado.","CEN00014938","CEN00014938","J. A. N. Batista","70570","auto","2010","11",NA,NA,NA,NA,NA,NA,"1"
"28","2020-09-02 16:34:44-03","Cenargen","CEN","58125","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","1104","2000","12","24",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Área a direita da pista no sentido para a barragem do Paranoá, entre o Varjão (após o Córrego Urubu) e a MI 3. Condomínio Privê Lago Norte I, Quadra 1, Conj. G.","-47.9296989440918","-15.7797002792358","Unicata","Plantas ocorrendo próximas, na forma de pequenos conjuntos. Pseudobulbos completamente enterrados, externamente brancos, com linhas transversais correspondentes a faixa de abcisão da bainha das folhas, linhas vinosas nos pseudobulbos mais novos, e mais escuras nos mais velhos. Coletadas 6 plantas (mudas) em 24/12/2000 para cultivo no Cenargen em Brasília. 1ª Floração em cultivo em Outubro-Novembro de 2004 (prensado em 31/10/04 e 22/11/04).","CEN00058125","CEN00058125","J. A. N. Batista","70570","auto","2004","10",NA,NA,NA,NA,NA,NA,"2"
"29","2020-09-02 16:34:44-03","Cenargen","CEN","37096","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","1102","2000","12","24",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Área a direita da pista no sentido para a barragem do Paranoá, entre o Varjão (após o cór. Urubu) e a MI 3. Condomínio Privê Lago Norte I, quadra 1, conjunto G.","-47.9296989440918","-15.7797002792358","Unicata","Área anteriormente capinada, deixando o solo exposto. Plantas crescendo próximas entre si, formando pequenos conjuntos. Pseudobulbos completamente enterrados, depois de despidos das folhas, externamente brancos, os mais novos com faixas vinosas correspondente as linhas de abcisão da bainha das folhas. Nos mais velhos as faixas tornam-se escuras. Obs.: Mesmo local de coleta dos nº Bianchetti & Batista 1174, Batista 131, 134, 135, 468 (CEN) e Oliveira 019 (UB). Demais informações na exsicata.","CEN00037096","CEN00037096","J. A. N. Batista","70570","auto","2000","12",NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-02 16:34:44-03","Cenargen","CEN","37097","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","1103","2000","12","24",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Área a direita da pista no sentido para a barragem do Paranoá, entre o Varjão (após o cór. Urubu) e a MI 3. Condomínio Privê Lago Norte I, quadra 1, conjunto G.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente capinada, deixando o solo exposto. Plantas crescendo próximas entre si, formando pequenos conjuntos. Pseudobulbos completamente enterrados, depois de despidos das folhas, externamente brancos, os mais novos com faixas vinosas correspondente as linhas de abcisão da bainha das folhas. Nos mais velhos as faixas tornam-se escuras. Obs.: Mesmo local de coleta dos nº Bianchetti & Batista 1174, Batista 131, 134, 135, 468 (CEN) e Oliveira 019 (UB). Demais informações na exsicata. Doação da Flora do Brasil.","CEN00037097","CEN00037097","J. A. N. Batista","70570","auto","2000","12",NA,NA,NA,NA,NA,NA,NA
"31","2020-09-02 16:34:44-03","Cenargen","CEN","21205","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","468","1995","01","08",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. Campo a direita da pista após Cór. Urubu, antes da MI-3.Brasília-DF.","-47.9296989440918","-15.7797002792358","Exsicatas","Solo argilo-arenoso, profundo. Área queimada durante a seca. Pseudobulbos completamente enterrados. Exemplar coletado afim de documentar a parte vegetativa e fruto da espécie. Floração da espécie no local, este ano, ocorreu predominantemente entre a 2º e 3º semana de novembro. Exatamente mesmo local e população de coleta dos números: Bianchetti & Batista 1174 (CEN), Batista 131, 134, 135 (CEN) e Oliveira 19 (UB).","CEN00021205","CEN00021205",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2020-09-02 16:34:44-03","Cenargen","CEN","14939","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","João Aguiar Nogueira Batista","131","1990","10","28",NA,"Brasil","DF","BRASILIA","Setor de mansões do Lago Norte. Encostas à margem do rio Torto, próximo ao ponto de junção com o lago Paranoá.","-47.9296989440918","-15.7797002792358","Exsicatas","Pseudo-bulbos semi-enterrados. Sépalas marrom escuro. Pétalas com base amarela, sem pintas, e ápice marrom. Labelo com o centro amarelo e marrom avermelhado.","CEN00014939","CEN00014939","L. B. Bianchetti","70570","auto","1992","03",NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-02 16:34:44-03","Cenargen","CEN","32467","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Roberta Cunha de Mendonça","3132","1997","10","03",NA,"Brasil","GO","NIQUELANDIA","Fazenda Engenho a 12 km de Niquelândia na estrada de chão em direção a Padre Bernardo, Àrea da Filipa, queimada recentemente.","-48.4597015380859","-14.4738998413086","Exsicatas","Heliófila, folhas cartáceas, flores amarelas com manchas vinho,Doação do Herbário do IBGE - Reserva Ecológica do IBGE - Goiás","CEN00032467","CEN00032467","J. A. N. Batista","74171","auto","2000","01",NA,NA,NA,"655","655",NA,"1"
"34","2020-09-02 16:34:44-03","Cenargen","CEN","19278","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Diacis de Alvarenga","840","1991","12","06",NA,"Brasil","GO","TERESINA DE GOIAS","Km 3 da estrada Teresina de Goiás / Campos Belos,Proximo a vereda","-47.2647018432617","-13.7763996124268","Exsicatas","Doação Flora do Brasil - Projeto Biografia do Bioma Cerrado - Convênio SEPLAN/ FUB /EMBRAPA /FZDF","CEN00019278","CEN00019278","L. B. Bianchetti","42211","auto","1992","12",NA,NA,NA,NA,NA,NA,"1"
"35","2020-09-02 16:34:44-03","Cenargen","CEN","101614","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Glocimar Pereira-Silva","16894","2016","11","17",NA,"Brasil","GO","CATALAO","GO 210 a 6,8 km a leste da BR 050, no sentido Davinópolis.","-47.9463996887207","-18.1658000946045","Exsicatas","Pseudobulbos subterrâneos.","CEN00101614","CEN00101614","L. B. Bianchetti","94621","auto","2018","10",NA,NA,NA,"820","820",NA,"1"
"36","2020-09-02 16:34:44-03","Cenargen","CEN","47822","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Aécio Amaral-Santos","1646","2002","11","25",NA,"Brasil","MG","UNAI","A jusante da ponte da divisa DF/MG.","-46.9061012268066","-16.3575000762939","Exsicatas","Área de influência da AHE Queimado.","CEN00047822","CEN00047822","L. B. Bianchetti","97926","auto","2002","11",NA,NA,NA,NA,NA,NA,"3"
"37","2019-10-07 09:19:55-03","UEFS","HUEFS","78851","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Batista, J.A.N.","1258","2001","10","20",NA,"Brasil","Distrito Federal","Brasília","Plano Piloto. Asa Norte 713 - 714 N, área da UNB.","-47.9296989440918","-15.7797002792358",NA,"(arboreto) entre o Parque Olhos D'água e a estação de tratamento de esgoto da CAESB.","HUEFS0078851",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"38","2019-11-01 15:15:18-03","UnB","UB","4382","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb. f. & Warm.","Rossi, MS","19","1986","11","12","Southern America","Brasil","Distrito Federal",NA,"Área da Fábrica Denox, estrada Brasília-Fortaleza",NA,NA,NA,"Erva 0,6m. Flor amarela; Solo: Latossolo-muito cascalho. Campo sujo","UB0019328","UB0019328","Batista, JAN",NA,NA,"1998","08","22",NA,NA,"1200","1200",NA,NA
"39","2019-11-01 15:15:18-03","UnB","UB","4418","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb. f. & Warm.","Oliveira, RS","19","1994","11","16","Southern America","Brasil","Distrito Federal","Brasília","Setor de Mansões do Lago Norte","-47.866667","-15.716667",NA,"Pedicelo grande, labelo pregueado e avermelhado porção inferior, amarelo no centro, sépalas e pétalas tijolo-amarelo claro; Erva. Flor amarela; Campo limpo recém-queimado","UB0019329","UB0019329","Bianchetti, LB",NA,NA,"1994","11","16","-47.866667","-15.716667","1050","1050",NA,NA
"40","2019-11-01 15:15:18-03","UnB","UB","4425","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb. f. & Warm.","Oliveira, RS","26","1994","11","26","Southern America","Brasil","Distrito Federal","Brasília","Próximo ao Córrego Cabeça de Veado","-47.85","-15.85",NA,"Erva. Flor amarela; Campo limpo.",NA,NA,"Oliveira, RS",NA,NA,NA,NA,NA,"-47.85","-15.85","1050","1050",NA,NA
"41","2019-05-06 12:01:20-03","UFU","HUFU","36740","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Batista, J.A.N.","1258","2001","10","20",NA,"Brasil","Distrito Federal","Brasília","Plano Piloto, Asa Norte, 713 - 714 N, área da UnB (arboreto) entre o Parque Olhos D'água e a estação de tratamento de esgoto da CAESB.","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre. Pseudobulbos completamente enterrados, externamente brancos; folhas pouco desenvolvidas, em início de crescimento; início de floração; inflorescência marrom escuro; brácteas marrom-vinoso escuro; ovário e pedicelo ma","HUFU00030475","HUFU00030475","Batista, J.A.N.","70570","auto","2001","10",NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in campis ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,"Floret Novembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","triste","Cyrtopodium triste","Rchb.f. & Warm.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in campis ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,"Floret Novembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
