"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"594","2012-01-28 07:02:00-02","MO","MOBOT","3387841","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Teguh (CANB)",NA,NA,NA,"Isaac Goldstein|Leonardo Salas","Goldstein 92","1991","11","22","Venezuela","Bolívar",NA,"Cuadricula de investigacion, campamento Dedeami. rio Tabaro.","-64.98333","6.35",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"595","2010-11-23 21:39:00-02","MO","MOBOT","3392563","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","M.J. Jansen-Jacobs",NA,NA,NA,"Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Paddy P. Haripersaud|O. Muller|M. van der Zee","Jansen-Jacobs 5911","1999","9","15","Guyana",NA,NA,"Upper Essequibo Region. Rewa River, near Camp 2 at foot of Spider Mountains. Forest on light brown sand.","-58.53333","3.13333",NA,NA,"220.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"596","2010-11-23 21:39:00-02","MO","MOBOT","3392774","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","M.J. Jansen-Jacobs",NA,NA,NA,"Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Paddy P. Haripersaud|O. Muller|M. van der Zee","Jansen-Jacobs 5922","1999","9","16","Guyana",NA,NA,"Upper Essequibo Region. Rewa River, near Camp 2 at foot of Spider Mountains. Forest on light brown sand.","-58.53333","3.13333",NA,NA,"220.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"597","2012-03-06 05:13:00-03","MO","MOBOT","3454472","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","T. Pennington",NA,NA,NA,"C.A. Cid Ferreira|William R. Buck|Bruce W. Nelson|F. Almeida|C.D.A. da Mota|J. Lima","Cid Ferreira 569","1979","8","20","Brazil","Amazonas",NA,"Rio Uatumã, Mun. de Itapiranga, lado esquerdo do igarapé Catitu, atrás da antiga Usina de Pau-Rosa; mata de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"598","2009-11-03 18:11:00-02","MO","MOBOT","3465917","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Teguh Triono (CANB)",NA,NA,NA,"Luis Marcano-Berti","Marcano-Berti 582","1965","1","16","Guyana",NA,NA,"Territorial Federal Delta Amacuro.Este-Noreste de El Palma, cerca de los límites del Estdo Bolívar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"599","2011-02-22 15:59:00-03","MO","MOBOT","3466087","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Teguh (CANB)",NA,NA,NA,"Bassett Maguire|Louis Politi","Maguire 28817","1948","2","8","Venezuela","Amazonas",NA,"Cerro Sipapo","-67.4","4.95",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"600","2011-06-10 11:46:00-03","MO","MOBOT","406218","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Teguh Triono (CANB)",NA,NA,NA,"Gerrit Davidse|Otto Huber","Davidse 15294","1978","4","17","Venezuela","Amazonas",NA,"Departamento Atures: 23 km NE of Puerto Ayacucho and 10 km E of the highway, hills and base of hills, near Cachama.","-67.4","5.85",NA,NA,"90.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,"78-29","1"
"601","2008-05-27 22:02:00-03","MO","MOBOT","406691","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","T. Pennington (K)",NA,NA,NA,"Bruce K. Holst|Ronald L. Liesner","Holst 3395","1987","3","7","Venezuela","Amazonas",NA,"ATURES: Valley of Río Coro-Coro, W of Serrania de Yutaje. 8 km N of settlement of Yutaje. Evergreen forested slope, seasonally dry. Trees 30-40 m. Few epiphytes present.","-66.13333","5.69166",NA,NA,"450.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,"87-45","10"
"602","2014-04-04 05:45:00-03","MO","MOBOT","407994","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","T.D. Pennington (K)",NA,NA,NA,"John James Pipoly, III|Rodolfo Vásquez|Nestor Jaramillo","Pipoly 14863","1991","3","13","Peru","Loreto","Maynas","Región de Amazonas. Santa María de Nanay, 10 km al W del Caserío Mishana, dentro de la Reserva Cocha Yaramá, Igapó.","-73.5833333","-3.9166667",NA,NA,"130.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,"23","10"
"603","2011-03-19 06:43:00-03","MO","MOBOT","999873","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","T. D. Pennington (K), 9 Jan.",NA,NA,NA,"Randall J. Evans|Sylva Koemar|Joyce Ramlal|Dorothy Traag","Evans 2454","1995","11","20","Suriname","Sipaliwini",NA,"Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.88055","4.75833",NA,NA,"50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,"319","8"
"604","2008-05-27 22:02:00-03","MO","MOBOT","3449802","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","T. Pennington",NA,NA,NA,"Scott A. Mori","Mori 20632","1989","7","23","Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project. Non-flooded moist forest.","-59.72777","-2.40722",NA,NA,"50.00000000","125.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"605","2014-04-08 05:36:00-03","MO","MOBOT","3311631","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Pennington",NA,NA,NA,"Timothy C. Plowman|E. Wade Davis|C.A. Cid Ferreira|Ieda L. do Amaral|J. Lima|José Guedes","Plowman 12540","1982","12","11","Brazil","Amazonas",NA,"Municipio de Tefé: Lago Tefé, NW shore. Forest on terra firme along lakeshore.","-64.83333","-3.33333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"606","2009-11-04 20:15:00-02","MO","MOBOT","3417566","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa venosa",NA,NA,NA,NA,NA,"Howard S. Irwin|et al.","Irwin 47346","1960","8","5","Brazil","Amapá",NA,"Virgin forest. 5 kil. southeast of Clevelandia. Infrequent.","-51.88333","3.8",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"venosa",NA,NA,NA,NA,NA,NA,NA
"607","2020-08-31 08:54:59-03","INPA","INPA","123587","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Rodrigues, WA","10626","1984","03","08","Brasil","Amazonas","Barcelos","Serra do Aracá, 1 km ao Sul da parte central da Serra do Araca, no caminho entre a pista de pouso e a encosta e a 11 km a Leste do rio Jauari ou a 40 minutos a pe do acampamento, situado ao pe da encosta da serra.","-63","0.816667","-63","0.816667","60","60",NA,"INPA0123587","INPA0123587 INPA0123587_1 INPA0123587_1e INPA0123587_e INPA0123587_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-08-31 08:54:59-03","INPA","INPA","143513","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Ferreira, CAC","7651","1986","08","09","Brasil","Pará","Oriximiná","Rio Mapuera, Margem direita do Rio Mapueura, entre as Cachoeira Paraíso Grande e Maracajá. Área do Reservatório da 2a. etapa.","-57","-0.966667","-57","-0.966667",NA,NA,NA,"INPA0143513","INPA0143513 INPA0143513_e INPA0143513_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-08-31 08:54:59-03","INPA","INPA","168831","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Nascimento, MT","35","1991","11","14","Brasil","Roraima","Boa Vista","Ilha de Maraca, trilha 1, ± 2 km da sede.","-61","3.366667","-61","3.366667",NA,NA,NA,"INPA0168831","INPA0168831 INPA0168831_e INPA0168831_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"610","2021-01-10 20:43:22-03","INPA","INPA","233023","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Castilho, CV de","906","2002","11","11","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 2.5.","-59.941544","-2.959802","-59.941544","-2.959802","73","73",NA,"INPA0233023","INPA0233023 INPA0233023_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-08-31 08:54:59-03","INPA","INPA","246183","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Ramos, JF","2012","01","07","Viana, GP","35","2011","08","16","Brasil","Amazonas","Humaitá","Comunidade Mirari, Rio Madeira","-62.96453","-7.75647","-62.96453","-7.75647",NA,NA,NA,"INPA0246183","INPA0246183 INPA0246183_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-08-31 08:54:59-03","INPA","INPA","263166","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Ramos, JF","2015","08",NA,"Almeida, TE","3551","2014","10","12","Brasil","Amazonas","Humaitá","Floresta Nacional de Humaitá, Floresta Ombrófila Aberta aluvial com palmeiras e Floresta Ombrófila Densa Aluvial. Área com diques e paleocanais às margens do rio Madeira (UPN 2)","-62.929056","-7.736083","-62.929056","-7.736083","62","62",NA,"INPA0263166",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-08-31 08:54:59-03","INPA","INPA","261265","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Laurance, S","2001",NA,NA,"Equipe Fito","2206.2402.2","1985","09","19","Brasil","Amazonas","Manaus","ARIE-PDBFF, Fazenda Dimona - Reserva 2206 - Parcela 2206-4 - Quadrante 88","-60.047222","-3.172222","-60.047222","-3.172222",NA,NA,NA,"INPA0261265",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"614","2021-01-10 20:43:22-03","INPA","INPA","232998","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Pereira, E da C.","216","2002","07","28","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 4.5.","-59.5516","-2.5829","-59.5516","-2.5829","100","100",NA,"INPA0232998","INPA0232998 INPA0232998_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"615","2021-01-10 20:43:22-03","INPA","INPA","273261","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Perdiz, RO","3037","2016","01","22","Brasil","Roraima","Caracaraí","Serra da Mocidade","-61.8922","1.59802","-61.8922","1.59802","695","695",NA,"INPA0273261",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"616","2021-01-10 20:43:22-03","INPA","INPA","284342","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Farroñay, FJ","2019","04","04","Cabral, FN","1586","2017","06","29","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha do Jardim Botânico - MUSA.","-59.941067","-3.005459","-59.941067","-3.005459",NA,NA,NA,"INPA0284342",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-08-31 08:55:00-03","INPA","INPA","287073","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Barbosa, RI","2019","10",NA,"Barbosa, RI","263","2019","10","22","Brasil","Roraima","Amajari","Estação Ecológica de Maracá, Árvore n. 0797; parcela da trilha de caminhamento L5, entre os piquetes de demarcação 3650 m - 3700 m","-61.797561","3.624633","-61.797561","3.624633",NA,NA,NA,"INPA0287073",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"618","2021-01-10 20:43:22-03","INPA","INPA","55338","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Mello, FC de","INPA55338","1976","03","04","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Bosque da Reserva Florestal Ducke, arvore nº 432 do Fenologico","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0055338","INPA0055338 INPA0055338_e INPA0055338_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"619","2021-01-10 20:43:22-03","INPA","INPA","55751","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Macêdo, R","INPA55751","1976","04","02","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke. Fenologico nº 345","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0055751","INPA0055751_e INPA0055751_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"620","2021-01-10 20:43:22-03","INPA","INPA","57814","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Reis, LQ","INPA57814","1976","06","04","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 27, Reserva Florestal Ducke. Fenologico nº 274","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0057814","INPA0057814 INPA0057814_e INPA0057814_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"621","2021-01-10 20:43:22-03","INPA","INPA","59968","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Oliveira, AR de","INPA59968","1976","05","28","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke. Estudo de Associação.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0059968","INPA0059968 INPA0059968_e INPA0059968_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"622","2021-01-10 20:43:22-03","INPA","INPA","65791","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Nascimento, JR do","350","1977","01","10","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, estrada Manaus-Itacoatiara, km 26; levantamento Florestal R-K 12-8-1","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0065791",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"623","2021-01-10 20:43:22-03","INPA","INPA","73396","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Nascimento, JR do","350","1977","01","10","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, estrada Manaus-Itacoatiara, km 26; levantamento Florestal R-K 12-8-1","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0073396","INPA0073396 INPA0073396_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"624","2020-08-31 08:54:59-03","INPA","INPA","264403","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Ramos, JF","2017",NA,NA,"Silva, JBD da","507","2009","05","12","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3 - Sítio amostral Km 37 - Parcela CTFS-25ha - Quadrat 200X520","-59.785556","-2.441667","-59.785556","-2.441667",NA,NA,NA,"INPA0264403",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-08-31 08:54:59-03","INPA","INPA","170615","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Mori, SA","20699","1989","08","05","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuario, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.73056","-2.41625","-59.73056","-2.41625","50","50",NA,"INPA0170615","INPA0170615 INPA0170615_e INPA0170615_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-08-31 08:54:59-03","INPA","INPA","170600","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Mori, SA","20684","1989","08","03","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuario, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-60.0250015258789","-3.10193991661072",NA,NA,"50","50",NA,"INPA0170600","INPA0170600 INPA0170600_e INPA0170600_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,"138090","auto",NA,NA,NA,NA,NA
"627","2020-08-31 08:54:59-03","INPA","INPA","220500A","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","03","12","Chiappeta, A","560","1985","06","04","Brasil","Pernambuco","São Lourenço da Mata","Reserva Ecológica de Tapacurá.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"INPA220500A",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,"21764","auto",NA,NA,NA,NA,NA
"628","2021-01-10 20:43:22-03","INPA","INPA","235357","segun","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Andrade, AC da S.","2007",NA,NA,"Ackerly, DD","1105.65.2","1985","05","15","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3 - Fazenda Esteio - Sítio amostral Km 34 - Reserva 1105 - Parcela 1105-1 - Quadrante 2","-59.82211","-2.42487","-59.82211","-2.42487",NA,NA,NA,"INPA0235357","INPA0235357 INPA0235357_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"629","2020-08-31 08:54:59-03","INPA","INPA","227409","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Zartman, CE","5899","2006","08","06","Brasil","Amazonas","Presidente Figueiredo","Rebio Uatumã, Entorno. Ilha na Represa Uatumã, 2 km da base WABA.","-59","-1","-59","-1",NA,NA,NA,"INPA0227409","INPA0227409 INPA0227409_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"630","2021-01-10 20:43:22-03","INPA","INPA","226595","Carpo","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Carvalho-Sobrinho, JG de",NA,NA,NA,"Carvalho-Sobrinho, JG de","1176","2006","11","25","Brasil","Amazonas","Presidente Figueiredo","Rebio Uatumã, grade do PPBio.","-59","-1","-59","-1",NA,NA,NA,"INPA0226595","INPA0226595 INPA0226595_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-08-31 08:55:00-03","INPA","INPA","1329","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1994","06",NA,"Almeida, JC de","INPA1329","1955","07","06","Brasil","Amazonas","Manaus","Igarapé da Cachoeira Alta do Tarumã, Margem do igarape da Cachoeira Alta do Taruma","-60.03","-2.87","-60.03","-2.87",NA,NA,NA,"INPA0001329","INPA0001329 INPA0001329_e INPA0001329_e1 INPA0001329_e2","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,"paratype",NA,NA
"632","2020-08-31 08:55:00-03","INPA","INPA","135320","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Silva, MG da","5325","1980","06","02","Brasil","Pará","Tucuruí","5 km da margem direita do Rio Tocantins, 5 km da margem direita do Rio Tocantins","-49.7","-3.9","-49.7","-3.9",NA,NA,NA,"INPA0135320","INPA0135320 INPA0135320_e INPA0135320_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"633","2020-08-31 08:55:00-03","INPA","INPA","146305","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Coêlho, LS","168","1985","11","17","Brasil","Pará",NA,"Rio Mapuéra, Coletas botânicas executadas em ambas as margens do Rio Mapuéra, da Cachoeira do Tabuleiro a Cachoeira do Tabuleirinho.","-56.8","-1.2","-56.8","-1.2",NA,NA,NA,"INPA0146305","INPA0146305 INPA0146305_e INPA0146305_e1 INPA0146305_e2","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"634","2021-01-10 20:43:22-03","INPA","INPA","14911","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Rodrigues, WA","5967","1964","07","23","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Linha base tranversal","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0014911","INPA0014911 INPA0014911_e INPA0014911_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"635","2021-01-10 20:43:22-03","INPA","INPA","152330","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Hopkins, MJG","719","1986","06","13","Brasil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação., Ilha de Maraca. SEMA Estaçao. Forest trails close to Estaçao. Picada to left behind station. Primary forest of sandy soil, canopy between 20 & 30 m, dissected.","-61","3.366667","-61","3.366667",NA,NA,NA,"INPA0152330","INPA0152330 INPA0152330_e INPA0152330_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"636","2021-01-10 20:43:22-03","INPA","INPA","15642","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Rodrigues, WA","6980","1965","07","23","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q. 29, arvore 338","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0015642","INPA0015642 INPA0015642_e INPA0015642_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"637","2020-08-31 08:55:00-03","INPA","INPA","172316","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Jansen-Jacobs, MJ","1533","1989","09","08","Guyana",NA,NA,"Gunn's Essequibo River","-58","1.65","-58","1.65","240","240",NA,"INPA0172316","INPA0172316 INPA0172316_e INPA0172316_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"638","2021-01-10 20:43:22-03","INPA","INPA","179287","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD",NA,NA,NA,"Ribeiro, JELS","909","1993","07","06","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Igarapé da Bolívia.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0179287","INPA0179287 INPA0179287_e INPA0179287_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"639","2021-01-10 20:43:22-03","INPA","INPA","179348","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD",NA,NA,NA,"Vicentini, A","718","1995","09","22","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Próximo Igarapé do Acará.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0179348","INPA0179348 INPA0179348_e INPA0179348_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"640","2021-01-10 20:43:22-03","INPA","INPA","183433","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1998","02",NA,"Sothers, CA","510","1995","07","16","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha torre-acará","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0183433","INPA0183433 INPA0183433_e INPA0183433_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
